actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
87,PT05M11.00S,2023-12-03T03:54:35.1Z,1,REGULAR,violation,kicked ball,[],203076,,,1610612745,12,21,2023-12-03T03:54:40Z,860000,False,,,0,,A. Davis kicked ball VIOLATION,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,203592.0,,,,,,,,,,,,,
88,PT05M00.00S,2023-12-03T03:55:00.0Z,1,REGULAR,turnover,bad pass,[],1627832,,,1610612745,12,21,2023-12-03T03:55:04Z,870000,False,,,0,,F. VanVleet bad pass TURNOVER (1 TO),"[1627832, 1626156]",1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,1.0,,,,,,,Russell,1626156.0
89,PT05M00.00S,2023-12-03T03:55:00.0Z,1,REGULAR,steal,,[],1626156,,,1610612747,12,21,2023-12-03T03:55:01Z,880000,False,,,0,,D. Russell STEAL (1 STL),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
90,PT04M49.00S,2023-12-03T03:55:11.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203076,10.036136662286467,49.754901960784316,1610612747,14,21,2023-12-03T03:55:17Z,890000,False,1.0,42.0,1,left,A. Davis DUNK (2 PTS) (D. Russell 2 AST),"[203076, 1626156]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,4.18,Made,,,,,,,,,,,2.0,D. Russell,1626156.0,2.0,,,,
92,PT04M31.00S,2023-12-03T03:55:28.5Z,1,REGULAR,2pt,Jump Shot,[],1630578,93.87319316688567,22.058823529411768,1610612745,14,21,2023-12-03T03:55:33Z,910000,False,-140.0,5.0,1,right,MISS A. Sengun 13' Jump Shot,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Left,13.98,Missed,,,,,,,,,,,,,,,,,,
93,PT04M29.00S,2023-12-03T03:55:31.1Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,14,21,2023-12-03T03:55:31Z,920000,False,,,0,,A. Davis REBOUND (Off:1 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,,,92.0,3.0,2.0,1.0,,,,,,,,,,,,,,
94,PT04M20.00S,2023-12-03T03:55:40.3Z,1,REGULAR,3pt,Jump Shot,[],1631108,31.980946123521676,26.960784313725497,1610612747,17,21,2023-12-03T03:55:43Z,930000,False,115.0,248.0,1,left,M. Christie 27' 3PT  (3 PTS) (D. Russell 3 AST),"[1631108, 1626156]",1610612747.0,LAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Right Center,27.35,Made,,,,,,,,,,,3.0,D. Russell,1626156.0,3.0,,,,
96,PT04M07.00S,2023-12-03T03:55:52.7Z,1,REGULAR,3pt,Jump Shot,[],1630578,65.62089356110381,49.754901960784316,1610612745,17,21,2023-12-03T03:55:57Z,950000,False,-1.0,271.0,1,right,MISS A. Sengun 27' 3PT,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Center,27.07,Missed,,,,,,,,,,,,,,,,,,
97,PT04M05.00S,2023-12-03T03:55:54.7Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612747,17,21,2023-12-03T03:55:57Z,960000,False,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Center,,,96.0,1.0,1.0,0.0,,,,,,,,,,,,,,
98,PT03M46.00S,2023-12-03T03:56:14.1Z,1,REGULAR,2pt,Jump Shot,[],203076,20.54862023653088,47.05882352941176,1610612747,19,21,2023-12-03T03:57:46Z,970000,False,15.0,141.0,1,left,A. Davis 14' floating Jump Shot (4 PTS) (T. Prince 1 AST),"[203076, 1627752]",1610612747.0,LAL,floating,,,Davis,A. Davis,,,,,Mid-Range,8-16 Center,14.15,Made,,,,,,,,,,,4.0,T. Prince,1627752.0,1.0,,,,
100,PT03M33.00S,2023-12-03T03:56:27.1Z,1,REGULAR,2pt,Jump Shot,[],1628415,78.63009198423127,55.3921568627451,1610612745,19,23,2023-12-03T03:56:32Z,990000,False,27.0,148.0,1,right,D. Brooks 15' pullup Jump Shot (4 PTS) (A. Sengun 4 AST),"[1628415, 1630578]",1610612745.0,HOU,pullup,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Center,15.08,Made,,,,,,,,,,,4.0,A. Sengun,1630578.0,4.0,,,,
102,PT03M14.00S,2023-12-03T03:56:45.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,8.722076215505908,50.49019607843137,1610612747,21,23,2023-12-03T03:58:14Z,1010000,False,-2.0,29.0,1,left,D. Russell driving finger roll Layup (5 PTS),[1626156],1610612747.0,LAL,driving finger roll,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,2.96,Made,,,,,,,,,,,5.0,,,,,,,
103,PT03M03.00S,2023-12-03T03:56:57.2Z,1,REGULAR,2pt,Jump Shot,[],1627832,79.02431011826545,67.8921568627451,1610612745,21,23,2023-12-03T03:57:01Z,1020000,False,89.0,145.0,1,right,MISS F. VanVleet 17' pullup Shot,[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Right Center,17.01,Missed,,,,,,,,,,,,,,,,,,
104,PT03M01.00S,2023-12-03T03:56:59.2Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,21,23,2023-12-03T03:57:01Z,1030000,False,,,0,,A. Davis REBOUND (Off:1 Def:3),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Right Center,,,103.0,4.0,3.0,1.0,,,,,,,,,,,,,,
106,PT02M54.00S,2023-12-03T03:57:15.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,21,23,2023-12-03T03:57:15Z,1050000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M54.00S,2023-12-03T03:59:39.1Z,1,REGULAR,substitution,out,[],1626156,,,1610612747,21,23,2023-12-03T04:00:11Z,1060000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M54.00S,2023-12-03T03:59:39.1Z,1,REGULAR,substitution,out,[],1627752,,,1610612747,21,23,2023-12-03T04:00:11Z,1070000,False,,,0,,SUB out: T. Prince,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M54.00S,2023-12-03T03:59:39.1Z,1,REGULAR,substitution,out,[],2544,,,1610612747,21,23,2023-12-03T04:00:11Z,1080000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M54.00S,2023-12-03T03:59:39.1Z,1,REGULAR,substitution,out,[],1627832,,,1610612747,21,23,2023-12-03T04:00:11Z,1090000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M54.00S,2023-12-03T03:59:39.1Z,1,REGULAR,substitution,out,[],1628415,,,1610612747,21,23,2023-12-03T04:00:11Z,1100000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M54.00S,2023-12-03T03:59:39.1Z,1,REGULAR,substitution,in,[],1629020,,,1610612747,21,23,2023-12-03T04:00:11Z,1110000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M54.00S,2023-12-03T03:59:39.1Z,1,REGULAR,substitution,in,[],1626174,,,1610612747,21,23,2023-12-03T04:00:11Z,1120000,False,,,0,,SUB in: C. Wood,[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M54.00S,2023-12-03T03:59:39.1Z,1,REGULAR,substitution,in,[],1630559,,,1610612747,21,23,2023-12-03T04:00:11Z,1130000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M54.00S,2023-12-03T03:59:39.1Z,1,REGULAR,substitution,in,[],1630224,,,1610612747,21,23,2023-12-03T04:00:11Z,1140000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M54.00S,2023-12-03T03:59:39.1Z,1,REGULAR,substitution,in,[],1631106,,,1610612747,21,23,2023-12-03T04:00:11Z,1150000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M37.00S,2023-12-03T04:00:35.1Z,1,REGULAR,2pt,Jump Shot,[],203076,25.147831800262807,51.22549019607843,1610612747,23,23,2023-12-03T04:00:44Z,1160000,False,-6.0,184.0,1,left,A. Davis 18' turnaround fadeaway bank Jump Shot (6 PTS) (C. Wood 1 AST),"[203076, 1626174]",1610612747.0,LAL,turnaround fadeaway bank,,,Davis,A. Davis,,,,,Mid-Range,16-24 Center,18.4,Made,,,,,,,,,,,6.0,C. Wood,1626174.0,1.0,,,,
119,PT02M21.00S,2023-12-03T04:00:59.8Z,1,REGULAR,foul,personal,[],203076,,,1610612745,23,23,2023-12-03T04:01:06Z,1180000,False,,,0,,A. Davis personal FOUL (1 PF),"[203076, 1630578]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,8-16 Right,,,,,,,203592.0,1.0,0.0,Sengun,1630578.0,,,,,,,,,
121,PT02M12.00S,2023-12-03T04:01:20.7Z,1,REGULAR,2pt,Jump Shot,[],1630224,95.18725361366623,12.5,1610612745,23,23,2023-12-03T04:01:56Z,1200000,False,-188.0,-7.0,1,right,MISS J. Green 18' pullup Shot,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,16-24 Left,18.76,Missed,,,,,,,,,,,,,,,,,,
122,PT02M11.00S,2023-12-03T04:01:24.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,23,23,2023-12-03T04:01:24Z,1210000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Mid-Range,16-24 Left,,,121.0,,,,,,,,,,,,,,,,,
124,PT02M02.00S,2023-12-03T04:01:47.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630578,69.56307490144546,24.75490196078431,1610612745,23,26,2023-12-03T04:01:55Z,1230000,False,-126.0,234.0,1,right,A. Sengun 26' 3PT  (9 PTS) (A. Holiday 1 AST),"[1630578, 1628988]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,26.55,Made,,,,,,,,,,,9.0,A. Holiday,1628988.0,1.0,,,,
126,PT01M45.00S,2023-12-03T04:02:05.2Z,1,REGULAR,3pt,Jump Shot,[],1630559,28.43298291721419,82.84313725490196,1610612747,23,26,2023-12-03T04:02:10Z,1250000,False,-164.0,215.0,1,left,MISS A. Reaves 27' step back 3PT,[1630559],1610612747.0,LAL,step back,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,27.04,Missed,,,,,,,,,,,,,,,,,,
127,PT01M41.00S,2023-12-03T04:02:09.2Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,23,26,2023-12-03T04:02:10Z,1260000,False,,,0,,A. Sengun REBOUND (Off:0 Def:4),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,126.0,4.0,4.0,0.0,,,,,,,,,,,,,,
128,PT01M35.00S,2023-12-03T04:02:13.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630256,92.42772667542707,46.81372549019608,1610612745,23,28,2023-12-03T04:03:24Z,1270000,False,-16.0,19.0,1,right,J. Tate running reverse Layup (2 PTS) (T. Eason 1 AST),"[1630256, 1631106]",1610612745.0,HOU,running reverse,,,Tate,J. Tate,,,,,Restricted Area,0-8 Center,2.45,Made,,,,,,,,,,,2.0,T. Eason,1631106.0,1.0,,,,
130,PT01M20.00S,2023-12-03T04:02:28.6Z,1,REGULAR,3pt,Jump Shot,[],1630559,26.856110381077528,80.63725490196079,1610612747,23,28,2023-12-03T04:02:33Z,1290000,False,-153.0,200.0,1,left,MISS A. Reaves 25' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,25.19,Missed,,,,,,,,,,,,,,,,,,
131,PT01M18.00S,2023-12-03T04:02:30.6Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,23,28,2023-12-03T04:02:33Z,1300000,False,,,0,,T. Eason REBOUND (Off:0 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Left Center,,,130.0,1.0,1.0,0.0,,,,,,,,,,,,,,
132,PT00M58.20S,2023-12-03T04:02:52.9Z,1,REGULAR,2pt,Jump Shot,[],1630224,81.25821287779237,26.470588235294116,1610612745,23,30,2023-12-03T04:04:22Z,1310000,False,-118.0,124.0,1,right,J. Green 17' step back Jump Shot (8 PTS),[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Mid-Range,16-24 Left Center,17.07,Made,,,,,,,,,,,8.0,,,,,,,
133,PT00M46.90S,2023-12-03T04:03:06.0Z,1,REGULAR,3pt,Jump Shot,[],1630559,30.27266754270697,23.529411764705884,1610612747,23,30,2023-12-03T04:04:55Z,1320000,False,132.0,232.0,1,left,MISS A. Reaves 26' pullup 3PT,[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,26.72,Missed,,,,,,,,,,,,,,,,,,
134,PT00M45.00S,2023-12-03T04:03:07.9Z,1,REGULAR,rebound,defensive,[],1630578,,,1610612745,23,30,2023-12-03T04:03:07Z,1330000,False,,,0,,A. Sengun REBOUND (Off:0 Def:5),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Right Center,,,133.0,5.0,5.0,0.0,,,,,,,,,,,,,,
135,PT00M31.40S,2023-12-03T04:03:23.4Z,1,REGULAR,3pt,Jump Shot,[],1630224,65.62089356110381,53.67647058823529,1610612745,23,30,2023-12-03T04:05:19Z,1340000,False,18.0,271.0,1,right,MISS J. Green 27' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Center,27.13,Missed,,,,,,,,,,,,,,,,,,
137,PT00M31.40S,2023-12-03T04:03:23.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,23,30,2023-12-03T04:03:42Z,1350000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Center,,,135.0,,,,,,,,,,,,,,,,,
139,PT00M13.70S,2023-12-03T04:03:51.0Z,1,REGULAR,foul,personal,['2freethrow'],1630256,,,1610612747,23,30,2023-12-03T04:04:03Z,1370000,False,,,0,,J. Tate shooting personal FOUL (1 PF) (Davis 2 FT),"[1630256, 203076]",1610612745.0,HOU,shooting,,,Tate,J. Tate,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202037.0,1.0,0.0,Davis,203076.0,,,,,,,,,
141,PT00M13.70S,2023-12-03T04:04:18.0Z,1,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,24,30,2023-12-03T04:04:18Z,1390000,False,,,0,,A. Davis Free Throw 1 of 2 (7 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,,,,,,,,,,,7.0,,,,,,,
142,PT00M13.70S,2023-12-03T04:04:19.0Z,1,REGULAR,substitution,out,[],1630256,,,1610612747,24,30,2023-12-03T04:04:25Z,1400000,False,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M13.70S,2023-12-03T04:04:19.0Z,1,REGULAR,substitution,out,[],1631106,,,1610612747,24,30,2023-12-03T04:04:25Z,1410000,False,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M13.70S,2023-12-03T04:04:19.0Z,1,REGULAR,substitution,in,[],1627832,,,1610612747,24,30,2023-12-03T04:04:25Z,1420000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M13.70S,2023-12-03T04:04:19.0Z,1,REGULAR,substitution,in,[],1631095,,,1610612747,24,30,2023-12-03T04:04:25Z,1430000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M13.70S,2023-12-03T04:04:42.6Z,1,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,25,30,2023-12-03T04:04:42Z,1440000,False,,,0,,A. Davis Free Throw 2 of 2 (8 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,,,,,,,,,,,8.0,,,,,,,
147,PT00M03.80S,2023-12-03T04:04:57.7Z,1,REGULAR,2pt,Jump Shot,[],1630224,77.84165571616295,79.16666666666666,1610612745,25,30,2023-12-03T04:05:20Z,1450000,False,146.0,156.0,1,right,MISS J. Green 21' step back Shot,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Mid-Range,16-24 Right Center,21.34,Missed,,,,,,,,,,,,,,,,,,
148,PT00M00.70S,2023-12-03T04:05:00.8Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612747,25,30,2023-12-03T04:05:35Z,1460000,False,,,0,,J. Vanderbilt REBOUND (Off:0 Def:1),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,16-24 Right Center,,,147.0,1.0,1.0,0.0,,,,,,,,,,,,,,
149,PT00M00.00S,2023-12-03T04:05:04.7Z,1,REGULAR,period,end,[],0,,,1610612747,25,30,2023-12-03T04:05:04Z,1470000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2023-12-03T04:07:08.9Z,2,REGULAR,substitution,out,['startperiod'],203076,,,1610612747,25,30,2023-12-03T04:07:53Z,1480000,False,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2023-12-03T04:07:08.9Z,2,REGULAR,substitution,out,['startperiod'],1631108,,,1610612747,25,30,2023-12-03T04:07:53Z,1490000,False,,,0,,SUB out: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2023-12-03T04:07:08.9Z,2,REGULAR,substitution,out,['startperiod'],1628988,,,1610612747,25,30,2023-12-03T04:07:53Z,1500000,False,,,0,,SUB out: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2023-12-03T04:07:08.9Z,2,REGULAR,substitution,out,['startperiod'],1630578,,,1610612747,25,30,2023-12-03T04:07:53Z,1510000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2023-12-03T04:07:08.9Z,2,REGULAR,substitution,in,['startperiod'],1629629,,,1610612747,25,30,2023-12-03T04:07:53Z,1520000,False,,,0,,SUB in: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2023-12-03T04:07:08.9Z,2,REGULAR,substitution,in,['startperiod'],2544,,,1610612747,25,30,2023-12-03T04:07:53Z,1530000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2023-12-03T04:07:08.9Z,2,REGULAR,substitution,in,['startperiod'],201145,,,1610612747,25,30,2023-12-03T04:07:53Z,1540000,False,,,0,,SUB in: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2023-12-03T04:07:08.9Z,2,REGULAR,substitution,in,['startperiod'],1631106,,,1610612747,25,30,2023-12-03T04:07:53Z,1550000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2023-12-03T04:07:47.7Z,2,REGULAR,period,start,[],0,,,1610612745,25,30,2023-12-03T04:07:53Z,1560000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M48.00S,2023-12-03T04:08:01.8Z,2,REGULAR,foul,offensive,[],201145,,,1610612745,25,30,2023-12-03T04:08:12Z,1570000,False,,,0,,J. Green charge offensive FOUL (1 PF),"[201145, 1630559]",1610612745.0,HOU,charge,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,202037.0,1.0,0.0,Reaves,1630559.0,,,,,,,,,
161,PT11M48.00S,2023-12-03T04:08:01.8Z,2,REGULAR,turnover,offensive foul,[],201145,,,1610612745,25,30,2023-12-03T04:08:01Z,1590000,False,,,0,,J. Green offensive foul TURNOVER (1 TO),[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,202037.0,,,,,1.0,,,,,,,,
162,PT11M32.00S,2023-12-03T04:08:39.5Z,2,REGULAR,turnover,out-of-bounds,[],1626174,,,1610612747,25,30,2023-12-03T04:08:44Z,1600000,False,,,0,,C. Wood lost ball out-of-bounds TURNOVER (1 TO),[1626174],1610612747.0,LAL,lost ball,,,Wood,C. Wood,,,,,Mid-Range,16-24 Left,,,,,,,203592.0,,,,,1.0,,,,,,,,
163,PT11M32.00S,2023-12-03T04:08:43.9Z,2,REGULAR,substitution,out,[],1630224,,,1610612745,25,30,2023-12-03T04:08:46Z,1610000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT11M32.00S,2023-12-03T04:08:43.9Z,2,REGULAR,substitution,in,[],1628415,,,1610612745,25,30,2023-12-03T04:08:46Z,1620000,False,,,0,,SUB in: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M20.00S,2023-12-03T04:09:00.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628415,72.7168199737188,82.35294117647058,1610612745,25,30,2023-12-03T04:09:43Z,1630000,False,162.0,204.0,1,right,MISS D. Brooks 26' pullup 3PT,[1628415],1610612745.0,HOU,pullup,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,26.04,Missed,,,,,,,,,,,,,,,,,,
166,PT11M16.00S,2023-12-03T04:09:04.3Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612747,25,30,2023-12-03T04:09:05Z,1640000,False,,,0,,C. Wood REBOUND (Off:0 Def:1),[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Right Center,,,165.0,1.0,1.0,0.0,,,,,,,,,,,,,,
167,PT11M02.00S,2023-12-03T04:09:21.2Z,2,REGULAR,foul,personal,[],1631106,,,1610612747,25,30,2023-12-03T04:09:39Z,1650000,False,,,0,,T. Eason personal FOUL (1 PF),"[1631106, 1629629]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,8-16 Right,,,,,,,202027.0,1.0,0.0,Reddish,1629629.0,,,,,,,,,
169,PT10M51.00S,2023-12-03T04:10:00.0Z,2,REGULAR,2pt,Jump Shot,[],2544,25.54204993429697,37.00980392156863,1610612747,27,30,2023-12-03T04:10:10Z,1670000,False,65.0,188.0,1,left,L. James 19' Jump Shot (8 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,16-24 Right Center,19.85,Made,,,,,,,,,,,8.0,,,,,,,
170,PT10M36.00S,2023-12-03T04:10:14.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,92.69053876478318,46.07843137254902,1610612745,27,32,2023-12-03T04:10:19Z,1680000,False,-20.0,16.0,1,right,T. Eason reverse Layup (2 PTS) (F. VanVleet 3 AST),"[1631106, 1627832]",1610612745.0,HOU,reverse,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,2.54,Made,,,,,,,,,,,2.0,F. VanVleet,1627832.0,3.0,,,,
172,PT10M25.00S,2023-12-03T04:10:25.4Z,2,REGULAR,2pt,Jump Shot,[],1630559,25.410643889618925,31.862745098039213,1610612747,27,32,2023-12-03T04:10:29Z,1700000,False,91.0,186.0,1,left,MISS A. Reaves 20' pullup Shot,[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Right Center,20.73,Missed,,,,,,,,,,,,,,,,,,
173,PT10M23.00S,2023-12-03T04:10:27.4Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,27,32,2023-12-03T04:10:29Z,1710000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:3),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Right Center,,,172.0,3.0,3.0,0.0,,,,,,,,,,,,,,
174,PT10M10.00S,2023-12-03T04:10:40.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627832,85.72601839684626,48.529411764705884,1610612745,27,34,2023-12-03T04:10:45Z,1720000,False,-7.0,82.0,1,right,F. VanVleet 8' driving floating Jump Shot (2 PTS),[1627832],1610612745.0,HOU,driving floating,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Center,8.2,Made,,,,,,,,,,,2.0,,,,,,,
176,PT09M40.00S,2023-12-03T04:11:24.9Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612747,27,34,2023-12-03T04:11:30Z,1740000,False,,,0,,LAL shot clock Team TURNOVER,[],1610612747.0,LAL,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,203592.0,,,,,,,,,,,,,
