actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-03-03T01:41:18.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-03T01:41:18Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-03-03T01:41:22.3Z,1,REGULAR,jumpball,recovered,[],203932,,,1610612743,0,0,2024-03-03T01:41:22Z,40000,False,,,0,,Jump Ball N. Jokic vs. A. Davis: Tip to A. Gordon,"[203932, 203999, 203076]",1610612743.0,DEN,startperiod,A. Gordon,203932.0,Gordon,A. Gordon,Jokic,203999.0,Davis,203076.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2024-03-03T01:41:37.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,14.191852825229958,44.385723039215684,1610612743,0,2,2024-03-03T01:41:47Z,70000,False,28.0,81.0,1,left,N. Jokic 8' turnaround fadeaway Jump Shot (2 PTS),[203999],1610612743.0,DEN,turnaround fadeaway,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,8.56,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M19.00S,2024-03-03T01:41:58.8Z,1,REGULAR,3pt,Jump Shot,[],1626156,69.4316688567674,20.09803921568627,1610612747,0,2,2024-03-03T01:42:02Z,80000,False,-150.0,235.0,1,right,MISS D. Russell 27' 3PT,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,27.84,Missed,,,,,,,,,,,,,,,,,,
9,PT11M16.00S,2024-03-03T01:42:01.8Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,0,2,2024-03-03T01:42:02Z,90000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,
10,PT11M00.00S,2024-03-03T01:42:17.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,8.459264126149804,46.81372549019608,1610612743,0,4,2024-03-03T01:42:21Z,100000,False,16.0,27.0,1,left,N. Jokic Layup (4 PTS) (J. Murray 1 AST),"[203999, 1627750]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,3.13,Made,4.0,,,,,J. Murray,1627750.0,1.0,,,,,,,,,,
12,PT10M48.00S,2024-03-03T01:42:29.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,85.98883048620237,51.96078431372549,1610612747,0,4,2024-03-03T01:42:33Z,120000,False,10.0,79.0,1,right,MISS L. James 7' turnaround fadeaway Shot,[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,7.98,Missed,,,,,,,,,,,,,,,,,,
13,PT10M46.00S,2024-03-03T01:42:31.9Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,0,4,2024-03-03T01:42:33Z,130000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:2),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,12.0,2.0,2.0,0.0,,,,,,,,,,,,,
14,PT10M31.00S,2024-03-03T01:42:46.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,17.920499342969777,36.274509803921575,1610612743,0,4,2024-03-03T01:42:50Z,140000,False,69.0,116.0,1,left,MISS J. Murray 13' step back Shot,[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,13.48,Missed,,,,,,,,,,,,,,,,,,
15,PT10M29.00S,2024-03-03T01:42:48.3Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,0,4,2024-03-03T01:42:50Z,150000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,
16,PT10M21.00S,2024-03-03T01:42:57.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203076,89.14257555847568,50.98039215686275,1610612747,0,4,2024-03-03T01:43:00Z,160000,False,5.0,50.0,1,right,MISS A. Davis Hook,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,4.98,Missed,,,,,,,,,,,,,,,,,,
17,PT10M20.00S,2024-03-03T01:42:58.0Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,0,4,2024-03-03T01:43:36Z,170000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:3),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,16.0,3.0,3.0,0.0,,,,,,,,,,,,,
18,PT10M19.00S,2024-03-03T01:43:07.9Z,1,REGULAR,foul,personal,[],1629060,,,1610612743,0,4,2024-03-03T01:43:53Z,180000,False,,,0,,R. Hachimura personal FOUL (1 PF),"[1629060, 203999]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1628951.0,1.0,0.0,Jokic,203999.0,,,,,
20,PT10M06.00S,2024-03-03T01:43:37.2Z,1,REGULAR,turnover,out-of-bounds,[],1629008,,,1610612743,0,4,2024-03-03T01:43:42Z,200000,False,,,0,,M. Porter Jr. bad pass out-of-bounds TURNOVER (1 TO),[1629008],1610612743.0,DEN,bad pass,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1662.0,,,,,1.0,,,,
21,PT09M50.00S,2024-03-03T01:43:56.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203076,92.82194480946123,50.0,1610612747,2,4,2024-03-03T01:44:04Z,210000,False,0.0,15.0,1,right,A. Davis cutting Layup (2 PTS) (L. James 1 AST),"[203076, 2544]",1610612747.0,LAL,cutting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,1.5,Made,2.0,,,,,L. James,2544.0,1.0,,,,,,,,,,
23,PT09M41.00S,2024-03-03T01:44:05.2Z,1,REGULAR,3pt,Jump Shot,[],203999,28.301576872536145,78.92156862745098,1610612743,2,4,2024-03-03T01:44:10Z,230000,False,-145.0,214.0,1,left,MISS N. Jokic 25' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Left Center,25.79,Missed,,,,,,,,,,,,,,,,,,
24,PT09M39.00S,2024-03-03T01:44:07.2Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,2,4,2024-03-03T01:44:10Z,240000,False,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,
