actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
17,PT10M31.00S,2024-01-04T03:13:30.5Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,2,2,2024-01-04T03:13:32Z,170000,False,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,16.0,1.0,1.0,0.0,,,,
18,PT10M26.00S,2024-01-04T03:13:36.2Z,1,REGULAR,turnover,bad pass,[],1629629,,,1610612747,2,2,2024-01-04T03:13:39Z,180000,False,,,0,,C. Reddish bad pass TURNOVER (1 TO),"[1629629, 1628389]",1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,1.0,,,,,Adebayo,1628389.0,,
19,PT10M26.00S,2024-01-04T03:13:36.2Z,1,REGULAR,steal,,[],1628389,,,1610612748,2,2,2024-01-04T03:13:38Z,190000,False,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
20,PT10M19.00S,2024-01-04T03:13:42.6Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'fromturnover']",1629639,23.702365308804204,27.696078431372555,1610612748,2,2,2024-01-04T03:13:53Z,200000,False,112.0,170.0,1,left,MISS T. Herro 20' running pullup Shot,[1629639],1610612748.0,MIA,running pullup,,,Herro,T. Herro,,,,,Mid-Range,16-24 Right Center,,,,,,Missed,,20.36,,,,,,,,,,,,
21,PT10M17.00S,2024-01-04T03:13:44.6Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612747,2,2,2024-01-04T03:13:53Z,210000,False,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,20.0,1.0,1.0,0.0,,,,
22,PT10M02.00S,2024-01-04T03:14:00.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,84.93758212877792,56.372549019607845,1610612747,4,2,2024-01-04T03:14:47Z,220000,False,32.0,89.0,1,right,A. Reaves 9' driving floating Jump Shot (2 PTS) (A. Davis 1 AST),"[1630559, 203076]",1610612747.0,LAL,driving floating,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,2.0,9.46,A. Davis,203076.0,1.0,,,,,,,,,
23,PT09M49.00S,2024-01-04T03:14:12.0Z,1,REGULAR,3pt,Jump Shot,[],1631107,30.14126149802891,27.450980392156865,1610612748,4,5,2024-01-04T03:14:15Z,230000,False,113.0,231.0,1,left,N. Jovic 25' 3PT  (3 PTS) (K. Lowry 1 AST),"[1631107, 200768]",1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Right Center,,,,,,Made,3.0,25.68,K. Lowry,200768.0,1.0,,,,,,,,,
25,PT09M42.00S,2024-01-04T03:14:20.3Z,1,REGULAR,turnover,bad pass,[],1630559,,,1610612747,4,5,2024-01-04T03:14:24Z,250000,False,,,0,,A. Reaves bad pass TURNOVER (1 TO),"[1630559, 1629639]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1.0,,,,,Herro,1629639.0,,
26,PT09M42.00S,2024-01-04T03:14:20.3Z,1,REGULAR,steal,,[],1629639,,,1610612748,4,5,2024-01-04T03:14:22Z,260000,False,,,0,,T. Herro STEAL (1 STL),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
27,PT09M38.00S,2024-01-04T03:14:23.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631170,7.670827858081481,50.0,1610612748,4,5,2024-01-04T03:14:36Z,270000,False,0.0,20.0,1,left,MISS J. Jaquez Jr. running Layup,[1631170],1610612748.0,MIA,running,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,,,,,,Missed,,1.96,,,,,,,,,,,,
28,PT09M38.00S,2024-01-04T03:14:23.9Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,4,5,2024-01-04T03:17:31Z,280000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,27.0,1.0,1.0,0.0,,,,
29,PT09M32.00S,2024-01-04T03:14:36.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629629,65.75229960578187,55.88235294117647,1610612747,4,5,2024-01-04T03:15:56Z,290000,False,29.0,269.0,1,right,MISS C. Reddish 27' running 3PT,[1629629],1610612747.0,LAL,running,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Center,,,,,,Missed,,27.1,,,,,,,,,,,,
30,PT09M29.00S,2024-01-04T03:14:39.4Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,4,5,2024-01-04T03:15:56Z,300000,False,,,0,,A. Davis REBOUND (Off:1 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,29.0,2.0,1.0,1.0,,,,
32,PT09M22.00S,2024-01-04T03:15:00.5Z,1,REGULAR,foul,personal,['3freethrow'],1629639,,,1610612747,4,5,2024-01-04T03:15:07Z,310000,False,,,0,,T. Herro shooting personal FOUL (1 PF) (Reaves 3 FT),"[1629639, 1630559]",1610612748.0,MIA,shooting,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,202007.0,1.0,0.0,Reaves,1630559.0,,,,,,,,,,,,,,,
34,PT09M22.00S,2024-01-04T03:15:24.8Z,1,REGULAR,freethrow,1 of 3,['2ndchance'],1630559,,,1610612747,5,5,2024-01-04T03:15:24Z,330000,False,,,0,,A. Reaves Free Throw 1 of 3 (3 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
35,PT09M22.00S,2024-01-04T03:15:39.0Z,1,REGULAR,freethrow,2 of 3,['2ndchance'],1630559,,,1610612747,6,5,2024-01-04T03:15:39Z,340000,False,,,0,,A. Reaves Free Throw 2 of 3 (4 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
36,PT09M22.00S,2024-01-04T03:15:52.4Z,1,REGULAR,freethrow,3 of 3,['2ndchance'],1630559,,,1610612747,7,5,2024-01-04T03:15:52Z,350000,False,,,0,,A. Reaves Free Throw 3 of 3 (5 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
37,PT09M16.00S,2024-01-04T03:16:00.5Z,1,REGULAR,turnover,out-of-bounds,[],1631170,,,1610612748,7,5,2024-01-04T03:16:05Z,360000,False,,,0,,J. Jaquez Jr. lost ball out-of-bounds TURNOVER (1 TO),[1631170],1610612748.0,MIA,lost ball,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Mid-Range,8-16 Left,202007.0,,,,,,,,,,,1.0,,,,,,,,
39,PT09M02.00S,2024-01-04T03:16:16.6Z,1,REGULAR,turnover,bad pass,[],2544,,,1610612747,7,5,2024-01-04T04:11:29Z,370000,False,,,0,,L. James bad pass TURNOVER (1 TO),"[2544, 200768]",1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,,,,,Lowry,200768.0,,
40,PT09M02.00S,2024-01-04T03:16:16.6Z,1,REGULAR,steal,,[],200768,,,1610612748,7,5,2024-01-04T03:16:20Z,380000,False,,,0,,K. Lowry STEAL (1 STL),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
41,PT08M56.00S,2024-01-04T03:16:22.6Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629639,29.747043363994734,24.509803921568633,1610612748,7,5,2024-01-04T03:19:08Z,390000,False,127.0,227.0,1,left,MISS T. Herro 26' running pullup 3PT,[1629639],1610612748.0,MIA,running pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,26.04,,,,,,,,,,,,
42,PT08M54.00S,2024-01-04T03:16:24.6Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,7,5,2024-01-04T03:29:14Z,400000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:0),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,41.0,1.0,0.0,1.0,,,,
44,PT08M45.00S,2024-01-04T03:16:50.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628389,15.160972404730614,59.068627450980394,1610612748,7,7,2024-01-04T03:16:54Z,420000,False,-45.0,90.0,1,left,B. Adebayo 10' Jump Shot (2 PTS) (T. Herro 1 AST),"[1628389, 1629639]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,2.0,10.08,T. Herro,1629639.0,1.0,,,,,,,,,
46,PT08M37.00S,2024-01-04T03:17:04.5Z,1,REGULAR,foul,offensive,[],1629629,,,1610612747,7,7,2024-01-04T03:17:13Z,440000,False,,,0,,C. Reddish offensive FOUL (1 PF),"[1629629, 200768]",1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Right Center,200832.0,1.0,0.0,Lowry,200768.0,,,,,,,,,,,,,,,
48,PT08M37.00S,2024-01-04T03:17:04.5Z,1,REGULAR,turnover,offensive foul,[],1629629,,,1610612747,7,7,2024-01-04T03:17:04Z,460000,False,,,0,,C. Reddish offensive foul TURNOVER (2 TO),[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,Above the Break 3,24+ Right Center,200832.0,,,,,,,,,,,2.0,,,,,,,,
49,PT08M22.00S,2024-01-04T03:17:22.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631107,5.042706964520377,45.34313725490197,1610612748,7,7,2024-01-04T03:17:38Z,470000,False,23.0,-5.0,1,left,MISS N. Jovic Layup,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.39,,,,,,,,,,,,
50,PT08M20.00S,2024-01-04T03:17:24.8Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,7,7,2024-01-04T03:22:48Z,480000,False,,,0,,B. Adebayo REBOUND (Off:2 Def:0),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,49.0,2.0,0.0,2.0,,,,
71,PT08M20.00S,2024-01-04T03:17:26.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628389,7.408015768725363,53.431372549019606,1610612748,7,7,2024-01-04T03:23:10Z,485000,False,-17.0,17.0,1,left,MISS B. Adebayo tip Layup,[1628389],1610612748.0,MIA,tip,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.43,,,,,,,,,,,,
72,PT08M19.00S,2024-01-04T03:17:27.1Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612747,7,7,2024-01-04T03:23:10Z,487500,False,,,0,,T. Prince REBOUND (Off:0 Def:2),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,71.0,2.0,2.0,0.0,,,,
51,PT08M16.00S,2024-01-04T03:17:29.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",2544,92.0335085413929,50.245098039215684,1610612747,7,7,2024-01-04T03:17:42Z,490000,False,1.0,22.0,1,right,MISS L. James running Layup,[2544],1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.24,,,,,,,,,,,,
52,PT08M13.00S,2024-01-04T03:17:32.5Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,7,7,2024-01-04T03:17:42Z,500000,False,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,51.0,2.0,2.0,0.0,,,,
53,PT08M03.00S,2024-01-04T03:17:43.1Z,1,REGULAR,3pt,Jump Shot,[],1629639,10.82457293035479,4.901960784313729,1610612748,7,7,2024-01-04T03:17:46Z,510000,False,225.0,49.0,1,left,MISS T. Herro 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Right Corner 3,24+ Right,,,,,,Missed,,23.08,,,,,,,,,,,,
54,PT08M00.00S,2024-01-04T03:17:46.1Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,7,7,2024-01-04T03:17:46Z,520000,False,,,0,,A. Davis REBOUND (Off:1 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,53.0,3.0,2.0,1.0,,,,
55,PT07M55.00S,2024-01-04T03:17:51.5Z,1,REGULAR,3pt,Jump Shot,[],1630559,95.71287779237845,94.8529411764706,1610612747,7,7,2024-01-04T03:17:59Z,530000,False,224.0,-12.0,1,right,MISS A. Reaves 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Right Corner 3,24+ Right,,,,,,Missed,,22.46,,,,,,,,,,,,
56,PT07M51.00S,2024-01-04T03:17:55.5Z,1,REGULAR,rebound,defensive,[],200768,,,1610612748,7,7,2024-01-04T03:17:59Z,540000,False,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,55.0,1.0,1.0,0.0,,,,
57,PT07M47.00S,2024-01-04T03:17:59.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],200768,32.11235216819975,60.294117647058826,1610612748,7,10,2024-01-04T03:18:06Z,550000,False,-51.0,249.0,1,left,K. Lowry 25' 3PT running pullup (5 PTS),[200768],1610612748.0,MIA,running pullup,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Center,,,,,,Made,5.0,25.47,,,,,,,,,,,,
58,PT07M26.00S,2024-01-04T03:18:19.2Z,1,REGULAR,2pt,Jump Shot,[],203076,92.69053876478318,26.960784313725497,1610612747,7,10,2024-01-04T03:18:23Z,560000,False,-115.0,16.0,1,right,MISS A. Davis 11' turnaround Shot,[203076],1610612747.0,LAL,turnaround,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,,,,,,Missed,,11.63,,,,,,,,,,,,
59,PT07M23.00S,2024-01-04T03:18:22.2Z,1,REGULAR,rebound,defensive,[],1631107,,,1610612748,7,10,2024-01-04T03:18:23Z,570000,False,,,0,,N. Jovic REBOUND (Off:0 Def:1),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,58.0,1.0,1.0,0.0,,,,
60,PT07M20.00S,2024-01-04T03:18:24.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631107,7.145203679369246,50.245098039215684,1610612748,7,12,2024-01-04T03:18:29Z,580000,False,-1.0,15.0,1,left,N. Jovic running Layup (5 PTS),[1631107],1610612748.0,MIA,running,,,Jovic,N. Jovic,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,1.47,,,,,,,,,,,,
61,PT07M02.00S,2024-01-04T03:18:43.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,89.35611038107753,55.28875612745098,1610612747,9,12,2024-01-04T03:24:33Z,590000,False,26.0,48.0,1,right,A. Reaves pullup Jump Shot (7 PTS),[1630559],1610612747.0,LAL,pullup,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,7.0,5.44,,,,,,,,,,,,
62,PT06M49.00S,2024-01-04T03:18:58.9Z,1,REGULAR,foul,offensive,[],1628389,,,1610612748,9,12,2024-01-04T03:19:09Z,600000,False,,,0,,B. Adebayo charge offensive FOUL (1 PF),"[1628389, 1627752]",1610612748.0,MIA,charge,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,200832.0,1.0,0.0,Prince,1627752.0,,,,,,,,,,,,,,,
64,PT06M49.00S,2024-01-04T03:18:58.9Z,1,REGULAR,turnover,offensive foul,[],1628389,,,1610612748,9,12,2024-01-04T03:18:58Z,620000,False,,,0,,B. Adebayo offensive foul TURNOVER (1 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,200832.0,,,,,,,,,,,1.0,,,,,,,,
65,PT06M49.00S,2024-01-04T03:19:13.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,9,12,2024-01-04T03:19:13Z,630000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M49.00S,2024-01-04T03:22:29.2Z,1,REGULAR,substitution,out,[],1629629,,,1610612747,9,12,2024-01-04T03:22:37Z,640000,False,,,0,,SUB out: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M49.00S,2024-01-04T03:22:29.2Z,1,REGULAR,substitution,in,[],1629020,,,1610612747,9,12,2024-01-04T03:22:37Z,650000,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M30.00S,2024-01-04T03:23:03.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627752,72.7168199737188,19.362745098039213,1610612747,9,12,2024-01-04T03:23:08Z,660000,False,-153.0,204.0,1,right,MISS T. Prince 25' 3PT,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.51,,,,,,,,,,,,
69,PT06M29.00S,2024-01-04T03:23:04.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,9,12,2024-01-04T03:23:08Z,670000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,68.0,,,,,,,
73,PT06M23.00S,2024-01-04T03:23:26.2Z,1,REGULAR,turnover,bad pass,[],2544,,,1610612747,9,12,2024-01-04T03:23:31Z,690000,False,,,0,,L. James bad pass TURNOVER (2 TO),"[2544, 1628389]",1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,2.0,,,,,Adebayo,1628389.0,,
74,PT06M23.00S,2024-01-04T03:23:26.2Z,1,REGULAR,steal,,[],1628389,,,1610612748,9,12,2024-01-04T03:23:29Z,700000,False,,,0,,B. Adebayo STEAL (2 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
75,PT06M14.00S,2024-01-04T03:23:34.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631107,12.00722733245729,0.49019607843136725,1610612748,9,12,2024-01-04T03:23:38Z,710000,False,248.0,60.0,1,left,MISS N. Jovic 25' 3PT,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Right Corner 3,24+ Right,,,,,,Missed,,25.48,,,,,,,,,,,,
76,PT06M12.00S,2024-01-04T03:23:36.8Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,9,12,2024-01-04T03:23:38Z,720000,False,,,0,,A. Davis REBOUND (Off:1 Def:3),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,75.0,4.0,3.0,1.0,,,,
78,PT06M03.00S,2024-01-04T03:23:53.3Z,1,REGULAR,substitution,out,[],1630559,,,1610612747,9,12,2024-01-04T03:23:59Z,740000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M03.00S,2024-01-04T03:23:53.3Z,1,REGULAR,substitution,in,[],1631108,,,1610612747,9,12,2024-01-04T03:23:59Z,750000,False,,,0,,SUB in: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M58.00S,2024-01-04T03:24:11.5Z,1,REGULAR,turnover,out-of-bounds,[],203076,,,1610612747,9,12,2024-01-04T03:24:17Z,760000,False,,,0,,A. Davis bad pass out-of-bounds TURNOVER (1 TO),[203076],1610612747.0,LAL,bad pass,,,Davis,A. Davis,,,,,Above the Break 3,24+ Right Center,200832.0,,,,,,,,,,,1.0,,,,,,,,
81,PT05M47.00S,2024-01-04T03:24:35.2Z,1,REGULAR,foul,personal,['3freethrow'],2544,,,1610612748,9,12,2024-01-04T03:28:23Z,770000,False,,,0,,L. James shooting personal FOUL (1 PF) (Herro 3 FT),"[2544, 1629639]",1610612747.0,LAL,shooting,,,James,L. James,,,,,Above the Break 3,24+ Left Center,2002.0,1.0,0.0,Herro,1629639.0,,,,,,,,,,,,,,,
83,PT05M47.00S,2024-01-04T03:25:06.3Z,1,REGULAR,freethrow,1 of 3,['fromturnover'],1629639,,,1610612748,9,13,2024-01-04T03:28:30Z,790000,False,,,0,,T. Herro Free Throw 1 of 3 (1 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
84,PT05M47.00S,2024-01-04T03:25:06.3Z,1,REGULAR,freethrow,2 of 3,['fromturnover'],1629639,,,1610612748,9,14,2024-01-04T03:28:30Z,800000,False,,,0,,T. Herro Free Throw 2 of 3 (2 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
