actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
30,PT09M56.00S,2023-11-16T03:16:40.9Z,1,REGULAR,block,,[],203076,,,1610612758,4,7,2023-11-16T03:16:43Z,310000,False,,,0,,A. Davis BLOCK (1 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
31,PT09M53.00S,2023-11-16T03:16:43.9Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612747,4,7,2023-11-16T03:16:44Z,320000,False,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,,,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,
32,PT09M50.00S,2023-11-16T03:16:47.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626156,90.32522996057818,51.71568627450981,1610612747,4,7,2023-11-16T03:16:51Z,330000,False,9.0,38.0,1,right,MISS D. Russell running Layup,[1626156],1610612747.0,LAL,running,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,3.94,Missed,,,,,,,,,,,,,,,,,,
33,PT09M48.00S,2023-11-16T03:16:49.1Z,1,REGULAR,rebound,offensive,[],2544,,,1610612747,4,7,2023-11-16T03:16:51Z,340000,False,,,0,,L. James REBOUND (Off:1 Def:0),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,,,,32.0,1.0,0.0,1.0,,,,,,,,
34,PT09M47.00S,2023-11-16T03:16:49.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",2544,93.47897503285151,48.0392156862745,1610612747,4,7,2023-11-16T03:16:56Z,350000,False,-10.0,9.0,1,right,MISS L. James putback Layup,[2544],1610612747.0,LAL,putback,,,James,L. James,,,,,Restricted Area,0-8 Center,1.32,Missed,,,,,,,,,,,,,,,,,,
35,PT09M45.00S,2023-11-16T03:16:51.6Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,4,7,2023-11-16T03:16:56Z,360000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,34.0,3.0,3.0,0.0,,,,,,,,
36,PT09M37.00S,2023-11-16T03:17:00.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,7.670827858081481,54.411764705882355,1610612758,4,7,2023-11-16T03:17:04Z,370000,False,-22.0,20.0,1,left,MISS D. Sabonis Layup,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.95,Missed,,,,,,,,,,,,,,,,,,
37,PT09M34.00S,2023-11-16T03:17:03.1Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,4,7,2023-11-16T03:17:04Z,380000,False,,,0,,A. Davis REBOUND (Off:0 Def:3),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,36.0,3.0,3.0,0.0,,,,,,,,
38,PT09M30.00S,2023-11-16T03:17:07.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203076,92.55913272010513,50.49019607843137,1610612747,4,7,2023-11-16T03:17:14Z,390000,False,2.0,17.0,1,right,MISS A. Davis running Layup,[203076],1610612747.0,LAL,running,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,,,,,
39,PT09M28.00S,2023-11-16T03:17:09.2Z,1,REGULAR,rebound,offensive,[],1626156,,,1610612747,4,7,2023-11-16T03:17:09Z,400000,False,,,0,,D. Russell REBOUND (Off:1 Def:0),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,,,,,38.0,1.0,0.0,1.0,,,,,,,,
40,PT09M26.00S,2023-11-16T03:17:10.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626156,89.61892247043365,49.11917892156863,1610612747,6,7,2023-11-16T03:17:24Z,410000,False,-4.0,45.0,1,right,D. Russell fadeaway Jump Shot (2 PTS),[1626156],1610612747.0,LAL,fadeaway,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,4.53,Made,2.0,,,,,,,,,,,,,,,,,
41,PT09M12.00S,2023-11-16T03:17:24.8Z,1,REGULAR,2pt,Jump Shot,[],1628989,19.365965834428394,28.92156862745098,1610612758,6,9,2023-11-16T03:17:33Z,420000,False,105.0,130.0,1,left,K. Huerter 16' pullup Jump Shot (2 PTS) (D. Sabonis 1 AST),"[1628989, 1627734]",1610612758.0,SAC,pullup,,,Huerter,K. Huerter,,,,,Mid-Range,16-24 Right Center,16.7,Made,2.0,,,,,,,,,,D. Sabonis,1627734.0,1.0,,,,,
43,PT08M47.00S,2023-11-16T03:17:49.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203076,93.74178712220763,54.90196078431372,1610612747,6,9,2023-11-16T03:27:18Z,440000,False,25.0,6.0,1,right,MISS A. Davis turnaround Hook,[203076],1610612747.0,LAL,turnaround,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,2.53,Missed,,,,,,,,,,,,,,,,,,
44,PT08M45.00S,2023-11-16T03:17:51.8Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,6,9,2023-11-16T03:17:54Z,450000,False,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,
45,PT08M43.00S,2023-11-16T03:17:58.1Z,1,REGULAR,foul,personal,[],1627752,,,1610612758,6,9,2023-11-16T03:18:30Z,460000,False,,,0,,T. Prince personal FOUL (1 PF),"[1627752, 1627734]",1610612747.0,LAL,,,,Prince,T. Prince,,,,,In The Paint (Non-RA),0-8 Center,,,,1179.0,1.0,0.0,Sabonis,1627734.0,,,,,,,,,,,,
47,PT08M32.00S,2023-11-16T03:18:34.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,7.276609724047319,53.67647058823529,1610612758,6,11,2023-11-16T03:18:38Z,480000,False,-18.0,16.0,1,left,D. Sabonis driving Hook (6 PTS),[1627734],1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.43,Made,6.0,,,,,,,,,,,,,,,,,
48,PT08M21.00S,2023-11-16T03:18:47.0Z,1,REGULAR,foul,personal,['2freethrow'],1627734,,,1610612747,6,11,2023-11-16T03:18:55Z,490000,False,,,0,,D. Sabonis shooting personal FOUL (1 PF) (Davis 2 FT),"[1627734, 203076]",1610612758.0,SAC,shooting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,1830.0,1.0,0.0,Davis,203076.0,,,,,,,,,,,,
50,PT08M21.00S,2023-11-16T03:19:19.0Z,1,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,7,11,2023-11-16T03:19:19Z,510000,False,,,0,,A. Davis Free Throw 1 of 2 (3 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
51,PT08M21.00S,2023-11-16T03:19:37.5Z,1,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,8,11,2023-11-16T03:19:37Z,520000,False,,,0,,A. Davis Free Throw 2 of 2 (4 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
52,PT07M58.00S,2023-11-16T03:20:01.5Z,1,REGULAR,3pt,Jump Shot,[],203084,30.404073587385014,26.715686274509807,1610612758,8,14,2023-11-16T03:20:06Z,530000,False,116.0,233.0,1,left,H. Barnes 26' 3PT  (3 PTS) (D. Sabonis 2 AST),"[203084, 1627734]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,26.07,Made,3.0,,,,,,,,,,D. Sabonis,1627734.0,2.0,,,,,
54,PT07M43.00S,2023-11-16T03:20:16.3Z,1,REGULAR,2pt,Jump Shot,[],1626156,76.26478318002628,52.450980392156865,1610612747,8,14,2023-11-16T03:29:18Z,550000,False,12.0,171.0,1,right,MISS D. Russell 17' step back Shot,[1626156],1610612747.0,LAL,step back,,,Russell,D. Russell,,,,,Mid-Range,16-24 Center,17.1,Missed,,,,,,,,,,,,,,,,,,
55,PT07M40.00S,2023-11-16T03:20:19.3Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612758,8,14,2023-11-16T03:20:21Z,560000,False,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Mid-Range,16-24 Center,,,,,,,,,54.0,1.0,1.0,0.0,,,,,,,,
56,PT07M33.00S,2023-11-16T03:20:27.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,13.715505913272011,49.01960784313726,1610612758,8,16,2023-11-16T03:29:48Z,570000,False,5.0,76.0,1,left,K. Huerter 7' driving floating Jump Shot (4 PTS),[1628989],1610612758.0,SAC,driving floating,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,7.66,Made,4.0,,,,,,,,,,,,,,,,,
57,PT07M10.00S,2023-11-16T03:20:50.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,90.53876478318003,54.44623161764706,1610612747,8,16,2023-11-16T03:20:56Z,580000,False,22.0,36.0,1,right,MISS D. Russell driving Layup,[1626156],1610612747.0,LAL,driving,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,4.26,Missed,,,,,,,,,,,,,,,,,,
58,PT07M07.00S,2023-11-16T03:20:53.3Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,8,16,2023-11-16T03:20:57Z,590000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,57.0,4.0,4.0,0.0,,,,,,,,
59,PT07M04.00S,2023-11-16T03:20:55.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628368,30.929697766097235,28.431372549019613,1610612758,8,16,2023-11-16T03:31:50Z,600000,False,108.0,238.0,1,left,MISS D. Fox 26' running 3PT,[1628368],1610612758.0,SAC,running,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,26.15,Missed,,,,,,,,,,,,,,,,,,
60,PT07M03.00S,2023-11-16T03:20:56.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,8,16,2023-11-16T03:21:02Z,610000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,59.0,,,,,,,,,,,
62,PT06M50.00S,2023-11-16T03:21:21.8Z,1,REGULAR,3pt,Jump Shot,[],2544,72.7168199737188,19.117647058823522,1610612747,11,16,2023-11-16T03:21:26Z,630000,False,-154.0,204.0,1,right,L. James 25' 3PT  (3 PTS) (D. Russell 2 AST),"[2544, 1626156]",1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,25.58,Made,3.0,,,,,,,,,,D. Russell,1626156.0,2.0,,,,,
64,PT06M33.00S,2023-11-16T03:21:39.0Z,1,REGULAR,turnover,bad pass,[],1627734,,,1610612758,11,16,2023-11-16T03:21:42Z,650000,False,,,0,,D. Sabonis bad pass TURNOVER (1 TO),"[1627734, 2544]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,1.0,James,2544.0,,
65,PT06M33.00S,2023-11-16T03:21:39.0Z,1,REGULAR,steal,,[],2544,,,1610612747,11,16,2023-11-16T03:21:40Z,660000,False,,,0,,L. James STEAL (1 STL),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
66,PT06M26.00S,2023-11-16T03:21:45.9Z,1,REGULAR,turnover,lost ball,[],2544,,,1610612747,11,16,2023-11-16T03:21:50Z,670000,False,,,0,,L. James lost ball TURNOVER (2 TO),"[2544, 1628368]",1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,2.0,Fox,1628368.0,,
67,PT06M26.00S,2023-11-16T03:21:45.9Z,1,REGULAR,steal,,[],1628368,,,1610612758,11,16,2023-11-16T03:21:47Z,680000,False,,,0,,D. Fox STEAL (1 STL),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
68,PT06M22.00S,2023-11-16T03:21:50.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203084,7.802233902759525,50.0,1610612758,11,16,2023-11-16T03:21:56Z,690000,False,0.0,21.0,1,left,MISS H. Barnes running Layup,[203084],1610612758.0,SAC,running,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,,,,,,,,
69,PT06M16.00S,2023-11-16T03:21:55.1Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612758,11,16,2023-11-16T03:21:55Z,700000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,68.0,5.0,4.0,1.0,,,,,,,,
70,PT06M16.00S,2023-11-16T03:21:55.1Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1627734,5.590000152587891,50.0,1610612758,11,18,2023-11-16T03:22:00Z,710000,False,0.0,0.0,1,left,D. Sabonis tip DUNK (8 PTS),[1627734],1610612758.0,SAC,tip,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,0.0,Made,8.0,,,,,,,,,,,,,,,,,
71,PT06M08.00S,2023-11-16T03:22:04.0Z,1,REGULAR,turnover,lost ball,[],2544,,,1610612747,11,18,2023-11-16T03:22:07Z,720000,False,,,0,,L. James lost ball TURNOVER (3 TO),"[2544, 1627734]",1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,3.0,Sabonis,1627734.0,,
72,PT06M08.00S,2023-11-16T03:22:04.0Z,1,REGULAR,steal,,[],1627734,,,1610612758,11,18,2023-11-16T03:22:06Z,730000,False,,,0,,D. Sabonis STEAL (2 STL),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
73,PT06M03.00S,2023-11-16T03:22:08.9Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203084,18.446123521681997,95.09803921568627,1610612758,11,21,2023-11-16T03:34:12Z,740000,False,-225.0,121.0,1,left,H. Barnes 25' 3PT running (6 PTS) (D. Sabonis 3 AST),"[203084, 1627734]",1610612758.0,SAC,running,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Left Center,25.59,Made,6.0,,,,,,,,,,D. Sabonis,1627734.0,3.0,,,,,
75,PT06M01.00S,2023-11-16T03:22:14.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,11,21,2023-11-16T03:22:14Z,760000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M01.00S,2023-11-16T03:25:37.6Z,1,REGULAR,substitution,out,[],1627752,,,1610612747,11,21,2023-11-16T03:25:40Z,770000,False,,,0,,SUB out: T. Prince,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M01.00S,2023-11-16T03:25:37.6Z,1,REGULAR,substitution,in,[],1630559,,,1610612747,11,21,2023-11-16T03:25:40Z,780000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M39.00S,2023-11-16T03:26:01.8Z,1,REGULAR,turnover,bad pass,[],203076,,,1610612747,11,21,2023-11-16T03:26:05Z,790000,False,,,0,,A. Davis bad pass TURNOVER (1 TO),"[203076, 1628989]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1.0,Huerter,1628989.0,,
79,PT05M39.00S,2023-11-16T03:26:01.8Z,1,REGULAR,steal,,[],1628989,,,1610612758,11,21,2023-11-16T03:26:03Z,800000,False,,,0,,K. Huerter STEAL (1 STL),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
80,PT05M35.00S,2023-11-16T03:26:06.6Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1631099,25.936268068331145,82.84313725490196,1610612758,11,24,2023-11-16T03:26:15Z,810000,False,-164.0,191.0,1,left,K. Murray 25' 3PT running (3 PTS) (K. Huerter 1 AST),"[1631099, 1628989]",1610612758.0,SAC,running,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,25.21,Made,3.0,,,,,,,,,,K. Huerter,1628989.0,1.0,,,,,
82,PT05M21.00S,2023-11-16T03:26:20.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203076,82.83508541392904,53.18627450980392,1610612747,11,24,2023-11-16T03:26:25Z,830000,False,16.0,109.0,1,right,MISS A. Davis 11' turnaround Hook,[203076],1610612747.0,LAL,turnaround,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,11.01,Missed,,,,,,,,,,,,,,,,,,
83,PT05M18.00S,2023-11-16T03:26:23.8Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612758,11,24,2023-11-16T03:26:25Z,840000,False,,,0,,K. Huerter REBOUND (Off:0 Def:2),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,82.0,2.0,2.0,0.0,,,,,,,,
