actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
83,PT05M24.00S,2024-03-01T03:52:23.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,86.90867279894876,50.73529411764706,1610612747,18,18,2024-03-01T03:52:32Z,820000,False,4.0,71.0,1,right,R. Hachimura 7' driving finger roll Layup (2 PTS) (D. Russell 1 AST),"[1629060, 1626156]",1610612747.0,LAL,driving finger roll,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.07,Made,,,,,2.0,D. Russell,1626156.0,1.0,,,,,
85,PT05M05.00S,2024-03-01T03:52:41.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,13.978318002628114,40.44117647058824,1610612764,18,18,2024-03-01T03:52:45Z,840000,False,48.0,79.0,1,left,MISS K. Kuzma 9' pullup Shot,[1628398],1610612764.0,WAS,pullup,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,,,,,,9.22,Missed,,,,,,,,,,,,,
86,PT05M03.00S,2024-03-01T03:52:43.3Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,18,18,2024-03-01T03:52:45Z,850000,False,,,0,,A. Davis REBOUND (Off:2 Def:1),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,85.0,3.0,1.0,2.0,,,,,,,,,
87,PT04M49.00S,2024-03-01T03:52:59.8Z,1,REGULAR,foul,personal,['2freethrow'],1630557,,,1610612747,18,18,2024-03-01T03:53:05Z,860000,False,,,0,,C. Kispert shooting personal FOUL (1 PF) (Davis 2 FT),"[1630557, 203076]",1610612764.0,WAS,shooting,,,Kispert,C. Kispert,,,,,In The Paint (Non-RA),0-8 Center,1626302.0,1.0,0.0,Davis,203076.0,,,,,,,,,,,,,,,
89,PT04M49.00S,2024-03-01T03:53:30.6Z,1,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,19,18,2024-03-01T03:54:11Z,880000,False,,,0,,A. Davis Free Throw 1 of 2 (3 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,Made,,,,,3.0,,,,,,,,
90,PT04M49.00S,2024-03-01T03:53:31.3Z,1,REGULAR,substitution,out,[],1626156,,,1610612747,19,18,2024-03-01T03:53:49Z,890000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M49.00S,2024-03-01T03:53:31.3Z,1,REGULAR,substitution,out,[],1629060,,,1610612747,19,18,2024-03-01T03:53:49Z,900000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M49.00S,2024-03-01T03:53:31.3Z,1,REGULAR,substitution,in,[],203915,,,1610612747,19,18,2024-03-01T03:53:49Z,910000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M49.00S,2024-03-01T03:53:31.3Z,1,REGULAR,substitution,in,[],1627752,,,1610612747,19,18,2024-03-01T03:53:49Z,920000,False,,,0,,SUB in: T. Prince,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M49.00S,2024-03-01T03:53:54.6Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612747,19,18,2024-03-01T03:54:10Z,930000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612747.0,LAL,,,,,,,,,,,,1626302.0,,,,,,,,,,,,,,,,,,,
95,PT04M49.00S,2024-03-01T03:53:30.6Z,1,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,19,18,2024-03-01T03:54:11Z,940000,False,,,0,,MISS A. Davis Free Throw 2 of 2,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
96,PT04M47.00S,2024-03-01T03:53:32.6Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,19,18,2024-03-01T03:54:11Z,950000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,95.0,1.0,1.0,0.0,,,,,,,,,
97,PT04M33.00S,2024-03-01T03:54:19.2Z,1,REGULAR,3pt,Jump Shot,[],1630557,32.37516425755584,77.45098039215686,1610612764,19,21,2024-03-01T03:54:23Z,960000,False,-137.0,252.0,1,left,C. Kispert 28' 3PT  (5 PTS) (K. Kuzma 1 AST),"[1630557, 1628398]",1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,,,,,,28.68,Made,,,,,5.0,K. Kuzma,1628398.0,1.0,,,,,
99,PT04M18.00S,2024-03-01T03:54:35.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627752,92.69053876478318,63.23529411764706,1610612747,19,21,2024-03-01T03:54:41Z,980000,False,66.0,16.0,1,right,MISS T. Prince 6' driving floating Shot,[1627752],1610612747.0,LAL,driving floating,,,Prince,T. Prince,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.82,Missed,,,,,,,,,,,,,
100,PT04M14.00S,2024-03-01T03:54:39.2Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612764,19,21,2024-03-01T03:54:41Z,990000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,99.0,1.0,1.0,0.0,,,,,,,,,
101,PT04M12.00S,2024-03-01T03:54:41.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630557,30.66688567674113,26.715686274509807,1610612764,19,21,2024-03-01T03:54:54Z,1000000,False,116.0,236.0,1,left,MISS C. Kispert 26' running pullup 3PT,[1630557],1610612764.0,WAS,running pullup,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,,,,,,26.3,Missed,,,,,,,,,,,,,
102,PT04M08.00S,2024-03-01T03:54:45.3Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612747,19,21,2024-03-01T03:54:54Z,1010000,False,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right Center,,,,,,,,101.0,1.0,1.0,0.0,,,,,,,,,
104,PT04M08.00S,2024-03-01T03:54:52.0Z,1,REGULAR,turnover,out-of-bounds,[],1627752,,,1610612747,19,21,2024-03-01T03:55:10Z,1030000,False,,,0,,T. Prince lost ball out-of-bounds TURNOVER (1 TO),[1627752],1610612747.0,LAL,lost ball,,,Prince,T. Prince,,,,,In The Paint (Non-RA),8-16 Left,201638.0,,,,,,,,,,,,,,,1.0,,,,
105,PT04M08.00S,2024-03-01T03:54:55.7Z,1,REGULAR,substitution,out,[],2544,,,1610612764,19,21,2024-03-01T03:55:07Z,1040000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M08.00S,2024-03-01T03:54:55.7Z,1,REGULAR,substitution,out,[],1628398,,,1610612764,19,21,2024-03-01T03:55:07Z,1050000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M08.00S,2024-03-01T03:54:55.7Z,1,REGULAR,substitution,in,[],1629629,,,1610612764,19,21,2024-03-01T03:55:07Z,1060000,False,,,0,,SUB in: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M08.00S,2024-03-01T03:54:55.7Z,1,REGULAR,substitution,in,[],1631098,,,1610612764,19,21,2024-03-01T03:55:07Z,1070000,False,,,0,,SUB in: J. Davis,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M03.00S,2024-03-01T03:55:16.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629673,32.50657030223391,30.637254901960787,1610612764,19,24,2024-03-01T03:55:21Z,1080000,False,97.0,253.0,1,left,J. Poole 27' 3PT  (3 PTS) (C. Kispert 1 AST),"[1629673, 1630557]",1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,,,27.1,Made,,,,,3.0,C. Kispert,1630557.0,1.0,,,,,
111,PT03M49.00S,2024-03-01T03:55:30.5Z,1,REGULAR,turnover,lost ball,[],203915,,,1610612747,19,24,2024-03-01T03:56:18Z,1100000,False,,,0,,S. Dinwiddie lost ball TURNOVER (1 TO),"[203915, 1626145]",1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,,,Jones,1626145.0
112,PT03M49.00S,2024-03-01T03:55:30.5Z,1,REGULAR,steal,,[],1626145,,,1610612764,19,24,2024-03-01T03:55:32Z,1110000,False,,,0,,T. Jones STEAL (1 STL),[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
113,PT03M48.00S,2024-03-01T03:55:34.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629673,7.145203679369246,46.32352941176471,1610612764,19,26,2024-03-01T03:55:41Z,1120000,False,18.0,15.0,1,left,J. Poole running Layup (5 PTS),[1629673],1610612764.0,WAS,running,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,2.36,Made,,,,,5.0,,,,,,,,
114,PT03M48.00S,2024-03-01T03:55:39.1Z,1,REGULAR,foul,personal,['1freethrow'],1627752,,,1610612764,19,26,2024-03-01T03:55:45Z,1130000,False,,,0,,T. Prince shooting personal FOUL (1 PF) (Poole 1 FT),"[1627752, 1629673]",1610612747.0,LAL,shooting,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,1626302.0,1.0,0.0,Poole,1629673.0,,,,,,,,,,,,,,,
116,PT03M48.00S,2024-03-01T03:55:56.2Z,1,REGULAR,substitution,out,[],1626145,,,1610612764,19,26,2024-03-01T03:56:18Z,1150000,False,,,0,,SUB out: T. Jones,[1626145],1610612764.0,WAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M48.00S,2024-03-01T03:55:56.2Z,1,REGULAR,substitution,in,[],1630166,,,1610612764,19,26,2024-03-01T03:56:18Z,1160000,False,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M48.00S,2024-03-01T03:56:11.9Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1629673,,,1610612764,19,27,2024-03-01T03:56:12Z,1170000,False,,,0,,J. Poole Free Throw 1 of 1 (6 PTS),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,Made,,,,,6.0,,,,,,,,
119,PT03M33.00S,2024-03-01T03:56:27.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,91.11366622864652,39.4607843137255,1610612747,19,27,2024-03-01T03:56:33Z,1180000,False,-53.0,31.0,1,right,MISS A. Davis 6' turnaround Shot,[203076],1610612747.0,LAL,turnaround,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.11,Missed,,,,,,,,,,,,,
120,PT03M30.00S,2024-03-01T03:56:30.2Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,19,27,2024-03-01T03:56:33Z,1190000,False,,,0,,D. Avdija REBOUND (Off:1 Def:2),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,119.0,3.0,2.0,1.0,,,,,,,,,
121,PT03M28.00S,2024-03-01T03:56:32.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629673,25.804862023653087,11.519607843137265,1610612764,19,27,2024-03-01T03:56:43Z,1200000,False,192.0,190.0,1,left,MISS J. Poole 27' running 3PT,[1629673],1610612764.0,WAS,running,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,,,27.05,Missed,,,,,,,,,,,,,
122,PT03M26.00S,2024-03-01T03:56:34.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,19,27,2024-03-01T03:56:41Z,1210000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,121.0,,,,,,,,,,,,
124,PT03M06.00S,2024-03-01T03:57:03.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,90.5880420499343,41.42156862745098,1610612747,21,27,2024-03-01T03:57:10Z,1230000,False,-43.0,36.0,1,right,S. Dinwiddie driving floating Jump Shot (2 PTS) (T. Prince 1 AST),"[203915, 1627752]",1610612747.0,LAL,driving floating,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.6,Made,,,,,2.0,T. Prince,1627752.0,1.0,,,,,
125,PT02M53.00S,2024-03-01T03:57:19.4Z,1,REGULAR,foul,personal,[],203915,,,1610612764,21,27,2024-03-01T03:57:24Z,1240000,False,,,0,,S. Dinwiddie personal FOUL (1 PF),"[203915, 1630166]",1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,201638.0,1.0,0.0,Avdija,1630166.0,,,,,,,,,,,,,,,
127,PT02M53.00S,2024-03-01T03:57:28.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,21,27,2024-03-01T03:57:28Z,1260000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M53.00S,2024-03-01T04:00:04.1Z,1,REGULAR,substitution,out,[],1630559,,,1610612764,21,27,2024-03-01T04:00:17Z,1270000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M53.00S,2024-03-01T04:00:04.1Z,1,REGULAR,substitution,in,[],1626156,,,1610612764,21,27,2024-03-01T04:00:17Z,1280000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M45.00S,2024-03-01T04:00:25.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,17.263469119579497,54.411764705882355,1610612764,21,29,2024-03-01T04:04:31Z,1290000,False,-22.0,110.0,1,left,J. Poole 11' pullup Jump Shot (8 PTS) (C. Kispert 2 AST),"[1629673, 1630557]",1610612764.0,WAS,pullup,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Center,,,,,,11.2,Made,,,,,8.0,C. Kispert,1630557.0,2.0,,,,,
133,PT02M26.00S,2024-03-01T04:00:47.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,83.09789750328515,42.64705882352941,1610612747,23,29,2024-03-01T04:01:07Z,1310000,False,-37.0,106.0,1,right,A. Davis 11' Jump Shot (5 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,11.26,Made,,,,,5.0,,,,,,,,
134,PT02M26.00S,2024-03-01T04:00:51.0Z,1,REGULAR,foul,personal,['1freethrow'],1626158,,,1610612747,23,29,2024-03-01T04:01:02Z,1320000,False,,,0,,R. Holmes shooting personal FOUL (1 PF) (Davis 1 FT),"[1626158, 203076]",1610612764.0,WAS,shooting,,,Holmes,R. Holmes,,,,,In The Paint (Non-RA),8-16 Center,1626302.0,1.0,0.0,Davis,203076.0,,,,,,,,,,,,,,,
136,PT02M26.00S,2024-03-01T04:01:21.8Z,1,REGULAR,freethrow,1 of 1,[],203076,,,1610612747,24,29,2024-03-01T04:01:21Z,1340000,False,,,0,,A. Davis Free Throw 1 of 1 (6 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,Made,,,,,6.0,,,,,,,,
137,PT02M14.00S,2024-03-01T04:01:36.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,19.365965834428394,65.44117647058823,1610612764,24,29,2024-03-01T04:01:41Z,1350000,False,-77.0,130.0,1,left,MISS J. Poole 15' pullup Shot,[1629673],1610612764.0,WAS,pullup,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Left,,,,,,15.08,Missed,,,,,,,,,,,,,
138,PT02M13.00S,2024-03-01T04:01:37.1Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,24,29,2024-03-01T04:01:41Z,1360000,False,,,0,,A. Davis REBOUND (Off:2 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,137.0,4.0,2.0,2.0,,,,,,,,,
139,PT02M09.00S,2024-03-01T04:01:44.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626158,,,1610612747,24,29,2024-03-01T04:01:50Z,1370000,False,,,0,,R. Holmes shooting personal FOUL (2 PF) (Davis 2 FT),"[1626158, 203076]",1610612764.0,WAS,shooting,,,Holmes,R. Holmes,,,,,Restricted Area,0-8 Center,201638.0,2.0,0.0,Davis,203076.0,,,,,,,,,,,,,,,
141,PT02M09.00S,2024-03-01T04:02:20.3Z,1,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,25,29,2024-03-01T04:02:20Z,1390000,False,,,0,,A. Davis Free Throw 1 of 2 (7 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,Made,,,,,7.0,,,,,,,,
142,PT02M09.00S,2024-03-01T04:02:46.0Z,1,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,26,29,2024-03-01T04:02:46Z,1400000,False,,,0,,A. Davis Free Throw 2 of 2 (8 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,Made,,,,,8.0,,,,,,,,
143,PT01M56.00S,2024-03-01T04:03:02.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,11.48160315374507,53.92156862745098,1610612764,26,29,2024-03-01T04:03:08Z,1410000,False,-20.0,55.0,1,left,MISS D. Avdija driving Layup,[1630166],1610612764.0,WAS,driving,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.88,Missed,,,,,,,,,,,,,
144,PT01M54.00S,2024-03-01T04:03:04.6Z,1,REGULAR,rebound,offensive,[],1626158,,,1610612764,26,29,2024-03-01T04:03:08Z,1420000,False,,,0,,R. Holmes REBOUND (Off:1 Def:1),[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,143.0,2.0,1.0,1.0,,,,,,,,,
145,PT01M54.00S,2024-03-01T04:03:08.5Z,1,REGULAR,violation,kicked ball,[],1629629,,,1610612764,26,29,2024-03-01T04:03:12Z,1430000,False,,,0,,C. Reddish kicked ball VIOLATION,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,1626302.0,,,,,,,,,,,,,,,,,,,
147,PT01M45.00S,2024-03-01T04:03:52.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626158,10.693166885676746,95.58823529411765,1610612764,26,32,2024-03-01T04:03:57Z,1450000,False,-228.0,48.0,1,left,R. Holmes 3PT  (5 PTS) (J. Poole 1 AST),"[1626158, 1629673]",1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,Left Corner 3,24+ Left,,,,,,23.29,Made,,,,,5.0,J. Poole,1629673.0,1.0,,,,,
149,PT01M28.00S,2024-03-01T04:04:12.7Z,1,REGULAR,turnover,out-of-bounds,[],1626156,,,1610612747,26,32,2024-03-01T04:04:17Z,1470000,False,,,0,,D. Russell lost ball out-of-bounds TURNOVER (2 TO),[1626156],1610612747.0,LAL,lost ball,,,Russell,D. Russell,,,,,Mid-Range,16-24 Right Center,1626302.0,,,,,,,,,,,,,,,2.0,,,,
150,PT01M18.00S,2024-03-01T04:04:27.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630557,32.769382391590014,46.32352941176471,1610612764,26,32,2024-03-01T04:04:32Z,1480000,False,18.0,256.0,1,left,MISS C. Kispert 25' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Center,,,,,,25.62,Missed,,,,,,,,,,,,,
151,PT01M15.00S,2024-03-01T04:04:30.8Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,26,32,2024-03-01T04:04:32Z,1490000,False,,,0,,A. Davis REBOUND (Off:2 Def:3),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,,,,,,,,150.0,5.0,3.0,2.0,,,,,,,,,
152,PT01M02.00S,2024-03-01T04:04:43.6Z,1,REGULAR,3pt,Jump Shot,[],1626156,76.00197109067017,11.274509803921575,1610612747,29,32,2024-03-01T04:04:48Z,1500000,False,-194.0,173.0,1,right,D. Russell 25' 3PT  (11 PTS) (T. Prince 2 AST),"[1626156, 1627752]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,,,,,,25.97,Made,,,,,11.0,T. Prince,1627752.0,2.0,,,,,
154,PT00M53.60S,2024-03-01T04:04:55.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626158,11.875821287779246,45.09803921568627,1610612764,29,34,2024-03-01T04:05:00Z,1520000,False,25.0,59.0,1,left,R. Holmes 6' turnaround Hook (7 PTS) (J. Poole 2 AST),"[1626158, 1629673]",1610612764.0,WAS,turnaround,,,Holmes,R. Holmes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,6.4,Made,,,,,7.0,J. Poole,1629673.0,2.0,,,,,
156,PT00M33.70S,2024-03-01T04:05:16.7Z,1,REGULAR,2pt,Jump Shot,[],203076,90.98226018396846,77.45098039215686,1610612747,31,34,2024-03-01T04:05:21Z,1540000,False,137.0,32.0,1,right,A. Davis 14' Jump Shot (10 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,8-16 Right,,,,,,14.1,Made,,,,,10.0,,,,,,,,
157,PT00M14.90S,2024-03-01T04:05:37.8Z,1,REGULAR,turnover,out-of-bounds,[],1630166,,,1610612764,31,34,2024-03-01T04:05:43Z,1550000,False,,,0,,D. Avdija bad pass out-of-bounds TURNOVER (1 TO),[1630166],1610612764.0,WAS,bad pass,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Center,1626302.0,,,,,,,,,,,,,,,1.0,,,,
158,PT00M00.70S,2024-03-01T04:06:03.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626156,86.7772667542707,43.872549019607845,1610612747,31,34,2024-03-01T04:07:26Z,1560000,False,-31.0,72.0,1,right,MISS D. Russell 7' floating Shot,[1626156],1610612747.0,LAL,floating,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.8,Missed,,,,,,,,,,,,,
159,PT00M00.10S,2024-03-01T04:06:04.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,31,34,2024-03-01T04:07:26Z,1570000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,158.0,,,,,,,,,,,,
160,PT00M00.00S,2024-03-01T04:06:06.4Z,1,REGULAR,period,end,[],0,,,1610612747,31,34,2024-03-01T04:06:06Z,1580000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-03-01T04:08:28.6Z,2,REGULAR,substitution,out,['startperiod'],203076,,,1610612747,31,34,2024-03-01T04:08:48Z,1590000,False,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2024-03-01T04:08:28.6Z,2,REGULAR,substitution,out,['startperiod'],1629629,,,1610612747,31,34,2024-03-01T04:08:48Z,1600000,False,,,0,,SUB out: C. Reddish,[1629629],1610612747.0,LAL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2024-03-01T04:08:28.6Z,2,REGULAR,substitution,out,['startperiod'],203915,,,1610612747,31,34,2024-03-01T04:08:48Z,1610000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-03-01T04:08:28.6Z,2,REGULAR,substitution,out,['startperiod'],1626158,,,1610612747,31,34,2024-03-01T04:08:48Z,1620000,False,,,0,,SUB out: R. Holmes,[1626158],1610612764.0,WAS,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-03-01T04:08:28.6Z,2,REGULAR,substitution,in,['startperiod'],1631108,,,1610612747,31,34,2024-03-01T04:08:48Z,1630000,False,,,0,,SUB in: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2024-03-01T04:08:28.6Z,2,REGULAR,substitution,in,['startperiod'],1629637,,,1610612747,31,34,2024-03-01T04:08:48Z,1640000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-03-01T04:08:28.6Z,2,REGULAR,substitution,in,['startperiod'],2544,,,1610612747,31,34,2024-03-01T04:08:48Z,1650000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2024-03-01T04:08:28.6Z,2,REGULAR,substitution,in,['startperiod'],1628963,,,1610612747,31,34,2024-03-01T04:08:48Z,1660000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2024-03-01T04:08:44.2Z,2,REGULAR,period,start,[],0,,,1610612764,31,34,2024-03-01T04:08:49Z,1670000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
