actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
171,PT10M51.00S,2023-11-23T04:09:32.1Z,2,REGULAR,foul,personal,['2freethrow'],1626158,,,1610612747,25,31,2023-11-23T04:09:45Z,1710000,False,,,0,,R. Holmes shooting personal FOUL (1 PF) (James 2 FT),"[1626158, 2544]",1610612742.0,DAL,shooting,,,Holmes,R. Holmes,,,,,In The Paint (Non-RA),8-16 Center,2534.0,1.0,0.0,James,2544.0,,,,,,,,,,,,,,,
173,PT10M51.00S,2023-11-23T04:10:03.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],2544,,,1610612747,26,31,2023-11-23T04:10:46Z,1730000,False,,,0,,L. James Free Throw 1 of 2 (3 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,Made,,,,,,,3.0,,,,,
174,PT10M51.00S,2023-11-23T04:10:03.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],2544,,,1610612747,26,31,2023-11-23T04:10:46Z,1740000,False,,,0,,MISS L. James Free Throw 2 of 2,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
175,PT10M48.00S,2023-11-23T04:10:06.1Z,2,REGULAR,rebound,defensive,[],203501,,,1610612742,26,31,2023-11-23T04:10:26Z,1750000,False,,,0,,T. Hardaway Jr. REBOUND (Off:1 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,174.0,2.0,1.0,1.0,,,,,,
176,PT10M35.00S,2023-11-23T04:10:37.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,17.526281208935615,39.70588235294118,1610612742,26,33,2023-11-23T04:10:40Z,1760000,False,51.0,112.0,1,left,K. Irving 12' pullup Jump Shot (9 PTS),[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,12.35,Made,,,,,,,9.0,,,,,
177,PT10M08.00S,2023-11-23T04:11:04.7Z,2,REGULAR,3pt,Jump Shot,[],1630559,73.58738501971091,16.888786764705884,1610612747,26,33,2023-11-23T04:13:45Z,1770000,False,-166.0,196.0,1,right,MISS A. Reaves 25' step back 3PT,[1630559],1610612747.0,LAL,step back,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,,,,,25.64,Missed,,,,,,,,,,,,
179,PT10M04.00S,2023-11-23T04:11:08.7Z,2,REGULAR,rebound,offensive,[],1630559,,,1610612747,26,33,2023-11-23T04:11:09Z,1790000,False,,,0,,A. Reaves REBOUND (Off:1 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,177.0,2.0,1.0,1.0,,,,,,
180,PT10M03.00S,2023-11-23T04:11:09.3Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630559,74.40251314060447,29.878982843137265,1610612747,26,33,2023-11-23T04:13:50Z,1800000,False,-101.0,188.0,1,right,MISS A. Reaves 21' Jump Shot,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,16-24 Left Center,,,,,,,21.33,Missed,,,,,,,,,,,,
181,PT10M01.00S,2023-11-23T04:11:11.3Z,2,REGULAR,rebound,defensive,[],1626158,,,1610612742,26,33,2023-11-23T04:11:13Z,1810000,False,,,0,,R. Holmes REBOUND (Off:1 Def:3),[1626158],1610612742.0,DAL,,,,Holmes,R. Holmes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,180.0,4.0,3.0,1.0,,,,,,
182,PT09M58.00S,2023-11-23T04:11:15.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630182,14.766754270696453,1.2254901960784252,1610612742,26,33,2023-11-23T04:11:28Z,1820000,False,244.0,86.0,1,left,MISS J. Green 25' running 3PT,[1630182],1610612742.0,DAL,running,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,,,,,25.87,Missed,,,,,,,,,,,,
183,PT09M58.00S,2023-11-23T04:11:15.0Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,26,33,2023-11-23T04:11:56Z,1830000,False,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Right Corner 3,24+ Right,,,,,,,,,,,182.0,2.0,2.0,0.0,,,,,,
184,PT09M53.00S,2023-11-23T04:11:18.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630559,95.05584756898817,47.79411764705882,1610612747,28,33,2023-11-23T04:11:34Z,1840000,False,-11.0,-6.0,1,right,A. Reaves running Layup (6 PTS) (L. James 2 AST),"[1630559, 2544]",1610612747.0,LAL,running,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,,,1.25,Made,,,,,,,6.0,L. James,2544.0,2.0,,
186,PT09M43.00S,2023-11-23T04:11:29.6Z,2,REGULAR,3pt,Jump Shot,[],203501,34.21484888304862,52.450980392156865,1610612742,28,33,2023-11-23T04:11:37Z,1860000,False,-12.0,269.0,1,left,MISS T. Hardaway Jr. 26' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,,,,,,,26.94,Missed,,,,,,,,,,,,
187,PT09M43.00S,2023-11-23T04:11:29.6Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,28,33,2023-11-23T04:11:37Z,1870000,False,,,0,,L. James REBOUND (Off:0 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Center,,,,,,,,,,,186.0,3.0,3.0,0.0,,,,,,
188,PT09M40.00S,2023-11-23T04:11:32.7Z,2,REGULAR,turnover,bad pass,[],2544,,,1610612747,28,33,2023-11-23T04:11:40Z,1880000,False,,,0,,L. James bad pass TURNOVER (1 TO),"[2544, 203501]",1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,16-24 Center,,,,,,1.0,,,,,,,,,,,,,Hardaway Jr.,203501.0
189,PT09M40.00S,2023-11-23T04:11:32.7Z,2,REGULAR,steal,,[],203501,,,1610612742,28,33,2023-11-23T04:11:34Z,1890000,False,,,0,,T. Hardaway Jr. STEAL (1 STL),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
190,PT09M34.00S,2023-11-23T04:11:37.7Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203957,8.722076215505908,50.245098039215684,1610612742,28,35,2023-11-23T04:14:10Z,1900000,False,-1.0,29.0,1,left,D. Exum running DUNK (4 PTS) (T. Hardaway Jr. 2 AST),"[203957, 203501]",1610612742.0,DAL,running,,,Exum,D. Exum,,,,,Restricted Area,0-8 Center,,,,,,,2.95,Made,,,,,,,4.0,T. Hardaway Jr.,203501.0,2.0,,
192,PT09M18.00S,2023-11-23T04:11:54.1Z,2,REGULAR,turnover,bad pass,[],2544,,,1610612747,28,35,2023-11-23T04:11:58Z,1920000,False,,,0,,L. James bad pass TURNOVER (2 TO),"[2544, 202681]",1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,,,,2.0,,,,,,,,,,,,,Irving,202681.0
193,PT09M18.00S,2023-11-23T04:11:54.1Z,2,REGULAR,steal,,[],202681,,,1610612742,28,35,2023-11-23T04:11:56Z,1930000,False,,,0,,K. Irving STEAL (1 STL),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
194,PT09M14.00S,2023-11-23T04:11:58.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630182,6.8823915900131425,51.22549019607843,1610612742,28,37,2023-11-23T04:12:04Z,1940000,False,-6.0,12.0,1,left,J. Green running Layup (7 PTS) (K. Irving 1 AST),"[1630182, 202681]",1610612742.0,DAL,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,1.36,Made,,,,,,,7.0,K. Irving,202681.0,1.0,,
196,PT08M57.00S,2023-11-23T04:12:17.0Z,2,REGULAR,foul,personal,['2freethrow'],203957,,,1610612747,28,37,2023-11-23T04:12:26Z,1960000,False,,,0,,D. Exum shooting personal FOUL (2 PF) (Wood 2 FT),"[203957, 1626174]",1610612742.0,DAL,shooting,,,Exum,D. Exum,,,,,Restricted Area,0-8 Center,1204.0,2.0,0.0,Wood,1626174.0,,,,,,,,,,,,,,,
198,PT08M57.00S,2023-11-23T04:12:50.9Z,2,REGULAR,freethrow,1 of 2,[],1626174,,,1610612747,29,37,2023-11-23T04:13:16Z,1980000,False,,,0,,C. Wood Free Throw 1 of 2 (1 PTS),[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,,,,,,,,,,Made,,,,,,,1.0,,,,,
199,PT08M57.00S,2023-11-23T04:12:51.4Z,2,REGULAR,substitution,out,[],203957,,,1610612747,29,37,2023-11-23T04:13:02Z,1990000,False,,,0,,SUB out: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M57.00S,2023-11-23T04:12:51.4Z,2,REGULAR,substitution,out,[],203501,,,1610612747,29,37,2023-11-23T04:13:02Z,2000000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M57.00S,2023-11-23T04:12:51.4Z,2,REGULAR,substitution,out,[],1626158,,,1610612747,29,37,2023-11-23T04:13:02Z,2010000,False,,,0,,SUB out: R. Holmes,[1626158],1610612742.0,DAL,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M57.00S,2023-11-23T04:12:51.4Z,2,REGULAR,substitution,in,[],1629029,,,1610612747,29,37,2023-11-23T04:13:02Z,2020000,False,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M57.00S,2023-11-23T04:12:51.4Z,2,REGULAR,substitution,in,[],1641726,,,1610612747,29,37,2023-11-23T04:13:02Z,2030000,False,,,0,,SUB in: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M57.00S,2023-11-23T04:12:51.4Z,2,REGULAR,substitution,in,[],1627884,,,1610612747,29,37,2023-11-23T04:13:02Z,2040000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M57.00S,2023-11-23T04:12:50.9Z,2,REGULAR,freethrow,2 of 2,[],1626174,,,1610612747,29,37,2023-11-23T04:13:16Z,2050000,False,,,0,,MISS C. Wood Free Throw 2 of 2,[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
206,PT08M55.00S,2023-11-23T04:12:52.9Z,2,REGULAR,rebound,defensive,[],1641726,,,1610612742,29,37,2023-11-23T04:13:16Z,2060000,False,,,0,,D. Lively II REBOUND (Off:0 Def:2),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,205.0,2.0,2.0,0.0,,,,,,
207,PT08M36.00S,2023-11-23T04:13:33.0Z,2,REGULAR,3pt,Jump Shot,[],1630182,9.773324572930349,5.14705882352942,1610612742,29,40,2023-11-23T04:13:38Z,2070000,False,224.0,39.0,1,left,J. Green 3PT  (10 PTS) (L. Doncic 4 AST),"[1630182, 1629029]",1610612742.0,DAL,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,,,,,22.77,Made,,,,,,,10.0,L. Doncic,1629029.0,4.0,,
209,PT08M22.00S,2023-11-23T04:13:47.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629060,88.2227332457293,65.68627450980392,1610612747,29,40,2023-11-23T04:13:54Z,2090000,False,78.0,58.0,1,right,MISS R. Hachimura 9' fadeaway Shot,[1629060],1610612747.0,LAL,fadeaway,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,9.76,Missed,,,,,,,,,,,,
210,PT08M20.00S,2023-11-23T04:13:49.2Z,2,REGULAR,rebound,defensive,[],1641726,,,1610612742,29,40,2023-11-23T04:13:54Z,2100000,False,,,0,,D. Lively II REBOUND (Off:0 Def:3),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,209.0,3.0,3.0,0.0,,,,,,
211,PT08M16.00S,2023-11-23T04:13:53.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202681,26.19908015768725,87.25490196078431,1610612742,29,40,2023-11-23T04:14:01Z,2110000,False,-186.0,194.0,1,left,MISS K. Irving 26' running 3PT,[202681],1610612742.0,DAL,running,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,,,,,26.88,Missed,,,,,,,,,,,,
212,PT08M10.00S,2023-11-23T04:13:59.6Z,2,REGULAR,rebound,offensive,[],1641726,,,1610612742,29,40,2023-11-23T04:14:01Z,2120000,False,,,0,,D. Lively II REBOUND (Off:1 Def:3),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,211.0,4.0,3.0,1.0,,,,,,
213,PT08M08.00S,2023-11-23T04:14:01.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630182,11.613009198423129,4.166666666666657,1610612742,29,40,2023-11-23T04:14:07Z,2130000,False,229.0,57.0,1,left,MISS J. Green 3PT,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,,,,,23.61,Missed,,,,,,,,,,,,
214,PT08M07.00S,2023-11-23T04:14:02.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,29,40,2023-11-23T04:14:07Z,2140000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,213.0,,,,,,,,,
216,PT07M57.00S,2023-11-23T04:14:28.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202681,18.31471747700394,53.92156862745098,1610612742,29,40,2023-11-23T04:14:33Z,2160000,False,-20.0,120.0,1,left,MISS K. Irving 12' fadeaway Shot,[202681],1610612742.0,DAL,fadeaway,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,12.13,Missed,,,,,,,,,,,,
217,PT07M54.00S,2023-11-23T04:14:31.9Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612747,29,40,2023-11-23T04:14:33Z,2170000,False,,,0,,C. Wood REBOUND (Off:0 Def:3),[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,216.0,3.0,3.0,0.0,,,,,,
218,PT07M34.00S,2023-11-23T04:14:52.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],2544,90.8508541392904,54.65686274509804,1610612747,31,40,2023-11-23T04:14:57Z,2180000,False,23.0,34.0,1,right,L. James DUNK (5 PTS) (A. Reaves 1 AST),"[2544, 1630559]",1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,,4.08,Made,,,,,,,5.0,A. Reaves,1630559.0,1.0,,
220,PT07M19.00S,2023-11-23T04:15:07.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630182,9.510512483574246,53.67647058823529,1610612742,31,42,2023-11-23T04:15:12Z,2200000,False,-18.0,37.0,1,left,J. Green fadeaway Jump Shot (12 PTS) (L. Doncic 5 AST),"[1630182, 1629029]",1610612742.0,DAL,fadeaway,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,4.12,Made,,,,,,,12.0,L. Doncic,1629029.0,5.0,,
222,PT07M02.00S,2023-11-23T04:15:24.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,91.90210249671485,50.245098039215684,1610612747,33,42,2023-11-23T04:15:28Z,2220000,False,1.0,24.0,1,right,R. Hachimura driving Layup (7 PTS) (A. Reaves 2 AST),"[1629060, 1630559]",1610612747.0,LAL,driving,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,,2.36,Made,,,,,,,7.0,A. Reaves,1630559.0,2.0,,
224,PT06M53.00S,2023-11-23T04:15:33.6Z,2,REGULAR,3pt,Jump Shot,[],1629029,27.11892247043363,17.892156862745097,1610612742,33,45,2023-11-23T04:15:38Z,2240000,False,161.0,202.0,1,left,L. Doncic 25' 3PT step back (9 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,,,,,,,25.83,Made,,,,,,,9.0,,,,,
225,PT06M43.00S,2023-11-23T04:15:49.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,33,45,2023-11-23T04:15:49Z,2250000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M43.00S,2023-11-23T04:18:09.5Z,2,REGULAR,substitution,out,[],1631108,,,1610612747,33,45,2023-11-23T04:18:24Z,2260000,False,,,0,,SUB out: M. Christie,[1631108],1610612747.0,LAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M43.00S,2023-11-23T04:18:09.5Z,2,REGULAR,substitution,out,[],1630559,,,1610612747,33,45,2023-11-23T04:18:24Z,2270000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M43.00S,2023-11-23T04:18:09.5Z,2,REGULAR,substitution,out,[],1626174,,,1610612747,33,45,2023-11-23T04:18:24Z,2280000,False,,,0,,SUB out: C. Wood,[1626174],1610612747.0,LAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M43.00S,2023-11-23T04:18:09.5Z,2,REGULAR,substitution,out,[],1630182,,,1610612747,33,45,2023-11-23T04:18:24Z,2290000,False,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M43.00S,2023-11-23T04:18:09.5Z,2,REGULAR,substitution,out,[],202681,,,1610612747,33,45,2023-11-23T04:18:24Z,2300000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M43.00S,2023-11-23T04:18:09.5Z,2,REGULAR,substitution,in,[],203076,,,1610612747,33,45,2023-11-23T04:18:24Z,2310000,False,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M43.00S,2023-11-23T04:18:09.5Z,2,REGULAR,substitution,in,[],1626156,,,1610612747,33,45,2023-11-23T04:18:24Z,2320000,False,,,0,,SUB in: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M43.00S,2023-11-23T04:18:09.5Z,2,REGULAR,substitution,in,[],1627752,,,1610612747,33,45,2023-11-23T04:18:24Z,2330000,False,,,0,,SUB in: T. Prince,[1627752],1610612747.0,LAL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M43.00S,2023-11-23T04:18:09.5Z,2,REGULAR,substitution,in,[],1630702,,,1610612747,33,45,2023-11-23T04:18:24Z,2340000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M43.00S,2023-11-23T04:18:09.5Z,2,REGULAR,substitution,in,[],1629684,,,1610612747,33,45,2023-11-23T04:18:24Z,2350000,False,,,0,,SUB in: G. Williams,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M38.00S,2023-11-23T04:18:48.5Z,2,REGULAR,turnover,out-of-bounds,[],203076,,,1610612747,33,45,2023-11-23T04:18:54Z,2360000,False,,,0,,A. Davis lost ball out-of-bounds TURNOVER (2 TO),[203076],1610612747.0,LAL,lost ball,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,2534.0,,,,,2.0,,,,,,,,,,,,,,
237,PT06M24.00S,2023-11-23T04:19:05.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627884,7.7529566360052655,4.8789828431372655,1610612742,33,48,2023-11-23T04:19:18Z,2370000,False,226.0,20.0,1,left,D. Jones Jr. 3PT  (3 PTS) (L. Doncic 6 AST),"[1627884, 1629029]",1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Right Corner 3,24+ Right,,,,,,,22.65,Made,,,,,,,3.0,L. Doncic,1629029.0,6.0,,
239,PT06M13.00S,2023-11-23T04:19:20.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,91.63929040735874,51.96078431372549,1610612747,35,48,2023-11-23T04:19:30Z,2390000,False,10.0,26.0,1,right,D. Russell driving Layup (4 PTS) (L. James 3 AST),"[1626156, 2544]",1610612747.0,LAL,driving,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,,,2.79,Made,,,,,,,4.0,L. James,2544.0,3.0,,
240,PT06M13.00S,2023-11-23T04:19:23.0Z,2,REGULAR,foul,personal,['1freethrow'],1627884,,,1610612747,35,48,2023-11-23T04:19:28Z,2400000,False,,,0,,D. Jones Jr. shooting personal FOUL (2 PF) (Russell 1 FT),"[1627884, 1626156]",1610612742.0,DAL,shooting,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,2534.0,2.0,0.0,Russell,1626156.0,,,,,,,,,,,,,,,
242,PT06M13.00S,2023-11-23T04:19:43.4Z,2,REGULAR,freethrow,1 of 1,[],1626156,,,1610612747,36,48,2023-11-23T04:19:43Z,2420000,False,,,0,,D. Russell Free Throw 1 of 1 (5 PTS),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,Made,,,,,,,5.0,,,,,
243,PT05M52.00S,2023-11-23T04:20:03.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630702,18.84034165571616,59.55882352941176,1610612742,36,48,2023-11-23T04:20:07Z,2430000,False,-48.0,125.0,1,left,MISS J. Hardy 13' pullup Shot,[1630702],1610612742.0,DAL,pullup,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,13.35,Missed,,,,,,,,,,,,
244,PT05M49.00S,2023-11-23T04:20:06.4Z,2,REGULAR,rebound,offensive,[],1641726,,,1610612742,36,48,2023-11-23T04:20:07Z,2440000,False,,,0,,D. Lively II REBOUND (Off:2 Def:3),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,243.0,5.0,3.0,2.0,,,,,,
245,PT05M38.00S,2023-11-23T04:20:17.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630702,7.539421813403408,52.69607843137255,1610612742,36,48,2023-11-23T04:20:21Z,2450000,False,-13.0,18.0,1,left,MISS J. Hardy driving Layup,[1630702],1610612742.0,DAL,driving,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,,,,,,,2.28,Missed,,,,,,,,,,,,
246,PT05M36.00S,2023-11-23T04:20:19.2Z,2,REGULAR,rebound,offensive,[],1641726,,,1610612742,36,48,2023-11-23T04:20:21Z,2460000,False,,,0,,D. Lively II REBOUND (Off:3 Def:3),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,245.0,6.0,3.0,3.0,,,,,,
247,PT05M36.00S,2023-11-23T04:20:21.7Z,2,REGULAR,turnover,out-of-bounds,[],1641726,,,1610612742,36,48,2023-11-23T04:20:27Z,2470000,False,,,0,,D. Lively II bad pass out-of-bounds TURNOVER (1 TO),[1641726],1610612742.0,DAL,bad pass,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),0-8 Center,201245.0,,,,,1.0,,,,,,,,,,,,,,
248,PT05M25.00S,2023-11-23T04:20:38.2Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203076,89.27398160315374,56.372549019607845,1610612747,38,48,2023-11-23T04:20:42Z,2480000,False,32.0,48.0,1,right,A. Davis Hook (6 PTS) (L. James 4 AST),"[203076, 2544]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.79,Made,,,,,,,6.0,L. James,2544.0,4.0,,
250,PT05M09.00S,2023-11-23T04:20:54.4Z,2,REGULAR,3pt,Jump Shot,[],1627884,21.337056504599218,9.558823529411768,1610612742,38,51,2023-11-23T04:20:58Z,2500000,False,202.0,148.0,1,left,D. Jones Jr. 25' 3PT  (6 PTS) (L. Doncic 7 AST),"[1627884, 1629029]",1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,25.06,Made,,,,,,,6.0,L. Doncic,1629029.0,7.0,,
252,PT04M57.00S,2023-11-23T04:21:06.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,89.93101182654402,54.16666666666667,1610612747,40,51,2023-11-23T04:21:10Z,2520000,False,21.0,42.0,1,right,A. Davis cutting DUNK (8 PTS) (L. James 5 AST),"[203076, 2544]",1610612747.0,LAL,cutting,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,4.7,Made,,,,,,,8.0,L. James,2544.0,5.0,,
255,PT04M43.00S,2023-11-23T04:21:34.9Z,2,REGULAR,violation,kicked ball,[],203076,,,1610612742,40,51,2023-11-23T04:21:38Z,2550000,False,,,0,,A. Davis kicked ball VIOLATION,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,2534.0,,,,,,,,,,,,,,,,,,,
256,PT04M43.00S,2023-11-23T04:21:37.1Z,2,REGULAR,substitution,out,[],2544,,,1610612742,40,51,2023-11-23T04:21:41Z,2560000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT04M43.00S,2023-11-23T04:21:37.1Z,2,REGULAR,substitution,in,[],1630559,,,1610612742,40,51,2023-11-23T04:21:41Z,2570000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
