actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-11-24T01:10:45.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-24T01:10:45Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-11-24T01:10:48.1Z,1,REGULAR,jumpball,recovered,[],1626220,,,1610612756,0,0,2025-11-24T01:10:48Z,40000,False,,,0,,Jump Ball M. Williams vs. L. Kornet: Tip to R. O'Neale,"[1626220, 1631109, 1628436]",1610612756.0,PHX,startperiod,R. O'Neale,1626220.0,O'Neale,R. O'Neale,Williams,1631109.0,Kornet,1628436.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2025-11-24T01:11:02.9Z,1,REGULAR,3pt,Jump Shot,[],1628415,66.17936925098554,70.58823529411765,1610612756,0,0,2025-11-24T01:11:09Z,70000,False,103.0,265.0,1,right,MISS D. Brooks 28' 3PT,[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,28.46,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2025-11-24T01:11:06.9Z,1,REGULAR,rebound,offensive,[],1630692,,,1610612756,0,0,2025-11-24T01:11:09Z,80000,False,,,0,,J. Goodwin REBOUND (Off:1 Def:0),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M36.00S,2025-11-24T01:11:08.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630692,92.72339027595268,49.754901960784316,1610612756,2,0,2025-11-24T01:11:11Z,90000,False,-1.0,16.0,1,right,J. Goodwin putback Layup (2 PTS),[1630692],1610612756.0,PHX,putback,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M24.00S,2025-11-24T01:11:21.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628436,8.623521681997373,43.872549019607845,1610612759,2,2,2025-11-24T01:11:27Z,100000,False,31.0,29.0,1,left,L. Kornet Hook (2 PTS) (H. Barnes 1 AST),"[1628436, 203084]",1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,4.19,Made,,,,,2.0,H. Barnes,203084.0,1.0,,,,,,,,,,
12,PT11M09.00S,2025-11-24T01:11:35.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,82.47371879106439,59.80392156862745,1610612756,2,2,2025-11-24T01:11:41Z,120000,False,49.0,112.0,1,right,MISS D. Brooks 12' turnaround Shot,[1628415],1610612756.0,PHX,turnaround,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,12.24,Missed,,,,,,,,,,,,,,,,,,
13,PT11M07.00S,2025-11-24T01:11:37.0Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612759,2,2,2025-11-24T01:11:41Z,130000,False,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M54.00S,2025-11-24T01:11:50.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,11.514454664914586,55.392156862745104,1610612759,2,2,2025-11-24T01:11:55Z,140000,False,-27.0,56.0,1,left,MISS H. Barnes 6' turnaround Shot,[203084],1610612759.0,SAS,turnaround,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,6.19,Missed,,,,,,,,,,,,,,,,,,
15,PT10M50.00S,2025-11-24T01:11:54.9Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612756,2,2,2025-11-24T01:11:55Z,150000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M42.00S,2025-11-24T01:12:02.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,81.02825229960578,38.970588235294116,1610612756,2,2,2025-11-24T01:12:07Z,160000,False,-55.0,126.0,1,right,MISS D. Booker 13' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,13.73,Missed,,,,,,,,,,,,,,,,,,
17,PT10M39.00S,2025-11-24T01:12:05.3Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612759,2,2,2025-11-24T01:12:07Z,170000,False,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),8-16 Center,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M25.00S,2025-11-24T01:12:19.4Z,1,REGULAR,3pt,Jump Shot,[],1630170,21.895532194480946,2.450980392156863,1610612759,2,2,2025-11-24T01:12:23Z,180000,False,238.0,153.0,1,left,MISS D. Vassell 28' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,28.28,Missed,,,,,,,,,,,,,,,,,,
19,PT10M23.00S,2025-11-24T01:12:21.4Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612756,2,2,2025-11-24T01:12:23Z,190000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,,,18.0,2.0,2.0,0.0,,,,,,,,,,,,,,
20,PT10M07.00S,2025-11-24T01:12:37.7Z,1,REGULAR,2pt,Jump Shot,[],1626164,75.77201051248358,31.862745098039213,1610612756,4,2,2025-11-24T01:12:43Z,200000,False,-91.0,175.0,1,right,D. Booker 19' pullup Jump Shot (2 PTS) (M. Williams 1 AST),"[1626164, 1631109]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,16-24 Left Center,19.73,Made,,,,,2.0,M. Williams,1631109.0,1.0,,,,,,,,,,
22,PT09M50.00S,2025-11-24T01:12:55.2Z,1,REGULAR,foul,personal,['2freethrow'],1628415,,,1610612759,4,2,2025-11-24T01:13:05Z,220000,False,,,0,,D. Brooks shooting personal FOUL (1 PF) (Fox 2 FT),"[1628415, 1628368]",1610612756.0,PHX,shooting,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1155.0,1.0,0.0,Fox,1628368.0,,,,,
24,PT09M50.00S,2025-11-24T01:13:21.9Z,1,REGULAR,freethrow,1 of 2,[],1628368,,,1610612759,4,3,2025-11-24T01:13:21Z,240000,False,,,0,,D. Fox Free Throw 1 of 2 (1 PTS),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
25,PT09M50.00S,2025-11-24T01:13:37.4Z,1,REGULAR,freethrow,2 of 2,[],1628368,,,1610612759,4,4,2025-11-24T01:13:37Z,250000,False,,,0,,D. Fox Free Throw 2 of 2 (2 PTS),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
26,PT09M28.00S,2025-11-24T01:14:01.9Z,1,REGULAR,2pt,Jump Shot,[],1626220,89.43823915900131,70.58823529411765,1610612756,4,4,2025-11-24T01:14:08Z,260000,False,103.0,47.0,1,right,MISS R. O'Neale 11' driving floating Shot,[1626220],1610612756.0,PHX,driving floating,,,O'Neale,R. O'Neale,,,,,Mid-Range,8-16 Right,11.3,Missed,,,,,,,,,,,,,,,,,,
27,PT09M23.00S,2025-11-24T01:14:06.9Z,1,REGULAR,rebound,offensive,[],1628415,,,1610612756,4,4,2025-11-24T01:14:08Z,270000,False,,,0,,D. Brooks REBOUND (Off:1 Def:0),[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Right,,,26.0,1.0,0.0,1.0,,,,,,,,,,,,,,
28,PT09M23.00S,2025-11-24T01:14:06.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628415,92.59198423127464,50.245098039215684,1610612756,6,4,2025-11-24T01:14:37Z,280000,False,1.0,17.0,1,right,D. Brooks tip Layup (2 PTS),[1628415],1610612756.0,PHX,tip,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,1.71,Made,,,,,2.0,,,,,,,,,,,,,
29,PT09M09.00S,2025-11-24T01:14:20.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,8.623521681997373,46.81372549019608,1610612759,6,4,2025-11-24T01:14:29Z,290000,False,16.0,29.0,1,left,MISS H. Barnes pullup Shot - blocked,"[203084, 1626164]",1610612759.0,SAS,pullup,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,3.27,Missed,,,,,,,,,,,,,,Booker,1626164.0,,,
30,PT09M09.00S,2025-11-24T01:14:20.5Z,1,REGULAR,block,,[],1626164,,,1610612759,6,4,2025-11-24T01:14:22Z,300000,False,,,0,,D. Booker BLOCK (1 BLK),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
31,PT09M07.00S,2025-11-24T01:14:22.5Z,1,REGULAR,rebound,offensive,[],203084,,,1610612759,6,4,2025-11-24T01:14:29Z,310000,False,,,0,,H. Barnes REBOUND (Off:1 Def:0),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,,,29.0,1.0,0.0,1.0,,,,,,,,,,,,,,
32,PT09M06.00S,2025-11-24T01:14:24.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203084,4.5499342969776615,49.01960784313725,1610612759,6,6,2025-11-24T01:16:05Z,320000,False,5.0,-10.0,1,left,H. Barnes putback Layup (2 PTS),[203084],1610612759.0,SAS,putback,,,Barnes,H. Barnes,,,,,Restricted Area,0-8 Center,1.09,Made,,,,,2.0,,,,,,,,,,,,,
33,PT09M01.00S,2025-11-24T01:14:31.9Z,1,REGULAR,foul,personal,['2freethrow'],1628436,,,1610612756,6,6,2025-11-24T01:33:09Z,330000,False,,,0,,L. Kornet shooting personal FOUL (1 PF) (Williams 2 FT),"[1628436, 1631109]",1610612759.0,SAS,shooting,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2882.0,1.0,0.0,Williams,1631109.0,,,,,
35,PT09M01.00S,2025-11-24T01:14:51.9Z,1,REGULAR,freethrow,1 of 2,[],1631109,,,1610612756,7,6,2025-11-24T01:14:51Z,350000,False,,,0,,M. Williams Free Throw 1 of 2 (1 PTS),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
36,PT09M01.00S,2025-11-24T01:15:09.3Z,1,REGULAR,freethrow,2 of 2,[],1631109,,,1610612756,8,6,2025-11-24T01:15:09Z,360000,False,,,0,,M. Williams Free Throw 2 of 2 (2 PTS),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
37,PT08M53.00S,2025-11-24T01:15:18.3Z,1,REGULAR,turnover,out-of-bounds,[],1628368,,,1610612759,8,6,2025-11-24T01:15:24Z,370000,False,,,0,,D. Fox bad pass out-of-bounds TURNOVER (1 TO),[1628368],1610612759.0,SAS,bad pass,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1628951.0,,,,,,,1.0,,
41,PT08M45.00S,2025-11-24T01:15:46.7Z,1,REGULAR,foul,personal,['2freethrow'],1628436,,,1610612756,8,6,2025-11-24T01:15:51Z,410000,False,,,0,,L. Kornet shooting personal FOUL (2 PF) (Booker 2 FT),"[1628436, 1626164]",1610612759.0,SAS,shooting,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1155.0,2.0,0.0,Booker,1626164.0,,,,,
43,PT08M45.00S,2025-11-24T01:16:03.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1626164,,,1610612756,9,6,2025-11-24T01:16:03Z,430000,False,,,0,,D. Booker Free Throw 1 of 2 (3 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
44,PT08M45.00S,2025-11-24T01:16:15.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1626164,,,1610612756,10,6,2025-11-24T01:16:15Z,440000,False,,,0,,D. Booker Free Throw 2 of 2 (4 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
45,PT08M35.00S,2025-11-24T01:16:27.8Z,1,REGULAR,foul,personal,[],1626164,,,1610612759,10,6,2025-11-24T01:16:32Z,450000,False,,,0,,D. Booker personal FOUL (1 PF),"[1626164, 1628368]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,2882.0,1.0,0.0,Fox,1628368.0,,,,,
