actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-03-07T02:10:36.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-07T02:10:36Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-03-07T02:10:39.0Z,1,REGULAR,jumpball,recovered,[],1626164,,,1610612756,0,0,2026-03-07T02:10:39Z,40000,False,,,0,,Jump Ball O. Ighodaro vs. Z. Williamson: Tip to D. Booker,"[1626164, 1642345, 1629627]",1610612756.0,PHX,startperiod,D. Booker,1626164.0,Booker,D. Booker,Ighodaro,1642345.0,Williamson,1629627.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2026-03-07T02:10:55.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,93.38042049934296,50.0,1610612756,2,0,2026-03-07T02:11:00Z,70000,False,0.0,10.0,1,right,J. Green driving Layup (2 PTS) (D. Booker 1 AST),"[1630224, 1626164]",1610612756.0,PHX,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,0.97,Made,2.0,D. Booker,1626164.0,1.0,,,,,,,,,,,,,,
10,PT11M21.00S,2026-03-07T02:11:21.8Z,1,REGULAR,2pt,Jump Shot,[],1630180,7.966491458607096,77.20588235294117,1610612740,2,0,2026-03-07T02:11:28Z,100000,False,-136.0,22.0,1,left,MISS S. Bey 13' Jump Shot,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Mid-Range,8-16 Left,13.78,Missed,,,,,,,,,,,,,,,,,,
11,PT11M17.00S,2026-03-07T02:11:25.8Z,1,REGULAR,rebound,defensive,[],1631221,,,1610612756,2,0,2026-03-07T02:11:28Z,110000,False,,,0,,C. Gillespie REBOUND (Off:0 Def:1),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Mid-Range,8-16 Left,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,
12,PT11M09.00S,2026-03-07T02:11:33.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642345,94.1688567674113,50.0,1610612756,4,0,2026-03-07T02:11:38Z,120000,False,0.0,2.0,1,right,O. Ighodaro cutting DUNK (2 PTS) (D. Booker 2 AST),"[1642345, 1626164]",1610612756.0,PHX,cutting,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,0.23,Made,2.0,D. Booker,1626164.0,2.0,,,,,,,,,,,,,,
14,PT10M52.00S,2026-03-07T02:11:49.7Z,1,REGULAR,3pt,Jump Shot,[],1630530,29.6484888304862,75.73529411764706,1610612740,4,0,2026-03-07T02:11:54Z,140000,False,-129.0,226.0,1,left,MISS T. Murphy III 26' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,26.03,Missed,,,,,,,,,,,,,,,,,,
15,PT10M49.00S,2026-03-07T02:11:52.7Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612756,4,0,2026-03-07T02:11:54Z,150000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
16,PT10M46.00S,2026-03-07T02:11:57.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631221,73.9323258869908,88.97058823529412,1610612756,7,0,2026-03-07T02:13:29Z,160000,False,195.0,193.0,1,right,C. Gillespie 27' 3PT running pullup (3 PTS) (R. O'Neale 1 AST),"[1631221, 1626220]",1610612756.0,PHX,running pullup,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Right Center,27.39,Made,3.0,R. O'Neale,1626220.0,1.0,,,,,,,,,,,,,,
17,PT10M32.00S,2026-03-07T02:12:10.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630529,5.732588699080158,48.529411764705884,1610612740,7,2,2026-03-07T02:12:14Z,170000,False,7.0,1.0,1,left,H. Jones driving DUNK (2 PTS),[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,0.75,Made,2.0,,,,,,,,,,,,,,,,,
18,PT10M23.00S,2026-03-07T02:12:19.5Z,1,REGULAR,2pt,Jump Shot,[],1630224,89.83245729303549,13.480392156862745,1610612756,7,2,2026-03-07T02:12:23Z,180000,False,-183.0,43.0,1,right,MISS J. Green 18' pullup Shot,[1630224],1610612756.0,PHX,pullup,,,Green,J. Green,,,,,Mid-Range,16-24 Left,18.76,Missed,,,,,,,,,,,,,,,,,,
19,PT10M20.00S,2026-03-07T02:12:22.5Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612740,7,2,2026-03-07T02:12:23Z,190000,False,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Mid-Range,16-24 Left,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,
20,PT10M14.00S,2026-03-07T02:12:30.2Z,1,REGULAR,foul,personal,['2freethrow'],1630224,,,1610612740,7,2,2026-03-07T02:12:36Z,200000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Murray 2 FT),"[1630224, 1627749]",1610612756.0,PHX,shooting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627534.0,1.0,0.0,Murray,1627749.0,,,,,
22,PT10M14.00S,2026-03-07T02:13:01.4Z,1,REGULAR,freethrow,1 of 2,[],1627749,,,1610612740,7,3,2026-03-07T02:13:01Z,220000,False,,,0,,D. Murray Free Throw 1 of 2 (1 PTS),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
23,PT10M14.00S,2026-03-07T02:13:26.3Z,1,REGULAR,freethrow,2 of 2,[],1627749,,,1610612740,7,4,2026-03-07T02:13:26Z,230000,False,,,0,,D. Murray Free Throw 2 of 2 (2 PTS),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
24,PT09M57.00S,2026-03-07T02:13:44.9Z,1,REGULAR,3pt,Jump Shot,[],1626164,69.07030223390277,75.24509803921569,1610612756,7,4,2026-03-07T02:13:50Z,240000,False,126.0,238.0,1,right,MISS D. Booker 26' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,26.96,Missed,,,,,,,,,,,,,,,,,,
25,PT09M55.00S,2026-03-07T02:13:46.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,7,4,2026-03-07T02:13:50Z,250000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,24.0,,,,,,,,,,,,,
27,PT09M40.00S,2026-03-07T02:14:09.8Z,1,REGULAR,3pt,Jump Shot,[],1630530,33.196452036793694,60.5392156862745,1610612740,7,7,2026-03-07T02:14:14Z,270000,False,-53.0,260.0,1,left,T. Murphy III 26' 3PT  (3 PTS) (D. Murray 1 AST),"[1630530, 1627749]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,26.48,Made,3.0,D. Murray,1627749.0,1.0,,,,,,,,,,,,,,
