actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-11-14T02:10:30.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-14T02:10:30Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2025-11-14T02:10:31.9Z,1,REGULAR,jumpball,recovered,[],1627783,,,1610612754,0,0,2025-11-14T02:10:31Z,40000,False,,,0,,Jump Ball T. Bradley vs. N. Richards: Tip to P. Siakam,"[1627783, 1628396, 1630208]",1610612754.0,IND,startperiod,P. Siakam,1627783.0,Siakam,P. Siakam,Bradley,1628396.0,Richards,1630208.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2025-11-14T02:10:50.0Z,1,REGULAR,3pt,Jump Shot,[],1629614,67.88764783180025,29.411764705882355,1610612754,0,0,2025-11-14T02:10:55Z,70000,False,-103.0,249.0,1,right,MISS A. Nembhard 26' pullup 3PT,[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,26.98,Missed,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2025-11-14T02:10:53.8Z,1,REGULAR,rebound,offensive,[],1630526,,,1610612754,0,0,2025-11-14T02:10:53Z,80000,False,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:0),[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M35.00S,2025-11-14T02:10:54.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627783,80.23981603153744,56.61764705882353,1610612754,0,0,2025-11-14T02:11:00Z,90000,False,33.0,133.0,1,right,MISS P. Siakam 13' Jump Shot,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,13.73,Missed,,,,,,,,,,,,,,,,,,
10,PT11M30.00S,2025-11-14T02:10:59.1Z,1,REGULAR,rebound,offensive,[],1630526,,,1610612754,0,0,2025-11-14T02:10:59Z,100000,False,,,0,,J. Robinson-Earl REBOUND (Off:2 Def:0),[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,In The Paint (Non-RA),8-16 Center,,,9.0,2.0,0.0,2.0,,,,,,,,,,,,,,
11,PT11M30.00S,2025-11-14T02:10:59.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630526,94.40999984741211,50.0,1610612754,0,2,2025-11-14T02:10:59Z,110000,False,0.0,0.0,1,right,J. Robinson-Earl tip Layup (2 PTS),[1630526],1610612754.0,IND,tip,,,Robinson-Earl,J. Robinson-Earl,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
13,PT11M27.00S,2025-11-14T02:11:57.5Z,1,REGULAR,foul,personal,[],1627783,,,1610612756,0,2,2025-11-14T02:12:06Z,130000,False,,,0,,P. Siakam personal FOUL (1 PF),"[1627783, 1628415]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Left Center,,,,,,,,1629178.0,1.0,0.0,Brooks,1628415.0,,,,,,,,
15,PT11M14.00S,2025-11-14T02:12:21.8Z,1,REGULAR,3pt,Jump Shot,[],1628960,31.750985545335087,35.049019607843135,1610612756,0,2,2025-11-14T02:12:26Z,150000,False,75.0,246.0,1,left,MISS G. Allen 25' pullup 3PT,[1628960],1610612756.0,PHX,pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Center,25.71,Missed,,,,,,,,,,,,,,,,,,
16,PT11M11.00S,2025-11-14T02:12:24.8Z,1,REGULAR,rebound,defensive,[],1630526,,,1610612754,0,2,2025-11-14T02:12:26Z,160000,False,,,0,,J. Robinson-Earl REBOUND (Off:2 Def:1),[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Center,,,15.0,3.0,1.0,2.0,,,,,,,,,,,,,,
