actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
84,PT05M45.00S,2026-02-25T02:19:59.1Z,1,REGULAR,substitution,in,[],1642345,,,1610612756,15,12,2026-02-25T02:20:17Z,830000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M45.00S,2026-02-25T02:19:59.1Z,1,REGULAR,substitution,in,[],1641775,,,1610612756,15,12,2026-02-25T02:20:17Z,840000,False,,,0,,SUB in: J. Walsh,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M45.00S,2026-02-25T02:19:59.1Z,1,REGULAR,substitution,in,[],202696,,,1610612756,15,12,2026-02-25T02:20:17Z,850000,False,,,0,,SUB in: N. Vučević,[202696],1610612738.0,BOS,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M45.00S,2026-02-25T02:19:59.1Z,1,REGULAR,substitution,in,[],1630202,,,1610612756,15,12,2026-02-25T02:20:17Z,860000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M45.00S,2026-02-25T02:19:59.1Z,1,REGULAR,substitution,in,[],1642864,,,1610612756,15,12,2026-02-25T02:20:17Z,870000,False,,,0,,SUB in: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M27.00S,2026-02-25T02:20:57.5Z,1,REGULAR,3pt,Jump Shot,[],1628960,71.04139290407359,25.0,1610612756,15,12,2026-02-25T02:21:03Z,880000,False,-125.0,220.0,1,right,MISS G. Allen 25' pullup 3PT,[1628960],1610612756.0,PHX,pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,,,,25.28,Missed,,,,,,,,,,,,,,,
90,PT05M22.00S,2026-02-25T02:21:02.5Z,1,REGULAR,rebound,offensive,[],1630224,,,1610612756,15,12,2026-02-25T02:21:03Z,890000,False,,,0,,J. Green REBOUND (Off:1 Def:0),[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,89.0,1.0,0.0,1.0,,,,,
91,PT05M21.00S,2026-02-25T02:21:02.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630224,94.30026281208936,50.49019607843137,1610612756,17,12,2026-02-25T02:21:05Z,900000,False,2.0,1.0,1,right,J. Green putback Layup (7 PTS),[1630224],1610612756.0,PHX,putback,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,0.27,Made,7.0,,,,,,,,,,,,,,
92,PT05M08.00S,2026-02-25T02:21:15.7Z,1,REGULAR,3pt,Jump Shot,[],1641775,26.231931668856767,89.70588235294117,1610612738,17,15,2026-02-25T02:21:20Z,910000,False,-199.0,194.0,1,left,J. Walsh 27' 3PT  (3 PTS) (P. Pritchard 1 AST),"[1641775, 1630202]",1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Above the Break 3,24+ Left Center,,,,27.76,Made,3.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,,
94,PT04M48.00S,2026-02-25T02:21:35.7Z,1,REGULAR,3pt,Jump Shot,[],1642346,95.48291721419186,96.07843137254902,1610612756,20,15,2026-02-25T02:21:40Z,930000,False,230.0,-10.0,1,right,R. Dunn 3PT  (7 PTS) (J. Green 1 AST),"[1642346, 1630224]",1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Right Corner 3,24+ Right,,,,23.06,Made,7.0,J. Green,1630224.0,1.0,,,,,,,,,,,
96,PT04M23.00S,2026-02-25T02:22:00.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,17.296320630749015,37.745098039215684,1610612738,20,15,2026-02-25T02:22:05Z,950000,False,61.0,110.0,1,left,MISS P. Pritchard 12' turnaround Shot,[1630202],1610612738.0,BOS,turnaround,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Center,,,,12.6,Missed,,,,,,,,,,,,,,,
97,PT04M21.00S,2026-02-25T02:22:02.3Z,1,REGULAR,rebound,offensive,[],1641775,,,1610612738,20,15,2026-02-25T02:22:05Z,960000,False,,,0,,J. Walsh REBOUND (Off:1 Def:0),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,96.0,1.0,0.0,1.0,,,,,
98,PT04M17.00S,2026-02-25T02:22:06.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,33.327858081471746,12.254901960784313,1610612738,20,15,2026-02-25T02:22:11Z,970000,False,189.0,261.0,1,left,MISS P. Pritchard 32' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,,32.19,Missed,,,,,,,,,,,,,,,
99,PT04M13.00S,2026-02-25T02:22:10.7Z,1,REGULAR,rebound,defensive,[],1642346,,,1610612756,20,15,2026-02-25T02:22:11Z,980000,False,,,0,,R. Dunn REBOUND (Off:2 Def:2),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,98.0,4.0,2.0,2.0,,,,,
100,PT03M56.00S,2026-02-25T02:22:27.9Z,1,REGULAR,3pt,Jump Shot,[],1630224,78.53153745072274,5.637254901960785,1610612756,20,15,2026-02-25T02:31:21Z,990000,False,-222.0,149.0,1,right,MISS J. Green 26' step back 3PT,[1630224],1610612756.0,PHX,step back,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,26.74,Missed,,,,,,,,,,,,,,,
101,PT03M52.00S,2026-02-25T02:22:31.9Z,1,REGULAR,rebound,defensive,[],1642864,,,1610612738,20,15,2026-02-25T02:22:32Z,1000000,False,,,0,,H. González REBOUND (Off:0 Def:1),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,100.0,1.0,1.0,0.0,,,,,
102,PT03M46.00S,2026-02-25T02:22:37.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202696,6.521024967148489,50.245098039215684,1610612738,20,17,2026-02-25T02:22:47Z,1010000,False,-1.0,9.0,1,left,N. Vučević driving Layup (2 PTS) (S. Hauser 2 AST),"[202696, 1630573]",1610612738.0,BOS,driving,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,,0.89,Made,2.0,S. Hauser,1630573.0,2.0,,,,,,,,,,,
104,PT03M23.00S,2026-02-25T02:23:00.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,94.1688567674113,47.30392156862745,1610612756,20,17,2026-02-25T02:23:05Z,1030000,False,-13.0,2.0,1,right,MISS J. Green driving Layup,[1630224],1610612756.0,PHX,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,1.37,Missed,,,,,,,,,,,,,,,
105,PT03M21.00S,2026-02-25T02:23:02.5Z,1,REGULAR,rebound,offensive,[],1642346,,,1610612756,20,17,2026-02-25T02:23:05Z,1040000,False,,,0,,R. Dunn REBOUND (Off:3 Def:2),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,104.0,5.0,2.0,3.0,,,,,
106,PT03M15.00S,2026-02-25T02:23:10.1Z,1,REGULAR,foul,personal,[],1641775,,,1610612756,20,17,2026-02-25T02:23:15Z,1050000,False,,,0,,J. Walsh personal FOUL (1 PF),"[1641775, 1628960]",1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Allen,1628960.0
108,PT03M15.00S,2026-02-25T02:23:23.1Z,1,REGULAR,substitution,out,[],1642346,,,1610612756,20,17,2026-02-25T02:23:28Z,1070000,False,,,0,,SUB out: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M15.00S,2026-02-25T02:23:23.1Z,1,REGULAR,substitution,out,[],1630224,,,1610612756,20,17,2026-02-25T02:23:28Z,1080000,False,,,0,,SUB out: J. Green,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M15.00S,2026-02-25T02:23:23.1Z,1,REGULAR,substitution,in,[],1642853,,,1610612756,20,17,2026-02-25T02:23:28Z,1090000,False,,,0,,SUB in: R. Fleming,[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M15.00S,2026-02-25T02:23:23.1Z,1,REGULAR,substitution,in,[],1629599,,,1610612756,20,17,2026-02-25T02:23:28Z,1100000,False,,,0,,SUB in: A. Coffey,[1629599],1610612756.0,PHX,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M06.00S,2026-02-25T02:23:41.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628960,79.97700394218134,27.205882352941174,1610612756,22,17,2026-02-25T02:32:13Z,1110000,False,-114.0,136.0,1,right,G. Allen 17' driving floating Jump Shot (2 PTS) (O. Ighodaro 1 AST),"[1628960, 1642345]",1610612756.0,PHX,driving floating,,,Allen,G. Allen,,,,,Mid-Range,16-24 Left Center,,,,17.72,Made,2.0,O. Ighodaro,1642345.0,1.0,,,,,,,,,,,
114,PT02M54.00S,2026-02-25T02:23:53.4Z,1,REGULAR,3pt,Jump Shot,[],202696,35.167542706964525,44.6078431372549,1610612738,22,17,2026-02-25T02:23:59Z,1130000,False,27.0,278.0,1,left,MISS N. Vučević 27' 3PT,[202696],1610612738.0,BOS,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Center,,,,27.94,Missed,,,,,,,,,,,,,,,
115,PT02M51.00S,2026-02-25T02:23:56.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,22,17,2026-02-25T02:23:59Z,1140000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,114.0,,,,,,,,
117,PT02M51.00S,2026-02-25T02:24:06.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,22,17,2026-02-25T02:24:06Z,1160000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M51.00S,2026-02-25T02:26:03.8Z,1,REGULAR,substitution,out,[],1630573,,,1610612756,22,17,2026-02-25T02:26:31Z,1170000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M51.00S,2026-02-25T02:26:03.8Z,1,REGULAR,substitution,in,[],1628401,,,1610612756,22,17,2026-02-25T02:26:31Z,1180000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M43.00S,2026-02-25T02:27:10.1Z,1,REGULAR,foul,personal,[],1630202,,,1610612756,22,17,2026-02-25T02:27:18Z,1200000,False,,,0,,P. Pritchard personal FOUL (1 PF),"[1630202, 1642345]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Ighodaro,1642345.0
123,PT02M36.00S,2026-02-25T02:27:34.8Z,1,REGULAR,2pt,Jump Shot,[],1629599,95.22010512483574,70.34313725490196,1610612756,24,17,2026-02-25T02:27:38Z,1220000,False,102.0,-8.0,1,right,A. Coffey 10' pullup Jump Shot (2 PTS) (O. Ighodaro 2 AST),"[1629599, 1642345]",1610612756.0,PHX,pullup,,,Coffey,A. Coffey,,,,,Mid-Range,8-16 Right,,,,10.2,Made,2.0,O. Ighodaro,1642345.0,2.0,,,,,,,,,,,
126,PT02M22.00S,2026-02-25T02:27:51.3Z,1,REGULAR,foul,personal,[],1628960,,,1610612738,24,17,2026-02-25T02:27:57Z,1250000,False,,,0,,G. Allen personal FOUL (1 PF),"[1628960, 202696]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,1179.0,1.0,0.0,Vučević,202696.0
128,PT02M22.00S,2026-02-25T02:28:12.6Z,1,REGULAR,substitution,out,[],1642864,,,1610612738,24,17,2026-02-25T02:28:21Z,1270000,False,,,0,,SUB out: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M22.00S,2026-02-25T02:28:12.6Z,1,REGULAR,substitution,in,[],1631199,,,1610612738,24,17,2026-02-25T02:28:21Z,1290000,False,,,0,,SUB in: R. Harper Jr.,[1631199],1610612738.0,BOS,,,,Harper Jr.,R. Harper Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M11.00S,2026-02-25T02:28:24.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641775,14.273981603153747,44.85294117647059,1610612738,24,17,2026-02-25T02:28:28Z,1310000,False,26.0,82.0,1,left,MISS J. Walsh 8' fadeaway Shot,[1641775],1610612738.0,BOS,fadeaway,,,Walsh,J. Walsh,,,,,In The Paint (Non-RA),8-16 Center,,,,8.56,Missed,,,,,,,,,,,,,,,
133,PT02M08.00S,2026-02-25T02:28:27.7Z,1,REGULAR,rebound,defensive,[],1631123,,,1610612756,24,17,2026-02-25T02:28:28Z,1320000,False,,,0,,J. Bouyea REBOUND (Off:0 Def:1),[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,132.0,1.0,1.0,0.0,,,,,
134,PT01M49.00S,2026-02-25T02:28:46.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629599,80.76544021024968,62.00980392156863,1610612756,24,17,2026-02-25T02:29:02Z,1330000,False,60.0,128.0,1,right,MISS A. Coffey 14' pullup Shot,[1629599],1610612756.0,PHX,pullup,,,Coffey,A. Coffey,,,,,In The Paint (Non-RA),8-16 Center,,,,14.16,Missed,,,,,,,,,,,,,,,
135,PT01M43.00S,2026-02-25T02:28:52.9Z,1,REGULAR,rebound,defensive,[],1641775,,,1610612738,24,17,2026-02-25T02:29:02Z,1340000,False,,,0,,J. Walsh REBOUND (Off:1 Def:1),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,134.0,2.0,1.0,1.0,,,,,
136,PT01M33.00S,2026-02-25T02:29:02.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,14.931011826544022,38.48039215686275,1610612738,24,19,2026-02-25T02:35:04Z,1350000,False,58.0,88.0,1,left,N. Vučević 10' turnaround Hook (4 PTS) (D. White 2 AST),"[202696, 1628401]",1610612738.0,BOS,turnaround,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),8-16 Right,,,,10.51,Made,4.0,D. White,1628401.0,2.0,,,,,,,,,,,
137,PT01M18.00S,2026-02-25T02:29:17.5Z,1,REGULAR,3pt,Jump Shot,[],1628960,65.78515111695138,60.29411764705882,1610612756,24,19,2026-02-25T02:35:25Z,1360000,False,51.0,269.0,1,right,MISS G. Allen 27' pullup 3PT,[1628960],1610612756.0,PHX,pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Center,,,,27.4,Missed,,,,,,,,,,,,,,,
138,PT01M14.00S,2026-02-25T02:29:21.5Z,1,REGULAR,rebound,defensive,[],1641775,,,1610612738,24,19,2026-02-25T02:29:23Z,1370000,False,,,0,,J. Walsh REBOUND (Off:1 Def:2),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,137.0,3.0,2.0,1.0,,,,,
139,PT01M02.00S,2026-02-25T02:29:32.8Z,1,REGULAR,2pt,Jump Shot,[],1630202,11.383048620236531,65.93137254901961,1610612738,24,21,2026-02-25T02:29:37Z,1380000,False,-80.0,55.0,1,left,P. Pritchard 9' pullup Jump Shot (2 PTS),[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,Mid-Range,8-16 Left,,,,9.66,Made,2.0,,,,,,,,,,,,,,
140,PT00M52.50S,2026-02-25T02:29:44.8Z,1,REGULAR,3pt,Jump Shot,[],1628960,61.97437582128777,35.78431372549019,1610612756,24,21,2026-02-25T02:29:55Z,1390000,False,-71.0,305.0,1,right,MISS G. Allen 31' pullup 3PT,[1628960],1610612756.0,PHX,pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Center,,,,31.31,Missed,,,,,,,,,,,,,,,
141,PT00M49.60S,2026-02-25T02:29:47.7Z,1,REGULAR,rebound,defensive,[],202696,,,1610612738,24,21,2026-02-25T02:29:55Z,1400000,False,,,0,,N. Vučević REBOUND (Off:0 Def:1),[202696],1610612738.0,BOS,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,140.0,1.0,1.0,0.0,,,,,
142,PT00M34.80S,2026-02-25T02:30:03.1Z,1,REGULAR,3pt,Jump Shot,[],1630202,27.808804204993432,80.3921568627451,1610612738,24,21,2026-02-25T02:30:08Z,1410000,False,-152.0,209.0,1,left,MISS P. Pritchard 25' step back 3PT,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,,,,25.83,Missed,,,,,,,,,,,,,,,
143,PT00M31.30S,2026-02-25T02:30:06.6Z,1,REGULAR,rebound,offensive,[],1631199,,,1610612738,24,21,2026-02-25T02:30:08Z,1420000,False,,,0,,R. Harper Jr. REBOUND (Off:4 Def:0),[1631199],1610612738.0,BOS,,,,Harper Jr.,R. Harper Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,142.0,4.0,0.0,4.0,,,,,
144,PT00M28.20S,2026-02-25T02:30:09.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628401,21.369908015768726,5.88235294117647,1610612738,24,21,2026-02-25T02:30:13Z,1430000,False,221.0,148.0,1,left,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,26.59,Missed,,,,,,,,,,,,,,,
145,PT00M25.80S,2026-02-25T02:30:12.2Z,1,REGULAR,rebound,defensive,[],1642345,,,1610612756,24,21,2026-02-25T02:30:13Z,1440000,False,,,0,,O. Ighodaro REBOUND (Off:0 Def:1),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,144.0,1.0,1.0,0.0,,,,,
147,PT00M11.00S,2026-02-25T02:30:28.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631199,,,1610612756,24,21,2026-02-25T02:30:39Z,1450000,False,,,0,,R. Harper Jr. personal FOUL (2 PF) (Allen 2 FT),"[1631199, 1628960]",1610612738.0,BOS,,,,Harper Jr.,R. Harper Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1179.0,2.0,0.0,Allen,1628960.0
149,PT00M11.00S,2026-02-25T02:31:01.6Z,1,REGULAR,freethrow,1 of 2,[],1628960,,,1610612756,25,21,2026-02-25T02:31:01Z,1470000,False,,,0,,G. Allen Free Throw 1 of 2 (3 PTS),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
150,PT00M11.00S,2026-02-25T02:31:06.4Z,1,REGULAR,substitution,out,[],1631123,,,1610612756,25,21,2026-02-25T02:31:13Z,1480000,False,,,0,,SUB out: J. Bouyea,[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M11.00S,2026-02-25T02:31:06.4Z,1,REGULAR,substitution,out,[],1641775,,,1610612756,25,21,2026-02-25T02:31:13Z,1490000,False,,,0,,SUB out: J. Walsh,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M11.00S,2026-02-25T02:31:06.4Z,1,REGULAR,substitution,in,[],1642346,,,1610612756,25,21,2026-02-25T02:31:13Z,1500000,False,,,0,,SUB in: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M11.00S,2026-02-25T02:31:06.4Z,1,REGULAR,substitution,in,[],1630573,,,1610612756,25,21,2026-02-25T02:31:13Z,1510000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M11.00S,2026-02-25T02:31:25.4Z,1,REGULAR,freethrow,2 of 2,[],1628960,,,1610612756,26,21,2026-02-25T02:31:25Z,1520000,False,,,0,,G. Allen Free Throw 2 of 2 (4 PTS),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
155,PT00M01.50S,2026-02-25T02:31:37.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,5.469776609724048,49.50980392156863,1610612738,26,21,2026-02-25T02:41:48Z,1530000,False,2.0,-1.0,1,left,MISS P. Pritchard driving reverse Layup,[1630202],1610612738.0,BOS,driving reverse,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,,,,0.27,Missed,,,,,,,,,,,,,,,
157,PT00M01.50S,2026-02-25T02:31:37.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,26,21,2026-02-25T02:31:42Z,1550000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,155.0,,,,,,,,
158,PT00M00.00S,2026-02-25T02:31:43.2Z,1,REGULAR,period,end,[],0,,,1610612738,26,21,2026-02-25T02:31:43Z,1560000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2026-02-25T02:32:33.1Z,2,REGULAR,substitution,out,['startperiod'],1642346,,,1610612738,26,21,2026-02-25T02:34:03Z,1570000,False,,,0,,SUB out: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2026-02-25T02:32:33.1Z,2,REGULAR,substitution,out,['startperiod'],1630573,,,1610612738,26,21,2026-02-25T02:34:03Z,1580000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2026-02-25T02:32:33.1Z,2,REGULAR,substitution,in,['startperiod'],1631221,,,1610612738,26,21,2026-02-25T02:34:03Z,1590000,False,,,0,,SUB in: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2026-02-25T02:32:33.1Z,2,REGULAR,substitution,in,['startperiod'],1631248,,,1610612738,26,21,2026-02-25T02:34:03Z,1600000,False,,,0,,SUB in: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2026-02-25T02:34:26.0Z,2,REGULAR,period,start,[],0,,,1610612738,26,21,2026-02-25T02:34:26Z,1610000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT11M50.00S,2026-02-25T02:34:35.9Z,2,REGULAR,foul,personal,[],1642345,,,1610612738,26,21,2026-02-25T02:41:56Z,1620000,False,,,0,,O. Ighodaro personal FOUL (1 PF),"[1642345, 202696]",1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1179.0,1.0,0.0,Vučević,202696.0
166,PT11M38.00S,2026-02-25T02:35:03.8Z,2,REGULAR,foul,personal,[],1642853,,,1610612738,26,21,2026-02-25T02:35:09Z,1640000,False,,,0,,R. Fleming personal FOUL (1 PF),"[1642853, 1631248]",1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1179.0,1.0,0.0,Scheierman,1631248.0
168,PT11M28.00S,2026-02-25T02:35:33.5Z,2,REGULAR,turnover,lost ball,[],1631248,,,1610612738,26,21,2026-02-25T02:35:39Z,1660000,False,,,0,,B. Scheierman lost ball TURNOVER (1 TO),"[1631248, 1642345]",1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,In The Paint (Non-RA),0-8 Center,1.0,Ighodaro,1642345.0,,,,,,,,,,,,,,,,,
169,PT11M28.00S,2026-02-25T02:35:33.5Z,2,REGULAR,steal,,[],1642345,,,1610612756,26,21,2026-02-25T02:35:35Z,1670000,False,,,0,,O. Ighodaro STEAL (1 STL),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
170,PT11M23.00S,2026-02-25T02:35:38.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629599,91.01511169513797,51.470588235294116,1610612756,26,21,2026-02-25T02:35:43Z,1680000,False,7.0,32.0,1,right,MISS A. Coffey running Layup,[1629599],1610612756.0,PHX,running,,,Coffey,A. Coffey,,,,,Restricted Area,0-8 Center,,,,3.28,Missed,,,,,,,,,,,,,,,
171,PT11M22.00S,2026-02-25T02:35:39.7Z,2,REGULAR,rebound,offensive,[],1629599,,,1610612756,26,21,2026-02-25T02:40:52Z,1690000,False,,,0,,A. Coffey REBOUND (Off:1 Def:0),[1629599],1610612756.0,PHX,,,,Coffey,A. Coffey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,170.0,1.0,0.0,1.0,,,,,
172,PT11M22.00S,2026-02-25T02:35:43.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover', '2ndchance']",1629599,95.22010512483574,51.225490196078425,1610612756,28,21,2026-02-25T02:40:44Z,1700000,False,6.0,-8.0,1,right,A. Coffey tip Layup (4 PTS),[1629599],1610612756.0,PHX,tip,,,Coffey,A. Coffey,,,,,Restricted Area,0-8 Center,,,,0.97,Made,4.0,,,,,,,,,,,,,,
173,PT11M02.00S,2026-02-25T02:35:59.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,5.732588699080158,50.245098039215684,1610612738,28,23,2026-02-25T02:36:03Z,1710000,False,-1.0,1.0,1,left,D. White driving Layup (7 PTS) (N. Vučević 1 AST),"[1628401, 202696]",1610612738.0,BOS,driving,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,0.18,Made,7.0,N. Vučević,202696.0,1.0,,,,,,,,,,,
