actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
21,PT10M09.00S,2026-03-09T02:14:54.3Z,1,REGULAR,3pt,Jump Shot,[],1642851,75.1149802890933,86.27450980392157,1610612766,5,5,2026-03-09T02:14:58Z,210000,False,181.0,181.0,1,right,MISS K. Knueppel 25' pullup 3PT,[1642851],1610612766.0,CHA,pullup,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Right Center,,,25.65,Missed,,,,,,,,,,,,,,,,
22,PT10M06.00S,2026-03-09T02:14:57.3Z,1,REGULAR,rebound,defensive,[],1642345,,,1610612756,5,5,2026-03-09T02:14:58Z,220000,False,,,0,,O. Ighodaro REBOUND (Off:0 Def:1),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,
23,PT09M56.00S,2026-03-09T02:15:06.2Z,1,REGULAR,3pt,Jump Shot,[],1626164,25.492772667542706,82.13082107843137,1610612756,5,5,2026-03-09T02:18:41Z,230000,False,-161.0,187.0,1,left,MISS D. Booker 24' step back 3PT,[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,24.66,Missed,,,,,,,,,,,,,,,,
24,PT09M55.00S,2026-03-09T02:15:07.2Z,1,REGULAR,rebound,defensive,[],1641706,,,1610612766,5,5,2026-03-09T02:15:10Z,240000,False,,,0,,B. Miller REBOUND (Off:0 Def:1),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,
26,PT09M41.00S,2026-03-09T02:15:21.9Z,1,REGULAR,3pt,Jump Shot,[],1630163,74.58935611038108,8.823529411764707,1610612766,5,5,2026-03-09T02:15:29Z,250000,False,-206.0,186.0,1,right,MISS L. Ball 27' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,27.77,Missed,,,,,,,,,,,,,,,,
27,PT09M40.00S,2026-03-09T02:15:22.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,5,5,2026-03-09T02:20:25Z,260000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,26.0,,,,,,,,,
28,PT09M40.00S,2026-03-09T02:15:27.4Z,1,REGULAR,foul,personal,[],1631217,,,1610612756,5,5,2026-03-09T02:20:21Z,270000,False,,,0,,M. Diabaté loose ball personal FOUL (1 PF),"[1631217, 1626164]",1610612766.0,CHA,loose ball,,,Diabaté,M. Diabaté,,,,,Mid-Range,8-16 Right,1627524.0,,,,,,,,,,,,,,1.0,0.0,Booker,1626164.0,,
30,PT09M26.00S,2026-03-09T02:15:55.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,7.30946123521682,38.72549019607843,1610612756,7,5,2026-03-09T02:15:59Z,290000,False,56.0,16.0,1,left,D. Booker driving Layup (2 PTS),[1626164],1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,5.87,Made,2.0,,,,,,,,,,,,,,,
31,PT09M15.00S,2026-03-09T02:16:06.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,85.10183968462549,61.51960784313726,1610612766,7,7,2026-03-09T02:21:18Z,300000,False,58.0,88.0,1,right,L. Ball 10' driving floating Jump Shot (2 PTS),[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Right,,,10.48,Made,2.0,,,,,,,,,,,,,,,
32,PT08M54.00S,2026-03-09T02:16:27.4Z,1,REGULAR,3pt,Jump Shot,[],1630224,10.988830486202366,3.1862745098039214,1610612756,7,7,2026-03-09T02:16:32Z,310000,False,234.0,51.0,1,left,MISS J. Green 3PT,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,23.95,Missed,,,,,,,,,,,,,,,,
33,PT08M50.00S,2026-03-09T02:16:31.4Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,7,7,2026-03-09T02:16:32Z,320000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Right Corner 3,24+ Right,,,,,,,,,,,32.0,1.0,1.0,0.0,,,,,,
34,PT08M46.00S,2026-03-09T02:16:35.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628970,90.3580814717477,60.049019607843135,1610612766,7,9,2026-03-09T02:22:15Z,330000,False,50.0,38.0,1,right,M. Bridges 6' running Layup (2 PTS),[1628970],1610612766.0,CHA,running,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,6.3,Made,2.0,,,,,,,,,,,,,,,
35,PT08M40.00S,2026-03-09T02:16:43.8Z,1,REGULAR,foul,personal,['2freethrow'],1642851,,,1610612756,7,9,2026-03-09T02:21:18Z,340000,False,,,0,,K. Knueppel shooting personal FOUL (1 PF) (Booker 2 FT),"[1642851, 1626164]",1610612766.0,CHA,shooting,,,Knueppel,K. Knueppel,,,,,In The Paint (Non-RA),0-8 Center,1627524.0,,,,,,,,,,,,,,1.0,0.0,Booker,1626164.0,,
37,PT08M40.00S,2026-03-09T02:17:07.1Z,1,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,8,9,2026-03-09T02:17:07Z,360000,False,,,0,,D. Booker Free Throw 1 of 2 (3 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
39,PT08M40.00S,2026-03-09T02:17:26.7Z,1,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,9,9,2026-03-09T02:17:26Z,370000,False,,,0,,D. Booker Free Throw 2 of 2 (4 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
40,PT08M33.00S,2026-03-09T02:17:34.8Z,1,REGULAR,3pt,Jump Shot,[],1630163,90.88370565045992,0.9803921568627451,1610612766,9,12,2026-03-09T02:17:40Z,380000,False,-245.0,33.0,1,right,L. Ball 24' 3PT  (5 PTS) (M. Diabaté 1 AST),"[1630163, 1631217]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Left Corner 3,24+ Left,,,24.73,Made,5.0,M. Diabaté,1631217.0,1.0,,,,,,,,,,,,
42,PT08M21.00S,2026-03-09T02:17:48.3Z,1,REGULAR,turnover,out-of-bounds,[],1630224,,,1610612756,9,12,2026-03-09T02:17:54Z,400000,False,,,0,,J. Green bad pass out-of-bounds TURNOVER (2 TO),[1630224],1610612756.0,PHX,bad pass,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1162.0,2.0,,,,,,,,,,,,,,,,,,
43,PT08M07.00S,2026-03-09T02:18:10.3Z,1,REGULAR,turnover,out-of-bounds,[],1631217,,,1610612766,9,12,2026-03-09T02:18:15Z,410000,False,,,0,,M. Diabaté bad pass out-of-bounds TURNOVER (1 TO),[1631217],1610612766.0,CHA,bad pass,,,Diabaté,M. Diabaté,,,,,Above the Break 3,24+ Left Center,1627524.0,1.0,,,,,,,,,,,,,,,,,,
44,PT07M53.00S,2026-03-09T02:18:33.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631221,33.327858081471746,65.68627450980392,1610612756,12,12,2026-03-09T02:18:36Z,420000,False,-78.0,261.0,1,left,C. Gillespie 27' 3PT pullup (3 PTS) (R. O'Neale 1 AST),"[1631221, 1626220]",1610612756.0,PHX,pullup,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Center,,,27.23,Made,3.0,R. O'Neale,1626220.0,1.0,,,,,,,,,,,,
46,PT07M46.00S,2026-03-09T02:18:39.8Z,1,REGULAR,3pt,Jump Shot,[],1630163,72.7496714848883,14.215686274509803,1610612766,12,15,2026-03-09T02:25:15Z,440000,False,-179.0,204.0,1,right,L. Ball 27' 3PT pullup (8 PTS) (B. Miller 1 AST),"[1630163, 1641706]",1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,27.11,Made,8.0,B. Miller,1641706.0,1.0,,,,,,,,,,,,
47,PT07M29.00S,2026-03-09T02:18:57.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642345,5.338370565045992,42.8921568627451,1610612756,14,15,2026-03-09T02:25:35Z,450000,False,36.0,-2.0,1,left,O. Ighodaro DUNK (2 PTS) (D. Booker 1 AST),"[1642345, 1626164]",1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,3.56,Made,2.0,D. Booker,1626164.0,1.0,,,,,,,,,,,,
49,PT07M21.00S,2026-03-09T02:19:08.1Z,1,REGULAR,foul,personal,[],1631221,,,1610612766,14,15,2026-03-09T02:19:12Z,470000,False,,,0,,C. Gillespie personal FOUL (1 PF),"[1631221, 1628970]",1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Restricted Area,0-8 Center,1627524.0,,,,,,,,,,,,,,1.0,0.0,Bridges,1628970.0,,
51,PT07M09.00S,2026-03-09T02:19:39.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,85.3646517739816,50.245098039215684,1610612766,14,17,2026-03-09T02:26:17Z,490000,False,1.0,85.0,1,right,B. Miller 8' driving floating Jump Shot (7 PTS),[1641706],1610612766.0,CHA,driving floating,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,,,8.51,Made,7.0,,,,,,,,,,,,,,,
52,PT06M49.00S,2026-03-09T02:19:59.0Z,1,REGULAR,3pt,Jump Shot,[],1631221,33.196452036793694,39.705882352941174,1610612756,14,17,2026-03-09T02:26:49Z,500000,False,51.0,260.0,1,left,MISS C. Gillespie 26' pullup 3PT,[1631221],1610612756.0,PHX,pullup,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Center,,,26.46,Missed,,,,,,,,,,,,,,,,
53,PT06M47.00S,2026-03-09T02:20:01.0Z,1,REGULAR,rebound,defensive,[],1628970,,,1610612766,14,17,2026-03-09T02:20:03Z,510000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,,,,,,,,,52.0,1.0,1.0,0.0,,,,,,
54,PT06M37.00S,2026-03-09T02:20:11.0Z,1,REGULAR,2pt,Jump Shot,[],1642851,85.62746386333771,68.13725490196079,1610612766,14,19,2026-03-09T02:20:16Z,520000,False,91.0,83.0,1,right,K. Knueppel 12' pullup Jump Shot (2 PTS),[1642851],1610612766.0,CHA,pullup,,,Knueppel,K. Knueppel,,,,,Mid-Range,8-16 Right,,,12.27,Made,2.0,,,,,,,,,,,,,,,
55,PT06M14.00S,2026-03-09T02:20:34.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,9.937582128777924,42.8921568627451,1610612756,14,19,2026-03-09T02:27:51Z,530000,False,36.0,41.0,1,left,MISS J. Green driving finger roll Layup,[1630224],1610612756.0,PHX,driving finger roll,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,5.42,Missed,,,,,,,,,,,,,,,,
56,PT06M11.00S,2026-03-09T02:20:37.4Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,14,19,2026-03-09T02:20:37Z,540000,False,,,0,,L. Ball REBOUND (Off:0 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,55.0,2.0,2.0,0.0,,,,,,
57,PT06M06.00S,2026-03-09T02:20:44.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642851,90.62089356110381,56.127450980392155,1610612766,14,21,2026-03-09T02:20:47Z,550000,False,31.0,36.0,1,right,K. Knueppel driving Layup (4 PTS) (M. Bridges 1 AST),"[1642851, 1628970]",1610612766.0,CHA,driving,,,Knueppel,K. Knueppel,,,,,In The Paint (Non-RA),0-8 Center,,,4.7,Made,4.0,M. Bridges,1628970.0,1.0,,,,,,,,,,,,
59,PT06M06.00S,2026-03-09T02:20:46.6Z,1,REGULAR,foul,personal,['1freethrow'],1626164,,,1610612766,14,21,2026-03-09T02:22:29Z,570000,False,,,0,,D. Booker shooting personal FOUL (1 PF) (Knueppel 1 FT),"[1626164, 1642851]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,1628168.0,,,,,,,,,,,,,,1.0,0.0,Knueppel,1642851.0,,
61,PT06M06.00S,2026-03-09T02:21:02.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,14,21,2026-03-09T02:21:03Z,590000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M06.00S,2026-03-09T02:22:33.0Z,1,REGULAR,substitution,out,[],1642345,,,1610612766,14,21,2026-03-09T02:24:07Z,600000,False,,,0,,SUB out: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M06.00S,2026-03-09T02:22:33.0Z,1,REGULAR,substitution,out,[],1631221,,,1610612766,14,21,2026-03-09T02:24:07Z,610000,False,,,0,,SUB out: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M06.00S,2026-03-09T02:22:33.0Z,1,REGULAR,substitution,out,[],1641706,,,1610612766,14,21,2026-03-09T02:24:07Z,620000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M06.00S,2026-03-09T02:22:33.0Z,1,REGULAR,substitution,in,[],1629312,,,1610612766,14,21,2026-03-09T02:24:07Z,630000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612756.0,PHX,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M06.00S,2026-03-09T02:22:33.0Z,1,REGULAR,substitution,in,[],1642863,,,1610612766,14,21,2026-03-09T02:24:07Z,640000,False,,,0,,SUB in: K. Maluach,[1642863],1610612756.0,PHX,,,,Maluach,K. Maluach,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M06.00S,2026-03-09T02:22:33.0Z,1,REGULAR,substitution,in,[],1630182,,,1610612766,14,21,2026-03-09T02:24:07Z,650000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M06.00S,2026-03-09T02:24:37.5Z,1,REGULAR,freethrow,1 of 1,[],1642851,,,1610612766,14,22,2026-03-09T02:24:37Z,660000,False,,,0,,K. Knueppel Free Throw 1 of 1 (5 PTS),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
69,PT05M46.00S,2026-03-09T02:25:00.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642863,7.178055190538765,56.127450980392155,1610612756,16,22,2026-03-09T02:29:11Z,670000,False,-31.0,15.0,1,left,K. Maluach Layup (2 PTS) (D. Booker 2 AST),"[1642863, 1626164]",1610612756.0,PHX,,,,Maluach,K. Maluach,,,,,Restricted Area,0-8 Center,,,3.41,Made,2.0,D. Booker,1626164.0,2.0,,,,,,,,,,,,
71,PT05M36.00S,2026-03-09T02:25:09.7Z,1,REGULAR,3pt,Jump Shot,[],1642851,67.09921156373193,46.568627450980394,1610612766,16,22,2026-03-09T02:25:14Z,690000,False,-17.0,257.0,1,right,MISS K. Knueppel 25' pullup 3PT,[1642851],1610612766.0,CHA,pullup,,,Knueppel,K. Knueppel,,,,,Above the Break 3,24+ Center,,,25.74,Missed,,,,,,,,,,,,,,,,
72,PT05M34.00S,2026-03-09T02:25:12.9Z,1,REGULAR,rebound,offensive,[],1628970,,,1610612766,16,22,2026-03-09T02:25:12Z,700000,False,,,0,,M. Bridges REBOUND (Off:1 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,,,,,,,,,71.0,2.0,1.0,1.0,,,,,,
73,PT05M32.00S,2026-03-09T02:25:15.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630163,76.69185282522996,86.02941176470588,1610612766,16,22,2026-03-09T02:30:02Z,710000,False,180.0,167.0,1,right,MISS L. Ball 24' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,,,24.53,Missed,,,,,,,,,,,,,,,,
74,PT05M29.00S,2026-03-09T02:25:18.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,16,22,2026-03-09T02:25:20Z,720000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,73.0,,,,,,,,,
76,PT05M29.00S,2026-03-09T02:25:23.4Z,1,REGULAR,substitution,out,[],1642851,,,1610612756,16,22,2026-03-09T02:25:31Z,740000,False,,,0,,SUB out: K. Knueppel,[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M29.00S,2026-03-09T02:25:23.4Z,1,REGULAR,substitution,out,[],1631217,,,1610612756,16,22,2026-03-09T02:25:31Z,750000,False,,,0,,SUB out: M. Diabaté,[1631217],1610612766.0,CHA,,,,Diabaté,M. Diabaté,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M29.00S,2026-03-09T02:25:23.4Z,1,REGULAR,substitution,in,[],1641706,,,1610612756,16,22,2026-03-09T02:25:31Z,760000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M29.00S,2026-03-09T02:25:23.4Z,1,REGULAR,substitution,in,[],1641750,,,1610612756,16,22,2026-03-09T02:25:31Z,770000,False,,,0,,SUB in: R. Kalkbrenner,[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M14.00S,2026-03-09T02:25:49.5Z,1,REGULAR,3pt,Jump Shot,[],1626220,6.521024967148489,94.6078431372549,1610612756,16,22,2026-03-09T02:25:53Z,780000,False,-223.0,9.0,1,left,MISS R. O'Neale 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Left Corner 3,24+ Left,,,22.32,Missed,,,,,,,,,,,,,,,,
81,PT05M12.00S,2026-03-09T02:25:51.5Z,1,REGULAR,rebound,defensive,[],1641750,,,1610612766,16,22,2026-03-09T02:25:53Z,790000,False,,,0,,R. Kalkbrenner REBOUND (Off:0 Def:1),[1641750],1610612766.0,CHA,,,,Kalkbrenner,R. Kalkbrenner,,,,,Left Corner 3,24+ Left,,,,,,,,,,,80.0,1.0,1.0,0.0,,,,,,
82,PT05M08.00S,2026-03-09T02:25:56.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628970,81.42247043363994,2.941176470588235,1610612766,16,22,2026-03-09T02:31:16Z,800000,False,-235.0,122.0,1,right,MISS M. Bridges 26' running 3PT,[1628970],1610612766.0,CHA,running,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,26.51,Missed,,,,,,,,,,,,,,,,
83,PT05M04.00S,2026-03-09T02:26:00.2Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612756,16,22,2026-03-09T02:26:00Z,810000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,82.0,1.0,1.0,0.0,,,,,,
84,PT04M53.00S,2026-03-09T02:26:09.8Z,1,REGULAR,3pt,Jump Shot,[],1630224,32.14520367936925,35.78431372549019,1610612756,19,22,2026-03-09T02:26:13Z,820000,False,71.0,250.0,1,left,J. Green 25' 3PT step back (8 PTS),[1630224],1610612756.0,PHX,step back,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,25.96,Made,8.0,,,,,,,,,,,,,,,
85,PT04M40.00S,2026-03-09T02:26:22.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,81.42247043363994,54.65686274509803,1610612766,19,22,2026-03-09T02:26:27Z,830000,False,23.0,122.0,1,right,MISS B. Miller 12' pullup Shot,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,,,12.43,Missed,,,,,,,,,,,,,,,,
86,PT04M37.00S,2026-03-09T02:26:26.7Z,1,REGULAR,rebound,offensive,[],1628970,,,1610612766,19,22,2026-03-09T02:26:26Z,840000,False,,,0,,M. Bridges REBOUND (Off:2 Def:1),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,85.0,3.0,1.0,2.0,,,,,,
87,PT04M35.00S,2026-03-09T02:26:28.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630163,72.35545335085413,84.06862745098039,1610612766,19,22,2026-03-09T02:26:34Z,850000,False,170.0,207.0,1,right,MISS L. Ball 26' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,,,26.84,Missed,,,,,,,,,,,,,,,,
88,PT04M34.00S,2026-03-09T02:26:29.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,19,22,2026-03-09T02:26:34Z,860000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,87.0,,,,,,,,,
