actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-02-08T02:10:36.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-02-08T02:10:36Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PT12M00.00S,2026-02-08T02:10:56.6Z,1,REGULAR,jumpball,recovered,[],1626220,,,1610612756,0,0,2026-02-08T02:14:14Z,42500,False,,,0,,Jump Ball M. Williams vs. J. Embiid: Tip to R. O'Neale,"[1626220, 1631109, 203954]",1610612756.0,PHX,startperiod,R. O'Neale,1626220.0,O'Neale,R. O'Neale,Williams,1631109.0,Embiid,203954.0,,,,,,,,,,,,,,,,,,,,,,
5,PT11M39.00S,2026-02-08T02:11:17.1Z,1,REGULAR,3pt,Jump Shot,[],1631221,69.85873850197109,26.96078431372549,1610612756,3,0,2026-02-08T02:12:38Z,50000,False,-115.0,231.0,1,right,C. Gillespie 25' 3PT pullup (3 PTS) (M. Williams 1 AST),"[1631221, 1631109]",1610612756.0,PHX,pullup,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Left Center,25.8,Made,3.0,M. Williams,1631109.0,1.0,,,,,,,,,,,,,,
7,PT11M17.00S,2026-02-08T02:11:40.0Z,1,REGULAR,2pt,Jump Shot,[],203954,26.231931668856767,55.14705882352941,1610612755,3,2,2026-02-08T02:11:46Z,70000,False,-26.0,194.0,1,left,J. Embiid 19' pullup Jump Shot (2 PTS),[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,19.58,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M01.00S,2026-02-08T02:11:57.1Z,1,REGULAR,foul,personal,['2freethrow'],1626162,,,1610612756,3,2,2026-02-08T02:12:04Z,80000,False,,,0,,K. Oubre Jr. shooting personal FOUL (1 PF) (Brooks 2 FT),"[1626162, 1628415]",1610612755.0,PHI,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1628159.0,1.0,0.0,Brooks,1628415.0,,,,,,,,,
10,PT11M01.00S,2026-02-08T02:12:19.0Z,1,REGULAR,freethrow,1 of 2,[],1628415,,,1610612756,4,2,2026-02-08T02:12:19Z,100000,False,,,0,,D. Brooks Free Throw 1 of 2 (1 PTS),[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
11,PT11M01.00S,2026-02-08T02:12:31.5Z,1,REGULAR,freethrow,2 of 2,[],1628415,,,1610612756,5,2,2026-02-08T02:12:31Z,110000,False,,,0,,D. Brooks Free Throw 2 of 2 (2 PTS),[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
12,PT10M54.00S,2026-02-08T02:12:41.0Z,1,REGULAR,turnover,bad pass,[],1631230,,,1610612755,5,2,2026-02-08T02:12:48Z,120000,False,,,0,,D. Barlow bad pass TURNOVER (1 TO),"[1631230, 1626220]",1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,O'Neale,1626220.0,,,,,,
13,PT10M54.00S,2026-02-08T02:12:41.0Z,1,REGULAR,steal,,[],1626220,,,1610612756,5,2,2026-02-08T02:12:43Z,130000,False,,,0,,R. O'Neale STEAL (1 STL),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
14,PT10M46.00S,2026-02-08T02:12:49.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626164,93.77463863337714,97.54901960784314,1610612756,5,2,2026-02-08T02:15:29Z,140000,False,238.0,6.0,1,right,MISS D. Booker running pullup 3PT,[1626164],1610612756.0,PHX,running pullup,,,Booker,D. Booker,,,,,Right Corner 3,24+ Right,23.78,Missed,,,,,,,,,,,,,,,,,,
15,PT10M42.00S,2026-02-08T02:12:53.3Z,1,REGULAR,rebound,defensive,[],1642845,,,1610612755,5,2,2026-02-08T02:12:53Z,150000,False,,,0,,V. Edgecombe REBOUND (Off:0 Def:1),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,14.0,1.0,1.0,0.0,,
16,PT10M36.00S,2026-02-08T02:13:01.7Z,1,REGULAR,foul,personal,['2freethrow'],1626220,,,1610612755,5,2,2026-02-08T02:13:08Z,160000,False,,,0,,R. O'Neale shooting personal FOUL (1 PF) (Maxey 2 FT),"[1626220, 1630178]",1610612756.0,PHX,shooting,,,O'Neale,R. O'Neale,,,,,Mid-Range,8-16 Right,,,,,,,200833.0,1.0,0.0,Maxey,1630178.0,,,,,,,,,
18,PT10M36.00S,2026-02-08T02:13:25.2Z,1,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,5,3,2026-02-08T02:13:25Z,180000,False,,,0,,T. Maxey Free Throw 1 of 2 (1 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
19,PT10M36.00S,2026-02-08T02:13:42.0Z,1,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,5,4,2026-02-08T02:13:42Z,190000,False,,,0,,T. Maxey Free Throw 2 of 2 (2 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
20,PT10M25.00S,2026-02-08T02:13:54.7Z,1,REGULAR,3pt,Jump Shot,[],1628415,81.02825229960578,94.36274509803921,1610612756,5,4,2026-02-08T02:13:59Z,200000,False,222.0,126.0,1,right,MISS D. Brooks 25' 3PT,[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,25.5,Missed,,,,,,,,,,,,,,,,,,
21,PT10M22.00S,2026-02-08T02:13:57.7Z,1,REGULAR,rebound,defensive,[],1642845,,,1610612755,5,4,2026-02-08T02:13:59Z,210000,False,,,0,,V. Edgecombe REBOUND (Off:0 Def:2),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,20.0,2.0,2.0,0.0,,
22,PT10M08.00S,2026-02-08T02:14:11.7Z,1,REGULAR,3pt,Jump Shot,[],1626162,11.908672798948752,95.34313725490196,1610612755,5,7,2026-02-08T02:14:17Z,220000,False,-227.0,59.0,1,left,K. Oubre Jr. 3PT  (3 PTS) (J. Embiid 1 AST),"[1626162, 203954]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Left Corner 3,24+ Left,23.44,Made,3.0,J. Embiid,203954.0,1.0,,,,,,,,,,,,,,
