actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-01-12T01:10:40.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-12T01:10:40Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2026-01-12T01:10:45.0Z,1,REGULAR,jumpball,recovered,[],1631221,,,1610612756,0,0,2026-01-12T01:10:45Z,40000,False,,,0,,Jump Ball M. Williams vs. A. Sarr: Tip to C. Gillespie,"[1631221, 1631109, 1642259]",1610612756.0,PHX,startperiod,C. Gillespie,1631221.0,Gillespie,C. Gillespie,Williams,1631109.0,Sarr,1642259.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2026-01-12T01:10:55.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626220,81.2910643889619,41.42156862745098,1610612756,2,0,2026-01-12T01:11:00Z,70000,False,-43.0,123.0,1,right,R. O'Neale 13' driving floating Jump Shot (2 PTS) (D. Booker 1 AST),"[1626220, 1626164]",1610612756.0,PHX,driving floating,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),8-16 Center,13.06,Made,2.0,D. Booker,1626164.0,1.0,,,,,,,,,,,,,,
9,PT11M25.00S,2026-01-12T01:11:13.7Z,1,REGULAR,3pt,Jump Shot,[],1642848,25.443495400788436,13.725490196078432,1610612764,2,3,2026-01-12T01:11:19Z,90000,False,181.0,187.0,1,left,T. Johnson 26' 3PT  (3 PTS) (K. Middleton 1 AST),"[1642848, 203114]",1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Right Center,26.03,Made,3.0,K. Middleton,203114.0,1.0,,,,,,,,,,,,,,
11,PT11M10.00S,2026-01-12T01:11:29.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,80.23981603153744,36.029411764705884,1610612756,2,3,2026-01-12T01:11:35Z,110000,False,-70.0,133.0,1,right,MISS D. Booker 15' step back Shot,[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,15.04,Missed,,,,,,,,,,,,,,,,,,
12,PT11M06.00S,2026-01-12T01:11:33.3Z,1,REGULAR,rebound,defensive,[],203114,,,1610612764,2,3,2026-01-12T01:11:35Z,120000,False,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT11M01.00S,2026-01-12T01:11:38.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642273,8.09789750328515,41.17647058823529,1610612764,2,3,2026-01-12T01:12:11Z,130000,False,44.0,24.0,1,left,MISS K. George running reverse Layup,[1642273],1610612764.0,WAS,running reverse,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,5.0,Missed,,,,,,,,,,,,,,,,,,
14,PT10M57.00S,2026-01-12T01:11:42.2Z,1,REGULAR,rebound,offensive,[],1642259,,,1610612764,2,3,2026-01-12T01:12:11Z,140000,False,,,0,,A. Sarr REBOUND (Off:1 Def:0),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,13.0,1.0,0.0,1.0,,,,,,,,,,
15,PT10M56.00S,2026-01-12T01:11:42.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642259,5.732588699080158,46.32352941176471,1610612764,2,5,2026-01-12T01:11:48Z,150000,False,18.0,1.0,1,left,A. Sarr putback Layup (2 PTS),[1642259],1610612764.0,WAS,putback,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,1.85,Made,2.0,,,,,,,,,,,,,,,,,
16,PT10M48.00S,2026-01-12T01:11:51.0Z,1,REGULAR,3pt,Jump Shot,[],1626220,71.30420499342969,87.25490196078431,1610612756,5,5,2026-01-12T01:11:55Z,160000,False,186.0,217.0,1,right,R. O'Neale 28' 3PT  (5 PTS) (D. Booker 2 AST),"[1626220, 1626164]",1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,28.62,Made,5.0,D. Booker,1626164.0,2.0,,,,,,,,,,,,,,
18,PT10M33.00S,2026-01-12T01:12:05.7Z,1,REGULAR,3pt,Jump Shot,[],203114,26.363337713534822,79.41176470588235,1610612764,5,5,2026-01-12T01:12:10Z,180000,False,-147.0,195.0,1,left,MISS K. Middleton 24' pullup 3PT,[203114],1610612764.0,WAS,pullup,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Left Center,24.45,Missed,,,,,,,,,,,,,,,,,,
19,PT10M31.00S,2026-01-12T01:12:07.7Z,1,REGULAR,rebound,defensive,[],1631221,,,1610612756,5,5,2026-01-12T01:12:10Z,190000,False,,,0,,C. Gillespie REBOUND (Off:0 Def:1),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Left Center,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,
20,PT10M27.00S,2026-01-12T01:12:12.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626220,69.46452036793693,76.47058823529412,1610612756,5,5,2026-01-12T01:12:57Z,200000,False,132.0,235.0,1,right,MISS R. O'Neale 26' running pullup 3PT,[1626220],1610612756.0,PHX,running pullup,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,26.93,Missed,,,,,,,,,,,,,,,,,,
21,PT10M23.00S,2026-01-12T01:12:16.2Z,1,REGULAR,rebound,defensive,[],1642848,,,1610612764,5,5,2026-01-12T01:12:19Z,210000,False,,,0,,T. Johnson REBOUND (Off:0 Def:1),[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,
22,PT10M16.00S,2026-01-12T01:12:22.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642259,7.5722733245729295,41.42156862745098,1610612764,5,5,2026-01-12T01:15:09Z,220000,False,43.0,19.0,1,left,MISS A. Sarr driving Layup,[1642259],1610612764.0,WAS,driving,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,4.68,Missed,,,,,,,,,,,,,,,,,,
23,PT10M13.00S,2026-01-12T01:12:25.5Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612756,5,5,2026-01-12T01:12:28Z,230000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,
24,PT10M07.00S,2026-01-12T01:12:31.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631109,90.3580814717477,43.38235294117647,1610612756,5,5,2026-01-12T01:12:43Z,240000,False,-33.0,38.0,1,right,MISS M. Williams DUNK - blocked,"[1631109, 1642273]",1610612756.0,PHX,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,5.05,Missed,,,,,,,,,George,1642273.0,,,,,,,,
25,PT10M07.00S,2026-01-12T01:12:31.9Z,1,REGULAR,block,,[],1642273,,,1610612756,5,5,2026-01-12T01:13:27Z,250000,False,,,0,,K. George BLOCK (1 BLK),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
26,PT09M57.00S,2026-01-12T01:12:41.9Z,1,REGULAR,rebound,defensive,[],1642848,,,1610612764,5,5,2026-01-12T01:13:35Z,260000,False,,,0,,T. Johnson REBOUND (Off:0 Def:2),[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,24.0,2.0,2.0,0.0,,,,,,,,,,
27,PT09M56.00S,2026-01-12T01:12:50.2Z,1,REGULAR,foul,personal,[],1628415,,,1610612764,5,5,2026-01-12T01:13:01Z,270000,False,,,0,,D. Brooks personal FOUL (1 PF),"[1628415, 1642848]",1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,101283.0,1.0,0.0,Johnson,1642848.0,,,
29,PT09M44.00S,2026-01-12T01:13:16.5Z,1,REGULAR,2pt,Jump Shot,[],203114,6.1268068331143235,72.30392156862744,1610612764,5,7,2026-01-12T01:13:21Z,290000,False,-112.0,5.0,1,left,K. Middleton 11' turnaround Jump Shot (2 PTS),[203114],1610612764.0,WAS,turnaround,,,Middleton,K. Middleton,,,,,Mid-Range,8-16 Left,11.16,Made,2.0,,,,,,,,,,,,,,,,,
30,PT09M28.00S,2026-01-12T01:13:33.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,84.97043363994744,40.68627450980392,1610612756,7,7,2026-01-12T01:13:38Z,300000,False,-47.0,89.0,1,right,D. Brooks 10' turnaround Jump Shot (2 PTS),[1628415],1610612756.0,PHX,turnaround,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,10.03,Made,2.0,,,,,,,,,,,,,,,,,
32,PT09M15.00S,2026-01-12T01:13:46.7Z,1,REGULAR,turnover,lost ball,[],1642848,,,1610612764,7,7,2026-01-12T01:13:50Z,320000,False,,,0,,T. Johnson lost ball TURNOVER (1 TO),"[1642848, 1631221]",1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Gillespie,1631221.0
33,PT09M15.00S,2026-01-12T01:13:46.7Z,1,REGULAR,steal,,[],1631221,,,1610612756,7,7,2026-01-12T01:13:48Z,330000,False,,,0,,C. Gillespie STEAL (1 STL),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
34,PT09M07.00S,2026-01-12T01:13:54.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628415,66.5735873850197,29.901960784313726,1610612756,7,7,2026-01-12T01:13:58Z,340000,False,-100.0,262.0,1,right,MISS D. Brooks 28' 3PT,[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,28.03,Missed,,,,,,,,,,,,,,,,,,
35,PT09M04.00S,2026-01-12T01:13:57.2Z,1,REGULAR,rebound,defensive,[],1641731,,,1610612764,7,7,2026-01-12T01:13:58Z,350000,False,,,0,,B. Coulibaly REBOUND (Off:0 Def:1),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Above the Break 3,24+ Left Center,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,
36,PT09M01.00S,2026-01-12T01:14:00.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642273,24.26084099868594,88.48039215686273,1610612764,7,7,2026-01-12T01:14:06Z,360000,False,-192.0,176.0,1,left,MISS K. George 26' running 3PT,[1642273],1610612764.0,WAS,running,,,George,K. George,,,,,Above the Break 3,24+ Left Center,26.05,Missed,,,,,,,,,,,,,,,,,,
37,PT08M58.00S,2026-01-12T01:14:03.5Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,7,7,2026-01-12T01:14:06Z,370000,False,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,
38,PT08M43.00S,2026-01-12T01:14:20.4Z,1,REGULAR,foul,offensive,[],1628415,,,1610612756,7,7,2026-01-12T01:14:25Z,380000,False,,,0,,D. Brooks offensive FOUL (2 PF),"[1628415, 203114]",1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,202053.0,2.0,0.0,Middleton,203114.0,,,
40,PT08M43.00S,2026-01-12T01:14:20.4Z,1,REGULAR,turnover,offensive foul,[],1628415,,,1610612756,7,7,2026-01-12T01:14:20Z,400000,False,,,0,,D. Brooks offensive foul TURNOVER (1 TO),[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,202053.0,,,,,1.0,,
