actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-01-30T02:10:56.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-30T02:10:56Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-01-30T02:10:58.7Z,1,REGULAR,jumpball,recovered,[],1631221,,,1610612756,0,0,2026-01-30T02:10:58Z,40000,False,,,0,,Jump Ball M. Williams vs. J. Duren: Tip to C. Gillespie,"[1631221, 1631109, 1631105]",1610612756.0,PHX,startperiod,C. Gillespie,1631221.0,Gillespie,C. Gillespie,Williams,1631109.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2026-01-30T02:11:18.7Z,1,REGULAR,2pt,Jump Shot,[],1628415,75.77201051248358,26.715686274509803,1610612756,0,0,2026-01-30T02:11:44Z,70000,False,-116.0,175.0,1,right,MISS D. Brooks 21' turnaround fadeaway Shot,[1628415],1610612756.0,PHX,turnaround fadeaway,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Left Center,21.03,Missed,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2026-01-30T02:11:19.7Z,1,REGULAR,rebound,offensive,[],1631109,,,1610612756,0,0,2026-01-30T02:12:22Z,80000,False,,,0,,M. Williams REBOUND (Off:1 Def:0),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Mid-Range,16-24 Left Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M21.00S,2026-01-30T02:11:34.5Z,1,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612756,0,0,2026-01-30T02:11:41Z,90000,False,,,0,,D. Robinson shooting personal FOUL (1 PF) (Brooks 2 FT),"[1629130, 1628415]",1610612765.0,DET,shooting,,,Robinson,D. Robinson,,,,,Mid-Range,16-24 Right Center,,,,,,,201246.0,1.0,0.0,Brooks,1628415.0,,,,,,,,,
11,PT11M21.00S,2026-01-30T02:12:00.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628415,,,1610612756,1,0,2026-01-30T02:12:00Z,110000,False,,,0,,D. Brooks Free Throw 1 of 2 (1 PTS),[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
12,PT11M21.00S,2026-01-30T02:12:13.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628415,,,1610612756,2,0,2026-01-30T02:12:13Z,120000,False,,,0,,D. Brooks Free Throw 2 of 2 (2 PTS),[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
13,PT11M06.00S,2026-01-30T02:12:30.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,12.434296977660972,37.745098039215684,1610612765,2,2,2026-01-30T02:12:34Z,130000,False,61.0,64.0,1,left,J. Duren 8' driving Layup (2 PTS),[1631105],1610612765.0,DET,driving,,,Duren,J. Duren,,,,,In The Paint (Non-RA),8-16 Right,8.89,Made,,,,,,,,,,2.0,,,,,,,,
14,PT10M57.00S,2026-01-30T02:12:39.9Z,1,REGULAR,3pt,Jump Shot,[],1628415,83.78777923784494,96.32352941176471,1610612756,5,2,2026-01-30T02:12:45Z,140000,False,232.0,100.0,1,right,D. Brooks 25' 3PT  (5 PTS) (M. Williams 1 AST),"[1628415, 1631109]",1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,25.22,Made,,,,,,,,,,5.0,M. Williams,1631109.0,1.0,,,,,
16,PT10M41.00S,2026-01-30T02:12:55.1Z,1,REGULAR,3pt,Jump Shot,[],1630595,27.54599211563732,17.892156862745097,1610612765,5,5,2026-01-30T02:14:34Z,160000,False,161.0,206.0,1,left,C. Cunningham 26' 3PT step back (3 PTS),[1630595],1610612765.0,DET,step back,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,26.15,Made,,,,,,,,,,3.0,,,,,,,,
