actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
177,PT10M16.00S,2026-03-25T03:43:41.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203501,83.65637319316689,4.166666666666666,1610612743,37,35,2026-03-25T03:43:47Z,1750000,False,-229.0,101.0,1,right,T. Hardaway Jr. 25' 3PT  (12 PTS) (B. Brown 1 AST),"[203501, 1628971]",1610612743.0,DEN,,Hardaway Jr.,T. Hardaway Jr.,,Above the Break 3,24+ Left Center,25.05,Made,12.0,B. Brown,1628971.0,1.0,,,,,,,,,,,,,,,,,,,
179,PT09M59.00S,2026-03-25T03:43:59.7Z,2,REGULAR,turnover,out-of-bounds,[],1630224,,,1610612756,37,35,2026-03-25T03:44:08Z,1770000,False,,,0,,J. Green step out-of-bounds TURNOVER (1 TO),[1630224],1610612756.0,PHX,202007.0,Green,J. Green,step,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,1.0,,,,,,,,
180,PT09M40.00S,2026-03-25T03:44:27.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627750,84.05059132720105,40.44117647058824,1610612743,37,35,2026-03-25T03:44:32Z,1780000,False,-48.0,97.0,1,right,MISS J. Murray 10' turnaround Shot,[1627750],1610612743.0,DEN,,Murray,J. Murray,turnaround,In The Paint (Non-RA),8-16 Center,10.85,Missed,,,,,,,,,,,,,,,,,,,,,,,
181,PT09M37.00S,2026-03-25T03:44:30.4Z,2,REGULAR,rebound,defensive,[],1628960,,,1610612756,37,35,2026-03-25T03:44:32Z,1790000,False,,,0,,G. Allen REBOUND (Off:0 Def:2),[1628960],1610612756.0,PHX,,Allen,G. Allen,,In The Paint (Non-RA),8-16 Center,,,,,,,180.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
182,PT09M31.00S,2026-03-25T03:44:40.8Z,2,REGULAR,foul,personal,[],1628971,,,1610612756,37,35,2026-03-25T03:44:55Z,1800000,False,,,0,,B. Brown personal FOUL (1 PF),"[1628971, 1628960]",1610612743.0,DEN,204058.0,Brown,B. Brown,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,0.0,Allen,1628960.0,,,,,,,,,,,
184,PT09M24.00S,2026-03-25T03:45:07.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,8.886333771353483,53.92156862745098,1610612756,37,35,2026-03-25T03:45:11Z,1820000,False,-20.0,31.0,1,left,MISS J. Green driving Layup,[1630224],1610612756.0,PHX,,Green,J. Green,driving,Restricted Area,0-8 Center,3.67,Missed,,,,,,,,,,,,,,,,,,,,,,,
185,PT09M21.00S,2026-03-25T03:45:10.7Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612743,37,35,2026-03-25T03:45:11Z,1830000,False,,,0,,C. Johnson REBOUND (Off:0 Def:2),[1629661],1610612743.0,DEN,,Johnson,C. Johnson,,Restricted Area,0-8 Center,,,,,,,184.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
186,PT09M09.00S,2026-03-25T03:45:23.3Z,2,REGULAR,3pt,Jump Shot,[],203501,65.1281208935611,19.362745098039216,1610612743,37,35,2026-03-25T03:45:26Z,1840000,False,-153.0,275.0,1,right,MISS T. Hardaway Jr. 31' 3PT,[203501],1610612743.0,DEN,,Hardaway Jr.,T. Hardaway Jr.,,Above the Break 3,24+ Left Center,31.51,Missed,,,,,,,,,,,,,,,,,,,,,,,
187,PT09M06.00S,2026-03-25T03:45:26.3Z,2,REGULAR,rebound,defensive,[],1630224,,,1610612756,37,35,2026-03-25T03:45:26Z,1850000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612756.0,PHX,,Green,J. Green,,Above the Break 3,24+ Left Center,,,,,,,186.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
188,PT09M01.00S,2026-03-25T03:45:32.1Z,2,REGULAR,foul,personal,[],1629661,,,1610612756,37,35,2026-03-25T03:45:43Z,1860000,False,,,0,,C. Johnson personal FOUL (1 PF),"[1629661, 1630224]",1610612743.0,DEN,202007.0,Johnson,C. Johnson,,Mid-Range,16-24 Right Center,,,,,,,,,,,1.0,0.0,Green,1630224.0,,,,,,,,,,,
190,PT08M52.00S,2026-03-25T03:46:04.0Z,2,REGULAR,3pt,Jump Shot,[],1628960,35.03613666228647,22.54901960784314,1610612756,37,35,2026-03-25T03:46:08Z,1880000,False,137.0,277.0,1,left,MISS G. Allen 30' pullup 3PT,[1628960],1610612756.0,PHX,,Allen,G. Allen,pullup,Above the Break 3,24+ Right Center,30.9,Missed,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M49.00S,2026-03-25T03:46:07.0Z,2,REGULAR,rebound,defensive,[],1642461,,,1610612743,37,35,2026-03-25T03:46:08Z,1890000,False,,,0,,S. Jones REBOUND (Off:1 Def:1),[1642461],1610612743.0,DEN,,Jones,S. Jones,,Above the Break 3,24+ Right Center,,,,,,,190.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
192,PT08M47.00S,2026-03-25T03:46:10.7Z,2,REGULAR,violation,kicked ball,[],1642853,,,1610612743,37,35,2026-03-25T03:46:19Z,1900000,False,,,0,,R. Fleming kicked ball VIOLATION,[1642853],1610612756.0,PHX,1628484.0,Fleming,R. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M47.00S,2026-03-25T03:46:15.2Z,2,REGULAR,substitution,out,[],1642345,,,1610612743,37,35,2026-03-25T03:46:33Z,1910000,False,,,0,,SUB out: O. Ighodaro,[1642345],1610612756.0,PHX,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT08M47.00S,2026-03-25T03:46:15.2Z,2,REGULAR,substitution,in,[],1626220,,,1610612743,37,35,2026-03-25T03:46:33Z,1920000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M41.00S,2026-03-25T03:46:47.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,82.07950065703022,47.549019607843135,1610612743,37,35,2026-03-25T03:47:19Z,1930000,False,-12.0,116.0,1,right,MISS T. Hardaway Jr. 11' driving floating Shot,[203501],1610612743.0,DEN,,Hardaway Jr.,T. Hardaway Jr.,driving floating,In The Paint (Non-RA),8-16 Center,11.67,Missed,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M36.00S,2026-03-25T03:46:52.7Z,2,REGULAR,rebound,defensive,[],1631221,,,1610612756,37,35,2026-03-25T03:46:53Z,1940000,False,,,0,,C. Gillespie REBOUND (Off:1 Def:2),[1631221],1610612756.0,PHX,,Gillespie,C. Gillespie,,In The Paint (Non-RA),8-16 Center,,,,,,,195.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
197,PT08M22.00S,2026-03-25T03:47:06.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,7.5722733245729295,56.61764705882353,1610612756,39,35,2026-03-25T03:47:09Z,1950000,False,-33.0,19.0,1,left,J. Green driving Layup (4 PTS),[1630224],1610612756.0,PHX,,Green,J. Green,driving,Restricted Area,0-8 Center,3.8,Made,4.0,,,,,,,,,,,,,,,,,,,,,,
198,PT08M04.00S,2026-03-25T03:47:24.8Z,2,REGULAR,foul,personal,['2freethrow'],1630224,,,1610612743,39,35,2026-03-25T03:47:30Z,1960000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Murray 2 FT),"[1630224, 1627750]",1610612756.0,PHX,1628484.0,Green,J. Green,shooting,Mid-Range,8-16 Right,,,,,,,,,,,1.0,0.0,Murray,1627750.0,,,,,,,,,,,
200,PT08M04.00S,2026-03-25T03:47:49.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,39,35,2026-03-25T03:47:49Z,1980000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M04.00S,2026-03-25T03:50:45.1Z,2,REGULAR,substitution,out,[],203501,,,1610612743,39,35,2026-03-25T03:51:03Z,2000000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612743.0,DEN,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M04.00S,2026-03-25T03:50:45.1Z,2,REGULAR,substitution,out,[],1629661,,,1610612743,39,35,2026-03-25T03:51:03Z,2010000,False,,,0,,SUB out: C. Johnson,[1629661],1610612743.0,DEN,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M04.00S,2026-03-25T03:50:45.1Z,2,REGULAR,substitution,in,[],1631128,,,1610612743,39,35,2026-03-25T03:51:03Z,2020000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M04.00S,2026-03-25T03:50:45.1Z,2,REGULAR,substitution,in,[],1631124,,,1610612743,39,35,2026-03-25T03:51:03Z,2030000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M04.00S,2026-03-25T03:51:37.8Z,2,REGULAR,freethrow,1 of 2,[],1627750,,,1610612743,39,36,2026-03-25T03:51:37Z,2040000,False,,,0,,J. Murray Free Throw 1 of 2 (7 PTS),[1627750],1610612743.0,DEN,,Murray,J. Murray,,,,,Made,7.0,,,,,,,,,,,,,,,,,,,,,,
207,PT08M04.00S,2026-03-25T03:51:55.9Z,2,REGULAR,freethrow,2 of 2,[],1627750,,,1610612743,39,37,2026-03-25T03:51:55Z,2050000,False,,,0,,J. Murray Free Throw 2 of 2 (8 PTS),[1627750],1610612743.0,DEN,,Murray,J. Murray,,,,,Made,8.0,,,,,,,,,,,,,,,,,,,,,,
208,PT07M54.00S,2026-03-25T03:52:10.6Z,2,REGULAR,foul,personal,[],1642461,,,1610612756,39,37,2026-03-25T03:52:21Z,2060000,False,,,0,,S. Jones personal FOUL (2 PF),"[1642461, 1626220]",1610612743.0,DEN,204058.0,Jones,S. Jones,,Above the Break 3,24+ Center,,,,,,,,,,,2.0,0.0,O'Neale,1626220.0,,,,,,,,,,,
210,PT07M54.00S,2026-03-25T03:52:18.4Z,2,REGULAR,substitution,out,[],1628960,,,1610612756,39,37,2026-03-25T03:52:21Z,2080000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M54.00S,2026-03-25T03:52:18.4Z,2,REGULAR,substitution,in,[],1631123,,,1610612756,39,37,2026-03-25T03:52:21Z,2090000,False,,,0,,SUB in: J. Bouyea,[1631123],1610612756.0,PHX,,Bouyea,J. Bouyea,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M45.00S,2026-03-25T03:52:55.1Z,2,REGULAR,foul,technical,['1freethrow'],1631124,,,1610612756,39,37,2026-03-25T03:53:07Z,2100000,False,,,0,,J. Strawther defensive-3-second technical FOUL (1 Tech),[1631124],1610612743.0,DEN,202007.0,Strawther,J. Strawther,defensive-3-second,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,
213,PT07M45.00S,2026-03-25T03:53:09.9Z,2,REGULAR,freethrow,1 of 1,[],1631221,,,1610612756,40,37,2026-03-25T03:53:09Z,2110000,False,,,0,,C. Gillespie technical Free Throw 1 of 1 (11 PTS),[1631221],1610612756.0,PHX,,Gillespie,C. Gillespie,technical,,,,Made,11.0,,,,,,,,,,,,,,,,,,,,,,
214,PT07M40.00S,2026-03-25T03:53:33.5Z,2,REGULAR,foul,personal,['2freethrow'],1631124,,,1610612756,40,37,2026-03-25T03:53:50Z,2120000,False,,,0,,J. Strawther shooting personal FOUL (1 PF) (Green 2 FT),"[1631124, 1630224]",1610612743.0,DEN,202007.0,Strawther,J. Strawther,shooting,Restricted Area,0-8 Center,,,,,,,,,,,1.0,1.0,Green,1630224.0,,,,,,,,,,,
216,PT07M40.00S,2026-03-25T03:53:59.0Z,2,REGULAR,freethrow,1 of 2,[],1630224,,,1610612756,40,37,2026-03-25T03:53:59Z,2140000,False,,,0,,MISS J. Green Free Throw 1 of 2,[1630224],1610612756.0,PHX,,Green,J. Green,,,,,Missed,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M40.00S,2026-03-25T03:53:59.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,40,37,2026-03-25T03:53:59Z,2150000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,216.0,,,,,,,,,,,,,,,,,,
218,PT07M40.00S,2026-03-25T03:54:18.1Z,2,REGULAR,freethrow,2 of 2,[],1630224,,,1610612756,41,37,2026-03-25T03:54:18Z,2160000,False,,,0,,J. Green Free Throw 2 of 2 (5 PTS),[1630224],1610612756.0,PHX,,Green,J. Green,,,,,Made,5.0,,,,,,,,,,,,,,,,,,,,,,
219,PT07M27.00S,2026-03-25T03:54:33.3Z,2,REGULAR,2pt,Jump Shot,[],1627750,76.95466491458606,61.274509803921575,1610612743,41,37,2026-03-25T03:54:39Z,2170000,False,56.0,164.0,1,right,MISS J. Murray 17' pullup Shot,[1627750],1610612743.0,DEN,,Murray,J. Murray,pullup,Mid-Range,16-24 Right Center,17.35,Missed,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M23.00S,2026-03-25T03:54:37.3Z,2,REGULAR,rebound,defensive,[],1630224,,,1610612756,41,37,2026-03-25T03:54:39Z,2180000,False,,,0,,J. Green REBOUND (Off:0 Def:3),[1630224],1610612756.0,PHX,,Green,J. Green,,Mid-Range,16-24 Right Center,,,,,,,219.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
221,PT07M16.00S,2026-03-25T03:54:43.9Z,2,REGULAR,turnover,lost ball,[],1630224,,,1610612756,41,37,2026-03-25T03:54:48Z,2190000,False,,,0,,J. Green lost ball TURNOVER (2 TO),"[1630224, 1628971]",1610612756.0,PHX,,Green,J. Green,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,2.0,Brown,1628971.0,,,,,,
222,PT07M16.00S,2026-03-25T03:54:43.9Z,2,REGULAR,steal,,[],1628971,,,1610612743,41,37,2026-03-25T03:54:46Z,2200000,False,,,0,,B. Brown STEAL (1 STL),[1628971],1610612743.0,DEN,,Brown,B. Brown,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M13.00S,2026-03-25T03:54:47.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631128,91.5407358738502,52.94117647058824,1610612743,41,39,2026-03-25T03:54:53Z,2210000,False,15.0,27.0,1,right,C. Braun running Layup (4 PTS) (B. Brown 2 AST),"[1631128, 1628971]",1610612743.0,DEN,,Braun,C. Braun,running,Restricted Area,0-8 Center,3.07,Made,4.0,B. Brown,1628971.0,2.0,,,,,,,,,,,,,,,,,,,
225,PT06M52.00S,2026-03-25T03:55:07.2Z,2,REGULAR,2pt,Jump Shot,[],1631221,6.652431011826544,75.98039215686273,1610612756,41,39,2026-03-25T03:55:14Z,2230000,False,-130.0,10.0,1,left,MISS C. Gillespie 13' pullup Shot,[1631221],1610612756.0,PHX,,Gillespie,C. Gillespie,pullup,Mid-Range,8-16 Left,13.03,Missed,,,,,,,,,,,,,,,,,,,,,,,
226,PT06M50.00S,2026-03-25T03:55:09.2Z,2,REGULAR,rebound,defensive,[],1631128,,,1610612743,41,39,2026-03-25T03:55:14Z,2240000,False,,,0,,C. Braun REBOUND (Off:0 Def:1),[1631128],1610612743.0,DEN,,Braun,C. Braun,,Mid-Range,8-16 Left,,,,,,,225.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
227,PT06M36.00S,2026-03-25T03:55:24.2Z,2,REGULAR,3pt,Jump Shot,[],1627750,70.77858081471747,22.54901960784314,1610612743,41,39,2026-03-25T03:55:28Z,2250000,False,-137.0,222.0,1,right,MISS J. Murray 26' pullup 3PT,[1627750],1610612743.0,DEN,,Murray,J. Murray,pullup,Above the Break 3,24+ Left Center,26.12,Missed,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M33.00S,2026-03-25T03:55:27.2Z,2,REGULAR,rebound,defensive,[],1642853,,,1610612756,41,39,2026-03-25T03:55:28Z,2260000,False,,,0,,R. Fleming REBOUND (Off:0 Def:1),[1642853],1610612756.0,PHX,,Fleming,R. Fleming,,Above the Break 3,24+ Left Center,,,,,,,227.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
229,PT06M12.00S,2026-03-25T03:55:47.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630224,8.754927726675426,63.48039215686274,1610612756,41,39,2026-03-25T03:56:33Z,2270000,False,-67.0,30.0,1,left,MISS J. Green 7' driving floating Shot,[1630224],1610612756.0,PHX,,Green,J. Green,driving floating,In The Paint (Non-RA),0-8 Center,7.37,Missed,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M08.00S,2026-03-25T03:55:51.7Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612743,41,39,2026-03-25T03:55:53Z,2280000,False,,,0,,B. Brown REBOUND (Off:1 Def:2),[1628971],1610612743.0,DEN,,Brown,B. Brown,,In The Paint (Non-RA),0-8 Center,,,,,,,229.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
231,PT06M06.00S,2026-03-25T03:55:53.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,86.28449408672799,57.84313725490197,1610612743,41,39,2026-03-25T03:56:01Z,2290000,False,39.0,76.0,1,right,MISS B. Brown 8' driving Layup,[1628971],1610612743.0,DEN,,Brown,B. Brown,driving,In The Paint (Non-RA),8-16 Center,8.59,Missed,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M03.00S,2026-03-25T03:55:57.2Z,2,REGULAR,rebound,offensive,[],1628971,,,1610612743,41,39,2026-03-25T03:55:57Z,2300000,False,,,0,,B. Brown REBOUND (Off:2 Def:2),[1628971],1610612743.0,DEN,,Brown,B. Brown,,In The Paint (Non-RA),8-16 Center,,,,,,,231.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
233,PT06M02.00S,2026-03-25T03:55:58.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628971,91.67214191852825,47.30392156862745,1610612743,41,41,2026-03-25T03:56:04Z,2310000,False,-13.0,26.0,1,right,B. Brown putback Layup (2 PTS),[1628971],1610612743.0,DEN,,Brown,B. Brown,putback,Restricted Area,0-8 Center,2.91,Made,2.0,,,,,,,,,,,,,,,,,,,,,,
234,PT05M52.00S,2026-03-25T03:56:07.5Z,2,REGULAR,3pt,Jump Shot,[],1631221,34.773324572930356,42.40196078431372,1610612756,41,41,2026-03-25T03:56:11Z,2320000,False,38.0,274.0,1,left,MISS C. Gillespie 27' pullup 3PT,[1631221],1610612756.0,PHX,,Gillespie,C. Gillespie,pullup,Above the Break 3,24+ Center,27.7,Missed,,,,,,,,,,,,,,,,,,,,,,,
235,PT05M50.00S,2026-03-25T03:56:09.5Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612743,41,41,2026-03-25T03:56:11Z,2330000,False,,,0,,B. Brown REBOUND (Off:2 Def:3),[1628971],1610612743.0,DEN,,Brown,B. Brown,,Above the Break 3,24+ Center,,,,,,,234.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
236,PT05M37.00S,2026-03-25T03:56:23.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,87.86136662286465,61.029411764705884,1610612743,41,41,2026-03-25T03:56:29Z,2340000,False,55.0,62.0,1,right,MISS B. Brown 8' driving Layup,[1628971],1610612743.0,DEN,,Brown,B. Brown,driving,In The Paint (Non-RA),8-16 Right,8.26,Missed,,,,,,,,,,,,,,,,,,,,,,,
237,PT05M31.00S,2026-03-25T03:56:29.1Z,2,REGULAR,rebound,offensive,[],1642461,,,1610612743,41,41,2026-03-25T03:56:29Z,2350000,False,,,0,,S. Jones REBOUND (Off:2 Def:1),[1642461],1610612743.0,DEN,,Jones,S. Jones,,In The Paint (Non-RA),8-16 Right,,,,,,,236.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
238,PT05M31.00S,2026-03-25T03:56:28.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642461,94.40999984741211,50.0,1610612743,41,41,2026-03-25T03:56:28Z,2360000,False,0.0,0.0,1,right,MISS S. Jones tip Layup,[1642461],1610612743.0,DEN,,Jones,S. Jones,tip,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M30.00S,2026-03-25T03:56:29.5Z,2,REGULAR,rebound,defensive,[],1630224,,,1610612756,41,41,2026-03-25T03:56:29Z,2370000,False,,,0,,J. Green REBOUND (Off:0 Def:4),[1630224],1610612756.0,PHX,,Green,J. Green,,Mid-Range,8-16 Left,,,,,,,238.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
240,PT05M30.00S,2026-03-25T03:56:32.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627750,,,1610612756,41,41,2026-03-25T03:56:49Z,2380000,False,,,0,,J. Murray shooting personal FOUL (1 PF) (Green 2 FT),"[1627750, 1630224]",1610612743.0,DEN,204058.0,Murray,J. Murray,shooting,Restricted Area,0-8 Center,,,,,,,,,,,1.0,0.0,Green,1630224.0,,,,,,,,,,,
242,PT05M30.00S,2026-03-25T03:57:00.8Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630224,,,1610612756,42,41,2026-03-25T03:57:00Z,2400000,False,,,0,,J. Green Free Throw 1 of 2 (6 PTS),[1630224],1610612756.0,PHX,,Green,J. Green,,,,,Made,6.0,,,,,,,,,,,,,,,,,,,,,,
243,PT05M30.00S,2026-03-25T03:57:01.4Z,2,REGULAR,substitution,out,[],1631221,,,1610612756,42,41,2026-03-25T03:57:17Z,2410000,False,,,0,,SUB out: C. Gillespie,[1631221],1610612756.0,PHX,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M30.00S,2026-03-25T03:57:01.4Z,2,REGULAR,substitution,out,[],1642853,,,1610612756,42,41,2026-03-25T03:57:17Z,2420000,False,,,0,,SUB out: R. Fleming,[1642853],1610612756.0,PHX,,Fleming,R. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M30.00S,2026-03-25T03:57:01.4Z,2,REGULAR,substitution,out,[],1642461,,,1610612756,42,41,2026-03-25T03:57:17Z,2430000,False,,,0,,SUB out: S. Jones,[1642461],1610612743.0,DEN,,Jones,S. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M30.00S,2026-03-25T03:57:01.4Z,2,REGULAR,substitution,out,[],1627750,,,1610612756,42,41,2026-03-25T03:57:17Z,2440000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M30.00S,2026-03-25T03:57:01.4Z,2,REGULAR,substitution,in,[],1642345,,,1610612756,42,41,2026-03-25T03:57:17Z,2450000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M30.00S,2026-03-25T03:57:01.4Z,2,REGULAR,substitution,in,[],1626164,,,1610612756,42,41,2026-03-25T03:57:17Z,2460000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M30.00S,2026-03-25T03:57:01.4Z,2,REGULAR,substitution,in,[],203999,,,1610612756,42,41,2026-03-25T03:57:17Z,2470000,False,,,0,,SUB in: N. Jokić,[203999],1610612743.0,DEN,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M30.00S,2026-03-25T03:57:01.4Z,2,REGULAR,substitution,in,[],203932,,,1610612756,42,41,2026-03-25T03:57:17Z,2480000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M30.00S,2026-03-25T03:57:25.5Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630224,,,1610612756,43,41,2026-03-25T03:57:25Z,2490000,False,,,0,,J. Green Free Throw 2 of 2 (7 PTS),[1630224],1610612756.0,PHX,,Green,J. Green,,,,,Made,7.0,,,,,,,,,,,,,,,,,,,,,,
252,PT05M18.00S,2026-03-25T03:57:39.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631124,83.13074901445466,55.14705882352941,1610612743,43,41,2026-03-25T03:57:45Z,2500000,False,26.0,106.0,1,right,MISS J. Strawther 10' driving floating Shot,[1631124],1610612743.0,DEN,,Strawther,J. Strawther,driving floating,In The Paint (Non-RA),8-16 Center,10.92,Missed,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M15.00S,2026-03-25T03:57:42.3Z,2,REGULAR,rebound,offensive,[],1631124,,,1610612743,43,41,2026-03-25T03:57:42Z,2510000,False,,,0,,J. Strawther REBOUND (Off:1 Def:0),[1631124],1610612743.0,DEN,,Strawther,J. Strawther,,In The Paint (Non-RA),8-16 Center,,,,,,,252.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
254,PT05M13.00S,2026-03-25T03:57:43.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631124,86.5473061760841,49.754901960784316,1610612743,43,43,2026-03-25T03:57:49Z,2520000,False,-1.0,74.0,1,right,J. Strawther 7' Layup (2 PTS),[1631124],1610612743.0,DEN,,Strawther,J. Strawther,,In The Paint (Non-RA),0-8 Center,7.4,Made,2.0,,,,,,,,,,,,,,,,,,,,,,
255,PT05M00.00S,2026-03-25T03:57:56.9Z,2,REGULAR,3pt,Jump Shot,[],1630224,8.360709592641262,4.166666666666666,1610612756,46,43,2026-03-25T03:58:04Z,2530000,False,229.0,26.0,1,left,J. Green 3PT pullup (10 PTS) (R. O'Neale 2 AST),"[1630224, 1626220]",1610612756.0,PHX,,Green,J. Green,pullup,Right Corner 3,24+ Right,23.07,Made,10.0,R. O'Neale,1626220.0,2.0,,,,,,,,,,,,,,,,,,,
257,PT04M50.00S,2026-03-25T03:58:06.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631128,92.72339027595268,53.431372549019606,1610612743,46,45,2026-03-25T03:58:21Z,2550000,False,17.0,16.0,1,right,C. Braun cutting DUNK (6 PTS) (N. Jokić 6 AST),"[1631128, 203999]",1610612743.0,DEN,,Braun,C. Braun,cutting,Restricted Area,0-8 Center,2.34,Made,6.0,N. Jokić,203999.0,6.0,,,,,,,,,,,,,,,,,,,
