actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-03-29T02:10:17.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-29T02:10:17Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-03-29T02:10:20.3Z,1,REGULAR,jumpball,recovered,[],1631221,,,1610612756,0,0,2026-03-29T02:10:20Z,40000,False,,,0,,Jump Ball O. Ighodaro vs. K. Filipowski: Tip to C. Gillespie,"[1631221, 1642345, 1642271]",1610612756.0,PHX,startperiod,C. Gillespie,1631221.0,Gillespie,C. Gillespie,Ighodaro,1642345.0,Filipowski,1642271.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2026-03-29T02:10:31.8Z,1,REGULAR,3pt,Jump Shot,[],1631221,23.603810775295663,8.57843137254902,1610612756,0,0,2026-03-29T02:10:37Z,70000,False,207.0,169.0,1,left,MISS C. Gillespie 26' 3PT,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Right Center,26.76,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2026-03-29T02:10:35.8Z,1,REGULAR,rebound,defensive,[],1642846,,,1610612762,0,0,2026-03-29T02:10:37Z,80000,False,,,0,,A. Bailey REBOUND (Off:0 Def:1),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M31.00S,2026-03-29T02:10:46.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642846,94.69448094612353,51.71568627450981,1610612762,0,0,2026-03-29T02:10:50Z,90000,False,9.0,-3.0,1,right,MISS A. Bailey driving Layup,[1642846],1610612762.0,UTA,driving,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,0.9,Missed,,,,,,,,,,,,,,,,,,
10,PT11M30.00S,2026-03-29T02:10:47.5Z,1,REGULAR,rebound,offensive,[],1642846,,,1610612762,0,0,2026-03-29T02:11:22Z,100000,False,,,0,,A. Bailey REBOUND (Off:1 Def:1),[1642846],1610612762.0,UTA,,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,,,9.0,2.0,1.0,1.0,,,,,,,,,,,,,,
11,PT11M29.00S,2026-03-29T02:10:49.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642846,94.40999984741211,50.0,1610612762,0,0,2026-03-29T02:11:28Z,110000,False,0.0,0.0,1,right,MISS A. Bailey tip Layup,[1642846],1610612762.0,UTA,tip,,,Bailey,A. Bailey,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
12,PT11M28.00S,2026-03-29T02:10:50.6Z,1,REGULAR,rebound,defensive,[],1642345,,,1610612756,0,0,2026-03-29T02:11:28Z,120000,False,,,0,,O. Ighodaro REBOUND (Off:0 Def:1),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M25.00S,2026-03-29T02:10:51.9Z,1,REGULAR,turnover,bad pass,[],1642345,,,1610612756,0,0,2026-03-29T02:10:55Z,130000,False,,,0,,O. Ighodaro bad pass TURNOVER (1 TO),"[1642345, 1642271]",1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,Filipowski,1642271.0,,,,,,,,,,,
14,PT11M25.00S,2026-03-29T02:10:51.9Z,1,REGULAR,steal,,[],1642271,,,1610612762,0,0,2026-03-29T02:12:24Z,140000,False,,,0,,K. Filipowski STEAL (1 STL),[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
15,PT11M21.00S,2026-03-29T02:10:55.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641729,74.98357424441524,10.294117647058822,1610612762,0,3,2026-03-29T02:10:59Z,150000,False,-199.0,183.0,1,right,B. Sensabaugh 26' 3PT  (3 PTS) (A. Bailey 1 AST),"[1641729, 1642846]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,26.98,Made,,,,,,,,3.0,A. Bailey,1642846.0,1.0,,,,,,,
17,PT11M02.00S,2026-03-29T02:11:14.4Z,1,REGULAR,3pt,Jump Shot,[],1630224,28.991458607095925,78.18627450980392,1610612756,3,3,2026-03-29T02:11:18Z,170000,False,-141.0,220.0,1,left,J. Green 26' 3PT pullup (3 PTS),[1630224],1610612756.0,PHX,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,26.13,Made,,,,,,,,3.0,,,,,,,,,,
18,PT10M39.00S,2026-03-29T02:11:37.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642271,93.24901445466492,51.470588235294116,1610612762,3,5,2026-03-29T02:11:41Z,180000,False,7.0,11.0,1,right,K. Filipowski driving Layup (2 PTS),[1642271],1610612762.0,UTA,driving,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,1.33,Made,,,,,,,,2.0,,,,,,,,,,
19,PT10M25.00S,2026-03-29T02:11:51.8Z,1,REGULAR,3pt,Jump Shot,[],1630224,26.363337713534822,9.313725490196079,1610612756,3,5,2026-03-29T02:11:56Z,190000,False,203.0,195.0,1,left,MISS J. Green 28' 3PT,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,28.2,Missed,,,,,,,,,,,,,,,,,,
20,PT10M22.00S,2026-03-29T02:11:54.8Z,1,REGULAR,rebound,defensive,[],1641729,,,1610612762,3,5,2026-03-29T02:11:56Z,200000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:1),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M10.00S,2026-03-29T02:12:07.0Z,1,REGULAR,2pt,Jump Shot,[],1641729,89.30683311432325,72.30392156862744,1610612762,3,5,2026-03-29T02:13:52Z,210000,False,112.0,48.0,1,right,MISS B. Sensabaugh 12' driving floating Shot,[1641729],1610612762.0,UTA,driving floating,,,Sensabaugh,B. Sensabaugh,,,,,Mid-Range,8-16 Right,12.14,Missed,,,,,,,,,,,,,,,,,,
22,PT10M08.00S,2026-03-29T02:12:09.0Z,1,REGULAR,rebound,offensive,[],1641989,,,1610612762,3,5,2026-03-29T02:12:18Z,220000,False,,,0,,E. Harkless REBOUND (Off:1 Def:0),[1641989],1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,Mid-Range,8-16 Right,,,21.0,1.0,0.0,1.0,,,,,,,,,,,,,,
23,PT10M08.00S,2026-03-29T02:12:14.8Z,1,REGULAR,foul,personal,['2freethrow'],1626164,,,1610612762,3,5,2026-03-29T02:12:30Z,230000,False,,,0,,D. Booker shooting personal FOUL (1 PF) (Harkless 2 FT),"[1626164, 1641989]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202026.0,1.0,0.0,Harkless,1641989.0,,
25,PT10M08.00S,2026-03-29T02:12:35.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1641989,,,1610612762,3,6,2026-03-29T02:12:35Z,250000,False,,,0,,E. Harkless Free Throw 1 of 2 (1 PTS),[1641989],1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
