actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-11-11T02:10:45.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-11T02:10:45Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2025-11-11T02:10:48.4Z,1,REGULAR,jumpball,recovered,[],1626164,,,1610612756,0,0,2025-11-11T02:10:48Z,40000,False,,,0,,Jump Ball M. Williams vs. K. Looney: Tip to D. Booker,"[1626164, 1631109, 1626172]",1610612756.0,PHX,startperiod,D. Booker,1626164.0,Booker,D. Booker,Williams,1631109.0,Looney,1626172.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2025-11-11T02:11:03.1Z,1,REGULAR,3pt,Jump Shot,[],1628415,24.129434954007884,9.803921568627452,1610612756,0,0,2025-11-11T02:11:08Z,70000,False,201.0,174.0,1,left,MISS D. Brooks 26' 3PT,[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,26.6,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2025-11-11T02:11:05.1Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612740,0,0,2025-11-11T02:11:08Z,80000,False,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M23.00S,2025-11-11T02:11:21.0Z,1,REGULAR,2pt,Jump Shot,[],1626172,85.62746386333771,73.77450980392157,1610612740,0,0,2025-11-11T02:11:25Z,90000,False,119.0,83.0,1,right,MISS K. Looney 14' Jump Shot,[1626172],1610612740.0,NOP,,,,Looney,K. Looney,,,,,Mid-Range,8-16 Right,14.48,Missed,,,,,,,,,,,,,,,,,,
10,PT11M20.00S,2025-11-11T02:11:24.0Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612756,0,0,2025-11-11T02:11:25Z,100000,False,,,0,,M. Williams REBOUND (Off:0 Def:1),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Mid-Range,8-16 Right,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M15.00S,2025-11-11T02:11:29.6Z,1,REGULAR,3pt,Jump Shot,[],1628960,32.14520367936925,61.029411764705884,1610612756,0,0,2025-11-11T02:11:34Z,110000,False,-55.0,250.0,1,left,MISS G. Allen 25' pullup 3PT,[1628960],1610612756.0,PHX,pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Center,25.57,Missed,,,,,,,,,,,,,,,,,,
12,PT11M12.00S,2025-11-11T02:11:32.6Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,0,0,2025-11-11T02:11:34Z,120000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M02.00S,2025-11-11T02:11:42.4Z,1,REGULAR,3pt,Jump Shot,[],1630529,91.93495400788436,2.941176470588235,1610612740,0,0,2025-11-11T02:11:47Z,130000,False,-235.0,23.0,1,right,MISS H. Jones 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Left Corner 3,24+ Left,23.65,Missed,,,,,,,,,,,,,,,,,,
14,PT10M59.00S,2025-11-11T02:11:45.4Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612756,0,0,2025-11-11T02:11:47Z,140000,False,,,0,,G. Allen REBOUND (Off:0 Def:1),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Left Corner 3,24+ Left,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
