actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
346,PT10M29.00S,2026-03-22T03:24:24.8Z,3,REGULAR,foul,personal,['1freethrow'],1626164,,,1610612749,58,62,2026-03-22T03:24:35Z,3450000,False,,,0,,D. Booker shooting personal FOUL (2 PF) (Turner 1 FT),"[1626164, 1626167]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627541.0,,2.0,0.0,Turner,1626167.0,,
348,PT10M29.00S,2026-03-22T03:24:52.8Z,3,REGULAR,freethrow,1 of 1,[],1626167,,,1610612749,58,62,2026-03-22T03:24:56Z,3470000,False,,,0,,MISS M. Turner Free Throw 1 of 1,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
349,PT10M27.00S,2026-03-22T03:24:54.8Z,3,REGULAR,rebound,defensive,[],1631221,,,1610612756,58,62,2026-03-22T03:24:56Z,3480000,False,,,0,,C. Gillespie REBOUND (Off:0 Def:2),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,348.0,,,,,2.0,2.0,0.0,,,,,,,,
350,PT10M20.00S,2026-03-22T03:25:01.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642345,17.427726675427067,39.46078431372549,1610612756,60,62,2026-03-22T03:27:08Z,3490000,False,53.0,111.0,1,left,O. Ighodaro 12' floating Jump Shot (10 PTS) (C. Gillespie 4 AST),"[1642345, 1631221]",1610612756.0,PHX,floating,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),8-16 Center,12.31,Made,,,,10.0,C. Gillespie,1631221.0,4.0,,,,,,,,,,,
352,PT09M58.00S,2026-03-22T03:25:22.8Z,3,REGULAR,3pt,Jump Shot,[],1631172,71.04139290407359,15.441176470588236,1610612749,60,62,2026-03-22T03:25:27Z,3510000,False,-173.0,220.0,1,right,MISS O. Dieng 27' pullup 3PT,[1631172],1610612749.0,MIL,pullup,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Left Center,27.95,Missed,,,,,,,,,,,,,,,,,,
353,PT09M55.00S,2026-03-22T03:25:25.8Z,3,REGULAR,rebound,defensive,[],1630692,,,1610612756,60,62,2026-03-22T03:25:27Z,3520000,False,,,0,,J. Goodwin REBOUND (Off:2 Def:1),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Left Center,,,,,352.0,,,,,3.0,1.0,2.0,,,,,,,,
354,PT09M50.00S,2026-03-22T03:25:31.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1631221,33.327858081471746,19.362745098039216,1610612756,63,62,2026-03-22T03:28:33Z,3530000,False,153.0,261.0,1,left,C. Gillespie 30' 3PT running pullup (14 PTS) (J. Goodwin 4 AST),"[1631221, 1630692]",1610612756.0,PHX,running pullup,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Right Center,30.25,Made,,,,14.0,J. Goodwin,1630692.0,4.0,,,,,,,,,,,
355,PT09M49.00S,2026-03-22T03:25:36.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,63,62,2026-03-22T03:25:36Z,3540000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT09M25.00S,2026-03-22T03:28:54.6Z,3,REGULAR,3pt,Jump Shot,[],1627752,95.74572930354796,3.1862745098039214,1610612749,63,65,2026-03-22T03:29:00Z,3550000,False,-234.0,-13.0,1,right,T. Prince 3PT  (6 PTS) (O. Dieng 1 AST),"[1627752, 1631172]",1610612749.0,MIL,,,,Prince,T. Prince,,,,,Left Corner 3,24+ Left,23.44,Made,,,,6.0,O. Dieng,1631172.0,1.0,,,,,,,,,,,
358,PT09M15.00S,2026-03-22T03:29:04.0Z,3,REGULAR,3pt,Jump Shot,[],1631221,34.773324572930356,10.784313725490197,1610612756,63,65,2026-03-22T03:29:09Z,3570000,False,196.0,274.0,1,left,MISS C. Gillespie 33' 3PT,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Right Center,33.73,Missed,,,,,,,,,,,,,,,,,,
359,PT09M13.00S,2026-03-22T03:29:06.0Z,3,REGULAR,rebound,offensive,[],1631221,,,1610612756,63,65,2026-03-22T03:31:26Z,3580000,False,,,0,,C. Gillespie REBOUND (Off:1 Def:2),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Right Center,,,,,358.0,,,,,3.0,2.0,1.0,,,,,,,,
360,PT09M11.00S,2026-03-22T03:29:08.7Z,3,REGULAR,turnover,bad pass,[],1631221,,,1610612756,63,65,2026-03-22T03:29:14Z,3590000,False,,,0,,C. Gillespie bad pass TURNOVER (1 TO),"[1631221, 1631157]",1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1.0,,,,,Rollins,1631157.0
361,PT09M11.00S,2026-03-22T03:29:08.7Z,3,REGULAR,steal,,[],1631157,,,1610612749,63,65,2026-03-22T03:29:10Z,3600000,False,,,0,,R. Rollins STEAL (3 STL),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
362,PT09M07.00S,2026-03-22T03:29:11.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631157,95.48291721419186,48.77450980392157,1610612749,63,67,2026-03-22T03:29:18Z,3610000,False,-6.0,-10.0,1,right,R. Rollins running Layup (14 PTS),[1631157],1610612749.0,MIL,running,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,1.17,Made,,,,14.0,,,,,,,,,,,,,,
363,PT08M45.00S,2026-03-22T03:29:34.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,14.799605781865965,37.5,1610612756,65,67,2026-03-22T03:32:20Z,3620000,False,62.0,87.0,1,left,D. Booker 10' driving floating Jump Shot (8 PTS),[1626164],1610612756.0,PHX,driving floating,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Right,10.68,Made,,,,8.0,,,,,,,,,,,,,,
364,PT08M26.00S,2026-03-22T03:29:53.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627752,93.77463863337714,49.50980392156863,1610612749,65,69,2026-03-22T03:32:54Z,3630000,False,-2.0,6.0,1,right,T. Prince driving DUNK (8 PTS),[1627752],1610612749.0,MIL,driving,,,Prince,T. Prince,,,,,Restricted Area,0-8 Center,0.65,Made,,,,8.0,,,,,,,,,,,,,,
367,PT08M10.00S,2026-03-22T03:30:09.7Z,3,REGULAR,2pt,Jump Shot,[],1626164,13.61695137976347,17.892156862745097,1610612756,65,69,2026-03-22T03:30:16Z,3650000,False,161.0,75.0,1,left,MISS D. Booker 17' fadeaway Shot,[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,Mid-Range,16-24 Right,17.74,Missed,,,,,,,,,,,,,,,,,,
368,PT08M07.00S,2026-03-22T03:30:12.7Z,3,REGULAR,rebound,offensive,[],1642345,,,1610612756,65,69,2026-03-22T03:30:16Z,3660000,False,,,0,,O. Ighodaro REBOUND (Off:2 Def:1),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Mid-Range,16-24 Right,,,,,367.0,,,,,3.0,1.0,2.0,,,,,,,,
369,PT07M59.00S,2026-03-22T03:30:20.9Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1630692,7.046649145860711,32.59803921568628,1610612756,67,69,2026-03-22T03:30:52Z,3670000,False,87.0,14.0,1,left,J. Goodwin 8' driving floating Jump Shot (4 PTS) (C. Gillespie 5 AST),"[1630692, 1631221]",1610612756.0,PHX,driving floating,,,Goodwin,J. Goodwin,,,,,Mid-Range,8-16 Right,8.81,Made,,,,4.0,C. Gillespie,1631221.0,5.0,,,,,,,,,,,
371,PT07M42.00S,2026-03-22T03:30:37.2Z,3,REGULAR,3pt,Jump Shot,[],1628398,92.46057818659659,94.85294117647058,1610612749,67,69,2026-03-22T03:36:04Z,3690000,False,224.0,18.0,1,right,MISS K. Kuzma pullup 3PT,[1628398],1610612749.0,MIL,pullup,,,Kuzma,K. Kuzma,,,,,Right Corner 3,24+ Right,22.51,Missed,,,,,,,,,,,,,,,,,,
372,PT07M41.00S,2026-03-22T03:30:38.2Z,3,REGULAR,rebound,defensive,[],1626164,,,1610612756,67,69,2026-03-22T03:36:23Z,3700000,False,,,0,,D. Booker REBOUND (Off:1 Def:3),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Right Corner 3,24+ Right,,,,,371.0,,,,,4.0,3.0,1.0,,,,,,,,
373,PT07M30.00S,2026-03-22T03:30:49.7Z,3,REGULAR,3pt,Jump Shot,[],1631221,26.10052562417871,84.55882352941177,1610612756,67,69,2026-03-22T03:30:55Z,3710000,False,-173.0,193.0,1,left,MISS C. Gillespie 25' 3PT,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Left Center,25.89,Missed,,,,,,,,,,,,,,,,,,
374,PT07M29.00S,2026-03-22T03:30:50.7Z,3,REGULAR,rebound,defensive,[],1631172,,,1610612749,67,69,2026-03-22T03:36:47Z,3720000,False,,,0,,O. Dieng REBOUND (Off:0 Def:2),[1631172],1610612749.0,MIL,,,,Dieng,O. Dieng,,,,,Above the Break 3,24+ Left Center,,,,,373.0,,,,,2.0,2.0,0.0,,,,,,,,
375,PT07M14.00S,2026-03-22T03:31:07.4Z,3,REGULAR,foul,personal,[],1642345,,,1610612749,67,69,2026-03-22T03:31:39Z,3730000,False,,,0,,O. Ighodaro personal FOUL (1 PF),"[1642345, 1626167]",1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201246.0,,1.0,0.0,Turner,1626167.0,,
377,PT07M07.00S,2026-03-22T03:31:43.5Z,3,REGULAR,3pt,Jump Shot,[],1626167,69.72733245729303,76.47058823529412,1610612749,67,69,2026-03-22T03:31:51Z,3750000,False,132.0,232.0,1,right,MISS M. Turner 26' 3PT,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,26.72,Missed,,,,,,,,,,,,,,,,,,
378,PT07M01.00S,2026-03-22T03:31:49.5Z,3,REGULAR,rebound,defensive,[],1630692,,,1610612756,67,69,2026-03-22T03:31:51Z,3760000,False,,,0,,J. Goodwin REBOUND (Off:2 Def:2),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Right Center,,,,,377.0,,,,,4.0,2.0,2.0,,,,,,,,
379,PT06M53.00S,2026-03-22T03:31:57.3Z,3,REGULAR,3pt,Jump Shot,[],1630692,34.11629434954008,54.65686274509803,1610612756,70,69,2026-03-22T03:32:01Z,3770000,False,-23.0,268.0,1,left,J. Goodwin 26' 3PT  (7 PTS) (C. Gillespie 6 AST),"[1630692, 1631221]",1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Center,26.92,Made,,,,7.0,C. Gillespie,1631221.0,6.0,,,,,,,,,,,
381,PT06M33.00S,2026-03-22T03:32:20.7Z,3,REGULAR,turnover,traveling,[],1628398,,,1610612749,70,69,2026-03-22T03:32:26Z,3790000,False,,,0,,K. Kuzma traveling TURNOVER (2 TO),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201246.0,2.0,,,,,,
382,PT06M33.00S,2026-03-22T03:32:23.4Z,3,REGULAR,substitution,out,[],1626167,,,1610612756,70,69,2026-03-22T03:32:32Z,3800000,False,,,0,,SUB out: M. Turner,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT06M33.00S,2026-03-22T03:32:23.4Z,3,REGULAR,substitution,in,[],1630579,,,1610612756,70,69,2026-03-22T03:32:32Z,3810000,False,,,0,,SUB in: J. Sims,[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT06M23.00S,2026-03-22T03:32:49.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626164,26.231931668856767,82.59803921568627,1610612756,70,69,2026-03-22T03:32:54Z,3820000,False,-163.0,194.0,1,left,MISS D. Booker 25' 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,25.35,Missed,,,,,,,,,,,,,,,,,,
385,PT06M18.00S,2026-03-22T03:32:54.9Z,3,REGULAR,rebound,defensive,[],1631157,,,1610612749,70,69,2026-03-22T03:32:54Z,3830000,False,,,0,,R. Rollins REBOUND (Off:0 Def:4),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Left Center,,,,,384.0,,,,,4.0,4.0,0.0,,,,,,,,
386,PT06M10.00S,2026-03-22T03:33:01.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627752,83.39356110381078,49.50980392156863,1610612749,70,69,2026-03-22T03:33:07Z,3840000,False,-2.0,104.0,1,right,MISS T. Prince 10' turnaround fadeaway Shot,[1627752],1610612749.0,MIL,turnaround fadeaway,,,Prince,T. Prince,,,,,In The Paint (Non-RA),8-16 Center,10.36,Missed,,,,,,,,,,,,,,,,,,
387,PT06M07.00S,2026-03-22T03:33:04.7Z,3,REGULAR,rebound,offensive,[],1630579,,,1610612749,70,69,2026-03-22T03:33:04Z,3850000,False,,,0,,J. Sims REBOUND (Off:5 Def:1),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),8-16 Center,,,,,386.0,,,,,6.0,1.0,5.0,,,,,,,,
388,PT06M06.00S,2026-03-22T03:33:05.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628398,74.45795006570303,84.31372549019608,1610612749,70,72,2026-03-22T03:33:10Z,3860000,False,172.0,188.0,1,right,K. Kuzma 25' 3PT  (20 PTS) (J. Sims 3 AST),"[1628398, 1630579]",1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,25.42,Made,,,,20.0,J. Sims,1630579.0,3.0,,,,,,,,,,,
390,PT05M48.00S,2026-03-22T03:33:24.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642345,7.046649145860711,49.26470588235294,1610612756,70,72,2026-03-22T03:33:36Z,3880000,False,4.0,14.0,1,left,MISS O. Ighodaro driving finger roll Layup,[1642345],1610612756.0,PHX,driving finger roll,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,1.42,Missed,,,,,,,,,,,,,,,,,,
391,PT05M47.00S,2026-03-22T03:33:25.7Z,3,REGULAR,rebound,defensive,[],1631157,,,1610612749,70,72,2026-03-22T03:39:31Z,3890000,False,,,0,,R. Rollins REBOUND (Off:0 Def:5),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,,,,,390.0,,,,,5.0,5.0,0.0,,,,,,,,
392,PT05M40.00S,2026-03-22T03:33:32.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631172,95.22010512483574,50.0,1610612749,70,74,2026-03-22T03:40:27Z,3900000,False,0.0,-8.0,1,right,O. Dieng driving Layup (7 PTS) (R. Rollins 5 AST),"[1631172, 1631157]",1610612749.0,MIL,driving,,,Dieng,O. Dieng,,,,,Restricted Area,0-8 Center,0.76,Made,,,,7.0,R. Rollins,1631157.0,5.0,,,,,,,,,,,
394,PT05M25.00S,2026-03-22T03:33:46.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,7.5722733245729295,54.41176470588235,1610612756,70,74,2026-03-22T03:33:50Z,3920000,False,-22.0,19.0,1,left,MISS J. Green driving Layup,[1630224],1610612756.0,PHX,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.89,Missed,,,,,,,,,,,,,,,,,,
396,PT05M23.00S,2026-03-22T03:33:48.6Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612749,70,74,2026-03-22T03:42:34Z,3940000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,394.0,,,,,2.0,2.0,0.0,,,,,,,,
397,PT05M18.00S,2026-03-22T03:33:54.2Z,3,REGULAR,3pt,Jump Shot,[],1631157,81.553876478318,95.34313725490196,1610612749,70,74,2026-03-22T03:33:59Z,3950000,False,227.0,121.0,1,right,MISS R. Rollins 25' step back 3PT,[1631157],1610612749.0,MIL,step back,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Right Center,25.69,Missed,,,,,,,,,,,,,,,,,,
398,PT05M16.00S,2026-03-22T03:33:56.2Z,3,REGULAR,rebound,offensive,[],1630579,,,1610612749,70,74,2026-03-22T03:33:59Z,3960000,False,,,0,,J. Sims REBOUND (Off:6 Def:1),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Right Center,,,,,397.0,,,,,7.0,1.0,6.0,,,,,,,,
399,PT05M16.00S,2026-03-22T03:33:59.2Z,3,REGULAR,foul,personal,['2freethrow'],1631221,,,1610612749,70,74,2026-03-22T03:34:20Z,3970000,False,,,0,,C. Gillespie shooting personal FOUL (2 PF) (Sims 2 FT),"[1631221, 1630579]",1610612756.0,PHX,shooting,,,Gillespie,C. Gillespie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627541.0,,2.0,0.0,Sims,1630579.0,,
401,PT05M16.00S,2026-03-22T03:34:38.0Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630579,,,1610612749,70,74,2026-03-22T03:34:38Z,3990000,False,,,0,,MISS J. Sims Free Throw 1 of 2,[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
402,PT05M16.00S,2026-03-22T03:34:38.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,70,74,2026-03-22T03:34:38Z,4000000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,401.0,,,,,,,,,,,,,,,
403,PT05M16.00S,2026-03-22T03:34:38.7Z,3,REGULAR,substitution,out,[],1642345,,,1610612749,70,74,2026-03-22T03:34:53Z,4010000,False,,,0,,SUB out: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT05M16.00S,2026-03-22T03:34:38.7Z,3,REGULAR,substitution,out,[],1631221,,,1610612749,70,74,2026-03-22T03:34:53Z,4020000,False,,,0,,SUB out: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT05M16.00S,2026-03-22T03:34:38.7Z,3,REGULAR,substitution,out,[],1628398,,,1610612749,70,74,2026-03-22T03:34:53Z,4030000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT05M16.00S,2026-03-22T03:34:38.7Z,3,REGULAR,substitution,in,[],1642863,,,1610612749,70,74,2026-03-22T03:34:53Z,4040000,False,,,0,,SUB in: K. Maluach,[1642863],1610612756.0,PHX,,,,Maluach,K. Maluach,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT05M16.00S,2026-03-22T03:34:38.7Z,3,REGULAR,substitution,in,[],1642346,,,1610612749,70,74,2026-03-22T03:34:53Z,4050000,False,,,0,,SUB in: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT05M16.00S,2026-03-22T03:34:38.7Z,3,REGULAR,substitution,in,[],1631250,,,1610612749,70,74,2026-03-22T03:34:53Z,4060000,False,,,0,,SUB in: P. Nance,[1631250],1610612749.0,MIL,,,,Nance,P. Nance,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT05M16.00S,2026-03-22T03:35:05.4Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630579,,,1610612749,70,75,2026-03-22T03:35:05Z,4070000,False,,,0,,J. Sims Free Throw 2 of 2 (5 PTS),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,,,,Made,,,,5.0,,,,,,,,,,,,,,
410,PT04M55.00S,2026-03-22T03:35:27.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1642863,6.1268068331143235,49.01960784313725,1610612756,72,75,2026-03-22T03:35:33Z,4080000,False,5.0,5.0,1,left,K. Maluach driving DUNK (2 PTS) (D. Booker 5 AST),"[1642863, 1626164]",1610612756.0,PHX,driving,,,Maluach,K. Maluach,,,,,Restricted Area,0-8 Center,0.71,Made,,,,2.0,D. Booker,1626164.0,5.0,,,,,,,,,,,
412,PT04M43.00S,2026-03-22T03:35:40.6Z,3,REGULAR,3pt,Jump Shot,[],1631157,72.61826544021025,11.519607843137255,1610612749,72,75,2026-03-22T03:35:45Z,4100000,False,-192.0,205.0,1,right,MISS R. Rollins 28' step back 3PT,[1631157],1610612749.0,MIL,step back,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Left Center,28.11,Missed,,,,,,,,,,,,,,,,,,
413,PT04M39.00S,2026-03-22T03:35:44.6Z,3,REGULAR,rebound,defensive,[],1642346,,,1610612756,72,75,2026-03-22T03:35:45Z,4110000,False,,,0,,R. Dunn REBOUND (Off:1 Def:5),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Left Center,,,,,412.0,,,,,6.0,5.0,1.0,,,,,,,,
414,PT04M20.00S,2026-03-22T03:36:02.5Z,3,REGULAR,3pt,Jump Shot,[],1642346,34.11629434954008,50.245098039215684,1610612756,72,75,2026-03-22T03:36:07Z,4120000,False,-1.0,268.0,1,left,MISS R. Dunn 26' 3PT,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Center,26.82,Missed,,,,,,,,,,,,,,,,,,
415,PT04M16.00S,2026-03-22T03:36:06.5Z,3,REGULAR,rebound,defensive,[],1631157,,,1610612749,72,75,2026-03-22T03:36:07Z,4130000,False,,,0,,R. Rollins REBOUND (Off:0 Def:6),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Center,,,,,414.0,,,,,6.0,6.0,0.0,,,,,,,,
416,PT03M59.00S,2026-03-22T03:36:23.3Z,3,REGULAR,3pt,Jump Shot,[],1627752,89.30683311432325,96.32352941176471,1610612749,72,75,2026-03-22T03:36:27Z,4140000,False,232.0,48.0,1,right,MISS T. Prince 3PT,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Right Corner 3,24+ Right,23.65,Missed,,,,,,,,,,,,,,,,,,
417,PT03M56.00S,2026-03-22T03:36:26.3Z,3,REGULAR,rebound,offensive,[],1630579,,,1610612749,72,75,2026-03-22T03:36:27Z,4150000,False,,,0,,J. Sims REBOUND (Off:7 Def:1),[1630579],1610612749.0,MIL,,,,Sims,J. Sims,,,,,Right Corner 3,24+ Right,,,,,416.0,,,,,8.0,1.0,7.0,,,,,,,,
418,PT03M52.00S,2026-03-22T03:36:30.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1631157,65.91655716162943,47.549019607843135,1610612749,72,78,2026-03-22T03:36:34Z,4160000,False,-12.0,268.0,1,right,R. Rollins 26' 3PT  (17 PTS) (O. Dieng 2 AST),"[1631157, 1631172]",1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Center,26.82,Made,,,,17.0,O. Dieng,1631172.0,2.0,,,,,,,,,,,
420,PT03M49.00S,2026-03-22T03:36:36.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,72,78,2026-03-22T03:36:36Z,4180000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT03M49.00S,2026-03-22T03:37:58.1Z,3,REGULAR,substitution,out,[],1630224,,,1610612756,72,78,2026-03-22T03:39:13Z,4190000,False,,,0,,SUB out: J. Green,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT03M49.00S,2026-03-22T03:37:58.1Z,3,REGULAR,substitution,out,[],1627752,,,1610612756,72,78,2026-03-22T03:39:13Z,4200000,False,,,0,,SUB out: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT03M49.00S,2026-03-22T03:37:58.1Z,3,REGULAR,substitution,in,[],1631123,,,1610612756,72,78,2026-03-22T03:39:13Z,4210000,False,,,0,,SUB in: J. Bouyea,[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT03M49.00S,2026-03-22T03:37:58.1Z,3,REGULAR,substitution,in,[],1631260,,,1610612756,72,78,2026-03-22T03:39:13Z,4220000,False,,,0,,SUB in: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT03M49.00S,2026-03-22T03:37:58.1Z,3,REGULAR,substitution,out,[],1630692,,,1610612756,72,78,2026-03-22T03:40:11Z,4225000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT03M49.00S,2026-03-22T03:37:58.1Z,3,REGULAR,substitution,in,[],1642853,,,1610612756,72,78,2026-03-22T03:40:11Z,4227500,False,,,0,,SUB in: R. Fleming,[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT03M26.00S,2026-03-22T03:39:50.8Z,3,REGULAR,3pt,Jump Shot,[],1642853,16.770696452036795,3.1862745098039214,1610612756,72,78,2026-03-22T03:40:00Z,4230000,False,234.0,105.0,1,left,MISS R. Fleming 25' 3PT,[1642853],1610612756.0,PHX,,,,Fleming,R. Fleming,,,,,Above the Break 3,24+ Right Center,25.66,Missed,,,,,,,,,,,,,,,,,,
426,PT03M23.00S,2026-03-22T03:39:53.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612749,72,78,2026-03-22T03:40:00Z,4240000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,425.0,,,,,,,,,,,,,,,
