actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
215,PT07M28.00S,2026-02-21T22:47:48.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,87.86136662286465,54.65686274509803,1610612756,33,32,2026-02-21T22:47:52Z,2140000,False,23.0,62.0,1,right,MISS J. Green 6' driving Layup - blocked,"[1630224, 1631094]",1610612756.0,PHX,driving,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,6.59,Missed,,,,,,,,,,,,,,Banchero,1631094.0,,,
216,PT07M28.00S,2026-02-21T22:47:48.4Z,2,REGULAR,block,,[],1631094,,,1610612756,33,32,2026-02-21T22:47:50Z,2150000,False,,,0,,P. Banchero BLOCK (2 BLK),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
217,PT07M27.00S,2026-02-21T22:47:49.4Z,2,REGULAR,rebound,defensive,[],1631094,,,1610612753,33,32,2026-02-21T22:47:52Z,2160000,False,,,0,,P. Banchero REBOUND (Off:0 Def:5),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,215.0,,,,,,5.0,5.0,0.0,,,,,,,,,
223,PT07M07.00S,2026-02-21T22:48:17.0Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1630224,,,1610612753,33,32,2026-02-21T22:48:29Z,2220000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Bane 3 FT),"[1630224, 1630217]",1610612756.0,PHX,shooting,,,Green,J. Green,,,,,Left Corner 3,24+ Left,,,,1193.0,1.0,0.0,Bane,1630217.0,,,,,,,,,,,,
225,PT07M07.00S,2026-02-21T22:48:43.6Z,2,REGULAR,freethrow,1 of 3,[],1630217,,,1610612753,33,33,2026-02-21T22:53:45Z,2240000,False,,,0,,D. Bane Free Throw 1 of 3 (18 PTS),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,Made,,,,,,,,,,18.0,,,,,,,,
226,PT07M07.00S,2026-02-21T22:48:59.5Z,2,REGULAR,freethrow,2 of 3,[],1630217,,,1610612753,33,34,2026-02-21T22:53:45Z,2250000,False,,,0,,D. Bane Free Throw 2 of 3 (19 PTS),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,Made,,,,,,,,,,19.0,,,,,,,,
227,PT07M07.00S,2026-02-21T22:49:00.3Z,2,REGULAR,substitution,out,[],1642345,,,1610612753,33,34,2026-02-21T22:49:13Z,2260000,False,,,0,,SUB out: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M07.00S,2026-02-21T22:49:00.3Z,2,REGULAR,substitution,out,[],1641724,,,1610612753,33,34,2026-02-21T22:49:13Z,2270000,False,,,0,,SUB out: J. Howard,[1641724],1610612753.0,ORL,,,,Howard,J. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M07.00S,2026-02-21T22:49:00.3Z,2,REGULAR,substitution,out,[],1629021,,,1610612753,33,34,2026-02-21T22:49:13Z,2280000,False,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M07.00S,2026-02-21T22:49:00.3Z,2,REGULAR,substitution,in,[],1631109,,,1610612753,33,34,2026-02-21T22:49:13Z,2290000,False,,,0,,SUB in: M. Williams,[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT07M07.00S,2026-02-21T22:49:00.3Z,2,REGULAR,substitution,in,[],1641710,,,1610612753,33,34,2026-02-21T22:49:13Z,2300000,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M07.00S,2026-02-21T22:49:00.3Z,2,REGULAR,substitution,in,[],1628976,,,1610612753,33,34,2026-02-21T22:49:13Z,2310000,False,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M07.00S,2026-02-21T22:49:26.4Z,2,REGULAR,freethrow,3 of 3,[],1630217,,,1610612753,33,35,2026-02-21T22:53:45Z,2320000,False,,,0,,D. Bane Free Throw 3 of 3 (20 PTS),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,Made,,,,,,,,,,20.0,,,,,,,,
234,PT06M51.00S,2026-02-21T22:49:47.9Z,2,REGULAR,turnover,bad pass,[],1630224,,,1610612756,33,35,2026-02-21T22:49:53Z,2330000,False,,,0,,J. Green bad pass TURNOVER (1 TO),"[1630224, 1630217]",1610612756.0,PHX,,,,Green,J. Green,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,Bane,1630217.0
235,PT06M51.00S,2026-02-21T22:49:47.9Z,2,REGULAR,steal,,[],1630217,,,1610612753,33,35,2026-02-21T22:49:49Z,2340000,False,,,0,,D. Bane STEAL (2 STL),[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
236,PT06M48.00S,2026-02-21T22:49:51.4Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630217,29.25427069645204,76.47058823529412,1610612753,33,35,2026-02-21T22:49:59Z,2350000,False,-132.0,222.0,1,left,MISS D. Bane 25' running pullup 3PT,[1630217],1610612753.0,ORL,running pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,25.89,Missed,,,,,,,,,,,,,,,,,,
237,PT06M42.00S,2026-02-21T22:49:57.4Z,2,REGULAR,rebound,defensive,[],1631109,,,1610612756,33,35,2026-02-21T22:49:59Z,2360000,False,,,0,,M. Williams REBOUND (Off:0 Def:5),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Left Center,,,236.0,,,,,,5.0,5.0,0.0,,,,,,,,,
238,PT06M41.00S,2026-02-21T22:49:57.6Z,2,REGULAR,turnover,lost ball,[],1631109,,,1610612756,33,35,2026-02-21T22:50:03Z,2370000,False,,,0,,M. Williams lost ball TURNOVER (1 TO),"[1631109, 1628975]",1610612756.0,PHX,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Carter,1628975.0
239,PT06M41.00S,2026-02-21T22:49:57.6Z,2,REGULAR,steal,,[],1628975,,,1610612753,33,35,2026-02-21T22:49:59Z,2380000,False,,,0,,J. Carter STEAL (1 STL),[1628975],1610612753.0,ORL,,,,Carter,J. Carter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
240,PT06M36.00S,2026-02-21T22:50:02.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630217,9.806176084099869,47.30392156862745,1610612753,33,37,2026-02-21T22:50:07Z,2390000,False,13.0,40.0,1,left,D. Bane driving Layup (22 PTS) (P. Banchero 3 AST),"[1630217, 1631094]",1610612753.0,ORL,driving,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,4.19,Made,,,,,,,,,,22.0,P. Banchero,1631094.0,3.0,,,,,
241,PT06M15.00S,2026-02-21T22:50:23.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631221,81.68528252299606,53.18627450980392,1610612756,35,37,2026-02-21T22:50:28Z,2400000,False,16.0,120.0,1,right,C. Gillespie 12' pullup Jump Shot (11 PTS),[1631221],1610612756.0,PHX,pullup,,,Gillespie,C. Gillespie,,,,,In The Paint (Non-RA),8-16 Center,12.08,Made,,,,,,,,,,11.0,,,,,,,,
242,PT05M58.00S,2026-02-21T22:50:40.2Z,2,REGULAR,3pt,Jump Shot,[],1628975,34.247700394218136,31.61764705882353,1610612753,35,37,2026-02-21T22:50:44Z,2410000,False,92.0,269.0,1,left,MISS J. Carter 28' 3PT,[1628975],1610612753.0,ORL,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Right Center,28.46,Missed,,,,,,,,,,,,,,,,,,
243,PT05M55.00S,2026-02-21T22:50:43.2Z,2,REGULAR,rebound,defensive,[],1626220,,,1610612756,35,37,2026-02-21T22:50:44Z,2420000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:2),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,,,242.0,,,,,,2.0,2.0,0.0,,,,,,,,,
244,PT05M40.00S,2026-02-21T22:51:00.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,86.81011826544021,56.61764705882353,1610612756,35,37,2026-02-21T22:51:07Z,2430000,False,33.0,71.0,1,right,MISS J. Green 7' driving Layup - blocked,"[1630224, 1631094]",1610612756.0,PHX,driving,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,7.88,Missed,,,,,,,,,,,,,,Banchero,1631094.0,,,
245,PT05M40.00S,2026-02-21T22:51:00.7Z,2,REGULAR,block,,[],1631094,,,1610612756,35,37,2026-02-21T22:51:35Z,2440000,False,,,0,,P. Banchero BLOCK (3 BLK),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
246,PT05M40.00S,2026-02-21T22:51:00.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,35,37,2026-02-21T22:51:07Z,2450000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,244.0,,,,,,,,,,,,,,,,,
248,PT05M40.00S,2026-02-21T22:51:11.9Z,2,REGULAR,substitution,out,[],1630217,,,1610612756,35,37,2026-02-21T22:51:15Z,2470000,False,,,0,,SUB out: D. Bane,[1630217],1610612753.0,ORL,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M40.00S,2026-02-21T22:51:11.9Z,2,REGULAR,substitution,in,[],1641783,,,1610612756,35,37,2026-02-21T22:51:15Z,2480000,False,,,0,,SUB in: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M34.00S,2026-02-21T22:51:25.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631221,72.35545335085413,85.29411764705883,1610612756,35,37,2026-02-21T22:51:30Z,2490000,False,176.0,207.0,1,right,MISS C. Gillespie 27' step back 3PT,[1631221],1610612756.0,PHX,step back,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Right Center,27.23,Missed,,,,,,,,,,,,,,,,,,
251,PT05M30.00S,2026-02-21T22:51:29.4Z,2,REGULAR,rebound,defensive,[],1631094,,,1610612753,35,37,2026-02-21T22:51:30Z,2500000,False,,,0,,P. Banchero REBOUND (Off:0 Def:6),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,,,250.0,,,,,,6.0,6.0,0.0,,,,,,,,,
252,PT05M20.00S,2026-02-21T22:51:38.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631094,14.668199737187912,47.549019607843135,1610612753,35,37,2026-02-21T22:51:43Z,2510000,False,12.0,85.0,1,left,MISS P. Banchero 8' turnaround Shot,[1631094],1610612753.0,ORL,turnaround,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,8.63,Missed,,,,,,,,,,,,,,,,,,
253,PT05M18.00S,2026-02-21T22:51:40.4Z,2,REGULAR,rebound,defensive,[],1631109,,,1610612756,35,37,2026-02-21T22:51:43Z,2520000,False,,,0,,M. Williams REBOUND (Off:0 Def:6),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,252.0,,,,,,6.0,6.0,0.0,,,,,,,,,
254,PT05M08.00S,2026-02-21T22:51:51.0Z,2,REGULAR,3pt,Jump Shot,[],1630224,73.27529566360053,84.55882352941177,1610612756,35,37,2026-02-21T22:51:56Z,2530000,False,173.0,199.0,1,right,MISS J. Green 26' step back 3PT,[1630224],1610612756.0,PHX,step back,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,26.33,Missed,,,,,,,,,,,,,,,,,,
255,PT05M05.00S,2026-02-21T22:51:54.0Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,35,37,2026-02-21T22:51:56Z,2540000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:4),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,,,254.0,,,,,,4.0,4.0,0.0,,,,,,,,,
256,PT05M00.00S,2026-02-21T22:52:01.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,9.149145860709593,54.41176470588235,1610612753,35,39,2026-02-21T22:52:08Z,2550000,False,-22.0,34.0,1,left,P. Banchero driving reverse Layup (6 PTS),[1631094],1610612753.0,ORL,driving reverse,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,4.01,Made,,,,,,,,,,6.0,,,,,,,,
257,PT05M00.00S,2026-02-21T22:52:03.0Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631109,,,1610612753,35,39,2026-02-21T22:55:25Z,2560000,False,,,0,,M. Williams shooting personal FOUL (1 PF) (Banchero 1 FT),"[1631109, 1631094]",1610612756.0,PHX,shooting,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,1146.0,1.0,0.0,Banchero,1631094.0,,,,,,,,,,,,
260,PT05M00.00S,2026-02-21T22:52:18.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,35,39,2026-02-21T22:52:18Z,2580000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M00.00S,2026-02-21T22:54:26.0Z,2,REGULAR,substitution,out,[],1630224,,,1610612753,35,39,2026-02-21T22:55:01Z,2590000,False,,,0,,SUB out: J. Green,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M00.00S,2026-02-21T22:54:26.0Z,2,REGULAR,substitution,out,[],1631221,,,1610612753,35,39,2026-02-21T22:55:01Z,2600000,False,,,0,,SUB out: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M00.00S,2026-02-21T22:54:26.0Z,2,REGULAR,substitution,in,[],1630692,,,1610612753,35,39,2026-02-21T22:55:01Z,2610000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M00.00S,2026-02-21T22:54:26.0Z,2,REGULAR,substitution,in,[],1628960,,,1610612753,35,39,2026-02-21T22:55:01Z,2620000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT05M00.00S,2026-02-21T22:55:26.4Z,2,REGULAR,freethrow,1 of 1,[],1631094,,,1610612753,35,40,2026-02-21T22:55:26Z,2630000,False,,,0,,P. Banchero Free Throw 1 of 1 (7 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,,,,,,7.0,,,,,,,,
266,PT04M43.00S,2026-02-21T22:55:45.9Z,2,REGULAR,foul,personal,[],1628976,,,1610612756,35,40,2026-02-21T22:56:18Z,2640000,False,,,0,,W. Carter Jr. personal FOUL (2 PF),"[1628976, 1631109]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,1146.0,2.0,0.0,Williams,1631109.0,,,,,,,,,,,,
268,PT04M37.00S,2026-02-21T22:56:09.0Z,2,REGULAR,3pt,Jump Shot,[],1628960,64.20827858081472,50.98039215686274,1610612756,38,40,2026-02-21T22:56:13Z,2660000,False,5.0,284.0,1,right,G. Allen 28' 3PT  (7 PTS) (M. Williams 1 AST),"[1628960, 1631109]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Center,28.39,Made,,,,,,,,,,7.0,M. Williams,1631109.0,1.0,,,,,
269,PT04M15.00S,2026-02-21T22:56:30.7Z,2,REGULAR,3pt,Jump Shot,[],1631094,5.995400788436268,94.6078431372549,1610612753,38,40,2026-02-21T22:56:35Z,2670000,False,-223.0,4.0,1,left,MISS P. Banchero 3PT,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Left Corner 3,24+ Left,22.3,Missed,,,,,,,,,,,,,,,,,,
270,PT04M14.00S,2026-02-21T22:56:31.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,38,40,2026-02-21T22:56:35Z,2680000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Left Corner 3,24+ Left,,,269.0,,,,,,,,,,,,,,,,,
273,PT04M08.00S,2026-02-21T22:56:54.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631094,8.886333771353483,51.9607843137255,1610612753,38,42,2026-02-21T22:56:59Z,2700000,False,-10.0,31.0,1,left,P. Banchero cutting DUNK (9 PTS) (T. da Silva 1 AST),"[1631094, 1641783]",1610612753.0,ORL,cutting,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,3.25,Made,,,,,,,,,,9.0,T. da Silva,1641783.0,1.0,,,,,
275,PT03M55.00S,2026-02-21T22:57:08.0Z,2,REGULAR,turnover,lost ball,[],1628960,,,1610612756,38,42,2026-02-21T22:57:11Z,2720000,False,,,0,,G. Allen lost ball TURNOVER (1 TO),"[1628960, 1628975]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,1.0,Carter,1628975.0
276,PT03M55.00S,2026-02-21T22:57:08.0Z,2,REGULAR,steal,,[],1628975,,,1610612753,38,42,2026-02-21T22:57:09Z,2730000,False,,,0,,J. Carter STEAL (2 STL),[1628975],1610612753.0,ORL,,,,Carter,J. Carter,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
277,PT03M51.00S,2026-02-21T22:57:11.9Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",1628975,17.0335085413929,26.47058823529412,1610612753,38,44,2026-02-21T22:57:22Z,2740000,False,118.0,108.0,1,left,J. Carter 15' running pullup Jump Shot (7 PTS),[1628975],1610612753.0,ORL,running pullup,,,Carter,J. Carter,,,,,Mid-Range,8-16 Right,15.94,Made,,,,,,,,,,7.0,,,,,,,,
278,PT03M37.00S,2026-02-21T22:57:26.6Z,2,REGULAR,3pt,Jump Shot,[],1628960,73.66951379763469,89.2156862745098,1610612756,38,44,2026-02-21T22:57:31Z,2750000,False,196.0,195.0,1,right,MISS G. Allen 27' pullup 3PT,[1628960],1610612756.0,PHX,pullup,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,27.66,Missed,,,,,,,,,,,,,,,,,,
279,PT03M34.00S,2026-02-21T22:57:29.6Z,2,REGULAR,rebound,defensive,[],1628975,,,1610612753,38,44,2026-02-21T22:57:31Z,2760000,False,,,0,,J. Carter REBOUND (Off:0 Def:1),[1628975],1610612753.0,ORL,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Right Center,,,278.0,,,,,,1.0,1.0,0.0,,,,,,,,,
280,PT03M31.00S,2026-02-21T22:57:32.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628975,32.276609724047304,66.66666666666666,1610612753,38,47,2026-02-21T22:57:39Z,2770000,False,-83.0,251.0,1,left,J. Carter 26' 3PT running pullup (10 PTS),[1628975],1610612753.0,ORL,running pullup,,,Carter,J. Carter,,,,,Above the Break 3,24+ Left Center,26.44,Made,,,,,,,,,,10.0,,,,,,,,
281,PT03M14.00S,2026-02-21T22:57:53.5Z,2,REGULAR,foul,technical,['1freethrow'],1628976,,,1610612756,38,47,2026-02-21T22:58:04Z,2780000,False,,,0,,W. Carter Jr. defensive-3-second technical FOUL (1 Tech),[1628976],1610612753.0,ORL,defensive-3-second,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,2003.0,2.0,1.0,,,,,,,,,,,,,,
282,PT03M14.00S,2026-02-21T22:58:18.1Z,2,REGULAR,freethrow,1 of 1,[],1628960,,,1610612756,39,47,2026-02-21T22:58:18Z,2790000,False,,,0,,G. Allen technical Free Throw 1 of 1 (8 PTS),[1628960],1610612756.0,PHX,technical,,,Allen,G. Allen,,,,,,,,Made,,,,,,,,,,8.0,,,,,,,,
283,PT03M14.00S,2026-02-21T22:58:20.8Z,2,REGULAR,substitution,out,[],1626220,,,1610612756,39,47,2026-02-21T22:58:23Z,2800000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT03M14.00S,2026-02-21T22:58:20.8Z,2,REGULAR,substitution,in,[],1642346,,,1610612756,39,47,2026-02-21T22:58:23Z,2810000,False,,,0,,SUB in: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT03M00.00S,2026-02-21T22:58:51.3Z,2,REGULAR,foul,personal,['2freethrow'],1641783,,,1610612756,39,47,2026-02-21T22:59:01Z,2820000,False,,,0,,T. da Silva shooting personal FOUL (2 PF) (Dunn 2 FT),"[1641783, 1642346]",1610612753.0,ORL,shooting,,,da Silva,T. da Silva,,,,,In The Paint (Non-RA),0-8 Center,,,,1146.0,2.0,0.0,Dunn,1642346.0,,,,,,,,,,,,
287,PT03M00.00S,2026-02-21T22:59:15.4Z,2,REGULAR,freethrow,1 of 2,[],1642346,,,1610612756,39,47,2026-02-21T22:59:34Z,2840000,False,,,0,,MISS R. Dunn Free Throw 1 of 2,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
288,PT03M00.00S,2026-02-21T22:59:15.4Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612756,39,47,2026-02-21T22:59:34Z,2850000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,287.0,,,,,,,,,,,,,,,,,
289,PT03M00.00S,2026-02-21T22:59:15.4Z,2,REGULAR,freethrow,2 of 2,[],1642346,,,1610612756,39,47,2026-02-21T22:59:34Z,2860000,False,,,0,,MISS R. Dunn Free Throw 2 of 2,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
290,PT02M57.00S,2026-02-21T22:59:18.4Z,2,REGULAR,rebound,defensive,[],1631094,,,1610612753,39,47,2026-02-21T22:59:34Z,2870000,False,,,0,,P. Banchero REBOUND (Off:0 Def:7),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,289.0,,,,,,7.0,7.0,0.0,,,,,,,,,
291,PT02M43.00S,2026-02-21T22:59:47.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631094,7.30946123521682,50.245098039215684,1610612753,39,49,2026-02-21T22:59:51Z,2880000,False,-1.0,16.0,1,left,P. Banchero driving DUNK (11 PTS),[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.62,Made,,,,,,,,,,11.0,,,,,,,,
292,PT02M27.00S,2026-02-21T23:00:03.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630692,82.47371879106439,46.07843137254902,1610612756,39,49,2026-02-21T23:00:08Z,2890000,False,-20.0,112.0,1,right,MISS J. Goodwin 11' pullup Shot - blocked,"[1630692, 1628975]",1610612756.0,PHX,pullup,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),8-16 Center,11.39,Missed,,,,,,,,,,,,,,Carter,1628975.0,,,
293,PT02M27.00S,2026-02-21T23:00:03.5Z,2,REGULAR,block,,[],1628975,,,1610612756,39,49,2026-02-21T23:00:05Z,2900000,False,,,0,,J. Carter BLOCK (1 BLK),[1628975],1610612753.0,ORL,,,,Carter,J. Carter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
294,PT02M24.00S,2026-02-21T23:00:06.5Z,2,REGULAR,rebound,defensive,[],1631094,,,1610612753,39,49,2026-02-21T23:00:08Z,2910000,False,,,0,,P. Banchero REBOUND (Off:0 Def:8),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,292.0,,,,,,8.0,8.0,0.0,,,,,,,,,
295,PT02M22.00S,2026-02-21T23:00:08.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628975,8.09789750328515,48.28431372549019,1610612753,39,51,2026-02-21T23:00:17Z,2920000,False,9.0,24.0,1,left,J. Carter running Layup (12 PTS) (P. Banchero 4 AST),"[1628975, 1631094]",1610612753.0,ORL,running,,,Carter,J. Carter,,,,,Restricted Area,0-8 Center,2.51,Made,,,,,,,,,,12.0,P. Banchero,1631094.0,4.0,,,,,
297,PT02M22.00S,2026-02-21T23:00:13.4Z,2,REGULAR,timeout,full,['team'],0,,,1610612756,39,51,2026-02-21T23:00:13Z,2940000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT02M22.00S,2026-02-21T23:01:15.9Z,2,REGULAR,substitution,out,[],1631109,,,1610612756,39,51,2026-02-21T23:01:55Z,2950000,False,,,0,,SUB out: M. Williams,[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT02M22.00S,2026-02-21T23:01:15.9Z,2,REGULAR,substitution,out,[],1630587,,,1610612756,39,51,2026-02-21T23:01:55Z,2960000,False,,,0,,SUB out: I. Livers,[1630587],1610612756.0,PHX,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT02M22.00S,2026-02-21T23:01:15.9Z,2,REGULAR,substitution,out,[],1628975,,,1610612756,39,51,2026-02-21T23:01:55Z,2970000,False,,,0,,SUB out: J. Carter,[1628975],1610612753.0,ORL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M22.00S,2026-02-21T23:01:15.9Z,2,REGULAR,substitution,in,[],1631123,,,1610612756,39,51,2026-02-21T23:01:55Z,2980000,False,,,0,,SUB in: J. Bouyea,[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,,,,,,,,,,,,,,,,,,,,,,
