actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
598,PT06M59.00S,2026-03-06T04:09:19.3Z,4,REGULAR,3pt,Jump Shot,[],1630224,66.83639947437582,60.049019607843135,1610612756,82,94,2026-03-06T04:09:23Z,5920000,False,50.0,259.0,1,right,MISS J. Green 26' 3PT,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,26.4,Missed,,,,,,,,,,,,,,,,,,
599,PT06M56.00S,2026-03-06T04:09:22.3Z,4,REGULAR,rebound,offensive,[],1629599,,,1610612756,82,94,2026-03-06T04:09:23Z,5930000,False,,,0,,A. Coffey REBOUND (Off:1 Def:1),[1629599],1610612756.0,PHX,,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Center,,,598.0,2.0,1.0,1.0,,,,,,,,,,,,,,
600,PT06M55.00S,2026-03-06T04:09:23.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629599,90.62089356110381,55.392156862745104,1610612756,82,94,2026-03-06T04:09:30Z,5940000,False,27.0,36.0,1,right,MISS A. Coffey putback Layup,[1629599],1610612756.0,PHX,putback,,,Coffey,A. Coffey,,,,,In The Paint (Non-RA),0-8 Center,4.48,Missed,,,,,,,,,,,,,,,,,,
601,PT06M54.00S,2026-03-06T04:09:25.7Z,4,REGULAR,rebound,offensive,[],1629599,,,1610612756,82,94,2026-03-06T04:09:25Z,5950000,False,,,0,,A. Coffey REBOUND (Off:2 Def:1),[1629599],1610612756.0,PHX,,,,Coffey,A. Coffey,,,,,In The Paint (Non-RA),0-8 Center,,,600.0,3.0,1.0,2.0,,,,,,,,,,,,,,
602,PT06M54.00S,2026-03-06T04:09:27.0Z,4,REGULAR,foul,personal,['2freethrow'],1631159,,,1610612756,82,94,2026-03-06T04:09:35Z,5960000,False,,,0,,L. Miller shooting personal FOUL (2 PF) (Coffey 2 FT),"[1631159, 1629599]",1610612741.0,CHI,shooting,,,Miller,L. Miller,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1155.0,,,,2.0,0.0,Coffey,1629599.0,,,,,
604,PT06M54.00S,2026-03-06T04:09:55.0Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1629599,,,1610612756,83,94,2026-03-06T04:10:33Z,5980000,False,,,0,,A. Coffey Free Throw 1 of 2 (4 PTS),[1629599],1610612756.0,PHX,,,,Coffey,A. Coffey,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
612,PT06M54.00S,2026-03-06T04:10:08.3Z,4,REGULAR,substitution,out,[],1630224,,,1610612756,83,94,2026-03-06T04:11:33Z,5985000,False,,,0,,SUB out: J. Green,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT06M54.00S,2026-03-06T04:10:08.3Z,4,REGULAR,substitution,in,[],1626164,,,1610612756,83,94,2026-03-06T04:11:33Z,5987500,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT06M54.00S,2026-03-06T04:09:55.0Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1629599,,,1610612756,83,94,2026-03-06T04:10:33Z,5990000,False,,,0,,MISS A. Coffey Free Throw 2 of 2,[1629599],1610612756.0,PHX,,,,Coffey,A. Coffey,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
609,PT06M54.00S,2026-03-06T04:09:55.0Z,4,REGULAR,rebound,defensive,[],1631159,,,1610612741,83,94,2026-03-06T04:10:33Z,5995000,False,,,0,,L. Miller REBOUND (Off:0 Def:9),[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,,,,,605.0,9.0,9.0,0.0,,,,,,,,,,,,,,
606,PT06M39.00S,2026-03-06T04:10:21.7Z,4,REGULAR,3pt,Jump Shot,[],1631159,25.04927726675427,12.5,1610612741,83,94,2026-03-06T04:10:35Z,6000000,False,188.0,183.0,1,left,MISS L. Miller 26' 3PT,[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,Above the Break 3,24+ Right Center,26.2,Missed,,,,,,,,,,,,,,,,,,
607,PT06M36.00S,2026-03-06T04:10:24.7Z,4,REGULAR,rebound,defensive,[],1642346,,,1610612756,83,94,2026-03-06T04:10:24Z,6010000,False,,,0,,R. Dunn REBOUND (Off:3 Def:8),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Right Center,,,606.0,11.0,8.0,3.0,,,,,,,,,,,,,,
608,PT06M29.00S,2026-03-06T04:10:31.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,92.72339027595268,45.83333333333333,1610612756,85,94,2026-03-06T04:10:39Z,6020000,False,-21.0,16.0,1,right,D. Booker Layup (24 PTS) (R. Dunn 1 AST),"[1626164, 1642346]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,2.62,Made,,,,,24.0,,,,,,,,,,,R. Dunn,1642346.0,1.0
611,PT06M28.00S,2026-03-06T04:10:45.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,85,94,2026-03-06T04:10:45Z,6040000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT06M28.00S,2026-03-06T04:13:11.2Z,4,REGULAR,substitution,out,[],1628960,,,1610612741,85,94,2026-03-06T04:13:31Z,6050000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT06M28.00S,2026-03-06T04:13:11.2Z,4,REGULAR,substitution,out,[],1642530,,,1610612741,85,94,2026-03-06T04:13:31Z,6060000,False,,,0,,SUB out: Y. Kawamura,[1642530],1610612741.0,CHI,,,,Kawamura,Y. Kawamura,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT06M28.00S,2026-03-06T04:13:11.2Z,4,REGULAR,substitution,out,[],1631159,,,1610612741,85,94,2026-03-06T04:13:31Z,6070000,False,,,0,,SUB out: L. Miller,[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT06M28.00S,2026-03-06T04:13:11.2Z,4,REGULAR,substitution,in,[],1630224,,,1610612741,85,94,2026-03-06T04:13:31Z,6080000,False,,,0,,SUB in: J. Green,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT06M28.00S,2026-03-06T04:13:11.2Z,4,REGULAR,substitution,in,[],1630208,,,1610612741,85,94,2026-03-06T04:13:31Z,6090000,False,,,0,,SUB in: N. Richards,[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT06M28.00S,2026-03-06T04:13:11.2Z,4,REGULAR,substitution,in,[],1630200,,,1610612741,85,94,2026-03-06T04:13:31Z,6100000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT06M14.00S,2026-03-06T04:13:48.2Z,4,REGULAR,3pt,Jump Shot,[],1629012,30.042706964520367,75.0,1610612741,85,97,2026-03-06T04:13:51Z,6110000,False,-125.0,230.0,1,left,C. Sexton 26' 3PT  (30 PTS) (T. Jones 5 AST),"[1629012, 1630200]",1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Left Center,26.17,Made,,,,,30.0,,,,,,,,,,,T. Jones,1630200.0,5.0
624,PT05M59.00S,2026-03-06T04:14:28.0Z,4,REGULAR,3pt,Jump Shot,[],1626164,66.83639947437582,55.88235294117647,1610612756,85,97,2026-03-06T04:14:33Z,6140000,False,29.0,259.0,1,right,MISS D. Booker 26' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,26.09,Missed,,,,,,,,,,,,,,,,,,
625,PT05M56.00S,2026-03-06T04:14:31.0Z,4,REGULAR,rebound,offensive,[],1629599,,,1610612756,85,97,2026-03-06T04:14:33Z,6150000,False,,,0,,A. Coffey REBOUND (Off:3 Def:1),[1629599],1610612756.0,PHX,,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Center,,,624.0,4.0,1.0,3.0,,,,,,,,,,,,,,
626,PT05M54.00S,2026-03-06T04:14:35.2Z,4,REGULAR,foul,personal,['2freethrow'],1629012,,,1610612756,85,97,2026-03-06T04:20:39Z,6160000,False,,,0,,C. Sexton shooting personal FOUL (1 PF) (Coffey 2 FT),"[1629012, 1629599]",1610612741.0,CHI,shooting,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628954.0,,,,1.0,0.0,Coffey,1629599.0,,,,,
628,PT05M54.00S,2026-03-06T04:14:57.0Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1629599,,,1610612756,85,97,2026-03-06T04:14:57Z,6180000,False,,,0,,MISS A. Coffey Free Throw 1 of 2,[1629599],1610612756.0,PHX,,,,Coffey,A. Coffey,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
629,PT05M54.00S,2026-03-06T04:14:57.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,85,97,2026-03-06T04:14:57Z,6190000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,628.0,,,,,,,,,,,,,,,,,
630,PT05M54.00S,2026-03-06T04:15:07.8Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1629599,,,1610612756,86,97,2026-03-06T04:15:07Z,6200000,False,,,0,,A. Coffey Free Throw 2 of 2 (5 PTS),[1629599],1610612756.0,PHX,,,,Coffey,A. Coffey,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
631,PT05M37.00S,2026-03-06T04:15:28.8Z,4,REGULAR,foul,personal,['2freethrow'],1626164,,,1610612741,86,97,2026-03-06T04:15:41Z,6210000,False,,,0,,D. Booker shooting personal FOUL (1 PF) (Richards 2 FT),"[1626164, 1630208]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628954.0,,,,1.0,0.0,Richards,1630208.0,,,,,
633,PT05M37.00S,2026-03-06T04:15:56.3Z,4,REGULAR,freethrow,1 of 2,[],1630208,,,1610612741,86,97,2026-03-06T04:15:56Z,6230000,False,,,0,,MISS N. Richards Free Throw 1 of 2,[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
634,PT05M37.00S,2026-03-06T04:15:56.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,86,97,2026-03-06T04:15:56Z,6240000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,633.0,,,,,,,,,,,,,,,,,
635,PT05M37.00S,2026-03-06T04:15:57.2Z,4,REGULAR,substitution,out,[],1642346,,,1610612741,86,97,2026-03-06T04:16:03Z,6250000,False,,,0,,SUB out: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT05M37.00S,2026-03-06T04:15:57.2Z,4,REGULAR,substitution,out,[],1629012,,,1610612741,86,97,2026-03-06T04:16:03Z,6260000,False,,,0,,SUB out: C. Sexton,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT05M37.00S,2026-03-06T04:15:57.2Z,4,REGULAR,substitution,in,[],1628960,,,1610612741,86,97,2026-03-06T04:16:03Z,6270000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT05M37.00S,2026-03-06T04:15:57.2Z,4,REGULAR,substitution,in,[],1642265,,,1610612741,86,97,2026-03-06T04:16:03Z,6280000,False,,,0,,SUB in: R. Dillingham,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT05M37.00S,2026-03-06T04:16:20.4Z,4,REGULAR,freethrow,2 of 2,[],1630208,,,1610612741,86,98,2026-03-06T04:16:20Z,6290000,False,,,0,,N. Richards Free Throw 2 of 2 (8 PTS),[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
640,PT05M23.00S,2026-03-06T04:16:38.0Z,4,REGULAR,3pt,Jump Shot,[],1630224,83.65637319316689,3.9215686274509802,1610612756,86,98,2026-03-06T04:16:44Z,6300000,False,-230.0,101.0,1,right,MISS J. Green 25' 3PT,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,25.16,Missed,,,,,,,,,,,,,,,,,,
641,PT05M18.00S,2026-03-06T04:16:43.0Z,4,REGULAR,rebound,defensive,[],1627824,,,1610612741,86,98,2026-03-06T04:16:44Z,6310000,False,,,0,,G. Yabusele REBOUND (Off:0 Def:6),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Left Center,,,640.0,6.0,6.0,0.0,,,,,,,,,,,,,,
642,PT05M14.00S,2026-03-06T04:16:49.7Z,4,REGULAR,foul,personal,[],1626164,,,1610612741,86,98,2026-03-06T04:16:58Z,6320000,False,,,0,,D. Booker personal FOUL (2 PF),"[1626164, 1630200]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1155.0,,,,2.0,0.0,Jones,1630200.0,,,,,
644,PT04M57.00S,2026-03-06T04:17:28.6Z,4,REGULAR,2pt,Jump Shot,[],1627824,10.5946123521682,67.40196078431373,1610612741,86,98,2026-03-06T04:17:32Z,6340000,False,-87.0,47.0,1,left,MISS G. Yabusele 9' step back Shot,[1627824],1610612741.0,CHI,step back,,,Yabusele,G. Yabusele,,,,,Mid-Range,8-16 Left,9.89,Missed,,,,,,,,,,,,,,,,,,
645,PT04M55.00S,2026-03-06T04:17:30.6Z,4,REGULAR,rebound,defensive,[],1630224,,,1610612756,86,98,2026-03-06T04:17:32Z,6350000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,Mid-Range,8-16 Left,,,644.0,2.0,2.0,0.0,,,,,,,,,,,,,,
646,PT04M52.00S,2026-03-06T04:17:34.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630224,92.72339027595268,47.794117647058826,1610612756,88,98,2026-03-06T04:17:39Z,6360000,False,-11.0,16.0,1,right,J. Green running DUNK (10 PTS),[1630224],1610612756.0,PHX,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.93,Made,,,,,10.0,,,,,,,,,,,,,
647,PT04M40.00S,2026-03-06T04:17:45.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642265,9.149145860709593,40.931372549019606,1610612741,88,98,2026-03-06T04:19:48Z,6370000,False,45.0,34.0,1,left,MISS R. Dillingham driving Layup,[1642265],1610612741.0,CHI,driving,,,Dillingham,R. Dillingham,,,,,In The Paint (Non-RA),0-8 Center,5.63,Missed,,,,,,,,,,,,,,,,,,
648,PT04M37.00S,2026-03-06T04:17:48.4Z,4,REGULAR,rebound,defensive,[],1626164,,,1610612756,88,98,2026-03-06T04:17:50Z,6380000,False,,,0,,D. Booker REBOUND (Off:0 Def:4),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,647.0,4.0,4.0,0.0,,,,,,,,,,,,,,
649,PT04M32.00S,2026-03-06T04:17:54.0Z,4,REGULAR,3pt,Jump Shot,[],1628960,65.65374507227332,31.372549019607842,1610612756,88,98,2026-03-06T04:18:01Z,6390000,False,-93.0,270.0,1,right,MISS G. Allen 28' 3PT,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,28.6,Missed,,,,,,,,,,,,,,,,,,
650,PT04M29.00S,2026-03-06T04:17:59.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612756,88,98,2026-03-06T04:17:59Z,6400000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Left Center,,,649.0,,,,,,,,,,,,,,,,,
652,PT04M23.00S,2026-03-06T04:18:16.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628960,70.25295663600527,16.176470588235293,1610612756,91,98,2026-03-06T04:18:20Z,6420000,False,-169.0,227.0,1,right,G. Allen 28' 3PT  (21 PTS) (D. Booker 1 AST),"[1628960, 1626164]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,28.31,Made,,,,,21.0,,,,,,,,,,,D. Booker,1626164.0,1.0
654,PT04M22.00S,2026-03-06T04:18:23.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612741,91,98,2026-03-06T04:18:23Z,6440000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT04M22.00S,2026-03-06T04:18:53.9Z,4,REGULAR,substitution,out,[],1642265,,,1610612741,91,98,2026-03-06T04:19:49Z,6450000,False,,,0,,SUB out: R. Dillingham,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT04M22.00S,2026-03-06T04:18:53.9Z,4,REGULAR,substitution,in,[],1629012,,,1610612741,91,98,2026-03-06T04:19:49Z,6460000,False,,,0,,SUB in: C. Sexton,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT04M07.00S,2026-03-06T04:20:15.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,12.302890932982917,38.72549019607843,1610612741,91,98,2026-03-06T04:20:23Z,6470000,False,56.0,63.0,1,left,MISS T. Jones 8' driving Layup,[1630200],1610612741.0,CHI,driving,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Right,8.46,Missed,,,,,,,,,,,,,,,,,,
658,PT04M03.00S,2026-03-06T04:20:19.8Z,4,REGULAR,rebound,defensive,[],1626164,,,1610612756,91,98,2026-03-06T04:20:23Z,6480000,False,,,0,,D. Booker REBOUND (Off:0 Def:5),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Right,,,657.0,5.0,5.0,0.0,,,,,,,,,,,,,,
659,PT03M52.00S,2026-03-06T04:20:31.0Z,4,REGULAR,turnover,bad pass,[],1626164,,,1610612756,91,98,2026-03-06T04:20:33Z,6490000,False,,,0,,D. Booker bad pass TURNOVER (4 TO),"[1626164, 1630200]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,4.0,,,,,,,Jones,1630200.0,,,
660,PT03M52.00S,2026-03-06T04:20:31.0Z,4,REGULAR,steal,,[],1630200,,,1610612741,91,98,2026-03-06T04:20:32Z,6500000,False,,,0,,T. Jones STEAL (2 STL),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
661,PT03M49.00S,2026-03-06T04:20:34.0Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627824,8.623521681997373,46.32352941176471,1610612741,91,98,2026-03-06T04:20:52Z,6510000,False,18.0,29.0,1,left,MISS G. Yabusele running DUNK,[1627824],1610612741.0,CHI,running,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,3.4,Missed,,,,,,,,,,,,,,,,,,
662,PT03M49.00S,2026-03-06T04:20:34.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612756,91,98,2026-03-06T04:20:52Z,6520000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Restricted Area,0-8 Center,,,661.0,,,,,,,,,,,,,,,,,
664,PT03M37.00S,2026-03-06T04:20:57.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630224,86.67871222076215,52.450980392156865,1610612756,91,98,2026-03-06T04:23:15Z,6540000,False,12.0,73.0,1,right,MISS J. Green 7' driving floating Shot,[1630224],1610612756.0,PHX,driving floating,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,7.37,Missed,,,,,,,,,,,,,,,,,,
665,PT03M35.00S,2026-03-06T04:20:59.6Z,4,REGULAR,rebound,defensive,[],1629012,,,1610612741,91,98,2026-03-06T04:21:01Z,6550000,False,,,0,,C. Sexton REBOUND (Off:1 Def:2),[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,664.0,3.0,2.0,1.0,,,,,,,,,,,,,,
666,PT03M17.00S,2026-03-06T04:21:18.3Z,4,REGULAR,3pt,Jump Shot,[],1629012,23.99802890932983,90.19607843137256,1610612741,91,98,2026-03-06T04:21:22Z,6560000,False,-201.0,173.0,1,left,MISS C. Sexton 26' 3PT,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Left Center,26.53,Missed,,,,,,,,,,,,,,,,,,
667,PT03M13.00S,2026-03-06T04:21:22.3Z,4,REGULAR,rebound,defensive,[],1642345,,,1610612756,91,98,2026-03-06T04:21:22Z,6570000,False,,,0,,O. Ighodaro REBOUND (Off:3 Def:6),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Above the Break 3,24+ Left Center,,,666.0,9.0,6.0,3.0,,,,,,,,,,,,,,
668,PT03M02.00S,2026-03-06T04:21:32.9Z,4,REGULAR,3pt,Jump Shot,[],1626164,71.96123521681997,81.86274509803921,1610612756,91,98,2026-03-06T04:21:38Z,6580000,False,159.0,211.0,1,right,MISS D. Booker 26' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,26.45,Missed,,,,,,,,,,,,,,,,,,
669,PT02M59.00S,2026-03-06T04:21:35.9Z,4,REGULAR,rebound,offensive,[],1628960,,,1610612756,91,98,2026-03-06T04:21:38Z,6590000,False,,,0,,G. Allen REBOUND (Off:1 Def:1),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Right Center,,,668.0,2.0,1.0,1.0,,,,,,,,,,,,,,
670,PT02M53.00S,2026-03-06T04:21:41.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629599,66.04796320630749,45.83333333333333,1610612756,94,98,2026-03-06T04:21:47Z,6600000,False,-21.0,267.0,1,right,A. Coffey 26' 3PT  (8 PTS) (D. Booker 2 AST),"[1629599, 1626164]",1610612756.0,PHX,,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Center,26.74,Made,,,,,8.0,,,,,,,,,,,D. Booker,1626164.0,2.0
672,PT02M31.00S,2026-03-06T04:22:29.7Z,4,REGULAR,jumpball,recovered,[],1628960,,,1610612741,94,98,2026-03-06T04:24:53Z,6620000,False,,,0,,Jump Ball O. Ighodaro vs. T. Jones: Tip to G. Allen,"[1628960, 1642345, 1630200]",1610612756.0,PHX,heldball,G. Allen,1628960.0,Allen,G. Allen,Ighodaro,1642345.0,Jones,1630200.0,,,,,,,,,,,,,,,,,,,,,,
675,PT02M31.00S,2026-03-06T04:22:29.7Z,4,REGULAR,turnover,lost ball,[],1630200,,,1610612741,94,98,2026-03-06T04:25:53Z,6650000,False,,,0,,T. Jones lost ball TURNOVER (1 TO),"[1630200, 1642345]",1610612741.0,CHI,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1.0,,,,,,,Ighodaro,1642345.0,,,
676,PT02M31.00S,2026-03-06T04:22:29.7Z,4,REGULAR,steal,,[],1642345,,,1610612756,94,98,2026-03-06T04:22:29Z,6660000,False,,,0,,O. Ighodaro STEAL (1 STL),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
677,PT02M20.00S,2026-03-06T04:22:38.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626164,81.94809461235218,40.931372549019606,1610612756,94,98,2026-03-06T04:22:41Z,6670000,False,-45.0,117.0,1,right,MISS D. Booker 12' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,12.57,Missed,,,,,,,,,,,,,,,,,,
678,PT02M18.00S,2026-03-06T04:22:40.3Z,4,REGULAR,rebound,defensive,[],1630200,,,1610612741,94,98,2026-03-06T04:22:41Z,6680000,False,,,0,,T. Jones REBOUND (Off:0 Def:5),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,677.0,5.0,5.0,0.0,,,,,,,,,,,,,,
679,PT02M14.00S,2026-03-06T04:22:44.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630200,4.5499342969776615,46.07843137254902,1610612741,94,100,2026-03-06T04:22:50Z,6690000,False,20.0,-10.0,1,left,T. Jones running Layup (20 PTS),[1630200],1610612741.0,CHI,running,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,2.19,Made,,,,,20.0,,,,,,,,,,,,,
680,PT02M01.00S,2026-03-06T04:22:56.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,92.59198423127464,54.41176470588235,1610612756,96,100,2026-03-06T04:22:59Z,6700000,False,22.0,17.0,1,right,J. Green driving Layup (12 PTS),[1630224],1610612756.0,PHX,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.79,Made,,,,,12.0,,,,,,,,,,,,,
681,PT01M48.00S,2026-03-06T04:23:10.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,9.017739816031538,45.09803921568628,1610612741,96,100,2026-03-06T04:26:53Z,6710000,False,25.0,32.0,1,left,MISS C. Sexton driving Layup - blocked,"[1629012, 1626164]",1610612741.0,CHI,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,4.05,Missed,,,,,,,,Booker,1626164.0,,,,,,,,,
682,PT01M48.00S,2026-03-06T04:23:10.5Z,4,REGULAR,block,,[],1626164,,,1610612741,96,100,2026-03-06T04:23:12Z,6720000,False,,,0,,D. Booker BLOCK (1 BLK),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
683,PT01M46.00S,2026-03-06T04:23:12.5Z,4,REGULAR,rebound,defensive,[],1626164,,,1610612756,96,100,2026-03-06T04:23:15Z,6730000,False,,,0,,D. Booker REBOUND (Off:0 Def:6),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,681.0,6.0,6.0,0.0,,,,,,,,,,,,,,
