actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
261,PT04M49.00S,2025-11-03T01:52:58.5Z,2,REGULAR,freethrow,1 of 2,[],1630577,,,1610612759,50,38,2025-11-03T01:52:58Z,2580000,False,,,0,,J. Champagnie Free Throw 1 of 2 (3 PTS),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,Made,,,,,,,3.0,,,,,,,
262,PT04M49.00S,2025-11-03T01:52:59.3Z,2,REGULAR,substitution,out,[],1630208,,,1610612759,50,38,2025-11-03T01:53:24Z,2590000,False,,,0,,SUB out: N. Richards,[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M49.00S,2025-11-03T01:52:59.3Z,2,REGULAR,substitution,out,[],1631221,,,1610612759,50,38,2025-11-03T01:53:24Z,2600000,False,,,0,,SUB out: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M49.00S,2025-11-03T01:52:59.3Z,2,REGULAR,substitution,out,[],1642844,,,1610612759,50,38,2025-11-03T01:53:24Z,2610000,False,,,0,,SUB out: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M49.00S,2025-11-03T01:52:59.3Z,2,REGULAR,substitution,out,[],1629640,,,1610612759,50,38,2025-11-03T01:53:24Z,2620000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M49.00S,2025-11-03T01:52:59.3Z,2,REGULAR,substitution,in,[],1631109,,,1610612759,50,38,2025-11-03T01:53:24Z,2630000,False,,,0,,SUB in: M. Williams,[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M49.00S,2025-11-03T01:52:59.3Z,2,REGULAR,substitution,in,[],1630692,,,1610612759,50,38,2025-11-03T01:53:24Z,2640000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M49.00S,2025-11-03T01:52:59.3Z,2,REGULAR,substitution,in,[],1642264,,,1610612759,50,38,2025-11-03T01:53:24Z,2650000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M49.00S,2025-11-03T01:52:59.3Z,2,REGULAR,substitution,in,[],1641705,,,1610612759,50,38,2025-11-03T01:53:24Z,2660000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M49.00S,2025-11-03T01:53:26.4Z,2,REGULAR,freethrow,2 of 2,[],1630577,,,1610612759,50,39,2025-11-03T01:53:26Z,2670000,False,,,0,,J. Champagnie Free Throw 2 of 2 (4 PTS),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,Made,,,,,,,4.0,,,,,,,
271,PT04M33.00S,2025-11-03T01:53:44.2Z,2,REGULAR,2pt,Jump Shot,[],1626164,92.59198423127464,22.54901960784314,1610612756,50,39,2025-11-03T01:53:50Z,2680000,False,-137.0,17.0,1,right,MISS D. Booker 13' fadeaway Shot,[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,Mid-Range,8-16 Left,,,,,13.84,Missed,,,,,,,,,,,,,,
272,PT04M30.00S,2025-11-03T01:53:47.2Z,2,REGULAR,rebound,offensive,[],1631109,,,1610612756,50,39,2025-11-03T01:53:50Z,2690000,False,,,0,,M. Williams REBOUND (Off:1 Def:2),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Mid-Range,8-16 Left,,,,,,,271.0,3.0,2.0,1.0,,,,,,,,,,
273,PT04M29.00S,2025-11-03T01:53:48.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630692,92.85479632063075,3.6764705882352944,1610612756,53,39,2025-11-03T01:53:53Z,2700000,False,-232.0,15.0,1,right,J. Goodwin 3PT  (3 PTS) (M. Williams 1 AST),"[1630692, 1631109]",1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Left Corner 3,24+ Left,,,,,23.21,Made,,,,,,,3.0,,,,,M. Williams,1631109.0,1.0
275,PT04M08.00S,2025-11-03T01:54:11.9Z,2,REGULAR,foul,offensive,[],203084,,,1610612759,53,39,2025-11-03T01:54:16Z,2720000,False,,,0,,H. Barnes offensive FOUL (1 PF),"[203084, 1631109]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,1626300.0,,,,,,,,,,1.0,0.0,Williams,1631109.0,,,
277,PT04M08.00S,2025-11-03T01:54:11.9Z,2,REGULAR,turnover,offensive foul,[],203084,,,1610612759,53,39,2025-11-03T01:54:11Z,2740000,False,,,0,,H. Barnes offensive foul TURNOVER (1 TO),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),8-16 Center,1.0,,,1626300.0,,,,,,,,,,,,,,,,
278,PT03M56.00S,2025-11-03T01:54:42.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641705,,,1610612756,53,39,2025-11-03T01:54:52Z,2750000,False,,,0,,V. Wembanyama shooting personal FOUL (3 PF) (Dunn 2 FT),"[1641705, 1642346]",1610612759.0,SAS,shooting,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,1626300.0,,,,,,,,,,3.0,0.0,Dunn,1642346.0,,,
280,PT03M56.00S,2025-11-03T01:55:19.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1642346,,,1610612756,54,39,2025-11-03T01:55:19Z,2770000,False,,,0,,R. Dunn Free Throw 1 of 2 (9 PTS),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,Made,,,,,,,9.0,,,,,,,
281,PT03M56.00S,2025-11-03T01:55:34.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1642346,,,1610612756,55,39,2025-11-03T01:55:34Z,2780000,False,,,0,,R. Dunn Free Throw 2 of 2 (10 PTS),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,Made,,,,,,,10.0,,,,,,,
282,PT03M37.00S,2025-11-03T01:55:55.0Z,2,REGULAR,3pt,Jump Shot,[],203084,8.886333771353483,1.4705882352941175,1610612759,55,42,2025-11-03T01:55:59Z,2790000,False,243.0,31.0,1,left,H. Barnes 24' 3PT  (6 PTS) (S. Castle 3 AST),"[203084, 1642264]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,,,,,24.46,Made,,,,,,,6.0,,,,,S. Castle,1642264.0,3.0
284,PT03M15.00S,2025-11-03T01:56:17.3Z,2,REGULAR,3pt,Jump Shot,[],1628960,63.9454664914586,41.17647058823529,1610612756,58,42,2025-11-03T01:56:21Z,2810000,False,-44.0,286.0,1,right,G. Allen 28' 3PT  (8 PTS) (D. Booker 8 AST),"[1628960, 1626164]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Center,,,,,28.98,Made,,,,,,,8.0,,,,,D. Booker,1626164.0,8.0
286,PT03M00.00S,2025-11-03T01:56:32.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642264,13.61695137976347,35.53921568627451,1610612759,58,44,2025-11-03T01:56:46Z,2830000,False,72.0,75.0,1,left,S. Castle 10' driving floating Jump Shot (7 PTS),[1642264],1610612759.0,SAS,driving floating,,,Castle,S. Castle,,,,,In The Paint (Non-RA),8-16 Right,,,,,10.45,Made,,,,,,,7.0,,,,,,,
287,PT02M41.00S,2025-11-03T01:56:50.7Z,2,REGULAR,3pt,Jump Shot,[],1630692,77.34888304862024,7.598039215686274,1610612756,61,44,2025-11-03T01:56:56Z,2840000,False,-212.0,160.0,1,right,J. Goodwin 26' 3PT  (6 PTS) (D. Booker 9 AST),"[1630692, 1626164]",1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Left Center,,,,,26.58,Made,,,,,,,6.0,,,,,D. Booker,1626164.0,9.0
295,PT02M31.00S,2025-11-03T01:57:01.4Z,2,REGULAR,turnover,out-of-bounds,[],1642264,,,1610612759,61,44,2025-11-03T02:00:36Z,2865000,False,,,0,,S. Castle lost ball out-of-bounds TURNOVER (2 TO),[1642264],1610612759.0,SAS,lost ball,,,Castle,S. Castle,,,,,In The Paint (Non-RA),0-8 Center,2.0,,,1626300.0,,,,,,,,,,,,,,,,
291,PT02M31.00S,2025-11-03T01:57:12.2Z,2,REGULAR,timeout,challenge,['team'],0,,,1610612756,61,44,2025-11-03T02:00:36Z,2880000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M31.00S,2025-11-03T02:00:16.2Z,2,REGULAR,substitution,out,[],1628960,,,1610612756,61,44,2025-11-03T02:00:36Z,2900000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M31.00S,2025-11-03T02:00:16.2Z,2,REGULAR,substitution,in,[],1626220,,,1610612756,61,44,2025-11-03T02:00:36Z,2910000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT02M18.00S,2025-11-03T02:00:41.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1626164,94.95729303547962,76.47058823529412,1610612756,61,44,2025-11-03T02:00:47Z,2920000,False,132.0,-5.0,1,right,MISS D. Booker 13' fadeaway Shot,[1626164],1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,Mid-Range,8-16 Right,,,,,13.25,Missed,,,,,,,,,,,,,,
297,PT02M14.00S,2025-11-03T02:00:45.6Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,61,44,2025-11-03T02:00:47Z,2930000,False,,,0,,V. Wembanyama REBOUND (Off:2 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Right,,,,,,,296.0,4.0,2.0,2.0,,,,,,,,,,
298,PT02M00.00S,2025-11-03T02:00:59.6Z,2,REGULAR,3pt,Jump Shot,[],203084,6.389618922470433,2.941176470588235,1610612759,61,47,2025-11-03T02:01:04Z,2940000,False,235.0,8.0,1,left,H. Barnes 3PT  (9 PTS) (V. Wembanyama 2 AST),"[203084, 1641705]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,,,,,23.54,Made,,,,,,,9.0,,,,,V. Wembanyama,1641705.0,2.0
300,PT01M41.00S,2025-11-03T02:01:18.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631109,86.02168199737189,49.50980392156863,1610612756,61,47,2025-11-03T02:01:40Z,2960000,False,-2.0,79.0,1,right,MISS M. Williams 7' cutting Layup - blocked,"[1631109, 1641705]",1610612756.0,PHX,cutting,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,7.89,Missed,,,,,Wembanyama,1641705.0,,,,,,,,
301,PT01M41.00S,2025-11-03T02:01:18.3Z,2,REGULAR,block,,[],1641705,,,1610612756,61,47,2025-11-03T02:01:20Z,2970000,False,,,0,,V. Wembanyama BLOCK (2 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
302,PT01M38.00S,2025-11-03T02:01:21.3Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,61,47,2025-11-03T02:01:25Z,2980000,False,,,0,,V. Wembanyama REBOUND (Off:2 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,300.0,5.0,3.0,2.0,,,,,,,,,,
303,PT01M37.00S,2025-11-03T02:01:22.3Z,2,REGULAR,turnover,lost ball,[],1641705,,,1610612759,61,47,2025-11-03T02:01:30Z,2990000,False,,,0,,V. Wembanyama lost ball TURNOVER (2 TO),"[1641705, 1631109]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,2.0,Williams,1631109.0,,,,,,,,,,,,,,,,,
304,PT01M37.00S,2025-11-03T02:01:22.3Z,2,REGULAR,steal,,[],1631109,,,1610612756,61,47,2025-11-03T02:01:24Z,3000000,False,,,0,,M. Williams STEAL (1 STL),[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
305,PT01M14.00S,2025-11-03T02:01:46.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631109,93.11760840998686,50.49019607843137,1610612756,63,47,2025-11-03T02:01:49Z,3010000,False,2.0,12.0,1,right,M. Williams cutting Layup (3 PTS) (J. Goodwin 1 AST),"[1631109, 1630692]",1610612756.0,PHX,cutting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,1.25,Made,,,,,,,3.0,,,,,J. Goodwin,1630692.0,1.0
307,PT01M05.00S,2025-11-03T02:01:54.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641705,5.206964520367937,48.77450980392157,1610612759,63,49,2025-11-03T02:01:59Z,3030000,False,6.0,-4.0,1,left,V. Wembanyama cutting DUNK (2 PTS) (J. Champagnie 1 AST),"[1641705, 1630577]",1610612759.0,SAS,cutting,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,0.71,Made,,,,,,,2.0,,,,,J. Champagnie,1630577.0,1.0
309,PT00M55.30S,2025-11-03T02:02:05.2Z,2,REGULAR,3pt,Jump Shot,[],1626220,73.80091984231275,12.990196078431374,1610612756,66,49,2025-11-03T04:42:57Z,3050000,False,-185.0,194.0,1,right,R. O'Neale 26' 3PT pullup (6 PTS),[1626220],1610612756.0,PHX,pullup,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,,,26.79,Made,,,,,,,6.0,,,,,,,
310,PT00M40.00S,2025-11-03T02:02:24.3Z,2,REGULAR,3pt,Jump Shot,[],1630577,3.7614980289093296,1.715686274509804,1610612759,66,52,2025-11-03T02:02:29Z,3060000,False,241.0,-17.0,1,left,J. Champagnie 24' 3PT  (7 PTS) (H. Barnes 1 AST),"[1630577, 203084]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Right Corner 3,24+ Right,,,,,24.2,Made,,,,,,,7.0,,,,,H. Barnes,203084.0,1.0
312,PT00M29.10S,2025-11-03T02:03:04.5Z,2,REGULAR,jumpball,recovered,[],1641705,,,1610612756,66,52,2025-11-03T02:03:04Z,3080000,False,,,0,,Jump Ball S. Castle vs. D. Booker: Tip to V. Wembanyama,"[1641705, 1642264, 1626164]",1610612759.0,SAS,heldball,V. Wembanyama,1641705.0,Wembanyama,V. Wembanyama,Castle,1642264.0,Booker,1626164.0,,,,,,,,,,,,,,,,,,,,,,
315,PT00M29.10S,2025-11-03T02:03:04.5Z,2,REGULAR,turnover,lost ball,[],1626164,,,1610612756,66,52,2025-11-03T02:03:04Z,3110000,False,,,0,,D. Booker lost ball TURNOVER (3 TO),"[1626164, 1642264]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,3.0,Castle,1642264.0,,,,,,,,,,,,,,,,,
316,PT00M29.10S,2025-11-03T02:03:04.5Z,2,REGULAR,steal,,[],1642264,,,1610612759,66,52,2025-11-03T02:03:04Z,3120000,False,,,0,,S. Castle STEAL (1 STL),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT00M20.00S,2025-11-03T02:03:13.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1641705,17.0335085413929,55.88235294117647,1610612759,66,52,2025-11-03T02:03:19Z,3130000,False,-29.0,108.0,1,left,MISS V. Wembanyama 11' turnaround Shot,[1641705],1610612759.0,SAS,turnaround,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,,,,,11.15,Missed,,,,,,,,,,,,,,
318,PT00M16.70S,2025-11-03T02:03:16.9Z,2,REGULAR,rebound,defensive,[],1642346,,,1610612756,66,52,2025-11-03T02:03:16Z,3140000,False,,,0,,R. Dunn REBOUND (Off:0 Def:3),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,317.0,3.0,3.0,0.0,,,,,,,,,,
319,PT00M06.20S,2025-11-03T02:03:27.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642346,94.95729303547962,46.568627450980394,1610612756,68,52,2025-11-03T02:03:31Z,3150000,False,-17.0,-5.0,1,right,R. Dunn driving Layup (12 PTS),[1642346],1610612756.0,PHX,driving,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,,,,,1.79,Made,,,,,,,12.0,,,,,,,
320,PT00M01.30S,2025-11-03T02:03:36.1Z,2,REGULAR,foul,personal,[],1626164,,,1610612759,68,52,2025-11-03T02:07:39Z,3160000,False,,,0,,D. Booker loose ball personal FOUL (1 PF),"[1626164, 1641705]",1610612756.0,PHX,loose ball,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,,,,1626300.0,,,,,,,,,,1.0,0.0,Wembanyama,1641705.0,,,
322,PT00M01.30S,2025-11-03T02:04:38.9Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1642264,,,1610612759,68,52,2025-11-03T02:32:25Z,3180000,False,,,0,,S. Castle technical FOUL (1 Tech),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,1626300.0,,,,,,,,,,1.0,1.0,,,,,
323,PT00M01.30S,2025-11-03T02:05:36.2Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1628188,,,1610612759,68,52,2025-11-03T02:31:26Z,3190000,False,,,0,,TEAM foul technical,[1628188],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Center,,,,1626300.0,,,,,,,,,,,,,,,,
324,PT00M01.30S,2025-11-03T02:06:08.5Z,2,REGULAR,freethrow,1 of 1,[],1626164,,,1610612759,69,52,2025-11-03T02:31:17Z,3200000,False,,,0,,D. Booker technical Free Throw 1 of 1 (13 PTS),[1626164],1610612756.0,PHX,technical,,,Booker,D. Booker,,,,,,,,,,,,Made,,,,,,,13.0,,,,,,,
379,PT00M01.30S,2025-11-03T02:06:13.9Z,2,REGULAR,freethrow,1 of 1,[],1626164,,,1610612759,70,52,2025-11-03T02:31:05Z,3215000,False,,,0,,D. Booker technical Free Throw 1 of 1 (14 PTS),[1626164],1610612756.0,PHX,technical,,,Booker,D. Booker,,,,,,,,,,,,Made,,,,,,,14.0,,,,,,,
326,PT00M01.30S,2025-11-03T02:06:19.3Z,2,REGULAR,substitution,out,[],1630692,,,1610612759,70,52,2025-11-03T02:06:59Z,3220000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT00M01.30S,2025-11-03T02:06:19.3Z,2,REGULAR,substitution,in,[],1630208,,,1610612759,70,52,2025-11-03T02:06:59Z,3230000,False,,,0,,SUB in: N. Richards,[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT00M00.00S,2025-11-03T02:07:01.6Z,2,REGULAR,3pt,Jump Shot,[],1641705,5.890686596583436,94.82996323529412,1610612759,70,52,2025-11-03T02:18:14Z,3240000,False,-224.0,3.0,1,left,MISS V. Wembanyama fadeaway 3PT,[1641705],1610612759.0,SAS,fadeaway,,,Wembanyama,V. Wembanyama,,,,,Left Corner 3,24+ Left,,,,,22.41,Missed,,,,,,,,,,,,,,
329,PT00M00.00S,2025-11-03T02:07:01.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,70,52,2025-11-03T02:18:14Z,3250000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,328.0,,,,,,,,,,,,,
330,PT00M00.00S,2025-11-03T02:07:04.2Z,2,REGULAR,period,end,[],0,,,1610612759,70,52,2025-11-03T02:07:04Z,3260000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2025-11-03T02:20:56.0Z,3,REGULAR,substitution,out,['startperiod'],1630208,,,1610612759,70,52,2025-11-03T02:21:09Z,3270000,False,,,0,,SUB out: N. Richards,[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2025-11-03T02:20:56.0Z,3,REGULAR,substitution,in,['startperiod'],1628960,,,1610612759,70,52,2025-11-03T02:21:09Z,3280000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2025-11-03T02:23:06.5Z,3,REGULAR,period,start,[],0,,,1610612756,70,52,2025-11-03T02:23:06Z,3290000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT11M48.00S,2025-11-03T02:23:19.7Z,3,REGULAR,foul,personal,[],1642264,,,1610612756,70,52,2025-11-03T02:23:25Z,3300000,False,,,0,,S. Castle personal FOUL (2 PF),"[1642264, 1626164]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Center,,,,1628481.0,,,,,,,,,,2.0,1.0,Booker,1626164.0,,,
336,PT11M41.00S,2025-11-03T02:23:49.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,13.748357424441524,49.26470588235294,1610612756,70,52,2025-11-03T02:23:55Z,3320000,False,4.0,77.0,1,left,MISS D. Booker 7' turnaround Shot,[1626164],1610612756.0,PHX,turnaround,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,,7.68,Missed,,,,,,,,,,,,,,
337,PT11M37.00S,2025-11-03T02:23:53.0Z,3,REGULAR,rebound,defensive,[],203084,,,1610612759,70,52,2025-11-03T02:23:55Z,3330000,False,,,0,,H. Barnes REBOUND (Off:1 Def:2),[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,336.0,3.0,2.0,1.0,,,,,,,,,,
338,PT11M20.00S,2025-11-03T02:24:12.0Z,3,REGULAR,foul,offensive,[],1641705,,,1610612759,70,52,2025-11-03T02:24:17Z,3340000,False,,,0,,V. Wembanyama offensive FOUL (4 PF),"[1641705, 1626164]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Left,,,,1626300.0,,,,,,,,,,4.0,0.0,Booker,1626164.0,,,
340,PT11M20.00S,2025-11-03T02:24:12.0Z,3,REGULAR,turnover,offensive foul,[],1641705,,,1610612759,70,52,2025-11-03T02:24:12Z,3360000,False,,,0,,V. Wembanyama offensive foul TURNOVER (3 TO),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Left,3.0,,,1626300.0,,,,,,,,,,,,,,,,
341,PT10M59.00S,2025-11-03T02:25:01.9Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1626220,8.492115637319317,15.441176470588236,1610612756,72,52,2025-11-03T02:25:12Z,3370000,False,173.0,27.0,1,left,R. O'Neale 17' driving floating Jump Shot (8 PTS) (G. Allen 2 AST),"[1626220, 1628960]",1610612756.0,PHX,driving floating,,,O'Neale,R. O'Neale,,,,,Mid-Range,16-24 Right,,,,,17.49,Made,,,,,,,8.0,,,,,G. Allen,1628960.0,2.0
343,PT10M38.00S,2025-11-03T02:25:23.8Z,3,REGULAR,turnover,bad pass,[],1630170,,,1610612759,72,52,2025-11-03T02:25:29Z,3390000,False,,,0,,D. Vassell bad pass TURNOVER (1 TO),"[1630170, 1642346]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,1.0,Dunn,1642346.0,,,,,,,,,,,,,,,,,
344,PT10M38.00S,2025-11-03T02:25:23.8Z,3,REGULAR,steal,,[],1642346,,,1610612756,72,52,2025-11-03T02:25:26Z,3400000,False,,,0,,R. Dunn STEAL (1 STL),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
345,PT10M24.00S,2025-11-03T02:25:38.7Z,3,REGULAR,turnover,out-of-bounds,[],1642346,,,1610612756,72,52,2025-11-03T02:25:45Z,3410000,False,,,0,,R. Dunn lost ball out-of-bounds TURNOVER (1 TO),[1642346],1610612756.0,PHX,lost ball,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,1.0,,,1626300.0,,,,,,,,,,,,,,,,
346,PT10M18.00S,2025-11-03T02:25:48.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1641705,62.5,48.03921568627451,1610612759,72,52,2025-11-03T02:25:55Z,3420000,False,-10.0,300.0,1,right,MISS V. Wembanyama 30' 3PT,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,,,,,30.02,Missed,,,,,,,,,,,,,,
347,PT10M14.00S,2025-11-03T02:25:51.9Z,3,REGULAR,rebound,offensive,[],1630577,,,1610612759,72,52,2025-11-03T02:25:51Z,3430000,False,,,0,,J. Champagnie REBOUND (Off:2 Def:2),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,,,,,346.0,4.0,2.0,2.0,,,,,,,,,,
348,PT10M12.00S,2025-11-03T02:25:55.1Z,3,REGULAR,turnover,out-of-bounds,[],1641705,,,1610612759,72,52,2025-11-03T02:26:03Z,3440000,False,,,0,,V. Wembanyama lost ball out-of-bounds TURNOVER (4 TO),[1641705],1610612759.0,SAS,lost ball,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,4.0,,,1628481.0,,,,,,,,,,,,,,,,
349,PT10M00.00S,2025-11-03T02:26:14.1Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1626164,23.47240473061761,55.14705882352941,1610612756,74,52,2025-11-03T02:26:20Z,3450000,False,-26.0,168.0,1,left,D. Booker 17' pullup Jump Shot (16 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,16-24 Center,,,,,17.01,Made,,,,,,,16.0,,,,,,,
