actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
176,PT11M17.00S,2025-11-30T02:41:35.2Z,2,REGULAR,rebound,offensive,[],1630692,,,1610612756,25,32,2025-11-30T02:41:37Z,1690000,False,,,0,,J. Goodwin REBOUND (Off:1 Def:1),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,175.0,2.0,1.0,1.0
177,PT11M16.00S,2025-11-30T02:41:36.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630692,92.85479632063075,3.1862745098039214,1610612756,25,32,2025-11-30T02:41:40Z,1700000,False,-234.0,15.0,1,right,MISS J. Goodwin 3PT,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Left Corner 3,24+ Left,,,,23.46,Missed,,,,,,,,,,,,,,,
178,PT11M13.00S,2025-11-30T02:41:39.5Z,2,REGULAR,rebound,defensive,[],202685,,,1610612743,25,32,2025-11-30T02:41:40Z,1710000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:1),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,177.0,1.0,1.0,0.0
179,PT10M50.00S,2025-11-30T02:42:02.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,8.754927726675426,46.32352941176471,1610612743,25,34,2025-11-30T02:42:06Z,1720000,False,18.0,30.0,1,left,J. Valančiūnas turnaround Jump Shot (2 PTS),[202685],1610612743.0,DEN,turnaround,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,,,,3.5,Made,2.0,,,,,,,,,,,,,,
180,PT10M30.00S,2025-11-30T02:42:22.6Z,2,REGULAR,3pt,Jump Shot,[],1628502,91.01511169513797,3.9215686274509802,1610612756,25,34,2025-11-30T02:42:27Z,1730000,False,-230.0,32.0,1,right,MISS N. Hayes-Davis 3PT,[1628502],1610612756.0,PHX,,,,Hayes-Davis,N. Hayes-Davis,,,,,Left Corner 3,24+ Left,,,,23.26,Missed,,,,,,,,,,,,,,,
181,PT10M27.00S,2025-11-30T02:42:25.6Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612743,25,34,2025-11-30T02:42:27Z,1740000,False,,,0,,C. Johnson REBOUND (Off:0 Def:2),[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,180.0,2.0,2.0,0.0
182,PT10M23.00S,2025-11-30T02:42:32.6Z,2,REGULAR,foul,offensive,[],1629661,,,1610612743,25,34,2025-11-30T02:42:43Z,1750000,False,,,0,,C. Johnson offensive FOUL (1 PF),"[1629661, 1631221]",1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,2003.0,1.0,0.0,Gillespie,1631221.0,,,,,,
184,PT10M23.00S,2025-11-30T02:42:32.6Z,2,REGULAR,turnover,offensive foul,[],1629661,,,1610612743,25,34,2025-11-30T02:42:32Z,1770000,False,,,0,,C. Johnson offensive foul TURNOVER (2 TO),[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,2.0,,,,,,,,,2003.0,,,,,,,,,,
185,PT10M23.00S,2025-11-30T02:42:41.1Z,2,REGULAR,substitution,out,[],1628502,,,1610612756,25,34,2025-11-30T02:42:48Z,1780000,False,,,0,,SUB out: N. Hayes-Davis,[1628502],1610612756.0,PHX,,,,Hayes-Davis,N. Hayes-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT10M23.00S,2025-11-30T02:42:41.1Z,2,REGULAR,substitution,in,[],1631123,,,1610612756,25,34,2025-11-30T02:42:48Z,1790000,False,,,0,,SUB in: J. Bouyea,[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT10M13.00S,2025-11-30T02:43:04.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630692,96.27135348226018,96.81372549019608,1610612756,28,34,2025-11-30T02:43:09Z,1800000,False,234.0,-17.0,1,right,J. Goodwin 3PT  (3 PTS) (O. Ighodaro 1 AST),"[1630692, 1642345]",1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Right Corner 3,24+ Right,,,,23.48,Made,3.0,O. Ighodaro,1642345.0,1.0,,,,,,,,,,,
189,PT09M52.00S,2025-11-30T02:43:25.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202685,7.835085413929041,49.26470588235294,1610612743,28,36,2025-11-30T02:43:31Z,1820000,False,4.0,21.0,1,left,J. Valančiūnas cutting finger roll Layup (4 PTS) (C. Johnson 2 AST),"[202685, 1629661]",1610612743.0,DEN,cutting finger roll,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,,,,2.14,Made,4.0,C. Johnson,1629661.0,2.0,,,,,,,,,,,
191,PT09M37.00S,2025-11-30T02:43:40.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642345,93.77463863337714,49.50980392156863,1610612756,30,36,2025-11-30T02:43:47Z,1840000,False,-2.0,6.0,1,right,O. Ighodaro driving DUNK (2 PTS),[1642345],1610612756.0,PHX,driving,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,,0.65,Made,2.0,,,,,,,,,,,,,,
192,PT09M25.00S,2025-11-30T02:43:52.7Z,2,REGULAR,turnover,bad pass,[],1628971,,,1610612743,30,36,2025-11-30T02:43:58Z,1850000,False,,,0,,B. Brown bad pass TURNOVER (1 TO),"[1628971, 1630692]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Center,1.0,Goodwin,1630692.0,,,,,,,,,,,,,,,,,
193,PT09M25.00S,2025-11-30T02:43:52.7Z,2,REGULAR,steal,,[],1630692,,,1610612756,30,36,2025-11-30T02:43:55Z,1860000,False,,,0,,J. Goodwin STEAL (1 STL),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
194,PT09M21.00S,2025-11-30T02:43:57.2Z,2,REGULAR,foul,personal,['2freethrow'],1628971,,,1610612756,30,36,2025-11-30T02:44:18Z,1870000,False,,,0,,B. Brown shooting personal FOUL (1 PF) (Bouyea 2 FT),"[1628971, 1631123]",1610612743.0,DEN,shooting,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627963.0,1.0,0.0,Bouyea,1631123.0,,,,,,
196,PT09M21.00S,2025-11-30T02:44:33.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1631123,,,1610612756,30,36,2025-11-30T02:45:02Z,1890000,False,,,0,,MISS J. Bouyea Free Throw 1 of 2,[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
197,PT09M21.00S,2025-11-30T02:44:33.5Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612756,30,36,2025-11-30T02:45:02Z,1900000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,,,
198,PT09M21.00S,2025-11-30T02:44:33.5Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1631123,,,1610612756,31,36,2025-11-30T02:45:02Z,1910000,False,,,0,,J. Bouyea Free Throw 2 of 2 (1 PTS),[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
199,PT09M13.00S,2025-11-30T02:44:59.1Z,2,REGULAR,foul,personal,[],1628960,,,1610612743,31,36,2025-11-30T02:45:09Z,1920000,False,,,0,,G. Allen personal FOUL (3 PF),"[1628960, 1628971]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Center,,,,,,,,,,2003.0,3.0,0.0,Brown,1628971.0,,,,,,
201,PT09M01.00S,2025-11-30T02:45:30.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,15.588042049934298,36.51960784313725,1610612743,31,36,2025-11-30T02:45:35Z,1940000,False,67.0,94.0,1,left,MISS B. Brown 11' driving floating Shot,[1628971],1610612743.0,DEN,driving floating,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Right,,,,11.57,Missed,,,,,,,,,,,,,,,
202,PT08M57.00S,2025-11-30T02:45:34.8Z,2,REGULAR,rebound,offensive,[],202685,,,1610612743,31,36,2025-11-30T02:45:35Z,1950000,False,,,0,,J. Valančiūnas REBOUND (Off:1 Def:1),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,201.0,2.0,1.0,1.0
203,PT08M55.00S,2025-11-30T02:45:35.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203501,36.74441524310118,44.11764705882353,1610612743,31,39,2025-11-30T02:45:39Z,1960000,False,29.0,293.0,1,left,T. Hardaway Jr. 29' 3PT  (8 PTS) (J. Valančiūnas 1 AST),"[203501, 202685]",1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,,,,29.44,Made,8.0,J. Valančiūnas,202685.0,1.0,,,,,,,,,,,
205,PT08M45.00S,2025-11-30T02:45:46.0Z,2,REGULAR,3pt,Jump Shot,[],1628960,70.38436268068331,11.029411764705882,1610612756,31,39,2025-11-30T02:45:50Z,1980000,False,-195.0,226.0,1,right,MISS G. Allen 29' 3PT,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,,,,29.84,Missed,,,,,,,,,,,,,,,
206,PT08M42.00S,2025-11-30T02:45:49.4Z,2,REGULAR,rebound,offensive,[],1631123,,,1610612756,31,39,2025-11-30T02:45:49Z,1990000,False,,,0,,J. Bouyea REBOUND (Off:1 Def:0),[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,205.0,1.0,0.0,1.0
207,PT08M30.00S,2025-11-30T02:46:01.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631221,72.35545335085413,16.911764705882355,1610612756,34,39,2025-11-30T02:46:06Z,2000000,False,-165.0,207.0,1,right,C. Gillespie 26' 3PT pullup (12 PTS) (J. Bouyea 1 AST),"[1631221, 1631123]",1610612756.0,PHX,pullup,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Left Center,,,,26.53,Made,12.0,J. Bouyea,1631123.0,1.0,,,,,,,,,,,
209,PT08M18.00S,2025-11-30T02:46:13.2Z,2,REGULAR,3pt,Jump Shot,[],203501,32.013797634691194,55.88235294117647,1610612743,34,39,2025-11-30T03:07:48Z,2020000,False,-29.0,248.0,1,left,MISS T. Hardaway Jr. 25' pullup 3PT,[203501],1610612743.0,DEN,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,,,,25.01,Missed,,,,,,,,,,,,,,,
210,PT08M15.00S,2025-11-30T02:46:16.2Z,2,REGULAR,rebound,defensive,[],1642345,,,1610612756,34,39,2025-11-30T02:46:17Z,2030000,False,,,0,,O. Ighodaro REBOUND (Off:0 Def:3),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,209.0,3.0,3.0,0.0
211,PT08M07.00S,2025-11-30T02:46:24.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642345,93.64323258869908,46.81372549019608,1610612756,36,39,2025-11-30T02:46:27Z,2040000,False,-16.0,7.0,1,right,O. Ighodaro alley-oop DUNK (4 PTS) (G. Allen 2 AST),"[1642345, 1628960]",1610612756.0,PHX,alley-oop,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,,1.75,Made,4.0,G. Allen,1628960.0,2.0,,,,,,,,,,,
213,PT08M07.00S,2025-11-30T02:46:28.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,36,39,2025-11-30T02:46:31Z,2060000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M55.00S,2025-11-30T02:49:32.4Z,2,REGULAR,turnover,bad pass,[],1629661,,,1610612743,36,39,2025-11-30T02:49:35Z,2070000,False,,,0,,C. Johnson bad pass TURNOVER (3 TO),"[1629661, 1642345]",1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,3.0,Ighodaro,1642345.0,,,,,,,,,,,,,,,,,
215,PT07M55.00S,2025-11-30T02:49:32.4Z,2,REGULAR,steal,,[],1642345,,,1610612756,36,39,2025-11-30T02:49:33Z,2080000,False,,,0,,O. Ighodaro STEAL (1 STL),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
216,PT07M51.00S,2025-11-30T02:49:36.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628960,93.11760840998686,50.0,1610612756,38,39,2025-11-30T02:49:42Z,2090000,False,0.0,12.0,1,right,G. Allen running DUNK (7 PTS),[1628960],1610612756.0,PHX,running,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,1.22,Made,7.0,,,,,,,,,,,,,,
217,PT07M39.00S,2025-11-30T02:49:49.3Z,2,REGULAR,3pt,Jump Shot,[],203501,24.52365308804205,8.57843137254902,1610612743,38,42,2025-11-30T02:49:56Z,2100000,False,207.0,178.0,1,left,T. Hardaway Jr. 27' 3PT  (11 PTS) (C. Johnson 3 AST),"[203501, 1629661]",1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,,,,27.31,Made,11.0,C. Johnson,1629661.0,3.0,,,,,,,,,,,
219,PT07M20.00S,2025-11-30T02:50:07.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631221,94.03745072273325,53.431372549019606,1610612756,38,42,2025-11-30T02:50:13Z,2120000,False,17.0,4.0,1,right,MISS C. Gillespie driving reverse Layup - blocked,"[1631221, 202685]",1610612756.0,PHX,driving reverse,,,Gillespie,C. Gillespie,,,,,Restricted Area,0-8 Center,,,,1.76,Missed,,,,,,,,,,Valančiūnas,202685.0,,,,
220,PT07M20.00S,2025-11-30T02:50:07.9Z,2,REGULAR,block,,[],202685,,,1610612756,38,42,2025-11-30T02:50:10Z,2130000,False,,,0,,J. Valančiūnas BLOCK (1 BLK),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
221,PT07M20.00S,2025-11-30T02:50:07.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,38,42,2025-11-30T02:50:13Z,2140000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,219.0,,,
223,PT07M20.00S,2025-11-30T02:50:14.4Z,2,REGULAR,substitution,out,[],1631221,,,1610612756,38,42,2025-11-30T02:50:19Z,2160000,False,,,0,,SUB out: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M20.00S,2025-11-30T02:50:14.4Z,2,REGULAR,substitution,out,[],1630692,,,1610612756,38,42,2025-11-30T02:50:19Z,2170000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M20.00S,2025-11-30T02:50:14.4Z,2,REGULAR,substitution,in,[],1626164,,,1610612756,38,42,2025-11-30T02:50:19Z,2180000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M20.00S,2025-11-30T02:50:14.4Z,2,REGULAR,substitution,in,[],1628415,,,1610612756,38,42,2025-11-30T02:50:19Z,2190000,False,,,0,,SUB in: D. Brooks,[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M18.00S,2025-11-30T02:50:35.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626164,93.38042049934296,46.81372549019608,1610612756,40,42,2025-11-30T02:50:39Z,2200000,False,-16.0,10.0,1,right,D. Booker cutting Layup (4 PTS) (J. Bouyea 2 AST),"[1626164, 1631123]",1610612756.0,PHX,cutting,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,1.86,Made,4.0,J. Bouyea,1631123.0,2.0,,,,,,,,,,,
229,PT07M08.00S,2025-11-30T02:50:47.2Z,2,REGULAR,foul,personal,[],1626164,,,1610612743,40,42,2025-11-30T02:50:58Z,2220000,False,,,0,,D. Booker personal FOUL (1 PF),"[1626164, 203501]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,1628487.0,1.0,0.0,Hardaway Jr.,203501.0,,,,,,
231,PT06M56.00S,2025-11-30T02:51:17.3Z,2,REGULAR,2pt,Jump Shot,[],1628971,23.73521681997372,56.86274509803921,1610612743,40,42,2025-11-30T02:51:32Z,2240000,False,-34.0,171.0,1,left,MISS B. Brown 17' driving floating Shot,[1628971],1610612743.0,DEN,driving floating,,,Brown,B. Brown,,,,,Mid-Range,16-24 Center,,,,17.4,Missed,,,,,,,,,,,,,,,
232,PT06M53.00S,2025-11-30T02:51:20.3Z,2,REGULAR,rebound,offensive,[],1628971,,,1610612743,40,42,2025-11-30T02:51:23Z,2250000,False,,,0,,B. Brown REBOUND (Off:1 Def:0),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,231.0,1.0,0.0,1.0
233,PT06M52.00S,2025-11-30T02:51:21.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628971,18.2161629434954,39.21568627450981,1610612743,40,42,2025-11-30T02:51:25Z,2260000,False,54.0,119.0,1,left,MISS B. Brown 13' Jump Shot - blocked,"[1628971, 1631123]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,13.04,Missed,,,,,,,,,,Bouyea,1631123.0,,,,
234,PT06M52.00S,2025-11-30T02:51:21.4Z,2,REGULAR,block,,[],1631123,,,1610612743,40,42,2025-11-30T02:51:23Z,2270000,False,,,0,,J. Bouyea BLOCK (1 BLK),[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
235,PT06M52.00S,2025-11-30T02:51:21.4Z,2,REGULAR,rebound,defensive,[],1642345,,,1610612756,40,42,2025-11-30T02:51:25Z,2280000,False,,,0,,O. Ighodaro REBOUND (Off:0 Def:4),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,233.0,4.0,4.0,0.0
236,PT06M36.00S,2025-11-30T02:51:38.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,84.83902759526939,43.627450980392155,1610612756,42,42,2025-11-30T02:51:43Z,2290000,False,-32.0,90.0,1,right,D. Brooks 9' turnaround fadeaway Jump Shot (9 PTS) (D. Booker 3 AST),"[1628415, 1626164]",1610612756.0,PHX,turnaround fadeaway,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,,,,9.55,Made,9.0,D. Booker,1626164.0,3.0,,,,,,,,,,,
238,PT06M16.00S,2025-11-30T02:51:57.2Z,2,REGULAR,3pt,Jump Shot,[],203501,26.49474375821288,12.745098039215685,1610612743,42,45,2025-11-30T02:52:02Z,2310000,False,186.0,197.0,1,left,T. Hardaway Jr. 27' 3PT pullup (14 PTS) (J. Valančiūnas 2 AST),"[203501, 202685]",1610612743.0,DEN,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,,,,27.08,Made,14.0,J. Valančiūnas,202685.0,2.0,,,,,,,,,,,
240,PT05M55.00S,2025-11-30T02:52:21.7Z,2,REGULAR,foul,personal,['2freethrow'],1629661,,,1610612756,42,45,2025-11-30T02:52:26Z,2330000,False,,,0,,C. Johnson shooting personal FOUL (2 PF) (Booker 2 FT),"[1629661, 1626164]",1610612743.0,DEN,shooting,,,Johnson,C. Johnson,,,,,Mid-Range,8-16 Right,,,,,,,,,,2003.0,2.0,0.0,Booker,1626164.0,,,,,,
242,PT05M55.00S,2025-11-30T02:52:47.3Z,2,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,42,45,2025-11-30T02:52:47Z,2350000,False,,,0,,MISS D. Booker Free Throw 1 of 2,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
243,PT05M55.00S,2025-11-30T02:52:47.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,42,45,2025-11-30T02:52:47Z,2360000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.0,,,
244,PT05M55.00S,2025-11-30T02:52:47.8Z,2,REGULAR,substitution,out,[],1628960,,,1610612756,42,45,2025-11-30T02:53:02Z,2370000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M55.00S,2025-11-30T02:52:47.8Z,2,REGULAR,substitution,out,[],1628971,,,1610612756,42,45,2025-11-30T02:53:02Z,2380000,False,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M55.00S,2025-11-30T02:52:47.8Z,2,REGULAR,substitution,out,[],1630192,,,1610612756,42,45,2025-11-30T02:53:02Z,2390000,False,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M55.00S,2025-11-30T02:52:47.8Z,2,REGULAR,substitution,out,[],1629661,,,1610612756,42,45,2025-11-30T02:53:02Z,2400000,False,,,0,,SUB out: C. Johnson,[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M55.00S,2025-11-30T02:52:47.8Z,2,REGULAR,substitution,in,[],1626220,,,1610612756,42,45,2025-11-30T02:53:02Z,2410000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M55.00S,2025-11-30T02:52:47.8Z,2,REGULAR,substitution,in,[],1631212,,,1610612756,42,45,2025-11-30T02:53:02Z,2420000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M55.00S,2025-11-30T02:52:47.8Z,2,REGULAR,substitution,in,[],1642461,,,1610612756,42,45,2025-11-30T02:53:02Z,2430000,False,,,0,,SUB in: S. Jones,[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M55.00S,2025-11-30T02:52:47.8Z,2,REGULAR,substitution,in,[],1627750,,,1610612756,42,45,2025-11-30T02:53:02Z,2440000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M55.00S,2025-11-30T02:53:16.1Z,2,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,43,45,2025-11-30T02:53:16Z,2450000,False,,,0,,D. Booker Free Throw 2 of 2 (5 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
253,PT05M42.00S,2025-11-30T02:53:31.1Z,2,REGULAR,turnover,bad pass,[],1627750,,,1610612743,43,45,2025-11-30T02:53:37Z,2460000,False,,,0,,J. Murray bad pass TURNOVER (3 TO),"[1627750, 1628415]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,8-16 Left,3.0,Brooks,1628415.0,,,,,,,,,,,,,,,,,
254,PT05M42.00S,2025-11-30T02:53:31.1Z,2,REGULAR,steal,,[],1628415,,,1610612756,43,45,2025-11-30T02:53:32Z,2470000,False,,,0,,D. Brooks STEAL (1 STL),[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
255,PT05M39.00S,2025-11-30T02:53:34.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626164,92.85479632063075,47.30392156862745,1610612756,45,45,2025-11-30T02:53:43Z,2480000,False,-13.0,15.0,1,right,D. Booker running Layup (7 PTS) (D. Brooks 1 AST),"[1626164, 1628415]",1610612756.0,PHX,running,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,2.0,Made,7.0,D. Brooks,1628415.0,1.0,,,,,,,,,,,
257,PT05M19.00S,2025-11-30T02:53:53.7Z,2,REGULAR,3pt,Jump Shot,[],203501,31.750985545335087,63.48039215686274,1610612743,45,48,2025-11-30T02:53:59Z,2500000,False,-67.0,246.0,1,left,T. Hardaway Jr. 25' 3PT  (17 PTS) (S. Jones 1 AST),"[203501, 1642461]",1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,,,,25.51,Made,17.0,S. Jones,1642461.0,1.0,,,,,,,,,,,
259,PT05M02.00S,2025-11-30T02:54:11.4Z,2,REGULAR,2pt,Jump Shot,[],1628415,91.01511169513797,32.35294117647059,1610612756,47,48,2025-11-30T02:54:23Z,2520000,False,-88.0,32.0,1,right,D. Brooks 9' driving floating bank Jump Shot (11 PTS),[1628415],1610612756.0,PHX,driving floating bank,,,Brooks,D. Brooks,,,,,Mid-Range,8-16 Left,,,,9.38,Made,11.0,,,,,,,,,,,,,,
260,PT04M38.00S,2025-11-30T02:54:35.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202685,7.046649145860711,49.754901960784316,1610612743,47,48,2025-11-30T02:54:40Z,2530000,False,1.0,14.0,1,left,MISS J. Valančiūnas Hook,[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,,,,1.38,Missed,,,,,,,,,,,,,,,
