actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
88,PT04M48.00S,2026-01-28T02:26:25.7Z,1,REGULAR,turnover,bad pass,[],1642856,,,1610612751,21,14,2026-01-28T02:26:31Z,870000,False,,,0,,E. Dëmin bad pass TURNOVER (1 TO),"[1642856, 1642346]",1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Left Center,,,,,,,,1.0,Dunn,1642346.0,,,,,,,,,,
89,PT04M48.00S,2026-01-28T02:26:25.7Z,1,REGULAR,steal,,[],1642346,,,1610612756,21,14,2026-01-28T02:26:27Z,880000,False,,,0,,R. Dunn STEAL (1 STL),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
90,PT04M46.00S,2026-01-28T02:26:27.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642346,95.87713534822602,53.431372549019606,1610612756,23,14,2026-01-28T02:26:35Z,890000,False,17.0,-14.0,1,right,R. Dunn running DUNK (2 PTS),[1642346],1610612756.0,PHX,running,,,Dunn,R. Dunn,,,,,Restricted Area,0-8 Center,2.2,Made,,,,,2.0,,,,,,,,,,,,,
91,PT04M44.00S,2026-01-28T02:26:33.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,23,14,2026-01-28T02:26:36Z,900000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M44.00S,2026-01-28T02:28:46.9Z,1,REGULAR,substitution,out,[],1629611,,,1610612751,23,14,2026-01-28T02:28:53Z,910000,False,,,0,,SUB out: T. Mann,[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M44.00S,2026-01-28T02:28:46.9Z,1,REGULAR,substitution,out,[],1629651,,,1610612751,23,14,2026-01-28T02:28:53Z,920000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M44.00S,2026-01-28T02:28:46.9Z,1,REGULAR,substitution,in,[],1630533,,,1610612751,23,14,2026-01-28T02:28:53Z,930000,False,,,0,,SUB in: Z. Williams,[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M44.00S,2026-01-28T02:28:46.9Z,1,REGULAR,substitution,in,[],1630549,,,1610612751,23,14,2026-01-28T02:28:53Z,940000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M23.00S,2026-01-28T02:29:51.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,12.302890932982917,39.46078431372549,1610612751,23,14,2026-01-28T02:29:55Z,950000,False,53.0,63.0,1,left,MISS C. Thomas 8' driving floating Shot,[1630560],1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Right,8.22,Missed,,,,,,,,,,,,,,,,,,
97,PT04M21.00S,2026-01-28T02:29:53.1Z,1,REGULAR,rebound,offensive,[],1629008,,,1610612751,23,14,2026-01-28T02:29:55Z,960000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:0),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,96.0,1.0,0.0,1.0,,,,,,,,,,,,,,
98,PT04M20.00S,2026-01-28T02:29:55.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629008,6.258212877792378,50.73529411764706,1610612751,23,16,2026-01-28T02:30:00Z,970000,False,-4.0,6.0,1,left,M. Porter Jr. putback Layup (12 PTS),[1629008],1610612751.0,BKN,putback,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,0.73,Made,,,,,12.0,,,,,,,,,,,,,
99,PT03M57.00S,2026-01-28T02:30:17.0Z,1,REGULAR,3pt,Jump Shot,[],1642346,66.44218134034165,59.55882352941176,1610612756,23,16,2026-01-28T02:30:22Z,980000,False,48.0,263.0,1,right,MISS R. Dunn 26' 3PT,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,Above the Break 3,24+ Center,26.72,Missed,,,,,,,,,,,,,,,,,,
100,PT03M53.00S,2026-01-28T02:30:21.0Z,1,REGULAR,rebound,defensive,[],1642856,,,1610612751,23,16,2026-01-28T02:30:22Z,990000,False,,,0,,E. Dëmin REBOUND (Off:0 Def:2),[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,Above the Break 3,24+ Center,,,99.0,2.0,2.0,0.0,,,,,,,,,,,,,,
101,PT03M44.00S,2026-01-28T02:30:30.1Z,1,REGULAR,2pt,Jump Shot,[],1630560,5.601182654402102,18.137254901960784,1610612751,23,18,2026-01-28T02:32:44Z,1000000,False,159.0,0.0,1,left,C. Thomas 15' fadeaway Jump Shot (2 PTS) (M. Porter Jr. 1 AST),"[1630560, 1629008]",1610612751.0,BKN,fadeaway,,,Thomas,C. Thomas,,,,,Mid-Range,8-16 Right,15.93,Made,,,,,2.0,,,,M. Porter Jr.,1629008.0,1.0,,,,,,,
103,PT03M34.00S,2026-01-28T02:30:40.7Z,1,REGULAR,3pt,Jump Shot,[],1631123,69.20170827858082,72.30392156862744,1610612756,23,18,2026-01-28T02:30:46Z,1020000,False,112.0,237.0,1,right,MISS J. Bouyea 26' step back 3PT,[1631123],1610612756.0,PHX,step back,,,Bouyea,J. Bouyea,,,,,Above the Break 3,24+ Right Center,26.19,Missed,,,,,,,,,,,,,,,,,,
104,PT03M30.00S,2026-01-28T02:30:44.7Z,1,REGULAR,rebound,defensive,[],1630560,,,1610612751,23,18,2026-01-28T02:30:46Z,1030000,False,,,0,,C. Thomas REBOUND (Off:0 Def:1),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Right Center,,,103.0,1.0,1.0,0.0,,,,,,,,,,,,,,
105,PT03M21.00S,2026-01-28T02:30:53.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630549,3.630091984231275,46.568627450980394,1610612751,23,20,2026-01-28T02:30:57Z,1040000,False,17.0,-18.0,1,left,D. Sharpe driving Layup (2 PTS) (C. Thomas 1 AST),"[1630549, 1630560]",1610612751.0,BKN,driving,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,2.52,Made,,,,,2.0,,,,C. Thomas,1630560.0,1.0,,,,,,,
106,PT03M07.00S,2026-01-28T02:31:08.7Z,1,REGULAR,foul,personal,[],1630549,,,1610612756,23,20,2026-01-28T02:31:33Z,1050000,False,,,0,,D. Sharpe personal FOUL (1 PF),"[1630549, 1628415]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,202056.0,1.0,0.0,Brooks,1628415.0
109,PT03M07.00S,2026-01-28T02:31:18.9Z,1,REGULAR,substitution,out,[],1628415,,,1610612756,23,20,2026-01-28T02:31:42Z,1070000,False,,,0,,SUB out: D. Brooks,[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M07.00S,2026-01-28T02:31:18.9Z,1,REGULAR,substitution,out,[],1628960,,,1610612756,23,20,2026-01-28T02:31:42Z,1080000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M07.00S,2026-01-28T02:31:18.9Z,1,REGULAR,substitution,out,[],1631109,,,1610612756,23,20,2026-01-28T02:31:42Z,1090000,False,,,0,,SUB out: M. Williams,[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M07.00S,2026-01-28T02:31:18.9Z,1,REGULAR,substitution,out,[],1642856,,,1610612756,23,20,2026-01-28T02:31:42Z,1100000,False,,,0,,SUB out: E. Dëmin,[1642856],1610612751.0,BKN,,,,Dëmin,E. Dëmin,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M07.00S,2026-01-28T02:31:18.9Z,1,REGULAR,substitution,out,[],1629008,,,1610612756,23,20,2026-01-28T02:31:42Z,1110000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M07.00S,2026-01-28T02:31:18.9Z,1,REGULAR,substitution,in,[],1642345,,,1610612756,23,20,2026-01-28T02:31:42Z,1120000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M07.00S,2026-01-28T02:31:18.9Z,1,REGULAR,substitution,in,[],1626220,,,1610612756,23,20,2026-01-28T02:31:42Z,1130000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M07.00S,2026-01-28T02:31:18.9Z,1,REGULAR,substitution,in,[],1630692,,,1610612756,23,20,2026-01-28T02:31:42Z,1140000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M07.00S,2026-01-28T02:31:18.9Z,1,REGULAR,substitution,in,[],1642879,,,1610612756,23,20,2026-01-28T02:31:42Z,1150000,False,,,0,,SUB in: B. Saraf,[1642879],1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M07.00S,2026-01-28T02:31:18.9Z,1,REGULAR,substitution,in,[],1642874,,,1610612756,23,20,2026-01-28T02:31:42Z,1160000,False,,,0,,SUB in: D. Wolf,[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M02.00S,2026-01-28T02:31:46.6Z,1,REGULAR,turnover,bad pass,[],1631123,,,1610612756,23,20,2026-01-28T02:31:49Z,1170000,False,,,0,,J. Bouyea bad pass TURNOVER (1 TO),"[1631123, 1630549]",1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,Sharpe,1630549.0,,,,,,,,,,
120,PT03M02.00S,2026-01-28T02:31:46.6Z,1,REGULAR,steal,,[],1630549,,,1610612751,23,20,2026-01-28T02:31:47Z,1180000,False,,,0,,D. Sharpe STEAL (1 STL),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
121,PT02M46.00S,2026-01-28T02:32:02.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630549,8.09789750328515,40.44117647058824,1610612751,23,22,2026-01-28T02:35:02Z,1190000,False,48.0,24.0,1,left,D. Sharpe Layup (4 PTS) (B. Saraf 1 AST),"[1630549, 1642879]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,5.33,Made,,,,,4.0,,,,B. Saraf,1642879.0,1.0,,,,,,,
123,PT02M44.00S,2026-01-28T02:32:09.7Z,1,REGULAR,timeout,full,['team'],0,,,1610612756,23,22,2026-01-28T02:32:09Z,1210000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M27.00S,2026-01-28T02:34:21.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642346,84.44480946123521,43.872549019607845,1610612756,25,22,2026-01-28T02:35:50Z,1230000,False,-31.0,94.0,1,right,R. Dunn 9' floating Jump Shot (4 PTS) (R. O'Neale 1 AST),"[1642346, 1626220]",1610612756.0,PHX,floating,,,Dunn,R. Dunn,,,,,In The Paint (Non-RA),8-16 Center,9.86,Made,,,,,4.0,,,,R. O'Neale,1626220.0,1.0,,,,,,,
127,PT02M01.00S,2026-01-28T02:34:46.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642874,11.383048620236531,61.274509803921575,1610612751,25,22,2026-01-28T02:36:20Z,1250000,False,-56.0,55.0,1,left,MISS D. Wolf 7' turnaround fadeaway Shot,[1642874],1610612751.0,BKN,turnaround fadeaway,,,Wolf,D. Wolf,,,,,In The Paint (Non-RA),0-8 Center,7.84,Missed,,,,,,,,,,,,,,,,,,
128,PT01M57.00S,2026-01-28T02:34:50.9Z,1,REGULAR,rebound,defensive,[],1630692,,,1610612756,25,22,2026-01-28T02:34:51Z,1260000,False,,,0,,J. Goodwin REBOUND (Off:1 Def:2),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),0-8 Center,,,127.0,3.0,2.0,1.0,,,,,,,,,,,,,,
129,PT01M47.00S,2026-01-28T02:34:59.8Z,1,REGULAR,turnover,bad pass,[],1642345,,,1610612756,25,22,2026-01-28T02:35:02Z,1270000,False,,,0,,O. Ighodaro bad pass TURNOVER (1 TO),"[1642345, 1630549]",1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Mid-Range,16-24 Left,,,,,,,,1.0,Sharpe,1630549.0,,,,,,,,,,
130,PT01M47.00S,2026-01-28T02:34:59.8Z,1,REGULAR,steal,,[],1630549,,,1610612751,25,22,2026-01-28T02:35:01Z,1280000,False,,,0,,D. Sharpe STEAL (2 STL),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
131,PT01M41.00S,2026-01-28T02:35:05.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630533,5.075558475689881,95.58823529411765,1610612751,25,25,2026-01-28T02:37:34Z,1290000,False,-228.0,-5.0,1,left,Z. Williams 3PT running (3 PTS) (B. Saraf 2 AST),"[1630533, 1642879]",1610612751.0,BKN,running,,,Williams,Z. Williams,,,,,Left Corner 3,24+ Left,22.8,Made,,,,,3.0,,,,B. Saraf,1642879.0,2.0,,,,,,,
133,PT01M31.00S,2026-01-28T02:35:17.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642345,93.11760840998686,48.03921568627451,1610612756,27,25,2026-01-28T02:35:29Z,1310000,False,-10.0,12.0,1,right,O. Ighodaro driving DUNK (2 PTS) (J. Goodwin 2 AST),"[1642345, 1630692]",1610612756.0,PHX,driving,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,1.56,Made,,,,,2.0,,,,J. Goodwin,1630692.0,2.0,,,,,,,
135,PT01M31.00S,2026-01-28T02:35:20.5Z,1,REGULAR,foul,personal,['1freethrow'],1642874,,,1610612756,27,25,2026-01-28T02:35:39Z,1330000,False,,,0,,D. Wolf shooting personal FOUL (1 PF) (Ighodaro 1 FT),"[1642874, 1642345]",1610612751.0,BKN,shooting,,,Wolf,D. Wolf,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1151.0,1.0,0.0,Ighodaro,1642345.0
137,PT01M31.00S,2026-01-28T02:35:48.4Z,1,REGULAR,freethrow,1 of 1,[],1642345,,,1610612756,27,25,2026-01-28T02:35:50Z,1350000,False,,,0,,MISS O. Ighodaro Free Throw 1 of 1,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
138,PT01M29.00S,2026-01-28T02:35:50.4Z,1,REGULAR,rebound,defensive,[],1642874,,,1610612751,27,25,2026-01-28T02:35:50Z,1360000,False,,,0,,D. Wolf REBOUND (Off:0 Def:1),[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,,,,,137.0,1.0,1.0,0.0,,,,,,,,,,,,,,
139,PT01M09.00S,2026-01-28T02:36:09.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630560,11.251642575558476,39.950980392156865,1610612751,27,27,2026-01-28T02:36:14Z,1370000,False,50.0,53.0,1,left,C. Thomas 7' driving finger roll Layup (4 PTS),[1630560],1610612751.0,BKN,driving finger roll,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,7.32,Made,,,,,4.0,,,,,,,,,,,,,
140,PT00M57.80S,2026-01-28T02:36:23.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642879,,,1610612756,27,27,2026-01-28T02:36:28Z,1380000,False,,,0,,B. Saraf personal FOUL (1 PF) (Ighodaro 2 FT),"[1642879, 1642345]",1610612751.0,BKN,,,,Saraf,B. Saraf,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,202056.0,1.0,0.0,Ighodaro,1642345.0
142,PT00M57.80S,2026-01-28T02:36:54.9Z,1,REGULAR,freethrow,1 of 2,[],1642345,,,1610612756,28,27,2026-01-28T02:37:11Z,1400000,False,,,0,,O. Ighodaro Free Throw 1 of 2 (3 PTS),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
143,PT00M57.80S,2026-01-28T02:36:54.9Z,1,REGULAR,freethrow,2 of 2,[],1642345,,,1610612756,28,27,2026-01-28T02:37:11Z,1410000,False,,,0,,MISS O. Ighodaro Free Throw 2 of 2,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
144,PT00M55.90S,2026-01-28T02:36:56.8Z,1,REGULAR,rebound,offensive,[],1642346,,,1610612756,28,27,2026-01-28T02:37:11Z,1420000,False,,,0,,R. Dunn REBOUND (Off:1 Def:0),[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,143.0,1.0,0.0,1.0,,,,,,,,,,,,,,
145,PT00M54.30S,2026-01-28T02:37:12.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626220,64.60249671484888,58.57843137254902,1610612756,28,27,2026-01-28T02:37:17Z,1430000,False,43.0,280.0,1,right,MISS R. O'Neale 28' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,28.35,Missed,,,,,,,,,,,,,,,,,,
146,PT00M51.30S,2026-01-28T02:37:15.5Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,28,27,2026-01-28T02:37:17Z,1440000,False,,,0,,D. Sharpe REBOUND (Off:0 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Center,,,145.0,1.0,1.0,0.0,,,,,,,,,,,,,,
147,PT00M45.60S,2026-01-28T02:37:21.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630533,9.017739816031538,42.8921568627451,1610612751,28,27,2026-01-28T02:41:03Z,1450000,False,36.0,32.0,1,left,MISS Z. Williams running Layup,[1630533],1610612751.0,BKN,running,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),0-8 Center,4.8,Missed,,,,,,,,,,,,,,,,,,
148,PT00M43.80S,2026-01-28T02:37:23.0Z,1,REGULAR,rebound,defensive,[],1631123,,,1610612756,28,27,2026-01-28T02:37:26Z,1460000,False,,,0,,J. Bouyea REBOUND (Off:0 Def:1),[1631123],1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,In The Paint (Non-RA),0-8 Center,,,147.0,1.0,1.0,0.0,,,,,,,,,,,,,,
149,PT00M37.10S,2026-01-28T02:37:29.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630692,89.96386333771353,47.549019607843135,1610612756,28,27,2026-01-28T02:37:33Z,1470000,False,-12.0,42.0,1,right,MISS J. Goodwin driving reverse Layup,[1630692],1610612756.0,PHX,driving reverse,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,4.36,Missed,,,,,,,,,,,,,,,,,,
150,PT00M35.50S,2026-01-28T02:37:31.2Z,1,REGULAR,rebound,defensive,[],1642874,,,1610612751,28,27,2026-01-28T02:37:33Z,1480000,False,,,0,,D. Wolf REBOUND (Off:0 Def:2),[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Restricted Area,0-8 Center,,,149.0,2.0,2.0,0.0,,,,,,,,,,,,,,
151,PT00M33.10S,2026-01-28T02:37:33.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630533,25.18068331143233,13.725490196078432,1610612751,28,27,2026-01-28T02:42:41Z,1490000,False,181.0,184.0,1,left,MISS Z. Williams 25' running pullup 3PT,[1630533],1610612751.0,BKN,running pullup,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right Center,25.85,Missed,,,,,,,,,,,,,,,,,,
152,PT00M28.80S,2026-01-28T02:37:38.0Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,28,27,2026-01-28T02:37:38Z,1500000,False,,,0,,D. Sharpe REBOUND (Off:1 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Right Center,,,151.0,2.0,1.0,1.0,,,,,,,,,,,,,,
153,PT00M28.30S,2026-01-28T02:37:38.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630549,6.521024967148489,46.07843137254902,1610612751,28,29,2026-01-28T02:37:47Z,1510000,False,20.0,9.0,1,left,D. Sharpe putback Layup (6 PTS),[1630549],1610612751.0,BKN,putback,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,2.15,Made,,,,,6.0,,,,,,,,,,,,,
154,PT00M04.80S,2026-01-28T02:38:09.6Z,1,REGULAR,2pt,Jump Shot,[],1631123,73.66951379763469,26.96078431372549,1610612756,28,29,2026-01-28T02:43:12Z,1520000,False,-115.0,195.0,1,right,MISS J. Bouyea 22' step back Shot,[1631123],1610612756.0,PHX,step back,,,Bouyea,J. Bouyea,,,,,Mid-Range,16-24 Left Center,22.65,Missed,,,,,,,,,,,,,,,,,,
155,PT00M00.90S,2026-01-28T02:38:13.5Z,1,REGULAR,rebound,defensive,[],1642874,,,1610612751,28,29,2026-01-28T02:38:15Z,1530000,False,,,0,,D. Wolf REBOUND (Off:0 Def:3),[1642874],1610612751.0,BKN,,,,Wolf,D. Wolf,,,,,Mid-Range,16-24 Left Center,,,154.0,3.0,3.0,0.0,,,,,,,,,,,,,,
156,PT00M00.00S,2026-01-28T02:38:22.9Z,1,REGULAR,period,end,[],0,,,1610612751,28,29,2026-01-28T02:38:22Z,1540000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2026-01-28T02:40:25.9Z,2,REGULAR,substitution,out,['startperiod'],1642346,,,1610612751,28,29,2026-01-28T02:40:54Z,1550000,False,,,0,,SUB out: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2026-01-28T02:40:25.9Z,2,REGULAR,substitution,in,['startperiod'],1628502,,,1610612751,28,29,2026-01-28T02:40:54Z,1560000,False,,,0,,SUB in: N. Hayes-Davis,[1628502],1610612756.0,PHX,,,,Hayes-Davis,N. Hayes-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2026-01-28T02:41:01.7Z,2,REGULAR,period,start,[],0,,,1610612751,28,29,2026-01-28T02:41:01Z,1570000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M41.00S,2026-01-28T02:41:22.6Z,2,REGULAR,foul,personal,[],1631123,,,1610612751,28,29,2026-01-28T02:41:33Z,1580000,False,,,0,,J. Bouyea personal FOUL (1 PF),"[1631123, 1630549]",1610612756.0,PHX,,,,Bouyea,J. Bouyea,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202056.0,1.0,0.0,Sharpe,1630549.0
162,PT11M32.00S,2026-01-28T02:41:49.8Z,2,REGULAR,3pt,Jump Shot,[],1630560,29.25427069645204,76.9607843137255,1610612751,28,29,2026-01-28T02:44:02Z,1600000,False,-135.0,222.0,1,left,MISS C. Thomas 26' step back 3PT,[1630560],1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Left Center,26.01,Missed,,,,,,,,,,,,,,,,,,
163,PT11M28.00S,2026-01-28T02:41:53.8Z,2,REGULAR,rebound,defensive,[],1630692,,,1610612756,28,29,2026-01-28T02:41:54Z,1610000,False,,,0,,J. Goodwin REBOUND (Off:1 Def:3),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Left Center,,,162.0,4.0,3.0,1.0,,,,,,,,,,,,,,
164,PT11M24.00S,2026-01-28T02:41:58.4Z,2,REGULAR,foul,personal,['2freethrow'],1630533,,,1610612756,28,29,2026-01-28T02:42:05Z,1620000,False,,,0,,Z. Williams shooting personal FOUL (1 PF) (O'Neale 2 FT),"[1630533, 1626220]",1610612751.0,BKN,shooting,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1151.0,1.0,0.0,O'Neale,1626220.0
166,PT11M24.00S,2026-01-28T02:42:23.9Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1626220,,,1610612756,29,29,2026-01-28T02:42:23Z,1640000,False,,,0,,R. O'Neale Free Throw 1 of 2 (3 PTS),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
167,PT11M24.00S,2026-01-28T02:42:23.9Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1626220,,,1610612756,30,29,2026-01-28T02:42:53Z,1650000,False,,,0,,R. O'Neale Free Throw 2 of 2 (4 PTS),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
170,PT11M07.00S,2026-01-28T02:43:35.3Z,2,REGULAR,foul,personal,[],1628502,,,1610612751,30,29,2026-01-28T02:43:42Z,1680000,False,,,0,,N. Hayes-Davis personal FOUL (1 PF),"[1628502, 1630560]",1610612756.0,PHX,,,,Hayes-Davis,N. Hayes-Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1151.0,1.0,0.0,Thomas,1630560.0
172,PT10M57.00S,2026-01-28T02:44:03.0Z,2,REGULAR,turnover,out-of-bounds,[],1630560,,,1610612751,30,29,2026-01-28T02:44:09Z,1700000,False,,,0,,C. Thomas bad pass out-of-bounds TURNOVER (1 TO),[1630560],1610612751.0,BKN,bad pass,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,,,,,,,,202056.0,,,,
