actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-03-23T01:12:19.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-23T01:12:19Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-03-23T01:12:21.5Z,1,REGULAR,jumpball,recovered,[],1631221,,,1610612756,0,0,2026-03-23T01:12:21Z,40000,False,,,0,,Jump Ball O. Ighodaro vs. J. Poeltl: Tip to C. Gillespie,"[1631221, 1642345, 1627751]",1610612756.0,PHX,startperiod,C. Gillespie,1631221.0,Gillespie,C. Gillespie,Ighodaro,1642345.0,Poeltl,1627751.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2026-03-23T01:12:35.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642345,7.178055190538765,49.50980392156863,1610612756,0,0,2026-03-23T01:12:39Z,70000,False,2.0,15.0,1,left,MISS O. Ighodaro cutting Layup - blocked,"[1642345, 1627751]",1610612756.0,PHX,cutting,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,1.52,Missed,Poeltl,1627751.0,,,,,,,,,,,,,,,,
8,PT11M43.00S,2026-03-23T01:12:35.1Z,1,REGULAR,block,,[],1627751,,,1610612756,0,0,2026-03-23T01:12:37Z,80000,False,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M41.00S,2026-03-23T01:12:37.1Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,0,0,2026-03-23T01:12:39Z,90000,False,,,0,,R. Barrett REBOUND (Off:0 Def:1),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M36.00S,2026-03-23T01:12:42.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630567,94.1688567674113,48.529411764705884,1610612761,0,0,2026-03-23T01:12:46Z,100000,False,-7.0,2.0,1,right,MISS S. Barnes running Layup,[1630567],1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,0.77,Missed,,,,,,,,,,,,,,,,,,
11,PT11M34.00S,2026-03-23T01:12:44.1Z,1,REGULAR,rebound,defensive,[],1642345,,,1610612756,0,0,2026-03-23T01:12:46Z,110000,False,,,0,,O. Ighodaro REBOUND (Off:0 Def:1),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,
12,PT11M27.00S,2026-03-23T01:12:50.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,6.521024967148489,50.73529411764706,1610612756,2,0,2026-03-23T01:14:26Z,120000,False,-4.0,9.0,1,left,J. Green driving Layup (2 PTS),[1630224],1610612756.0,PHX,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,0.95,Made,,,,,,,2.0,,,,,,,,,,,
13,PT11M05.00S,2026-03-23T01:13:12.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,81.8166885676741,42.15686274509804,1610612761,2,0,2026-03-23T01:15:07Z,130000,False,-39.0,118.0,1,right,MISS B. Ingram 12' fadeaway Shot - blocked,"[1627742, 1642345]",1610612761.0,TOR,fadeaway,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,12.47,Missed,Ighodaro,1642345.0,,,,,,,,,,,,,,,,
14,PT11M05.00S,2026-03-23T01:13:12.5Z,1,REGULAR,block,,[],1642345,,,1610612761,2,0,2026-03-23T01:13:14Z,140000,False,,,0,,O. Ighodaro BLOCK (1 BLK),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
15,PT11M03.00S,2026-03-23T01:13:14.5Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,2,0,2026-03-23T01:13:18Z,150000,False,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,
16,PT10M46.00S,2026-03-23T01:13:31.8Z,1,REGULAR,3pt,Jump Shot,[],1630692,22.815374507227332,6.372549019607843,1610612756,2,0,2026-03-23T01:13:35Z,160000,False,218.0,162.0,1,left,MISS J. Goodwin 27' 3PT,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Right Center,27.17,Missed,,,,,,,,,,,,,,,,,,
17,PT10M44.00S,2026-03-23T01:13:33.8Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612761,2,0,2026-03-23T01:13:35Z,170000,False,,,0,,R. Barrett REBOUND (Off:0 Def:2),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Right Center,,,,,16.0,2.0,2.0,0.0,,,,,,,,,,,,
18,PT10M30.00S,2026-03-23T01:13:49.9Z,1,REGULAR,foul,personal,[],1631221,,,1610612761,2,0,2026-03-23T01:13:57Z,180000,False,,,0,,C. Gillespie personal FOUL (1 PF),"[1631221, 1630567]",1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Restricted Area,0-8 Center,,,,,,,,,,1193.0,1.0,0.0,Barnes,1630567.0,,,,,,
20,PT10M18.00S,2026-03-23T01:14:18.6Z,1,REGULAR,2pt,Jump Shot,[],1627742,70.64717477003943,52.20588235294118,1610612761,2,0,2026-03-23T01:14:36Z,200000,False,11.0,223.0,1,right,MISS B. Ingram 22' pullup Shot,[1627742],1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Center,22.37,Missed,,,,,,,,,,,,,,,,,,
21,PT10M15.00S,2026-03-23T01:14:21.6Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612756,2,0,2026-03-23T01:14:23Z,210000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,Mid-Range,16-24 Center,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,
22,PT10M08.00S,2026-03-23T01:14:29.1Z,1,REGULAR,3pt,Jump Shot,[],1631221,28.33442838370565,8.823529411764707,1610612756,5,0,2026-03-23T01:14:38Z,220000,False,206.0,214.0,1,left,C. Gillespie 29' 3PT  (3 PTS) (D. Booker 1 AST),"[1631221, 1626164]",1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Right Center,29.68,Made,,,,,,,3.0,,,,,,D. Booker,1626164.0,1.0,,,
24,PT09M58.00S,2026-03-23T01:14:39.8Z,1,REGULAR,3pt,Jump Shot,[],1630193,77.61169513797634,91.42156862745098,1610612761,5,0,2026-03-23T01:14:44Z,240000,False,207.0,158.0,1,right,MISS I. Quickley 26' 3PT,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,26.05,Missed,,,,,,,,,,,,,,,,,,
25,PT09M55.00S,2026-03-23T01:14:42.8Z,1,REGULAR,rebound,defensive,[],1630692,,,1610612756,5,0,2026-03-23T01:14:44Z,250000,False,,,0,,J. Goodwin REBOUND (Off:0 Def:1),[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Right Center,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,
26,PT09M47.00S,2026-03-23T01:14:50.4Z,1,REGULAR,3pt,Jump Shot,[],1630224,23.078186596583443,8.333333333333332,1610612756,8,0,2026-03-23T01:14:55Z,260000,False,208.0,164.0,1,left,J. Green 26' 3PT step back (5 PTS),[1630224],1610612756.0,PHX,step back,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,26.54,Made,,,,,,,5.0,,,,,,,,,,,
27,PT09M45.00S,2026-03-23T01:14:56.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,8,0,2026-03-23T01:14:56Z,270000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PT09M24.00S,2026-03-23T01:18:09.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,95.0886990801577,50.73529411764706,1610612761,8,2,2026-03-23T01:18:13Z,280000,False,4.0,-6.0,1,right,S. Barnes driving Layup (2 PTS) (R. Barrett 1 AST),"[1630567, 1629628]",1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,0.73,Made,,,,,,,2.0,,,,,,R. Barrett,1629628.0,1.0,,,
30,PT09M06.00S,2026-03-23T01:18:28.7Z,1,REGULAR,3pt,Jump Shot,[],1631221,31.09395532194481,77.45098039215686,1610612756,11,2,2026-03-23T01:18:32Z,300000,False,-137.0,240.0,1,left,C. Gillespie 27' 3PT  (6 PTS) (J. Green 1 AST),"[1631221, 1630224]",1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Left Center,27.63,Made,,,,,,,6.0,,,,,,J. Green,1630224.0,1.0,,,
