actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
192,PT12M00.00S,2026-04-08T03:43:18.8Z,2,REGULAR,substitution,out,['startperiod'],1628415,,,1610612756,37,21,2026-04-08T03:44:05Z,1890000,False,,,0,,SUB out: D. Brooks,[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT12M00.00S,2026-04-08T03:43:18.8Z,2,REGULAR,substitution,out,['startperiod'],1642263,,,1610612756,37,21,2026-04-08T03:44:05Z,1900000,False,,,0,,SUB out: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT12M00.00S,2026-04-08T03:43:18.8Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612756,37,21,2026-04-08T03:44:05Z,1910000,False,,,0,,SUB out: K. Durant,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT12M00.00S,2026-04-08T03:43:18.8Z,2,REGULAR,substitution,in,['startperiod'],1631221,,,1610612756,37,21,2026-04-08T03:44:05Z,1920000,False,,,0,,SUB in: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT12M00.00S,2026-04-08T03:43:18.8Z,2,REGULAR,substitution,in,['startperiod'],1642345,,,1610612756,37,21,2026-04-08T03:44:05Z,1930000,False,,,0,,SUB in: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT12M00.00S,2026-04-08T03:43:18.8Z,2,REGULAR,substitution,in,['startperiod'],1628988,,,1610612756,37,21,2026-04-08T03:44:05Z,1940000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT12M00.00S,2026-04-08T03:43:18.8Z,2,REGULAR,substitution,in,['startperiod'],1631106,,,1610612756,37,21,2026-04-08T03:44:05Z,1950000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT12M00.00S,2026-04-08T03:44:44.6Z,2,REGULAR,period,start,[],0,,,1610612745,37,21,2026-04-08T03:44:44Z,1960000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT11M41.00S,2026-04-08T03:45:03.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,84.1819973718791,49.754901960784316,1610612745,37,21,2026-04-08T03:49:34Z,1970000,False,-1.0,96.0,1,right,MISS A. Sengun 9' turnaround Hook,[1630578],1610612745.0,HOU,turnaround,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Center,9.62,Missed,,,,,,,,,,,,,,,,,,
201,PT11M38.00S,2026-04-08T03:45:06.5Z,2,REGULAR,rebound,offensive,[],1641708,,,1610612745,37,21,2026-04-08T03:45:09Z,1980000,False,,,0,,A. Thompson REBOUND (Off:2 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,200.0,,,,,,,3.0,1.0,2.0,,,,,,,,
202,PT11M34.00S,2026-04-08T03:45:10.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631095,92.72339027595268,53.92156862745098,1610612745,37,21,2026-04-08T03:45:19Z,1990000,False,20.0,16.0,1,right,MISS J. Smith Jr. driving Layup - blocked,"[1631095, 1642345]",1610612745.0,HOU,driving,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,2.52,Missed,,,,,,Ighodaro,1642345.0,,,,,,,,,,,
246,PT11M34.00S,2026-04-08T03:45:10.1Z,2,REGULAR,block,,[],1642345,,,1610612745,37,21,2026-04-08T03:53:10Z,2000000,False,,,0,,O. Ighodaro BLOCK (1 BLK),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
204,PT11M34.00S,2026-04-08T03:45:10.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612756,37,21,2026-04-08T03:45:19Z,2010000,False,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Restricted Area,0-8 Center,,,202.0,,,,,,,,,,,,,,,,,
206,PT11M16.00S,2026-04-08T03:45:36.5Z,2,REGULAR,3pt,Jump Shot,[],1630692,3.892904073587385,98.52941176470588,1610612756,40,21,2026-04-08T03:45:41Z,2030000,False,-243.0,-16.0,1,left,J. Goodwin 24' 3PT  (9 PTS) (O. Ighodaro 1 AST),"[1630692, 1642345]",1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,Left Corner 3,24+ Left,24.31,Made,,9.0,O. Ighodaro,1642345.0,1.0,,,,,,,,,,,,,
208,PT10M59.00S,2026-04-08T03:45:53.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,94.69448094612353,49.01960784313725,1610612745,40,21,2026-04-08T03:53:58Z,2050000,False,-5.0,-3.0,1,right,MISS A. Sengun cutting Layup,[1630578],1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,0.55,Missed,,,,,,,,,,,,,,,,,,
209,PT10M57.00S,2026-04-08T03:45:55.1Z,2,REGULAR,rebound,defensive,[],1642345,,,1610612756,40,21,2026-04-08T03:56:15Z,2060000,False,,,0,,O. Ighodaro REBOUND (Off:0 Def:2),[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,Restricted Area,0-8 Center,,,208.0,,,,,,,2.0,2.0,0.0,,,,,,,,
210,PT10M51.00S,2026-04-08T03:46:01.1Z,2,REGULAR,3pt,Jump Shot,[],1630692,33.98488830486202,40.19607843137255,1610612756,40,21,2026-04-08T03:54:52Z,2070000,False,49.0,267.0,1,left,MISS J. Goodwin 27' pullup 3PT,[1630692],1610612756.0,PHX,pullup,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Center,27.15,Missed,,,,,,,,,,,,,,,,,,
211,PT10M48.00S,2026-04-08T03:46:04.0Z,2,REGULAR,rebound,offensive,[],1626220,,,1610612756,40,21,2026-04-08T03:46:04Z,2080000,False,,,0,,R. O'Neale REBOUND (Off:1 Def:0),[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,,,210.0,,,,,,,1.0,0.0,1.0,,,,,,,,
212,PT10M47.00S,2026-04-08T03:46:05.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1631221,5.732588699080158,0.7352941176470588,1610612756,40,21,2026-04-08T03:46:10Z,2090000,False,246.0,1.0,1,left,MISS C. Gillespie 24' 3PT,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Right Corner 3,24+ Right,24.63,Missed,,,,,,,,,,,,,,,,,,
213,PT10M43.00S,2026-04-08T03:46:09.6Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,40,21,2026-04-08T03:46:10Z,2100000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Right Corner 3,24+ Right,,,212.0,,,,,,,1.0,1.0,0.0,,,,,,,,
214,PT10M27.00S,2026-04-08T03:46:26.9Z,2,REGULAR,turnover,traveling,[],1630578,,,1610612745,40,21,2026-04-08T03:46:34Z,2110000,False,,,0,,A. Sengun traveling TURNOVER (4 TO),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,201638.0,,,,,4.0,,
217,PT10M14.00S,2026-04-08T03:47:08.0Z,2,REGULAR,foul,personal,[],1631095,,,1610612756,40,21,2026-04-08T03:47:16Z,2140000,False,,,0,,J. Smith Jr. personal FOUL (1 PF),"[1631095, 1630692]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,202027.0,1.0,0.0,Goodwin,1630692.0,,,
219,PT10M00.00S,2026-04-08T03:47:29.4Z,2,REGULAR,turnover,lost ball,[],1628960,,,1610612756,40,21,2026-04-08T03:57:12Z,2160000,False,,,0,,G. Allen lost ball TURNOVER (2 TO),"[1628960, 1641708]",1610612756.0,PHX,,,,Allen,G. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,2.0,Thompson,1641708.0
220,PT10M00.00S,2026-04-08T03:47:29.4Z,2,REGULAR,steal,,[],1641708,,,1610612745,40,21,2026-04-08T03:47:31Z,2170000,False,,,0,,A. Thompson STEAL (2 STL),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
221,PT09M54.00S,2026-04-08T03:47:36.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628988,77.34888304862024,8.823529411764707,1610612745,40,24,2026-04-08T03:58:16Z,2180000,False,-206.0,160.0,1,right,A. Holiday 26' 3PT running (3 PTS) (A. Thompson 2 AST),"[1628988, 1641708]",1610612745.0,HOU,running,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Left Center,26.1,Made,,3.0,A. Thompson,1641708.0,2.0,,,,,,,,,,,,,
223,PT09M44.00S,2026-04-08T03:47:48.3Z,2,REGULAR,foul,personal,[],1641708,,,1610612756,40,24,2026-04-08T03:48:01Z,2200000,False,,,0,,A. Thompson personal FOUL (2 PF),"[1641708, 1631221]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,202027.0,2.0,0.0,Gillespie,1631221.0,,,
225,PT09M44.00S,2026-04-08T03:47:54.3Z,2,REGULAR,substitution,out,[],1628960,,,1610612756,40,24,2026-04-08T03:48:03Z,2220000,False,,,0,,SUB out: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT09M44.00S,2026-04-08T03:47:54.3Z,2,REGULAR,substitution,in,[],1630224,,,1610612756,40,24,2026-04-08T03:48:03Z,2230000,False,,,0,,SUB in: J. Green,[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT09M32.00S,2026-04-08T03:48:30.1Z,2,REGULAR,foul,offensive,[],1630224,,,1610612756,40,24,2026-04-08T03:48:40Z,2240000,False,,,0,,J. Green offensive FOUL (2 PF),"[1630224, 1630578]",1610612756.0,PHX,,,,Green,J. Green,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1628951.0,2.0,0.0,Sengun,1630578.0,,,
229,PT09M32.00S,2026-04-08T03:48:30.1Z,2,REGULAR,turnover,offensive foul,[],1630224,,,1610612756,40,24,2026-04-08T03:48:30Z,2260000,False,,,0,,J. Green offensive foul TURNOVER (3 TO),[1630224],1610612756.0,PHX,,,,Green,J. Green,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1628951.0,,,,,3.0,,
231,PT09M19.00S,2026-04-08T03:49:15.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1631095,93.77463863337714,15.196078431372548,1610612745,40,24,2026-04-08T03:49:20Z,2280000,False,-174.0,6.0,1,right,MISS J. Smith Jr. 17' Jump Shot,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Left,17.41,Missed,,,,,,,,,,,,,,,,,,
232,PT09M16.00S,2026-04-08T03:49:18.7Z,2,REGULAR,rebound,offensive,[],1630578,,,1610612745,40,24,2026-04-08T03:49:20Z,2290000,False,,,0,,A. Sengun REBOUND (Off:3 Def:1),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Left,,,231.0,,,,,,,4.0,1.0,3.0,,,,,,,,
233,PT09M14.00S,2026-04-08T03:49:20.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628988,70.51576872536137,79.90196078431373,1610612745,40,24,2026-04-08T03:49:26Z,2300000,False,150.0,225.0,1,right,MISS A. Holiday 26' 3PT,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Right Center,26.99,Missed,,,,,,,,,,,,,,,,,,
234,PT09M13.00S,2026-04-08T03:49:21.6Z,2,REGULAR,rebound,offensive,[],1631106,,,1610612745,40,24,2026-04-08T04:00:09Z,2310000,False,,,0,,T. Eason REBOUND (Off:2 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,,,233.0,,,,,,,3.0,1.0,2.0,,,,,,,,
235,PT09M12.00S,2026-04-08T03:49:25.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1631106,94.40999984741211,50.0,1610612745,40,26,2026-04-08T04:00:15Z,2320000,False,0.0,0.0,1,right,T. Eason tip Layup (7 PTS),[1631106],1610612745.0,HOU,tip,,,Eason,T. Eason,,,,,Restricted Area,0-8 Center,0.0,Made,,7.0,,,,,,,,,,,,,,,,
236,PT08M59.00S,2026-04-08T03:49:35.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,6.652431011826544,47.549019607843135,1610612756,40,26,2026-04-08T04:00:36Z,2330000,False,12.0,10.0,1,left,MISS J. Green driving Layup,[1630224],1610612756.0,PHX,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.59,Missed,,,,,,,,,,,,,,,,,,
237,PT08M58.00S,2026-04-08T03:49:36.5Z,2,REGULAR,rebound,defensive,[],1641708,,,1610612745,40,26,2026-04-08T03:49:46Z,2340000,False,,,0,,A. Thompson REBOUND (Off:2 Def:2),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,236.0,,,,,,,4.0,2.0,2.0,,,,,,,,
239,PT08M55.00S,2026-04-08T03:49:38.6Z,2,REGULAR,turnover,bad pass,[],1641708,,,1610612745,40,26,2026-04-08T03:49:54Z,2360000,False,,,0,,A. Thompson bad pass TURNOVER (1 TO),"[1641708, 1631221]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,1.0,Gillespie,1631221.0
240,PT08M55.00S,2026-04-08T03:49:38.6Z,2,REGULAR,steal,,[],1631221,,,1610612756,40,26,2026-04-08T03:49:41Z,2370000,False,,,0,,C. Gillespie STEAL (2 STL),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
241,PT08M51.00S,2026-04-08T03:49:42.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626220,25.18068331143233,88.23529411764706,1610612756,40,26,2026-04-08T03:49:56Z,2380000,False,-191.0,184.0,1,left,MISS R. O'Neale 26' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,26.55,Missed,,,,,,,,,,,,,,,,,,
242,PT08M49.00S,2026-04-08T03:49:46.0Z,2,REGULAR,rebound,defensive,[],1630578,,,1610612745,40,26,2026-04-08T03:49:46Z,2390000,False,,,0,,A. Sengun REBOUND (Off:3 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Above the Break 3,24+ Left Center,,,241.0,,,,,,,5.0,2.0,3.0,,,,,,,,
243,PT08M43.00S,2026-04-08T03:49:51.9Z,2,REGULAR,3pt,Jump Shot,[],1628988,91.80354796320631,2.696078431372549,1610612745,40,29,2026-04-08T03:49:58Z,2400000,False,-237.0,25.0,1,right,A. Holiday 3PT  (6 PTS) (J. Smith Jr. 1 AST),"[1628988, 1631095]",1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Left Corner 3,24+ Left,23.78,Made,,6.0,J. Smith Jr.,1631095.0,1.0,,,,,,,,,,,,,
245,PT08M41.00S,2026-04-08T03:49:56.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,40,29,2026-04-08T03:49:56Z,2420000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT08M41.00S,2026-04-08T03:52:38.4Z,2,REGULAR,substitution,out,[],1630692,,,1610612756,40,29,2026-04-08T03:53:14Z,2430000,False,,,0,,SUB out: J. Goodwin,[1630692],1610612756.0,PHX,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT08M41.00S,2026-04-08T03:52:38.4Z,2,REGULAR,substitution,out,[],1641708,,,1610612756,40,29,2026-04-08T03:53:14Z,2440000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT08M41.00S,2026-04-08T03:52:38.4Z,2,REGULAR,substitution,out,[],1630578,,,1610612756,40,29,2026-04-08T03:53:14Z,2450000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT08M41.00S,2026-04-08T03:52:38.4Z,2,REGULAR,substitution,in,[],1628415,,,1610612756,40,29,2026-04-08T03:53:14Z,2460000,False,,,0,,SUB in: D. Brooks,[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT08M41.00S,2026-04-08T03:52:38.4Z,2,REGULAR,substitution,in,[],1630256,,,1610612756,40,29,2026-04-08T03:53:14Z,2470000,False,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT08M41.00S,2026-04-08T03:52:38.4Z,2,REGULAR,substitution,in,[],201142,,,1610612756,40,29,2026-04-08T03:53:14Z,2480000,False,,,0,,SUB in: K. Durant,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT08M26.00S,2026-04-08T03:53:42.7Z,2,REGULAR,turnover,backcourt,[],1631221,,,1610612756,40,29,2026-04-08T03:53:56Z,2490000,False,,,0,,C. Gillespie backcourt TURNOVER (2 TO),[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1628951.0,,,,,2.0,,
254,PT08M04.00S,2026-04-08T03:54:23.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201142,81.2910643889619,9.803921568627452,1610612745,40,29,2026-04-08T03:54:29Z,2500000,False,-201.0,123.0,1,right,MISS K. Durant 23' pullup Shot,[201142],1610612745.0,HOU,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left,23.59,Missed,,,,,,,,,,,,,,,,,,
255,PT08M00.00S,2026-04-08T03:54:27.7Z,2,REGULAR,rebound,offensive,[],1630256,,,1610612745,40,29,2026-04-08T03:54:29Z,2510000,False,,,0,,J. Tate REBOUND (Off:1 Def:0),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,Mid-Range,16-24 Left,,,254.0,,,,,,,1.0,0.0,1.0,,,,,,,,
256,PT08M00.00S,2026-04-08T03:54:27.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630256,94.1688567674113,50.49019607843137,1610612745,40,31,2026-04-08T03:54:32Z,2520000,False,2.0,2.0,1,right,J. Tate putback Layup (2 PTS),[1630256],1610612745.0,HOU,putback,,,Tate,J. Tate,,,,,Restricted Area,0-8 Center,0.34,Made,,2.0,,,,,,,,,,,,,,,,
257,PT07M48.00S,2026-04-08T03:54:39.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,9.411957950065702,59.80392156862745,1610612756,42,31,2026-04-08T04:03:47Z,2530000,False,-49.0,36.0,1,left,D. Brooks 6' turnaround fadeaway Jump Shot (2 PTS),[1628415],1610612756.0,PHX,turnaround fadeaway,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,6.08,Made,,2.0,,,,,,,,,,,,,,,,
258,PT07M36.00S,2026-04-08T03:54:54.1Z,2,REGULAR,foul,personal,[],1628415,,,1610612745,42,31,2026-04-08T03:55:09Z,2540000,False,,,0,,D. Brooks personal FOUL (2 PF),"[1628415, 201142]",1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,202027.0,2.0,0.0,Durant,201142.0,,,
260,PT07M36.00S,2026-04-08T03:55:09.2Z,2,REGULAR,substitution,out,[],1642345,,,1610612745,42,31,2026-04-08T03:55:17Z,2560000,False,,,0,,SUB out: O. Ighodaro,[1642345],1610612756.0,PHX,,,,Ighodaro,O. Ighodaro,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT07M36.00S,2026-04-08T03:55:09.2Z,2,REGULAR,substitution,out,[],1631221,,,1610612745,42,31,2026-04-08T03:55:17Z,2570000,False,,,0,,SUB out: C. Gillespie,[1631221],1610612756.0,PHX,,,,Gillespie,C. Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT07M36.00S,2026-04-08T03:55:09.2Z,2,REGULAR,substitution,in,[],1631109,,,1610612745,42,31,2026-04-08T03:55:17Z,2580000,False,,,0,,SUB in: M. Williams,[1631109],1610612756.0,PHX,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT07M36.00S,2026-04-08T03:55:09.2Z,2,REGULAR,substitution,in,[],1626164,,,1610612745,42,31,2026-04-08T03:55:17Z,2590000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT07M30.00S,2026-04-08T03:55:32.0Z,2,REGULAR,2pt,Jump Shot,[],201142,91.40932982917214,70.83333333333334,1610612745,42,33,2026-04-08T03:55:36Z,2600000,False,104.0,28.0,1,right,K. Durant 10' pullup Jump Shot (4 PTS) (J. Tate 1 AST),"[201142, 1630256]",1610612745.0,HOU,pullup,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,10.8,Made,,4.0,J. Tate,1630256.0,1.0,,,,,,,,,,,,,
266,PT07M15.00S,2026-04-08T03:55:46.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,5.732588699080158,49.50980392156863,1610612756,44,33,2026-04-08T03:55:55Z,2620000,False,2.0,1.0,1,left,D. Booker driving Layup (13 PTS),[1626164],1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,0.29,Made,,13.0,,,,,,,,,,,,,,,,
267,PT07M15.00S,2026-04-08T03:55:53.0Z,2,REGULAR,foul,technical,['1freethrow'],1626164,,,1610612745,44,33,2026-04-08T03:56:09Z,2630000,False,,,0,,D. Booker technical FOUL (1 Tech),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,202027.0,0.0,1.0,,,,,
268,PT07M15.00S,2026-04-08T03:56:23.4Z,2,REGULAR,freethrow,1 of 1,[],201142,,,1610612745,44,34,2026-04-08T03:56:23Z,2640000,False,,,0,,K. Durant technical Free Throw 1 of 1 (5 PTS),[201142],1610612745.0,HOU,technical,,,Durant,K. Durant,,,,,,,,Made,,5.0,,,,,,,,,,,,,,,,
269,PT07M02.00S,2026-04-08T03:56:52.5Z,2,REGULAR,3pt,Jump Shot,[],1631106,92.19776609724047,2.2058823529411766,1610612745,44,34,2026-04-08T03:56:57Z,2650000,False,-239.0,21.0,1,right,MISS T. Eason 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Left Corner 3,24+ Left,23.99,Missed,,,,,,,,,,,,,,,,,,
270,PT06M59.00S,2026-04-08T03:56:55.5Z,2,REGULAR,rebound,defensive,[],1628415,,,1610612756,44,34,2026-04-08T03:56:57Z,2660000,False,,,0,,D. Brooks REBOUND (Off:0 Def:1),[1628415],1610612756.0,PHX,,,,Brooks,D. Brooks,,,,,Left Corner 3,24+ Left,,,269.0,,,,,,,1.0,1.0,0.0,,,,,,,,
271,PT06M55.00S,2026-04-08T03:56:59.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626164,31.750985545335087,73.77450980392157,1610612756,44,34,2026-04-08T03:57:09Z,2670000,False,-119.0,246.0,1,left,MISS D. Booker 27' running pullup 3PT,[1626164],1610612756.0,PHX,running pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,27.32,Missed,,,,,,,,,,,,,,,,,,
272,PT06M51.00S,2026-04-08T03:57:03.0Z,2,REGULAR,rebound,defensive,[],201142,,,1610612745,44,34,2026-04-08T03:57:05Z,2680000,False,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,,,271.0,,,,,,,1.0,1.0,0.0,,,,,,,,
273,PT06M39.00S,2026-04-08T03:57:15.2Z,2,REGULAR,3pt,Jump Shot,[],1631095,72.35545335085413,80.14705882352942,1610612745,44,37,2026-04-08T03:57:19Z,2690000,False,151.0,207.0,1,right,J. Smith Jr. 25' 3PT  (6 PTS) (J. Tate 2 AST),"[1631095, 1630256]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,25.64,Made,,6.0,J. Tate,1630256.0,2.0,,,,,,,,,,,,,
275,PT06M21.00S,2026-04-08T03:57:32.5Z,2,REGULAR,3pt,Jump Shot,[],1628415,30.436925098554536,11.029411764705882,1610612756,44,37,2026-04-08T03:57:38Z,2710000,False,195.0,234.0,1,left,MISS D. Brooks 30' pullup 3PT,[1628415],1610612756.0,PHX,pullup,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,30.42,Missed,,,,,,,,,,,,,,,,,,
276,PT06M18.00S,2026-04-08T03:57:35.5Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,44,37,2026-04-08T03:57:38Z,2720000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:2),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,,,275.0,,,,,,,2.0,2.0,0.0,,,,,,,,
277,PT06M15.00S,2026-04-08T03:57:41.3Z,2,REGULAR,foul,offensive,[],1630256,,,1610612745,44,37,2026-04-08T03:57:58Z,2730000,False,,,0,,J. Tate offensive FOUL (1 PF),"[1630256, 1628415]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,202027.0,1.0,0.0,Brooks,1628415.0,,,
