actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-03-08T00:43:50.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-08T00:43:50Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-03-08T00:43:53.5Z,1,REGULAR,jumpball,recovered,[],1629630,,,1610612763,0,0,2025-03-08T00:43:53Z,40000,False,,,0,,Jump Ball Z. Edey vs. K. Edwards: Tip to J. Morant,"[1629630, 1641744, 1630556]",1610612763.0,MEM,startperiod,J. Morant,1629630.0,Morant,J. Morant,Edey,1641744.0,Edwards,1630556.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2025-03-08T00:44:07.6Z,1,REGULAR,2pt,Jump Shot,[],1630217,87.12220762155059,76.45526960784314,1610612763,0,0,2025-03-08T00:44:35Z,70000,False,132.0,69.0,1,right,MISS D. Bane 14' driving floating Shot,[1630217],1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,Mid-Range,8-16 Right,14.9,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2025-03-08T00:44:09.6Z,1,REGULAR,rebound,offensive,[],1642377,,,1610612763,0,0,2025-03-08T00:44:35Z,80000,False,,,0,,J. Wells REBOUND (Off:1 Def:0),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Mid-Range,8-16 Right,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M33.00S,2025-03-08T00:44:16.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642377,87.64783180026281,43.70787377450981,1610612763,0,2,2025-03-08T00:44:57Z,90000,False,-31.0,64.0,1,right,J. Wells 7' driving floating Jump Shot (2 PTS) (D. Bane 1 AST),"[1642377, 1630217]",1610612763.0,MEM,driving floating,,,Wells,J. Wells,,,,,In The Paint (Non-RA),0-8 Center,7.1,Made,,,,,2.0,D. Bane,1630217.0,1.0,,,,,,,,,,
11,PT11M14.00S,2025-03-08T00:44:35.0Z,1,REGULAR,3pt,Jump Shot,[],1630556,26.938239159001313,82.32996323529412,1610612742,3,2,2025-03-08T00:45:22Z,110000,False,-162.0,201.0,1,left,K. Edwards 25' 3PT  (3 PTS) (K. Thompson 1 AST),"[1630556, 202691]",1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,Above the Break 3,24+ Left Center,25.77,Made,,,,,3.0,K. Thompson,202691.0,1.0,,,,,,,,,,
13,PT11M08.00S,2025-03-08T00:44:43.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630583,94.08672798948751,45.423560049019606,1610612763,3,2,2025-03-08T00:45:54Z,130000,False,-23.0,3.0,1,right,MISS S. Aldama cutting Layup - blocked,"[1630583, 202691]",1610612763.0,MEM,cutting,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,2.31,Missed,,,,,,,,,Thompson,202691.0,,,,,,,,
14,PT11M08.00S,2025-03-08T00:44:43.4Z,1,REGULAR,block,,[],202691,,,1610612763,3,2,2025-03-08T00:44:45Z,140000,False,,,0,,K. Thompson BLOCK (1 BLK),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
15,PT11M06.00S,2025-03-08T00:44:45.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,3,2,2025-03-08T00:45:54Z,150000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Restricted Area,0-8 Center,,,13.0,,,,,,,,,,,,,,,,,
17,PT11M04.00S,2025-03-08T00:44:59.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629630,90.80157687253613,48.364736519607845,1610612763,3,4,2025-03-08T00:46:15Z,170000,False,-8.0,34.0,1,right,J. Morant cutting Layup (2 PTS) (D. Bane 2 AST),"[1629630, 1630217]",1610612763.0,MEM,cutting,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,3.5,Made,,,,,2.0,D. Bane,1630217.0,2.0,,,,,,,,,,
