actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
344,PT00M00.40S,2024-12-24T02:40:22.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,94.03745072273325,48.28431372549019,1610612757,62,53,2024-12-24T02:40:28Z,3440000,False,-9.0,4.0,1,right,A. Simons driving Layup (6 PTS),[1629014],1610612757.0,POR,driving,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,0.93,Made,,,,,,6.0,,,,,,,,,,,,
345,PT00M00.00S,2024-12-24T02:40:30.6Z,2,REGULAR,period,end,[],0,,,1610612742,62,53,2024-12-24T02:40:30Z,3450000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2024-12-24T02:55:10.3Z,3,REGULAR,substitution,out,['startperiod'],1628467,,,1610612742,62,53,2024-12-24T02:55:50Z,3460000,False,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2024-12-24T02:55:10.3Z,3,REGULAR,substitution,in,['startperiod'],1641726,,,1610612742,62,53,2024-12-24T02:55:50Z,3470000,False,,,0,,SUB in: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2024-12-24T02:55:50.1Z,3,REGULAR,period,start,[],0,,,1610612742,62,53,2024-12-24T02:55:51Z,3480000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT11M42.00S,2024-12-24T02:56:07.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,92.59198423127464,56.127450980392155,1610612742,64,53,2024-12-24T02:56:34Z,3490000,False,31.0,17.0,1,right,L. Dončić driving Layup (14 PTS),[1629029],1610612742.0,DAL,driving,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,3.51,Made,,,,,,14.0,,,,,,,,,,,,
350,PT11M24.00S,2024-12-24T02:56:25.0Z,3,REGULAR,3pt,Jump Shot,[],1631101,21.50131406044678,88.48039215686273,1610612757,64,53,2024-12-24T02:56:36Z,3500000,False,-192.0,150.0,1,left,MISS S. Sharpe 24' 3PT,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,24.37,Missed,,,,,,,,,,,,,,,,,,
351,PT11M24.00S,2024-12-24T02:56:25.0Z,3,REGULAR,rebound,defensive,[],202681,,,1610612742,64,53,2024-12-24T02:56:36Z,3510000,False,,,0,,K. Irving REBOUND (Off:1 Def:2),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,350.0,3.0,2.0,1.0,,,,,,,,,,,,,,
352,PT11M08.00S,2024-12-24T02:56:41.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641726,93.24901445466492,51.9607843137255,1610612742,66,53,2024-12-24T02:56:47Z,3520000,False,10.0,11.0,1,right,D. Lively II reverse Layup (4 PTS) (L. Dončić 6 AST),"[1641726, 1629029]",1610612742.0,DAL,reverse,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,,4.0,L. Dončić,1629029.0,6.0,,,,,,,,,
354,PT10M57.00S,2024-12-24T02:56:52.0Z,3,REGULAR,3pt,Jump Shot,[],1641739,30.042706964520367,65.44117647058823,1610612757,66,56,2024-12-24T02:57:37Z,3540000,False,-77.0,230.0,1,left,T. Camara 24' 3PT pullup (5 PTS) (S. Sharpe 3 AST),"[1641739, 1631101]",1610612757.0,POR,pullup,,,Camara,T. Camara,,,,,Above the Break 3,24+ Left Center,24.25,Made,,,,,,5.0,S. Sharpe,1631101.0,3.0,,,,,,,,,
356,PT10M38.00S,2024-12-24T02:57:11.5Z,3,REGULAR,2pt,Jump Shot,[],1629029,92.46057818659659,70.09803921568627,1610612742,66,56,2024-12-24T02:57:15Z,3560000,False,100.0,18.0,1,right,MISS L. Dončić 10' pullup Shot,[1629029],1610612742.0,DAL,pullup,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Right,10.22,Missed,,,,,,,,,,,,,,,,,,
357,PT10M36.00S,2024-12-24T02:57:13.5Z,3,REGULAR,rebound,offensive,[],1629029,,,1610612742,66,56,2024-12-24T02:57:15Z,3570000,False,,,0,,L. Dončić REBOUND (Off:1 Def:4),[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Right,,,356.0,5.0,4.0,1.0,,,,,,,,,,,,,,
358,PT10M35.00S,2024-12-24T02:57:14.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629029,91.85282522996057,56.15042892156863,1610612742,68,56,2024-12-24T02:57:20Z,3580000,False,31.0,24.0,1,right,L. Dončić putback Layup (16 PTS),[1629029],1610612742.0,DAL,putback,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,3.91,Made,,,,,,16.0,,,,,,,,,,,,
359,PT10M23.00S,2024-12-24T02:57:26.1Z,3,REGULAR,turnover,bad pass,[],1629014,,,1610612757,68,56,2024-12-24T02:57:32Z,3590000,False,,,0,,A. Simons bad pass TURNOVER (2 TO),"[1629014, 202681]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,2.0,Irving,202681.0,,,,,,
360,PT10M23.00S,2024-12-24T02:57:26.1Z,3,REGULAR,steal,,[],202681,,,1610612742,68,56,2024-12-24T02:57:27Z,3600000,False,,,0,,K. Irving STEAL (1 STL),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
363,PT10M20.00S,2024-12-24T02:57:42.9Z,3,REGULAR,foul,personal,['2freethrow'],1629014,,,1610612742,68,56,2024-12-24T02:57:54Z,3630000,False,,,0,,A. Simons shooting personal FOUL (1 PF) (Irving 2 FT),"[1629014, 202681]",1610612757.0,POR,shooting,,,Simons,A. Simons,,,,,Restricted Area,0-8 Center,,,,,,,1628481.0,,,,,,,,1.0,0.0,Irving,202681.0,,
365,PT10M20.00S,2024-12-24T02:58:12.9Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",202681,,,1610612742,69,56,2024-12-24T02:58:12Z,3650000,False,,,0,,K. Irving Free Throw 1 of 2 (12 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,Made,,,,,,12.0,,,,,,,,,,,,
366,PT10M20.00S,2024-12-24T02:58:35.6Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",202681,,,1610612742,70,56,2024-12-24T02:58:35Z,3660000,False,,,0,,K. Irving Free Throw 2 of 2 (13 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,Made,,,,,,13.0,,,,,,,,,,,,
368,PT10M06.00S,2024-12-24T02:59:10.5Z,3,REGULAR,2pt,Jump Shot,[],1629028,8.09789750328515,77.45098039215686,1610612757,70,56,2024-12-24T02:59:14Z,3680000,False,-137.0,24.0,1,left,MISS D. Ayton 13' Jump Shot,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Left,13.93,Missed,,,,,,,,,,,,,,,,,,
369,PT10M04.00S,2024-12-24T02:59:12.5Z,3,REGULAR,rebound,offensive,[],1641739,,,1610612757,70,56,2024-12-24T02:59:14Z,3690000,False,,,0,,T. Camara REBOUND (Off:3 Def:6),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,8-16 Left,,,368.0,9.0,6.0,3.0,,,,,,,,,,,,,,
370,PT10M03.00S,2024-12-24T02:59:17.5Z,3,REGULAR,turnover,offensive goaltending,[],1629028,,,1610612757,70,56,2024-12-24T02:59:32Z,3700000,False,,,0,,D. Ayton offensive goaltending TURNOVER (1 TO),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,2882.0,,,,,1.0,,,,,,,,
371,PT09M55.00S,2024-12-24T02:59:31.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202681,92.24704336399473,54.6798406862745,1610612742,70,56,2024-12-24T02:59:48Z,3710000,False,23.0,20.0,1,right,MISS K. Irving driving reverse Layup,[202681],1610612742.0,DAL,driving reverse,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,3.1,Missed,,,,,,,,,,,,,,,,,,
372,PT09M53.00S,2024-12-24T02:59:33.9Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612757,70,56,2024-12-24T02:59:40Z,3720000,False,,,0,,D. Ayton REBOUND (Off:3 Def:4),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,371.0,7.0,4.0,3.0,,,,,,,,,,,,,,
373,PT09M49.00S,2024-12-24T02:59:38.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629014,7.440867279894875,41.42156862745098,1610612757,70,58,2024-12-24T02:59:44Z,3730000,False,43.0,17.0,1,left,A. Simons running Layup (8 PTS),[1629014],1610612757.0,POR,running,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,4.63,Made,,,,,,8.0,,,,,,,,,,,,
374,PT09M37.00S,2024-12-24T02:59:49.6Z,3,REGULAR,turnover,lost ball,[],1629023,,,1610612742,70,58,2024-12-24T03:00:49Z,3740000,False,,,0,,P. Washington lost ball TURNOVER (1 TO),"[1629023, 1631101]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1.0,Sharpe,1631101.0,,,,,,
375,PT09M37.00S,2024-12-24T02:59:49.6Z,3,REGULAR,steal,,[],1631101,,,1610612757,70,58,2024-12-24T02:59:51Z,3750000,False,,,0,,S. Sharpe STEAL (2 STL),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
376,PT09M34.00S,2024-12-24T02:59:52.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631101,5.995400788436268,46.32352941176471,1610612757,70,60,2024-12-24T03:00:04Z,3760000,False,18.0,4.0,1,left,S. Sharpe running DUNK (11 PTS),[1631101],1610612757.0,POR,running,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,1.88,Made,,,,,,11.0,,,,,,,,,,,,
377,PT09M23.00S,2024-12-24T03:00:03.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202681,92.06636005256242,42.8921568627451,1610612742,72,60,2024-12-24T03:00:21Z,3770000,False,-36.0,22.0,1,right,K. Irving driving Layup (15 PTS) (P. Washington 1 AST),"[202681, 1629023]",1610612742.0,DAL,driving,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,4.18,Made,,,,,,15.0,P. Washington,1629023.0,1.0,,,,,,,,,
379,PT09M08.00S,2024-12-24T03:00:17.4Z,3,REGULAR,3pt,Jump Shot,[],1631101,28.465834428383708,19.11764705882353,1610612757,72,60,2024-12-24T03:00:23Z,3790000,False,154.0,215.0,1,left,MISS S. Sharpe 26' 3PT,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Right Center,26.48,Missed,,,,,,,,,,,,,,,,,,
380,PT09M08.00S,2024-12-24T03:00:17.4Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612742,72,60,2024-12-24T03:00:23Z,3800000,False,,,0,,P. Washington REBOUND (Off:0 Def:2),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,,,379.0,2.0,2.0,0.0,,,,,,,,,,,,,,
381,PT09M01.00S,2024-12-24T03:00:25.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629029,69.59592641261499,18.872549019607842,1610612742,72,60,2024-12-24T03:01:55Z,3810000,False,-156.0,233.0,1,right,MISS L. Dončić 28' running pullup 3PT,[1629029],1610612742.0,DAL,running pullup,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,28.04,Missed,,,,,,,,,,,,,,,,,,
382,PT08M58.00S,2024-12-24T03:00:28.3Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612757,72,60,2024-12-24T03:00:29Z,3820000,False,,,0,,D. Ayton REBOUND (Off:3 Def:5),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Left Center,,,381.0,8.0,5.0,3.0,,,,,,,,,,,,,,
383,PT08M48.00S,2024-12-24T03:00:38.3Z,3,REGULAR,2pt,Jump Shot,[],1631101,20.97568988173456,23.774509803921568,1610612757,72,60,2024-12-24T03:00:43Z,3830000,False,131.0,145.0,1,left,MISS S. Sharpe 19' pullup Shot,[1631101],1610612757.0,POR,pullup,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Right Center,19.53,Missed,,,,,,,,,,,,,,,,,,
384,PT08M46.00S,2024-12-24T03:00:40.3Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612742,72,60,2024-12-24T03:00:43Z,3840000,False,,,0,,P. Washington REBOUND (Off:0 Def:3),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Mid-Range,16-24 Right Center,,,383.0,3.0,3.0,0.0,,,,,,,,,,,,,,
385,PT08M40.00S,2024-12-24T03:00:46.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202691,79.97700394218134,91.66666666666666,1610612742,75,60,2024-12-24T03:02:36Z,3850000,False,208.0,136.0,1,right,K. Thompson 24' 3PT running pullup (13 PTS) (P. Washington 2 AST),"[202691, 1629023]",1610612742.0,DAL,running pullup,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,24.86,Made,,,,,,13.0,P. Washington,1629023.0,2.0,,,,,,,,,
387,PT08M39.00S,2024-12-24T03:00:52.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,75,60,2024-12-24T03:00:52Z,3870000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT08M20.00S,2024-12-24T03:04:38.9Z,3,REGULAR,turnover,bad pass,[],1641739,,,1610612757,75,60,2024-12-24T03:04:42Z,3890000,False,,,0,,T. Camara bad pass TURNOVER (1 TO),"[1641739, 1629029]",1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Dončić,1629029.0,,,,,,
390,PT08M20.00S,2024-12-24T03:04:38.9Z,3,REGULAR,steal,,[],1629029,,,1610612742,75,60,2024-12-24T03:04:40Z,3900000,False,,,0,,L. Dončić STEAL (1 STL),[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
391,PT08M17.00S,2024-12-24T03:04:42.2Z,3,REGULAR,turnover,bad pass,[],1629029,,,1610612742,75,60,2024-12-24T03:04:45Z,3910000,False,,,0,,L. Dončić bad pass TURNOVER (2 TO),"[1629029, 1629028]",1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,2.0,Ayton,1629028.0,,,,,,
392,PT08M17.00S,2024-12-24T03:04:42.2Z,3,REGULAR,steal,,[],1629028,,,1610612757,75,60,2024-12-24T03:04:43Z,3920000,False,,,0,,D. Ayton STEAL (2 STL),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
393,PT08M07.00S,2024-12-24T03:04:52.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203924,6.652431011826544,4.166666666666666,1610612757,75,60,2024-12-24T03:04:56Z,3930000,False,229.0,10.0,1,left,MISS J. Grant 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Right Corner 3,24+ Right,22.94,Missed,,,,,,,,,,,,,,,,,,
394,PT08M05.00S,2024-12-24T03:04:54.1Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,75,60,2024-12-24T03:04:56Z,3940000,False,,,0,,L. Dončić REBOUND (Off:1 Def:5),[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,Right Corner 3,24+ Right,,,393.0,6.0,5.0,1.0,,,,,,,,,,,,,,
395,PT07M59.00S,2024-12-24T03:05:00.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202691,71.17279894875165,81.61764705882352,1610612742,75,60,2024-12-24T03:05:48Z,3950000,False,158.0,218.0,1,right,MISS K. Thompson 26' running pullup 3PT,[202691],1610612742.0,DAL,running pullup,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,26.97,Missed,,,,,,,,,,,,,,,,,,
396,PT07M56.00S,2024-12-24T03:05:03.8Z,3,REGULAR,rebound,defensive,[],1641739,,,1610612757,75,60,2024-12-24T03:05:23Z,3960000,False,,,0,,T. Camara REBOUND (Off:3 Def:7),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,,,395.0,10.0,7.0,3.0,,,,,,,,,,,,,,
397,PT07M41.00S,2024-12-24T03:05:20.7Z,3,REGULAR,turnover,out-of-bounds,[],203924,,,1610612757,75,60,2024-12-24T03:18:43Z,3970000,False,,,0,,J. Grant bad pass out-of-bounds TURNOVER (1 TO),[203924],1610612757.0,POR,bad pass,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,,,,,,,1627534.0,,,,,1.0,,,,,,,,
398,PT07M41.00S,2024-12-24T03:05:26.4Z,3,REGULAR,substitution,out,[],1629014,,,1610612742,75,60,2024-12-24T03:05:41Z,3980000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT07M41.00S,2024-12-24T03:05:26.4Z,3,REGULAR,substitution,in,[],1630703,,,1610612742,75,60,2024-12-24T03:05:41Z,3990000,False,,,0,,SUB in: S. Henderson,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT07M32.00S,2024-12-24T03:05:54.8Z,3,REGULAR,foul,personal,['2freethrow'],203924,,,1610612742,75,60,2024-12-24T03:06:03Z,4000000,False,,,0,,J. Grant shooting personal FOUL (2 PF) (Irving 2 FT),"[203924, 202681]",1610612757.0,POR,shooting,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,1627534.0,,,,,,,,2.0,0.0,Irving,202681.0,,
402,PT07M32.00S,2024-12-24T03:06:31.3Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],202681,,,1610612742,76,60,2024-12-24T03:06:31Z,4020000,False,,,0,,K. Irving Free Throw 1 of 2 (16 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,Made,,,,,,16.0,,,,,,,,,,,,
403,PT07M32.00S,2024-12-24T03:06:33.0Z,3,REGULAR,substitution,out,[],1631101,,,1610612742,76,60,2024-12-24T03:06:47Z,4030000,False,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT07M32.00S,2024-12-24T03:06:33.0Z,3,REGULAR,substitution,in,[],1630166,,,1610612742,76,60,2024-12-24T03:06:47Z,4040000,False,,,0,,SUB in: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT07M32.00S,2024-12-24T03:06:55.5Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],202681,,,1610612742,77,60,2024-12-24T03:06:55Z,4050000,False,,,0,,K. Irving Free Throw 2 of 2 (17 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,Made,,,,,,17.0,,,,,,,,,,,,
408,PT07M16.00S,2024-12-24T03:07:37.9Z,3,REGULAR,turnover,bad pass,[],1630166,,,1610612757,77,60,2024-12-24T03:07:41Z,4080000,False,,,0,,D. Avdija bad pass TURNOVER (1 TO),"[1630166, 1629023]",1610612757.0,POR,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,1.0,Washington,1629023.0,,,,,,
409,PT07M16.00S,2024-12-24T03:07:37.9Z,3,REGULAR,steal,,[],1629023,,,1610612742,77,60,2024-12-24T03:07:39Z,4090000,False,,,0,,P. Washington STEAL (1 STL),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
410,PT07M09.00S,2024-12-24T03:07:45.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629023,71.82982917214193,22.794117647058822,1610612742,77,60,2024-12-24T03:08:39Z,4100000,False,-136.0,212.0,1,right,MISS P. Washington 25' pullup 3PT,[1629023],1610612742.0,DAL,pullup,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,25.21,Missed,,,,,,,,,,,,,,,,,,
411,PT07M04.00S,2024-12-24T03:07:50.3Z,3,REGULAR,rebound,offensive,[],1641726,,,1610612742,77,60,2024-12-24T03:07:50Z,4110000,False,,,0,,D. Lively II REBOUND (Off:3 Def:1),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Above the Break 3,24+ Left Center,,,410.0,4.0,1.0,3.0,,,,,,,,,,,,,,
412,PT06M59.00S,2024-12-24T03:07:55.1Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",202691,75.64060446780552,85.5392156862745,1610612742,77,60,2024-12-24T03:08:00Z,4120000,False,178.0,176.0,1,right,MISS K. Thompson 25' 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,25.05,Missed,,,,,,,,,,,,,,,,,,
413,PT06M59.00S,2024-12-24T03:07:55.1Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612757,77,60,2024-12-24T03:08:00Z,4130000,False,,,0,,D. Avdija REBOUND (Off:3 Def:2),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,412.0,5.0,2.0,3.0,,,,,,,,,,,,,,
414,PT06M43.00S,2024-12-24T03:08:10.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630166,8.623521681997373,36.76470588235294,1610612757,77,62,2024-12-24T03:08:18Z,4140000,False,66.0,29.0,1,left,D. Avdija 7' bank Hook (13 PTS),[1630166],1610612757.0,POR,bank,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,7.21,Made,,,,,,13.0,,,,,,,,,,,,
415,PT06M31.00S,2024-12-24T03:08:22.6Z,3,REGULAR,2pt,Jump Shot,[],1629029,78.0059132720105,37.745098039215684,1610612742,79,62,2024-12-24T03:09:28Z,4150000,False,-61.0,154.0,1,right,L. Dončić 16' fadeaway Jump Shot (18 PTS),[1629029],1610612742.0,DAL,fadeaway,,,Dončić,L. Dončić,,,,,Mid-Range,16-24 Left Center,16.59,Made,,,,,,18.0,,,,,,,,,,,,
416,PT06M24.00S,2024-12-24T03:08:32.7Z,3,REGULAR,foul,personal,[],1629029,,,1610612757,79,62,2024-12-24T03:09:13Z,4160000,False,,,0,,L. Dončić personal FOUL (1 PF),"[1629029, 1630703]",1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,Mid-Range,16-24 Left Center,,,,,,,2882.0,,,,,,,,1.0,0.0,Henderson,1630703.0,,
418,PT06M24.00S,2024-12-24T03:08:38.9Z,3,REGULAR,substitution,out,[],1641726,,,1610612757,79,62,2024-12-24T03:09:03Z,4180000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT06M24.00S,2024-12-24T03:08:38.9Z,3,REGULAR,substitution,out,[],202691,,,1610612757,79,62,2024-12-24T03:09:03Z,4190000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT06M24.00S,2024-12-24T03:08:38.9Z,3,REGULAR,substitution,out,[],203924,,,1610612757,79,62,2024-12-24T03:09:03Z,4200000,False,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT06M24.00S,2024-12-24T03:08:38.9Z,3,REGULAR,substitution,in,[],1629656,,,1610612757,79,62,2024-12-24T03:09:03Z,4210000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT06M24.00S,2024-12-24T03:08:38.9Z,3,REGULAR,substitution,in,[],1629655,,,1610612757,79,62,2024-12-24T03:09:03Z,4220000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT06M24.00S,2024-12-24T03:08:38.9Z,3,REGULAR,substitution,in,[],1631200,,,1610612757,79,62,2024-12-24T03:09:03Z,4230000,False,,,0,,SUB in: K. Murray,[1631200],1610612757.0,POR,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT06M17.00S,2024-12-24T03:09:13.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630703,17.296320630749015,63.725490196078425,1610612757,79,62,2024-12-24T03:10:16Z,4240000,False,-69.0,110.0,1,left,MISS S. Henderson 12' pullup Shot,[1630703],1610612757.0,POR,pullup,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),8-16 Left,12.97,Missed,,,,,,,,,,,,,,,,,,
425,PT06M14.00S,2024-12-24T03:09:16.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612757,79,62,2024-12-24T03:09:22Z,4250000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,424.0,,,,,,,,,,,,,,,,,
427,PT06M06.00S,2024-12-24T03:09:38.8Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629028,10.726018396846255,41.17647058823529,1610612757,79,62,2024-12-24T03:10:56Z,4270000,False,44.0,48.0,1,left,MISS D. Ayton 6' Hook,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,6.54,Missed,,,,,,,,,,,,,,,,,,
428,PT06M02.00S,2024-12-24T03:09:42.8Z,3,REGULAR,rebound,offensive,[],1641739,,,1610612757,79,62,2024-12-24T03:09:54Z,4280000,False,,,0,,T. Camara REBOUND (Off:4 Def:7),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),0-8 Center,,,427.0,11.0,7.0,4.0,,,,,,,,,,,,,,
