actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
21,PT10M09.00S,2025-03-04T01:42:44.6Z,1,REGULAR,rebound,defensive,[],202681,,,1610612742,2,6,2025-03-04T01:49:23Z,210000,False,,,0,,K. Irving REBOUND (Off:0 Def:1),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,
22,PT09M51.00S,2025-03-04T01:43:02.0Z,1,REGULAR,3pt,Jump Shot,[],202691,77.52956636005256,9.336703431372548,1610612742,2,6,2025-03-04T01:43:07Z,220000,False,-203.0,159.0,1,right,MISS K. Thompson 25' 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,25.79,Missed,,,,,,,,,,,,,,,,,,
23,PT09M50.00S,2025-03-04T01:43:03.0Z,1,REGULAR,rebound,offensive,[],203939,,,1610612742,2,6,2025-03-04T01:43:07Z,230000,False,,,0,,D. Powell REBOUND (Off:1 Def:0),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Left Center,,,,,,,22.0,1.0,0.0,1.0,,,,,,,,,,
24,PT09M46.00S,2025-03-04T01:43:07.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630556,86.15308804204993,61.029411764705884,1610612742,4,6,2025-03-04T01:43:14Z,240000,False,55.0,78.0,1,right,K. Edwards 9' driving floating Jump Shot (2 PTS) (D. Exum 2 AST),"[1630556, 203957]",1610612742.0,DAL,driving floating,,,Edwards,K. Edwards,,,,,In The Paint (Non-RA),8-16 Right,9.53,Made,2.0,D. Exum,203957.0,2.0,,,,,,,,,,,,,,
26,PT09M29.00S,2025-03-04T01:43:24.1Z,1,REGULAR,3pt,Jump Shot,[],1628370,27.54599211563732,17.647058823529413,1610612758,4,9,2025-03-04T01:49:21Z,260000,False,162.0,206.0,1,left,M. Monk 26' 3PT step back (3 PTS) (J. Valančiūnas 1 AST),"[1628370, 202685]",1610612758.0,SAC,step back,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,26.23,Made,3.0,J. Valančiūnas,202685.0,1.0,,,,,,,,,,,,,,
28,PT09M16.00S,2025-03-04T01:43:38.6Z,1,REGULAR,2pt,Jump Shot,[],202681,87.07293035479631,79.16666666666666,1610612742,4,9,2025-03-04T01:43:44Z,280000,False,146.0,69.0,1,right,MISS K. Irving 16' pullup Shot,[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Mid-Range,16-24 Right,16.13,Missed,,,,,,,,,,,,,,,,,,
29,PT09M12.00S,2025-03-04T01:43:42.6Z,1,REGULAR,rebound,defensive,[],202685,,,1610612758,4,9,2025-03-04T01:43:46Z,290000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:1),[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,Mid-Range,16-24 Right,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,
30,PT08M50.00S,2025-03-04T01:44:03.5Z,1,REGULAR,2pt,Jump Shot,[],203897,15.062417871222076,77.69607843137256,1610612758,4,11,2025-03-04T01:44:18Z,300000,False,-138.0,89.0,1,left,Z. LaVine 16' step back Jump Shot (2 PTS) (M. Monk 3 AST),"[203897, 1628370]",1610612758.0,SAC,step back,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Left,16.47,Made,2.0,M. Monk,1628370.0,3.0,,,,,,,,,,,,,,
32,PT08M38.00S,2025-03-04T01:44:16.4Z,1,REGULAR,turnover,out-of-bounds,[],203957,,,1610612742,4,11,2025-03-04T01:44:23Z,320000,False,,,0,,D. Exum bad pass out-of-bounds TURNOVER (1 TO),[203957],1610612742.0,DAL,bad pass,,,Exum,D. Exum,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1626301.0,1.0,,,,,,,,
33,PT08M38.00S,2025-03-04T01:44:24.7Z,1,REGULAR,substitution,out,[],203939,,,1610612758,4,11,2025-03-04T01:44:28Z,330000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PT08M38.00S,2025-03-04T01:44:24.7Z,1,REGULAR,substitution,in,[],1630539,,,1610612758,4,11,2025-03-04T01:44:28Z,340000,False,,,0,,SUB in: K. Jones,[1630539],1610612742.0,DAL,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT08M29.00S,2025-03-04T01:44:48.1Z,1,REGULAR,foul,personal,[],1630539,,,1610612758,4,11,2025-03-04T01:44:54Z,350000,False,,,0,,K. Jones personal FOUL (1 PF),"[1630539, 202685]",1610612742.0,DAL,,,,Jones,K. Jones,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,204059.0,,1.0,0.0,Valančiūnas,202685.0,,,,
37,PT08M15.00S,2025-03-04T01:45:17.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631099,33.327858081471746,50.49019607843137,1610612758,4,11,2025-03-04T01:45:26Z,370000,False,-2.0,261.0,1,left,MISS K. Murray 26' step back 3PT,[1631099],1610612758.0,SAC,step back,,,Murray,K. Murray,,,,,Above the Break 3,24+ Center,26.08,Missed,,,,,,,,,,,,,,,,,,
38,PT08M12.00S,2025-03-04T01:45:20.2Z,1,REGULAR,rebound,defensive,[],202691,,,1610612742,4,11,2025-03-04T01:45:26Z,380000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,
39,PT08M07.00S,2025-03-04T01:45:24.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203957,91.5407358738502,47.30392156862745,1610612742,4,11,2025-03-04T01:45:30Z,390000,False,-13.0,27.0,1,right,MISS D. Exum running finger roll Layup,[203957],1610612742.0,DAL,running finger roll,,,Exum,D. Exum,,,,,Restricted Area,0-8 Center,3.02,Missed,,,,,,,,,,,,,,,,,,
40,PT08M06.00S,2025-03-04T01:45:26.5Z,1,REGULAR,rebound,offensive,[],1630539,,,1610612742,4,11,2025-03-04T01:45:26Z,400000,False,,,0,,K. Jones REBOUND (Off:1 Def:0),[1630539],1610612742.0,DAL,,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,,,,,,,39.0,1.0,0.0,1.0,,,,,,,,,,
41,PT07M59.00S,2025-03-04T01:45:34.1Z,1,REGULAR,foul,personal,['2freethrow'],1628370,,,1610612742,4,11,2025-03-04T01:45:46Z,410000,False,,,0,,M. Monk shooting personal FOUL (1 PF) (Jones 2 FT),"[1628370, 1630539]",1610612758.0,SAC,shooting,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1626301.0,,1.0,0.0,Jones,1630539.0,,,,
43,PT07M59.00S,2025-03-04T01:45:53.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,4,11,2025-03-04T01:45:53Z,430000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT07M59.00S,2025-03-04T01:49:15.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630539,,,1610612742,5,11,2025-03-04T01:49:36Z,450000,False,,,0,,K. Jones Free Throw 1 of 2 (1 PTS),[1630539],1610612742.0,DAL,,,,Jones,K. Jones,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
46,PT07M59.00S,2025-03-04T01:49:15.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630539,,,1610612742,5,11,2025-03-04T01:49:36Z,460000,False,,,0,,MISS K. Jones Free Throw 2 of 2,[1630539],1610612742.0,DAL,,,,Jones,K. Jones,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
47,PT07M56.00S,2025-03-04T01:49:18.7Z,1,REGULAR,rebound,defensive,[],202685,,,1610612758,5,11,2025-03-04T01:49:36Z,470000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:2),[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,46.0,2.0,2.0,0.0,,,,,,,,,,
48,PT07M44.00S,2025-03-04T01:49:50.2Z,1,REGULAR,turnover,out-of-bounds,[],201942,,,1610612758,5,11,2025-03-04T01:49:58Z,480000,False,,,0,,D. DeRozan bad pass out-of-bounds TURNOVER (1 TO),[201942],1610612758.0,SAC,bad pass,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left,,,,,,,,,,,1628171.0,1.0,,,,,,,,
49,PT07M28.00S,2025-03-04T01:50:13.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202681,93.24901445466492,56.127450980392155,1610612742,7,11,2025-03-04T01:50:18Z,490000,False,31.0,11.0,1,right,K. Irving driving Layup (2 PTS) (K. Edwards 1 AST),"[202681, 1630556]",1610612742.0,DAL,driving,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,3.25,Made,2.0,K. Edwards,1630556.0,1.0,,,,,,,,,,,,,,
51,PT07M04.00S,2025-03-04T01:50:36.4Z,1,REGULAR,2pt,Jump Shot,[],202685,8.360709592641262,76.22549019607843,1610612758,7,13,2025-03-04T01:50:40Z,510000,False,-131.0,26.0,1,left,J. Valančiūnas 13' Jump Shot (6 PTS) (Z. LaVine 1 AST),"[202685, 203897]",1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,Mid-Range,8-16 Left,13.37,Made,6.0,Z. LaVine,203897.0,1.0,,,,,,,,,,,,,,
53,PT06M51.00S,2025-03-04T01:50:51.4Z,1,REGULAR,foul,personal,[],201942,,,1610612742,7,13,2025-03-04T01:51:00Z,530000,False,,,0,,D. DeRozan personal FOUL (1 PF),"[201942, 1630539]",1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204059.0,,1.0,0.0,Jones,1630539.0,,,,
55,PT06M51.00S,2025-03-04T01:50:59.0Z,1,REGULAR,substitution,out,[],203957,,,1610612742,7,13,2025-03-04T01:51:07Z,550000,False,,,0,,SUB out: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M51.00S,2025-03-04T01:50:59.0Z,1,REGULAR,substitution,out,[],1630556,,,1610612742,7,13,2025-03-04T01:51:07Z,560000,False,,,0,,SUB out: K. Edwards,[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M51.00S,2025-03-04T01:50:59.0Z,1,REGULAR,substitution,out,[],1628370,,,1610612742,7,13,2025-03-04T01:51:07Z,570000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M51.00S,2025-03-04T01:50:59.0Z,1,REGULAR,substitution,in,[],1631108,,,1610612742,7,13,2025-03-04T01:51:07Z,580000,False,,,0,,SUB in: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M51.00S,2025-03-04T01:50:59.0Z,1,REGULAR,substitution,in,[],1630230,,,1610612742,7,13,2025-03-04T01:51:07Z,590000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M51.00S,2025-03-04T01:50:59.0Z,1,REGULAR,substitution,in,[],1631165,,,1610612742,7,13,2025-03-04T01:51:07Z,600000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M44.00S,2025-03-04T01:51:37.1Z,1,REGULAR,turnover,out-of-bounds,[],1630230,,,1610612742,7,13,2025-03-04T01:51:48Z,610000,False,,,0,,N. Marshall bad pass out-of-bounds TURNOVER (1 TO),[1630230],1610612742.0,DAL,bad pass,,,Marshall,N. Marshall,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1628171.0,1.0,,,,,,,,
62,PT06M27.00S,2025-03-04T01:51:58.1Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",202685,9.806176084099869,43.872549019607845,1610612758,7,13,2025-03-04T01:52:02Z,620000,False,31.0,40.0,1,left,MISS J. Valančiūnas turnaround Hook,[202685],1610612758.0,SAC,turnaround,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,5.01,Missed,,,,,,,,,,,,,,,,,,
63,PT06M25.00S,2025-03-04T01:52:00.1Z,1,REGULAR,rebound,defensive,[],202691,,,1610612742,7,13,2025-03-04T01:52:02Z,630000,False,,,0,,K. Thompson REBOUND (Off:0 Def:2),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,62.0,2.0,2.0,0.0,,,,,,,,,,
64,PT06M17.00S,2025-03-04T01:52:08.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631108,89.30683311432325,59.068627450980394,1610612742,7,13,2025-03-04T01:52:11Z,640000,False,45.0,48.0,1,right,MISS M. Christie 6' driving floating Shot,[1631108],1610612742.0,DAL,driving floating,,,Christie,M. Christie,,,,,In The Paint (Non-RA),0-8 Center,6.6,Missed,,,,,,,,,,,,,,,,,,
65,PT06M15.00S,2025-03-04T01:52:10.1Z,1,REGULAR,rebound,defensive,[],201942,,,1610612758,7,13,2025-03-04T01:52:11Z,650000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,64.0,1.0,1.0,0.0,,,,,,,,,,
67,PT06M06.00S,2025-03-04T01:52:18.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202685,9.543363994743759,46.32352941176471,1610612758,7,13,2025-03-04T01:56:40Z,670000,False,18.0,37.0,1,left,MISS J. Valančiūnas cutting Layup,[202685],1610612758.0,SAC,cutting,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,4.15,Missed,,,,,,,,,,,,,,,,,,
68,PT06M03.00S,2025-03-04T01:52:21.4Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612742,7,13,2025-03-04T01:52:21Z,680000,False,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,,,67.0,1.0,1.0,0.0,,,,,,,,,,
69,PT05M54.00S,2025-03-04T01:52:31.0Z,1,REGULAR,3pt,Jump Shot,[],1630230,70.90998685939553,74.26470588235294,1610612742,7,13,2025-03-04T01:52:36Z,690000,False,121.0,221.0,1,right,MISS N. Marshall 25' 3PT,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Right Center,25.2,Missed,,,,,,,,,,,,,,,,,,
70,PT05M50.00S,2025-03-04T01:52:35.0Z,1,REGULAR,rebound,defensive,[],202685,,,1610612758,7,13,2025-03-04T01:52:36Z,700000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:3),[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,Above the Break 3,24+ Right Center,,,,,,,69.0,3.0,3.0,0.0,,,,,,,,,,
71,PT05M42.00S,2025-03-04T01:52:42.9Z,1,REGULAR,2pt,Jump Shot,[],201942,7.835085413929041,74.50980392156863,1610612758,7,15,2025-03-04T01:52:47Z,710000,False,-123.0,21.0,1,left,D. DeRozan 12' pullup Jump Shot (2 PTS) (Z. LaVine 2 AST),"[201942, 203897]",1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,12.43,Made,2.0,Z. LaVine,203897.0,2.0,,,,,,,,,,,,,,
73,PT05M42.00S,2025-03-04T01:52:48.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,7,15,2025-03-04T01:52:48Z,730000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M42.00S,2025-03-04T01:52:50.0Z,1,REGULAR,substitution,out,[],202691,,,1610612742,7,15,2025-03-04T01:55:22Z,740000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M42.00S,2025-03-04T01:52:50.0Z,1,REGULAR,substitution,in,[],203915,,,1610612742,7,15,2025-03-04T01:55:22Z,750000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M26.00S,2025-03-04T01:56:19.5Z,1,REGULAR,foul,personal,['1freethrow'],1631165,,,1610612742,7,15,2025-03-04T01:56:28Z,770000,False,,,0,,K. Ellis away-from-play personal FOUL (1 PF) (Irving 1 FT),"[1631165, 202681]",1610612758.0,SAC,away-from-play,,,Ellis,K. Ellis,,,,,Mid-Range,16-24 Center,,,,,,,,,,,204059.0,,1.0,0.0,Irving,202681.0,,,,
79,PT05M26.00S,2025-03-04T01:56:44.6Z,1,REGULAR,freethrow,1 of 1,[],202681,,,1610612742,8,15,2025-03-04T01:56:44Z,790000,False,,,0,,K. Irving away-from-play Free Throw 1 of 1 (3 PTS),[202681],1610612742.0,DAL,away-from-play,,,Irving,K. Irving,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
80,PT05M19.00S,2025-03-04T01:57:01.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631108,84.70762155059133,58.08823529411765,1610612742,10,15,2025-03-04T01:57:06Z,800000,False,40.0,91.0,1,right,M. Christie 9' pullup Jump Shot (2 PTS) (K. Irving 1 AST),"[1631108, 202681]",1610612742.0,DAL,pullup,,,Christie,M. Christie,,,,,In The Paint (Non-RA),8-16 Center,9.97,Made,2.0,K. Irving,202681.0,1.0,,,,,,,,,,,,,,
82,PT04M56.00S,2025-03-04T01:57:23.4Z,1,REGULAR,3pt,Jump Shot,[],203897,32.802233902759525,51.470588235294116,1610612758,10,15,2025-03-04T01:57:28Z,820000,False,-7.0,256.0,1,left,MISS Z. LaVine 25' step back 3PT,[203897],1610612758.0,SAC,step back,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,25.59,Missed,,,,,,,,,,,,,,,,,,
83,PT04M53.00S,2025-03-04T01:57:26.4Z,1,REGULAR,rebound,offensive,[],1631099,,,1610612758,10,15,2025-03-04T01:57:28Z,830000,False,,,0,,K. Murray REBOUND (Off:1 Def:0),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Center,,,,,,,82.0,1.0,0.0,1.0,,,,,,,,,,
84,PT04M49.00S,2025-03-04T01:57:30.6Z,1,REGULAR,turnover,bad pass,[],1631099,,,1610612758,10,15,2025-03-04T01:57:35Z,840000,False,,,0,,K. Murray bad pass TURNOVER (1 TO),"[1631099, 1630230]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1.0,,,,,Marshall,1630230.0,,
85,PT04M49.00S,2025-03-04T01:57:30.6Z,1,REGULAR,steal,,[],1630230,,,1610612742,10,15,2025-03-04T01:57:32Z,850000,False,,,0,,N. Marshall STEAL (1 STL),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
86,PT04M44.00S,2025-03-04T01:57:36.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202681,93.16688567674113,54.6798406862745,1610612742,12,15,2025-03-04T01:58:28Z,860000,False,23.0,12.0,1,right,K. Irving driving Layup (5 PTS) (N. Marshall 1 AST),"[202681, 1630230]",1610612742.0,DAL,driving,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,2.62,Made,5.0,N. Marshall,1630230.0,1.0,,,,,,,,,,,,,,
87,PT04M21.00S,2025-03-04T01:57:59.3Z,1,REGULAR,3pt,Jump Shot,[],1631099,30.75106767411301,72.57199754901961,1610612758,12,18,2025-03-04T01:58:07Z,870000,False,-113.0,237.0,1,left,K. Murray 26' 3PT  (5 PTS) (K. Ellis 1 AST),"[1631099, 1631165]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,26.22,Made,5.0,K. Ellis,1631165.0,1.0,,,,,,,,,,,,,,
90,PT03M55.00S,2025-03-04T01:58:24.8Z,1,REGULAR,2pt,Jump Shot,[],1630539,78.13731931668858,46.81372549019608,1610612742,12,18,2025-03-04T01:59:30Z,890000,False,-16.0,153.0,1,right,MISS K. Jones 15' step back Shot,[1630539],1610612742.0,DAL,step back,,,Jones,K. Jones,,,,,Mid-Range,8-16 Center,15.38,Missed,,,,,,,,,,,,,,,,,,
91,PT03M52.00S,2025-03-04T01:58:27.8Z,1,REGULAR,rebound,defensive,[],202685,,,1610612758,12,18,2025-03-04T01:58:31Z,900000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:4),[202685],1610612758.0,SAC,,,,Valančiūnas,J. Valančiūnas,,,,,Mid-Range,8-16 Center,,,,,,,90.0,4.0,4.0,0.0,,,,,,,,,,
92,PT03M43.00S,2025-03-04T01:58:37.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202685,6.915243101182654,45.588235294117645,1610612758,12,18,2025-03-04T01:58:47Z,910000,False,22.0,13.0,1,left,MISS J. Valančiūnas cutting DUNK - blocked,"[202685, 1630539]",1610612758.0,SAC,cutting,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,2.54,Missed,,,,,,,,,,,,,,,,,Jones,1630539.0
