actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
18,PT11M05.00S,2025-04-09T23:46:40.3Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612747,0,2,2025-04-09T23:46:43Z,180000,False,,,0,,L. Dončić bad pass TURNOVER (1 TO),"[1629029, 1641726]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Lively II,1641726.0,,,,,
19,PT11M05.00S,2025-04-09T23:46:40.3Z,1,REGULAR,steal,,[],1641726,,,1610612742,0,2,2025-04-09T23:48:47Z,190000,False,,,0,,D. Lively II STEAL (1 STL),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
20,PT11M01.00S,2025-04-09T23:46:44.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641726,93.9060446780552,47.794117647058826,1610612742,2,2,2025-04-09T23:46:49Z,200000,False,-11.0,5.0,1,right,D. Lively II running DUNK (2 PTS) (N. Marshall 1 AST),"[1641726, 1630230]",1610612742.0,DAL,running,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,1.2,,,,,,,,N. Marshall,1630230.0,1.0,,
22,PT10M40.00S,2025-04-09T23:47:04.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,15.588042049934298,39.950980392156865,1610612747,2,4,2025-04-09T23:47:07Z,220000,False,50.0,94.0,1,left,L. Dončić 10' fadeaway Jump Shot (2 PTS),[1629029],1610612747.0,LAL,fadeaway,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,2.0,10.66,,,,,,,,,,,,
23,PT10M19.00S,2025-04-09T23:47:25.4Z,1,REGULAR,turnover,bad pass,[],1629023,,,1610612742,2,4,2025-04-09T23:47:28Z,230000,False,,,0,,P. Washington bad pass TURNOVER (1 TO),"[1629023, 1629637]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Hayes,1629637.0,,,,,
24,PT10M19.00S,2025-04-09T23:47:25.4Z,1,REGULAR,steal,,[],1629637,,,1610612747,2,4,2025-04-09T23:47:27Z,240000,False,,,0,,J. Hayes STEAL (1 STL),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
25,PT09M57.00S,2025-04-09T23:47:50.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630559,23.78449408672799,85.31709558823529,1610612747,2,4,2025-04-09T23:48:06Z,250000,False,-177.0,171.0,1,left,MISS A. Reaves 24' fadeaway bank 3PT,[1630559],1610612747.0,LAL,fadeaway bank,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,24.59,,,,,,,,,,,,
26,PT09M57.00S,2025-04-09T23:47:50.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,2,4,2025-04-09T23:48:06Z,260000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,25.0,,,,,,,,,,,
27,PT09M57.00S,2025-04-09T23:47:54.4Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612747,2,4,2025-04-09T23:48:19Z,270000,False,,,0,,LAL shot clock Team TURNOVER,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,1830.0,,,,,,,,,,,,,,,,,,,
28,PT09M42.00S,2025-04-09T23:48:26.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630230,94.43166885676742,52.69607843137255,1610612742,4,4,2025-04-09T23:48:29Z,280000,False,13.0,0.0,1,right,N. Marshall driving Layup (2 PTS),[1630230],1610612742.0,DAL,driving,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,1.35,,,,,,,,,,,,
29,PT09M24.00S,2025-04-09T23:48:43.7Z,1,REGULAR,3pt,Jump Shot,[],1629029,20.05584756898817,92.15686274509804,1610612747,4,4,2025-04-09T23:48:47Z,290000,False,-211.0,136.0,1,left,MISS L. Dončić 25' step back 3PT,[1629029],1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,25.09,,,,,,,,,,,,
30,PT09M21.00S,2025-04-09T23:48:46.7Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612742,4,4,2025-04-09T23:48:47Z,300000,False,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,,,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,
31,PT09M18.00S,2025-04-09T23:48:50.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202691,93.9060446780552,96.07843137254902,1610612742,7,4,2025-04-09T23:48:54Z,310000,False,230.0,5.0,1,right,K. Thompson 3PT running (3 PTS) (N. Marshall 2 AST),"[202691, 1630230]",1610612742.0,DAL,running,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,,,,,,Made,3.0,23.04,,,,,,,,N. Marshall,1630230.0,2.0,,
33,PT09M07.00S,2025-04-09T23:49:00.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,12.302890932982917,58.08823529411765,1610612747,7,4,2025-04-09T23:49:04Z,330000,False,-40.0,63.0,1,left,MISS L. Dončić 7' driving floating Shot,[1629029],1610612747.0,LAL,driving floating,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,7.49,,,,,,,,,,,,
34,PT09M05.00S,2025-04-09T23:49:02.9Z,1,REGULAR,rebound,offensive,[],1629637,,,1610612747,7,4,2025-04-09T23:49:02Z,340000,False,,,0,,J. Hayes REBOUND (Off:1 Def:0),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,33.0,1.0,0.0,1.0,,,,,,,,
35,PT09M05.00S,2025-04-09T23:49:02.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629637,5.590000152587891,50.0,1610612747,7,4,2025-04-09T23:49:02Z,350000,False,0.0,0.0,1,left,MISS J. Hayes tip Layup,[1629637],1610612747.0,LAL,tip,,,Hayes,J. Hayes,,,,,Mid-Range,8-16 Left,,,,,,Missed,,0.0,,,,,,,,,,,,
36,PT09M04.00S,2025-04-09T23:49:04.1Z,1,REGULAR,rebound,offensive,[],1629637,,,1610612747,7,4,2025-04-09T23:49:04Z,360000,False,,,0,,J. Hayes REBOUND (Off:2 Def:0),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Mid-Range,8-16 Left,,,,,,,,,35.0,2.0,0.0,2.0,,,,,,,,
37,PT09M04.00S,2025-04-09T23:49:04.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629637,5.590000152587891,50.0,1610612747,7,4,2025-04-09T23:49:31Z,370000,False,0.0,0.0,1,left,MISS J. Hayes putback Layup - blocked,"[1629637, 203076]",1610612747.0,LAL,putback,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,Missed,,0.0,,,,,,,,,,,Davis,203076.0
38,PT09M04.00S,2025-04-09T23:49:04.1Z,1,REGULAR,block,,[],203076,,,1610612747,7,4,2025-04-09T23:51:10Z,380000,False,,,0,,A. Davis BLOCK (1 BLK),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
39,PT09M04.00S,2025-04-09T23:49:04.1Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,7,4,2025-04-09T23:51:10Z,390000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,37.0,1.0,1.0,0.0,,,,,,,,
40,PT08M57.00S,2025-04-09T23:49:10.6Z,1,REGULAR,2pt,Jump Shot,[],203076,90.62089356110381,26.715686274509803,1610612742,7,4,2025-04-09T23:51:50Z,400000,False,-116.0,36.0,1,right,MISS A. Davis 12' driving floating bank Shot,[203076],1610612742.0,DAL,driving floating bank,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,,,,,,Missed,,12.18,,,,,,,,,,,,
41,PT08M55.00S,2025-04-09T23:49:12.6Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612747,7,4,2025-04-09T23:49:17Z,410000,False,,,0,,J. Hayes REBOUND (Off:2 Def:1),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Mid-Range,8-16 Left,,,,,,,,,40.0,3.0,1.0,2.0,,,,,,,,
42,PT08M51.00S,2025-04-09T23:49:17.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629060,5.601182654402102,47.05882352941176,1610612747,7,4,2025-04-09T23:49:22Z,420000,False,15.0,0.0,1,left,MISS R. Hachimura running reverse Layup,[1629060],1610612747.0,LAL,running reverse,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,,,,,,Missed,,1.47,,,,,,,,,,,,
43,PT08M49.00S,2025-04-09T23:49:19.2Z,1,REGULAR,rebound,defensive,[],202691,,,1610612742,7,4,2025-04-09T23:49:22Z,430000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,42.0,1.0,1.0,0.0,,,,,,,,
44,PT08M45.00S,2025-04-09T23:49:22.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202691,65.78515111695138,49.26470588235294,1610612742,7,4,2025-04-09T23:49:27Z,440000,False,-4.0,269.0,1,right,MISS K. Thompson 26' running pullup 3PT,[202691],1610612742.0,DAL,running pullup,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,,,,,,Missed,,26.91,,,,,,,,,,,,
45,PT08M42.00S,2025-04-09T23:49:25.4Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,7,4,2025-04-09T23:49:27Z,450000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Center,,,,,,,,,44.0,1.0,1.0,0.0,,,,,,,,
46,PT08M35.00S,2025-04-09T23:49:34.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,6.1268068331143235,46.07843137254902,1610612747,7,4,2025-04-09T23:50:41Z,460000,False,20.0,5.0,1,left,MISS L. James driving Layup,[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,Missed,,2.03,,,,,,,,,,,,
47,PT08M34.00S,2025-04-09T23:49:35.8Z,1,REGULAR,rebound,offensive,[],1629637,,,1610612747,7,4,2025-04-09T23:50:41Z,470000,False,,,0,,J. Hayes REBOUND (Off:3 Def:1),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,46.0,4.0,1.0,3.0,,,,,,,,
48,PT08M34.00S,2025-04-09T23:49:37.6Z,1,REGULAR,foul,personal,['2freethrow'],1630230,,,1610612747,7,4,2025-04-09T23:49:46Z,480000,False,,,0,,N. Marshall shooting personal FOUL (1 PF) (Hayes 2 FT),"[1630230, 1629637]",1610612742.0,DAL,shooting,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,1626301.0,1.0,0.0,Hayes,1629637.0,,,,,,,,,,,,,,,
50,PT08M34.00S,2025-04-09T23:50:04.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629637,,,1610612747,7,5,2025-04-09T23:50:04Z,500000,False,,,0,,J. Hayes Free Throw 1 of 2 (1 PTS),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
51,PT08M34.00S,2025-04-09T23:50:05.3Z,1,REGULAR,substitution,out,[],1630230,,,1610612747,7,5,2025-04-09T23:50:21Z,510000,False,,,0,,SUB out: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT08M34.00S,2025-04-09T23:50:05.3Z,1,REGULAR,substitution,in,[],203915,,,1610612747,7,5,2025-04-09T23:50:21Z,520000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT08M34.00S,2025-04-09T23:50:04.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629637,,,1610612747,7,5,2025-04-09T23:50:30Z,530000,False,,,0,,MISS J. Hayes Free Throw 2 of 2,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
54,PT08M32.00S,2025-04-09T23:50:06.6Z,1,REGULAR,rebound,defensive,[],203076,,,1610612742,7,5,2025-04-09T23:50:30Z,540000,False,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,53.0,1.0,1.0,0.0,,,,,,,,
55,PT08M11.00S,2025-04-09T23:50:50.0Z,1,REGULAR,3pt,Jump Shot,[],1629023,93.24901445466492,4.6568627450980395,1610612742,10,5,2025-04-09T23:50:54Z,550000,False,-227.0,11.0,1,right,P. Washington 3PT  (3 PTS) (S. Dinwiddie 1 AST),"[1629023, 203915]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,,,,,,Made,3.0,22.7,,,,,,,,S. Dinwiddie,203915.0,1.0,,
57,PT07M47.00S,2025-04-09T23:51:15.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1629637,7.835085413929041,49.754901960784316,1610612747,10,7,2025-04-09T23:51:27Z,570000,False,1.0,21.0,1,left,J. Hayes cutting Layup (3 PTS) (L. James 1 AST),"[1629637, 2544]",1610612747.0,LAL,cutting,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,Made,3.0,2.11,,,,,,,,L. James,2544.0,1.0,,
59,PT07M47.00S,2025-04-09T23:51:19.8Z,1,REGULAR,violation,defensive goaltending,[],1641726,,,1610612747,10,7,2025-04-09T23:51:27Z,590000,False,,,0,,D. Lively II defensive goaltending VIOLATION,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,1627962.0,,,,,,,,,,,,,,,,,,,
61,PT07M30.00S,2025-04-09T23:51:53.9Z,1,REGULAR,substitution,out,[],1629637,,,1610612742,10,7,2025-04-09T23:52:03Z,610000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M30.00S,2025-04-09T23:51:53.9Z,1,REGULAR,substitution,in,[],1627827,,,1610612742,10,7,2025-04-09T23:52:03Z,620000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612747.0,LAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M25.00S,2025-04-09T23:52:14.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641726,88.91261498028909,57.35294117647059,1610612742,12,7,2025-04-09T23:53:41Z,630000,False,37.0,52.0,1,right,D. Lively II 6' driving floating Jump Shot (4 PTS) (K. Thompson 1 AST),"[1641726, 202691]",1610612742.0,DAL,driving floating,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,4.0,6.35,,,,,,,,K. Thompson,202691.0,1.0,,
65,PT07M14.00S,2025-04-09T23:52:25.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,5.863994743758213,46.568627450980394,1610612747,12,9,2025-04-09T23:52:28Z,650000,False,17.0,3.0,1,left,A. Reaves driving finger roll Layup (2 PTS),[1630559],1610612747.0,LAL,driving finger roll,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,1.74,,,,,,,,,,,,
66,PT06M55.00S,2025-04-09T23:52:43.5Z,1,REGULAR,turnover,lost ball,[],1641726,,,1610612742,12,9,2025-04-09T23:52:46Z,660000,False,,,0,,D. Lively II lost ball TURNOVER (1 TO),"[1641726, 1629029]",1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1.0,Dončić,1629029.0,,,,,
67,PT06M55.00S,2025-04-09T23:52:43.5Z,1,REGULAR,steal,,[],1629029,,,1610612747,12,9,2025-04-09T23:52:45Z,670000,False,,,0,,L. Dončić STEAL (1 STL),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
68,PT06M51.00S,2025-04-09T23:52:48.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629029,6.1268068331143235,48.529411764705884,1610612747,12,11,2025-04-09T23:52:51Z,680000,False,7.0,5.0,1,left,L. Dončić running reverse Layup (4 PTS),[1629029],1610612747.0,LAL,running reverse,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,0.9,,,,,,,,,,,,
69,PT06M44.00S,2025-04-09T23:52:55.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,94.56307490144546,49.50980392156863,1610612742,14,11,2025-04-09T23:52:58Z,690000,False,-2.0,-1.0,1,right,A. Davis DUNK (2 PTS) (S. Dinwiddie 2 AST),"[203076, 203915]",1610612742.0,DAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,0.29,,,,,,,,S. Dinwiddie,203915.0,2.0,,
72,PT06M26.00S,2025-04-09T23:53:19.6Z,1,REGULAR,3pt,Jump Shot,[],1629029,5.863994743758213,94.6078431372549,1610612747,14,14,2025-04-09T23:53:22Z,720000,False,-223.0,3.0,1,left,L. Dončić 3PT  (7 PTS) (D. Finney-Smith 1 AST),"[1629029, 1627827]",1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,Left Corner 3,24+ Left,,,,,,Made,7.0,22.3,,,,,,,,D. Finney-Smith,1627827.0,1.0,,
74,PT06M17.00S,2025-04-09T23:53:28.8Z,1,REGULAR,3pt,Jump Shot,[],203915,76.95466491458606,11.519607843137255,1610612742,17,14,2025-04-09T23:53:31Z,740000,False,-192.0,164.0,1,right,S. Dinwiddie 25' 3PT pullup (3 PTS) (A. Davis 1 AST),"[203915, 203076]",1610612742.0,DAL,pullup,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,,,,,,Made,3.0,25.29,,,,,,,,A. Davis,203076.0,1.0,,
75,PT06M03.00S,2025-04-09T23:53:42.9Z,1,REGULAR,3pt,Jump Shot,[],1629060,5.338370565045992,95.58823529411765,1610612747,17,17,2025-04-09T23:53:46Z,750000,False,-228.0,-2.0,1,left,R. Hachimura 3PT  (3 PTS) (L. Dončić 1 AST),"[1629060, 1629029]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Left Corner 3,24+ Left,,,,,,Made,3.0,22.79,,,,,,,,L. Dončić,1629029.0,1.0,,
77,PT05M45.00S,2025-04-09T23:54:01.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641726,93.9060446780552,53.67647058823529,1610612742,19,17,2025-04-09T23:55:47Z,770000,False,18.0,5.0,1,right,D. Lively II Layup (6 PTS) (P. Washington 1 AST),"[1641726, 1629023]",1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,1.9,,,,,,,,P. Washington,1629023.0,1.0,,
79,PT05M32.00S,2025-04-09T23:54:16.8Z,1,REGULAR,foul,personal,['2freethrow'],1641726,,,1610612747,19,17,2025-04-09T23:54:22Z,790000,False,,,0,,D. Lively II shooting personal FOUL (1 PF) (Dončić 2 FT),"[1641726, 1629029]",1610612742.0,DAL,shooting,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),8-16 Center,1627962.0,1.0,0.0,Dončić,1629029.0,,,,,,,,,,,,,,,
81,PT05M32.00S,2025-04-09T23:54:24.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,19,17,2025-04-09T23:54:24Z,810000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M32.00S,2025-04-09T23:57:05.5Z,1,REGULAR,substitution,out,[],1641726,,,1610612747,19,17,2025-04-09T23:57:55Z,820000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M32.00S,2025-04-09T23:57:05.5Z,1,REGULAR,substitution,out,[],202691,,,1610612747,19,17,2025-04-09T23:57:55Z,830000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M32.00S,2025-04-09T23:57:05.5Z,1,REGULAR,substitution,out,[],2544,,,1610612747,19,17,2025-04-09T23:57:55Z,840000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M32.00S,2025-04-09T23:57:05.5Z,1,REGULAR,substitution,in,[],1631108,,,1610612747,19,17,2025-04-09T23:57:55Z,850000,False,,,0,,SUB in: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M32.00S,2025-04-09T23:57:05.5Z,1,REGULAR,substitution,in,[],1628997,,,1610612747,19,17,2025-04-09T23:57:55Z,860000,False,,,0,,SUB in: C. Martin,[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
