actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
87,PT05M26.00S,2025-01-15T02:48:15.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203915,87.46714848883047,47.05882352941176,1610612742,8,19,2025-01-15T02:49:05Z,870000,False,-15.0,65.0,1,right,S. Dinwiddie 6' turnaround fadeaway Jump Shot (2 PTS),[203915],1610612742.0,DAL,turnaround fadeaway,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,6.69,Made,,2.0,,,,,,,,,,,,,,,,
88,PT05M00.00S,2025-01-15T02:48:41.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629008,6.258212877792378,50.245098039215684,1610612743,8,21,2025-01-15T02:48:46Z,880000,False,-1.0,6.0,1,left,M. Porter Jr. cutting DUNK (7 PTS) (J. Murray 3 AST),"[1629008, 1627750]",1610612743.0,DEN,cutting,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,0.64,Made,,7.0,J. Murray,1627750.0,3.0,,,,,,,,,,,,,
90,PT04M41.00S,2025-01-15T02:48:59.3Z,1,REGULAR,2pt,Jump Shot,[],202681,88.78120893561103,69.11764705882352,1610612742,10,21,2025-01-15T02:49:05Z,900000,False,96.0,53.0,1,right,K. Irving 10' pullup bank Jump Shot (2 PTS),[202681],1610612742.0,DAL,pullup bank,,,Irving,K. Irving,,,,,Mid-Range,8-16 Right,10.93,Made,,2.0,,,,,,,,,,,,,,,,
92,PT04M30.00S,2025-01-15T02:49:10.0Z,1,REGULAR,2pt,Jump Shot,[],1627750,12.565703022339028,73.0392156862745,1610612743,10,23,2025-01-15T02:49:18Z,910000,False,-115.0,66.0,1,left,J. Murray 13' fadeaway Jump Shot (11 PTS),[1627750],1610612743.0,DEN,fadeaway,,,Murray,J. Murray,,,,,Mid-Range,8-16 Left,13.26,Made,,11.0,,,,,,,,,,,,,,,,
93,PT04M24.00S,2025-01-15T02:49:19.4Z,1,REGULAR,foul,personal,[],203999,,,1610612742,10,23,2025-01-15T02:49:39Z,920000,False,,,0,,N. Jokić personal FOUL (1 PF),"[203999, 202681]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Irving,202681.0
95,PT04M24.00S,2025-01-15T02:49:26.0Z,1,REGULAR,substitution,out,[],1631128,,,1610612742,10,23,2025-01-15T02:49:34Z,940000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M24.00S,2025-01-15T02:49:26.0Z,1,REGULAR,substitution,in,[],1631212,,,1610612742,10,23,2025-01-15T02:49:34Z,950000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M19.00S,2025-01-15T02:49:44.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'defensivegoaltending']",202681,88.38699080157687,51.9607843137255,1610612742,12,23,2025-01-15T02:49:59Z,960000,False,10.0,57.0,1,right,K. Irving driving floating Jump Shot (4 PTS) (D. Gafford 1 AST),"[202681, 1629655]",1610612742.0,DAL,driving floating,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,5.75,Made,,4.0,D. Gafford,1629655.0,1.0,,,,,,,,,,,,,
99,PT04M19.00S,2025-01-15T02:49:48.8Z,1,REGULAR,violation,defensive goaltending,[],1631212,,,1610612742,12,23,2025-01-15T02:49:59Z,980000,False,,,0,,P. Watson defensive goaltending VIOLATION,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,204059.0,,,,
100,PT04M05.00S,2025-01-15T02:50:07.5Z,1,REGULAR,3pt,Jump Shot,[],1627750,33.722076215505915,60.78431372549019,1610612743,12,23,2025-01-15T02:50:53Z,990000,False,-54.0,264.0,1,left,MISS J. Murray 26' driving floating 3PT,[1627750],1610612743.0,DEN,driving floating,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,26.99,Missed,,,,,,,,,,,,,,,,,,
101,PT04M01.00S,2025-01-15T02:50:11.5Z,1,REGULAR,rebound,defensive,[],203915,,,1610612742,12,23,2025-01-15T02:50:12Z,1000000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Center,,,100.0,,,,,1.0,1.0,0.0,,,,,,,,,,
102,PT03M56.00S,2025-01-15T02:50:16.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,83.70565045992116,38.779105392156865,1610612742,12,23,2025-01-15T02:51:30Z,1010000,False,-56.0,101.0,1,right,MISS K. Irving 11' Jump Shot,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,11.53,Missed,,,,,,,,,,,,,,,,,,
103,PT03M53.00S,2025-01-15T02:50:19.9Z,1,REGULAR,rebound,defensive,[],1631212,,,1610612743,12,23,2025-01-15T02:50:30Z,1020000,False,,,0,,P. Watson REBOUND (Off:0 Def:1),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Mid-Range,8-16 Left,,,102.0,,,,,1.0,1.0,0.0,,,,,,,,,,
104,PT03M48.00S,2025-01-15T02:50:30.6Z,1,REGULAR,foul,personal,['2freethrow'],1629656,,,1610612743,12,23,2025-01-15T02:50:44Z,1030000,False,,,0,,Q. Grimes shooting personal FOUL (1 PF) (Murray 2 FT),"[1629656, 1627750]",1610612742.0,DAL,shooting,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202053.0,1.0,0.0,Murray,1627750.0
106,PT03M48.00S,2025-01-15T02:50:59.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1627750,,,1610612743,12,24,2025-01-15T02:50:59Z,1050000,False,,,0,,J. Murray Free Throw 1 of 2 (12 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,,12.0,,,,,,,,,,,,,,,,
107,PT03M48.00S,2025-01-15T02:51:00.4Z,1,REGULAR,substitution,out,[],202681,,,1610612743,12,24,2025-01-15T02:51:14Z,1060000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M48.00S,2025-01-15T02:51:00.4Z,1,REGULAR,substitution,out,[],1629008,,,1610612743,12,24,2025-01-15T02:51:14Z,1070000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M48.00S,2025-01-15T02:51:00.4Z,1,REGULAR,substitution,in,[],1630702,,,1610612743,12,24,2025-01-15T02:51:14Z,1080000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M48.00S,2025-01-15T02:51:00.4Z,1,REGULAR,substitution,in,[],203932,,,1610612743,12,24,2025-01-15T02:51:14Z,1090000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M48.00S,2025-01-15T02:51:19.6Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1627750,,,1610612743,12,25,2025-01-15T02:51:19Z,1100000,False,,,0,,J. Murray Free Throw 2 of 2 (13 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,,13.0,,,,,,,,,,,,,,,,
112,PT03M30.00S,2025-01-15T02:51:39.1Z,1,REGULAR,turnover,lost ball,[],1630702,,,1610612742,12,25,2025-01-15T02:51:43Z,1110000,False,,,0,,J. Hardy lost ball TURNOVER (1 TO),"[1630702, 1631212]",1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,1.0,Watson,1631212.0,,,,,,,
113,PT03M30.00S,2025-01-15T02:51:39.1Z,1,REGULAR,steal,,[],1631212,,,1610612743,12,25,2025-01-15T02:51:40Z,1120000,False,,,0,,P. Watson STEAL (1 STL),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
114,PT03M22.00S,2025-01-15T02:51:46.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627750,15.193823915900131,27.450980392156865,1610612743,12,27,2025-01-15T02:52:53Z,1130000,False,113.0,90.0,1,left,J. Murray 14' fadeaway Jump Shot (15 PTS),[1627750],1610612743.0,DEN,fadeaway,,,Murray,J. Murray,,,,,Mid-Range,8-16 Right,14.44,Made,,15.0,,,,,,,,,,,,,,,,
115,PT03M12.00S,2025-01-15T02:51:57.5Z,1,REGULAR,turnover,bad pass,[],203915,,,1610612742,12,27,2025-01-15T02:52:00Z,1140000,False,,,0,,S. Dinwiddie bad pass TURNOVER (1 TO),"[203915, 203932]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Gordon,203932.0,,,,,,,
116,PT03M12.00S,2025-01-15T02:51:57.5Z,1,REGULAR,steal,,[],203932,,,1610612743,12,27,2025-01-15T02:51:59Z,1150000,False,,,0,,A. Gordon STEAL (1 STL),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
117,PT03M05.00S,2025-01-15T02:52:04.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631212,7.835085413929041,37.5,1610612743,12,27,2025-01-15T02:54:01Z,1160000,False,62.0,21.0,1,left,MISS P. Watson 6' cutting Layup,[1631212],1610612743.0,DEN,cutting,,,Watson,P. Watson,,,,,In The Paint (Non-RA),0-8 Center,6.6,Missed,,,,,,,,,,,,,,,,,,
118,PT03M03.00S,2025-01-15T02:52:06.8Z,1,REGULAR,rebound,defensive,[],203915,,,1610612742,12,27,2025-01-15T02:52:13Z,1170000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:2),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,,,117.0,,,,,2.0,2.0,0.0,,,,,,,,,,
119,PT02M59.00S,2025-01-15T02:52:11.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630702,69.85873850197109,27.205882352941174,1610612742,12,27,2025-01-15T02:54:17Z,1180000,False,-114.0,231.0,1,right,MISS J. Hardy 25' running pullup 3PT,[1630702],1610612742.0,DAL,running pullup,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Left Center,25.74,Missed,,,,,,,,,,,,,,,,,,
120,PT02M58.00S,2025-01-15T02:52:12.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,12,27,2025-01-15T02:54:08Z,1190000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,119.0,,,,,,,,,,,,,,,,,
121,PT02M58.00S,2025-01-15T02:52:18.6Z,1,REGULAR,foul,personal,[],203932,,,1610612742,12,27,2025-01-15T02:54:05Z,1200000,False,,,0,,A. Gordon loose ball personal FOUL (1 PF),"[203932, 1628467]",1610612743.0,DEN,loose ball,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202053.0,1.0,0.0,Kleber,1628467.0
123,PT02M58.00S,2025-01-15T02:52:32.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,12,27,2025-01-15T02:52:32Z,1220000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M58.00S,2025-01-15T02:52:47.6Z,1,REGULAR,substitution,out,[],201566,,,1610612742,12,27,2025-01-15T02:55:25Z,1230000,False,,,0,,SUB out: R. Westbrook,[201566],1610612743.0,DEN,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M58.00S,2025-01-15T02:52:47.6Z,1,REGULAR,substitution,in,[],1631124,,,1610612742,12,27,2025-01-15T02:55:25Z,1240000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M52.00S,2025-01-15T02:55:57.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203915,90.75229960578186,58.57843137254902,1610612742,14,27,2025-01-15T02:56:03Z,1250000,False,43.0,34.0,1,right,S. Dinwiddie driving Layup (4 PTS),[203915],1610612742.0,DAL,driving,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,5.5,Made,,4.0,,,,,,,,,,,,,,,,
127,PT02M52.00S,2025-01-15T02:56:00.3Z,1,REGULAR,foul,personal,['1freethrow'],203999,,,1610612742,14,27,2025-01-15T02:56:19Z,1260000,False,,,0,,N. Jokić shooting personal FOUL (2 PF) (Dinwiddie 1 FT),"[203999, 203915]",1610612743.0,DEN,shooting,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,204059.0,2.0,0.0,Dinwiddie,203915.0
129,PT02M52.00S,2025-01-15T02:56:21.7Z,1,REGULAR,freethrow,1 of 1,[],203915,,,1610612742,15,27,2025-01-15T02:56:21Z,1280000,False,,,0,,S. Dinwiddie Free Throw 1 of 1 (5 PTS),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,,5.0,,,,,,,,,,,,,,,,
130,PT02M35.00S,2025-01-15T02:56:40.1Z,1,REGULAR,3pt,Jump Shot,[],1631212,6.783837056504599,94.11764705882352,1610612743,15,30,2025-01-15T02:56:44Z,1290000,False,-221.0,11.0,1,left,P. Watson 3PT  (3 PTS) (J. Strawther 1 AST),"[1631212, 1631124]",1610612743.0,DEN,,,,Watson,P. Watson,,,,,Left Corner 3,24+ Left,22.09,Made,,3.0,J. Strawther,1631124.0,1.0,,,,,,,,,,,,,
132,PT02M23.00S,2025-01-15T02:56:52.3Z,1,REGULAR,3pt,Jump Shot,[],1629656,73.53810775295663,14.460784313725492,1610612742,15,30,2025-01-15T02:56:57Z,1310000,False,-178.0,196.0,1,right,MISS Q. Grimes 26' 3PT,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,26.47,Missed,,,,,,,,,,,,,,,,,,
133,PT02M20.00S,2025-01-15T02:56:55.3Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,15,30,2025-01-15T02:56:57Z,1320000,False,,,0,,N. Jokić REBOUND (Off:0 Def:6),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,,,132.0,,,,,6.0,6.0,0.0,,,,,,,,,,
134,PT02M02.00S,2025-01-15T02:57:13.3Z,1,REGULAR,2pt,Jump Shot,[],203999,24.78646517739816,50.245098039215684,1610612743,15,32,2025-01-15T02:57:19Z,1330000,False,-1.0,180.0,1,left,N. Jokić 18' Jump Shot (2 PTS),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,16-24 Center,18.05,Made,,2.0,,,,,,,,,,,,,,,,
135,PT01M52.00S,2025-01-15T02:57:22.6Z,1,REGULAR,3pt,Jump Shot,[],1629656,69.85873850197109,71.07843137254902,1610612742,15,32,2025-01-15T02:57:28Z,1340000,False,105.0,231.0,1,right,MISS Q. Grimes 25' 3PT,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,25.37,Missed,,,,,,,,,,,,,,,,,,
136,PT01M49.00S,2025-01-15T02:57:25.5Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612742,15,32,2025-01-15T02:57:25Z,1350000,False,,,0,,D. Gafford REBOUND (Off:1 Def:0),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Right Center,,,135.0,,,,,1.0,0.0,1.0,,,,,,,,,,
137,PT01M40.00S,2025-01-15T02:57:36.4Z,1,REGULAR,turnover,out-of-bounds,[],1630702,,,1610612742,15,32,2025-01-15T02:58:18Z,1360000,False,,,0,,J. Hardy bad pass out-of-bounds TURNOVER (2 TO),[1630702],1610612742.0,DAL,bad pass,,,Hardy,J. Hardy,,,,,Mid-Range,8-16 Right,,,,,,,,,,,2.0,,,,,202053.0,,,,
138,PT01M40.00S,2025-01-15T02:57:39.9Z,1,REGULAR,substitution,out,[],203999,,,1610612743,15,32,2025-01-15T02:57:53Z,1370000,False,,,0,,SUB out: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M40.00S,2025-01-15T02:57:39.9Z,1,REGULAR,substitution,in,[],201599,,,1610612743,15,32,2025-01-15T02:57:53Z,1380000,False,,,0,,SUB in: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M32.00S,2025-01-15T02:58:05.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631212,7.178055190538765,95.09803921568627,1610612743,15,32,2025-01-15T02:58:10Z,1390000,False,-225.0,15.0,1,left,MISS P. Watson 3PT,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Left Corner 3,24+ Left,22.6,Missed,,,,,,,,,,,,,,,,,,
141,PT01M29.00S,2025-01-15T02:58:07.7Z,1,REGULAR,rebound,offensive,[],201599,,,1610612743,15,32,2025-01-15T02:58:07Z,1400000,False,,,0,,D. Jordan REBOUND (Off:1 Def:0),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Left Corner 3,24+ Left,,,140.0,,,,,1.0,0.0,1.0,,,,,,,,,,
142,PT01M26.00S,2025-01-15T02:58:10.3Z,1,REGULAR,turnover,lost ball,[],201599,,,1610612743,15,32,2025-01-15T02:58:15Z,1410000,False,,,0,,D. Jordan lost ball TURNOVER (1 TO),"[201599, 1629656]",1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,Grimes,1629656.0,,,,,,,
143,PT01M26.00S,2025-01-15T02:58:10.3Z,1,REGULAR,steal,,[],1629656,,,1610612742,15,32,2025-01-15T02:58:12Z,1420000,False,,,0,,Q. Grimes STEAL (1 STL),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
144,PT01M15.00S,2025-01-15T02:58:20.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629655,93.38042049934296,46.32352941176471,1610612742,17,32,2025-01-15T02:58:25Z,1430000,False,-18.0,10.0,1,right,D. Gafford alley-oop DUNK (4 PTS) (J. Hardy 1 AST),"[1629655, 1630702]",1610612742.0,DAL,alley-oop,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,2.08,Made,,4.0,J. Hardy,1630702.0,1.0,,,,,,,,,,,,,
146,PT00M56.00S,2025-01-15T02:58:41.2Z,1,REGULAR,turnover,lost ball,[],201599,,,1610612743,17,32,2025-01-15T02:58:44Z,1450000,False,,,0,,D. Jordan lost ball TURNOVER (2 TO),"[201599, 203915]",1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2.0,Dinwiddie,203915.0,,,,,,,
147,PT00M56.00S,2025-01-15T02:58:41.2Z,1,REGULAR,steal,,[],203915,,,1610612742,17,32,2025-01-15T02:58:43Z,1460000,False,,,0,,S. Dinwiddie STEAL (1 STL),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
148,PT00M50.50S,2025-01-15T02:58:47.8Z,1,REGULAR,foul,personal,['2freethrow'],1631124,,,1610612742,17,32,2025-01-15T02:59:08Z,1470000,False,,,0,,J. Strawther shooting personal FOUL (1 PF) (Gafford 2 FT),"[1631124, 1629655]",1610612743.0,DEN,shooting,,,Strawther,J. Strawther,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Gafford,1629655.0
150,PT00M50.50S,2025-01-15T02:59:24.9Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629655,,,1610612742,18,32,2025-01-15T02:59:24Z,1490000,False,,,0,,D. Gafford Free Throw 1 of 2 (5 PTS),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,Made,,5.0,,,,,,,,,,,,,,,,
151,PT00M50.50S,2025-01-15T02:59:44.7Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629655,,,1610612742,19,32,2025-01-15T02:59:44Z,1500000,False,,,0,,D. Gafford Free Throw 2 of 2 (6 PTS),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,Made,,6.0,,,,,,,,,,,,,,,,
152,PT00M39.90S,2025-01-15T02:59:59.9Z,1,REGULAR,violation,kicked ball,[],1628467,,,1610612743,19,32,2025-01-15T03:00:16Z,1510000,False,,,0,,M. Kleber kicked ball VIOLATION,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,1627961.0,,,,
153,PT00M37.80S,2025-01-15T03:00:18.7Z,1,REGULAR,foul,personal,[],1629655,,,1610612743,19,32,2025-01-15T03:00:25Z,1520000,False,,,0,,D. Gafford personal FOUL (1 PF),"[1629655, 201599]",1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,202053.0,1.0,0.0,Jordan,201599.0
155,PT00M33.00S,2025-01-15T03:00:42.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,12.040078843626807,59.80392156862745,1610612743,19,34,2025-01-15T03:00:49Z,1540000,False,-49.0,61.0,1,left,J. Murray 7' driving floating Jump Shot (17 PTS) (D. Jordan 1 AST),"[1627750, 201599]",1610612743.0,DEN,driving floating,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,7.8,Made,,17.0,D. Jordan,201599.0,1.0,,,,,,,,,,,,,
157,PT00M25.00S,2025-01-15T03:00:55.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631124,,,1610612742,19,34,2025-01-15T03:01:21Z,1560000,False,,,0,,J. Strawther personal FOUL (2 PF) (Grimes 2 FT),"[1631124, 1629656]",1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,202053.0,2.0,0.0,Grimes,1629656.0
159,PT00M25.00S,2025-01-15T03:01:28.6Z,1,REGULAR,freethrow,1 of 2,[],1629656,,,1610612742,20,34,2025-01-15T03:01:28Z,1580000,False,,,0,,Q. Grimes Free Throw 1 of 2 (1 PTS),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
160,PT00M25.00S,2025-01-15T03:01:29.4Z,1,REGULAR,substitution,out,[],1629655,,,1610612742,20,34,2025-01-15T03:01:40Z,1590000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M25.00S,2025-01-15T03:01:29.4Z,1,REGULAR,substitution,in,[],203939,,,1610612742,20,34,2025-01-15T03:01:40Z,1600000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M25.00S,2025-01-15T03:01:58.5Z,1,REGULAR,freethrow,2 of 2,[],1629656,,,1610612742,21,34,2025-01-15T03:01:58Z,1610000,False,,,0,,Q. Grimes Free Throw 2 of 2 (2 PTS),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,Made,,2.0,,,,,,,,,,,,,,,,
163,PT00M01.80S,2025-01-15T03:02:23.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,7.30946123521682,61.76470588235294,1610612743,21,36,2025-01-15T03:02:34Z,1620000,False,-59.0,16.0,1,left,J. Murray 6' driving finger roll Layup (19 PTS),[1627750],1610612743.0,DEN,driving finger roll,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,6.1,Made,,19.0,,,,,,,,,,,,,,,,
165,PT00M00.00S,2025-01-15T03:03:01.7Z,1,REGULAR,period,end,[],0,,,1610612742,21,36,2025-01-15T03:03:01Z,1640000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2025-01-15T03:04:36.0Z,2,REGULAR,substitution,out,['startperiod'],1630702,,,1610612742,21,36,2025-01-15T03:05:44Z,1650000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2025-01-15T03:04:36.0Z,2,REGULAR,substitution,out,['startperiod'],1629656,,,1610612742,21,36,2025-01-15T03:05:44Z,1660000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2025-01-15T03:04:36.0Z,2,REGULAR,substitution,out,['startperiod'],1628467,,,1610612742,21,36,2025-01-15T03:05:44Z,1670000,False,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2025-01-15T03:04:36.0Z,2,REGULAR,substitution,out,['startperiod'],1627750,,,1610612742,21,36,2025-01-15T03:05:44Z,1680000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2025-01-15T03:04:36.0Z,2,REGULAR,substitution,in,['startperiod'],1629023,,,1610612742,21,36,2025-01-15T03:05:44Z,1690000,False,,,0,,SUB in: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2025-01-15T03:04:36.0Z,2,REGULAR,substitution,in,['startperiod'],1630230,,,1610612742,21,36,2025-01-15T03:05:44Z,1700000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
