actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-11-07T01:40:52.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-07T01:40:52Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-11-07T01:40:54.4Z,1,REGULAR,jumpball,recovered,[],1629029,,,1610612742,0,0,2024-11-07T01:40:54Z,40000,False,,,0,,Jump Ball D. Gafford vs. N. Vučević: Tip to L. Dončić,"[1629029, 1629655, 202696]",1610612742.0,DAL,startperiod,L. Dončić,1629029.0,Dončić,L. Dončić,Gafford,1629655.0,Vučević,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2024-11-07T01:41:07.0Z,1,REGULAR,turnover,bad pass,[],202691,,,1610612742,0,0,2024-11-07T01:41:12Z,70000,False,,,0,,K. Thompson bad pass TURNOVER (1 TO),"[202691, 1630581]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Right Center,1.0,Giddey,1630581.0,,,,,,,,,,,,,,,,,
8,PT11M45.00S,2024-11-07T01:41:07.0Z,1,REGULAR,steal,,[],1630581,,,1610612741,0,0,2024-11-07T01:41:58Z,80000,False,,,0,,J. Giddey STEAL (1 STL),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
9,PT11M32.00S,2024-11-07T01:41:19.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202696,68.01905387647832,27.941176470588236,1610612741,0,0,2024-11-07T01:41:23Z,90000,False,-110.0,248.0,1,right,MISS N. Vučević 27' 3PT,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Left Center,,,,27.15,Missed,,,,,,,,,,,,,,,
10,PT11M30.00S,2024-11-07T01:41:21.2Z,1,REGULAR,rebound,defensive,[],202691,,,1610612742,0,0,2024-11-07T01:41:23Z,100000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M26.00S,2024-11-07T01:41:27.8Z,1,REGULAR,foul,personal,['2freethrow'],1629632,,,1610612742,0,0,2024-11-07T01:41:38Z,110000,False,,,0,,C. White shooting personal FOUL (1 PF) (Gafford 2 FT),"[1629632, 1629655]",1610612741.0,CHI,shooting,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,203591.0,1.0,0.0,Gafford,1629655.0,,,,,,
13,PT11M26.00S,2024-11-07T01:41:55.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629655,,,1610612742,1,0,2024-11-07T01:42:16Z,130000,False,,,0,,D. Gafford Free Throw 1 of 2 (1 PTS),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,Made,,,,,,,,,,1.0,,,,,
14,PT11M26.00S,2024-11-07T01:41:55.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629655,,,1610612742,1,0,2024-11-07T01:42:16Z,140000,False,,,0,,MISS D. Gafford Free Throw 2 of 2,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
15,PT11M24.00S,2024-11-07T01:41:57.7Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,1,0,2024-11-07T01:42:16Z,150000,False,,,0,,N. Vučević REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,
16,PT11M13.00S,2024-11-07T01:42:26.0Z,1,REGULAR,3pt,Jump Shot,[],1630245,94.1688567674113,95.34313725490196,1610612741,1,0,2024-11-07T01:42:31Z,160000,False,227.0,2.0,1,right,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Right Corner 3,24+ Right,,,,22.67,Missed,,,,,,,,,,,,,,,
17,PT11M11.00S,2024-11-07T01:42:28.0Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,1,0,2024-11-07T01:42:31Z,170000,False,,,0,,L. Dončić REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,Right Corner 3,24+ Right,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,,
18,PT11M00.00S,2024-11-07T01:42:39.5Z,1,REGULAR,3pt,Jump Shot,[],202691,18.478975032851512,7.107843137254902,1610612742,1,0,2024-11-07T01:42:44Z,180000,False,214.0,121.0,1,left,MISS K. Thompson 24' 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,,,,24.64,Missed,,,,,,,,,,,,,,,
19,PT10M57.00S,2024-11-07T01:42:42.5Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,1,0,2024-11-07T01:42:44Z,190000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,
20,PT10M54.00S,2024-11-07T01:42:45.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630581,93.51182654402102,49.01960784313725,1610612741,1,2,2024-11-07T01:42:54Z,200000,False,-5.0,8.0,1,right,J. Giddey running finger roll Layup (2 PTS) (A. Dosunmu 1 AST),"[1630581, 1630245]",1610612741.0,CHI,running finger roll,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,0.98,Made,,,,,,,,,,2.0,A. Dosunmu,1630245.0,1.0,,
22,PT10M42.00S,2024-11-07T01:43:00.1Z,1,REGULAR,violation,kicked ball,[],1629632,,,1610612742,1,2,2024-11-07T01:43:05Z,220000,False,,,0,,C. White kicked ball VIOLATION,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,201246.0,,,,,,,,,,
23,PT10M37.00S,2024-11-07T01:43:14.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,5.601182654402102,48.28431372549019,1610612742,3,2,2024-11-07T01:43:19Z,230000,False,9.0,0.0,1,left,D. Gafford cutting DUNK (3 PTS) (L. Dončić 1 AST),"[1629655, 1629029]",1610612742.0,DAL,cutting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,0.86,Made,,,,,,,,,,3.0,L. Dončić,1629029.0,1.0,,
25,PT10M14.00S,2024-11-07T01:43:37.1Z,1,REGULAR,3pt,Jump Shot,[],1630245,95.0886990801577,95.34313725490196,1610612741,3,2,2024-11-07T01:43:41Z,250000,False,227.0,-6.0,1,right,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Right Corner 3,24+ Right,,,,22.68,Missed,,,,,,,,,,,,,,,
26,PT10M12.00S,2024-11-07T01:43:39.1Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612742,3,2,2024-11-07T01:43:41Z,260000,False,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Right Corner 3,24+ Right,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,
28,PT09M55.00S,2024-11-07T01:44:07.5Z,1,REGULAR,3pt,Jump Shot,[],202691,21.632720105124836,87.25490196078431,1610612742,3,2,2024-11-07T01:44:12Z,280000,False,-186.0,151.0,1,left,MISS K. Thompson pullup 3PT,[202691],1610612742.0,DAL,pullup,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,,23.97,Missed,,,,,,,,,,,,,,,
29,PT09M52.00S,2024-11-07T01:44:10.5Z,1,REGULAR,rebound,defensive,[],1630245,,,1610612741,3,2,2024-11-07T01:44:12Z,290000,False,,,0,,A. Dosunmu REBOUND (Off:0 Def:2),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,,,,,,28.0,2.0,2.0,0.0,,,,,,,,,,,
30,PT09M48.00S,2024-11-07T01:44:14.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629632,72.88107752956637,85.04901960784314,1610612741,3,2,2024-11-07T01:44:23Z,300000,False,175.0,202.0,1,right,MISS C. White 26' running 3PT,[1629632],1610612741.0,CHI,running,,,White,C. White,,,,,Above the Break 3,24+ Right Center,,,,26.77,Missed,,,,,,,,,,,,,,,
31,PT09M45.00S,2024-11-07T01:44:17.6Z,1,REGULAR,rebound,offensive,[],1630245,,,1610612741,3,2,2024-11-07T01:44:17Z,310000,False,,,0,,A. Dosunmu REBOUND (Off:1 Def:2),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,,,,,,30.0,3.0,2.0,1.0,,,,,,,,,,,
32,PT09M40.00S,2024-11-07T01:44:22.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630172,93.38042049934296,3.9215686274509802,1610612741,3,5,2024-11-07T01:44:26Z,320000,False,-230.0,10.0,1,right,P. Williams 3PT  (3 PTS) (J. Giddey 1 AST),"[1630172, 1630581]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Left Corner 3,24+ Left,,,,23.06,Made,,,,,,,,,,3.0,J. Giddey,1630581.0,1.0,,
34,PT09M26.00S,2024-11-07T01:44:36.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202691,16.770696452036795,49.26470588235294,1610612742,3,5,2024-11-07T01:44:45Z,340000,False,4.0,105.0,1,left,MISS K. Thompson 10' floating Shot,[202691],1610612742.0,DAL,floating,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,10.52,Missed,,,,,,,,,,,,,,,
35,PT09M23.00S,2024-11-07T01:44:39.1Z,1,REGULAR,rebound,defensive,[],1630172,,,1610612741,3,5,2024-11-07T01:44:45Z,350000,False,,,0,,P. Williams REBOUND (Off:0 Def:1),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,,,
36,PT09M11.00S,2024-11-07T01:44:51.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,93.11760840998686,43.38235294117647,1610612741,3,7,2024-11-07T01:44:59Z,360000,False,-33.0,12.0,1,right,N. Vučević Hook (2 PTS) (J. Giddey 2 AST),"[202696, 1630581]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,,3.53,Made,,,,,,,,,,2.0,J. Giddey,1630581.0,2.0,,
38,PT08M59.00S,2024-11-07T01:45:03.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,9.806176084099869,63.23529411764706,1610612742,5,7,2024-11-07T01:45:15Z,380000,False,-66.0,40.0,1,left,K. Irving 7' driving floating Jump Shot (2 PTS) (L. Dončić 2 AST),"[202681, 1629029]",1610612742.0,DAL,driving floating,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,,7.72,Made,,,,,,,,,,2.0,L. Dončić,1629029.0,2.0,,
40,PT08M38.00S,2024-11-07T01:45:24.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,90.09526938239159,44.85294117647059,1610612741,5,9,2024-11-07T01:45:29Z,400000,False,-26.0,41.0,1,right,N. Vučević Hook (4 PTS) (C. White 1 AST),"[202696, 1629632]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,,,,4.81,Made,,,,,,,,,,4.0,C. White,1629632.0,1.0,,
42,PT08M28.00S,2024-11-07T01:45:37.2Z,1,REGULAR,foul,personal,['2freethrow'],1630245,,,1610612742,5,9,2024-11-07T01:45:42Z,420000,False,,,0,,A. Dosunmu shooting personal FOUL (1 PF) (Irving 2 FT),"[1630245, 202681]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,,,,,201246.0,1.0,0.0,Irving,202681.0,,,,,,
44,PT08M28.00S,2024-11-07T01:46:06.3Z,1,REGULAR,freethrow,1 of 2,[],202681,,,1610612742,6,9,2024-11-07T01:46:06Z,440000,False,,,0,,K. Irving Free Throw 1 of 2 (3 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,Made,,,,,,,,,,3.0,,,,,
45,PT08M28.00S,2024-11-07T01:46:29.4Z,1,REGULAR,freethrow,2 of 2,[],202681,,,1610612742,7,9,2024-11-07T01:46:29Z,450000,False,,,0,,K. Irving Free Throw 2 of 2 (4 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,Made,,,,,,,,,,4.0,,,,,
46,PT08M21.00S,2024-11-07T01:46:37.4Z,1,REGULAR,turnover,bad pass,[],1630581,,,1610612741,7,9,2024-11-07T01:46:44Z,460000,False,,,0,,J. Giddey bad pass TURNOVER (1 TO),"[1630581, 202681]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,1.0,Irving,202681.0,,,,,,,,,,,,,,,,,
47,PT08M21.00S,2024-11-07T01:46:37.4Z,1,REGULAR,steal,,[],202681,,,1610612742,7,9,2024-11-07T01:46:39Z,470000,False,,,0,,K. Irving STEAL (1 STL),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
48,PT08M18.00S,2024-11-07T01:46:40.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202681,6.1268068331143235,47.30392156862745,1610612742,9,9,2024-11-07T01:46:49Z,480000,False,13.0,5.0,1,left,K. Irving running finger roll Layup (6 PTS),[202681],1610612742.0,DAL,running finger roll,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,,1.44,Made,,,,,,,,,,6.0,,,,,
49,PT08M10.00S,2024-11-07T01:46:50.6Z,1,REGULAR,foul,personal,[],1629029,,,1610612741,9,9,2024-11-07T01:47:05Z,490000,False,,,0,,L. Dončić personal FOUL (1 PF),"[1629029, 1630172]",1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Right,,,,,,,,,,203591.0,1.0,0.0,Williams,1630172.0,,,,,,
51,PT07M59.00S,2024-11-07T01:47:15.7Z,1,REGULAR,3pt,Jump Shot,[],1630245,94.95729303547962,95.83333333333334,1610612741,9,9,2024-11-07T01:47:19Z,510000,False,229.0,-5.0,1,right,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Right Corner 3,24+ Right,,,,22.93,Missed,,,,,,,,,,,,,,,
52,PT07M56.00S,2024-11-07T01:47:18.7Z,1,REGULAR,rebound,defensive,[],202681,,,1610612742,9,9,2024-11-07T01:47:19Z,520000,False,,,0,,K. Irving REBOUND (Off:0 Def:1),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Right Corner 3,24+ Right,,,,,,51.0,1.0,1.0,0.0,,,,,,,,,,,
53,PT07M45.00S,2024-11-07T01:47:28.9Z,1,REGULAR,3pt,Jump Shot,[],1629029,28.991458607095925,16.176470588235293,1610612742,12,9,2024-11-07T01:47:33Z,530000,False,169.0,220.0,1,left,L. Dončić 27' 3PT  (3 PTS) (D. Gafford 1 AST),"[1629029, 1629655]",1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Right Center,,,,27.75,Made,,,,,,,,,,3.0,D. Gafford,1629655.0,1.0,,
55,PT07M25.00S,2024-11-07T01:47:49.7Z,1,REGULAR,3pt,Jump Shot,[],1630172,79.97700394218134,91.66666666666666,1610612741,12,9,2024-11-07T01:47:55Z,550000,False,208.0,136.0,1,right,MISS P. Williams 24' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,,,,24.86,Missed,,,,,,,,,,,,,,,
56,PT07M23.00S,2024-11-07T01:47:51.7Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,12,9,2024-11-07T01:47:55Z,560000,False,,,0,,N. Vučević REBOUND (Off:1 Def:1),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Right Center,,,,,,55.0,2.0,1.0,1.0,,,,,,,,,,,
57,PT07M21.00S,2024-11-07T01:47:56.2Z,1,REGULAR,turnover,out-of-bounds,[],1630172,,,1610612741,12,9,2024-11-07T01:48:00Z,570000,False,,,0,,P. Williams bad pass out-of-bounds TURNOVER (1 TO),[1630172],1610612741.0,CHI,bad pass,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,201246.0,,,,,,,,,,
58,PT07M11.00S,2024-11-07T01:48:17.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202691,32.14520367936925,57.35294117647059,1610612742,15,9,2024-11-07T01:48:21Z,580000,False,-37.0,250.0,1,left,K. Thompson 25' 3PT  (3 PTS) (N. Marshall 1 AST),"[202691, 1630230]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,,,,25.24,Made,,,,,,,,,,3.0,N. Marshall,1630230.0,1.0,,
