actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
78,PT06M05.00S,2025-04-03T00:48:50.0Z,1,REGULAR,substitution,out,[],202691,,,1610612737,16,15,2025-04-03T00:50:31Z,780000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M05.00S,2025-04-03T00:48:50.0Z,1,REGULAR,substitution,out,[],1631243,,,1610612737,16,15,2025-04-03T00:50:31Z,790000,False,,,0,,SUB out: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M05.00S,2025-04-03T00:48:50.0Z,1,REGULAR,substitution,in,[],1629655,,,1610612737,16,15,2025-04-03T00:50:31Z,800000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M05.00S,2025-04-03T00:48:50.0Z,1,REGULAR,substitution,in,[],1628997,,,1610612737,16,15,2025-04-03T00:50:31Z,810000,False,,,0,,SUB in: C. Martin,[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M05.00S,2025-04-03T00:48:50.0Z,1,REGULAR,substitution,in,[],1630249,,,1610612737,16,15,2025-04-03T00:50:31Z,820000,False,,,0,,SUB in: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M57.00S,2025-04-03T00:50:41.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630168,6.1268068331143235,49.01960784313725,1610612737,16,17,2025-04-03T00:50:58Z,830000,False,5.0,5.0,1,left,O. Okongwu cutting DUNK (4 PTS) (Z. Risacher 1 AST),"[1630168, 1642258]",1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,0.71,Made,,4.0,Z. Risacher,1642258.0,1.0,,,,,,,,,,,,,
85,PT05M30.00S,2025-04-03T00:51:06.2Z,1,REGULAR,3pt,Jump Shot,[],1630230,67.62483574244416,61.274509803921575,1610612742,16,17,2025-04-03T00:51:09Z,850000,False,56.0,252.0,1,right,MISS N. Marshall 25' 3PT,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Center,25.8,Missed,,,,,,,,,,,,,,,,,,
86,PT05M28.00S,2025-04-03T00:51:08.2Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,16,17,2025-04-03T00:51:09Z,860000,False,,,0,,O. Okongwu REBOUND (Off:0 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,85.0,,,,,,,,2.0,2.0,0.0,,,,,,,
87,PT05M20.00S,2025-04-03T00:51:17.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,6.521024967148489,44.36274509803921,1610612737,16,17,2025-04-03T00:51:20Z,870000,False,28.0,9.0,1,left,MISS T. Young driving Layup - blocked,"[1629027, 1629655]",1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,2.95,Missed,,,,,,,,,,,,Gafford,1629655.0,,,,,
128,PT05M20.00S,2025-04-03T00:51:17.3Z,1,REGULAR,block,,[],1629655,,,1610612737,16,17,2025-04-03T00:56:58Z,875000,False,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
88,PT05M16.00S,2025-04-03T00:51:21.3Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,16,17,2025-04-03T00:51:20Z,880000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,87.0,,,,,,,,3.0,2.0,1.0,,,,,,,
89,PT05M16.00S,2025-04-03T00:51:20.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630168,5.590000152587891,50.0,1610612737,16,17,2025-04-03T00:51:24Z,890000,False,0.0,0.0,1,left,MISS O. Okongwu tip Layup,[1630168],1610612737.0,ATL,tip,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
90,PT05M16.00S,2025-04-03T00:51:20.4Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612742,16,17,2025-04-03T00:51:24Z,900000,False,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,89.0,,,,,,,,1.0,1.0,0.0,,,,,,,
91,PT05M07.00S,2025-04-03T00:51:29.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629655,89.96386333771353,50.98039215686274,1610612742,18,17,2025-04-03T00:51:32Z,910000,False,5.0,42.0,1,right,D. Gafford turnaround Jump Shot (2 PTS) (N. Marshall 2 AST),"[1629655, 1630230]",1610612742.0,DAL,turnaround,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,4.21,Made,,2.0,N. Marshall,1630230.0,2.0,,,,,,,,,,,,,
93,PT04M48.00S,2025-04-03T00:51:48.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,8.492115637319317,37.00980392156863,1610612737,18,17,2025-04-03T00:51:52Z,930000,False,65.0,27.0,1,left,MISS D. Daniels 7' driving floating bank Shot,[1630700],1610612737.0,ATL,driving floating bank,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,7.05,Missed,,,,,,,,,,,,,,,,,,
94,PT04M45.00S,2025-04-03T00:51:51.7Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612742,18,17,2025-04-03T00:51:52Z,940000,False,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,93.0,,,,,,,,1.0,1.0,0.0,,,,,,,
95,PT04M38.00S,2025-04-03T00:51:58.4Z,1,REGULAR,3pt,Jump Shot,[],1631108,67.36202365308804,56.61764705882353,1610612742,18,17,2025-04-03T00:52:01Z,950000,False,33.0,254.0,1,right,MISS M. Christie 25' 3PT,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,Above the Break 3,24+ Center,25.64,Missed,,,,,,,,,,,,,,,,,,
96,PT04M36.00S,2025-04-03T00:52:00.4Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,18,17,2025-04-03T00:52:01Z,960000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:3),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,95.0,,,,,,,,4.0,3.0,1.0,,,,,,,
97,PT04M27.00S,2025-04-03T00:52:10.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642258,9.806176084099869,49.754901960784316,1610612737,18,19,2025-04-03T00:52:12Z,970000,False,1.0,40.0,1,left,Z. Risacher driving floating Jump Shot (4 PTS) (D. Daniels 2 AST),"[1642258, 1630700]",1610612737.0,ATL,driving floating,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,3.97,Made,,4.0,D. Daniels,1630700.0,2.0,,,,,,,,,,,,,
99,PT04M12.00S,2025-04-03T00:52:27.6Z,1,REGULAR,foul,personal,['2freethrow'],1642258,,,1610612742,18,19,2025-04-03T00:53:01Z,990000,False,,,0,,Z. Risacher shooting personal FOUL (1 PF) (Gafford 2 FT),"[1642258, 1629655]",1610612737.0,ATL,shooting,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1148.0,1.0,0.0,Gafford,1629655.0
101,PT04M12.00S,2025-04-03T00:53:13.0Z,1,REGULAR,freethrow,1 of 2,[],1629655,,,1610612742,18,19,2025-04-03T00:53:13Z,1010000,False,,,0,,MISS D. Gafford Free Throw 1 of 2,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
102,PT04M12.00S,2025-04-03T00:53:13.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,18,19,2025-04-03T00:53:13Z,1020000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,101.0,,,,,,,,,,,,,,,,,
103,PT04M12.00S,2025-04-03T00:53:14.1Z,1,REGULAR,substitution,out,[],203915,,,1610612742,18,19,2025-04-03T00:53:29Z,1030000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M12.00S,2025-04-03T00:53:14.1Z,1,REGULAR,substitution,out,[],1642258,,,1610612742,18,19,2025-04-03T00:53:29Z,1040000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M12.00S,2025-04-03T00:53:14.1Z,1,REGULAR,substitution,out,[],1629027,,,1610612742,18,19,2025-04-03T00:53:29Z,1050000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M12.00S,2025-04-03T00:53:14.1Z,1,REGULAR,substitution,out,[],1630168,,,1610612742,18,19,2025-04-03T00:53:29Z,1060000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M12.00S,2025-04-03T00:53:14.1Z,1,REGULAR,substitution,in,[],1630702,,,1610612742,18,19,2025-04-03T00:53:29Z,1070000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M12.00S,2025-04-03T00:53:14.1Z,1,REGULAR,substitution,in,[],1631230,,,1610612742,18,19,2025-04-03T00:53:29Z,1080000,False,,,0,,SUB in: D. Barlow,[1631230],1610612737.0,ATL,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M12.00S,2025-04-03T00:53:14.1Z,1,REGULAR,substitution,in,[],1627747,,,1610612742,18,19,2025-04-03T00:53:29Z,1090000,False,,,0,,SUB in: C. LeVert,[1627747],1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M12.00S,2025-04-03T00:53:14.1Z,1,REGULAR,substitution,in,[],1629611,,,1610612742,18,19,2025-04-03T00:53:29Z,1100000,False,,,0,,SUB in: T. Mann,[1629611],1610612737.0,ATL,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M12.00S,2025-04-03T00:53:39.9Z,1,REGULAR,freethrow,2 of 2,[],1629655,,,1610612742,19,19,2025-04-03T00:53:39Z,1110000,False,,,0,,D. Gafford Free Throw 2 of 2 (3 PTS),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,Made,,3.0,,,,,,,,,,,,,,,,
112,PT03M54.00S,2025-04-03T00:53:59.5Z,1,REGULAR,3pt,Jump Shot,[],1627747,31.09395532194481,37.254901960784316,1610612737,19,22,2025-04-03T00:54:44Z,1120000,False,64.0,240.0,1,left,C. LeVert 24' 3PT pullup (3 PTS) (D. Barlow 1 AST),"[1627747, 1631230]",1610612737.0,ATL,pullup,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Center,24.81,Made,,3.0,D. Barlow,1631230.0,1.0,,,,,,,,,,,,,
114,PT03M34.00S,2025-04-03T00:54:18.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630702,80.81471747700394,65.21905637254902,1610612742,19,22,2025-04-03T00:54:55Z,1140000,False,76.0,128.0,1,right,MISS J. Hardy 14' pullup Shot,[1630702],1610612742.0,DAL,pullup,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),8-16 Right,14.87,Missed,,,,,,,,,,,,,,,,,,
115,PT03M32.00S,2025-04-03T00:54:20.1Z,1,REGULAR,rebound,defensive,[],1630249,,,1610612737,19,22,2025-04-03T00:54:22Z,1150000,False,,,0,,V. Krejčí REBOUND (Off:0 Def:1),[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,In The Paint (Non-RA),8-16 Center,,,114.0,,,,,,,,1.0,1.0,0.0,,,,,,,
116,PT03M25.00S,2025-04-03T00:54:27.3Z,1,REGULAR,3pt,Jump Shot,[],1630249,18.74178712220762,91.42156862745098,1610612737,19,25,2025-04-03T00:56:27Z,1160000,False,-207.0,124.0,1,left,V. Krejčí 24' 3PT pullup (3 PTS) (D. Daniels 3 AST),"[1630249, 1630700]",1610612737.0,ATL,pullup,,,Krejčí,V. Krejčí,,,,,Above the Break 3,24+ Left Center,24.12,Made,,3.0,D. Daniels,1630700.0,3.0,,,,,,,,,,,,,
118,PT03M15.00S,2025-04-03T00:54:42.3Z,1,REGULAR,foul,personal,['2freethrow'],1631230,,,1610612742,19,25,2025-04-03T00:54:49Z,1180000,False,,,0,,D. Barlow shooting personal FOUL (1 PF) (Christie 2 FT),"[1631230, 1631108]",1610612737.0,ATL,shooting,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1627541.0,1.0,0.0,Christie,1631108.0
120,PT03M15.00S,2025-04-03T00:55:04.5Z,1,REGULAR,freethrow,1 of 2,[],1631108,,,1610612742,20,25,2025-04-03T00:55:04Z,1200000,False,,,0,,M. Christie Free Throw 1 of 2 (1 PTS),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
121,PT03M15.00S,2025-04-03T00:55:23.6Z,1,REGULAR,freethrow,2 of 2,[],1631108,,,1610612742,21,25,2025-04-03T00:55:23Z,1210000,False,,,0,,M. Christie Free Throw 2 of 2 (2 PTS),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,Made,,2.0,,,,,,,,,,,,,,,,
122,PT03M01.00S,2025-04-03T00:55:38.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,17.821944809461236,38.23529411764706,1610612737,21,25,2025-04-03T00:55:41Z,1220000,False,59.0,115.0,1,left,MISS C. LeVert 12' pullup Shot,[1627747],1610612737.0,ATL,pullup,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Center,12.92,Missed,,,,,,,,,,,,,,,,,,
123,PT02M59.00S,2025-04-03T00:55:40.3Z,1,REGULAR,rebound,defensive,[],1631108,,,1610612742,21,25,2025-04-03T00:55:41Z,1230000,False,,,0,,M. Christie REBOUND (Off:0 Def:1),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,In The Paint (Non-RA),8-16 Center,,,122.0,,,,,,,,1.0,1.0,0.0,,,,,,,
124,PT02M54.00S,2025-04-03T00:55:45.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631108,78.13731931668858,8.823529411764707,1610612742,24,25,2025-04-03T00:55:51Z,1240000,False,-206.0,153.0,1,right,M. Christie 25' 3PT running pullup (5 PTS),[1631108],1610612742.0,DAL,running pullup,,,Christie,M. Christie,,,,,Above the Break 3,24+ Left Center,25.65,Made,,5.0,,,,,,,,,,,,,,,,
125,PT02M44.00S,2025-04-03T00:55:54.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630700,10.200394218134035,47.794117647058826,1610612737,24,27,2025-04-03T00:55:57Z,1250000,False,11.0,43.0,1,left,D. Daniels driving floating Jump Shot (4 PTS),[1630700],1610612737.0,ATL,driving floating,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,4.48,Made,,4.0,,,,,,,,,,,,,,,,
126,PT02M36.00S,2025-04-03T00:56:10.2Z,1,REGULAR,violation,kicked ball,[],1631230,,,1610612742,24,27,2025-04-03T00:56:13Z,1260000,False,,,0,,D. Barlow kicked ball VIOLATION,[1631230],1610612737.0,ATL,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,1627541.0,,,,
127,PT02M36.00S,2025-04-03T00:56:23.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,24,27,2025-04-03T00:56:23Z,1270000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M36.00S,2025-04-03T00:58:45.4Z,1,REGULAR,substitution,out,[],1630230,,,1610612742,24,27,2025-04-03T00:59:14Z,1280000,False,,,0,,SUB out: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M36.00S,2025-04-03T00:58:45.4Z,1,REGULAR,substitution,out,[],1630700,,,1610612742,24,27,2025-04-03T00:59:14Z,1290000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M36.00S,2025-04-03T00:58:45.4Z,1,REGULAR,substitution,in,[],203076,,,1610612742,24,27,2025-04-03T00:59:14Z,1300000,False,,,0,,SUB in: A. Davis,[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M36.00S,2025-04-03T00:58:45.4Z,1,REGULAR,substitution,in,[],1629027,,,1610612742,24,27,2025-04-03T00:59:14Z,1310000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M24.00S,2025-04-03T00:59:27.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,92.32917214191852,49.26470588235294,1610612742,26,27,2025-04-03T00:59:46Z,1320000,False,-4.0,20.0,1,right,D. Gafford alley-oop DUNK (5 PTS) (A. Davis 1 AST),"[1629655, 203076]",1610612742.0,DAL,alley-oop,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,1.99,Made,,5.0,A. Davis,203076.0,1.0,,,,,,,,,,,,,
135,PT02M11.00S,2025-04-03T00:59:40.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,10.726018396846255,50.73529411764706,1610612737,26,27,2025-04-03T00:59:43Z,1340000,False,-4.0,48.0,1,left,MISS T. Young driving finger roll Layup,[1629027],1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,4.84,Missed,,,,,,,,,,,,,,,,,,
136,PT02M10.00S,2025-04-03T00:59:41.3Z,1,REGULAR,rebound,defensive,[],203076,,,1610612742,26,27,2025-04-03T01:00:01Z,1350000,False,,,0,,A. Davis REBOUND (Off:0 Def:3),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,135.0,,,,,,,,3.0,3.0,0.0,,,,,,,
137,PT02M02.00S,2025-04-03T00:59:51.4Z,1,REGULAR,foul,personal,['2freethrow'],1631230,,,1610612742,26,27,2025-04-03T00:59:58Z,1360000,False,,,0,,D. Barlow shooting personal FOUL (2 PF) (Davis 2 FT),"[1631230, 203076]",1610612737.0,ATL,shooting,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1628159.0,2.0,0.0,Davis,203076.0
139,PT02M02.00S,2025-04-03T01:00:25.9Z,1,REGULAR,freethrow,1 of 2,[],203076,,,1610612742,27,27,2025-04-03T01:00:25Z,1380000,False,,,0,,A. Davis Free Throw 1 of 2 (8 PTS),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,,,,Made,,8.0,,,,,,,,,,,,,,,,
140,PT02M02.00S,2025-04-03T01:00:27.8Z,1,REGULAR,substitution,out,[],1630249,,,1610612742,27,27,2025-04-03T01:00:32Z,1390000,False,,,0,,SUB out: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M02.00S,2025-04-03T01:00:27.8Z,1,REGULAR,substitution,in,[],1631243,,,1610612742,27,27,2025-04-03T01:00:32Z,1400000,False,,,0,,SUB in: M. Gueye,[1631243],1610612737.0,ATL,,,,Gueye,M. Gueye,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M02.00S,2025-04-03T01:00:48.7Z,1,REGULAR,freethrow,2 of 2,[],203076,,,1610612742,28,27,2025-04-03T01:00:48Z,1410000,False,,,0,,A. Davis Free Throw 2 of 2 (9 PTS),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,,,,Made,,9.0,,,,,,,,,,,,,,,,
143,PT01M46.00S,2025-04-03T01:01:05.9Z,1,REGULAR,3pt,Jump Shot,[],1629027,6.1268068331143235,3.6764705882352944,1610612737,28,30,2025-04-03T01:01:09Z,1420000,False,232.0,5.0,1,left,T. Young 3PT  (5 PTS) (C. LeVert 1 AST),"[1629027, 1627747]",1610612737.0,ATL,,,,Young,T. Young,,,,,Right Corner 3,24+ Right,23.17,Made,,5.0,C. LeVert,1627747.0,1.0,,,,,,,,,,,,,
145,PT01M30.00S,2025-04-03T01:01:21.7Z,1,REGULAR,3pt,Jump Shot,[],203076,74.45795006570303,17.15686274509804,1610612742,28,30,2025-04-03T01:01:25Z,1440000,False,-164.0,188.0,1,right,MISS A. Davis 24' 3PT,[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,24.93,Missed,,,,,,,,,,,,,,,,,,
146,PT01M27.00S,2025-04-03T01:01:24.7Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612737,28,30,2025-04-03T01:01:25Z,1450000,False,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,,,145.0,,,,,,,,1.0,1.0,0.0,,,,,,,
147,PT01M20.00S,2025-04-03T01:01:32.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,6.652431011826544,37.99019607843137,1610612737,28,30,2025-04-03T01:01:36Z,1460000,False,60.0,10.0,1,left,MISS C. LeVert 6' driving floating Shot,[1627747],1610612737.0,ATL,driving floating,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,6.08,Missed,,,,,,,,,,,,,,,,,,
148,PT01M17.00S,2025-04-03T01:01:35.1Z,1,REGULAR,rebound,defensive,[],203076,,,1610612742,28,30,2025-04-03T01:01:36Z,1470000,False,,,0,,A. Davis REBOUND (Off:0 Def:4),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,147.0,,,,,,,,4.0,4.0,0.0,,,,,,,
149,PT01M10.00S,2025-04-03T01:01:42.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,93.9060446780552,48.03921568627451,1610612742,30,30,2025-04-03T01:01:50Z,1480000,False,-10.0,5.0,1,right,A. Davis running reverse DUNK (11 PTS) (C. Martin 1 AST),"[203076, 1628997]",1610612742.0,DAL,running reverse,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,1.09,Made,,11.0,C. Martin,1628997.0,1.0,,,,,,,,,,,,,
151,PT01M01.00S,2025-04-03T01:01:50.6Z,1,REGULAR,3pt,Jump Shot,[],1629027,31.225361366622867,19.607843137254903,1610612737,30,30,2025-04-03T01:02:19Z,1500000,False,152.0,241.0,1,left,MISS T. Young 28' pullup 3PT,[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,28.49,Missed,,,,,,,,,,,,,,,,,,
152,PT00M58.30S,2025-04-03T01:01:54.9Z,1,REGULAR,rebound,offensive,[],1627747,,,1610612737,30,30,2025-04-03T01:01:54Z,1510000,False,,,0,,C. LeVert REBOUND (Off:1 Def:1),[1627747],1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Right Center,,,151.0,,,,,,,,2.0,1.0,1.0,,,,,,,
153,PT00M58.30S,2025-04-03T01:01:55.9Z,1,REGULAR,foul,personal,['2freethrow'],203076,,,1610612737,30,30,2025-04-03T01:02:04Z,1520000,False,,,0,,A. Davis shooting personal FOUL (1 PF) (LeVert 2 FT),"[203076, 1627747]",1610612742.0,DAL,shooting,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627541.0,1.0,0.0,LeVert,1627747.0
155,PT00M58.30S,2025-04-03T01:02:23.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1627747,,,1610612737,30,31,2025-04-03T01:02:23Z,1540000,False,,,0,,C. LeVert Free Throw 1 of 2 (4 PTS),[1627747],1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,,,,Made,,4.0,,,,,,,,,,,,,,,,
156,PT00M58.30S,2025-04-03T01:02:38.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1627747,,,1610612737,30,32,2025-04-03T01:02:38Z,1550000,False,,,0,,C. LeVert Free Throw 2 of 2 (5 PTS),[1627747],1610612737.0,ATL,,,,LeVert,C. LeVert,,,,,,,,Made,,5.0,,,,,,,,,,,,,,,,
157,PT00M46.90S,2025-04-03T01:02:57.4Z,1,REGULAR,turnover,lost ball,[],203076,,,1610612742,30,32,2025-04-03T01:03:00Z,1560000,False,,,0,,A. Davis lost ball TURNOVER (2 TO),"[203076, 1629027]",1610612742.0,DAL,,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,,,,,,,,2.0,Young,1629027.0,,,,,,,,,,
158,PT00M46.90S,2025-04-03T01:02:57.4Z,1,REGULAR,steal,,[],1629027,,,1610612737,30,32,2025-04-03T01:02:59Z,1570000,False,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
159,PT00M44.40S,2025-04-03T01:03:03.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628997,,,1610612737,30,32,2025-04-03T01:03:09Z,1580000,False,,,0,,C. Martin shooting personal FOUL (1 PF) (Mann 2 FT),"[1628997, 1629611]",1610612742.0,DAL,shooting,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1148.0,1.0,0.0,Mann,1629611.0
161,PT00M44.40S,2025-04-03T01:03:34.3Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629611,,,1610612737,30,33,2025-04-03T01:03:34Z,1600000,False,,,0,,T. Mann Free Throw 1 of 2 (1 PTS),[1629611],1610612737.0,ATL,,,,Mann,T. Mann,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
