actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-01-28T01:40:51.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-28T01:40:51Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-01-28T01:40:55.1Z,1,REGULAR,jumpball,recovered,[],202681,,,1610612742,0,0,2025-01-28T01:40:55Z,40000,False,,,0,,Jump Ball D. Gafford vs. A. Sarr: Tip to K. Irving,"[202681, 1629655, 1642259]",1610612742.0,DAL,startperiod,K. Irving,202681.0,Irving,K. Irving,Gafford,1629655.0,Sarr,1642259.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2025-01-28T01:41:03.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,94.03745072273325,49.754901960784316,1610612742,0,0,2025-01-28T01:41:10Z,70000,False,-1.0,4.0,1,right,MISS D. Gafford alley-oop DUNK,[1629655],1610612742.0,DAL,alley-oop,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,0.37,Missed,,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2025-01-28T01:41:07.7Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612764,0,0,2025-01-28T01:41:10Z,80000,False,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M30.00S,2025-01-28T01:41:20.6Z,1,REGULAR,3pt,Jump Shot,[],1642259,5.256241787122208,95.8563112745098,1610612764,0,0,2025-01-28T01:41:27Z,90000,False,-229.0,-3.0,1,left,MISS A. Sarr 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Left Corner 3,24+ Left,22.93,Missed,,,,,,,,,,,,,,,,,,
10,PT11M28.00S,2025-01-28T01:41:22.6Z,1,REGULAR,rebound,defensive,[],202681,,,1610612742,0,0,2025-01-28T01:41:27Z,100000,False,,,0,,K. Irving REBOUND (Off:0 Def:1),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Left Corner 3,24+ Left,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M17.00S,2025-01-28T01:41:34.0Z,1,REGULAR,3pt,Jump Shot,[],202691,91.72141918528253,96.34650735294117,1610612742,3,0,2025-01-28T01:43:30Z,110000,False,232.0,25.0,1,right,K. Thompson 3PT  (3 PTS) (D. Gafford 1 AST),"[202691, 1629655]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,23.31,Made,,,,,3.0,D. Gafford,1629655.0,1.0,,,,,,,,,,
13,PT10M58.00S,2025-01-28T01:41:53.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628398,11.12023653088042,41.66666666666667,1610612764,3,0,2025-01-28T01:41:57Z,130000,False,42.0,52.0,1,left,MISS K. Kuzma 6' driving Hook,[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,6.67,Missed,,,,,,,,,,,,,,,,,,
14,PT10M56.00S,2025-01-28T01:41:55.1Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612742,3,0,2025-01-28T01:41:57Z,140000,False,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M44.00S,2025-01-28T01:42:07.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202691,91.85282522996057,64.23866421568627,1610612742,3,0,2025-01-28T01:42:13Z,150000,False,71.0,24.0,1,right,MISS K. Thompson 7' driving bank Shot,[202691],1610612742.0,DAL,driving bank,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,7.52,Missed,,,,,,,,,,,,,,,,,,
16,PT10M42.00S,2025-01-28T01:42:09.4Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612742,3,0,2025-01-28T01:42:13Z,160000,False,,,0,,D. Gafford REBOUND (Off:1 Def:1),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,15.0,2.0,1.0,1.0,,,,,,,,,,,,,,
17,PT10M34.00S,2025-01-28T01:42:17.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203915,87.33574244415243,3.9215686274509802,1610612742,6,0,2025-01-28T01:42:22Z,170000,False,-230.0,67.0,1,right,S. Dinwiddie 3PT step back (3 PTS),[203915],1610612742.0,DAL,step back,,,Dinwiddie,S. Dinwiddie,,,,,Left Corner 3,24+ Left,23.98,Made,,,,,3.0,,,,,,,,,,,,,
18,PT10M12.00S,2025-01-28T01:42:39.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642259,6.915243101182654,46.32352941176471,1610612764,6,2,2025-01-28T01:42:47Z,180000,False,18.0,13.0,1,left,A. Sarr alley-oop Layup (2 PTS) (B. Coulibaly 1 AST),"[1642259, 1641731]",1610612764.0,WAS,alley-oop,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,2.22,Made,,,,,2.0,B. Coulibaly,1641731.0,1.0,,,,,,,,,,
20,PT09M50.00S,2025-01-28T01:43:00.5Z,1,REGULAR,3pt,Jump Shot,[],202691,78.13731931668858,10.784313725490197,1610612742,9,2,2025-01-28T02:18:39Z,200000,False,-196.0,153.0,1,right,K. Thompson 24' 3PT pullup (6 PTS),[202691],1610612742.0,DAL,pullup,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,24.87,Made,,,,,6.0,,,,,,,,,,,,,
22,PT09M38.00S,2025-01-28T01:43:12.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642259,11.645860709592641,51.71568627450981,1610612764,9,2,2025-01-28T01:43:18Z,220000,False,-9.0,57.0,1,left,MISS A. Sarr floating Shot,[1642259],1610612764.0,WAS,floating,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),0-8 Center,5.76,Missed,,,,,,,,,,,,,,,,,,
