actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-03-22T00:41:02.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-22T00:41:02Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2025-03-22T00:41:06.6Z,1,REGULAR,jumpball,recovered,[],202691,,,1610612742,0,0,2025-03-22T00:41:06Z,40000,False,,,0,,Jump Ball K. Jones vs. J. Duren: Tip to K. Thompson,"[202691, 1630539, 1631105]",1610612742.0,DAL,startperiod,K. Thompson,202691.0,Thompson,K. Thompson,Jones,1630539.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2025-03-22T00:41:19.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,89.96386333771353,50.49019607843137,1610612742,0,0,2025-03-22T00:41:25Z,70000,False,2.0,42.0,1,right,MISS P. Washington driving Layup - blocked,"[1629023, 202699]",1610612742.0,DAL,driving,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,4.19,Missed,Harris,202699.0,,,,,,,,,,,,,,,,
8,PT11M42.00S,2025-03-22T00:41:19.2Z,1,REGULAR,block,,[],202699,,,1610612742,0,0,2025-03-22T00:41:21Z,80000,False,,,0,,T. Harris BLOCK (1 BLK),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M40.00S,2025-03-22T00:41:21.2Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,0,0,2025-03-22T00:41:25Z,90000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:1),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M37.00S,2025-03-22T00:41:24.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630595,8.754927726675426,35.049019607843135,1610612765,0,0,2025-03-22T00:42:06Z,100000,False,75.0,30.0,1,left,MISS C. Cunningham 8' running Layup,[1630595],1610612765.0,DET,running,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,8.05,Missed,,,,,,,,,,,,,,,,,,
11,PT11M35.00S,2025-03-22T00:41:26.5Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,0,0,2025-03-22T00:42:06Z,110000,False,,,0,,J. Duren REBOUND (Off:1 Def:0),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,10.0,1.0,0.0,1.0,,,,,,,,,,,,
12,PT11M30.00S,2025-03-22T00:41:31.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202699,27.414586070959263,22.54901960784314,1610612765,0,3,2025-03-22T00:41:49Z,120000,False,137.0,205.0,1,left,T. Harris 24' 3PT  (3 PTS) (A. Thompson 1 AST),"[202699, 1641709]",1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,24.69,Made,,,,,,,3.0,A. Thompson,1641709.0,1.0,,,,,,,,
14,PT11M12.00S,2025-03-22T00:41:49.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,94.43166885676742,60.29411764705882,1610612742,2,3,2025-03-22T00:41:59Z,140000,False,51.0,0.0,1,right,P. Washington driving floating bank Jump Shot (2 PTS),[1629023],1610612742.0,DAL,driving floating bank,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,5.15,Made,,,,,,,2.0,,,,,,,,,,,
15,PT10M57.00S,2025-03-22T00:42:04.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641709,11.251642575558476,42.15686274509804,1610612765,2,3,2025-03-22T00:42:12Z,150000,False,39.0,53.0,1,left,MISS A. Thompson 6' driving floating Shot - blocked,"[1641709, 1630539]",1610612765.0,DET,driving floating,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,6.62,Missed,Jones,1630539.0,,,,,,,,,,,,,,,,
16,PT10M57.00S,2025-03-22T00:42:04.9Z,1,REGULAR,block,,[],1630539,,,1610612765,2,3,2025-03-22T00:42:06Z,160000,False,,,0,,K. Jones BLOCK (1 BLK),[1630539],1610612742.0,DAL,,,,Jones,K. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
17,PT10M54.00S,2025-03-22T00:42:07.9Z,1,REGULAR,rebound,offensive,[],1641709,,,1610612765,2,3,2025-03-22T00:42:12Z,170000,False,,,0,,A. Thompson REBOUND (Off:1 Def:0),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,15.0,1.0,0.0,1.0,,,,,,,,,,,,
18,PT10M53.00S,2025-03-22T00:42:08.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641709,8.754927726675426,47.05882352941176,1610612765,2,3,2025-03-22T00:45:59Z,180000,False,15.0,30.0,1,left,MISS A. Thompson tip Layup,[1641709],1610612765.0,DET,tip,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,3.32,Missed,,,,,,,,,,,,,,,,,,
19,PT10M51.00S,2025-03-22T00:42:10.2Z,1,REGULAR,rebound,defensive,[],1630230,,,1610612742,2,3,2025-03-22T00:42:17Z,190000,False,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,
20,PT10M46.00S,2025-03-22T00:42:14.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630539,79.97700394218134,49.50980392156863,1610612742,4,3,2025-03-22T00:42:26Z,200000,False,-2.0,136.0,1,right,K. Jones 13' Jump Shot (2 PTS) (N. Marshall 1 AST),"[1630539, 1630230]",1610612742.0,DAL,,,,Jones,K. Jones,,,,,In The Paint (Non-RA),8-16 Center,13.57,Made,,,,,,,2.0,N. Marshall,1630230.0,1.0,,,,,,,,
22,PT10M34.00S,2025-03-22T00:42:27.2Z,1,REGULAR,3pt,Jump Shot,[],202699,30.436925098554536,62.5,1610612765,4,3,2025-03-22T00:42:32Z,220000,False,-62.0,234.0,1,left,MISS T. Harris 24' 3PT,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,24.18,Missed,,,,,,,,,,,,,,,,,,
23,PT10M31.00S,2025-03-22T00:42:30.2Z,1,REGULAR,rebound,defensive,[],203915,,,1610612742,4,3,2025-03-22T00:42:32Z,230000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Center,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,
24,PT10M27.00S,2025-03-22T00:42:34.7Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630230,87.86136662286465,53.92156862745098,1610612742,4,3,2025-03-22T00:47:29Z,240000,False,20.0,62.0,1,right,MISS N. Marshall 6' running pullup Shot,[1630230],1610612742.0,DAL,running pullup,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,6.46,Missed,,,,,,,,,,,,,,,,,,
