actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
249,PT06M16.00S,2024-11-28T01:27:27.3Z,2,REGULAR,freethrow,2 of 2,[],1628384,,,1610612752,46,24,2024-11-28T01:27:27Z,2460000,False,,,0,,O. Anunoby Free Throw 2 of 2 (2 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
250,PT06M03.00S,2024-11-28T01:27:43.1Z,2,REGULAR,turnover,bad pass,[],202681,,,1610612742,46,24,2024-11-28T01:27:46Z,2470000,False,,,0,,K. Irving bad pass TURNOVER (1 TO),"[202681, 1628973]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,Brunson,1628973.0,,,,,,,,,,
251,PT06M03.00S,2024-11-28T01:27:43.1Z,2,REGULAR,steal,,[],1628973,,,1610612752,46,24,2024-11-28T01:27:44Z,2480000,False,,,0,,J. Brunson STEAL (2 STL),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
252,PT06M00.00S,2024-11-28T01:27:46.9Z,2,REGULAR,foul,personal,[],202681,,,1610612752,46,24,2024-11-28T01:35:42Z,2490000,False,,,0,,K. Irving personal FOUL (1 PF),"[202681, 1628973]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,2534.0,,,1.0,0.0,Brunson,1628973.0
255,PT05M48.00S,2024-11-28T01:28:22.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628973,14.848883048620237,63.013174019607845,1610612752,46,26,2024-11-28T01:28:51Z,2520000,False,-65.0,87.0,1,left,J. Brunson 10' driving floating Jump Shot (7 PTS),[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Left,10.87,Made,,,,,7.0,,,,,,,,,,,,,
256,PT05M48.00S,2024-11-28T01:28:29.2Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629656,,,1610612752,46,26,2024-11-28T01:28:35Z,2530000,False,,,0,,Q. Grimes shooting personal FOUL (1 PF) (Brunson 1 FT),"[1629656, 1628973]",1610612742.0,DAL,shooting,,,Grimes,Q. Grimes,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,203591.0,,,1.0,0.0,Brunson,1628973.0
258,PT05M48.00S,2024-11-28T01:28:50.6Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1628973,,,1610612752,46,27,2024-11-28T01:28:50Z,2550000,False,,,0,,J. Brunson Free Throw 1 of 1 (8 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
259,PT05M38.00S,2024-11-28T01:29:05.4Z,2,REGULAR,foul,personal,[],1628404,,,1610612742,46,27,2024-11-28T01:29:21Z,2560000,False,,,0,,J. Hart personal FOUL (2 PF),"[1628404, 202681]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,2534.0,,,2.0,0.0,Irving,202681.0
261,PT05M30.00S,2024-11-28T01:29:28.0Z,2,REGULAR,turnover,bad pass,[],1629656,,,1610612742,46,27,2024-11-28T01:29:31Z,2580000,False,,,0,,Q. Grimes bad pass TURNOVER (2 TO),"[1629656, 1630579]",1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2.0,Sims,1630579.0,,,,,,,,,,
262,PT05M30.00S,2024-11-28T01:29:28.0Z,2,REGULAR,steal,,[],1630579,,,1610612752,46,27,2024-11-28T01:29:29Z,2590000,False,,,0,,J. Sims STEAL (1 STL),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
263,PT05M22.00S,2024-11-28T01:29:36.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628973,15.982260183968464,39.705882352941174,1610612752,46,29,2024-11-28T01:29:40Z,2600000,False,51.0,98.0,1,left,J. Brunson 11' turnaround fadeaway Jump Shot (10 PTS),[1628973],1610612752.0,NYK,turnaround fadeaway,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,11.04,Made,,,,,10.0,,,,,,,,,,,,,
264,PT05M20.00S,2024-11-28T01:29:41.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,46,29,2024-11-28T01:29:41Z,2610000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT05M20.00S,2024-11-28T01:30:38.3Z,2,REGULAR,substitution,out,[],1629656,,,1610612742,46,29,2024-11-28T01:32:35Z,2620000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT05M20.00S,2024-11-28T01:30:38.3Z,2,REGULAR,substitution,out,[],203939,,,1610612742,46,29,2024-11-28T01:32:35Z,2630000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M20.00S,2024-11-28T01:30:38.3Z,2,REGULAR,substitution,in,[],203915,,,1610612742,46,29,2024-11-28T01:32:35Z,2640000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT05M20.00S,2024-11-28T01:30:38.3Z,2,REGULAR,substitution,in,[],1641726,,,1610612742,46,29,2024-11-28T01:32:35Z,2650000,False,,,0,,SUB in: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M59.00S,2024-11-28T01:33:25.6Z,2,REGULAR,3pt,Jump Shot,[],203915,69.20170827858082,22.794117647058822,1610612742,49,29,2024-11-28T01:33:29Z,2660000,False,-136.0,237.0,1,right,S. Dinwiddie 27' 3PT pullup (9 PTS),[203915],1610612742.0,DAL,pullup,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,27.32,Made,,,,,9.0,,,,,,,,,,,,,
270,PT04M39.00S,2024-11-28T01:33:45.5Z,2,REGULAR,3pt,Jump Shot,[],1628973,31.225361366622867,25.98039215686275,1610612752,49,29,2024-11-28T01:33:49Z,2670000,False,120.0,241.0,1,left,MISS J. Brunson 26' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,26.93,Missed,,,,,,,,,,,,,,,,,,
271,PT04M37.00S,2024-11-28T01:33:47.5Z,2,REGULAR,rebound,defensive,[],202681,,,1610612742,49,29,2024-11-28T01:33:49Z,2680000,False,,,0,,K. Irving REBOUND (Off:1 Def:4),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,,,270.0,5.0,4.0,1.0,,,,,,,,,,,,,,
272,PT04M31.00S,2024-11-28T01:33:53.9Z,2,REGULAR,2pt,Jump Shot,[],202681,85.10183968462549,80.14705882352942,1610612742,49,29,2024-11-28T01:34:00Z,2690000,False,151.0,88.0,1,right,MISS K. Irving 17' step back Shot,[202681],1610612742.0,DAL,step back,,,Irving,K. Irving,,,,,Mid-Range,16-24 Right,17.43,Missed,,,,,,,,,,,,,,,,,,
273,PT04M28.00S,2024-11-28T01:33:58.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,49,29,2024-11-28T01:33:58Z,2700000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Mid-Range,16-24 Right,,,272.0,,,,,,,,,,,,,,,,,
275,PT04M28.00S,2024-11-28T01:34:07.8Z,2,REGULAR,substitution,out,[],1626166,,,1610612742,49,29,2024-11-28T01:34:15Z,2720000,False,,,0,,SUB out: C. Payne,[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M28.00S,2024-11-28T01:34:07.8Z,2,REGULAR,substitution,in,[],1628969,,,1610612742,49,29,2024-11-28T01:34:15Z,2730000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M25.00S,2024-11-28T01:34:27.1Z,2,REGULAR,turnover,lost ball,[],1628467,,,1610612742,49,29,2024-11-28T01:34:36Z,2740000,False,,,0,,M. Kleber lost ball TURNOVER (1 TO),"[1628467, 1628404]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,Hart,1628404.0,,,,,,,,,,
278,PT04M25.00S,2024-11-28T01:34:27.1Z,2,REGULAR,steal,,[],1628404,,,1610612752,49,29,2024-11-28T01:34:30Z,2750000,False,,,0,,J. Hart STEAL (1 STL),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
279,PT04M21.00S,2024-11-28T01:34:31.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628973,6.389618922470433,46.81372549019608,1610612752,49,29,2024-11-28T01:34:39Z,2760000,False,16.0,8.0,1,left,MISS J. Brunson running Layup,[1628973],1610612752.0,NYK,running,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,,,,,
280,PT04M19.00S,2024-11-28T01:34:33.6Z,2,REGULAR,rebound,defensive,[],1641726,,,1610612742,49,29,2024-11-28T01:34:33Z,2770000,False,,,0,,D. Lively II REBOUND (Off:0 Def:4),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,279.0,4.0,4.0,0.0,,,,,,,,,,,,,,
281,PT04M11.00S,2024-11-28T01:34:42.1Z,2,REGULAR,foul,personal,['2freethrow'],1630579,,,1610612742,49,29,2024-11-28T01:34:50Z,2780000,False,,,0,,J. Sims shooting personal FOUL (1 PF) (Marshall 2 FT),"[1630579, 1630230]",1610612752.0,NYK,shooting,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2002.0,,,1.0,0.0,Marshall,1630230.0
283,PT04M11.00S,2024-11-28T01:35:06.3Z,2,REGULAR,freethrow,1 of 2,[],1630230,,,1610612742,50,29,2024-11-28T01:35:06Z,2800000,False,,,0,,N. Marshall Free Throw 1 of 2 (11 PTS),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
284,PT04M11.00S,2024-11-28T01:35:21.1Z,2,REGULAR,freethrow,2 of 2,[],1630230,,,1610612742,51,29,2024-11-28T01:35:21Z,2810000,False,,,0,,N. Marshall Free Throw 2 of 2 (12 PTS),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
285,PT03M47.00S,2024-11-28T01:35:47.8Z,2,REGULAR,3pt,Jump Shot,[],1628969,8.09789750328515,94.85294117647058,1610612752,51,32,2024-11-28T01:35:52Z,2820000,False,-224.0,24.0,1,left,M. Bridges 3PT  (10 PTS) (J. Brunson 1 AST),"[1628969, 1628973]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,22.55,Made,,,,,10.0,,,,J. Brunson,1628973.0,1.0,,,,,,,
287,PT03M26.00S,2024-11-28T01:36:09.0Z,2,REGULAR,3pt,Jump Shot,[],202681,93.29829172141918,3.944546568627451,1610612742,51,32,2024-11-28T01:36:16Z,2840000,False,-230.0,10.0,1,right,MISS K. Irving 3PT,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Left Corner 3,24+ Left,23.05,Missed,,,,,,,,,,,,,,,,,,
288,PT03M25.00S,2024-11-28T01:36:10.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612752,51,32,2024-11-28T01:36:16Z,2850000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Left Corner 3,24+ Left,,,287.0,,,,,,,,,,,,,,,,,
289,PT03M25.00S,2024-11-28T01:36:13.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630230,,,1610612752,51,32,2024-11-28T01:36:18Z,2860000,False,,,0,,N. Marshall loose ball personal FOUL (1 PF) (Brunson 2 FT),"[1630230, 1628973]",1610612742.0,DAL,loose ball,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2002.0,,,1.0,0.0,Brunson,1628973.0
291,PT03M25.00S,2024-11-28T01:36:46.7Z,2,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,51,33,2024-11-28T01:36:46Z,2880000,False,,,0,,J. Brunson Free Throw 1 of 2 (11 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
292,PT03M25.00S,2024-11-28T01:36:47.3Z,2,REGULAR,substitution,out,[],1628467,,,1610612752,51,33,2024-11-28T01:36:50Z,2890000,False,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT03M25.00S,2024-11-28T01:36:47.3Z,2,REGULAR,substitution,in,[],1629023,,,1610612752,51,33,2024-11-28T01:36:50Z,2900000,False,,,0,,SUB in: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M25.00S,2024-11-28T01:37:11.4Z,2,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,51,34,2024-11-28T01:37:11Z,2910000,False,,,0,,J. Brunson Free Throw 2 of 2 (12 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
295,PT03M06.00S,2024-11-28T01:37:31.9Z,2,REGULAR,turnover,bad pass,[],203915,,,1610612742,51,34,2024-11-28T01:39:32Z,2920000,False,,,0,,S. Dinwiddie bad pass TURNOVER (1 TO),"[203915, 1630579]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,Sims,1630579.0,,,,,,,,,,
296,PT03M06.00S,2024-11-28T01:37:31.9Z,2,REGULAR,steal,,[],1630579,,,1610612752,51,34,2024-11-28T02:30:06Z,2930000,False,,,0,,J. Sims STEAL (2 STL),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
297,PT03M00.00S,2024-11-28T01:37:38.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628969,4.02431011826544,94.6078431372549,1610612752,51,34,2024-11-28T01:37:44Z,2940000,False,-223.0,-15.0,1,left,MISS M. Bridges 3PT,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,22.35,Missed,,,,,,,,,,,,,,,,,,
298,PT02M55.00S,2024-11-28T01:37:43.6Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612742,51,34,2024-11-28T01:37:44Z,2950000,False,,,0,,P. Washington REBOUND (Off:0 Def:7),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,,,297.0,7.0,7.0,0.0,,,,,,,,,,,,,,
299,PT02M52.00S,2024-11-28T01:37:45.7Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630230,92.59198423127464,47.549019607843135,1610612742,53,34,2024-11-28T01:41:44Z,2960000,False,-12.0,17.0,1,right,N. Marshall running DUNK (14 PTS) (P. Washington 3 AST),"[1630230, 1629023]",1610612742.0,DAL,running,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,2.11,Made,,,,,14.0,,,,P. Washington,1629023.0,3.0,,,,,,,
301,PT02M35.00S,2024-11-28T01:38:02.7Z,2,REGULAR,3pt,Jump Shot,[],1628384,7.752956636005257,96.34650735294117,1610612752,53,34,2024-11-28T01:38:26Z,2980000,False,-232.0,20.0,1,left,MISS O. Anunoby 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,23.26,Missed,,,,,,,,,,,,,,,,,,
302,PT02M34.00S,2024-11-28T01:38:03.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,53,34,2024-11-28T01:38:26Z,2990000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Left Corner 3,24+ Left,,,301.0,,,,,,,,,,,,,,,,,
304,PT02M34.00S,2024-11-28T01:38:11.7Z,2,REGULAR,foul,personal,[],1630579,,,1610612742,53,34,2024-11-28T02:30:58Z,3010000,False,,,0,,J. Sims loose ball personal FOUL (2 PF),"[1630579, 1629023]",1610612752.0,NYK,loose ball,,,Sims,J. Sims,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,203591.0,,,2.0,0.0,Washington,1629023.0
306,PT02M09.00S,2024-11-28T01:38:43.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,88.78120893561103,64.2156862745098,1610612742,53,34,2024-11-28T01:38:48Z,3030000,False,71.0,53.0,1,right,MISS S. Dinwiddie 8' driving floating Shot,[203915],1610612742.0,DAL,driving floating,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),8-16 Right,8.87,Missed,,,,,,,,,,,,,,,,,,
307,PT02M08.00S,2024-11-28T01:38:45.5Z,2,REGULAR,rebound,defensive,[],1628384,,,1610612752,53,34,2024-11-28T01:38:45Z,3040000,False,,,0,,O. Anunoby REBOUND (Off:2 Def:2),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Right,,,306.0,4.0,2.0,2.0,,,,,,,,,,,,,,
308,PT01M56.00S,2024-11-28T01:38:57.3Z,2,REGULAR,turnover,bad pass,[],1628969,,,1610612752,53,34,2024-11-28T01:39:02Z,3050000,False,,,0,,M. Bridges bad pass TURNOVER (2 TO),"[1628969, 203915]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,,,,,,,,2.0,Dinwiddie,203915.0,,,,,,,,,,
309,PT01M56.00S,2024-11-28T01:38:57.3Z,2,REGULAR,steal,,[],203915,,,1610612742,53,34,2024-11-28T01:38:58Z,3060000,False,,,0,,S. Dinwiddie STEAL (1 STL),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
311,PT01M41.00S,2024-11-28T01:39:20.8Z,2,REGULAR,turnover,bad pass,[],1630230,,,1610612742,53,34,2024-11-28T01:39:24Z,3080000,False,,,0,,N. Marshall bad pass TURNOVER (1 TO),"[1630230, 1628404]",1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Mid-Range,8-16 Left,,,,,,,,1.0,Hart,1628404.0,,,,,,,,,,
312,PT01M41.00S,2024-11-28T01:39:20.8Z,2,REGULAR,steal,,[],1628404,,,1610612752,53,34,2024-11-28T01:39:22Z,3090000,False,,,0,,J. Hart STEAL (2 STL),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
313,PT01M31.00S,2024-11-28T01:39:31.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628973,9.280551905387648,74.75490196078431,1610612752,53,36,2024-11-28T01:39:35Z,3100000,False,-124.0,35.0,1,left,J. Brunson 12' pullup Jump Shot (14 PTS) (J. Sims 1 AST),"[1628973, 1630579]",1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Left,12.86,Made,,,,,14.0,,,,J. Sims,1630579.0,1.0,,,,,,,
315,PT01M10.00S,2024-11-28T01:39:52.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,91.27792378449409,52.69607843137255,1610612742,55,36,2024-11-28T01:39:55Z,3120000,False,13.0,29.0,1,right,P. Washington driving finger roll Layup (9 PTS) (K. Irving 1 AST),"[1629023, 202681]",1610612742.0,DAL,driving finger roll,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,3.24,Made,,,,,9.0,,,,K. Irving,202681.0,1.0,,,,,,,
317,PT00M59.10S,2024-11-28T01:40:04.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,16.376478318002626,56.127450980392155,1610612752,55,38,2024-11-28T01:40:08Z,3140000,False,-31.0,101.0,1,left,J. Brunson 10' turnaround fadeaway Jump Shot (16 PTS),[1628973],1610612752.0,NYK,turnaround fadeaway,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,10.59,Made,,,,,16.0,,,,,,,,,,,,,
318,PT00M49.60S,2024-11-28T01:40:17.2Z,2,REGULAR,3pt,Jump Shot,[],1629023,67.49342969776609,42.40196078431372,1610612742,58,38,2024-11-28T01:40:20Z,3150000,False,-38.0,253.0,1,right,P. Washington 25' 3PT  (12 PTS) (K. Irving 2 AST),"[1629023, 202681]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,25.59,Made,,,,,12.0,,,,K. Irving,202681.0,2.0,,,,,,,
320,PT00M35.90S,2024-11-28T01:40:37.0Z,2,REGULAR,violation,kicked ball,[],202681,,,1610612752,58,38,2024-11-28T01:40:41Z,3170000,False,,,0,,K. Irving kicked ball VIOLATION,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,2534.0,,,,,,
321,PT00M26.80S,2024-11-28T01:40:57.9Z,2,REGULAR,3pt,Jump Shot,[],1628404,19.004599211563733,92.8921568627451,1610612752,58,38,2024-11-28T01:41:03Z,3180000,False,-214.0,126.0,1,left,MISS J. Hart 24' 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,24.88,Missed,,,,,,,,,,,,,,,,,,
322,PT00M23.10S,2024-11-28T01:41:01.6Z,2,REGULAR,rebound,defensive,[],202681,,,1610612742,58,38,2024-11-28T01:41:03Z,3190000,False,,,0,,K. Irving REBOUND (Off:1 Def:5),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,321.0,6.0,5.0,1.0,,,,,,,,,,,,,,
323,PT00M02.90S,2024-11-28T01:41:21.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,86.81011826544021,50.98039215686274,1610612742,60,38,2024-11-28T01:41:26Z,3200000,False,5.0,71.0,1,right,K. Irving 7' driving floating Jump Shot (12 PTS),[202681],1610612742.0,DAL,driving floating,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,7.17,Made,,,,,12.0,,,,,,,,,,,,,
324,PT00M00.30S,2024-11-28T01:41:28.0Z,2,REGULAR,3pt,Jump Shot,[],1628969,54.8784494086728,58.08823529411765,1610612752,60,38,2024-11-28T01:45:39Z,3210000,False,-40.0,463.0,1,left,MISS M. Bridges 46' driving floating 3PT,[1628969],1610612752.0,NYK,driving floating,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,46.52,Missed,,,,,,,,,,,,,,,,,,
325,PT00M00.30S,2024-11-28T01:41:28.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,60,38,2024-11-28T01:41:34Z,3220000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Center,,,324.0,,,,,,,,,,,,,,,,,
326,PT00M00.00S,2024-11-28T01:41:36.6Z,2,REGULAR,period,end,[],0,,,1610612752,60,38,2024-11-28T01:41:36Z,3230000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2024-11-28T01:55:35.3Z,3,REGULAR,substitution,out,['startperiod'],203915,,,1610612752,60,38,2024-11-28T01:56:40Z,3240000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2024-11-28T01:55:35.3Z,3,REGULAR,substitution,out,['startperiod'],1630579,,,1610612752,60,38,2024-11-28T01:56:40Z,3250000,False,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2024-11-28T01:55:35.3Z,3,REGULAR,substitution,in,['startperiod'],1629656,,,1610612752,60,38,2024-11-28T01:56:40Z,3260000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2024-11-28T01:55:35.3Z,3,REGULAR,substitution,in,['startperiod'],1626157,,,1610612752,60,38,2024-11-28T01:56:40Z,3270000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2024-11-28T01:56:53.4Z,3,REGULAR,period,start,[],0,,,1610612752,60,38,2024-11-28T01:56:53Z,3280000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT11M42.00S,2024-11-28T01:57:10.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,82.47371879106439,54.41176470588235,1610612752,60,38,2024-11-28T01:57:16Z,3290000,False,22.0,112.0,1,right,MISS M. Bridges 11' turnaround Shot,[1628969],1610612752.0,NYK,turnaround,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,11.44,Missed,,,,,,,,,,,,,,,,,,
333,PT11M39.00S,2024-11-28T01:57:13.5Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612742,60,38,2024-11-28T01:57:16Z,3300000,False,,,0,,P. Washington REBOUND (Off:0 Def:8),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,,,332.0,8.0,8.0,0.0,,,,,,,,,,,,,,
334,PT11M25.00S,2024-11-28T01:57:28.7Z,3,REGULAR,foul,personal,['2freethrow'],1628384,,,1610612742,60,38,2024-11-28T01:57:39Z,3310000,False,,,0,,O. Anunoby shooting personal FOUL (1 PF) (Grimes 2 FT),"[1628384, 1629656]",1610612752.0,NYK,shooting,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,203591.0,,,1.0,0.0,Grimes,1629656.0
