actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
87,PT04M37.00S,2025-02-13T03:00:14.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627780,93.51182654402102,48.529411764705884,1610612744,24,18,2025-02-13T03:00:21Z,840000,False,-7.0,8.0,1,right,G. Payton II alley-oop DUNK (2 PTS) (S. Curry 2 AST),"[1627780, 201939]",1610612744.0,GSW,alley-oop,,,Payton II,G. Payton II,,,,,Restricted Area,0-8 Center,,,,1.13,Made,2.0,S. Curry,201939.0,2.0,,,,,,,,,,,
89,PT04M26.00S,2025-02-13T03:00:28.5Z,1,REGULAR,foul,personal,['2freethrow'],201939,,,1610612742,24,18,2025-02-13T03:00:33Z,860000,False,,,0,,S. Curry shooting personal FOUL (1 PF) (Christie 2 FT),"[201939, 1631108]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Christie,1631108.0
91,PT04M26.00S,2025-02-13T03:00:56.8Z,1,REGULAR,freethrow,1 of 2,[],1631108,,,1610612742,25,18,2025-02-13T03:00:56Z,880000,False,,,0,,M. Christie Free Throw 1 of 2 (4 PTS),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
92,PT04M26.00S,2025-02-13T03:00:59.2Z,1,REGULAR,substitution,out,[],1627741,,,1610612742,25,18,2025-02-13T03:01:01Z,890000,False,,,0,,SUB out: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M26.00S,2025-02-13T03:00:59.2Z,1,REGULAR,substitution,in,[],1641764,,,1610612742,25,18,2025-02-13T03:01:01Z,900000,False,,,0,,SUB in: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M26.00S,2025-02-13T03:01:22.1Z,1,REGULAR,freethrow,2 of 2,[],1631108,,,1610612742,26,18,2025-02-13T03:01:22Z,910000,False,,,0,,M. Christie Free Throw 2 of 2 (5 PTS),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
95,PT04M10.00S,2025-02-13T03:01:39.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641764,84.70762155059133,57.59803921568627,1610612744,26,20,2025-02-13T03:01:45Z,920000,False,38.0,91.0,1,right,B. Podziemski 9' driving floating Jump Shot (2 PTS) (S. Curry 3 AST),"[1641764, 201939]",1610612744.0,GSW,driving floating,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),8-16 Center,,,,9.88,Made,2.0,S. Curry,201939.0,3.0,,,,,,,,,,,
97,PT03M47.00S,2025-02-13T03:02:01.0Z,1,REGULAR,2pt,Jump Shot,[],1641765,6.1268068331143235,89.4607843137255,1610612742,26,20,2025-02-13T03:02:06Z,940000,False,-197.0,5.0,1,left,MISS O. Prosper 19' Jump Shot,[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,Mid-Range,16-24 Left,,,,19.74,Missed,,,,,,,,,,,,,,,
98,PT03M45.00S,2025-02-13T03:02:03.0Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,26,20,2025-02-13T03:02:06Z,950000,False,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,16-24 Left,,,,,,,,,,97.0,1.0,1.0,0.0,,,,,,,
99,PT03M35.00S,2025-02-13T03:02:13.4Z,1,REGULAR,3pt,Jump Shot,[],1627780,91.45860709592641,95.8563112745098,1610612744,26,23,2025-02-13T03:02:20Z,960000,False,229.0,28.0,1,right,G. Payton II 3PT  (5 PTS) (S. Curry 4 AST),"[1627780, 201939]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Right Corner 3,24+ Right,,,,23.1,Made,5.0,S. Curry,201939.0,4.0,,,,,,,,,,,
101,PT03M20.00S,2025-02-13T03:02:29.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202681,9.017739816031538,52.20588235294118,1610612742,28,23,2025-02-13T03:02:39Z,980000,False,-11.0,32.0,1,left,K. Irving Hook (11 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,,3.41,Made,11.0,,,,,,,,,,,,,,
102,PT03M11.00S,2025-02-13T03:02:38.6Z,1,REGULAR,3pt,Jump Shot,[],1630541,84.05059132720105,94.6078431372549,1610612744,28,23,2025-02-13T03:02:45Z,990000,False,223.0,97.0,1,right,MISS M. Moody 24' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,,,,24.33,Missed,,,,,,,,,,,,,,,
103,PT03M08.00S,2025-02-13T03:02:41.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,28,23,2025-02-13T03:02:45Z,1000000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,102.0,,,,,,,,,,
105,PT03M08.00S,2025-02-13T03:02:45.2Z,1,REGULAR,substitution,out,[],1627780,,,1610612742,28,23,2025-02-13T03:02:57Z,1020000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M08.00S,2025-02-13T03:02:45.2Z,1,REGULAR,substitution,out,[],201939,,,1610612742,28,23,2025-02-13T03:02:57Z,1030000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M08.00S,2025-02-13T03:02:45.2Z,1,REGULAR,substitution,in,[],1630611,,,1610612742,28,23,2025-02-13T03:02:57Z,1040000,False,,,0,,SUB in: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M08.00S,2025-02-13T03:02:45.2Z,1,REGULAR,substitution,in,[],202710,,,1610612742,28,23,2025-02-13T03:02:57Z,1050000,False,,,0,,SUB in: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M43.00S,2025-02-13T03:03:30.0Z,1,REGULAR,2pt,Jump Shot,[],203915,13.87976346911958,68.62745098039215,1610612742,30,23,2025-02-13T03:03:36Z,1060000,False,-93.0,78.0,1,left,S. Dinwiddie 12' driving floating Jump Shot (2 PTS) (O. Prosper 5 AST),"[203915, 1641765]",1610612742.0,DAL,driving floating,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,8-16 Left,,,,12.15,Made,2.0,O. Prosper,1641765.0,5.0,,,,,,,,,,,
111,PT02M22.00S,2025-02-13T03:03:50.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641764,85.49605781865965,36.27450980392157,1610612744,30,23,2025-02-13T03:03:56Z,1080000,False,-69.0,84.0,1,right,MISS B. Podziemski 10' driving floating Shot,[1641764],1610612744.0,GSW,driving floating,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),8-16 Left,,,,10.83,Missed,,,,,,,,,,,,,,,
112,PT02M20.00S,2025-02-13T03:03:52.9Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,30,23,2025-02-13T03:03:52Z,1090000,False,,,0,,K. Looney REBOUND (Off:1 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,111.0,2.0,1.0,1.0,,,,,,,
113,PT02M20.00S,2025-02-13T03:03:53.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,93.77463863337714,50.245098039215684,1610612744,30,25,2025-02-13T03:04:00Z,1100000,False,1.0,6.0,1,right,K. Looney putback Layup (2 PTS),[1626172],1610612744.0,GSW,putback,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,0.61,Made,2.0,,,,,,,,,,,,,,
114,PT02M03.00S,2025-02-13T03:04:13.0Z,1,REGULAR,turnover,traveling,[],1631108,,,1610612742,30,25,2025-02-13T03:04:45Z,1110000,False,,,0,,M. Christie traveling TURNOVER (1 TO),[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,In The Paint (Non-RA),8-16 Center,1.0,,,,,,,,,,,,,,,1627964.0,,,,
115,PT02M03.00S,2025-02-13T03:04:16.4Z,1,REGULAR,substitution,out,[],1631108,,,1610612744,30,25,2025-02-13T03:04:38Z,1120000,False,,,0,,SUB out: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M03.00S,2025-02-13T03:04:16.4Z,1,REGULAR,substitution,out,[],1641765,,,1610612744,30,25,2025-02-13T03:04:38Z,1130000,False,,,0,,SUB out: O. Prosper,[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M03.00S,2025-02-13T03:04:16.4Z,1,REGULAR,substitution,in,[],1630283,,,1610612744,30,25,2025-02-13T03:04:38Z,1140000,False,,,0,,SUB in: K. Kelley,[1630283],1610612742.0,DAL,,,,Kelley,K. Kelley,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M03.00S,2025-02-13T03:04:16.4Z,1,REGULAR,substitution,in,[],1630702,,,1610612744,30,25,2025-02-13T03:04:38Z,1150000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT01M38.00S,2025-02-13T03:05:03.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202710,79.97700394218134,17.401960784313726,1610612744,30,25,2025-02-13T03:07:26Z,1160000,False,-163.0,136.0,1,right,MISS J. Butler III 21' pullup Shot,[202710],1610612744.0,GSW,pullup,,,Butler III,J. Butler III,,,,,Mid-Range,16-24 Left Center,,,,21.21,Missed,,,,,,,,,,,,,,,
120,PT01M38.00S,2025-02-13T03:05:03.5Z,1,REGULAR,rebound,defensive,[],203915,,,1610612742,30,25,2025-02-13T03:07:26Z,1170000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,119.0,1.0,1.0,0.0,,,,,,,
121,PT01M30.00S,2025-02-13T03:05:15.3Z,1,REGULAR,foul,offensive,[],1630702,,,1610612742,30,25,2025-02-13T03:05:23Z,1180000,False,,,0,,J. Hardy off-the-ball offensive FOUL (1 PF),"[1630702, 1626172]",1610612742.0,DAL,off-the-ball,,,Hardy,J. Hardy,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Looney,1626172.0
123,PT01M30.00S,2025-02-13T03:05:15.3Z,1,REGULAR,turnover,offensive foul,[],1630702,,,1610612742,30,25,2025-02-13T03:05:15Z,1200000,False,,,0,,J. Hardy offensive foul TURNOVER (1 TO),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Mid-Range,16-24 Right Center,1.0,,,,,,,,,,,,,,,1627962.0,,,,
124,PT01M30.00S,2025-02-13T03:05:20.7Z,1,REGULAR,substitution,out,[],202681,,,1610612744,30,25,2025-02-13T03:05:34Z,1210000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M30.00S,2025-02-13T03:05:20.7Z,1,REGULAR,substitution,in,[],1630314,,,1610612744,30,25,2025-02-13T03:05:34Z,1220000,False,,,0,,SUB in: B. Williams,[1630314],1610612742.0,DAL,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M19.00S,2025-02-13T03:05:47.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202710,80.89684625492772,59.80392156862745,1610612744,30,27,2025-02-13T03:05:51Z,1230000,False,49.0,127.0,1,right,J. Butler III 13' pullup Jump Shot (4 PTS) (B. Podziemski 1 AST),"[202710, 1641764]",1610612744.0,GSW,pullup,,,Butler III,J. Butler III,,,,,In The Paint (Non-RA),8-16 Center,,,,13.62,Made,4.0,B. Podziemski,1641764.0,1.0,,,,,,,,,,,
128,PT00M50.60S,2025-02-13T03:06:17.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,13.272010512483574,56.15042892156863,1610612742,32,27,2025-02-13T03:06:28Z,1250000,False,-31.0,72.0,1,left,N. Marshall 7' pullup Jump Shot (2 PTS),[1630230],1610612742.0,DAL,pullup,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,7.86,Made,2.0,,,,,,,,,,,,,,
129,PT00M34.00S,2025-02-13T03:06:39.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630541,93.64323258869908,54.41176470588235,1610612744,32,29,2025-02-13T03:06:43Z,1260000,False,22.0,7.0,1,right,M. Moody driving Layup (2 PTS) (G. Santos 1 AST),"[1630541, 1630611]",1610612744.0,GSW,driving,,,Moody,M. Moody,,,,,Restricted Area,0-8 Center,,,,2.33,Made,2.0,G. Santos,1630611.0,1.0,,,,,,,,,,,
131,PT00M23.00S,2025-02-13T03:06:52.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,19.004599211563733,57.84313725490197,1610612742,32,29,2025-02-13T03:11:11Z,1280000,False,-39.0,126.0,1,left,MISS N. Marshall 13' pullup Shot,[1630230],1610612742.0,DAL,pullup,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,,,,13.21,Missed,,,,,,,,,,,,,,,
132,PT00M18.90S,2025-02-13T03:06:56.1Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,32,29,2025-02-13T03:07:13Z,1290000,False,,,0,,K. Looney REBOUND (Off:1 Def:2),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,131.0,3.0,2.0,1.0,,,,,,,
133,PT00M01.20S,2025-02-13T03:07:16.6Z,1,REGULAR,foul,personal,['3freethrow'],1630702,,,1610612744,32,29,2025-02-13T03:07:27Z,1300000,False,,,0,,J. Hardy shooting personal FOUL (2 PF) (Moody 3 FT),"[1630702, 1630541]",1610612742.0,DAL,shooting,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1627962.0,2.0,0.0,Moody,1630541.0
135,PT00M01.20S,2025-02-13T03:07:40.6Z,1,REGULAR,freethrow,1 of 3,[],1630541,,,1610612744,32,29,2025-02-13T03:07:40Z,1320000,False,,,0,,MISS M. Moody Free Throw 1 of 3,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
136,PT00M01.20S,2025-02-13T03:07:40.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,32,29,2025-02-13T03:07:40Z,1330000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,135.0,,,,,,,,,,
137,PT00M01.20S,2025-02-13T03:07:54.3Z,1,REGULAR,freethrow,2 of 3,[],1630541,,,1610612744,32,30,2025-02-13T03:07:54Z,1340000,False,,,0,,M. Moody Free Throw 2 of 3 (3 PTS),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
138,PT00M01.20S,2025-02-13T03:07:55.3Z,1,REGULAR,substitution,out,[],1630611,,,1610612744,32,30,2025-02-13T03:08:06Z,1350000,False,,,0,,SUB out: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT00M01.20S,2025-02-13T03:07:55.3Z,1,REGULAR,substitution,in,[],1627780,,,1610612744,32,30,2025-02-13T03:08:06Z,1360000,False,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT00M01.20S,2025-02-13T03:08:13.8Z,1,REGULAR,freethrow,3 of 3,[],1630541,,,1610612744,32,31,2025-02-13T03:08:13Z,1370000,False,,,0,,M. Moody Free Throw 3 of 3 (4 PTS),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
142,PT00M00.20S,2025-02-13T03:07:47.9Z,1,REGULAR,turnover,lost ball,[],1630702,,,1610612742,32,31,2025-02-13T03:10:33Z,1375000,False,,,0,,J. Hardy lost ball TURNOVER (2 TO),"[1630702, 1627780]",1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Mid-Range,16-24 Right Center,2.0,Payton II,1627780.0,,,,,,,,,,,,,,,,,
143,PT00M00.20S,2025-02-13T03:07:47.9Z,1,REGULAR,steal,,[],1627780,,,1610612744,32,31,2025-02-13T03:10:33Z,1377500,False,,,0,,G. Payton II STEAL (1 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
141,PT00M00.00S,2025-02-13T03:08:29.9Z,1,REGULAR,period,end,[],0,,,1610612744,32,31,2025-02-13T03:10:33Z,1380000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2025-02-13T03:11:05.6Z,2,REGULAR,substitution,out,['startperiod'],1630702,,,1610612744,32,31,2025-02-13T03:12:14Z,1390000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2025-02-13T03:11:05.6Z,2,REGULAR,substitution,out,['startperiod'],1630283,,,1610612744,32,31,2025-02-13T03:12:14Z,1400000,False,,,0,,SUB out: K. Kelley,[1630283],1610612742.0,DAL,,,,Kelley,K. Kelley,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2025-02-13T03:11:05.6Z,2,REGULAR,substitution,out,['startperiod'],1630541,,,1610612744,32,31,2025-02-13T03:12:14Z,1410000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2025-02-13T03:11:05.6Z,2,REGULAR,substitution,out,['startperiod'],1626172,,,1610612744,32,31,2025-02-13T03:12:14Z,1420000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2025-02-13T03:11:05.6Z,2,REGULAR,substitution,out,['startperiod'],1627780,,,1610612744,32,31,2025-02-13T03:12:14Z,1430000,False,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2025-02-13T03:11:05.6Z,2,REGULAR,substitution,in,['startperiod'],1630556,,,1610612744,32,31,2025-02-13T03:12:14Z,1440000,False,,,0,,SUB in: K. Edwards,[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2025-02-13T03:11:05.6Z,2,REGULAR,substitution,in,['startperiod'],202691,,,1610612744,32,31,2025-02-13T03:12:14Z,1450000,False,,,0,,SUB in: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2025-02-13T03:11:05.6Z,2,REGULAR,substitution,in,['startperiod'],1627741,,,1610612744,32,31,2025-02-13T03:12:14Z,1460000,False,,,0,,SUB in: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2025-02-13T03:11:05.6Z,2,REGULAR,substitution,in,['startperiod'],1642366,,,1610612744,32,31,2025-02-13T03:12:14Z,1470000,False,,,0,,SUB in: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2025-02-13T03:11:05.6Z,2,REGULAR,substitution,in,['startperiod'],203110,,,1610612744,32,31,2025-02-13T03:12:14Z,1480000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2025-02-13T03:12:14.2Z,2,REGULAR,period,start,[],0,,,1610612742,32,31,2025-02-13T03:12:15Z,1490000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT11M47.00S,2025-02-13T03:12:26.5Z,2,REGULAR,3pt,Jump Shot,[],202691,28.991458607095925,75.73529411764706,1610612742,35,31,2025-02-13T03:12:33Z,1500000,False,-129.0,220.0,1,left,K. Thompson 25' 3PT  (9 PTS) (K. Edwards 2 AST),"[202691, 1630556]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,,25.49,Made,9.0,K. Edwards,1630556.0,2.0,,,,,,,,,,,
157,PT11M29.00S,2025-02-13T03:12:44.6Z,2,REGULAR,3pt,Jump Shot,[],1627741,73.40670170827858,17.647058823529413,1610612744,35,31,2025-02-13T03:12:48Z,1520000,False,-162.0,197.0,1,right,MISS B. Hield 25' 3PT,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,,,,25.53,Missed,,,,,,,,,,,,,,,
158,PT11M26.00S,2025-02-13T03:12:47.6Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612742,35,31,2025-02-13T03:12:48Z,1530000,False,,,0,,N. Marshall REBOUND (Off:0 Def:1),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,157.0,1.0,1.0,0.0,,,,,,,
159,PT11M08.00S,2025-02-13T03:13:05.1Z,2,REGULAR,3pt,Jump Shot,[],1630230,12.959921156373195,94.36274509803921,1610612742,35,31,2025-02-13T03:13:18Z,1540000,False,-222.0,69.0,1,left,MISS N. Marshall 3PT,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Left Corner 3,24+ Left,,,,23.24,Missed,,,,,,,,,,,,,,,
160,PT11M06.00S,2025-02-13T03:13:07.1Z,2,REGULAR,rebound,offensive,[],1630556,,,1610612742,35,31,2025-02-13T03:13:18Z,1550000,False,,,0,,K. Edwards REBOUND (Off:1 Def:1),[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,Left Corner 3,24+ Left,,,,,,,,,,159.0,2.0,1.0,1.0,,,,,,,
161,PT10M58.00S,2025-02-13T03:13:15.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202691,9.724047306176084,41.3296568627451,1610612742,37,31,2025-02-13T03:13:25Z,1560000,False,43.0,39.0,1,left,K. Thompson driving Layup (11 PTS) (S. Dinwiddie 1 AST),"[202691, 203915]",1610612742.0,DAL,driving,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,5.83,Made,11.0,S. Dinwiddie,203915.0,1.0,,,,,,,,,,,
163,PT10M47.00S,2025-02-13T03:13:28.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202710,93.9060446780552,50.98039215686274,1610612744,37,33,2025-02-13T03:14:35Z,1580000,False,5.0,5.0,1,right,J. Butler III cutting Layup (6 PTS) (D. Green 1 AST),"[202710, 203110]",1610612744.0,GSW,cutting,,,Butler III,J. Butler III,,,,,Restricted Area,0-8 Center,,,,0.69,Made,6.0,D. Green,203110.0,1.0,,,,,,,,,,,
165,PT10M47.00S,2025-02-13T03:13:31.5Z,2,REGULAR,foul,personal,['1freethrow'],202691,,,1610612744,37,33,2025-02-13T03:13:38Z,1600000,False,,,0,,K. Thompson shooting personal FOUL (1 PF) (Butler III 1 FT),"[202691, 202710]",1610612742.0,DAL,shooting,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Butler III,202710.0
167,PT10M47.00S,2025-02-13T03:14:04.9Z,2,REGULAR,freethrow,1 of 1,[],202710,,,1610612744,37,33,2025-02-13T03:14:04Z,1620000,False,,,0,,MISS J. Butler III Free Throw 1 of 1,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
168,PT10M45.00S,2025-02-13T03:14:06.1Z,2,REGULAR,rebound,defensive,[],1630230,,,1610612742,37,33,2025-02-13T03:14:06Z,1630000,False,,,0,,N. Marshall REBOUND (Off:0 Def:2),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,167.0,2.0,2.0,0.0,,,,,,,
169,PT10M35.00S,2025-02-13T03:14:15.6Z,2,REGULAR,3pt,Jump Shot,[],202691,32.276609724047304,57.107843137254896,1610612742,40,33,2025-02-13T03:14:21Z,1640000,False,-36.0,251.0,1,left,K. Thompson 25' 3PT  (14 PTS) (K. Edwards 3 AST),"[202691, 1630556]",1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Center,,,,25.34,Made,14.0,K. Edwards,1630556.0,3.0,,,,,,,,,,,
171,PT10M35.00S,2025-02-13T03:14:21.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,40,33,2025-02-13T03:14:21Z,1660000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT10M16.00S,2025-02-13T03:18:03.4Z,2,REGULAR,3pt,Jump Shot,[],1642366,94.1688567674113,95.09803921568627,1610612744,40,36,2025-02-13T03:18:09Z,1670000,False,225.0,2.0,1,right,Q. Post 3PT  (5 PTS) (J. Butler III 3 AST),"[1642366, 202710]",1610612744.0,GSW,,,,Post,Q. Post,,,,,Right Corner 3,24+ Right,,,,22.55,Made,5.0,J. Butler III,202710.0,3.0,,,,,,,,,,,
174,PT09M56.00S,2025-02-13T03:18:24.0Z,2,REGULAR,3pt,Jump Shot,[],1630556,20.18725361366623,88.72549019607843,1610612742,40,36,2025-02-13T03:18:34Z,1690000,False,-194.0,137.0,1,left,MISS K. Edwards 3PT,[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,Above the Break 3,24+ Left Center,,,,23.73,Missed,,,,,,,,,,,,,,,
