actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
346,PT08M05.00S,2025-03-09T20:56:10.6Z,3,REGULAR,freethrow,2 of 3,[],202691,,,1610612742,67,74,2025-03-09T20:56:10Z,3430000,False,,,0,,K. Thompson Free Throw 2 of 3 (13 PTS),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,Made,,,,,,,13.0,,,,,
347,PT08M05.00S,2025-03-09T20:56:29.0Z,3,REGULAR,freethrow,3 of 3,[],202691,,,1610612742,68,74,2025-03-09T20:56:29Z,3440000,False,,,0,,K. Thompson Free Throw 3 of 3 (14 PTS),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,Made,,,,,,,14.0,,,,,
348,PT07M46.00S,2025-03-09T20:56:51.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,16.770696452036795,47.05882352941176,1610612756,68,76,2025-03-09T20:56:55Z,3450000,False,15.0,105.0,1,left,B. Beal 10' driving floating Jump Shot (14 PTS) (B. Bol 1 AST),"[203078, 1629626]",1610612756.0,PHX,driving floating,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,10.61,Made,,,,,,,14.0,B. Bol,1629626.0,1.0,,
350,PT07M32.00S,2025-03-09T20:57:04.5Z,3,REGULAR,3pt,Jump Shot,[],202691,69.33311432325887,18.38235294117647,1610612742,68,76,2025-03-09T20:57:26Z,3470000,False,-158.0,236.0,1,right,MISS K. Thompson 28' 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,,28.39,Missed,,,,,,,,,,,,
351,PT07M29.00S,2025-03-09T20:57:07.5Z,3,REGULAR,rebound,defensive,[],1630208,,,1610612756,68,76,2025-03-09T20:57:09Z,3480000,False,,,0,,N. Richards REBOUND (Off:1 Def:6),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Left Center,,,,,,,,,350.0,7.0,6.0,1.0,,,,,,,,
352,PT07M21.00S,2025-03-09T20:57:16.2Z,3,REGULAR,3pt,Jump Shot,[],203078,8.754927726675426,4.166666666666666,1610612756,68,79,2025-03-09T20:57:20Z,3490000,False,229.0,30.0,1,left,B. Beal 3PT  (17 PTS) (D. Booker 6 AST),"[203078, 1626164]",1610612756.0,PHX,,,,Beal,B. Beal,,,,,Right Corner 3,24+ Right,,,,,,,23.11,Made,,,,,,,17.0,D. Booker,1626164.0,6.0,,
354,PT07M07.00S,2025-03-09T20:57:32.5Z,3,REGULAR,foul,personal,[],1629626,,,1610612742,68,79,2025-03-09T20:57:38Z,3510000,False,,,0,,B. Bol personal FOUL (1 PF),"[1629626, 1630230]",1610612756.0,PHX,,,,Bol,B. Bol,,,,,Mid-Range,16-24 Left Center,1629178.0,1.0,0.0,Marshall,1630230.0,,,,,,,,,,,,,,,
356,PT07M07.00S,2025-03-09T20:57:45.5Z,3,REGULAR,substitution,out,[],1630556,,,1610612742,68,79,2025-03-09T20:57:55Z,3530000,False,,,0,,SUB out: K. Edwards,[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT07M07.00S,2025-03-09T20:57:45.5Z,3,REGULAR,substitution,in,[],1628997,,,1610612742,68,79,2025-03-09T20:57:55Z,3540000,False,,,0,,SUB in: C. Martin,[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT07M00.00S,2025-03-09T20:58:08.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630230,93.11760840998686,50.98039215686274,1610612742,70,79,2025-03-09T20:58:11Z,3550000,False,5.0,12.0,1,right,N. Marshall driving DUNK (17 PTS) (K. Thompson 3 AST),"[1630230, 202691]",1610612742.0,DAL,driving,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,,,1.31,Made,,,,,,,17.0,K. Thompson,202691.0,3.0,,
360,PT06M40.00S,2025-03-09T20:58:29.9Z,3,REGULAR,foul,personal,['2freethrow'],202691,,,1610612756,70,79,2025-03-09T20:58:42Z,3570000,False,,,0,,K. Thompson shooting personal FOUL (1 PF) (Beal 2 FT),"[202691, 203078]",1610612742.0,DAL,shooting,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,1629178.0,1.0,0.0,Beal,203078.0,,,,,,,,,,,,,,,
362,PT06M40.00S,2025-03-09T20:58:41.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,70,79,2025-03-09T20:58:41Z,3590000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT06M40.00S,2025-03-09T20:58:44.1Z,3,REGULAR,substitution,out,[],202691,,,1610612756,70,79,2025-03-09T21:01:44Z,3600000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT06M40.00S,2025-03-09T20:58:44.1Z,3,REGULAR,substitution,in,[],203915,,,1610612756,70,79,2025-03-09T21:01:44Z,3610000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT06M40.00S,2025-03-09T21:02:17.3Z,3,REGULAR,freethrow,1 of 2,[],203078,,,1610612756,70,80,2025-03-09T21:02:17Z,3620000,False,,,0,,B. Beal Free Throw 1 of 2 (18 PTS),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,Made,,,,,,,18.0,,,,,
366,PT06M40.00S,2025-03-09T21:02:33.6Z,3,REGULAR,freethrow,2 of 2,[],203078,,,1610612756,70,81,2025-03-09T21:02:33Z,3630000,False,,,0,,B. Beal Free Throw 2 of 2 (19 PTS),[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,Made,,,,,,,19.0,,,,,
367,PT06M22.00S,2025-03-09T21:02:53.7Z,3,REGULAR,3pt,Jump Shot,[],203915,93.64323258869908,4.166666666666666,1610612742,70,81,2025-03-09T21:02:58Z,3640000,False,-229.0,7.0,1,right,MISS S. Dinwiddie 3PT,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Left Corner 3,24+ Left,,,,,,,22.93,Missed,,,,,,,,,,,,
368,PT06M20.00S,2025-03-09T21:02:55.7Z,3,REGULAR,rebound,defensive,[],201142,,,1610612756,70,81,2025-03-09T21:02:58Z,3650000,False,,,0,,K. Durant REBOUND (Off:0 Def:6),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Left Corner 3,24+ Left,,,,,,,,,367.0,6.0,6.0,0.0,,,,,,,,
369,PT06M01.00S,2025-03-09T21:03:15.5Z,3,REGULAR,3pt,Jump Shot,[],1629626,21.895532194480946,90.44117647058823,1610612756,70,81,2025-03-09T21:03:20Z,3660000,False,-202.0,153.0,1,left,MISS B. Bol 25' 3PT,[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Left Center,,,,,,,25.37,Missed,,,,,,,,,,,,
370,PT05M57.00S,2025-03-09T21:03:19.5Z,3,REGULAR,rebound,defensive,[],203915,,,1610612742,70,81,2025-03-09T21:03:20Z,3670000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,,,,,,,,,369.0,1.0,1.0,0.0,,,,,,,,
371,PT05M50.00S,2025-03-09T21:03:26.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,90.14454664914587,37.85615808823529,1610612742,72,81,2025-03-09T21:03:33Z,3680000,False,-61.0,40.0,1,right,N. Marshall 7' driving floating bank Jump Shot (19 PTS),[1630230],1610612742.0,DAL,driving floating bank,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,7.27,Made,,,,,,,19.0,,,,,
372,PT05M39.00S,2025-03-09T21:03:37.9Z,3,REGULAR,foul,personal,['2freethrow'],203957,,,1610612756,72,81,2025-03-09T21:03:45Z,3690000,False,,,0,,D. Exum shooting personal FOUL (2 PF) (Booker 2 FT),"[203957, 1626164]",1610612742.0,DAL,shooting,,,Exum,D. Exum,,,,,Restricted Area,0-8 Center,202041.0,2.0,0.0,Booker,1626164.0,,,,,,,,,,,,,,,
374,PT05M39.00S,2025-03-09T21:04:06.9Z,3,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,72,82,2025-03-09T21:04:06Z,3710000,False,,,0,,D. Booker Free Throw 1 of 2 (14 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,Made,,,,,,,14.0,,,,,
375,PT05M39.00S,2025-03-09T21:04:07.3Z,3,REGULAR,substitution,out,[],1629626,,,1610612756,72,82,2025-03-09T21:04:15Z,3720000,False,,,0,,SUB out: B. Bol,[1629626],1610612756.0,PHX,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT05M39.00S,2025-03-09T21:04:07.3Z,3,REGULAR,substitution,in,[],1626220,,,1610612756,72,82,2025-03-09T21:04:15Z,3730000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT05M39.00S,2025-03-09T21:04:22.6Z,3,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,72,83,2025-03-09T21:04:22Z,3740000,False,,,0,,D. Booker Free Throw 2 of 2 (15 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,Made,,,,,,,15.0,,,,,
378,PT05M30.00S,2025-03-09T21:04:33.3Z,3,REGULAR,3pt,Jump Shot,[],1628997,78.9257555847569,93.38235294117648,1610612742,72,83,2025-03-09T21:04:38Z,3750000,False,217.0,146.0,1,right,MISS C. Martin 26' 3PT,[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,,,,,26.12,Missed,,,,,,,,,,,,
379,PT05M27.00S,2025-03-09T21:04:36.3Z,3,REGULAR,rebound,defensive,[],1630208,,,1610612756,72,83,2025-03-09T21:04:38Z,3760000,False,,,0,,N. Richards REBOUND (Off:1 Def:7),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Right Center,,,,,,,,,378.0,8.0,7.0,1.0,,,,,,,,
380,PT05M14.00S,2025-03-09T21:04:49.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,16.90210249671485,59.80392156862745,1610612756,72,85,2025-03-09T21:04:55Z,3770000,False,-49.0,106.0,1,left,K. Durant 11' turnaround fadeaway Jump Shot (13 PTS),[201142],1610612756.0,PHX,turnaround fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,11.71,Made,,,,,,,13.0,,,,,
381,PT04M51.00S,2025-03-09T21:05:12.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,93.24901445466492,48.77450980392157,1610612742,72,85,2025-03-09T21:05:17Z,3780000,False,-6.0,11.0,1,right,MISS N. Marshall driving reverse Layup,[1630230],1610612742.0,DAL,driving reverse,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,,,1.26,Missed,,,,,,,,,,,,
382,PT04M49.00S,2025-03-09T21:05:14.9Z,3,REGULAR,rebound,defensive,[],1630208,,,1610612756,72,85,2025-03-09T21:05:17Z,3790000,False,,,0,,N. Richards REBOUND (Off:1 Def:8),[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,381.0,9.0,8.0,1.0,,,,,,,,
383,PT04M42.00S,2025-03-09T21:05:21.7Z,3,REGULAR,2pt,Jump Shot,[],201142,10.775295663600525,77.47395833333334,1610612756,72,87,2025-03-09T21:05:30Z,3800000,False,-137.0,49.0,1,left,K. Durant 14' pullup Jump Shot (15 PTS),[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,,,,,,,14.58,Made,,,,,,,15.0,,,,,
384,PT04M24.00S,2025-03-09T21:05:39.1Z,3,REGULAR,3pt,Jump Shot,[],1630230,75.1149802890933,15.931372549019606,1610612742,75,87,2025-03-09T21:05:43Z,3810000,False,-170.0,181.0,1,right,N. Marshall 24' 3PT  (22 PTS) (C. Martin 1 AST),"[1630230, 1628997]",1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,,,,,,,24.88,Made,,,,,,,22.0,C. Martin,1628997.0,1.0,,
386,PT03M51.00S,2025-03-09T21:06:13.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,7.966491458607096,50.98039215686274,1610612756,75,89,2025-03-09T21:08:13Z,3830000,False,-5.0,22.0,1,left,N. Richards cutting finger roll Layup (14 PTS) (K. Durant 6 AST),"[1630208, 201142]",1610612756.0,PHX,cutting finger roll,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,2.29,Made,,,,,,,14.0,K. Durant,201142.0,6.0,,
388,PT03M37.00S,2025-03-09T21:06:26.0Z,3,REGULAR,3pt,Jump Shot,[],1630230,76.82325886990802,11.27450980392157,1610612742,78,89,2025-03-09T21:06:30Z,3850000,False,-194.0,165.0,1,right,N. Marshall 25' 3PT  (25 PTS) (S. Dinwiddie 1 AST),"[1630230, 203915]",1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Left Center,,,,,,,25.46,Made,,,,,,,25.0,S. Dinwiddie,203915.0,1.0,,
390,PT03M23.00S,2025-03-09T21:06:42.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,78,89,2025-03-09T21:06:42Z,3870000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT03M23.00S,2025-03-09T21:08:33.4Z,3,REGULAR,substitution,out,[],203957,,,1610612756,78,89,2025-03-09T21:10:08Z,3880000,False,,,0,,SUB out: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT03M23.00S,2025-03-09T21:08:33.4Z,3,REGULAR,substitution,out,[],1631108,,,1610612756,78,89,2025-03-09T21:10:08Z,3890000,False,,,0,,SUB out: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT03M23.00S,2025-03-09T21:08:33.4Z,3,REGULAR,substitution,out,[],1626164,,,1610612756,78,89,2025-03-09T21:10:08Z,3900000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT03M23.00S,2025-03-09T21:08:33.4Z,3,REGULAR,substitution,in,[],203939,,,1610612756,78,89,2025-03-09T21:10:08Z,3910000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT03M23.00S,2025-03-09T21:08:33.4Z,3,REGULAR,substitution,in,[],1630556,,,1610612756,78,89,2025-03-09T21:10:08Z,3920000,False,,,0,,SUB in: K. Edwards,[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT03M23.00S,2025-03-09T21:08:33.4Z,3,REGULAR,substitution,in,[],1628960,,,1610612756,78,89,2025-03-09T21:10:08Z,3930000,False,,,0,,SUB in: G. Allen,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT03M15.00S,2025-03-09T21:10:38.4Z,3,REGULAR,foul,personal,[],1630556,,,1610612756,78,89,2025-03-09T21:11:04Z,3940000,False,,,0,,K. Edwards personal FOUL (2 PF),"[1630556, 201142]",1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,Mid-Range,16-24 Left Center,1627962.0,2.0,0.0,Durant,201142.0,,,,,,,,,,,,,,,
399,PT03M05.00S,2025-03-09T21:11:08.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630556,,,1610612756,78,89,2025-03-09T21:11:17Z,3960000,False,,,0,,K. Edwards personal FOUL (3 PF) (Durant 2 FT),"[1630556, 201142]",1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,Mid-Range,16-24 Right Center,1629178.0,3.0,0.0,Durant,201142.0,,,,,,,,,,,,,,,
401,PT03M05.00S,2025-03-09T21:11:43.8Z,3,REGULAR,freethrow,1 of 2,[],201142,,,1610612756,78,90,2025-03-09T21:11:43Z,3980000,False,,,0,,K. Durant Free Throw 1 of 2 (16 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,Made,,,,,,,16.0,,,,,
402,PT03M05.00S,2025-03-09T21:11:44.4Z,3,REGULAR,substitution,out,[],1630208,,,1610612756,78,90,2025-03-09T21:11:59Z,3990000,False,,,0,,SUB out: N. Richards,[1630208],1610612756.0,PHX,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT03M05.00S,2025-03-09T21:11:44.4Z,3,REGULAR,substitution,out,[],203078,,,1610612756,78,90,2025-03-09T21:11:59Z,4000000,False,,,0,,SUB out: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT03M05.00S,2025-03-09T21:11:44.4Z,3,REGULAR,substitution,in,[],1626145,,,1610612756,78,90,2025-03-09T21:11:59Z,4010000,False,,,0,,SUB in: T. Jones,[1626145],1610612756.0,PHX,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT03M05.00S,2025-03-09T21:11:44.4Z,3,REGULAR,substitution,in,[],203486,,,1610612756,78,90,2025-03-09T21:11:59Z,4020000,False,,,0,,SUB in: M. Plumlee,[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT03M05.00S,2025-03-09T21:12:04.5Z,3,REGULAR,freethrow,2 of 2,[],201142,,,1610612756,78,91,2025-03-09T21:12:04Z,4030000,False,,,0,,K. Durant Free Throw 2 of 2 (17 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,Made,,,,,,,17.0,,,,,
407,PT02M48.00S,2025-03-09T21:12:23.0Z,3,REGULAR,3pt,Jump Shot,[],1628997,92.9862023653088,98.0392156862745,1610612742,78,91,2025-03-09T21:12:27Z,4040000,False,240.0,13.0,1,right,MISS C. Martin 24' 3PT,[1628997],1610612742.0,DAL,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,,,,,,,24.06,Missed,,,,,,,,,,,,
408,PT02M44.00S,2025-03-09T21:12:27.0Z,3,REGULAR,rebound,offensive,[],203939,,,1610612742,78,91,2025-03-09T21:12:27Z,4050000,False,,,0,,D. Powell REBOUND (Off:1 Def:0),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Right Corner 3,24+ Right,,,,,,,,,407.0,1.0,0.0,1.0,,,,,,,,
409,PT02M39.00S,2025-03-09T21:12:32.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630230,93.38042049934296,54.41176470588235,1610612742,80,91,2025-03-09T21:12:37Z,4060000,False,22.0,10.0,1,right,N. Marshall driving reverse Layup (27 PTS),[1630230],1610612742.0,DAL,driving reverse,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,,,2.41,Made,,,,,,,27.0,,,,,
410,PT02M16.00S,2025-03-09T21:12:54.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628960,6.783837056504599,48.03921568627451,1610612756,80,93,2025-03-09T21:12:58Z,4070000,False,10.0,11.0,1,left,G. Allen driving finger roll Layup (12 PTS) (T. Jones 1 AST),"[1628960, 1626145]",1610612756.0,PHX,driving finger roll,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,,,1.5,Made,,,,,,,12.0,T. Jones,1626145.0,1.0,,
412,PT01M52.00S,2025-03-09T21:13:17.8Z,3,REGULAR,2pt,Jump Shot,[],203915,91.32720105124835,73.79748774509804,1610612742,80,93,2025-03-09T21:13:25Z,4090000,False,119.0,29.0,1,right,MISS S. Dinwiddie 12' driving floating Shot,[203915],1610612742.0,DAL,driving floating,,,Dinwiddie,S. Dinwiddie,,,,,Mid-Range,8-16 Right,,,,,,,12.25,Missed,,,,,,,,,,,,
413,PT01M50.00S,2025-03-09T21:13:19.8Z,3,REGULAR,rebound,defensive,[],201142,,,1610612756,80,93,2025-03-09T21:13:25Z,4100000,False,,,0,,K. Durant REBOUND (Off:0 Def:7),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,,,,,,,,,412.0,7.0,7.0,0.0,,,,,,,,
414,PT01M43.00S,2025-03-09T21:13:27.5Z,3,REGULAR,3pt,Jump Shot,[],1626220,15.456636005256241,3.431372549019608,1610612756,80,93,2025-03-09T21:13:33Z,4110000,False,233.0,93.0,1,left,MISS R. O'Neale 25' 3PT,[1626220],1610612756.0,PHX,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right,,,,,,,25.06,Missed,,,,,,,,,,,,
415,PT01M39.00S,2025-03-09T21:13:31.5Z,3,REGULAR,rebound,defensive,[],203939,,,1610612742,80,93,2025-03-09T21:13:33Z,4120000,False,,,0,,D. Powell REBOUND (Off:1 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Right,,,,,,,,,414.0,2.0,1.0,1.0,,,,,,,,
416,PT01M32.00S,2025-03-09T21:13:38.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203939,92.32917214191852,47.794117647058826,1610612742,82,93,2025-03-09T21:14:31Z,4130000,False,-11.0,20.0,1,right,D. Powell cutting Layup (2 PTS) (C. Martin 2 AST),"[203939, 1628997]",1610612742.0,DAL,cutting,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,2.25,Made,,,,,,,2.0,C. Martin,1628997.0,2.0,,
418,PT01M24.00S,2025-03-09T21:13:45.9Z,3,REGULAR,3pt,Jump Shot,[],201142,33.065045992115635,54.41176470588235,1610612756,82,93,2025-03-09T21:13:52Z,4150000,False,-22.0,258.0,1,left,MISS K. Durant 25' 3PT - blocked,"[201142, 203939]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,,,,,,,25.92,Missed,,,,,,,,,,,Powell,203939.0
419,PT01M24.00S,2025-03-09T21:13:45.9Z,3,REGULAR,block,,[],203939,,,1610612756,82,93,2025-03-09T21:13:47Z,4160000,False,,,0,,D. Powell BLOCK (1 BLK),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
420,PT01M24.00S,2025-03-09T21:13:45.9Z,3,REGULAR,rebound,defensive,[],1630230,,,1610612742,82,93,2025-03-09T21:13:52Z,4170000,False,,,0,,N. Marshall REBOUND (Off:0 Def:4),[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Center,,,,,,,,,418.0,4.0,4.0,0.0,,,,,,,,
421,PT01M19.00S,2025-03-09T21:13:51.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630230,93.24901445466492,50.0,1610612742,84,93,2025-03-09T21:13:59Z,4180000,False,0.0,11.0,1,right,N. Marshall running Layup (29 PTS),[1630230],1610612742.0,DAL,running,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,,,1.1,Made,,,,,,,29.0,,,,,
422,PT00M59.80S,2025-03-09T21:14:11.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203486,6.258212877792378,53.18627450980392,1610612756,84,93,2025-03-09T21:15:00Z,4190000,False,-16.0,6.0,1,left,MISS M. Plumlee alley-oop Layup,[203486],1610612756.0,PHX,alley-oop,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,1.71,Missed,,,,,,,,,,,,
423,PT00M58.40S,2025-03-09T21:14:12.6Z,3,REGULAR,rebound,defensive,[],203939,,,1610612742,84,93,2025-03-09T21:14:20Z,4200000,False,,,0,,D. Powell REBOUND (Off:1 Def:2),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,,422.0,3.0,2.0,1.0,,,,,,,,
424,PT00M58.40S,2025-03-09T21:14:16.5Z,3,REGULAR,turnover,out-of-bounds,[],203939,,,1610612742,84,93,2025-03-09T21:14:31Z,4210000,False,,,0,,D. Powell step out-of-bounds TURNOVER (1 TO),[203939],1610612742.0,DAL,step,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,1627962.0,,,,,1.0,,,,,,,,,,,,,,
425,PT00M58.40S,2025-03-09T21:14:41.7Z,3,REGULAR,timeout,full,['team'],0,,,1610612756,84,93,2025-03-09T21:14:41Z,4220000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT00M58.40S,2025-03-09T21:15:11.9Z,3,REGULAR,substitution,out,[],203939,,,1610612756,84,93,2025-03-09T21:16:40Z,4230000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT00M58.40S,2025-03-09T21:15:11.9Z,3,REGULAR,substitution,out,[],1630556,,,1610612756,84,93,2025-03-09T21:16:40Z,4240000,False,,,0,,SUB out: K. Edwards,[1630556],1610612742.0,DAL,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT00M58.40S,2025-03-09T21:15:11.9Z,3,REGULAR,substitution,out,[],203915,,,1610612756,84,93,2025-03-09T21:16:40Z,4250000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT00M58.40S,2025-03-09T21:15:11.9Z,3,REGULAR,substitution,in,[],203957,,,1610612756,84,93,2025-03-09T21:16:40Z,4260000,False,,,0,,SUB in: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT00M58.40S,2025-03-09T21:15:11.9Z,3,REGULAR,substitution,in,[],1631108,,,1610612756,84,93,2025-03-09T21:16:40Z,4270000,False,,,0,,SUB in: M. Christie,[1631108],1610612742.0,DAL,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,,,,,,,,,
