actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-02-08T20:11:44.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-08T20:11:44Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-02-08T20:11:46.2Z,1,REGULAR,jumpball,recovered,[],1629023,,,1610612742,0,0,2025-02-08T20:11:46Z,40000,False,,,0,,Jump Ball D. Gafford vs. T. Eason: Tip to P. Washington,"[1629023, 1629655, 1631106]",1610612742.0,DAL,startperiod,P. Washington,1629023.0,Washington,P. Washington,Gafford,1629655.0,Eason,1631106.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2025-02-08T20:11:58.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629655,6.389618922470433,48.28431372549019,1610612742,2,0,2025-02-08T20:12:01Z,70000,False,9.0,8.0,1,left,D. Gafford alley-oop DUNK (2 PTS) (A. Davis 1 AST),"[1629655, 203076]",1610612742.0,DAL,alley-oop,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,1.15,Made,2.0,A. Davis,203076.0,1.0,,,,,,,,,,,,,,
9,PT11M23.00S,2025-02-08T20:12:19.1Z,1,REGULAR,3pt,Jump Shot,[],1641708,92.9862023653088,4.411764705882353,1610612745,2,3,2025-02-08T20:12:22Z,90000,False,-228.0,13.0,1,right,A. Thompson 3PT  (3 PTS) (T. Eason 1 AST),"[1641708, 1631106]",1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Left Corner 3,24+ Left,22.83,Made,3.0,T. Eason,1631106.0,1.0,,,,,,,,,,,,,,
11,PT11M09.00S,2025-02-08T20:12:33.8Z,1,REGULAR,3pt,Jump Shot,[],202691,28.10857424441524,74.04258578431373,1610612742,2,3,2025-02-08T20:12:44Z,110000,False,-120.0,212.0,1,left,MISS K. Thompson 24' 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,24.34,Missed,,,,,,,,,,,,,,,,,,
12,PT11M06.00S,2025-02-08T20:12:36.8Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,2,3,2025-02-08T20:12:37Z,120000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M47.00S,2025-02-08T20:12:56.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,94.30026281208936,51.9607843137255,1610612745,2,3,2025-02-08T20:12:59Z,130000,False,10.0,1.0,1,right,MISS A. Sengun driving Layup - blocked,"[1630578, 203076]",1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,0.99,Missed,,,,,,,,,Davis,203076.0,,,,,,,,
14,PT10M47.00S,2025-02-08T20:12:56.0Z,1,REGULAR,block,,[],203076,,,1610612745,2,3,2025-02-08T20:12:58Z,140000,False,,,0,,A. Davis BLOCK (1 BLK),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
15,PT10M45.00S,2025-02-08T20:12:58.0Z,1,REGULAR,rebound,defensive,[],203076,,,1610612742,2,3,2025-02-08T20:12:59Z,150000,False,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
16,PT10M42.00S,2025-02-08T20:13:00.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629023,4.812746386333772,51.9607843137255,1610612742,4,3,2025-02-08T20:13:06Z,160000,False,-10.0,-7.0,1,left,P. Washington running DUNK (2 PTS) (A. Davis 2 AST),"[1629023, 203076]",1610612742.0,DAL,running,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,1.22,Made,2.0,A. Davis,203076.0,2.0,,,,,,,,,,,,,,
