actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-12-22T01:40:52.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-22T01:40:52Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-12-22T01:40:56.5Z,1,REGULAR,jumpball,recovered,[],1626181,,,1610612746,0,0,2024-12-22T01:40:56Z,40000,False,,,0,,Jump Ball I. Zubac vs. D. Lively II: Tip to N. Powell,"[1626181, 1627826, 1641726]",1610612746.0,LAC,startperiod,N. Powell,1626181.0,Powell,N. Powell,Zubac,1627826.0,Lively II,1641726.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2024-12-22T01:41:13.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,84.1819973718791,50.73529411764706,1610612746,0,0,2024-12-22T01:41:19Z,70000,False,4.0,96.0,1,right,MISS I. Zubac 9' Hook,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,9.63,Missed,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2024-12-22T01:41:15.1Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,0,0,2024-12-22T01:41:19Z,80000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M27.00S,2024-12-22T01:41:25.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629023,11.251642575558476,51.9607843137255,1610612742,0,0,2024-12-22T01:41:28Z,90000,False,-10.0,53.0,1,left,MISS P. Washington Hook,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,5.42,Missed,,,,,,,,,,,,,,,,,,
10,PT11M25.00S,2024-12-22T01:41:27.1Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,0,0,2024-12-22T01:41:28Z,100000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M09.00S,2024-12-22T01:41:42.6Z,1,REGULAR,turnover,bad pass,[],201935,,,1610612746,0,0,2024-12-22T01:41:46Z,110000,False,,,0,,J. Harden bad pass TURNOVER (1 TO),"[201935, 202691]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Thompson,202691.0,,,,,,,,,,,
12,PT11M09.00S,2024-12-22T01:41:42.6Z,1,REGULAR,steal,,[],202691,,,1610612742,0,0,2024-12-22T01:41:44Z,120000,False,,,0,,K. Thompson STEAL (1 STL),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M02.00S,2024-12-22T01:41:49.7Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629023,7.752956636005257,3.699448529411765,1610612742,3,0,2024-12-22T01:41:58Z,130000,False,232.0,20.0,1,left,P. Washington 3PT running (3 PTS) (S. Dinwiddie 1 AST),"[1629023, 203915]",1610612742.0,DAL,running,,,Washington,P. Washington,,,,,Right Corner 3,24+ Right,23.24,Made,,,,,,,,3.0,S. Dinwiddie,203915.0,1.0,,,,,,,
15,PT10M36.00S,2024-12-22T01:42:17.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,81.8166885676741,44.36274509803921,1610612746,3,2,2024-12-22T01:44:34Z,150000,False,-28.0,118.0,1,right,N. Powell 12' driving floating Jump Shot (2 PTS) (J. Harden 1 AST),"[1626181, 201935]",1610612746.0,LAC,driving floating,,,Powell,N. Powell,,,,,In The Paint (Non-RA),8-16 Center,12.17,Made,,,,,,,,2.0,J. Harden,201935.0,1.0,,,,,,,
16,PT10M17.00S,2024-12-22T01:42:34.5Z,1,REGULAR,3pt,Jump Shot,[],202691,28.07161629434954,16.911764705882355,1610612742,3,2,2024-12-22T01:42:43Z,160000,False,165.0,211.0,1,left,MISS K. Thompson 26' 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,26.84,Missed,,,,,,,,,,,,,,,,,,
