actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
597,PT05M02.00S,2025-03-16T19:05:34.4Z,4,REGULAR,freethrow,1 of 2,[],1641741,,,1610612755,107,118,2025-03-16T19:05:34Z,5960000,False,,,0,,R. Council IV Free Throw 1 of 2 (12 PTS),[1641741],1610612755.0,PHI,,,,,,,,,,,,Council IV,R. Council IV,,,Made,12.0,,,,,,,,,,,,,,
598,PT05M02.00S,2025-03-16T19:05:34.9Z,4,REGULAR,substitution,out,[],1630288,,,1610612755,107,118,2025-03-16T19:05:41Z,5970000,False,,,0,,SUB out: J. Dowtin Jr.,[1630288],1610612755.0,PHI,,,,,,,,,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,,,,,,,,,,,,,,
599,PT05M02.00S,2025-03-16T19:05:34.9Z,4,REGULAR,substitution,out,[],1629643,,,1610612755,107,118,2025-03-16T19:05:41Z,5980000,False,,,0,,SUB out: C. Okeke,[1629643],1610612755.0,PHI,,,,,,,,,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,
600,PT05M02.00S,2025-03-16T19:05:34.9Z,4,REGULAR,substitution,out,[],1629052,,,1610612755,107,118,2025-03-16T19:05:41Z,5990000,False,,,0,,SUB out: O. Brissett,[1629052],1610612755.0,PHI,,,,,,,,,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,
601,PT05M02.00S,2025-03-16T19:05:34.9Z,4,REGULAR,substitution,in,[],1629656,,,1610612755,107,118,2025-03-16T19:05:41Z,6000000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612755.0,PHI,,,,,,,,,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,
602,PT05M02.00S,2025-03-16T19:05:34.9Z,4,REGULAR,substitution,in,[],1630215,,,1610612755,107,118,2025-03-16T19:05:41Z,6010000,False,,,0,,SUB in: J. Butler,[1630215],1610612755.0,PHI,,,,,,,,,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,
603,PT05M02.00S,2025-03-16T19:05:34.9Z,4,REGULAR,substitution,in,[],1642348,,,1610612755,107,118,2025-03-16T19:05:41Z,6020000,False,,,0,,SUB in: J. Edwards,[1642348],1610612755.0,PHI,,,,,,,,,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,
604,PT05M02.00S,2025-03-16T19:05:50.3Z,4,REGULAR,freethrow,2 of 2,[],1641741,,,1610612755,107,119,2025-03-16T19:05:50Z,6030000,False,,,0,,R. Council IV Free Throw 2 of 2 (13 PTS),[1641741],1610612755.0,PHI,,,,,,,,,,,,Council IV,R. Council IV,,,Made,13.0,,,,,,,,,,,,,,
605,PT04M58.00S,2025-03-16T19:06:02.1Z,4,REGULAR,3pt,Jump Shot,[],202691,32.013797634691194,49.50980392156863,1610612742,107,119,2025-03-16T19:06:06Z,6040000,False,2.0,248.0,1,left,MISS K. Thompson 24' 3PT,[202691],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Center,,,,Thompson,K. Thompson,,,Missed,,24.84,,,,,,,,,,,,,
606,PT04M54.00S,2025-03-16T19:06:06.1Z,4,REGULAR,rebound,defensive,[],1641741,,,1610612755,107,119,2025-03-16T19:06:06Z,6050000,False,,,0,,R. Council IV REBOUND (Off:1 Def:9),[1641741],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,,,,Council IV,R. Council IV,,,,,,605.0,10.0,9.0,1.0,,,,,,,,,
607,PT04M51.00S,2025-03-16T19:06:08.8Z,4,REGULAR,turnover,traveling,[],1641741,,,1610612755,107,119,2025-03-16T19:06:15Z,6060000,False,,,0,,R. Council IV traveling TURNOVER (2 TO),[1641741],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,1155.0,,,Council IV,R. Council IV,,,,,,,,,,,,,,,2.0,,,
608,PT04M30.00S,2025-03-16T19:06:40.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631108,9.280551905387648,44.36274509803921,1610612742,109,119,2025-03-16T19:06:45Z,6070000,False,28.0,35.0,1,left,M. Christie driving floating bank Jump Shot (18 PTS),[1631108],1610612742.0,DAL,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,,,,Christie,M. Christie,,,Made,18.0,4.47,,,,,,,,,,,,,
609,PT04M11.00S,2025-03-16T19:06:58.9Z,4,REGULAR,3pt,Jump Shot,[],1629656,65.39093298291722,51.225490196078425,1610612755,109,119,2025-03-16T19:07:18Z,6080000,False,6.0,273.0,1,right,MISS Q. Grimes 27' pullup 3PT,[1629656],1610612755.0,PHI,pullup,,,,,,Above the Break 3,24+ Center,,,,Grimes,Q. Grimes,,,Missed,,27.29,,,,,,,,,,,,,
610,PT04M09.00S,2025-03-16T19:07:00.9Z,4,REGULAR,rebound,defensive,[],1629023,,,1610612742,109,119,2025-03-16T19:07:04Z,6090000,False,,,0,,P. Washington REBOUND (Off:3 Def:9),[1629023],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Center,,,,Washington,P. Washington,,,,,,609.0,12.0,9.0,3.0,,,,,,,,,
611,PT04M00.00S,2025-03-16T19:07:11.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629656,,,1610612742,109,119,2025-03-16T19:07:17Z,6100000,False,,,0,,Q. Grimes shooting personal FOUL (4 PF) (Dinwiddie 2 FT),"[1629656, 203915]",1610612755.0,PHI,shooting,,,,,,Restricted Area,0-8 Center,1155.0,4.0,0.0,Grimes,Q. Grimes,Dinwiddie,203915.0,,,,,,,,,,,,,,,,
613,PT04M00.00S,2025-03-16T19:07:35.7Z,4,REGULAR,freethrow,1 of 2,[],203915,,,1610612742,110,119,2025-03-16T19:07:35Z,6120000,False,,,0,,S. Dinwiddie Free Throw 1 of 2 (12 PTS),[203915],1610612742.0,DAL,,,,,,,,,,,,Dinwiddie,S. Dinwiddie,,,Made,12.0,,,,,,,,,,,,,,
614,PT04M00.00S,2025-03-16T19:07:50.8Z,4,REGULAR,freethrow,2 of 2,[],203915,,,1610612742,111,119,2025-03-16T19:07:50Z,6130000,False,,,0,,S. Dinwiddie Free Throw 2 of 2 (13 PTS),[203915],1610612742.0,DAL,,,,,,,,,,,,Dinwiddie,S. Dinwiddie,,,Made,13.0,,,,,,,,,,,,,,
615,PT03M48.00S,2025-03-16T19:08:04.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630215,93.64323258869908,52.450980392156865,1610612755,111,119,2025-03-16T19:08:30Z,6140000,False,12.0,7.0,1,right,MISS J. Butler driving finger roll Layup,[1630215],1610612755.0,PHI,driving finger roll,,,,,,Restricted Area,0-8 Center,,,,Butler,J. Butler,,,Missed,,1.43,,,,,,,,,,,,,
616,PT03M47.00S,2025-03-16T19:08:05.7Z,4,REGULAR,rebound,offensive,[],1642348,,,1610612755,111,119,2025-03-16T19:08:30Z,6150000,False,,,0,,J. Edwards REBOUND (Off:1 Def:2),[1642348],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Edwards,J. Edwards,,,,,,615.0,3.0,2.0,1.0,,,,,,,,,
617,PT03M47.00S,2025-03-16T19:08:07.3Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642348,94.40999984741211,50.0,1610612755,111,119,2025-03-16T19:08:35Z,6160000,False,0.0,0.0,1,right,MISS J. Edwards tip Layup,[1642348],1610612755.0,PHI,tip,,,,,,Restricted Area,0-8 Center,,,,Edwards,J. Edwards,,,Missed,,0.0,,,,,,,,,,,,,
618,PT03M46.00S,2025-03-16T19:08:08.3Z,4,REGULAR,rebound,offensive,[],1642348,,,1610612755,111,119,2025-03-16T19:08:35Z,6170000,False,,,0,,J. Edwards REBOUND (Off:2 Def:2),[1642348],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Edwards,J. Edwards,,,,,,617.0,4.0,2.0,2.0,,,,,,,,,
619,PT03M45.00S,2025-03-16T19:08:08.6Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1642348,94.40999984741211,50.0,1610612755,111,121,2025-03-16T19:08:39Z,6180000,False,0.0,0.0,1,right,J. Edwards tip Layup (10 PTS),[1642348],1610612755.0,PHI,tip,,,,,,Restricted Area,0-8 Center,,,,Edwards,J. Edwards,,,Made,10.0,0.0,,,,,,,,,,,,,
620,PT03M33.00S,2025-03-16T19:08:18.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203915,8.623521681997373,48.03921568627451,1610612742,111,121,2025-03-16T19:09:05Z,6190000,False,10.0,29.0,1,left,MISS S. Dinwiddie driving finger roll Layup,[203915],1610612742.0,DAL,driving finger roll,,,,,,Restricted Area,0-8 Center,,,,Dinwiddie,S. Dinwiddie,,,Missed,,3.02,,,,,,,,,,,,,
621,PT03M31.00S,2025-03-16T19:08:20.5Z,4,REGULAR,rebound,offensive,[],203915,,,1610612742,111,121,2025-03-16T19:09:05Z,6200000,False,,,0,,S. Dinwiddie REBOUND (Off:1 Def:2),[203915],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Dinwiddie,S. Dinwiddie,,,,,,620.0,3.0,2.0,1.0,,,,,,,,,
622,PT03M30.00S,2025-03-16T19:08:22.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629023,17.559132720105126,92.8921568627451,1610612742,111,121,2025-03-16T19:09:49Z,6210000,False,-214.0,113.0,1,left,MISS P. Washington 24' step back 3PT,[1629023],1610612742.0,DAL,step back,,,,,,Above the Break 3,24+ Left Center,,,,Washington,P. Washington,,,Missed,,24.23,,,,,,,,,,,,,
623,PT03M30.00S,2025-03-16T19:08:22.2Z,4,REGULAR,rebound,offensive,[],1630230,,,1610612742,111,121,2025-03-16T19:08:27Z,6220000,False,,,0,,N. Marshall REBOUND (Off:2 Def:4),[1630230],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Left Center,,,,Marshall,N. Marshall,,,,,,622.0,6.0,4.0,2.0,,,,,,,,,
624,PT03M26.00S,2025-03-16T19:08:26.6Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630230,5.590000152587891,50.0,1610612742,113,121,2025-03-16T19:08:35Z,6230000,False,0.0,0.0,1,left,N. Marshall tip Layup (19 PTS),[1630230],1610612742.0,DAL,tip,,,,,,Restricted Area,0-8 Center,,,,Marshall,N. Marshall,,,Made,19.0,0.0,,,,,,,,,,,,,
625,PT03M00.00S,2025-03-16T19:08:52.1Z,4,REGULAR,3pt,Jump Shot,[],1642348,72.35545335085413,85.04901960784314,1610612755,113,121,2025-03-16T19:08:57Z,6240000,False,175.0,207.0,1,right,MISS J. Edwards 27' 3PT,[1642348],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,,Edwards,J. Edwards,,,Missed,,27.15,,,,,,,,,,,,,
626,PT02M57.00S,2025-03-16T19:08:55.1Z,4,REGULAR,rebound,defensive,[],202691,,,1610612742,113,121,2025-03-16T19:08:55Z,6250000,False,,,0,,K. Thompson REBOUND (Off:0 Def:2),[202691],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,,,Thompson,K. Thompson,,,,,,625.0,2.0,2.0,0.0,,,,,,,,,
627,PT02M44.00S,2025-03-16T19:09:10.2Z,4,REGULAR,3pt,Jump Shot,[],1631108,28.597240473061763,18.137254901960784,1610612742,113,121,2025-03-16T19:11:38Z,6260000,False,159.0,216.0,1,left,MISS M. Christie 26' 3PT,[1631108],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,,,Christie,M. Christie,,,Missed,,26.86,,,,,,,,,,,,,
628,PT02M42.00S,2025-03-16T19:09:12.2Z,4,REGULAR,rebound,offensive,[],1630230,,,1610612742,113,121,2025-03-16T19:11:38Z,6270000,False,,,0,,N. Marshall REBOUND (Off:3 Def:4),[1630230],1610612742.0,DAL,,,,,,,Above the Break 3,24+ Right Center,,,,Marshall,N. Marshall,,,,,,627.0,7.0,4.0,3.0,,,,,,,,,
629,PT02M42.00S,2025-03-16T19:09:15.4Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630230,5.590000152587891,50.0,1610612742,113,121,2025-03-16T19:11:44Z,6280000,False,0.0,0.0,1,left,MISS N. Marshall tip Layup,[1630230],1610612742.0,DAL,tip,,,,,,Restricted Area,0-8 Center,,,,Marshall,N. Marshall,,,Missed,,0.0,,,,,,,,,,,,,
630,PT02M41.00S,2025-03-16T19:09:16.4Z,4,REGULAR,rebound,offensive,[],1630230,,,1610612742,113,121,2025-03-16T19:11:44Z,6290000,False,,,0,,N. Marshall REBOUND (Off:4 Def:4),[1630230],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Marshall,N. Marshall,,,,,,629.0,8.0,4.0,4.0,,,,,,,,,
631,PT02M39.00S,2025-03-16T19:09:17.9Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630230,5.590000152587891,50.0,1610612742,115,121,2025-03-16T19:11:50Z,6300000,False,0.0,0.0,1,left,N. Marshall putback Layup (21 PTS),[1630230],1610612742.0,DAL,putback,,,,,,Restricted Area,0-8 Center,,,,Marshall,N. Marshall,,,Made,21.0,0.0,,,,,,,,,,,,,
632,PT02M14.00S,2025-03-16T19:09:39.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629656,92.64126149802891,54.633884803921575,1610612755,115,123,2025-03-16T19:09:48Z,6310000,False,23.0,17.0,1,right,Q. Grimes driving Layup (25 PTS),[1629656],1610612755.0,PHI,driving,,,,,,Restricted Area,0-8 Center,,,,Grimes,Q. Grimes,,,Made,25.0,2.86,,,,,,,,,,,,,
633,PT02M14.00S,2025-03-16T19:09:41.4Z,4,REGULAR,foul,personal,['1freethrow'],1631108,,,1610612755,115,123,2025-03-16T19:09:51Z,6320000,False,,,0,,M. Christie shooting personal FOUL (3 PF) (Grimes 1 FT),"[1631108, 1629656]",1610612742.0,DAL,shooting,,,,,,Restricted Area,0-8 Center,202056.0,3.0,0.0,Christie,M. Christie,Grimes,1629656.0,,,,,,,,,,,,,,,,
635,PT02M14.00S,2025-03-16T19:09:46.8Z,4,REGULAR,substitution,out,[],1642348,,,1610612755,115,123,2025-03-16T19:09:50Z,6340000,False,,,0,,SUB out: J. Edwards,[1642348],1610612755.0,PHI,,,,,,,,,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,
636,PT02M14.00S,2025-03-16T19:09:46.8Z,4,REGULAR,substitution,in,[],1641720,,,1610612755,115,123,2025-03-16T19:09:50Z,6350000,False,,,0,,SUB in: J. Hood-Schifino,[1641720],1610612755.0,PHI,,,,,,,,,,,,Hood-Schifino,J. Hood-Schifino,,,,,,,,,,,,,,,,,,
637,PT02M14.00S,2025-03-16T19:10:08.7Z,4,REGULAR,freethrow,1 of 1,[],1629656,,,1610612755,115,124,2025-03-16T19:10:08Z,6360000,False,,,0,,Q. Grimes Free Throw 1 of 1 (26 PTS),[1629656],1610612755.0,PHI,,,,,,,,,,,,Grimes,Q. Grimes,,,Made,26.0,,,,,,,,,,,,,,
638,PT02M02.00S,2025-03-16T19:10:27.0Z,4,REGULAR,3pt,Jump Shot,[],203915,9.411957950065702,97.05882352941177,1610612742,118,124,2025-03-16T19:10:31Z,6370000,False,-235.0,36.0,1,left,S. Dinwiddie 3PT  (16 PTS) (K. Thompson 1 AST),"[203915, 202691]",1610612742.0,DAL,,,,,,,Left Corner 3,24+ Left,,,,Dinwiddie,S. Dinwiddie,,,Made,16.0,23.8,,,,,K. Thompson,202691.0,1.0,,,,,,
640,PT01M41.00S,2025-03-16T19:10:49.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629656,91.14651773981603,52.69607843137255,1610612755,118,124,2025-03-16T19:10:58Z,6390000,False,13.0,31.0,1,right,MISS Q. Grimes driving Layup,[1629656],1610612755.0,PHI,driving,,,,,,Restricted Area,0-8 Center,,,,Grimes,Q. Grimes,,,Missed,,3.35,,,,,,,,,,,,,
641,PT01M40.00S,2025-03-16T19:10:50.4Z,4,REGULAR,rebound,defensive,[],203915,,,1610612742,118,124,2025-03-16T19:10:58Z,6400000,False,,,0,,S. Dinwiddie REBOUND (Off:1 Def:3),[203915],1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Dinwiddie,S. Dinwiddie,,,,,,640.0,4.0,3.0,1.0,,,,,,,,,
642,PT01M35.00S,2025-03-16T19:10:55.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],202691,7.046649145860711,4.411764705882353,1610612742,121,124,2025-03-16T19:13:20Z,6410000,False,228.0,14.0,1,left,K. Thompson 3PT running (21 PTS) (P. Washington 2 AST),"[202691, 1629023]",1610612742.0,DAL,running,,,,,,Right Corner 3,24+ Right,,,,Thompson,K. Thompson,,,Made,21.0,22.83,,,,,P. Washington,1629023.0,2.0,,,,,,
644,PT01M35.00S,2025-03-16T19:11:01.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,121,124,2025-03-16T19:11:01Z,6430000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT01M15.00S,2025-03-16T19:13:10.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641741,88.64980289093299,46.568627450980394,1610612755,121,124,2025-03-16T19:13:14Z,6440000,False,-17.0,54.0,1,right,MISS R. Council IV Layup - blocked,"[1641741, 1631108]",1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Council IV,R. Council IV,,,Missed,,5.69,,,,,,,,Christie,1631108.0,,,,
646,PT01M15.00S,2025-03-16T19:13:10.0Z,4,REGULAR,block,,[],1631108,,,1610612755,121,124,2025-03-16T19:13:11Z,6450000,False,,,0,,M. Christie BLOCK (1 BLK),[1631108],1610612742.0,DAL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Christie,M. Christie,,,,,,,,,,,,,,,,,,
647,PT01M12.00S,2025-03-16T19:13:13.0Z,4,REGULAR,rebound,defensive,[],202691,,,1610612742,121,124,2025-03-16T19:13:14Z,6460000,False,,,0,,K. Thompson REBOUND (Off:0 Def:3),[202691],1610612742.0,DAL,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Thompson,K. Thompson,,,,,,645.0,3.0,3.0,0.0,,,,,,,,,
648,PT01M08.00S,2025-03-16T19:13:16.3Z,4,REGULAR,turnover,lost ball,[],202691,,,1610612742,121,124,2025-03-16T19:13:25Z,6470000,False,,,0,,K. Thompson lost ball TURNOVER (2 TO),"[202691, 1641741]",1610612742.0,DAL,,,,,,,Mid-Range,16-24 Right,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,2.0,Council IV,1641741.0,
649,PT01M08.00S,2025-03-16T19:13:16.3Z,4,REGULAR,steal,,[],1641741,,,1610612755,121,124,2025-03-16T19:13:17Z,6480000,False,,,0,,R. Council IV STEAL (1 STL),[1641741],1610612755.0,PHI,,,,,,,Mid-Range,16-24 Right,,,,Council IV,R. Council IV,,,,,,,,,,,,,,,,,,
650,PT00M49.40S,2025-03-16T19:13:35.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629656,91.40932982917214,98.52941176470588,1610612755,121,124,2025-03-16T19:14:19Z,6490000,False,243.0,28.0,1,right,MISS Q. Grimes 24' step back 3PT,[1629656],1610612755.0,PHI,step back,,,,,,Right Corner 3,24+ Right,,,,Grimes,Q. Grimes,,,Missed,,24.42,,,,,,,,,,,,,
651,PT00M47.40S,2025-03-16T19:13:37.5Z,4,REGULAR,rebound,defensive,[],1631108,,,1610612742,121,124,2025-03-16T19:13:40Z,6500000,False,,,0,,M. Christie REBOUND (Off:0 Def:8),[1631108],1610612742.0,DAL,,,,,,,Right Corner 3,24+ Right,,,,Christie,M. Christie,,,,,,650.0,8.0,8.0,0.0,,,,,,,,,
652,PT00M37.60S,2025-03-16T19:13:48.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203915,6.783837056504599,54.166666666666664,1610612742,123,124,2025-03-16T19:13:52Z,6510000,False,-21.0,11.0,1,left,S. Dinwiddie driving finger roll Layup (18 PTS),[203915],1610612742.0,DAL,driving finger roll,,,,,,Restricted Area,0-8 Center,,,,Dinwiddie,S. Dinwiddie,,,Made,18.0,2.37,,,,,,,,,,,,,
653,PT00M25.40S,2025-03-16T19:14:10.3Z,4,REGULAR,foul,personal,['2freethrow'],1630230,,,1610612755,123,124,2025-03-16T19:16:48Z,6512500,False,,,0,,N. Marshall shooting personal FOUL (3 PF) (Grimes 2 FT),"[1630230, 1629656]",1610612742.0,DAL,shooting,,,,,,In The Paint (Non-RA),0-8 Center,1155.0,3.0,0.0,Marshall,N. Marshall,Grimes,1629656.0,,,,,,,,,,,,,,,,
655,PT00M25.40S,2025-03-16T19:14:24.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,123,124,2025-03-16T19:17:12Z,6515000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT00M25.40S,2025-03-16T19:17:02.7Z,4,REGULAR,freethrow,1 of 2,[],1629656,,,1610612755,123,125,2025-03-16T19:17:28Z,6560000,False,,,0,,Q. Grimes Free Throw 1 of 2 (27 PTS),[1629656],1610612755.0,PHI,,,,,,,,,,,,Grimes,Q. Grimes,,,Made,27.0,,,,,,,,,,,,,,
658,PT00M25.40S,2025-03-16T19:17:02.7Z,4,REGULAR,freethrow,2 of 2,[],1629656,,,1610612755,123,126,2025-03-16T19:17:28Z,6570000,False,,,0,,Q. Grimes Free Throw 2 of 2 (28 PTS),[1629656],1610612755.0,PHI,,,,,,,,,,,,Grimes,Q. Grimes,,,Made,28.0,,,,,,,,,,,,,,
659,PT00M14.70S,2025-03-16T19:17:36.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,8.229303547963205,50.98039215686274,1610612742,125,126,2025-03-16T19:17:50Z,6580000,False,-5.0,25.0,1,left,P. Washington Layup (29 PTS) (K. Thompson 2 AST),"[1629023, 202691]",1610612742.0,DAL,,,,,,,Restricted Area,0-8 Center,,,,Washington,P. Washington,,,Made,29.0,2.54,,,,,K. Thompson,202691.0,2.0,,,,,,
661,PT00M12.00S,2025-03-16T19:17:43.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631108,,,1610612755,125,126,2025-03-16T19:17:50Z,6600000,False,,,0,,M. Christie take personal FOUL (4 PF) (Butler 2 FT),"[1631108, 1630215]",1610612742.0,DAL,take,,,,,,Mid-Range,16-24 Left Center,1155.0,4.0,0.0,Christie,M. Christie,Butler,1630215.0,,,,,,,,,,,,,,,,
663,PT00M12.00S,2025-03-16T19:18:09.4Z,4,REGULAR,freethrow,1 of 2,[],1630215,,,1610612755,125,127,2025-03-16T19:18:09Z,6620000,False,,,0,,J. Butler Free Throw 1 of 2 (7 PTS),[1630215],1610612755.0,PHI,,,,,,,,,,,,Butler,J. Butler,,,Made,7.0,,,,,,,,,,,,,,
664,PT00M12.00S,2025-03-16T19:18:11.8Z,4,REGULAR,substitution,out,[],203915,,,1610612755,125,127,2025-03-16T19:18:16Z,6630000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,,,,,,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,
665,PT00M12.00S,2025-03-16T19:18:11.8Z,4,REGULAR,substitution,in,[],1630556,,,1610612755,125,127,2025-03-16T19:18:16Z,6640000,False,,,0,,SUB in: K. Edwards,[1630556],1610612742.0,DAL,,,,,,,,,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,
666,PT00M12.00S,2025-03-16T19:18:28.6Z,4,REGULAR,freethrow,2 of 2,[],1630215,,,1610612755,125,128,2025-03-16T19:18:28Z,6650000,False,,,0,,J. Butler Free Throw 2 of 2 (8 PTS),[1630215],1610612755.0,PHI,,,,,,,,,,,,Butler,J. Butler,,,Made,8.0,,,,,,,,,,,,,,
667,PT00M12.00S,2025-03-16T19:18:31.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612742,125,128,2025-03-16T19:18:31Z,6660000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT00M12.00S,2025-03-16T19:18:31.8Z,4,REGULAR,substitution,out,[],1630556,,,1610612742,125,128,2025-03-16T19:19:54Z,6670000,False,,,0,,SUB out: K. Edwards,[1630556],1610612742.0,DAL,,,,,,,,,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,
669,PT00M12.00S,2025-03-16T19:18:31.8Z,4,REGULAR,substitution,in,[],203915,,,1610612742,125,128,2025-03-16T19:19:54Z,6680000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,,,,,,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,
670,PT00M10.60S,2025-03-16T19:20:26.4Z,4,REGULAR,3pt,Jump Shot,[],203915,17.821944809461236,93.62745098039215,1610612742,125,128,2025-03-16T19:20:32Z,6690000,False,-218.0,115.0,1,left,MISS S. Dinwiddie 24' turnaround 3PT,[203915],1610612742.0,DAL,turnaround,,,,,,Above the Break 3,24+ Left Center,,,,Dinwiddie,S. Dinwiddie,,,Missed,,24.66,,,,,,,,,,,,,
671,PT00M05.70S,2025-03-16T19:20:31.4Z,4,REGULAR,rebound,defensive,[],1627824,,,1610612755,125,128,2025-03-16T19:20:31Z,6700000,False,,,0,,G. Yabusele REBOUND (Off:1 Def:5),[1627824],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,,,,Yabusele,G. Yabusele,,,,,,670.0,6.0,5.0,1.0,,,,,,,,,
672,PT00M04.30S,2025-03-16T19:20:33.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203915,,,1610612755,125,128,2025-03-16T19:20:39Z,6710000,False,,,0,,S. Dinwiddie take personal FOUL (2 PF) (Hood-Schifino 2 FT),"[203915, 1641720]",1610612742.0,DAL,take,,,,,,Above the Break 3,24+ Left Center,1155.0,2.0,0.0,Dinwiddie,S. Dinwiddie,Hood-Schifino,1641720.0,,,,,,,,,,,,,,,,
674,PT00M04.30S,2025-03-16T19:21:09.8Z,4,REGULAR,freethrow,1 of 2,[],1641720,,,1610612755,125,129,2025-03-16T19:21:09Z,6730000,False,,,0,,J. Hood-Schifino Free Throw 1 of 2 (18 PTS),[1641720],1610612755.0,PHI,,,,,,,,,,,,Hood-Schifino,J. Hood-Schifino,,,Made,18.0,,,,,,,,,,,,,,
675,PT00M04.30S,2025-03-16T19:21:30.7Z,4,REGULAR,freethrow,2 of 2,[],1641720,,,1610612755,125,130,2025-03-16T19:21:30Z,6740000,False,,,0,,J. Hood-Schifino Free Throw 2 of 2 (19 PTS),[1641720],1610612755.0,PHI,,,,,,,,,,,,Hood-Schifino,J. Hood-Schifino,,,Made,19.0,,,,,,,,,,,,,,
