actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
18,PT10M18.00S,2024-12-25T19:39:26.3Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,5,2,2024-12-25T19:39:28Z,180000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Right Corner 3,24+ Right,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M14.00S,2024-12-25T19:39:33.1Z,1,REGULAR,turnover,out-of-bounds,[],202681,,,1610612742,5,2,2024-12-25T19:39:48Z,190000,False,,,0,,K. Irving bad pass out-of-bounds TURNOVER (1 TO),[202681],1610612742.0,DAL,bad pass,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,,,,,,,,,
20,PT10M02.00S,2024-12-25T19:39:56.3Z,1,REGULAR,foul,personal,[],1629023,,,1610612750,5,2,2024-12-25T19:40:06Z,200000,False,,,0,,P. Washington personal FOUL (1 PF),"[1629023, 1630162]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,201246.0,1.0,0.0,Edwards,1630162.0,,,,
22,PT09M55.00S,2024-12-25T19:40:18.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630183,93.51182654402102,95.58823529411765,1610612750,5,2,2024-12-25T19:40:22Z,220000,False,228.0,8.0,1,right,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,22.81,Missed,,,,,,,,,,,,,,,,,,
23,PT09M52.00S,2024-12-25T19:40:21.6Z,1,REGULAR,rebound,defensive,[],202691,,,1610612742,5,2,2024-12-25T19:40:22Z,230000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,
24,PT09M45.00S,2024-12-25T19:40:27.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629029,36.24753613666228,59.091605392156865,1610612742,5,2,2024-12-25T20:07:09Z,240000,False,-45.0,288.0,1,left,MISS L. Dončić 29' running pullup 3PT,[1629029],1610612742.0,DAL,running pullup,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Center,29.18,Missed,,,,,,,,,,,,,,,,,,
25,PT09M43.00S,2024-12-25T19:40:29.6Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,5,2,2024-12-25T19:40:41Z,250000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,,
26,PT09M34.00S,2024-12-25T19:40:39.4Z,1,REGULAR,3pt,Jump Shot,[],1630162,72.22404730617609,18.627450980392158,1610612750,5,5,2024-12-25T19:40:44Z,260000,False,-157.0,209.0,1,right,A. Edwards 26' 3PT pullup (3 PTS) (J. Randle 1 AST),"[1630162, 203944]",1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,26.1,Made,,,,,3.0,J. Randle,203944.0,1.0,,,,,,,,,,
97,PT09M21.00S,2024-12-25T19:40:48.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,9.641918528252305,57.35294117647059,1610612742,5,5,2024-12-25T19:52:03Z,275000,False,-37.0,38.0,1,left,MISS K. Irving driving floating Shot,[202681],1610612742.0,DAL,driving floating,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,5.3,Missed,,,,,,,,,,,,,,,,,,
98,PT09M20.00S,2024-12-25T19:40:49.4Z,1,REGULAR,rebound,offensive,[],1641726,,,1610612742,5,5,2024-12-25T19:52:03Z,277500,False,,,0,,D. Lively II REBOUND (Off:1 Def:1),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),0-8 Center,,,97.0,2.0,1.0,1.0,,,,,,,,,,,,,,
28,PT09M15.00S,2024-12-25T19:40:57.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202691,27.020367936925098,21.813725490196077,1610612742,5,5,2024-12-25T19:52:03Z,280000,False,141.0,201.0,1,left,MISS K. Thompson 24' 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,24.59,Missed,,,,,,,,,,,,,,,,,,
29,PT09M13.00S,2024-12-25T19:40:59.4Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,5,5,2024-12-25T19:41:01Z,290000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,
30,PT09M03.00S,2024-12-25T19:41:11.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,91.59001314060447,55.49555759803921,1610612750,5,5,2024-12-25T19:41:16Z,300000,False,27.0,27.0,1,right,MISS J. McDaniels driving finger roll Layup,[1630183],1610612750.0,MIN,driving finger roll,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,3.83,Missed,,,,,,,,,,,,,,,,,,
31,PT09M00.00S,2024-12-25T19:41:14.1Z,1,REGULAR,rebound,offensive,[],1630183,,,1610612750,5,5,2024-12-25T19:41:16Z,310000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:0),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,30.0,1.0,0.0,1.0,,,,,,,,,,,,,,
32,PT09M00.00S,2024-12-25T19:41:13.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630183,94.40999984741211,50.0,1610612750,5,5,2024-12-25T19:41:38Z,320000,False,0.0,0.0,1,right,MISS J. McDaniels tip Layup,[1630183],1610612750.0,MIN,tip,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
33,PT09M00.00S,2024-12-25T19:41:13.7Z,1,REGULAR,rebound,offensive,[],1630183,,,1610612750,5,5,2024-12-25T19:41:38Z,330000,False,,,0,,J. McDaniels REBOUND (Off:2 Def:0),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,32.0,2.0,0.0,2.0,,,,,,,,,,,,,,
34,PT08M59.00S,2024-12-25T19:41:14.7Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630183,94.40999984741211,50.0,1610612750,5,5,2024-12-25T19:48:31Z,340000,False,0.0,0.0,1,right,MISS J. McDaniels putback Layup - blocked,"[1630183, 202691]",1610612750.0,MIN,putback,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,Thompson,202691.0,,
35,PT08M59.00S,2024-12-25T19:41:14.7Z,1,REGULAR,block,,[],202691,,,1610612750,5,5,2024-12-25T19:41:42Z,350000,False,,,0,,K. Thompson BLOCK (1 BLK),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
36,PT08M59.00S,2024-12-25T19:41:14.7Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,5,5,2024-12-25T19:41:42Z,360000,False,,,0,,L. Dončić REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,
37,PT08M55.00S,2024-12-25T19:41:19.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629029,30.831143232588698,66.17647058823529,1610612742,8,5,2024-12-25T19:44:44Z,370000,False,-81.0,237.0,1,left,L. Dončić 25' 3PT running pullup (6 PTS),[1629029],1610612742.0,DAL,running pullup,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,25.07,Made,,,,,6.0,,,,,,,,,,,,,
38,PT08M39.00S,2024-12-25T19:41:34.3Z,1,REGULAR,3pt,Jump Shot,[],203944,94.95729303547962,94.6078431372549,1610612750,8,8,2024-12-25T19:41:45Z,380000,False,223.0,-5.0,1,right,J. Randle 3PT  (3 PTS) (A. Edwards 2 AST),"[203944, 1630162]",1610612750.0,MIN,,,,Randle,J. Randle,,,,,Right Corner 3,24+ Right,22.31,Made,,,,,3.0,A. Edwards,1630162.0,2.0,,,,,,,,,,
40,PT08M22.00S,2024-12-25T19:41:51.3Z,1,REGULAR,2pt,Jump Shot,[],1629029,22.421156373193167,46.32352941176471,1610612742,10,8,2024-12-25T19:41:55Z,400000,False,18.0,158.0,1,left,L. Dončić 15' step back Jump Shot (8 PTS),[1629029],1610612742.0,DAL,step back,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Center,15.94,Made,,,,,8.0,,,,,,,,,,,,,
41,PT08M01.00S,2024-12-25T19:42:12.2Z,1,REGULAR,2pt,Jump Shot,[],1630183,92.77266754270697,71.59160539215686,1610612750,10,10,2024-12-25T19:42:20Z,410000,False,108.0,15.0,1,right,J. McDaniels 10' driving floating Jump Shot (2 PTS) (A. Edwards 3 AST),"[1630183, 1630162]",1610612750.0,MIN,driving floating,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Right,10.91,Made,,,,,2.0,A. Edwards,1630162.0,3.0,,,,,,,,,,
43,PT07M49.00S,2024-12-25T19:42:24.2Z,1,REGULAR,3pt,Jump Shot,[],202681,29.38567674113009,26.47058823529412,1610612742,10,10,2024-12-25T19:42:28Z,430000,False,118.0,224.0,1,left,MISS K. Irving 25' pullup 3PT,[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,25.27,Missed,,,,,,,,,,,,,,,,,,
44,PT07M47.00S,2024-12-25T19:42:26.2Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,10,10,2024-12-25T19:42:28Z,440000,False,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,,,43.0,2.0,2.0,0.0,,,,,,,,,,,,,,
46,PT07M41.00S,2024-12-25T19:42:35.6Z,1,REGULAR,substitution,out,[],202691,,,1610612750,10,10,2024-12-25T19:42:55Z,460000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT07M41.00S,2024-12-25T19:42:35.6Z,1,REGULAR,substitution,out,[],1641726,,,1610612750,10,10,2024-12-25T19:42:55Z,470000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT07M41.00S,2024-12-25T19:42:35.6Z,1,REGULAR,substitution,in,[],1629655,,,1610612750,10,10,2024-12-25T19:42:55Z,480000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M41.00S,2024-12-25T19:42:35.6Z,1,REGULAR,substitution,in,[],1629656,,,1610612750,10,10,2024-12-25T19:42:55Z,490000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M34.00S,2024-12-25T19:43:06.0Z,1,REGULAR,3pt,Jump Shot,[],1630162,74.45795006570303,16.911764705882355,1610612750,10,13,2024-12-25T19:43:10Z,500000,False,-165.0,188.0,1,right,A. Edwards 25' 3PT step back (6 PTS) (J. McDaniels 1 AST),"[1630162, 1630183]",1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,25.01,Made,,,,,6.0,J. McDaniels,1630183.0,1.0,,,,,,,,,,
52,PT07M19.00S,2024-12-25T19:43:20.1Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612742,10,13,2024-12-25T19:43:24Z,520000,False,,,0,,L. Dončić bad pass TURNOVER (1 TO),"[1629029, 203497]",1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,,,,,,,,Gobert,203497.0
53,PT07M19.00S,2024-12-25T19:43:20.1Z,1,REGULAR,steal,,[],203497,,,1610612750,10,13,2024-12-25T19:43:22Z,530000,False,,,0,,R. Gobert STEAL (1 STL),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
54,PT07M13.00S,2024-12-25T19:43:29.0Z,1,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612750,10,13,2024-12-25T19:43:43Z,540000,False,,,0,,D. Gafford shooting personal FOUL (1 PF) (Randle 2 FT),"[1629655, 203944]",1610612742.0,DAL,shooting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1627541.0,1.0,0.0,Randle,203944.0,,,,
56,PT07M13.00S,2024-12-25T19:44:02.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203944,,,1610612750,10,14,2024-12-25T19:44:02Z,560000,False,,,0,,J. Randle Free Throw 1 of 2 (4 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
57,PT07M13.00S,2024-12-25T19:44:21.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203944,,,1610612750,10,15,2024-12-25T19:44:21Z,570000,False,,,0,,J. Randle Free Throw 2 of 2 (5 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
58,PT07M03.00S,2024-12-25T19:44:36.5Z,1,REGULAR,foul,personal,[],203497,,,1610612742,10,15,2024-12-25T19:45:03Z,580000,False,,,0,,R. Gobert personal FOUL (1 PF),"[203497, 1629029]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,2714.0,1.0,0.0,Dončić,1629029.0,,,,
60,PT06M52.00S,2024-12-25T19:45:01.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202681,9.067017082785808,64.72886029411765,1610612742,12,15,2024-12-25T19:45:25Z,600000,False,-74.0,33.0,1,left,K. Irving 8' turnaround Hook (2 PTS),[202681],1610612742.0,DAL,turnaround,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Left,8.05,Made,,,,,2.0,,,,,,,,,,,,,
61,PT06M35.00S,2024-12-25T19:45:17.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,92.72339027595268,46.81372549019608,1610612750,12,17,2024-12-25T19:45:21Z,610000,False,-16.0,16.0,1,right,A. Edwards driving Layup (8 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.25,Made,,,,,8.0,,,,,,,,,,,,,
62,PT06M24.00S,2024-12-25T19:45:28.6Z,1,REGULAR,3pt,Jump Shot,[],202681,17.559132720105126,92.40196078431373,1610612742,15,17,2024-12-25T19:45:32Z,620000,False,-212.0,113.0,1,left,K. Irving 24' 3PT  (5 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,24.0,Made,,,,,5.0,,,,,,,,,,,,,
63,PT06M08.00S,2024-12-25T19:45:45.4Z,1,REGULAR,2pt,Jump Shot,[],1630162,95.48291721419186,75.73529411764706,1610612750,15,17,2024-12-25T19:45:51Z,630000,False,129.0,-10.0,1,right,MISS A. Edwards 12' step back Shot,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Right,12.91,Missed,,,,,,,,,,,,,,,,,,
64,PT06M07.00S,2024-12-25T19:45:46.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,15,17,2024-12-25T19:45:51Z,640000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Mid-Range,8-16 Right,,,63.0,,,,,,,,,,,,,,,,,
66,PT06M07.00S,2024-12-25T19:45:54.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,15,17,2024-12-25T19:45:55Z,660000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M07.00S,2024-12-25T19:45:56.1Z,1,REGULAR,substitution,out,[],201144,,,1610612742,15,17,2024-12-25T19:49:31Z,670000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT06M07.00S,2024-12-25T19:45:56.1Z,1,REGULAR,substitution,out,[],203944,,,1610612742,15,17,2024-12-25T19:49:31Z,680000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M07.00S,2024-12-25T19:45:56.1Z,1,REGULAR,substitution,in,[],1629675,,,1610612742,15,17,2024-12-25T19:49:31Z,690000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M07.00S,2024-12-25T19:45:56.1Z,1,REGULAR,substitution,in,[],1629638,,,1610612742,15,17,2024-12-25T19:49:31Z,700000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M46.00S,2024-12-25T19:49:49.1Z,1,REGULAR,3pt,Jump Shot,[],1629029,29.25427069645204,74.75490196078431,1610612742,15,17,2024-12-25T19:49:53Z,710000,False,-124.0,222.0,1,left,MISS L. Dončić 25' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,25.46,Missed,,,,,,,,,,,,,,,,,,
72,PT05M43.00S,2024-12-25T19:49:52.1Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,15,17,2024-12-25T19:49:53Z,720000,False,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,71.0,2.0,2.0,0.0,,,,,,,,,,,,,,
73,PT05M32.00S,2024-12-25T19:50:03.4Z,1,REGULAR,2pt,Jump Shot,[],1630162,95.22010512483574,79.41176470588235,1610612750,15,17,2024-12-25T19:50:35Z,730000,False,147.0,-8.0,1,right,MISS A. Edwards 14' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Right,14.73,Missed,,,,,,,,,,,,,,,,,,
74,PT05M28.00S,2024-12-25T19:50:07.4Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612742,15,17,2024-12-25T19:50:09Z,740000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,Mid-Range,8-16 Right,,,73.0,1.0,1.0,0.0,,,,,,,,,,,,,,
75,PT05M24.00S,2024-12-25T19:50:10.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202681,30.699737187910642,27.696078431372552,1610612742,15,17,2024-12-25T19:52:30Z,750000,False,112.0,236.0,1,left,MISS K. Irving 26' running pullup 3PT,[202681],1610612742.0,DAL,running pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,26.11,Missed,,,,,,,,,,,,,,,,,,
76,PT05M22.00S,2024-12-25T19:50:12.0Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,15,17,2024-12-25T19:50:14Z,760000,False,,,0,,R. Gobert REBOUND (Off:0 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Right Center,,,75.0,3.0,3.0,0.0,,,,,,,,,,,,,,
77,PT05M08.00S,2024-12-25T19:50:27.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,93.9060446780552,49.50980392156863,1610612750,15,19,2024-12-25T19:50:31Z,770000,False,-2.0,5.0,1,right,R. Gobert DUNK (4 PTS) (A. Edwards 4 AST),"[203497, 1630162]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.54,Made,,,,,4.0,A. Edwards,1630162.0,4.0,,,,,,,,,,
79,PT04M46.00S,2024-12-25T19:50:47.9Z,1,REGULAR,3pt,Jump Shot,[],1629029,29.911300919842315,73.77450980392157,1610612742,18,19,2024-12-25T19:50:51Z,790000,False,-119.0,229.0,1,left,L. Dončić 25' 3PT  (11 PTS) (Q. Grimes 1 AST),"[1629029, 1629656]",1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,25.78,Made,,,,,11.0,Q. Grimes,1629656.0,1.0,,,,,,,,,,
81,PT04M26.00S,2024-12-25T19:51:08.6Z,1,REGULAR,3pt,Jump Shot,[],1629638,94.43166885676742,95.83333333333334,1610612750,18,19,2024-12-25T19:51:12Z,810000,False,229.0,0.0,1,right,MISS N. Alexander-Walker 3PT,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Right Corner 3,24+ Right,22.92,Missed,,,,,,,,,,,,,,,,,,
82,PT04M25.00S,2024-12-25T19:51:09.6Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,18,19,2024-12-25T19:51:12Z,820000,False,,,0,,L. Dončić REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,Right Corner 3,24+ Right,,,81.0,2.0,2.0,0.0,,,,,,,,,,,,,,
