actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-02-11T01:40:36.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-11T01:40:36Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-02-11T01:40:39.2Z,1,REGULAR,jumpball,recovered,[],1628370,,,1610612758,0,0,2025-02-11T01:40:39Z,40000,False,,,0,,Jump Ball D. Sabonis vs. D. Gafford: Tip to M. Monk,"[1628370, 1627734, 1629655]",1610612758.0,SAC,startperiod,M. Monk,1628370.0,Monk,M. Monk,Sabonis,1627734.0,Gafford,1629655.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2025-02-11T01:40:49.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,7.30946123521682,46.32352941176471,1610612758,0,2,2025-02-11T01:40:56Z,70000,False,18.0,16.0,1,left,Z. LaVine reverse Layup (2 PTS) (M. Monk 1 AST),"[203897, 1628370]",1610612758.0,SAC,reverse,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,2.45,Made,2.0,M. Monk,1628370.0,1.0,,,,,,,,,,,,,,
9,PT11M33.00S,2025-02-11T01:41:03.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202691,93.11760840998686,45.83333333333333,1610612742,2,2,2025-02-11T01:41:08Z,90000,False,-21.0,12.0,1,right,K. Thompson driving finger roll Layup (2 PTS) (D. Exum 1 AST),"[202691, 203957]",1610612742.0,DAL,driving finger roll,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,2.41,Made,2.0,D. Exum,203957.0,1.0,,,,,,,,,,,,,,
11,PT11M14.00S,2025-02-11T01:41:21.1Z,1,REGULAR,3pt,Jump Shot,[],203897,33.327858081471746,48.28431372549019,1610612758,2,2,2025-02-11T01:41:26Z,110000,False,9.0,261.0,1,left,MISS Z. LaVine 26' step back 3PT,[203897],1610612758.0,SAC,step back,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,26.09,Missed,,,,,,,,,,,,,,,,,,
12,PT11M13.00S,2025-02-11T01:41:22.1Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612742,2,2,2025-02-11T01:41:57Z,120000,False,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M55.00S,2025-02-11T01:41:40.5Z,1,REGULAR,2pt,Jump Shot,[],202691,89.96386333771353,66.66666666666666,1610612742,2,2,2025-02-11T01:41:50Z,130000,False,83.0,42.0,1,right,MISS K. Thompson 9' driving bank Shot,[202691],1610612742.0,DAL,driving bank,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Right,9.32,Missed,,,,,,,,,,,,,,,,,,
14,PT10M53.00S,2025-02-11T01:41:42.5Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,2,2,2025-02-11T01:41:50Z,140000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,8-16 Right,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M42.00S,2025-02-11T01:41:57.6Z,1,REGULAR,turnover,3-second-violation,[],1627734,,,1610612758,2,2,2025-02-11T01:42:11Z,150000,False,,,0,,D. Sabonis 3-second-violation TURNOVER (1 TO),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628159.0,1.0,,,,,,,,
16,PT10M33.00S,2025-02-11T01:42:21.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202691,93.51182654402102,55.392156862745104,1610612742,2,2,2025-02-11T01:42:26Z,160000,False,27.0,8.0,1,right,MISS K. Thompson driving Layup,[202691],1610612742.0,DAL,driving,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,2.83,Missed,,,,,,,,,,,,,,,,,,
17,PT10M29.00S,2025-02-11T01:42:25.4Z,1,REGULAR,rebound,defensive,[],203897,,,1610612758,2,2,2025-02-11T01:42:26Z,170000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,
18,PT10M23.00S,2025-02-11T01:42:31.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203897,6.389618922470433,50.245098039215684,1610612758,2,4,2025-02-11T01:43:47Z,180000,False,-1.0,8.0,1,left,Z. LaVine running finger roll Layup (4 PTS),[203897],1610612758.0,SAC,running finger roll,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,0.77,Made,4.0,,,,,,,,,,,,,,,,,
19,PT10M12.00S,2025-02-11T01:42:44.0Z,1,REGULAR,turnover,out-of-bounds,[],1630556,,,1610612742,2,4,2025-02-11T01:42:58Z,190000,False,,,0,,K. Edwards step out-of-bounds TURNOVER (1 TO),[1630556],1610612742.0,DAL,step,,,Edwards,K. Edwards,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1.0,,,,,,,,
20,PT09M57.00S,2025-02-11T01:43:08.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201942,9.674770039421814,74.26470588235294,1610612758,2,6,2025-02-11T01:43:14Z,200000,False,-121.0,38.0,1,left,D. DeRozan 12' fadeaway Jump Shot (2 PTS) (M. Monk 2 AST),"[201942, 1628370]",1610612758.0,SAC,fadeaway,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,12.72,Made,2.0,M. Monk,1628370.0,2.0,,,,,,,,,,,,,,
22,PT09M43.00S,2025-02-11T01:43:22.2Z,1,REGULAR,3pt,Jump Shot,[],202691,71.17279894875165,22.794117647058822,1610612742,5,6,2025-02-11T01:45:10Z,220000,False,-136.0,218.0,1,right,K. Thompson 25' 3PT pullup (5 PTS) (D. Exum 2 AST),"[202691, 203957]",1610612742.0,DAL,pullup,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,25.74,Made,5.0,D. Exum,203957.0,2.0,,,,,,,,,,,,,,
24,PT09M33.00S,2025-02-11T01:43:33.1Z,1,REGULAR,turnover,lost ball,[],1628370,,,1610612758,5,6,2025-02-11T01:43:38Z,240000,False,,,0,,M. Monk lost ball TURNOVER (1 TO),"[1628370, 202681]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Irving,202681.0,,,,,,
25,PT09M33.00S,2025-02-11T01:43:33.1Z,1,REGULAR,steal,,[],202681,,,1610612742,5,6,2025-02-11T01:43:35Z,250000,False,,,0,,K. Irving STEAL (1 STL),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
26,PT09M28.00S,2025-02-11T01:43:37.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202691,94.30026281208936,48.28431372549019,1610612742,7,6,2025-02-11T01:43:42Z,260000,False,-9.0,1.0,1,right,K. Thompson running DUNK (7 PTS) (D. Exum 3 AST),"[202691, 203957]",1610612742.0,DAL,running,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,0.87,Made,7.0,D. Exum,203957.0,3.0,,,,,,,,,,,,,,
28,PT09M13.00S,2025-02-11T01:43:53.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1627734,6.915243101182654,52.69607843137255,1610612758,7,8,2025-02-11T01:46:13Z,280000,False,-13.0,13.0,1,left,D. Sabonis driving Layup (2 PTS) (Z. LaVine 1 AST),"[1627734, 203897]",1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,1.84,Made,2.0,Z. LaVine,203897.0,1.0,,,,,,,,,,,,,,
30,PT09M13.00S,2025-02-11T01:43:57.9Z,1,REGULAR,violation,defensive goaltending,[],1629655,,,1610612758,7,8,2025-02-11T01:44:07Z,300000,False,,,0,,D. Gafford defensive goaltending VIOLATION,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,2534.0,,,,,,,,,
31,PT09M02.00S,2025-02-11T01:44:14.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203957,92.06636005256242,58.08823529411765,1610612742,7,8,2025-02-11T01:44:19Z,310000,False,40.0,22.0,1,right,MISS D. Exum driving Layup,[203957],1610612742.0,DAL,driving,,,Exum,D. Exum,,,,,In The Paint (Non-RA),0-8 Center,4.6,Missed,,,,,,,,,,,,,,,,,,
32,PT09M00.00S,2025-02-11T01:44:16.6Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,7,8,2025-02-11T01:44:19Z,320000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,31.0,1.0,1.0,0.0,,,,,,,,,,
