actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-01-10T00:41:26.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-10T00:41:26Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-01-10T00:41:29.3Z,1,REGULAR,jumpball,recovered,[],1629023,,,1610612742,0,0,2025-01-10T00:41:29Z,40000,False,,,0,,Jump Ball D. Lively II vs. D. Ayton: Tip to P. Washington,"[1629023, 1641726, 1629028]",1610612742.0,DAL,startperiod,P. Washington,1629023.0,Washington,P. Washington,Lively II,1641726.0,Ayton,1629028.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2025-01-10T00:41:42.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,5.338370565045992,46.568627450980394,1610612742,0,0,2025-01-10T00:41:48Z,70000,False,17.0,-2.0,1,left,MISS P. Washington Layup - blocked,"[1629023, 1631101]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,1.74,Missed,Sharpe,1631101.0,,,,,,,,,,,,,,,,
8,PT11M43.00S,2025-01-10T00:41:42.0Z,1,REGULAR,block,,[],1631101,,,1610612742,0,0,2025-01-10T00:41:44Z,80000,False,,,0,,S. Sharpe BLOCK (1 BLK),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M42.00S,2025-01-10T00:41:43.0Z,1,REGULAR,rebound,defensive,[],1631101,,,1610612757,0,0,2025-01-10T00:41:48Z,90000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:1),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M31.00S,2025-01-10T00:41:54.6Z,1,REGULAR,2pt,Jump Shot,[],1629028,74.58935611038108,46.32352941176471,1610612757,0,0,2025-01-10T00:41:59Z,100000,False,-18.0,186.0,1,right,MISS D. Ayton 18' Jump Shot,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,16-24 Center,18.73,Missed,,,,,,,,,,,,,,,,,,
11,PT11M29.00S,2025-01-10T00:41:56.6Z,1,REGULAR,rebound,offensive,[],1641739,,,1610612757,0,0,2025-01-10T00:41:59Z,110000,False,,,0,,T. Camara REBOUND (Off:1 Def:0),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Mid-Range,16-24 Center,,,,,10.0,1.0,0.0,1.0,,,,,,,,,,,,
12,PT11M28.00S,2025-01-10T00:41:57.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641739,94.43166885676742,50.73529411764706,1610612757,0,0,2025-01-10T00:42:02Z,120000,False,4.0,0.0,1,right,MISS T. Camara putback Layup,[1641739],1610612757.0,POR,putback,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,0.37,Missed,,,,,,,,,,,,,,,,,,
13,PT11M27.00S,2025-01-10T00:41:58.8Z,1,REGULAR,rebound,offensive,[],1629028,,,1610612757,0,0,2025-01-10T00:41:58Z,130000,False,,,0,,D. Ayton REBOUND (Off:1 Def:0),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,12.0,1.0,0.0,1.0,,,,,,,,,,,,
15,PT11M23.00S,2025-01-10T00:42:02.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629014,76.82325886990802,12.990196078431374,1610612757,0,3,2025-01-10T00:42:07Z,150000,False,-185.0,165.0,1,right,A. Simons 24' 3PT  (3 PTS) (D. Ayton 1 AST),"[1629014, 1629028]",1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,24.82,Made,,,,,,,3.0,D. Ayton,1629028.0,1.0,,,,,,,,
