actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
168,PT12M00.00S,2024-11-04T01:09:12.7Z,2,REGULAR,substitution,out,['startperiod'],1629029,,,1610612753,30,22,2024-11-04T01:11:23Z,1670000,False,,,0,,SUB out: L. Dončić,[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2024-11-04T01:09:12.7Z,2,REGULAR,substitution,out,['startperiod'],1628371,,,1610612753,30,22,2024-11-04T01:11:23Z,1680000,False,,,0,,SUB out: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2024-11-04T01:09:12.7Z,2,REGULAR,substitution,in,['startperiod'],202691,,,1610612753,30,22,2024-11-04T01:11:23Z,1690000,False,,,0,,SUB in: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2024-11-04T01:09:12.7Z,2,REGULAR,substitution,in,['startperiod'],202681,,,1610612753,30,22,2024-11-04T01:11:23Z,1700000,False,,,0,,SUB in: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2024-11-04T01:09:12.7Z,2,REGULAR,substitution,in,['startperiod'],1641783,,,1610612753,30,22,2024-11-04T01:11:23Z,1710000,False,,,0,,SUB in: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2024-11-04T01:11:25.4Z,2,REGULAR,period,start,[],0,,,1610612742,30,22,2024-11-04T01:11:25Z,1720000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT11M46.00S,2024-11-04T01:11:41.5Z,2,REGULAR,foul,personal,[],1641710,,,1610612742,30,22,2024-11-04T01:11:55Z,1730000,False,,,0,,A. Black personal FOUL (1 PF),"[1641710, 203915]",1610612753.0,ORL,,,,Black,A. Black,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1629183.0,1.0,0.0,Dinwiddie,203915.0
176,PT11M40.00S,2024-11-04T01:12:05.2Z,2,REGULAR,3pt,Jump Shot,[],202681,92.9862023653088,96.07843137254902,1610612742,33,22,2024-11-04T01:12:09Z,1750000,False,230.0,13.0,1,right,K. Irving 3PT  (5 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Right Corner 3,24+ Right,23.08,Made,5.0,,,,,,,,,,,,,,,,,
178,PT11M19.00S,2024-11-04T01:12:25.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641710,13.61695137976347,48.529411764705884,1610612753,33,22,2024-11-04T01:12:31Z,1770000,False,7.0,75.0,1,left,MISS A. Black 7' driving floating Shot,[1641710],1610612753.0,ORL,driving floating,,,Black,A. Black,,,,,In The Paint (Non-RA),0-8 Center,7.59,Missed,,,,,,,,,,,,,,,,,,
179,PT11M18.00S,2024-11-04T01:12:26.1Z,2,REGULAR,rebound,offensive,[],1641710,,,1610612753,33,22,2024-11-04T01:12:31Z,1780000,False,,,0,,A. Black REBOUND (Off:2 Def:0),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,178.0,,,,2.0,0.0,2.0,,,,,
180,PT11M17.00S,2024-11-04T01:12:28.5Z,2,REGULAR,turnover,lost ball,[],1641710,,,1610612753,33,22,2024-11-04T01:12:36Z,1790000,False,,,0,,A. Black lost ball TURNOVER (1 TO),"[1641710, 202681]",1610612753.0,ORL,,,,Black,A. Black,,,,,Restricted Area,0-8 Center,,,,,,,,,,1.0,Irving,202681.0,,,,,,,,
181,PT11M17.00S,2024-11-04T01:12:28.5Z,2,REGULAR,steal,,[],202681,,,1610612742,33,22,2024-11-04T01:12:29Z,1800000,False,,,0,,K. Irving STEAL (1 STL),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
182,PT11M12.00S,2024-11-04T01:12:33.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629656,93.9060446780552,4.6568627450980395,1610612742,36,22,2024-11-04T01:43:59Z,1810000,False,-227.0,5.0,1,right,Q. Grimes 3PT running (3 PTS) (K. Thompson 1 AST),"[1629656, 202691]",1610612742.0,DAL,running,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,22.68,Made,3.0,K. Thompson,202691.0,1.0,,,,,,,,,,,,,,
184,PT11M04.00S,2024-11-04T01:12:44.6Z,2,REGULAR,foul,personal,['2freethrow'],1641726,,,1610612753,36,22,2024-11-04T01:12:50Z,1830000,False,,,0,,D. Lively II shooting personal FOUL (2 PF) (Wagner 2 FT),"[1641726, 1629021]",1610612742.0,DAL,shooting,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1629183.0,2.0,0.0,Wagner,1629021.0
186,PT11M04.00S,2024-11-04T01:13:10.5Z,2,REGULAR,freethrow,1 of 2,[],1629021,,,1610612753,36,23,2024-11-04T01:13:10Z,1850000,False,,,0,,M. Wagner Free Throw 1 of 2 (3 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
187,PT11M04.00S,2024-11-04T01:13:11.3Z,2,REGULAR,substitution,out,[],1641726,,,1610612753,36,23,2024-11-04T01:13:24Z,1860000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT11M04.00S,2024-11-04T01:13:11.3Z,2,REGULAR,substitution,in,[],1629655,,,1610612753,36,23,2024-11-04T01:13:24Z,1870000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT11M04.00S,2024-11-04T01:13:34.9Z,2,REGULAR,freethrow,2 of 2,[],1629021,,,1610612753,36,24,2024-11-04T01:13:34Z,1880000,False,,,0,,M. Wagner Free Throw 2 of 2 (4 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
190,PT10M44.00S,2024-11-04T01:13:56.2Z,2,REGULAR,3pt,Jump Shot,[],202691,90.3580814717477,95.34313725490196,1610612742,36,24,2024-11-04T01:14:00Z,1890000,False,227.0,38.0,1,right,MISS K. Thompson 3PT,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,22.99,Missed,,,,,,,,,,,,,,,,,,
191,PT10M42.00S,2024-11-04T01:13:58.2Z,2,REGULAR,rebound,defensive,[],1641710,,,1610612753,36,24,2024-11-04T01:14:00Z,1900000,False,,,0,,A. Black REBOUND (Off:2 Def:1),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,Right Corner 3,24+ Right,,,,,,,,,190.0,,,,3.0,1.0,2.0,,,,,
192,PT10M36.00S,2024-11-04T01:14:03.6Z,2,REGULAR,turnover,bad pass,[],1641710,,,1610612753,36,24,2024-11-04T01:14:08Z,1910000,False,,,0,,A. Black bad pass TURNOVER (2 TO),"[1641710, 1629656]",1610612753.0,ORL,,,,Black,A. Black,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,2.0,Grimes,1629656.0,,,,,,,,
193,PT10M36.00S,2024-11-04T01:14:03.6Z,2,REGULAR,steal,,[],1629656,,,1610612742,36,24,2024-11-04T01:14:05Z,1920000,False,,,0,,Q. Grimes STEAL (1 STL),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
194,PT10M20.00S,2024-11-04T01:14:19.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202691,91.01511169513797,31.61764705882353,1610612742,38,24,2024-11-04T01:14:25Z,1930000,False,-92.0,32.0,1,right,K. Thompson 9' driving floating bank Jump Shot (2 PTS),[202691],1610612742.0,DAL,driving floating bank,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Left,9.73,Made,2.0,,,,,,,,,,,,,,,,,
195,PT10M09.00S,2024-11-04T01:14:34.4Z,2,REGULAR,foul,personal,[],202681,,,1610612753,38,24,2024-11-04T01:14:55Z,1940000,False,,,0,,K. Irving personal FOUL (1 PF),"[202681, 1630591]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,202049.0,1.0,0.0,Suggs,1630591.0
197,PT10M01.00S,2024-11-04T01:15:02.1Z,2,REGULAR,3pt,Jump Shot,[],203914,6.1268068331143235,94.36274509803921,1610612753,38,24,2024-11-04T01:15:08Z,1960000,False,-222.0,5.0,1,left,MISS G. Harris 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Left Corner 3,24+ Left,22.19,Missed,,,,,,,,,,,,,,,,,,
198,PT09M55.00S,2024-11-04T01:15:08.1Z,2,REGULAR,rebound,defensive,[],202691,,,1610612742,38,24,2024-11-04T01:15:08Z,1970000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Left Corner 3,24+ Left,,,,,,,,,197.0,,,,1.0,1.0,0.0,,,,,
199,PT09M48.00S,2024-11-04T01:15:13.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629655,93.77463863337714,53.431372549019606,1610612742,38,24,2024-11-04T01:17:26Z,1980000,False,17.0,6.0,1,right,MISS D. Gafford running alley-oop Layup,[1629655],1610612742.0,DAL,running alley-oop,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,1.82,Missed,,,,,,,,,,,,,,,,,,
200,PT09M47.00S,2024-11-04T01:15:14.5Z,2,REGULAR,rebound,offensive,[],1629655,,,1610612742,38,24,2024-11-04T01:15:18Z,1990000,False,,,0,,D. Gafford REBOUND (Off:2 Def:0),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,199.0,,,,2.0,0.0,2.0,,,,,
201,PT09M47.00S,2024-11-04T01:15:15.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629655,94.43166885676742,47.794117647058826,1610612742,40,24,2024-11-04T01:15:32Z,2000000,False,-11.0,0.0,1,right,D. Gafford putback Layup (8 PTS),[1629655],1610612742.0,DAL,putback,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,1.1,Made,8.0,,,,,,,,,,,,,,,,,
202,PT09M47.00S,2024-11-04T01:15:19.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,40,24,2024-11-04T01:15:19Z,2010000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT09M47.00S,2024-11-04T01:15:22.6Z,2,REGULAR,substitution,out,[],1629021,,,1610612753,40,24,2024-11-04T01:18:26Z,2020000,False,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M47.00S,2024-11-04T01:15:22.6Z,2,REGULAR,substitution,out,[],1641783,,,1610612753,40,24,2024-11-04T01:18:26Z,2030000,False,,,0,,SUB out: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M47.00S,2024-11-04T01:15:22.6Z,2,REGULAR,substitution,in,[],1630532,,,1610612753,40,24,2024-11-04T01:18:26Z,2040000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT09M47.00S,2024-11-04T01:15:22.6Z,2,REGULAR,substitution,in,[],1628976,,,1610612753,40,24,2024-11-04T01:18:26Z,2050000,False,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT09M32.00S,2024-11-04T01:18:44.5Z,2,REGULAR,turnover,out-of-bounds,[],1641710,,,1610612753,40,24,2024-11-04T01:18:50Z,2060000,False,,,0,,A. Black step out-of-bounds TURNOVER (3 TO),[1641710],1610612753.0,ORL,step,,,Black,A. Black,,,,,Right Corner 3,24+ Right,,,,,,,,,,3.0,,,,,,1626302.0,,,,
208,PT09M17.00S,2024-11-04T01:19:09.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202691,78.13731931668858,58.08823529411765,1610612742,40,24,2024-11-04T01:19:14Z,2070000,False,40.0,153.0,1,right,MISS K. Thompson 15' turnaround Shot,[202691],1610612742.0,DAL,turnaround,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Center,15.82,Missed,,,,,,,,,,,,,,,,,,
209,PT09M15.00S,2024-11-04T01:19:11.3Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,40,24,2024-11-04T01:19:14Z,2080000,False,,,0,,F. Wagner REBOUND (Off:1 Def:3),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Center,,,,,,,,,208.0,,,,4.0,3.0,1.0,,,,,
210,PT09M05.00S,2024-11-04T01:19:21.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,6.1268068331143235,47.05882352941176,1610612753,40,24,2024-11-04T01:19:26Z,2090000,False,15.0,5.0,1,left,MISS F. Wagner driving Layup,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,1.56,Missed,,,,,,,,,,,,,,,,,,
211,PT09M04.00S,2024-11-04T01:19:22.3Z,2,REGULAR,rebound,offensive,[],1628976,,,1610612753,40,24,2024-11-04T01:19:26Z,2100000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:0),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,210.0,,,,1.0,0.0,1.0,,,,,
212,PT08M56.00S,2024-11-04T01:19:30.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628976,8.492115637319317,3.6764705882352944,1610612753,40,24,2024-11-04T01:19:34Z,2110000,False,232.0,27.0,1,left,MISS W. Carter Jr. 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Right Corner 3,24+ Right,23.32,Missed,,,,,,,,,,,,,,,,,,
213,PT08M53.00S,2024-11-04T01:19:33.0Z,2,REGULAR,rebound,defensive,[],202691,,,1610612742,40,24,2024-11-04T01:19:34Z,2120000,False,,,0,,K. Thompson REBOUND (Off:0 Def:2),[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,Right Corner 3,24+ Right,,,,,,,,,212.0,,,,2.0,2.0,0.0,,,,,
214,PT08M46.00S,2024-11-04T01:19:40.2Z,2,REGULAR,turnover,bad pass,[],1629656,,,1610612742,40,24,2024-11-04T01:19:44Z,2130000,False,,,0,,Q. Grimes bad pass TURNOVER (1 TO),"[1629656, 1630591]",1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1.0,Suggs,1630591.0,,,,,,,,
215,PT08M46.00S,2024-11-04T01:19:40.2Z,2,REGULAR,steal,,[],1630591,,,1610612753,40,24,2024-11-04T01:19:42Z,2140000,False,,,0,,J. Suggs STEAL (1 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
217,PT08M31.00S,2024-11-04T01:20:15.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203914,7.178055190538765,41.17647058823529,1610612753,40,26,2024-11-04T01:20:20Z,2160000,False,44.0,15.0,1,left,G. Harris driving finger roll Layup (2 PTS) (W. Carter Jr. 1 AST),"[203914, 1628976]",1610612753.0,ORL,driving finger roll,,,Harris,G. Harris,,,,,In The Paint (Non-RA),0-8 Center,4.66,Made,2.0,W. Carter Jr.,1628976.0,1.0,,,,,,,,,,,,,,
219,PT08M19.00S,2024-11-04T01:20:27.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629655,92.9862023653088,59.80392156862745,1610612742,40,26,2024-11-04T01:20:31Z,2180000,False,49.0,13.0,1,right,MISS D. Gafford Hook,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,5.08,Missed,,,,,,,,,,,,,,,,,,
220,PT08M17.00S,2024-11-04T01:20:29.0Z,2,REGULAR,rebound,defensive,[],1641710,,,1610612753,40,26,2024-11-04T01:20:29Z,2190000,False,,,0,,A. Black REBOUND (Off:2 Def:2),[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,219.0,,,,4.0,2.0,2.0,,,,,
221,PT08M04.00S,2024-11-04T01:20:41.4Z,2,REGULAR,3pt,Jump Shot,[],1628976,31.882391590013142,48.28431372549019,1610612753,40,26,2024-11-04T01:21:02Z,2200000,False,9.0,247.0,1,left,MISS W. Carter Jr. 24' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,24.73,Missed,,,,,,,,,,,,,,,,,,
222,PT08M02.00S,2024-11-04T01:20:43.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,40,26,2024-11-04T01:21:02Z,2210000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,221.0,,,,,,,,,,,
223,PT08M02.00S,2024-11-04T01:21:15.3Z,2,REGULAR,substitution,out,[],1629656,,,1610612753,40,26,2024-11-04T01:21:10Z,2220000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M02.00S,2024-11-04T01:21:15.3Z,2,REGULAR,substitution,in,[],1629023,,,1610612753,40,26,2024-11-04T01:21:10Z,2230000,False,,,0,,SUB in: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M51.00S,2024-11-04T01:21:16.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203914,13.091327201051248,48.03921568627451,1610612753,40,26,2024-11-04T01:22:06Z,2250000,False,10.0,71.0,1,left,MISS G. Harris 7' driving floating Shot,[203914],1610612753.0,ORL,driving floating,,,Harris,G. Harris,,,,,In The Paint (Non-RA),0-8 Center,7.13,Missed,,,,,,,,,,,,,,,,,,
227,PT07M50.00S,2024-11-04T01:21:18.5Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612742,40,26,2024-11-04T01:21:18Z,2260000,False,,,0,,D. Gafford REBOUND (Off:2 Def:1),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,226.0,,,,3.0,1.0,2.0,,,,,
228,PT07M48.00S,2024-11-04T01:21:20.1Z,2,REGULAR,turnover,lost ball,[],1629655,,,1610612742,40,26,2024-11-04T01:22:30Z,2270000,False,,,0,,D. Gafford lost ball TURNOVER (1 TO),"[1629655, 1628976]",1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1.0,Carter Jr.,1628976.0,,,,,,,,
229,PT07M48.00S,2024-11-04T01:21:20.1Z,2,REGULAR,steal,,[],1628976,,,1610612753,40,26,2024-11-04T01:30:33Z,2280000,False,,,0,,W. Carter Jr. STEAL (2 STL),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
230,PT07M41.00S,2024-11-04T01:21:28.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630591,10.068988173455978,31.372549019607842,1610612753,40,26,2024-11-04T01:23:42Z,2290000,False,93.0,42.0,1,left,MISS J. Suggs 10' driving floating Shot,[1630591],1610612753.0,ORL,driving floating,,,Suggs,J. Suggs,,,,,Mid-Range,8-16 Right,10.22,Missed,,,,,,,,,,,,,,,,,,
231,PT07M38.00S,2024-11-04T01:21:30.4Z,2,REGULAR,rebound,defensive,[],1629655,,,1610612742,40,26,2024-11-04T01:21:30Z,2300000,False,,,0,,D. Gafford REBOUND (Off:2 Def:2),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Right,,,,,,,,,230.0,,,,4.0,2.0,2.0,,,,,
232,PT07M32.00S,2024-11-04T01:21:39.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629655,93.24901445466492,54.90196078431373,1610612742,42,26,2024-11-04T01:21:48Z,2310000,False,25.0,11.0,1,right,D. Gafford Layup (10 PTS) (S. Dinwiddie 1 AST),"[1629655, 203915]",1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,2.69,Made,10.0,S. Dinwiddie,203915.0,1.0,,,,,,,,,,,,,,
234,PT07M32.00S,2024-11-04T01:21:42.7Z,2,REGULAR,foul,personal,['1freethrow'],1630532,,,1610612742,42,26,2024-11-04T01:21:49Z,2330000,False,,,0,,F. Wagner shooting personal FOUL (1 PF) (Gafford 1 FT),"[1630532, 1629655]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Gafford,1629655.0
236,PT07M32.00S,2024-11-04T01:21:50.0Z,2,REGULAR,substitution,out,[],202681,,,1610612742,42,26,2024-11-04T01:22:30Z,2350000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M32.00S,2024-11-04T01:21:50.0Z,2,REGULAR,substitution,out,[],203914,,,1610612742,42,26,2024-11-04T01:22:30Z,2360000,False,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M32.00S,2024-11-04T01:21:50.0Z,2,REGULAR,substitution,in,[],1629029,,,1610612742,42,26,2024-11-04T01:22:30Z,2370000,False,,,0,,SUB in: L. Dončić,[1629029],1610612742.0,DAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M32.00S,2024-11-04T01:21:50.0Z,2,REGULAR,substitution,in,[],203484,,,1610612742,42,26,2024-11-04T01:22:30Z,2380000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M32.00S,2024-11-04T01:22:28.5Z,2,REGULAR,freethrow,1 of 1,[],1629655,,,1610612742,42,26,2024-11-04T01:22:33Z,2390000,False,,,0,,MISS D. Gafford Free Throw 1 of 1,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
241,PT07M28.00S,2024-11-04T01:22:32.5Z,2,REGULAR,rebound,offensive,[],1629023,,,1610612742,42,26,2024-11-04T01:22:33Z,2400000,False,,,0,,P. Washington REBOUND (Off:1 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,240.0,,,,2.0,1.0,1.0,,,,,
242,PT07M21.00S,2024-11-04T01:22:38.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203915,79.188567674113,7.8431372549019605,1610612742,42,26,2024-11-04T01:22:44Z,2410000,False,-211.0,143.0,1,right,MISS S. Dinwiddie 25' 3PT,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Left Center,25.48,Missed,,,,,,,,,,,,,,,,,,
243,PT07M20.00S,2024-11-04T01:22:39.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612753,42,26,2024-11-04T01:22:44Z,2420000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,242.0,,,,,,,,,,,
245,PT07M00.00S,2024-11-04T01:23:11.9Z,2,REGULAR,turnover,out-of-bounds,[],1641710,,,1610612753,42,26,2024-11-04T01:24:38Z,2440000,False,,,0,,A. Black bad pass out-of-bounds TURNOVER (4 TO),[1641710],1610612753.0,ORL,bad pass,,,Black,A. Black,,,,,Mid-Range,16-24 Right,,,,,,,,,,4.0,,,,,,202049.0,,,,
246,PT07M00.00S,2024-11-04T01:23:15.9Z,2,REGULAR,substitution,out,[],203915,,,1610612742,42,26,2024-11-04T01:23:26Z,2450000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M00.00S,2024-11-04T01:23:15.9Z,2,REGULAR,substitution,in,[],1630230,,,1610612742,42,26,2024-11-04T01:23:26Z,2460000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M39.00S,2024-11-04T01:23:48.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629023,93.64323258869908,65.19607843137256,1610612742,44,26,2024-11-04T01:23:54Z,2470000,False,76.0,7.0,1,right,P. Washington 7' Jump Shot (2 PTS) (L. Dončić 4 AST),"[1629023, 1629029]",1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,7.63,Made,2.0,L. Dončić,1629029.0,4.0,,,,,,,,,,,,,,
249,PT06M26.00S,2024-11-04T01:24:02.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,5.995400788436268,50.73529411764706,1610612753,44,28,2024-11-04T01:24:06Z,2480000,False,-4.0,4.0,1,left,F. Wagner alley-oop Layup (6 PTS) (W. Carter Jr. 2 AST),"[1630532, 1628976]",1610612753.0,ORL,alley-oop,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,0.54,Made,6.0,W. Carter Jr.,1628976.0,2.0,,,,,,,,,,,,,,
