actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-03-02T01:41:16.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-02T01:41:16Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-03-02T01:41:17.8Z,1,REGULAR,jumpball,recovered,[],202681,,,1610612742,0,0,2025-03-02T01:41:17Z,40000,False,,,0,,Jump Ball M. Brown vs. B. Lopez: Tip to K. Irving,"[202681, 1629650, 201572]",1610612742.0,DAL,startperiod,K. Irving,202681.0,Irving,K. Irving,Brown,1629650.0,Lopez,201572.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2025-03-02T01:41:31.3Z,1,REGULAR,3pt,Jump Shot,[],202691,68.15045992115637,27.696078431372552,1610612742,0,0,2025-03-02T01:41:35Z,70000,False,-112.0,247.0,1,right,MISS K. Thompson 27' pullup 3PT,[202691],1610612742.0,DAL,pullup,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Left Center,27.09,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2025-03-02T01:41:35.3Z,1,REGULAR,rebound,defensive,[],203081,,,1610612749,0,0,2025-03-02T01:41:35Z,80000,False,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M36.00S,2025-03-02T01:41:39.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628398,4.28712220762155,96.32352941176471,1610612749,0,0,2025-03-02T01:41:58Z,90000,False,-232.0,-12.0,1,left,MISS K. Kuzma running 3PT,[1628398],1610612749.0,MIL,running,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,23.19,Missed,,,,,,,,,,,,,,,,,,
10,PT11M32.00S,2025-03-02T01:41:43.6Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,0,0,2025-03-02T01:41:44Z,100000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M28.00S,2025-03-02T01:41:46.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202681,74.19513797634691,85.29411764705883,1610612742,0,0,2025-03-02T01:42:10Z,110000,False,176.0,190.0,1,right,MISS K. Irving 25' running pullup 3PT,[202681],1610612742.0,DAL,running pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,25.94,Missed,,,,,,,,,,,,,,,,,,
12,PT11M24.00S,2025-03-02T01:41:50.7Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,0,0,2025-03-02T01:41:53Z,120000,False,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Right Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M10.00S,2025-03-02T01:42:06.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201572,7.30946123521682,49.754901960784316,1610612749,0,0,2025-03-02T01:43:01Z,130000,False,1.0,16.0,1,left,MISS B. Lopez cutting Layup,[201572],1610612749.0,MIL,cutting,,,Lopez,B. Lopez,,,,,Restricted Area,0-8 Center,1.62,Missed,,,,,,,,,,,,,,,,,,
14,PT11M08.00S,2025-03-02T01:42:08.5Z,1,REGULAR,rebound,offensive,[],203507,,,1610612749,0,0,2025-03-02T01:43:01Z,140000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:1),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,13.0,2.0,1.0,1.0,,,,,,,,,,,,,,
15,PT11M08.00S,2025-03-02T01:42:11.0Z,1,REGULAR,foul,personal,['2freethrow'],1629650,,,1610612749,0,0,2025-03-02T01:42:18Z,150000,False,,,0,,M. Brown shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1629650, 203507]",1610612742.0,DAL,shooting,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,,,,,,,2004.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,
17,PT11M08.00S,2025-03-02T01:42:46.8Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203507,,,1610612749,0,0,2025-03-02T01:42:46Z,170000,False,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
18,PT11M08.00S,2025-03-02T01:42:46.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,0,0,2025-03-02T01:42:46Z,180000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,
19,PT11M08.00S,2025-03-02T01:43:12.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203507,,,1610612749,0,1,2025-03-02T01:43:12Z,190000,False,,,0,,G. Antetokounmpo Free Throw 2 of 2 (1 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
20,PT10M57.00S,2025-03-02T01:43:25.3Z,1,REGULAR,3pt,Jump Shot,[],1629023,90.75229960578186,4.6568627450980395,1610612742,0,1,2025-03-02T01:43:30Z,200000,False,-227.0,34.0,1,right,MISS P. Washington 3PT,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,22.93,Missed,,,,,,,,,,,,,,,,,,
21,PT10M54.00S,2025-03-02T01:43:28.3Z,1,REGULAR,rebound,defensive,[],203507,,,1610612749,0,1,2025-03-02T01:43:30Z,210000,False,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Left Corner 3,24+ Left,,,20.0,3.0,2.0,1.0,,,,,,,,,,,,,,
