actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-04-12T00:42:29.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-04-12T00:42:29Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-04-12T00:42:32.1Z,1,REGULAR,jumpball,recovered,[],1630567,,,1610612761,0,0,2025-04-12T00:42:32Z,40000,False,,,0,,Jump Ball J. Mogbo vs. D. Lively II: Tip to S. Barnes,"[1630567, 1642367, 1641726]",1610612761.0,TOR,startperiod,S. Barnes,1630567.0,Barnes,S. Barnes,Mogbo,1642367.0,Lively II,1641726.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2025-04-12T00:42:51.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642419,93.77463863337714,53.67647058823529,1610612761,0,0,2025-04-12T00:42:58Z,70000,False,18.0,6.0,1,right,MISS J. Battle reverse Layup,[1642419],1610612761.0,TOR,reverse,,,Battle,J. Battle,,,,,Restricted Area,0-8 Center,1.94,Missed,,,,,,,,,,,,,,,,,,
8,PT11M35.00S,2025-04-12T00:42:53.6Z,1,REGULAR,rebound,defensive,[],1641726,,,1610612742,0,0,2025-04-12T00:42:58Z,80000,False,,,0,,D. Lively II REBOUND (Off:0 Def:1),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M17.00S,2025-04-12T00:43:11.9Z,1,REGULAR,3pt,Jump Shot,[],203076,20.844283837056505,87.99019607843137,1610612742,0,0,2025-04-12T00:43:17Z,90000,False,-190.0,143.0,1,left,MISS A. Davis 3PT,[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,23.8,Missed,,,,,,,,,,,,,,,,,,
10,PT11M15.00S,2025-04-12T00:43:13.9Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,0,0,2025-04-12T00:43:45Z,100000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M10.00S,2025-04-12T00:43:19.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630567,73.40670170827858,17.401960784313726,1610612761,0,0,2025-04-12T00:44:26Z,110000,False,-163.0,197.0,1,right,MISS S. Barnes 25' running pullup 3PT,[1630567],1610612761.0,TOR,running pullup,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,25.61,Missed,,,,,,,,,,,,,,,,,,
12,PT11M08.00S,2025-04-12T00:43:21.9Z,1,REGULAR,rebound,defensive,[],203076,,,1610612742,0,0,2025-04-12T00:44:26Z,120000,False,,,0,,A. Davis REBOUND (Off:0 Def:1),[203076],1610612742.0,DAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT10M50.00S,2025-04-12T00:43:37.8Z,1,REGULAR,3pt,Jump Shot,[],1630230,7.703679369250986,2.941176470588235,1610612742,0,0,2025-04-12T00:43:48Z,130000,False,235.0,20.0,1,left,MISS N. Marshall 3PT,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,Right Corner 3,24+ Right,23.61,Missed,,,,,,,,,,,,,,,,,,
14,PT10M46.00S,2025-04-12T00:43:41.8Z,1,REGULAR,rebound,offensive,[],1629023,,,1610612742,0,0,2025-04-12T00:43:48Z,140000,False,,,0,,P. Washington REBOUND (Off:1 Def:0),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Right Corner 3,24+ Right,,,13.0,1.0,0.0,1.0,,,,,,,,,,,,,,
