actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-01-23T00:43:59.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-23T00:43:59Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-01-23T00:44:02.7Z,1,REGULAR,jumpball,recovered,[],1630162,,,1610612750,0,0,2025-01-23T00:44:02Z,40000,False,,,0,,Jump Ball R. Gobert vs. D. Gafford: Tip to A. Edwards,"[1630162, 203497, 1629655]",1610612750.0,MIN,startperiod,A. Edwards,1630162.0,Edwards,A. Edwards,Gobert,203497.0,Gafford,1629655.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2025-01-23T00:44:14.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,93.24901445466492,47.30392156862745,1610612750,0,0,2025-01-23T00:44:20Z,70000,False,-13.0,11.0,1,right,MISS R. Gobert cutting Layup,[203497],1610612750.0,MIN,cutting,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.74,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2025-01-23T00:44:17.6Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,0,0,2025-01-23T00:44:20Z,80000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M38.00S,2025-01-23T00:44:21.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629023,5.995400788436268,48.529411764705884,1610612742,2,0,2025-01-23T00:44:26Z,90000,False,7.0,4.0,1,left,P. Washington running finger roll Layup (2 PTS),[1629023],1610612742.0,DAL,running finger roll,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,0.84,Made,,,,,2.0,,,,,,,,,,,,,
11,PT11M13.00S,2025-01-23T00:45:00.0Z,1,REGULAR,foul,personal,['3freethrow'],1641765,,,1610612750,2,0,2025-01-23T00:45:17Z,110000,False,,,0,,O. Prosper shooting personal FOUL (1 PF) (Randle 3 FT),"[1641765, 203944]",1610612742.0,DAL,shooting,,,Prosper,O. Prosper,,,,,Above the Break 3,24+ Right Center,,,,,,,,2003.0,1.0,0.0,Randle,203944.0,,,,,,,,
13,PT11M13.00S,2025-01-23T00:45:28.2Z,1,REGULAR,freethrow,1 of 3,[],203944,,,1610612750,2,1,2025-01-23T00:45:28Z,130000,False,,,0,,J. Randle Free Throw 1 of 3 (1 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
14,PT11M13.00S,2025-01-23T00:45:45.6Z,1,REGULAR,freethrow,2 of 3,[],203944,,,1610612750,2,2,2025-01-23T00:45:45Z,140000,False,,,0,,J. Randle Free Throw 2 of 3 (2 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
15,PT11M13.00S,2025-01-23T00:46:02.9Z,1,REGULAR,freethrow,3 of 3,[],203944,,,1610612750,2,3,2025-01-23T00:46:02Z,150000,False,,,0,,J. Randle Free Throw 3 of 3 (3 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
16,PT11M03.00S,2025-01-23T00:46:16.7Z,1,REGULAR,foul,personal,[],201144,,,1610612742,2,3,2025-01-23T00:46:47Z,160000,False,,,0,,M. Conley personal FOUL (1 PF),"[201144, 1629023]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,,,,,,1627524.0,1.0,0.0,Washington,1629023.0,,,,,,,,
