actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
18,PT10M26.00S,2024-04-14T19:42:18.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203486,8.459264126149804,51.22549019607843,1610612746,2,2,2024-04-14T19:42:25Z,180000,False,-6.0,27.0,1,left,M. Plumlee driving Layup (2 PTS) (T. Mann 1 AST),"[203486, 1629611]",1610612746.0,LAC,driving,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,2.77,Made,,,,,2.0,T. Mann,1629611.0,1.0,,,,,,,,,,
20,PT10M11.00S,2024-04-14T19:42:32.7Z,1,REGULAR,3pt,Jump Shot,[],1631095,70.87713534822602,25.735294117647058,1610612745,2,2,2024-04-14T19:42:40Z,200000,False,-121.0,221.0,1,right,MISS J. Smith Jr. 25' step back 3PT,[1631095],1610612745.0,HOU,step back,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,25.24,Missed,,,,,,,,,,,,,,,,,,
21,PT10M08.00S,2024-04-14T19:42:36.8Z,1,REGULAR,rebound,offensive,[],1641708,,,1610612745,2,2,2024-04-14T19:42:36Z,210000,False,,,0,,A. Thompson REBOUND (Off:1 Def:0),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,20.0,1.0,0.0,1.0,,,,,,,,,,,,,,
22,PT10M05.00S,2024-04-14T19:42:39.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630224,73.63666228646518,20.09803921568627,1610612745,2,2,2024-04-14T19:42:43Z,220000,False,-150.0,195.0,1,right,MISS J. Green 24' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,24.6,Missed,,,,,,,,,,,,,,,,,,
23,PT10M02.00S,2024-04-14T19:42:42.5Z,1,REGULAR,rebound,defensive,[],203486,,,1610612746,2,2,2024-04-14T19:42:43Z,230000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Left Center,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,,
24,PT09M53.00S,2024-04-14T19:42:51.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,14.109724047306173,52.205882352941174,1610612746,4,2,2024-04-14T19:42:56Z,240000,False,-11.0,80.0,1,left,T. Mann 8' fadeaway Jump Shot (2 PTS) (M. Plumlee 1 AST),"[1629611, 203486]",1610612746.0,LAC,fadeaway,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,8.09,Made,,,,,2.0,M. Plumlee,203486.0,1.0,,,,,,,,,,
26,PT09M47.00S,2024-04-14T19:42:58.3Z,1,REGULAR,2pt,Jump Shot,[],1631095,96.23850197109067,29.90196078431373,1610612745,4,2,2024-04-14T19:43:03Z,260000,False,-100.0,-17.0,1,right,MISS J. Smith Jr. 10' fadeaway Shot,[1631095],1610612745.0,HOU,fadeaway,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,10.19,Missed,,,,,,,,,,,,,,,,,,
27,PT09M44.00S,2024-04-14T19:43:01.3Z,1,REGULAR,rebound,defensive,[],203486,,,1610612746,4,2,2024-04-14T19:43:03Z,270000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:2),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Mid-Range,8-16 Left,,,26.0,2.0,2.0,0.0,,,,,,,,,,,,,,
28,PT09M35.00S,2024-04-14T19:43:10.4Z,1,REGULAR,2pt,Jump Shot,[],1629611,18.7089356110381,33.82352941176471,1610612746,4,2,2024-04-14T19:43:15Z,280000,False,81.0,123.0,1,left,MISS T. Mann 14' pullup Shot,[1629611],1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,Mid-Range,8-16 Right,14.76,Missed,,,,,,,,,,,,,,,,,,
29,PT09M31.00S,2024-04-14T19:43:14.4Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,4,2,2024-04-14T19:43:15Z,290000,False,,,0,,A. Thompson REBOUND (Off:1 Def:1),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Right,,,28.0,2.0,1.0,1.0,,,,,,,,,,,,,,
30,PT09M24.00S,2024-04-14T19:43:20.6Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1629111,95.18725361366623,12.009803921568633,1610612745,4,2,2024-04-14T19:43:45Z,300000,False,-190.0,-7.0,1,right,MISS J. Landale 19' running pullup Shot,[1629111],1610612745.0,HOU,running pullup,,,Landale,J. Landale,,,,,Mid-Range,16-24 Left,19.01,Missed,,,,,,,,,,,,,,,,,,
31,PT09M22.00S,2024-04-14T19:43:22.6Z,1,REGULAR,rebound,defensive,[],1629875,,,1610612746,4,2,2024-04-14T19:43:27Z,310000,False,,,0,,X. Moon REBOUND (Off:0 Def:1),[1629875],1610612746.0,LAC,,,,Moon,X. Moon,,,,,Mid-Range,16-24 Left,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT09M15.00S,2024-04-14T19:43:29.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203486,7.408015768725363,45.34313725490197,1610612746,4,2,2024-04-14T19:43:34Z,320000,False,23.0,17.0,1,left,MISS M. Plumlee driving Layup,[203486],1610612746.0,LAC,driving,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,2.89,Missed,,,,,,,,,,,,,,,,,,
33,PT09M13.00S,2024-04-14T19:43:31.2Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,4,2,2024-04-14T19:43:34Z,330000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT09M06.00S,2024-04-14T19:43:39.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629111,92.95335085413929,47.549019607843135,1610612745,4,4,2024-04-14T19:43:50Z,340000,False,-12.0,14.0,1,right,J. Landale cutting Layup (2 PTS) (J. Green 2 AST),"[1629111, 1630224]",1610612745.0,HOU,cutting,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,1.84,Made,,,,,2.0,J. Green,1630224.0,2.0,,,,,,,,,,
36,PT08M52.00S,2024-04-14T19:43:52.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629875,9.904730617608408,49.754901960784316,1610612746,4,4,2024-04-14T19:43:56Z,360000,False,1.0,41.0,1,left,MISS X. Moon driving Layup,[1629875],1610612746.0,LAC,driving,,,Moon,X. Moon,,,,,Restricted Area,0-8 Center,4.06,Missed,,,,,,,,,,,,,,,,,,
37,PT08M50.00S,2024-04-14T19:43:54.6Z,1,REGULAR,rebound,defensive,[],1629111,,,1610612745,4,4,2024-04-14T19:43:56Z,370000,False,,,0,,J. Landale REBOUND (Off:0 Def:1),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,,
38,PT08M46.00S,2024-04-14T19:43:58.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641708,93.08475689881735,48.0392156862745,1610612745,4,6,2024-04-14T19:44:06Z,380000,False,-10.0,13.0,1,right,A. Thompson running Layup (4 PTS),[1641708],1610612745.0,HOU,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,4.0,,,,,,,,,,,,,
39,PT08M21.00S,2024-04-14T19:44:23.5Z,1,REGULAR,turnover,lost ball,[],203486,,,1610612746,4,6,2024-04-14T19:44:29Z,390000,False,,,0,,M. Plumlee lost ball TURNOVER (1 TO),"[203486, 1641708]",1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,Thompson,1641708.0,,,,,,,
40,PT08M21.00S,2024-04-14T19:44:23.5Z,1,REGULAR,steal,,[],1641708,,,1610612745,4,6,2024-04-14T19:44:25Z,400000,False,,,0,,A. Thompson STEAL (1 STL),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
41,PT08M08.00S,2024-04-14T19:44:36.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641715,91.90210249671485,45.833333333333336,1610612745,4,6,2024-04-14T19:44:43Z,410000,False,-21.0,24.0,1,right,MISS C. Whitmore driving reverse Layup - blocked,"[1641715, 203486]",1610612745.0,HOU,driving reverse,,,Whitmore,C. Whitmore,,,,,Restricted Area,0-8 Center,3.15,Missed,,,,,,,,,,,,Plumlee,203486.0,,,,,
42,PT08M08.00S,2024-04-14T19:44:36.4Z,1,REGULAR,block,,[],203486,,,1610612745,4,6,2024-04-14T19:44:38Z,420000,False,,,0,,M. Plumlee BLOCK (1 BLK),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
43,PT08M06.00S,2024-04-14T19:44:38.4Z,1,REGULAR,rebound,defensive,[],203486,,,1610612746,4,6,2024-04-14T19:44:43Z,430000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:3),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,41.0,3.0,3.0,0.0,,,,,,,,,,,,,,
44,PT07M56.00S,2024-04-14T19:44:48.9Z,1,REGULAR,2pt,Jump Shot,[],1629599,22.2568988173456,64.2156862745098,1610612746,6,6,2024-04-14T19:44:54Z,440000,False,-71.0,157.0,1,left,A. Coffey 17' pullup Jump Shot (2 PTS) (M. Plumlee 2 AST),"[1629599, 203486]",1610612746.0,LAC,pullup,,,Coffey,A. Coffey,,,,,Mid-Range,16-24 Left Center,17.21,Made,,,,,2.0,M. Plumlee,203486.0,2.0,,,,,,,,,,
46,PT07M37.00S,2024-04-14T19:45:07.2Z,1,REGULAR,2pt,Jump Shot,[],1630224,79.15571616294349,26.225490196078425,1610612745,6,6,2024-04-14T19:45:15Z,460000,False,-119.0,143.0,1,right,MISS J. Green 18' pullup Shot,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,16-24 Left Center,18.63,Missed,,,,,,,,,,,,,,,,,,
47,PT07M33.00S,2024-04-14T19:45:11.2Z,1,REGULAR,rebound,offensive,[],1629111,,,1610612745,6,6,2024-04-14T19:45:15Z,470000,False,,,0,,J. Landale REBOUND (Off:1 Def:1),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Mid-Range,16-24 Left Center,,,46.0,2.0,1.0,1.0,,,,,,,,,,,,,,
48,PT07M30.00S,2024-04-14T19:45:14.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631095,73.37385019710908,82.84313725490196,1610612745,6,9,2024-04-14T19:45:20Z,480000,False,164.0,198.0,1,right,J. Smith Jr. 25' 3PT  (3 PTS) (A. Thompson 1 AST),"[1631095, 1641708]",1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,25.71,Made,,,,,3.0,A. Thompson,1641708.0,1.0,,,,,,,,,,
50,PT07M01.00S,2024-04-14T19:45:43.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629875,7.933639947437584,45.34313725490197,1610612746,6,9,2024-04-14T19:45:50Z,500000,False,23.0,22.0,1,left,MISS X. Moon driving Layup,[1629875],1610612746.0,LAC,driving,,,Moon,X. Moon,,,,,Restricted Area,0-8 Center,3.21,Missed,,,,,,,,,,,,,,,,,,
51,PT06M56.00S,2024-04-14T19:45:48.4Z,1,REGULAR,rebound,offensive,[],203486,,,1610612746,6,9,2024-04-14T19:45:48Z,510000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:3),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,50.0,4.0,3.0,1.0,,,,,,,,,,,,,,
52,PT06M56.00S,2024-04-14T19:45:48.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203486,5.590000152587891,50.0,1610612746,6,9,2024-04-14T19:45:53Z,520000,False,0.0,0.0,1,left,MISS M. Plumlee tip Layup,[203486],1610612746.0,LAC,tip,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
53,PT06M56.00S,2024-04-14T19:45:48.4Z,1,REGULAR,rebound,offensive,[],203486,,,1610612746,6,9,2024-04-14T19:45:53Z,530000,False,,,0,,M. Plumlee REBOUND (Off:2 Def:3),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,52.0,5.0,3.0,2.0,,,,,,,,,,,,,,
54,PT06M52.00S,2024-04-14T19:45:51.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203486,13.452693823915894,50.245098039215684,1610612746,8,9,2024-04-14T19:45:58Z,540000,False,-1.0,74.0,1,left,M. Plumlee 7' fadeaway Jump Shot (4 PTS),[203486],1610612746.0,LAC,fadeaway,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,7.4,Made,,,,,4.0,,,,,,,,,,,,,
55,PT06M37.00S,2024-04-14T19:46:08.1Z,1,REGULAR,3pt,Jump Shot,[],1631095,71.40275952693824,79.65686274509804,1610612745,8,9,2024-04-14T19:46:13Z,550000,False,148.0,216.0,1,right,MISS J. Smith Jr. 26' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Right Center,26.23,Missed,,,,,,,,,,,,,,,,,,
56,PT06M35.00S,2024-04-14T19:46:09.9Z,1,REGULAR,rebound,offensive,[],1629111,,,1610612745,8,9,2024-04-14T19:46:09Z,560000,False,,,0,,J. Landale REBOUND (Off:2 Def:1),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Right Center,,,55.0,3.0,1.0,2.0,,,,,,,,,,,,,,
57,PT06M30.00S,2024-04-14T19:46:13.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630224,92.95335085413929,28.67647058823529,1610612745,8,9,2024-04-14T19:46:22Z,570000,False,-107.0,14.0,1,right,MISS J. Green 10' floating Shot,[1630224],1610612745.0,HOU,floating,,,Green,J. Green,,,,,Mid-Range,8-16 Left,10.75,Missed,,,,,,,,,,,,,,,,,,
58,PT06M28.00S,2024-04-14T19:46:15.9Z,1,REGULAR,rebound,offensive,[],1631095,,,1610612745,8,9,2024-04-14T19:54:49Z,580000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,,,57.0,2.0,1.0,1.0,,,,,,,,,,,,,,
63,PT06M27.00S,2024-04-14T19:46:29.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631095,93.34756898817345,49.26470588235294,1610612745,8,11,2024-04-14T19:56:15Z,630000,False,-4.0,10.0,1,right,J. Smith Jr. putback Layup (5 PTS),[1631095],1610612745.0,HOU,putback,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,1.07,Made,,,,,5.0,,,,,,,,,,,,,
64,PT06M14.00S,2024-04-14T19:46:38.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629875,18.971747700394218,48.529411764705884,1610612746,8,11,2024-04-14T19:48:55Z,640000,False,7.0,126.0,1,left,MISS X. Moon 12' pullup Shot,[1629875],1610612746.0,LAC,pullup,,,Moon,X. Moon,,,,,In The Paint (Non-RA),8-16 Center,12.6,Missed,,,,,,,,,,,,,,,,,,
67,PT06M10.00S,2024-04-14T19:46:42.0Z,1,REGULAR,rebound,offensive,[],203486,,,1610612746,8,11,2024-04-14T19:49:24Z,645000,False,,,0,,M. Plumlee REBOUND (Off:3 Def:3),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Center,,,64.0,6.0,3.0,3.0,,,,,,,,,,,,,,
65,PT06M09.00S,2024-04-14T19:46:48.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203486,9.641918528252305,46.32352941176471,1610612746,10,11,2024-04-14T19:50:54Z,650000,False,18.0,38.0,1,left,M. Plumlee tip Layup (6 PTS),[203486],1610612746.0,LAC,tip,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,4.23,Made,,,,,6.0,,,,,,,,,,,,,
66,PT05M48.00S,2024-04-14T19:46:57.1Z,1,REGULAR,3pt,Jump Shot,[],1630224,68.77463863337714,25.24509803921569,1610612745,10,14,2024-04-14T19:47:50Z,660000,False,-124.0,241.0,1,right,J. Green 27' 3PT pullup (3 PTS) (J. Landale 1 AST),"[1630224, 1629111]",1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,27.09,Made,,,,,3.0,J. Landale,1629111.0,1.0,,,,,,,,,,
69,PT05M48.00S,2024-04-14T19:47:57.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,10,14,2024-04-14T19:47:57Z,680000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M48.00S,2024-04-14T19:49:39.7Z,1,REGULAR,substitution,out,[],1629611,,,1610612746,10,14,2024-04-14T19:50:07Z,690000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M48.00S,2024-04-14T19:49:39.7Z,1,REGULAR,substitution,out,[],1631095,,,1610612746,10,14,2024-04-14T19:50:07Z,700000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M48.00S,2024-04-14T19:49:39.7Z,1,REGULAR,substitution,in,[],1630527,,,1610612746,10,14,2024-04-14T19:50:07Z,710000,False,,,0,,SUB in: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M48.00S,2024-04-14T19:49:39.7Z,1,REGULAR,substitution,in,[],1628988,,,1610612746,10,14,2024-04-14T19:50:07Z,720000,False,,,0,,SUB in: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M33.00S,2024-04-14T19:50:10.1Z,1,REGULAR,2pt,Jump Shot,[],1630527,23.702365308804204,61.76470588235294,1610612746,10,14,2024-04-14T19:50:14Z,730000,False,-59.0,170.0,1,left,MISS B. Boston Jr. 18' pullup Shot,[1630527],1610612746.0,LAC,pullup,,,Boston Jr.,B. Boston Jr.,,,,,Mid-Range,16-24 Left Center,18.02,Missed,,,,,,,,,,,,,,,,,,
75,PT05M30.00S,2024-04-14T19:50:13.1Z,1,REGULAR,rebound,defensive,[],1641715,,,1610612745,10,14,2024-04-14T19:50:14Z,740000,False,,,0,,C. Whitmore REBOUND (Off:0 Def:1),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Mid-Range,16-24 Left Center,,,74.0,1.0,1.0,0.0,,,,,,,,,,,,,,
77,PT05M19.00S,2024-04-14T19:50:38.7Z,1,REGULAR,3pt,Jump Shot,[],1630224,73.37385019710908,15.686274509803923,1610612745,10,14,2024-04-14T19:50:42Z,760000,False,-172.0,198.0,1,right,MISS J. Green 26' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,26.19,Missed,,,,,,,,,,,,,,,,,,
78,PT05M16.00S,2024-04-14T19:50:41.7Z,1,REGULAR,rebound,defensive,[],1629875,,,1610612746,10,14,2024-04-14T19:50:42Z,770000,False,,,0,,X. Moon REBOUND (Off:0 Def:2),[1629875],1610612746.0,LAC,,,,Moon,X. Moon,,,,,Above the Break 3,24+ Left Center,,,77.0,2.0,2.0,0.0,,,,,,,,,,,,,,
79,PT05M04.00S,2024-04-14T19:50:53.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203486,7.933639947437584,42.892156862745104,1610612746,10,14,2024-04-14T19:51:03Z,780000,False,36.0,22.0,1,left,MISS M. Plumlee turnaround bank Hook,[203486],1610612746.0,LAC,turnaround bank,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,4.18,Missed,,,,,,,,,,,,,,,,,,
80,PT05M02.00S,2024-04-14T19:50:55.6Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,10,14,2024-04-14T19:51:03Z,790000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,79.0,2.0,2.0,0.0,,,,,,,,,,,,,,
81,PT04M48.00S,2024-04-14T19:51:08.6Z,1,REGULAR,3pt,Jump Shot,[],1630224,74.1622864651774,88.97058823529412,1610612745,10,17,2024-04-14T19:51:14Z,800000,False,195.0,190.0,1,right,J. Green 27' 3PT  (6 PTS) (A. Holiday 1 AST),"[1630224, 1628988]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,27.25,Made,,,,,6.0,A. Holiday,1628988.0,1.0,,,,,,,,,,
83,PT04M30.00S,2024-04-14T19:51:27.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629599,8.327858081471746,48.529411764705884,1610612746,12,17,2024-04-14T19:51:35Z,820000,False,7.0,26.0,1,left,A. Coffey driving Layup (4 PTS),[1629599],1610612746.0,LAC,driving,,,Coffey,A. Coffey,,,,,Restricted Area,0-8 Center,2.68,Made,,,,,4.0,,,,,,,,,,,,,
