actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
170,PT10M41.00S,2024-02-10T21:06:27.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631323,5.590000152587891,50.0,1610612765,33,34,2024-02-10T21:06:27Z,1660000,False,0.0,0.0,1,left,S. Fontecchio tip Layup (8 PTS),[1631323],1610612765.0,DET,tip,,,Fontecchio,S. Fontecchio,,,,,Mid-Range,8-16 Left,0.0,Made,,,,8.0,,,,,,,,,,,,,,
171,PT10M26.00S,2024-02-10T21:06:43.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203486,88.91261498028909,50.0,1610612746,33,34,2024-02-10T21:06:47Z,1670000,False,0.0,52.0,1,right,MISS M. Plumlee turnaround Hook,[203486],1610612746.0,LAC,turnaround,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,5.17,Missed,,,,,,,,,,,,,,,,,,
172,PT10M24.00S,2024-02-10T21:06:45.0Z,2,REGULAR,rebound,defensive,[],1631204,,,1610612765,33,34,2024-02-10T21:06:47Z,1680000,False,,,0,,M. Sasser REBOUND (Off:0 Def:1),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),0-8 Center,,,,,171.0,,,,,1.0,1.0,0.0,,,,,,,,
173,PT10M20.00S,2024-02-10T21:06:49.1Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631323,7.178055190538765,52.20588235294118,1610612765,33,36,2024-02-10T21:07:06Z,1690000,False,-11.0,15.0,1,left,S. Fontecchio running DUNK (10 PTS) (M. Sasser 2 AST),"[1631323, 1631204]",1610612765.0,DET,running,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,1.86,Made,,,,10.0,M. Sasser,1631204.0,2.0,,,,,,,,,,,
175,PT10M01.00S,2024-02-10T21:07:07.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,89.83245729303549,51.470588235294116,1610612746,35,36,2024-02-10T21:07:11Z,1710000,False,7.0,43.0,1,right,M. Plumlee cutting DUNK (4 PTS) (R. Westbrook 1 AST),"[203486, 201566]",1610612746.0,LAC,cutting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,4.37,Made,,,,4.0,R. Westbrook,201566.0,1.0,,,,,,,,,,,
177,PT09M53.00S,2024-02-10T21:07:20.6Z,2,REGULAR,foul,personal,[],1626181,,,1610612765,35,36,2024-02-10T21:07:42Z,1730000,False,,,0,,N. Powell personal FOUL (1 PF),"[1626181, 1631323]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2003.0,,,,1.0,0.0,Fontecchio,1631323.0
179,PT09M53.00S,2024-02-10T21:07:35.4Z,2,REGULAR,substitution,out,[],201566,,,1610612765,35,36,2024-02-10T21:07:41Z,1750000,False,,,0,,SUB out: R. Westbrook,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT09M53.00S,2024-02-10T21:07:35.4Z,2,REGULAR,substitution,out,[],1628972,,,1610612765,35,36,2024-02-10T21:07:41Z,1760000,False,,,0,,SUB out: T. Brown Jr.,[1628972],1610612765.0,DET,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT09M53.00S,2024-02-10T21:07:35.4Z,2,REGULAR,substitution,in,[],202331,,,1610612765,35,36,2024-02-10T21:07:41Z,1770000,False,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT09M53.00S,2024-02-10T21:07:35.4Z,2,REGULAR,substitution,in,[],1641709,,,1610612765,35,36,2024-02-10T21:07:41Z,1780000,False,,,0,,SUB in: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT09M42.00S,2024-02-10T21:07:51.9Z,2,REGULAR,3pt,Jump Shot,[],1641709,13.87976346911958,4.6568627450980395,1610612765,35,36,2024-02-10T21:07:55Z,1790000,False,227.0,78.0,1,left,MISS A. Thompson 3PT,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Right Corner 3,24+ Right,23.97,Missed,,,,,,,,,,,,,,,,,,
184,PT09M39.00S,2024-02-10T21:07:54.9Z,2,REGULAR,rebound,defensive,[],1626181,,,1610612746,35,36,2024-02-10T21:07:55Z,1800000,False,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Right Corner 3,24+ Right,,,,,183.0,,,,,1.0,1.0,0.0,,,,,,,,
185,PT09M24.00S,2024-02-10T21:08:09.7Z,2,REGULAR,turnover,lost ball,[],201935,,,1610612746,35,36,2024-02-10T21:08:12Z,1810000,False,,,0,,J. Harden lost ball TURNOVER (2 TO),"[201935, 1631204]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,2.0,Sasser,1631204.0,,,,
186,PT09M24.00S,2024-02-10T21:08:09.7Z,2,REGULAR,steal,,[],1631204,,,1610612765,35,36,2024-02-10T21:08:11Z,1820000,False,,,0,,M. Sasser STEAL (1 STL),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
187,PT09M20.00S,2024-02-10T21:08:14.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631204,6.783837056504599,49.754901960784316,1610612765,35,38,2024-02-10T21:08:24Z,1830000,False,1.0,11.0,1,left,M. Sasser running reverse Layup (2 PTS),[1631204],1610612765.0,DET,running reverse,,,Sasser,M. Sasser,,,,,Restricted Area,0-8 Center,1.14,Made,,,,2.0,,,,,,,,,,,,,,
188,PT09M03.00S,2024-02-10T21:08:30.7Z,2,REGULAR,3pt,Jump Shot,[],202331,70.77858081471747,74.26470588235294,1610612746,35,38,2024-02-10T21:08:36Z,1840000,False,121.0,222.0,1,right,MISS P. George 25' pullup 3PT,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Above the Break 3,24+ Right Center,25.32,Missed,,,,,,,,,,,,,,,,,,
189,PT09M00.00S,2024-02-10T21:08:33.7Z,2,REGULAR,rebound,defensive,[],1629003,,,1610612765,35,38,2024-02-10T21:08:36Z,1850000,False,,,0,,S. Milton REBOUND (Off:1 Def:1),[1629003],1610612765.0,DET,,,,Milton,S. Milton,,,,,Above the Break 3,24+ Right Center,,,,,188.0,,,,,2.0,1.0,1.0,,,,,,,,
190,PT08M53.00S,2024-02-10T21:08:41.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629003,16.507884362680684,43.38235294117647,1610612765,35,38,2024-02-10T21:18:52Z,1860000,False,33.0,103.0,1,left,MISS S. Milton 10' floating Shot,[1629003],1610612765.0,DET,floating,,,Milton,S. Milton,,,,,In The Paint (Non-RA),8-16 Center,10.79,Missed,,,,,,,,,,,,,,,,,,
191,PT08M51.00S,2024-02-10T21:08:43.0Z,2,REGULAR,rebound,defensive,[],201935,,,1610612746,35,38,2024-02-10T21:08:45Z,1870000,False,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,,,,,190.0,,,,,2.0,2.0,0.0,,,,,,,,
192,PT08M48.00S,2024-02-10T21:08:46.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202331,93.9060446780552,49.01960784313725,1610612746,37,38,2024-02-10T21:08:53Z,1880000,False,-5.0,5.0,1,right,P. George running Layup (6 PTS) (J. Harden 4 AST),"[202331, 201935]",1610612746.0,LAC,running,,,George,P. George,,,,,Restricted Area,0-8 Center,0.69,Made,,,,6.0,J. Harden,201935.0,4.0,,,,,,,,,,,
194,PT08M39.00S,2024-02-10T21:08:55.1Z,2,REGULAR,3pt,Jump Shot,[],1631204,29.77989487516426,25.245098039215684,1610612765,37,41,2024-02-10T21:09:02Z,1900000,False,124.0,227.0,1,left,M. Sasser 25' 3PT pullup (5 PTS),[1631204],1610612765.0,DET,pullup,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Right Center,25.89,Made,,,,5.0,,,,,,,,,,,,,,
195,PT08M20.00S,2024-02-10T21:09:15.9Z,2,REGULAR,foul,personal,['2freethrow'],1631204,,,1610612746,37,41,2024-02-10T21:09:30Z,1910000,False,,,0,,M. Sasser shooting personal FOUL (2 PF) (Plumlee 2 FT),"[1631204, 203486]",1610612765.0,DET,shooting,,,Sasser,M. Sasser,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2003.0,,,,2.0,0.0,Plumlee,203486.0
197,PT08M20.00S,2024-02-10T21:09:53.9Z,2,REGULAR,freethrow,1 of 2,[],203486,,,1610612746,38,41,2024-02-10T21:09:53Z,1930000,False,,,0,,M. Plumlee Free Throw 1 of 2 (5 PTS),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,Made,,,,5.0,,,,,,,,,,,,,,
198,PT08M20.00S,2024-02-10T21:09:55.8Z,2,REGULAR,substitution,out,[],1631323,,,1610612746,38,41,2024-02-10T21:09:59Z,1940000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612765.0,DET,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M20.00S,2024-02-10T21:09:55.8Z,2,REGULAR,substitution,in,[],1630649,,,1610612746,38,41,2024-02-10T21:09:59Z,1950000,False,,,0,,SUB in: S. Umude,[1630649],1610612765.0,DET,,,,Umude,S. Umude,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M20.00S,2024-02-10T21:10:19.6Z,2,REGULAR,freethrow,2 of 2,[],203486,,,1610612746,39,41,2024-02-10T21:10:19Z,1960000,False,,,0,,M. Plumlee Free Throw 2 of 2 (6 PTS),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,Made,,,,6.0,,,,,,,,,,,,,,
201,PT08M00.00S,2024-02-10T21:10:39.2Z,2,REGULAR,3pt,Jump Shot,[],1641709,32.53942181340342,51.470588235294116,1610612765,39,41,2024-02-10T21:21:02Z,1970000,False,-7.0,253.0,1,left,MISS A. Thompson 25' step back 3PT,[1641709],1610612765.0,DET,step back,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,25.35,Missed,,,,,,,,,,,,,,,,,,
203,PT07M57.00S,2024-02-10T21:10:42.2Z,2,REGULAR,rebound,defensive,[],203486,,,1610612746,39,41,2024-02-10T21:10:45Z,1990000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:3),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Center,,,,,201.0,,,,,3.0,3.0,0.0,,,,,,,,
204,PT07M53.00S,2024-02-10T21:10:46.4Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],202331,95.48291721419186,28.186274509803923,1610612746,41,41,2024-02-10T21:10:59Z,2000000,False,-109.0,-10.0,1,right,P. George 10' fadeaway Jump Shot (8 PTS) (J. Harden 5 AST),"[202331, 201935]",1610612746.0,LAC,fadeaway,,,George,P. George,,,,,Mid-Range,8-16 Left,10.96,Made,,,,8.0,J. Harden,201935.0,5.0,,,,,,,,,,,
206,PT07M42.00S,2024-02-10T21:11:00.9Z,2,REGULAR,turnover,out-of-bounds,[],1630164,,,1610612765,41,41,2024-02-10T21:11:06Z,2020000,False,,,0,,J. Wiseman bad pass out-of-bounds TURNOVER (1 TO),[1630164],1610612765.0,DET,bad pass,,,Wiseman,J. Wiseman,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2003.0,1.0,,,,,,
207,PT07M42.00S,2024-02-10T21:11:05.7Z,2,REGULAR,substitution,out,[],203486,,,1610612746,41,41,2024-02-10T21:11:18Z,2030000,False,,,0,,SUB out: M. Plumlee,[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT07M42.00S,2024-02-10T21:11:05.7Z,2,REGULAR,substitution,in,[],1627826,,,1610612746,41,41,2024-02-10T21:11:18Z,2050000,False,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT07M42.00S,2024-02-10T21:11:05.7Z,2,REGULAR,substitution,in,[],1630595,,,1610612746,41,41,2024-02-10T21:11:18Z,2060000,False,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT07M42.00S,2024-02-10T21:11:05.7Z,2,REGULAR,substitution,out,[],1629003,,,1610612746,41,41,2024-02-10T21:11:37Z,2070000,False,,,0,,SUB out: S. Milton,[1629003],1610612765.0,DET,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M32.00S,2024-02-10T21:11:41.9Z,2,REGULAR,foul,personal,[],1631204,,,1610612746,41,41,2024-02-10T21:11:56Z,2080000,False,,,0,,M. Sasser personal FOUL (3 PF),"[1631204, 201935]",1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,2003.0,,,,3.0,0.0,Harden,201935.0
214,PT07M32.00S,2024-02-10T21:11:55.0Z,2,REGULAR,substitution,out,[],1631204,,,1610612746,41,41,2024-02-10T21:11:59Z,2100000,False,,,0,,SUB out: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M32.00S,2024-02-10T21:11:55.0Z,2,REGULAR,substitution,in,[],1631093,,,1610612746,41,41,2024-02-10T21:11:59Z,2110000,False,,,0,,SUB in: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M31.00S,2024-02-10T21:12:11.8Z,2,REGULAR,foul,offensive,[],202331,,,1610612746,41,41,2024-02-10T21:14:36Z,2120000,False,,,0,,P. George offensive FOUL (1 PF),"[202331, 1641709]",1610612746.0,LAC,,,,George,P. George,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,202901.0,,,,1.0,0.0,Thompson,1641709.0
218,PT07M31.00S,2024-02-10T21:12:11.8Z,2,REGULAR,turnover,offensive foul,[],202331,,,1610612746,41,41,2024-02-10T21:12:11Z,2140000,False,,,0,,P. George offensive foul TURNOVER (1 TO),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,202901.0,1.0,,,,,,
219,PT07M13.00S,2024-02-10T21:12:37.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630595,12.040078843626807,96.81372549019608,1610612765,41,44,2024-02-10T21:12:41Z,2150000,False,-234.0,61.0,1,left,C. Cunningham 24' 3PT  (3 PTS) (A. Thompson 2 AST),"[1630595, 1641709]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Left Corner 3,24+ Left,24.18,Made,,,,3.0,A. Thompson,1641709.0,2.0,,,,,,,,,,,
221,PT07M00.00S,2024-02-10T21:12:49.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627826,81.02825229960578,48.03921568627451,1610612746,41,44,2024-02-10T21:12:54Z,2170000,False,-10.0,126.0,1,right,MISS I. Zubac 12' floating Shot,[1627826],1610612746.0,LAC,floating,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,12.62,Missed,,,,,,,,,,,,,,,,,,
222,PT06M57.00S,2024-02-10T21:12:52.4Z,2,REGULAR,rebound,defensive,[],1641709,,,1610612765,41,44,2024-02-10T21:12:54Z,2180000,False,,,0,,A. Thompson REBOUND (Off:2 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,221.0,,,,,3.0,1.0,2.0,,,,,,,,
223,PT06M51.00S,2024-02-10T21:12:59.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,17.69053876478318,61.76470588235294,1610612765,41,46,2024-02-10T21:13:07Z,2190000,False,-59.0,114.0,1,left,C. Cunningham 12' pullup Jump Shot (5 PTS) (J. Ivey 1 AST),"[1630595, 1631093]",1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,12.81,Made,,,,5.0,J. Ivey,1631093.0,1.0,,,,,,,,,,,
225,PT06M41.00S,2024-02-10T21:13:13.6Z,2,REGULAR,foul,personal,[],1641709,,,1610612746,41,46,2024-02-10T21:13:20Z,2210000,False,,,0,,A. Thompson personal FOUL (1 PF),"[1641709, 202331]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,202901.0,,,,1.0,0.0,George,202331.0
227,PT06M41.00S,2024-02-10T21:13:25.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,41,46,2024-02-10T21:13:25Z,2230000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M41.00S,2024-02-10T21:16:04.4Z,2,REGULAR,substitution,out,[],1630164,,,1610612746,41,46,2024-02-10T21:16:16Z,2240000,False,,,0,,SUB out: J. Wiseman,[1630164],1610612765.0,DET,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M41.00S,2024-02-10T21:16:04.4Z,2,REGULAR,substitution,in,[],1631105,,,1610612746,41,46,2024-02-10T21:16:16Z,2250000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M31.00S,2024-02-10T21:16:34.1Z,2,REGULAR,2pt,Jump Shot,[],202331,76.5604467805519,25.0,1610612746,43,46,2024-02-10T21:16:39Z,2260000,False,-125.0,168.0,1,right,P. George 20' Jump Shot (10 PTS) (J. Harden 6 AST),"[202331, 201935]",1610612746.0,LAC,,,,George,P. George,,,,,Mid-Range,16-24 Left Center,20.92,Made,,,,10.0,J. Harden,201935.0,6.0,,,,,,,,,,,
232,PT06M13.00S,2024-02-10T21:16:53.8Z,2,REGULAR,turnover,traveling,[],1631105,,,1610612765,43,46,2024-02-10T21:16:58Z,2280000,False,,,0,,J. Duren traveling TURNOVER (2 TO),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2003.0,2.0,,,,,,
233,PT05M59.00S,2024-02-10T21:17:24.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201935,67.49342969776609,67.15686274509804,1610612746,43,46,2024-02-10T21:17:29Z,2290000,False,86.0,253.0,1,right,MISS J. Harden 26' step back 3PT,[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,26.72,Missed,,,,,,,,,,,,,,,,,,
234,PT05M56.00S,2024-02-10T21:17:27.9Z,2,REGULAR,rebound,defensive,[],1641709,,,1610612765,43,46,2024-02-10T21:17:29Z,2300000,False,,,0,,A. Thompson REBOUND (Off:2 Def:2),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,233.0,,,,,4.0,2.0,2.0,,,,,,,,
235,PT05M52.00S,2024-02-10T21:17:32.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631093,7.440867279894875,49.754901960784316,1610612765,43,48,2024-02-11T00:15:36Z,2310000,False,1.0,17.0,1,left,J. Ivey running Layup (12 PTS) (A. Thompson 3 AST),"[1631093, 1641709]",1610612765.0,DET,running,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,1.74,Made,,,,12.0,A. Thompson,1641709.0,3.0,,,,,,,,,,,
237,PT05M36.00S,2024-02-10T21:17:48.2Z,2,REGULAR,3pt,Jump Shot,[],202331,72.88107752956637,18.627450980392158,1610612746,43,48,2024-02-10T21:25:21Z,2330000,False,-157.0,202.0,1,right,MISS P. George 25' pullup 3PT,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Above the Break 3,24+ Left Center,25.61,Missed,,,,,,,,,,,,,,,,,,
238,PT05M33.00S,2024-02-10T21:17:50.6Z,2,REGULAR,rebound,defensive,[],1641709,,,1610612765,43,48,2024-02-10T21:17:50Z,2340000,False,,,0,,A. Thompson REBOUND (Off:2 Def:3),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Left Center,,,,,237.0,,,,,5.0,3.0,2.0,,,,,,,,
239,PT05M30.00S,2024-02-10T21:17:57.5Z,2,REGULAR,foul,personal,[],202331,,,1610612765,43,48,2024-02-10T21:18:03Z,2350000,False,,,0,,P. George personal FOUL (2 PF),"[202331, 1630595]",1610612746.0,LAC,,,,George,P. George,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,2003.0,,,,2.0,0.0,Cunningham,1630595.0
241,PT05M30.00S,2024-02-10T21:18:05.3Z,2,REGULAR,substitution,out,[],1629599,,,1610612765,43,48,2024-02-10T21:18:20Z,2370000,False,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M30.00S,2024-02-10T21:18:05.3Z,2,REGULAR,substitution,out,[],1626181,,,1610612765,43,48,2024-02-10T21:18:20Z,2380000,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M30.00S,2024-02-10T21:18:05.3Z,2,REGULAR,substitution,in,[],202695,,,1610612765,43,48,2024-02-10T21:18:20Z,2390000,False,,,0,,SUB in: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M30.00S,2024-02-10T21:18:05.3Z,2,REGULAR,substitution,in,[],1629611,,,1610612765,43,48,2024-02-10T21:18:20Z,2400000,False,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M22.00S,2024-02-10T21:18:26.9Z,2,REGULAR,2pt,Jump Shot,[],1631093,2.7102496714848883,29.901960784313726,1610612765,43,48,2024-02-10T21:26:08Z,2410000,False,100.0,-27.0,1,left,MISS J. Ivey 10' floating Shot,[1631093],1610612765.0,DET,floating,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Right,10.41,Missed,,,,,,,,,,,,,,,,,,
246,PT05M18.00S,2024-02-10T21:18:30.9Z,2,REGULAR,rebound,offensive,[],1630649,,,1610612765,43,48,2024-02-10T21:26:08Z,2420000,False,,,0,,S. Umude REBOUND (Off:1 Def:0),[1630649],1610612765.0,DET,,,,Umude,S. Umude,,,,,Mid-Range,8-16 Right,,,,,245.0,,,,,1.0,0.0,1.0,,,,,,,,
247,PT05M15.00S,2024-02-10T21:18:34.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630595,21.107095926412615,40.931372549019606,1610612765,43,50,2024-02-10T21:18:39Z,2430000,False,45.0,146.0,1,left,C. Cunningham 15' pullup Jump Shot (7 PTS) (S. Umude 1 AST),"[1630595, 1630649]",1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Center,15.28,Made,,,,7.0,S. Umude,1630649.0,1.0,,,,,,,,,,,
249,PT04M49.00S,2024-02-10T21:18:59.9Z,2,REGULAR,turnover,bad pass,[],202695,,,1610612746,43,50,2024-02-10T21:19:03Z,2450000,False,,,0,,K. Leonard bad pass TURNOVER (1 TO),"[202695, 1641709]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,1.0,Thompson,1641709.0,,,,
250,PT04M49.00S,2024-02-10T21:18:59.9Z,2,REGULAR,steal,,[],1641709,,,1610612765,43,50,2024-02-10T21:19:01Z,2460000,False,,,0,,A. Thompson STEAL (1 STL),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
251,PT04M48.00S,2024-02-10T21:19:02.5Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641709,7.30946123521682,50.73529411764706,1610612765,43,52,2024-02-10T21:19:17Z,2470000,False,-4.0,16.0,1,left,A. Thompson running DUNK (4 PTS),[1641709],1610612765.0,DET,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,1.66,Made,,,,4.0,,,,,,,,,,,,,,
252,PT04M47.00S,2024-02-10T21:19:08.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,43,52,2024-02-10T21:19:08Z,2480000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M28.00S,2024-02-10T21:22:45.2Z,2,REGULAR,3pt,Jump Shot,[],202331,69.07030223390277,28.676470588235293,1610612746,46,52,2024-02-10T21:22:51Z,2490000,False,-107.0,238.0,1,right,P. George 26' 3PT step back (13 PTS),[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,Above the Break 3,24+ Left Center,26.1,Made,,,,13.0,,,,,,,,,,,,,,
254,PT04M00.00S,2024-02-10T21:23:13.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641709,5.863994743758213,49.50980392156863,1610612765,46,52,2024-02-10T21:27:22Z,2500000,False,2.0,3.0,1,left,MISS A. Thompson reverse Layup,[1641709],1610612765.0,DET,reverse,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,0.36,Missed,,,,,,,,,,,,,,,,,,
255,PT03M58.00S,2024-02-10T21:23:15.0Z,2,REGULAR,rebound,defensive,[],201935,,,1610612746,46,52,2024-02-10T21:23:17Z,2510000,False,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,254.0,,,,,3.0,3.0,0.0,,,,,,,,
256,PT03M50.00S,2024-02-10T21:23:23.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202695,92.9862023653088,47.549019607843135,1610612746,46,52,2024-02-10T21:23:27Z,2520000,False,-12.0,13.0,1,right,MISS K. Leonard driving finger roll Layup,[202695],1610612746.0,LAC,driving finger roll,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,1.82,Missed,,,,,,,,,,,,,,,,,,
