actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-02-26T02:46:30.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-26T02:46:30Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-02-26T02:46:31.9Z,1,REGULAR,jumpball,recovered,[],201935,,,1610612746,0,0,2024-02-26T02:46:31Z,40000,False,,,0,,Jump Ball I. Zubac vs. D. Sabonis: Tip to J. Harden,"[201935, 1627826, 1627734]",1610612746.0,LAC,startperiod,J. Harden,201935.0,Harden,J. Harden,Zubac,1627826.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2024-02-26T02:46:48.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,87.17148488830486,49.50980392156863,1610612746,2,0,2024-02-26T02:46:54Z,70000,False,-2.0,68.0,1,right,I. Zubac 6' driving Hook (2 PTS) (J. Harden 1 AST),"[1627826, 201935]",1610612746.0,LAC,driving,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,6.81,Made,2.0,J. Harden,201935.0,1.0,,,,,,,,,,,,,,
9,PT11M19.00S,2024-02-26T02:47:10.4Z,1,REGULAR,turnover,bad pass,[],1631099,,,1610612758,2,0,2024-02-26T02:47:17Z,90000,False,,,0,,K. Murray bad pass TURNOVER (1 TO),"[1631099, 1627826]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Zubac,1627826.0,,,,,,,,,,,
10,PT11M19.00S,2024-02-26T02:47:10.4Z,1,REGULAR,steal,,[],1627826,,,1610612746,2,0,2024-02-26T02:47:12Z,100000,False,,,0,,I. Zubac STEAL (1 STL),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M14.00S,2024-02-26T02:47:15.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629611,92.95335085413929,50.98039215686275,1610612746,4,0,2024-02-26T02:47:28Z,110000,False,5.0,14.0,1,right,T. Mann running reverse Layup (2 PTS) (N. Powell 1 AST),"[1629611, 1626181]",1610612746.0,LAC,running reverse,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,1.45,Made,2.0,N. Powell,1626181.0,1.0,,,,,,,,,,,,,,
13,PT11M05.00S,2024-02-26T02:47:24.3Z,1,REGULAR,3pt,Jump Shot,[],1628368,34.21484888304862,39.21568627450981,1610612758,4,0,2024-02-26T02:47:31Z,130000,False,54.0,269.0,1,left,MISS D. Fox 27' 3PT,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,27.44,Missed,,,,,,,,,,,,,,,,,,
14,PT11M05.00S,2024-02-26T02:47:24.3Z,1,REGULAR,rebound,offensive,[],203084,,,1610612758,4,0,2024-02-26T02:47:31Z,140000,False,,,0,,H. Barnes REBOUND (Off:1 Def:0),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Center,,,,,,,,,,13.0,1.0,0.0,1.0,,,,,,,
15,PT11M00.00S,2024-02-26T02:47:28.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203084,14.848883048620237,44.48529411764706,1610612758,4,2,2024-02-26T02:47:45Z,150000,False,28.0,87.0,1,left,H. Barnes 9' Jump Shot (2 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),8-16 Center,9.14,Made,2.0,,,,,,,,,,,,,,,,,
16,PT10M38.00S,2024-02-26T02:47:51.0Z,1,REGULAR,2pt,Jump Shot,[],202695,77.84165571616295,69.36274509803921,1610612746,4,2,2024-02-26T02:47:58Z,160000,False,97.0,156.0,1,right,MISS K. Leonard 18' fadeaway Shot,[202695],1610612746.0,LAC,fadeaway,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Right Center,18.34,Missed,,,,,,,,,,,,,,,,,,
17,PT10M36.00S,2024-02-26T02:47:53.0Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,4,2,2024-02-26T02:47:58Z,170000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,16.0,1.0,1.0,0.0,,,,,,,
