actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
15,PT11M13.00S,2023-10-26T02:44:20.4Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,0,0,2023-10-26T02:44:24Z,150000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,
17,PT10M56.00S,2023-10-26T02:44:55.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202695,92.69053876478318,48.774509803921575,1610612746,2,0,2023-10-26T02:45:19Z,170000,False,-6.0,16.0,1,right,K. Leonard cutting DUNK (2 PTS) (P. George 1 AST),"[202695, 202331]",1610612746.0,LAC,cutting,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,1.73,Made,,,,,,,2.0,P. George,202331.0,1.0,,,,,,
19,PT10M43.00S,2023-10-26T02:45:12.0Z,1,REGULAR,foul,personal,[],202695,,,1610612757,2,0,2023-10-26T02:45:22Z,190000,False,,,0,,K. Leonard personal FOUL (1 PF),"[202695, 203924]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Left,202056.0,,,,,,,,,,,,,,1.0,0.0,Grant,203924.0,,
21,PT10M34.00S,2023-10-26T02:45:38.7Z,1,REGULAR,2pt,Jump Shot,[],1630703,15.029566360052556,68.87254901960785,1610612757,2,0,2023-10-26T02:45:45Z,210000,False,-94.0,89.0,1,left,MISS S. Henderson 12' floating Shot,[1630703],1610612757.0,POR,floating,,,Henderson,S. Henderson,,,,,Mid-Range,8-16 Left,,,12.96,Missed,,,,,,,,,,,,,,,,
22,PT10M31.00S,2023-10-26T02:45:41.7Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,2,0,2023-10-26T02:45:45Z,220000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Left,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,
23,PT10M26.00S,2023-10-26T02:45:46.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203496,89.4053876478318,95.09803921568627,1610612746,2,0,2023-10-26T02:45:54Z,230000,False,225.0,47.0,1,right,MISS R. Covington running 3PT,[203496],1610612746.0,LAC,running,,,Covington,R. Covington,,,,,Right Corner 3,24+ Right,,,23.04,Missed,,,,,,,,,,,,,,,,
24,PT10M26.00S,2023-10-26T02:45:46.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,2,0,2023-10-26T02:45:54Z,240000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Right Corner 3,24+ Right,,,,,23.0,,,,,,,,,,,,,,,
25,PT10M26.00S,2023-10-26T02:45:53.1Z,1,REGULAR,foul,personal,[],1629028,,,1610612746,2,0,2023-10-26T02:46:13Z,250000,False,,,0,,D. Ayton loose ball personal FOUL (1 PF),"[1629028, 1627826]",1610612757.0,POR,loose ball,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,1155.0,,,,,,,,,,,,,,1.0,0.0,Zubac,1627826.0,,
27,PT10M17.00S,2023-10-26T02:46:15.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",201566,92.69053876478318,46.32352941176471,1610612746,4,0,2023-10-26T02:46:24Z,270000,False,-18.0,16.0,1,right,R. Westbrook cutting DUNK (2 PTS) (K. Leonard 1 AST),"[201566, 202695]",1610612746.0,LAC,cutting,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,2.45,Made,,,,,,,2.0,K. Leonard,202695.0,1.0,,,,,,
30,PT10M00.00S,2023-10-26T02:46:51.2Z,1,REGULAR,turnover,lost ball,[],1629680,,,1610612757,4,0,2023-10-26T02:46:55Z,300000,False,,,0,,M. Thybulle lost ball TURNOVER (2 TO),"[1629680, 202331]",1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Above the Break 3,24+ Right Center,,2.0,,,,,,,,,,,,,,,,,George,202331.0
31,PT10M00.00S,2023-10-26T02:46:51.2Z,1,REGULAR,steal,,[],202331,,,1610612746,4,0,2023-10-26T02:46:53Z,310000,False,,,0,,P. George STEAL (1 STL),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
32,PT09M49.00S,2023-10-26T02:47:00.8Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627826,87.69710906701708,42.15686274509803,1610612746,4,0,2023-10-26T02:47:05Z,320000,False,-39.0,63.0,1,right,MISS I. Zubac 7' Hook,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,7.43,Missed,,,,,,,,,,,,,,,,
33,PT09M47.00S,2023-10-26T02:47:02.8Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612757,4,0,2023-10-26T02:47:05Z,330000,False,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,32.0,2.0,2.0,0.0,,,,,,,,,,,,
34,PT09M39.00S,2023-10-26T02:47:12.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,18.84034165571616,48.0392156862745,1610612757,4,2,2023-10-26T02:47:17Z,340000,False,10.0,125.0,1,left,A. Simons 12' pullup Jump Shot (2 PTS),[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,In The Paint (Non-RA),8-16 Center,,,12.5,Made,,,,,,,2.0,,,,,,,,,
35,PT09M36.00S,2023-10-26T02:47:17.5Z,1,REGULAR,foul,personal,[],1630703,,,1610612746,4,2,2023-10-26T02:47:23Z,350000,False,,,0,,S. Henderson personal FOUL (1 PF),"[1630703, 201566]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Mid-Range,16-24 Right Center,202056.0,,,,,,,,,,,,,,1.0,0.0,Westbrook,201566.0,,
37,PT09M18.00S,2023-10-26T02:47:57.9Z,1,REGULAR,turnover,bad pass,[],202331,,,1610612746,4,2,2023-10-26T02:48:04Z,370000,False,,,0,,P. George bad pass TURNOVER (2 TO),"[202331, 1629028]",1610612746.0,LAC,,,,George,P. George,,,,,Mid-Range,16-24 Right Center,,2.0,,,,,,,,,,,,,,,,,Ayton,1629028.0
38,PT09M18.00S,2023-10-26T02:47:57.9Z,1,REGULAR,steal,,[],1629028,,,1610612757,4,2,2023-10-26T02:48:00Z,380000,False,,,0,,D. Ayton STEAL (1 STL),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
39,PT09M13.00S,2023-10-26T02:48:02.4Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630703,8.459264126149804,50.0,1610612757,4,2,2023-10-26T02:48:43Z,390000,False,0.0,27.0,1,left,MISS S. Henderson running DUNK - blocked,"[1630703, 1627826]",1610612757.0,POR,running,,,Henderson,S. Henderson,,,,,Restricted Area,0-8 Center,,,2.7,Missed,,,,,Zubac,1627826.0,,,,,,,,,,
40,PT09M13.00S,2023-10-26T02:48:02.4Z,1,REGULAR,block,,[],1627826,,,1610612757,4,2,2023-10-26T02:48:04Z,400000,False,,,0,,I. Zubac BLOCK (1 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
41,PT09M13.00S,2023-10-26T02:48:02.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,4,2,2023-10-26T02:49:23Z,410000,False,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,,,39.0,,,,,,,,,,,,,,,
42,PT09M06.00S,2023-10-26T02:48:26.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",203924,16.606438896189218,56.372549019607845,1610612757,4,4,2023-10-26T02:48:32Z,420000,False,-32.0,104.0,1,left,J. Grant 10' fadeaway Jump Shot (2 PTS),[203924],1610612757.0,POR,fadeaway,,,Grant,J. Grant,,,,,In The Paint (Non-RA),8-16 Center,,,10.84,Made,,,,,,,2.0,,,,,,,,,
43,PT08M54.00S,2023-10-26T02:48:38.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202331,92.95335085413929,49.26470588235294,1610612746,6,4,2023-10-26T02:48:56Z,430000,False,-4.0,14.0,1,right,P. George cutting DUNK (2 PTS) (R. Westbrook 1 AST),"[202331, 201566]",1610612746.0,LAC,cutting,,,George,P. George,,,,,Restricted Area,0-8 Center,,,1.42,Made,,,,,,,2.0,R. Westbrook,201566.0,1.0,,,,,,
46,PT08M40.00S,2023-10-26T02:48:54.8Z,1,REGULAR,turnover,traveling,[],1630703,,,1610612757,6,4,2023-10-26T02:49:05Z,450000,False,,,0,,S. Henderson traveling TURNOVER (1 TO),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Mid-Range,16-24 Right Center,1155.0,1.0,,,,,,,,,,,,,,,,,,
47,PT08M30.00S,2023-10-26T02:49:22.2Z,1,REGULAR,violation,kicked ball,[],1629028,,,1610612746,6,4,2023-10-26T02:49:28Z,460000,False,,,0,,D. Ayton kicked ball VIOLATION,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,202056.0,,,,,,,,,,,,,,,,,,,
48,PT08M22.00S,2023-10-26T02:49:48.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202695,95.71287779237845,58.33333333333333,1610612746,6,4,2023-10-26T02:50:03Z,470000,False,42.0,-12.0,1,right,MISS K. Leonard driving floating Shot,[202695],1610612746.0,LAC,driving floating,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,4.34,Missed,,,,,,,,,,,,,,,,
49,PT08M21.00S,2023-10-26T02:49:49.5Z,1,REGULAR,rebound,offensive,[],202695,,,1610612746,6,4,2023-10-26T02:49:53Z,480000,False,,,0,,K. Leonard REBOUND (Off:1 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,,48.0,2.0,1.0,1.0,,,,,,,,,,,,
50,PT08M21.00S,2023-10-26T02:49:52.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",202695,94.40999984741211,50.0,1610612746,6,4,2023-10-26T02:49:57Z,490000,False,0.0,0.0,1,right,MISS K. Leonard tip Layup - blocked,"[202695, 203924]",1610612746.0,LAC,tip,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,0.0,Missed,,,,,Grant,203924.0,,,,,,,,,,
51,PT08M21.00S,2023-10-26T02:49:52.4Z,1,REGULAR,block,,[],203924,,,1610612746,6,4,2023-10-26T02:49:54Z,500000,False,,,0,,J. Grant BLOCK (1 BLK),[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
52,PT08M21.00S,2023-10-26T02:49:52.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,6,4,2023-10-26T02:49:57Z,510000,False,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Restricted Area,0-8 Center,,,,,50.0,,,,,,,,,,,,,,,
54,PT08M12.00S,2023-10-26T02:50:10.9Z,1,REGULAR,foul,offensive,[],1629028,,,1610612757,6,4,2023-10-26T02:50:20Z,530000,False,,,0,,D. Ayton charge offensive FOUL (2 PF),"[1629028, 202695]",1610612757.0,POR,charge,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,202056.0,,,,,,,,,,,,,,2.0,0.0,Leonard,202695.0,,
56,PT08M12.00S,2023-10-26T02:50:10.9Z,1,REGULAR,turnover,offensive foul,[],1629028,,,1610612757,6,4,2023-10-26T02:50:20Z,550000,False,,,0,,D. Ayton offensive foul TURNOVER (1 TO),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,202056.0,1.0,,,,,,,,,,,,,,,,,,
57,PT08M12.00S,2023-10-26T02:50:25.5Z,1,REGULAR,substitution,out,[],1629028,,,1610612746,6,4,2023-10-26T02:50:31Z,560000,False,,,0,,SUB out: D. Ayton,[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT08M12.00S,2023-10-26T02:50:25.5Z,1,REGULAR,substitution,in,[],1629057,,,1610612746,6,4,2023-10-26T02:50:31Z,570000,False,,,0,,SUB in: R. Williams III,[1629057],1610612757.0,POR,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT08M00.00S,2023-10-26T02:50:49.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202695,93.08475689881735,2.4509803921568647,1610612746,9,4,2023-10-26T02:50:53Z,580000,False,-238.0,13.0,1,right,K. Leonard 3PT  (5 PTS) (R. Westbrook 2 AST),"[202695, 201566]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Left Corner 3,24+ Left,,,23.8,Made,,,,,,,5.0,R. Westbrook,201566.0,2.0,,,,,,
61,PT07M47.00S,2023-10-26T02:51:04.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,13.452693823915894,53.18627450980392,1610612757,9,4,2023-10-26T02:51:10Z,600000,False,-16.0,74.0,1,left,MISS R. Williams III 7' cutting DUNK - blocked,"[1629057, 1627826]",1610612757.0,POR,cutting,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,7.57,Missed,,,,,Zubac,1627826.0,,,,,,,,,,
62,PT07M47.00S,2023-10-26T02:51:04.0Z,1,REGULAR,block,,[],1627826,,,1610612757,9,4,2023-10-26T02:51:08Z,610000,False,,,0,,I. Zubac BLOCK (2 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
63,PT07M41.00S,2023-10-26T02:51:10.0Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,9,4,2023-10-26T02:51:10Z,620000,False,,,0,,I. Zubac REBOUND (Off:0 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,61.0,2.0,2.0,0.0,,,,,,,,,,,,
64,PT07M41.00S,2023-10-26T02:51:12.7Z,1,REGULAR,foul,offensive,[],1627826,,,1610612746,9,4,2023-10-26T02:51:24Z,630000,False,,,0,,I. Zubac charge offensive FOUL (1 PF),"[1627826, 1629014]",1610612746.0,LAC,charge,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,1155.0,,,,,,,,,,,,,,1.0,0.0,Simons,1629014.0,,
66,PT07M41.00S,2023-10-26T02:51:12.7Z,1,REGULAR,turnover,offensive foul,[],1627826,,,1610612746,9,4,2023-10-26T02:51:12Z,650000,False,,,0,,I. Zubac offensive foul TURNOVER (1 TO),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,1155.0,1.0,,,,,,,,,,,,,,,,,,
67,PT07M30.00S,2023-10-26T02:51:53.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203924,26.461892247043366,83.82352941176471,1610612757,9,4,2023-10-26T02:51:58Z,660000,False,-169.0,196.0,1,left,MISS J. Grant 25' 3PT,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,Above the Break 3,24+ Left Center,,,25.9,Missed,,,,,,,,,,,,,,,,
68,PT07M27.00S,2023-10-26T02:51:56.8Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,9,4,2023-10-26T02:51:58Z,670000,False,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,,,67.0,1.0,1.0,0.0,,,,,,,,,,,,
69,PT07M17.00S,2023-10-26T02:52:06.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627826,92.95335085413929,49.754901960784316,1610612746,11,4,2023-10-26T02:52:12Z,680000,False,-1.0,14.0,1,right,I. Zubac DUNK (2 PTS) (R. Westbrook 3 AST),"[1627826, 201566]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,1.38,Made,,,,,,,2.0,R. Westbrook,201566.0,3.0,,,,,,
71,PT07M05.00S,2023-10-26T02:52:18.0Z,1,REGULAR,turnover,bad pass,[],1630703,,,1610612757,11,4,2023-10-26T02:52:34Z,700000,False,,,0,,S. Henderson bad pass TURNOVER (2 TO),"[1630703, 203496]",1610612757.0,POR,,,,Henderson,S. Henderson,,,,,In The Paint (Non-RA),8-16 Left,,2.0,,,,,,,,,,,,,,,,,Covington,203496.0
72,PT07M05.00S,2023-10-26T02:52:18.0Z,1,REGULAR,steal,,[],203496,,,1610612746,11,4,2023-10-26T02:52:19Z,710000,False,,,0,,R. Covington STEAL (1 STL),[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
73,PT07M02.00S,2023-10-26T02:52:21.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201566,94.13600525624179,48.28431372549019,1610612746,13,4,2023-10-26T02:52:39Z,720000,False,-9.0,3.0,1,right,R. Westbrook running alley-oop DUNK (4 PTS) (P. George 2 AST),"[201566, 202331]",1610612746.0,LAC,running alley-oop,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,0.9,Made,,,,,,,4.0,P. George,202331.0,2.0,,,,,,
75,PT07M02.00S,2023-10-26T02:52:41.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,13,4,2023-10-26T02:52:41Z,740000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT07M02.00S,2023-10-26T02:55:29.1Z,1,REGULAR,substitution,out,[],1629014,,,1610612757,13,4,2023-10-26T02:55:38Z,750000,False,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT07M02.00S,2023-10-26T02:55:29.1Z,1,REGULAR,substitution,in,[],1631101,,,1610612757,13,4,2023-10-26T02:55:38Z,760000,False,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M42.00S,2023-10-26T02:55:48.4Z,1,REGULAR,2pt,Jump Shot,[],203924,23.833771353482263,33.33333333333334,1610612757,13,6,2023-10-26T02:55:58Z,770000,False,83.0,172.0,1,left,J. Grant 19' pullup Jump Shot (4 PTS) (S. Sharpe 1 AST),"[203924, 1631101]",1610612757.0,POR,pullup,,,Grant,J. Grant,,,,,Mid-Range,16-24 Right Center,,,19.07,Made,,,,,,,4.0,S. Sharpe,1631101.0,1.0,,,,,,
80,PT06M18.00S,2023-10-26T02:56:12.0Z,1,REGULAR,2pt,Jump Shot,[],202695,78.23587385019711,35.294117647058826,1610612746,13,6,2023-10-26T02:56:18Z,790000,False,-74.0,152.0,1,right,MISS K. Leonard 16' Jump Shot,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Left Center,,,16.89,Missed,,,,,,,,,,,,,,,,
81,PT06M16.00S,2023-10-26T02:56:14.0Z,1,REGULAR,rebound,defensive,[],1631101,,,1610612757,13,6,2023-10-26T02:56:18Z,800000,False,,,0,,S. Sharpe REBOUND (Off:0 Def:1),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Left Center,,,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,
82,PT06M10.00S,2023-10-26T02:56:20.7Z,1,REGULAR,3pt,Jump Shot,[],1630703,14.50394218134035,96.32352941176471,1610612757,13,6,2023-10-26T02:56:28Z,810000,False,-232.0,84.0,1,left,MISS S. Henderson 24' 3PT,[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Left Corner 3,24+ Left,,,24.63,Missed,,,,,,,,,,,,,,,,
83,PT06M07.00S,2023-10-26T02:56:23.7Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,13,6,2023-10-26T02:56:28Z,820000,False,,,0,,K. Leonard REBOUND (Off:1 Def:2),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Left Corner 3,24+ Left,,,,,82.0,3.0,2.0,1.0,,,,,,,,,,,,
84,PT06M04.00S,2023-10-26T02:56:26.8Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",203496,93.61038107752957,51.71568627450981,1610612746,15,6,2023-10-26T02:56:35Z,830000,False,9.0,8.0,1,right,R. Covington running DUNK (2 PTS) (K. Leonard 2 AST),"[203496, 202695]",1610612746.0,LAC,running,,,Covington,R. Covington,,,,,Restricted Area,0-8 Center,,,1.15,Made,,,,,,,2.0,K. Leonard,202695.0,2.0,,,,,,
86,PT05M43.00S,2023-10-26T02:56:47.4Z,1,REGULAR,3pt,Jump Shot,[],1631101,26.461892247043366,83.82352941176471,1610612757,15,6,2023-10-26T02:56:53Z,850000,False,-169.0,196.0,1,left,MISS S. Sharpe 25' 3PT,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,,,25.9,Missed,,,,,,,,,,,,,,,,
87,PT05M39.00S,2023-10-26T02:56:51.4Z,1,REGULAR,rebound,offensive,[],1630703,,,1610612757,15,6,2023-10-26T02:56:53Z,860000,False,,,0,,S. Henderson REBOUND (Off:1 Def:0),[1630703],1610612757.0,POR,,,,Henderson,S. Henderson,,,,,Above the Break 3,24+ Left Center,,,,,86.0,1.0,0.0,1.0,,,,,,,,,,,,
88,PT05M37.00S,2023-10-26T02:56:53.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629680,7.408015768725363,94.6078431372549,1610612757,15,6,2023-10-26T02:56:58Z,870000,False,-223.0,17.0,1,left,MISS M. Thybulle 3PT,[1629680],1610612757.0,POR,,,,Thybulle,M. Thybulle,,,,,Left Corner 3,24+ Left,,,22.37,Missed,,,,,,,,,,,,,,,,
