actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
16,PT10M29.00S,2024-03-13T02:07:26.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202695,13.452693823915894,26.225490196078425,1610612746,2,0,2024-03-13T02:07:34Z,160000,False,119.0,74.0,1,left,MISS K. Leonard 14' turnaround Shot,[202695],1610612746.0,LAC,turnaround,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Right,14.0,Missed,,,,,,,,,,,,,,,,,,
17,PT10M21.00S,2024-03-13T02:07:34.2Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,2,0,2024-03-13T02:07:34Z,170000,False,,,0,,I. Zubac REBOUND (Off:1 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Right,,,16.0,2.0,1.0,1.0,,,,,,,,,,,,,,
18,PT10M21.00S,2024-03-13T02:07:33.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1627826,5.590000152587891,50.0,1610612746,2,0,2024-03-13T02:07:36Z,180000,False,0.0,0.0,1,left,MISS I. Zubac tip Layup,[1627826],1610612746.0,LAC,tip,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
19,PT10M21.00S,2024-03-13T02:07:33.2Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,2,0,2024-03-13T02:07:36Z,190000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M08.00S,2024-03-13T02:07:47.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,90.8508541392904,65.19607843137254,1610612750,2,0,2024-03-13T02:07:51Z,200000,False,76.0,34.0,1,right,MISS J. McDaniels 8' pullup Shot,[1630183],1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Right,8.31,Missed,,,,,,,,,,,,,,,,,,
21,PT10M06.00S,2024-03-13T02:07:49.3Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,2,0,2024-03-13T02:07:51Z,210000,False,,,0,,I. Zubac REBOUND (Off:1 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Right,,,20.0,3.0,2.0,1.0,,,,,,,,,,,,,,
22,PT10M05.00S,2024-03-13T02:07:50.6Z,1,REGULAR,turnover,bad pass,[],1627826,,,1610612746,2,0,2024-03-13T02:07:53Z,220000,False,,,0,,I. Zubac bad pass TURNOVER (1 TO),"[1627826, 201144]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1.0,Conley,201144.0,,,,,,
23,PT10M05.00S,2024-03-13T02:07:50.6Z,1,REGULAR,steal,,[],201144,,,1610612750,2,0,2024-03-13T02:07:52Z,230000,False,,,0,,M. Conley STEAL (1 STL),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
24,PT09M58.00S,2024-03-13T02:07:56.9Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630162,93.47897503285151,44.36274509803921,1610612750,2,2,2024-03-13T02:09:08Z,240000,False,-28.0,9.0,1,right,A. Edwards running reverse Layup (2 PTS) (M. Conley 1 AST),"[1630162, 201144]",1610612750.0,MIN,running reverse,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.95,Made,,,,,2.0,M. Conley,201144.0,1.0,,,,,,,,,,
26,PT09M36.00S,2024-03-13T02:08:20.0Z,1,REGULAR,3pt,Jump Shot,[],202331,32.90078843626807,49.50980392156863,1610612746,5,2,2024-03-13T02:08:26Z,260000,False,2.0,257.0,1,left,P. George 25' 3PT step back (3 PTS),[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,Above the Break 3,24+ Center,25.68,Made,,,,,3.0,,,,,,,,,,,,,
27,PT09M21.00S,2024-03-13T02:08:36.5Z,1,REGULAR,turnover,out-of-bounds,[],201144,,,1610612750,5,2,2024-03-13T02:08:46Z,270000,False,,,0,,M. Conley bad pass out-of-bounds TURNOVER (1 TO),[201144],1610612750.0,MIN,bad pass,,,Conley,M. Conley,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1627961.0,1.0,,,,,,,,
28,PT09M02.00S,2024-03-13T02:09:00.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201935,25.804862023653087,12.74509803921569,1610612746,8,2,2024-03-13T02:09:05Z,280000,False,186.0,190.0,1,left,J. Harden 26' 3PT  (3 PTS) (K. Leonard 1 AST),"[201935, 202695]",1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,26.62,Made,,,,,3.0,K. Leonard,202695.0,1.0,,,,,,,,,,
30,PT08M42.00S,2024-03-13T02:09:22.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,89.01116951379764,47.79411764705882,1610612750,8,4,2024-03-13T02:09:28Z,300000,False,-11.0,51.0,1,right,K. Anderson floating Jump Shot (2 PTS) (J. McDaniels 1 AST),"[203937, 1630183]",1610612750.0,MIN,floating,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),0-8 Center,5.2,Made,,,,,2.0,J. McDaniels,1630183.0,1.0,,,,,,,,,,
32,PT08M42.00S,2024-03-13T02:09:25.1Z,1,REGULAR,foul,personal,['1freethrow'],202331,,,1610612750,8,4,2024-03-13T02:09:34Z,320000,False,,,0,,P. George shooting personal FOUL (1 PF) (Anderson 1 FT),"[202331, 203937]",1610612746.0,LAC,shooting,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627961.0,,,,1.0,0.0,Anderson,203937.0,,
34,PT08M42.00S,2024-03-13T02:09:55.9Z,1,REGULAR,freethrow,1 of 1,[],203937,,,1610612750,8,4,2024-03-13T02:09:55Z,340000,False,,,0,,MISS K. Anderson Free Throw 1 of 1,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
35,PT08M38.00S,2024-03-13T02:09:59.9Z,1,REGULAR,rebound,offensive,[],203937,,,1610612750,8,4,2024-03-13T02:10:00Z,350000,False,,,0,,K. Anderson REBOUND (Off:1 Def:0),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,34.0,1.0,0.0,1.0,,,,,,,,,,,,,,
36,PT08M33.00S,2024-03-13T02:10:04.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630162,83.88633377135349,37.254901960784316,1610612750,8,6,2024-03-13T02:10:08Z,360000,False,-64.0,99.0,1,right,A. Edwards 11' driving floating Jump Shot (4 PTS) (K. Anderson 1 AST),"[1630162, 203937]",1610612750.0,MIN,driving floating,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Left,11.77,Made,,,,,4.0,K. Anderson,203937.0,1.0,,,,,,,,,,
38,PT08M20.00S,2024-03-13T02:10:16.6Z,1,REGULAR,3pt,Jump Shot,[],201935,27.90735873850197,14.460784313725497,1610612746,8,6,2024-03-13T02:13:18Z,380000,False,178.0,210.0,1,left,MISS J. Harden 27' pullup 3PT,[201935],1610612746.0,LAC,pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,27.49,Missed,,,,,,,,,,,,,,,,,,
39,PT08M17.00S,2024-03-13T02:10:19.6Z,1,REGULAR,rebound,defensive,[],1630183,,,1610612750,8,6,2024-03-13T02:10:23Z,390000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,38.0,2.0,2.0,0.0,,,,,,,,,,,,,,
40,PT08M11.00S,2024-03-13T02:10:26.2Z,1,REGULAR,3pt,Jump Shot,[],1630162,70.74572930354796,26.225490196078425,1610612750,8,6,2024-03-13T02:13:35Z,400000,False,-119.0,222.0,1,right,MISS A. Edwards 25' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,25.23,Missed,,,,,,,,,,,,,,,,,,
41,PT08M08.00S,2024-03-13T02:10:29.2Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,8,6,2024-03-13T02:10:31Z,410000,False,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,40.0,1.0,1.0,0.0,,,,,,,,,,,,,,
42,PT07M56.00S,2024-03-13T02:10:40.9Z,1,REGULAR,3pt,Jump Shot,[],202331,16.212220762155056,4.901960784313729,1610612746,8,6,2024-03-13T02:10:44Z,420000,False,225.0,100.0,1,left,MISS P. George 24' step back 3PT,[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,Above the Break 3,24+ Right Center,24.66,Missed,,,,,,,,,,,,,,,,,,
43,PT07M54.00S,2024-03-13T02:10:42.9Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,8,6,2024-03-13T02:10:44Z,430000,False,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,,
44,PT07M45.00S,2024-03-13T02:10:52.2Z,1,REGULAR,3pt,Jump Shot,[],203937,93.61038107752957,3.9215686274509807,1610612750,8,6,2024-03-13T02:10:59Z,440000,False,-230.0,8.0,1,right,MISS K. Anderson 3PT,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Left Corner 3,24+ Left,23.05,Missed,,,,,,,,,,,,,,,,,,
45,PT07M39.00S,2024-03-13T02:10:58.2Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,8,6,2024-03-13T02:40:44Z,450000,False,,,0,,R. Gobert REBOUND (Off:2 Def:0),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Left Corner 3,24+ Left,,,44.0,2.0,0.0,2.0,,,,,,,,,,,,,,
46,PT07M33.00S,2024-03-13T02:11:03.6Z,1,REGULAR,turnover,bad pass,[],203937,,,1610612750,8,6,2024-03-13T02:11:07Z,460000,False,,,0,,K. Anderson bad pass TURNOVER (1 TO),"[203937, 202331]",1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1.0,George,202331.0,,,,,,
47,PT07M33.00S,2024-03-13T02:11:03.6Z,1,REGULAR,steal,,[],202331,,,1610612746,8,6,2024-03-13T02:11:05Z,470000,False,,,0,,P. George STEAL (1 STL),[202331],1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
48,PT07M24.00S,2024-03-13T02:11:13.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201935,28.95860709592641,22.303921568627445,1610612746,11,6,2024-03-13T02:11:17Z,480000,False,138.0,220.0,1,left,J. Harden 25' 3PT step back (6 PTS),[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,25.97,Made,,,,,6.0,,,,,,,,,,,,,
49,PT07M07.00S,2024-03-13T02:11:29.5Z,1,REGULAR,3pt,Jump Shot,[],1630162,71.27135348226018,25.735294117647058,1610612750,11,6,2024-03-13T02:11:34Z,490000,False,-121.0,218.0,1,right,MISS A. Edwards 24' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,24.9,Missed,,,,,,,,,,,,,,,,,,
50,PT07M03.00S,2024-03-13T02:11:33.5Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,11,6,2024-03-13T02:11:34Z,500000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,,,49.0,1.0,1.0,0.0,,,,,,,,,,,,,,
51,PT06M55.00S,2024-03-13T02:11:43.3Z,1,REGULAR,foul,personal,['2freethrow'],1630162,,,1610612746,11,6,2024-03-13T02:15:40Z,510000,False,,,0,,A. Edwards shooting personal FOUL (1 PF) (George 2 FT),"[1630162, 202331]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,202041.0,,,,1.0,0.0,George,202331.0,,
53,PT06M55.00S,2024-03-13T02:11:55.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,11,6,2024-03-13T02:11:55Z,530000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M55.00S,2024-03-13T02:15:40.9Z,1,REGULAR,freethrow,1 of 2,[],202331,,,1610612746,12,6,2024-03-13T02:15:40Z,540000,False,,,0,,P. George Free Throw 1 of 2 (4 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
55,PT06M55.00S,2024-03-13T02:15:58.9Z,1,REGULAR,freethrow,2 of 2,[],202331,,,1610612746,13,6,2024-03-13T02:15:58Z,550000,False,,,0,,P. George Free Throw 2 of 2 (5 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
56,PT06M40.00S,2024-03-13T02:16:17.4Z,1,REGULAR,3pt,Jump Shot,[],201144,72.9796320630749,21.813725490196077,1610612750,13,6,2024-03-13T02:18:20Z,560000,False,-141.0,201.0,1,right,MISS M. Conley 24' pullup 3PT,[201144],1610612750.0,MIN,pullup,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,24.59,Missed,,,,,,,,,,,,,,,,,,
57,PT06M36.00S,2024-03-13T02:16:21.4Z,1,REGULAR,rebound,offensive,[],203937,,,1610612750,13,6,2024-03-13T02:16:22Z,570000,False,,,0,,K. Anderson REBOUND (Off:2 Def:0),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Left Center,,,56.0,2.0,0.0,2.0,,,,,,,,,,,,,,
58,PT06M36.00S,2024-03-13T02:16:21.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203937,94.40999984741211,50.0,1610612750,13,8,2024-03-13T02:16:24Z,580000,False,0.0,0.0,1,right,K. Anderson tip Layup (4 PTS),[203937],1610612750.0,MIN,tip,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,4.0,,,,,,,,,,,,,
59,PT06M19.00S,2024-03-13T02:16:38.5Z,1,REGULAR,3pt,Jump Shot,[],1629611,12.00722733245729,96.56862745098039,1610612746,16,8,2024-03-13T02:16:42Z,590000,False,-233.0,60.0,1,left,T. Mann 24' 3PT  (3 PTS) (J. Harden 2 AST),"[1629611, 201935]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,Left Corner 3,24+ Left,24.05,Made,,,,,3.0,J. Harden,201935.0,2.0,,,,,,,,,,
61,PT05M59.00S,2024-03-13T02:17:01.5Z,1,REGULAR,foul,personal,[],1629611,,,1610612750,16,8,2024-03-13T02:17:07Z,610000,False,,,0,,T. Mann personal FOUL (1 PF),"[1629611, 203497]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202041.0,,,,1.0,0.0,Gobert,203497.0,,
63,PT05M59.00S,2024-03-13T02:17:08.0Z,1,REGULAR,substitution,out,[],203937,,,1610612750,16,8,2024-03-13T02:17:15Z,630000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M59.00S,2024-03-13T02:17:08.0Z,1,REGULAR,substitution,out,[],201144,,,1610612750,16,8,2024-03-13T02:17:15Z,640000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M59.00S,2024-03-13T02:17:08.0Z,1,REGULAR,substitution,in,[],1629675,,,1610612750,16,8,2024-03-13T02:17:15Z,650000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M59.00S,2024-03-13T02:17:08.0Z,1,REGULAR,substitution,in,[],1629638,,,1610612750,16,8,2024-03-13T02:17:15Z,660000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M50.00S,2024-03-13T02:17:37.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,93.34756898817345,45.833333333333336,1610612750,16,8,2024-03-13T02:17:42Z,670000,False,-21.0,10.0,1,right,MISS J. McDaniels driving reverse Layup,[1630183],1610612750.0,MIN,driving reverse,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,2.31,Missed,,,,,,,,,,,,,,,,,,
68,PT05M48.00S,2024-03-13T02:17:39.2Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,16,8,2024-03-13T02:17:42Z,680000,False,,,0,,K. Leonard REBOUND (Off:0 Def:2),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,67.0,2.0,2.0,0.0,,,,,,,,,,,,,,
69,PT05M38.00S,2024-03-13T02:17:48.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,16.737844940867276,39.21568627450981,1610612746,18,8,2024-03-13T02:17:51Z,690000,False,54.0,105.0,1,left,K. Leonard 11' driving floating Jump Shot (2 PTS) (P. George 1 AST),"[202695, 202331]",1610612746.0,LAC,driving floating,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,11.78,Made,,,,,2.0,P. George,202331.0,1.0,,,,,,,,,,
71,PT05M23.00S,2024-03-13T02:18:04.2Z,1,REGULAR,3pt,Jump Shot,[],1630162,69.30026281208936,77.94117647058823,1610612750,18,8,2024-03-13T02:18:08Z,710000,False,140.0,236.0,1,right,MISS A. Edwards 27' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,27.43,Missed,,,,,,,,,,,,,,,,,,
72,PT05M18.00S,2024-03-13T02:18:09.2Z,1,REGULAR,rebound,offensive,[],1629675,,,1610612750,18,8,2024-03-13T02:18:08Z,720000,False,,,0,,N. Reid REBOUND (Off:1 Def:0),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Right Center,,,71.0,1.0,0.0,1.0,,,,,,,,,,,,,,
73,PT05M18.00S,2024-03-13T02:18:08.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629675,94.40999984741211,50.0,1610612750,18,10,2024-03-13T02:18:10Z,730000,False,0.0,0.0,1,right,N. Reid putback Layup (2 PTS),[1629675],1610612750.0,MIN,putback,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,2.0,,,,,,,,,,,,,
74,PT05M16.00S,2024-03-13T02:18:14.4Z,1,REGULAR,foul,personal,[],1629638,,,1610612746,18,10,2024-03-13T02:18:47Z,740000,False,,,0,,N. Alexander-Walker personal FOUL (1 PF),"[1629638, 201935]",1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,203593.0,,,,1.0,0.0,Harden,201935.0,,
76,PT05M16.00S,2024-03-13T02:18:35.9Z,1,REGULAR,substitution,out,[],1629675,,,1610612746,18,10,2024-03-13T02:18:38Z,760000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M16.00S,2024-03-13T02:18:35.9Z,1,REGULAR,substitution,in,[],203937,,,1610612746,18,10,2024-03-13T02:18:38Z,770000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M03.00S,2024-03-13T02:18:57.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,6.8823915900131425,35.78431372549019,1610612746,20,10,2024-03-13T02:20:18Z,780000,False,71.0,12.0,1,left,I. Zubac 7' turnaround Hook (4 PTS) (J. Harden 3 AST),"[1627826, 201935]",1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,7.21,Made,,,,,4.0,J. Harden,201935.0,3.0,,,,,,,,,,
80,PT04M47.00S,2024-03-13T02:19:13.3Z,1,REGULAR,turnover,bad pass,[],203937,,,1610612750,20,10,2024-03-13T02:19:17Z,800000,False,,,0,,K. Anderson bad pass TURNOVER (2 TO),"[203937, 201935]",1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,2.0,Harden,201935.0,,,,,,
81,PT04M47.00S,2024-03-13T02:19:13.3Z,1,REGULAR,steal,,[],201935,,,1610612746,20,10,2024-03-13T02:19:15Z,810000,False,,,0,,J. Harden STEAL (1 STL),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
82,PT04M42.00S,2024-03-13T02:19:19.8Z,1,REGULAR,foul,personal,[],203937,,,1610612746,20,10,2024-03-13T02:19:25Z,820000,False,,,0,,K. Anderson personal FOUL (1 PF),"[203937, 201935]",1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,202041.0,,,,1.0,0.0,Harden,201935.0,,
84,PT04M42.00S,2024-03-13T02:19:34.2Z,1,REGULAR,substitution,out,[],203937,,,1610612746,20,10,2024-03-13T02:19:37Z,840000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
