actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-01-21T20:41:15.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-21T20:41:15Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-01-21T20:41:18.9Z,1,REGULAR,jumpball,recovered,[],1627827,,,1610612751,0,0,2024-01-21T20:41:18Z,40000,False,,,0,,Jump Ball N. Claxton vs. M. Plumlee: Tip to D. Finney-Smith,"[1627827, 1629651, 203486]",1610612751.0,BKN,startperiod,D. Finney-Smith,1627827.0,Finney-Smith,D. Finney-Smith,Claxton,1629651.0,Plumlee,203486.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M52.00S,2024-01-21T20:41:21.2Z,1,REGULAR,3pt,Jump Shot,[],1628969,70.74572930354796,79.16666666666666,1610612751,0,3,2024-01-21T20:41:25Z,70000,False,146.0,222.0,1,right,M. Bridges 26' 3PT  (3 PTS) (S. Dinwiddie 1 AST),"[1628969, 203915]",1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,26.6,Made,3.0,S. Dinwiddie,203915.0,1.0,,,,,,,,,,,,,,
9,PT11M38.00S,2024-01-21T20:41:35.8Z,1,REGULAR,2pt,Jump Shot,[],202331,16.080814717476997,75.49019607843138,1610612746,0,3,2024-01-21T20:46:08Z,90000,False,-127.0,99.0,1,left,MISS P. George 16' fadeaway Shot,[202331],1610612746.0,LAC,fadeaway,,,George,P. George,,,,,Mid-Range,16-24 Left Center,16.12,Missed,,,,,,,,,,,,,,,,,,
10,PT11M35.00S,2024-01-21T20:41:38.8Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612751,0,3,2024-01-21T20:41:40Z,100000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Left Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M31.00S,2024-01-21T20:41:43.1Z,1,REGULAR,3pt,Jump Shot,[],1629661,68.51182654402103,77.69607843137254,1610612751,0,3,2024-01-21T20:42:01Z,110000,False,138.0,243.0,1,right,MISS C. Johnson 28' 3PT,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,28.01,Missed,,,,,,,,,,,,,,,,,,
12,PT11M26.00S,2024-01-21T20:41:48.1Z,1,REGULAR,rebound,defensive,[],203486,,,1610612746,0,3,2024-01-21T20:42:01Z,120000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Right Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT11M16.00S,2024-01-21T20:41:57.7Z,1,REGULAR,3pt,Jump Shot,[],201935,32.90078843626807,50.49019607843137,1610612746,0,3,2024-01-21T20:42:04Z,130000,False,-2.0,257.0,1,left,MISS J. Harden 25' step back 3PT,[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,25.68,Missed,,,,,,,,,,,,,,,,,,
14,PT11M16.00S,2024-01-21T20:41:57.7Z,1,REGULAR,rebound,defensive,[],203915,,,1610612751,0,3,2024-01-21T20:42:04Z,140000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT11M01.00S,2024-01-21T20:42:13.3Z,1,REGULAR,3pt,Jump Shot,[],1629661,92.55913272010513,3.67647058823529,1610612751,0,3,2024-01-21T20:42:18Z,150000,False,-232.0,17.0,1,right,MISS C. Johnson 3PT,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Left Corner 3,24+ Left,23.23,Missed,,,,,,,,,,,,,,,,,,
16,PT10M57.00S,2024-01-21T20:42:17.3Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,0,3,2024-01-21T20:42:18Z,160000,False,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Left Corner 3,24+ Left,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
17,PT10M39.00S,2024-01-21T20:42:35.1Z,1,REGULAR,2pt,Jump Shot,[],202331,21.20565045992116,74.01960784313725,1610612746,0,3,2024-01-21T20:42:41Z,170000,False,-120.0,147.0,1,left,MISS P. George 18' pullup Shot,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Mid-Range,16-24 Left Center,18.97,Missed,,,,,,,,,,,,,,,,,,
18,PT10M33.00S,2024-01-21T20:42:41.1Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612751,0,3,2024-01-21T20:42:41Z,180000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Mid-Range,16-24 Left Center,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,
