actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-02-29T03:13:42.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-29T03:13:42Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-02-29T03:13:45.9Z,1,REGULAR,jumpball,recovered,[],2544,,,1610612747,0,0,2024-02-29T03:13:45Z,40000,False,,,0,,Jump Ball A. Davis vs. D. Theis: Tip to L. James,"[2544, 203076, 1628464]",1610612747.0,LAL,startperiod,L. James,2544.0,James,L. James,Davis,203076.0,Theis,1628464.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2024-02-29T03:13:59.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629060,15.949408672798953,56.372549019607845,1610612747,0,0,2024-02-29T03:14:05Z,70000,False,-32.0,97.0,1,left,MISS R. Hachimura 10' pullup Shot,[1629060],1610612747.0,LAL,pullup,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),8-16 Center,10.25,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2024-02-29T03:14:02.3Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,0,0,2024-02-29T03:14:05Z,80000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M29.00S,2024-02-29T03:14:12.7Z,1,REGULAR,2pt,Jump Shot,[],201935,94.53022339027595,82.1078431372549,1610612746,2,0,2024-02-29T03:14:19Z,90000,False,161.0,-1.0,1,right,J. Harden 16' step back Jump Shot (2 PTS),[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Mid-Range,16-24 Right,16.05,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M15.00S,2024-02-29T03:14:26.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,16.343626806833115,48.28431372549019,1610612747,2,0,2024-02-29T03:14:34Z,100000,False,9.0,101.0,1,left,MISS A. Reaves 10' driving floating Shot,[1630559],1610612747.0,LAL,driving floating,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,10.15,Missed,,,,,,,,,,,,,,,,,,
11,PT11M13.00S,2024-02-29T03:14:29.0Z,1,REGULAR,rebound,offensive,[],1630559,,,1610612747,2,0,2024-02-29T03:14:29Z,110000,False,,,0,,A. Reaves REBOUND (Off:1 Def:0),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Center,,,10.0,1.0,0.0,1.0,,,,,,,,,,,,,,
12,PT11M12.00S,2024-02-29T03:14:30.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203076,7.802233902759525,49.50980392156863,1610612747,2,2,2024-02-29T03:14:37Z,120000,False,2.0,21.0,1,left,A. Davis Layup (2 PTS) (A. Reaves 1 AST),"[203076, 1630559]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,2.09,Made,,,,,2.0,A. Reaves,1630559.0,1.0,,,,,,,,,,
14,PT10M44.00S,2024-02-29T03:14:57.2Z,1,REGULAR,3pt,Jump Shot,[],201935,78.49868593955321,91.91176470588235,1610612746,2,2,2024-02-29T03:15:10Z,140000,False,210.0,150.0,1,right,MISS J. Harden 25' step back 3PT,[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,25.75,Missed,,,,,,,,,,,,,,,,,,
15,PT10M44.00S,2024-02-29T03:14:57.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,2,2,2024-02-29T03:15:02Z,150000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,14.0,,,,,,,,,,,,,,,,,
16,PT10M44.00S,2024-02-29T03:15:02.7Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612746,2,2,2024-02-29T03:15:07Z,160000,False,,,0,,LAC shot clock Team TURNOVER,[],1610612746.0,LAC,,,,,,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1146.0,,,,,,,,,
17,PT10M31.00S,2024-02-29T03:15:25.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629060,7.802233902759525,48.0392156862745,1610612747,2,4,2024-02-29T03:15:29Z,170000,False,10.0,21.0,1,left,R. Hachimura Layup (2 PTS) (A. Reaves 2 AST),"[1629060, 1630559]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,2.3,Made,,,,,2.0,A. Reaves,1630559.0,2.0,,,,,,,,,,
