actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
18,PT10M22.00S,2024-03-24T19:42:05.8Z,1,REGULAR,rebound,offensive,[],202695,,,1610612746,0,5,2024-03-24T19:42:08Z,180000,False,,,0,,K. Leonard REBOUND (Off:1 Def:0),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,17.0,1.0,0.0,1.0,,,,,,,,,,,,,,
19,PT10M21.00S,2024-03-24T19:42:07.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202695,76.39618922470433,88.23529411764706,1610612746,0,5,2024-03-24T19:42:12Z,190000,False,191.0,169.0,1,right,MISS K. Leonard 25' 3PT,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,25.54,Missed,,,,,,,,,,,,,,,,,,
20,PT10M17.00S,2024-03-24T19:42:11.4Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612755,0,5,2024-03-24T19:42:12Z,200000,False,,,0,,M. Bamba REBOUND (Off:0 Def:2),[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Right Center,,,19.0,2.0,2.0,0.0,,,,,,,,,,,,,,
21,PT10M10.00S,2024-03-24T19:42:18.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628964,12.270039421813408,49.50980392156863,1610612755,0,5,2024-03-24T19:42:22Z,210000,False,2.0,63.0,1,left,MISS M. Bamba 6' driving floating Shot,[1628964],1610612755.0,PHI,driving floating,,,Bamba,M. Bamba,,,,,In The Paint (Non-RA),0-8 Center,6.28,Missed,,,,,,,,,,,,,,,,,,
22,PT10M07.00S,2024-03-24T19:42:21.4Z,1,REGULAR,rebound,offensive,[],1627741,,,1610612755,0,5,2024-03-24T19:42:21Z,220000,False,,,0,,B. Hield REBOUND (Off:1 Def:0),[1627741],1610612755.0,PHI,,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,,,21.0,1.0,0.0,1.0,,,,,,,,,,,,,,
23,PT10M06.00S,2024-03-24T19:42:22.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1627741,7.933639947437584,21.813725490196077,1610612755,0,5,2024-03-24T19:42:27Z,230000,False,141.0,22.0,1,left,MISS B. Hield 14' Jump Shot,[1627741],1610612755.0,PHI,,,,Hield,B. Hield,,,,,Mid-Range,8-16 Right,14.26,Missed,,,,,,,,,,,,,,,,,,
24,PT10M03.00S,2024-03-24T19:42:25.5Z,1,REGULAR,rebound,offensive,[],1628964,,,1610612755,0,5,2024-03-24T19:42:27Z,240000,False,,,0,,M. Bamba REBOUND (Off:1 Def:2),[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Mid-Range,8-16 Right,,,23.0,3.0,2.0,1.0,,,,,,,,,,,,,,
25,PT10M03.00S,2024-03-24T19:42:26.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628964,5.590000152587891,50.0,1610612755,0,5,2024-03-24T19:42:29Z,250000,False,0.0,0.0,1,left,MISS M. Bamba tip Layup,[1628964],1610612755.0,PHI,tip,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
26,PT10M03.00S,2024-03-24T19:42:26.3Z,1,REGULAR,rebound,offensive,[],1626162,,,1610612755,0,5,2024-03-24T19:42:29Z,260000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:0),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,25.0,1.0,0.0,1.0,,,,,,,,,,,,,,
27,PT10M01.00S,2024-03-24T19:42:28.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202699,25.54204993429697,42.892156862745104,1610612755,0,7,2024-03-24T19:43:35Z,270000,False,36.0,188.0,1,left,T. Harris 19' pullup Jump Shot (7 PTS) (K. Oubre Jr. 1 AST),"[202699, 1626162]",1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,Mid-Range,16-24 Center,19.09,Made,,,,,,,7.0,K. Oubre Jr.,1626162.0,1.0,,,,,,,,
29,PT09M42.00S,2024-03-24T19:42:46.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202331,90.8508541392904,57.35294117647059,1610612746,0,7,2024-03-24T19:42:50Z,290000,False,37.0,34.0,1,right,MISS P. George driving Layup,[202331],1610612746.0,LAC,driving,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,4.98,Missed,,,,,,,,,,,,,,,,,,
30,PT09M39.00S,2024-03-24T19:42:49.6Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612755,0,7,2024-03-24T19:42:50Z,300000,False,,,0,,M. Bamba REBOUND (Off:1 Def:3),[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,In The Paint (Non-RA),0-8 Center,,,29.0,4.0,3.0,1.0,,,,,,,,,,,,,,
31,PT09M31.00S,2024-03-24T19:42:59.7Z,1,REGULAR,turnover,out-of-bounds,[],202699,,,1610612755,0,7,2024-03-24T19:43:07Z,310000,False,,,0,,T. Harris bad pass out-of-bounds TURNOVER (1 TO),[202699],1610612755.0,PHI,bad pass,,,Harris,T. Harris,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1146.0,1.0,,,,,,
32,PT09M25.00S,2024-03-24T19:43:18.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201935,94.00459921156373,45.09803921568627,1610612746,2,7,2024-03-24T19:43:23Z,320000,False,-25.0,4.0,1,right,J. Harden driving Layup (2 PTS),[201935],1610612746.0,LAC,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,2.48,Made,,,,,,,2.0,,,,,,,,,,,
33,PT09M25.00S,2024-03-24T19:43:23.0Z,1,REGULAR,foul,personal,['1freethrow'],1630178,,,1610612746,2,7,2024-03-24T19:43:31Z,330000,False,,,0,,T. Maxey shooting personal FOUL (1 PF) (Harden 1 FT),"[1630178, 201935]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627964.0,,1.0,0.0,Harden,201935.0,,
35,PT09M25.00S,2024-03-24T19:43:51.8Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],201935,,,1610612746,3,7,2024-03-24T19:43:51Z,350000,False,,,0,,J. Harden Free Throw 1 of 1 (3 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
36,PT09M01.00S,2024-03-24T19:44:17.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,8.459264126149804,39.4607843137255,1610612755,3,9,2024-03-24T19:44:20Z,360000,False,53.0,27.0,1,left,T. Maxey driving floating bank Jump Shot (2 PTS) (M. Bamba 1 AST),"[1630178, 1628964]",1610612755.0,PHI,driving floating bank,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,5.92,Made,,,,,,,2.0,M. Bamba,1628964.0,1.0,,,,,,,,
38,PT08M41.00S,2024-03-24T19:44:37.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,91.77069645203679,56.86274509803921,1610612746,5,9,2024-03-24T19:44:40Z,380000,False,34.0,25.0,1,right,I. Zubac driving bank Hook (2 PTS) (J. Harden 1 AST),"[1627826, 201935]",1610612746.0,LAC,driving bank,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,4.24,Made,,,,,,,2.0,J. Harden,201935.0,1.0,,,,,,,,
40,PT08M26.00S,2024-03-24T19:44:51.6Z,1,REGULAR,3pt,Jump Shot,[],1626162,8.065045992115643,3.67647058823529,1610612755,5,12,2024-03-24T19:46:12Z,400000,False,232.0,23.0,1,left,K. Oubre Jr. 3PT step back (3 PTS) (T. Maxey 1 AST),"[1626162, 1630178]",1610612755.0,PHI,step back,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,23.28,Made,,,,,,,3.0,T. Maxey,1630178.0,1.0,,,,,,,,
42,PT08M07.00S,2024-03-24T19:45:10.9Z,1,REGULAR,2pt,Jump Shot,[],202331,84.54336399474376,79.41176470588235,1610612746,7,12,2024-03-24T19:45:15Z,420000,False,147.0,93.0,1,right,P. George 17' step back Jump Shot (2 PTS),[202331],1610612746.0,LAC,step back,,,George,P. George,,,,,Mid-Range,16-24 Right,17.39,Made,,,,,,,2.0,,,,,,,,,,,
43,PT07M52.00S,2024-03-24T19:45:25.0Z,1,REGULAR,3pt,Jump Shot,[],1626162,8.984888304862025,4.411764705882348,1610612755,7,15,2024-03-24T19:45:28Z,430000,False,228.0,32.0,1,left,K. Oubre Jr. 3PT  (6 PTS) (T. Maxey 2 AST),"[1626162, 1630178]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,23.01,Made,,,,,,,6.0,T. Maxey,1630178.0,2.0,,,,,,,,
45,PT07M40.00S,2024-03-24T19:45:44.4Z,1,REGULAR,foul,personal,[],1626162,,,1610612746,7,15,2024-03-24T19:45:52Z,450000,False,,,0,,K. Oubre Jr. personal FOUL (1 PF),"[1626162, 201935]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1146.0,,1.0,0.0,Harden,201935.0,,
47,PT07M33.00S,2024-03-24T19:46:12.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,82.57227332457293,56.372549019607845,1610612746,9,15,2024-03-24T19:46:16Z,470000,False,32.0,111.0,1,right,J. Harden 11' floating Jump Shot (5 PTS) (I. Zubac 1 AST),"[201935, 1627826]",1610612746.0,LAC,floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,11.58,Made,,,,,,,5.0,I. Zubac,1627826.0,1.0,,,,,,,,
49,PT07M33.00S,2024-03-24T19:46:15.1Z,1,REGULAR,foul,personal,['1freethrow'],1626162,,,1610612746,9,15,2024-03-24T19:46:20Z,490000,False,,,0,,K. Oubre Jr. shooting personal FOUL (2 PF) (Harden 1 FT),"[1626162, 201935]",1610612755.0,PHI,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1628953.0,,2.0,0.0,Harden,201935.0,,
51,PT07M33.00S,2024-03-24T19:46:41.4Z,1,REGULAR,freethrow,1 of 1,[],201935,,,1610612746,10,15,2024-03-24T19:46:41Z,510000,False,,,0,,J. Harden Free Throw 1 of 1 (6 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,6.0,,,,,,,,,,,
52,PT07M20.00S,2024-03-24T19:46:56.1Z,1,REGULAR,3pt,Jump Shot,[],1626162,6.225361366622863,3.67647058823529,1610612755,10,15,2024-03-24T19:47:01Z,520000,False,232.0,6.0,1,left,MISS K. Oubre Jr. 3PT,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,23.17,Missed,,,,,,,,,,,,,,,,,,
53,PT07M16.00S,2024-03-24T19:47:00.1Z,1,REGULAR,rebound,offensive,[],1628964,,,1610612755,10,15,2024-03-24T19:47:00Z,530000,False,,,0,,M. Bamba REBOUND (Off:2 Def:3),[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Right Corner 3,24+ Right,,,52.0,5.0,3.0,2.0,,,,,,,,,,,,,,
54,PT07M08.00S,2024-03-24T19:47:07.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202699,15.686596583442835,45.09803921568627,1610612755,10,15,2024-03-24T19:47:11Z,540000,False,25.0,95.0,1,left,MISS T. Harris 9' driving floating Shot,[202699],1610612755.0,PHI,driving floating,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,9.81,Missed,,,,,,,,,,,,,,,,,,
55,PT07M04.00S,2024-03-24T19:47:10.7Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,10,15,2024-03-24T19:47:10Z,550000,False,,,0,,K. Leonard REBOUND (Off:1 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,,,54.0,2.0,1.0,1.0,,,,,,,,,,,,,,
56,PT06M42.00S,2024-03-24T19:47:32.9Z,1,REGULAR,2pt,Jump Shot,[],201935,93.87319316688567,21.32352941176471,1610612746,12,15,2024-03-24T19:47:36Z,560000,False,-143.0,5.0,1,right,J. Harden 14' step back Jump Shot (8 PTS),[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Mid-Range,8-16 Left,14.35,Made,,,,,,,8.0,,,,,,,,,,,
57,PT06M25.00S,2024-03-24T19:47:49.6Z,1,REGULAR,3pt,Jump Shot,[],1627741,34.08344283837057,77.94117647058823,1610612755,12,15,2024-03-24T19:47:53Z,570000,False,-140.0,268.0,1,left,MISS B. Hield 30' 3PT,[1627741],1610612755.0,PHI,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,30.21,Missed,,,,,,,,,,,,,,,,,,
58,PT06M22.00S,2024-03-24T19:47:52.6Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,12,15,2024-03-24T19:47:53Z,580000,False,,,0,,I. Zubac REBOUND (Off:0 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,57.0,2.0,2.0,0.0,,,,,,,,,,,,,,
59,PT06M08.00S,2024-03-24T19:48:07.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202695,91.11366622864652,38.970588235294116,1610612746,12,15,2024-03-24T19:48:11Z,590000,False,-55.0,31.0,1,right,MISS K. Leonard 6' driving Hook,[202695],1610612746.0,LAC,driving,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,6.32,Missed,,,,,,,,,,,,,,,,,,
60,PT06M05.00S,2024-03-24T19:48:10.0Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,12,15,2024-03-24T19:48:11Z,600000,False,,,0,,I. Zubac REBOUND (Off:1 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,59.0,3.0,2.0,1.0,,,,,,,,,,,,,,
61,PT06M05.00S,2024-03-24T19:48:09.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627826,94.40999984741211,50.0,1610612746,12,15,2024-03-24T19:48:17Z,610000,False,0.0,0.0,1,right,MISS I. Zubac tip Layup,[1627826],1610612746.0,LAC,tip,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
62,PT06M05.00S,2024-03-24T19:48:09.9Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,12,15,2024-03-24T19:48:17Z,620000,False,,,0,,I. Zubac REBOUND (Off:2 Def:2),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,61.0,4.0,2.0,2.0,,,,,,,,,,,,,,
63,PT06M04.00S,2024-03-24T19:48:11.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],201935,65.88370565045992,53.67647058823529,1610612746,12,15,2024-03-24T19:48:16Z,630000,False,18.0,268.0,1,right,MISS J. Harden 26' 3PT,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,26.88,Missed,,,,,,,,,,,,,,,,,,
64,PT06M00.00S,2024-03-24T19:48:15.7Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612755,12,15,2024-03-24T19:48:16Z,640000,False,,,0,,M. Bamba REBOUND (Off:2 Def:4),[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Center,,,63.0,6.0,4.0,2.0,,,,,,,,,,,,,,
65,PT05M52.00S,2024-03-24T19:48:23.4Z,1,REGULAR,3pt,Jump Shot,[],1627741,8.065045992115643,3.9215686274509807,1610612755,12,18,2024-03-24T19:48:27Z,650000,False,230.0,23.0,1,left,B. Hield 3PT  (3 PTS) (K. Oubre Jr. 2 AST),"[1627741, 1626162]",1610612755.0,PHI,,,,Hield,B. Hield,,,,,Right Corner 3,24+ Right,23.16,Made,,,,,,,3.0,K. Oubre Jr.,1626162.0,2.0,,,,,,,,
67,PT05M50.00S,2024-03-24T19:48:30.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,12,18,2024-03-24T19:48:30Z,670000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M38.00S,2024-03-24T19:51:43.3Z,1,REGULAR,3pt,Jump Shot,[],202331,70.74572930354796,73.2843137254902,1610612746,12,18,2024-03-24T19:51:48Z,680000,False,116.0,222.0,1,right,MISS P. George 25' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Right Center,25.11,Missed,,,,,,,,,,,,,,,,,,
69,PT05M34.00S,2024-03-24T19:51:47.3Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612755,12,18,2024-03-24T19:51:48Z,690000,False,,,0,,M. Bamba REBOUND (Off:2 Def:5),[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Right Center,,,68.0,7.0,5.0,2.0,,,,,,,,,,,,,,
70,PT05M26.00S,2024-03-24T19:51:55.5Z,1,REGULAR,3pt,Jump Shot,[],1628964,30.009855453350852,72.54901960784314,1610612755,12,21,2024-03-24T19:51:59Z,700000,False,-113.0,230.0,1,left,M. Bamba 25' 3PT  (3 PTS) (T. Harris 1 AST),"[1628964, 202699]",1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Left Center,25.58,Made,,,,,,,3.0,T. Harris,202699.0,1.0,,,,,,,,
72,PT05M00.00S,2024-03-24T19:52:21.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,92.16491458607096,49.50980392156863,1610612746,12,21,2024-03-24T19:52:25Z,720000,False,-2.0,21.0,1,right,MISS T. Mann driving Layup - blocked,"[1629611, 1628964]",1610612746.0,LAC,driving,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,2.12,Missed,,,,,Bamba,1628964.0,,,,,,,,,,,,
73,PT05M00.00S,2024-03-24T19:52:21.4Z,1,REGULAR,block,,[],1628964,,,1610612746,12,21,2024-03-24T19:52:23Z,730000,False,,,0,,M. Bamba BLOCK (2 BLK),[1628964],1610612755.0,PHI,,,,Bamba,M. Bamba,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
74,PT04M57.00S,2024-03-24T19:52:24.4Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612755,12,21,2024-03-24T19:52:25Z,740000,False,,,0,,B. Hield REBOUND (Off:1 Def:1),[1627741],1610612755.0,PHI,,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,,,72.0,2.0,1.0,1.0,,,,,,,,,,,,,,
75,PT04M55.00S,2024-03-24T19:52:26.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626162,7.802233902759525,54.411764705882355,1610612755,12,23,2024-03-24T19:52:32Z,750000,False,-22.0,21.0,1,left,K. Oubre Jr. running reverse Layup (8 PTS) (B. Hield 2 AST),"[1626162, 1627741]",1610612755.0,PHI,running reverse,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,3.03,Made,,,,,,,8.0,B. Hield,1627741.0,2.0,,,,,,,,
77,PT04M41.00S,2024-03-24T19:52:41.0Z,1,REGULAR,3pt,Jump Shot,[],1629611,90.5880420499343,96.56862745098039,1610612746,15,23,2024-03-24T19:52:44Z,770000,False,233.0,36.0,1,right,T. Mann 3PT  (3 PTS) (P. George 1 AST),"[1629611, 202331]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,Right Corner 3,24+ Right,23.56,Made,,,,,,,3.0,P. George,202331.0,1.0,,,,,,,,
79,PT04M18.00S,2024-03-24T19:53:03.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,13.32128777923785,39.70588235294118,1610612755,15,25,2024-03-24T19:53:06Z,790000,False,51.0,73.0,1,left,T. Harris 8' pullup Jump Shot (9 PTS),[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Right,8.91,Made,,,,,,,9.0,,,,,,,,,,,
80,PT04M05.00S,2024-03-24T19:53:17.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202331,92.95335085413929,44.85294117647059,1610612746,17,25,2024-03-24T19:53:21Z,800000,False,-26.0,14.0,1,right,P. George driving reverse Layup (4 PTS),[202331],1610612746.0,LAC,driving reverse,,,George,P. George,,,,,Restricted Area,0-8 Center,2.91,Made,,,,,,,4.0,,,,,,,,,,,
81,PT03M46.00S,2024-03-24T19:53:36.8Z,1,REGULAR,foul,offensive,[],202699,,,1610612755,17,25,2024-03-24T19:54:54Z,810000,False,,,0,,T. Harris offensive FOUL (1 PF),"[202699, 201935]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1627964.0,,1.0,0.0,Harden,201935.0,,
