actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-12-23T20:40:24.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-23T20:40:24Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M53.00S,2023-12-23T20:40:31.5Z,1,REGULAR,jumpball,recovered,[],1627759,,,1610612738,0,0,2023-12-23T20:40:31Z,40000,False,,,0,,Jump Ball A. Horford vs. I. Zubac: Tip to J. Brown,"[1627759, 201143, 1627826]",1610612738.0,BOS,startperiod,J. Brown,1627759.0,Brown,J. Brown,Horford,201143.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-12-23T20:40:39.0Z,1,REGULAR,3pt,Jump Shot,[],1627759,68.11760840998686,33.08823529411765,1610612738,0,3,2023-12-23T20:40:44Z,70000,False,-85.0,247.0,1,right,J. Brown 26' 3PT pullup (3 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,26.13,Made,3.0,,,,,,,,,,,,,,,,,
8,PT11M23.00S,2023-12-23T20:41:00.4Z,1,REGULAR,3pt,Jump Shot,[],202331,29.09001314060447,24.75490196078431,1610612746,3,3,2023-12-23T20:41:05Z,80000,False,126.0,221.0,1,left,P. George 25' 3PT pullup (3 PTS) (A. Coffey 1 AST),"[202331, 1629599]",1610612746.0,LAC,pullup,,,George,P. George,,,,,Above the Break 3,24+ Right Center,25.44,Made,3.0,A. Coffey,1629599.0,1.0,,,,,,,,,,,,,,
10,PT11M09.00S,2023-12-23T20:41:14.3Z,1,REGULAR,3pt,Jump Shot,[],1628369,67.32917214191853,36.029411764705884,1610612738,3,3,2023-12-23T20:41:18Z,100000,False,-70.0,255.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,26.4,Missed,,,,,,,,,,,,,,,,,,
11,PT11M07.00S,2023-12-23T20:41:16.3Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,3,3,2023-12-23T20:41:18Z,110000,False,,,0,,P. George REBOUND (Off:0 Def:1),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Center,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,
12,PT10M57.00S,2023-12-23T20:41:26.6Z,1,REGULAR,3pt,Jump Shot,[],201935,33.42641261498029,53.67647058823529,1610612746,3,3,2023-12-23T20:41:32Z,120000,False,-18.0,262.0,1,left,MISS J. Harden 26' step back 3PT,[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,26.23,Missed,,,,,,,,,,,,,,,,,,
13,PT10M54.00S,2023-12-23T20:41:30.3Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,3,3,2023-12-23T20:41:30Z,130000,False,,,0,,I. Zubac REBOUND (Off:1 Def:0),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Center,,,,,,,12.0,1.0,0.0,1.0,,,,,,,,,,
14,PT10M44.00S,2023-12-23T20:41:41.8Z,1,REGULAR,foul,personal,[],1627759,,,1610612746,3,3,2023-12-23T20:41:46Z,140000,False,,,0,,J. Brown personal FOUL (1 PF),"[1627759, 201935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,201246.0,1.0,0.0,Harden,201935.0,,,,,
16,PT10M31.00S,2023-12-23T20:42:15.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202331,28.695795006570307,21.813725490196077,1610612746,3,3,2023-12-23T20:42:20Z,160000,False,141.0,217.0,1,left,MISS P. George 25' pullup 3PT,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Above the Break 3,24+ Right Center,25.89,Missed,,,,,,,,,,,,,,,,,,
17,PT10M28.00S,2023-12-23T20:42:18.9Z,1,REGULAR,rebound,defensive,[],201950,,,1610612738,3,3,2023-12-23T20:42:20Z,170000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[201950],1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,
