actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-02-08T03:13:57.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-02-08T03:13:57Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2024-02-08T03:14:02.3Z,1,REGULAR,jumpball,recovered,[],203468,,,1610612740,0,0,2024-02-08T03:14:02Z,40000,False,,,0,,Jump Ball J. Valanciunas vs. I. Zubac: Tip to C. McCollum,"[203468, 202685, 1627826]",1610612740.0,NOP,startperiod,C. McCollum,203468.0,McCollum,C. McCollum,Valanciunas,202685.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2024-02-08T03:14:21.2Z,1,REGULAR,2pt,Jump Shot,[],202685,88.74835742444152,27.941176470588232,1610612740,0,2,2024-02-08T03:14:52Z,70000,False,-110.0,53.0,1,right,J. Valanciunas 12' turnaround fadeaway Jump Shot (2 PTS) (C. McCollum 1 AST),"[202685, 203468]",1610612740.0,NOP,turnaround fadeaway,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Left,12.25,Made,2.0,C. McCollum,203468.0,1.0,,,,,,,,,,,,,,
9,PT11M08.00S,2024-02-08T03:14:48.6Z,1,REGULAR,3pt,Jump Shot,[],202331,39.602496714848876,56.372549019607845,1610612746,0,2,2024-02-08T03:14:53Z,90000,False,-32.0,320.0,1,left,MISS P. George 32' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Center,32.14,Missed,,,,,,,,,,,,,,,,,,
10,PT11M05.00S,2024-02-08T03:14:51.4Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,0,2,2024-02-08T03:14:51Z,100000,False,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT10M59.00S,2024-02-08T03:14:58.5Z,1,REGULAR,2pt,Jump Shot,[],1627742,91.72141918528253,32.57506127450981,1610612740,0,2,2024-02-08T03:15:32Z,110000,False,-87.0,25.0,1,right,MISS B. Ingram 9' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Left,9.07,Missed,,,,,,,,,,,,,,,,,,
12,PT10M59.00S,2024-02-08T03:14:58.5Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,0,2,2024-02-08T03:15:32Z,120000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Left,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M37.00S,2024-02-08T03:15:20.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,10.693166885676746,50.73529411764706,1610612746,0,2,2024-02-08T03:16:02Z,130000,False,-4.0,48.0,1,left,MISS T. Mann driving floating Shot,[1629611],1610612746.0,LAC,driving floating,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,4.81,Missed,,,,,,,,,,,,,,,,,,
14,PT10M36.00S,2024-02-08T03:15:21.4Z,1,REGULAR,rebound,offensive,[],1629611,,,1610612746,0,2,2024-02-08T03:16:38Z,140000,False,,,0,,T. Mann REBOUND (Off:1 Def:0),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,13.0,1.0,0.0,1.0,,,,,,,,,,
15,PT10M35.00S,2024-02-08T03:15:24.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629611,5.590000152587891,50.0,1610612746,0,2,2024-02-08T03:16:48Z,150000,False,0.0,0.0,1,left,MISS T. Mann tip Layup,[1629611],1610612746.0,LAC,tip,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
16,PT10M34.00S,2024-02-08T03:15:25.9Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,0,2,2024-02-08T03:16:48Z,160000,False,,,0,,I. Zubac REBOUND (Off:1 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,15.0,2.0,1.0,1.0,,,,,,,,,,
17,PT10M33.00S,2024-02-08T03:15:26.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627826,5.590000152587891,50.0,1610612746,2,2,2024-02-08T03:16:52Z,170000,False,0.0,0.0,1,left,I. Zubac tip Layup (2 PTS),[1627826],1610612746.0,LAC,tip,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
18,PT10M14.00S,2024-02-08T03:15:41.8Z,1,REGULAR,3pt,Jump Shot,[],203468,75.34494086727989,84.06862745098039,1610612740,2,5,2024-02-08T03:15:46Z,180000,False,170.0,179.0,1,right,C. McCollum 24' 3PT  (3 PTS) (H. Jones 1 AST),"[203468, 1630529]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,24.73,Made,3.0,H. Jones,1630529.0,1.0,,,,,,,,,,,,,,
