actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
166,PT00M41.10S,2023-10-30T01:35:46.2Z,1,REGULAR,foul,personal,[],1626224,,,1610612746,23,15,2023-10-30T01:35:52Z,1660000,False,,,0,,C. Osman personal FOUL (1 PF),"[1626224, 1630231]",1610612759.0,SAS,,,,Osman,C. Osman,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Martin Jr.,1630231.0
169,PT00M33.00S,2023-10-30T01:36:20.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629646,,,1610612746,23,15,2023-10-30T01:36:41Z,1690000,False,,,0,,C. Bassey shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1629646, 201566]",1610612759.0,SAS,shooting,,,Bassey,C. Bassey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Westbrook,201566.0
171,PT00M33.00S,2023-10-30T01:36:40.7Z,1,REGULAR,freethrow,1 of 2,[],201566,,,1610612746,23,15,2023-10-30T01:36:58Z,1710000,False,,,0,,MISS R. Westbrook Free Throw 1 of 2,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
172,PT00M33.00S,2023-10-30T01:36:40.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612746,23,15,2023-10-30T01:36:58Z,1720000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,171.0,,,,,,,,,,,,,,
173,PT00M33.00S,2023-10-30T01:36:40.7Z,1,REGULAR,freethrow,2 of 2,[],201566,,,1610612746,23,15,2023-10-30T01:36:58Z,1730000,False,,,0,,MISS R. Westbrook Free Throw 2 of 2,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
174,PT00M30.20S,2023-10-30T01:36:43.5Z,1,REGULAR,rebound,defensive,[],1626224,,,1610612759,23,15,2023-10-30T01:36:58Z,1740000,False,,,0,,C. Osman REBOUND (Off:0 Def:1),[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,,,,,,,,173.0,,,,,,,1.0,1.0,0.0,,,,,
175,PT00M13.30S,2023-10-30T01:37:15.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629646,6.093955321944804,51.22549019607843,1610612759,23,17,2023-10-30T01:37:19Z,1750000,False,-6.0,5.0,1,left,C. Bassey DUNK (2 PTS) (V. Wembanyama 1 AST),"[1629646, 1641705]",1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,Restricted Area,0-8 Center,,,,0.78,Made,,2.0,V. Wembanyama,1641705.0,1.0,,,,,,,,,,
177,PT00M00.40S,2023-10-30T01:37:31.3Z,1,REGULAR,3pt,Jump Shot,[],201587,87.30289093298292,96.32352941176471,1610612746,23,17,2023-10-30T01:38:03Z,1770000,False,232.0,67.0,1,right,MISS N. Batum 24' 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Right Corner 3,24+ Right,,,,24.11,Missed,,,,,,,,,,,,,,,
178,PT00M00.10S,2023-10-30T01:37:31.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,23,17,2023-10-30T01:38:03Z,1780000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Right Corner 3,24+ Right,,,,,,177.0,,,,,,,,,,,,,,
179,PT00M00.00S,2023-10-30T01:37:35.8Z,1,REGULAR,period,end,[],0,,,1610612746,23,17,2023-10-30T01:37:35Z,1790000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2023-10-30T01:40:17.8Z,2,REGULAR,substitution,out,['startperiod'],1626224,,,1610612746,23,17,2023-10-30T01:40:28Z,1800000,False,,,0,,SUB out: C. Osman,[1626224],1610612759.0,SAS,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2023-10-30T01:40:17.8Z,2,REGULAR,substitution,out,['startperiod'],1629646,,,1610612746,23,17,2023-10-30T01:40:28Z,1810000,False,,,0,,SUB out: C. Bassey,[1629646],1610612759.0,SAS,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2023-10-30T01:40:17.8Z,2,REGULAR,substitution,in,['startperiod'],1628380,,,1610612746,23,17,2023-10-30T01:40:28Z,1820000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2023-10-30T01:40:17.8Z,2,REGULAR,substitution,in,['startperiod'],203926,,,1610612746,23,17,2023-10-30T01:40:28Z,1830000,False,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2023-10-30T01:40:18.1Z,2,REGULAR,period,start,[],0,,,1610612746,23,17,2023-10-30T01:40:29Z,1840000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT11M37.00S,2023-10-30T01:40:39.9Z,2,REGULAR,foul,personal,[],203926,,,1610612746,23,17,2023-10-30T01:40:53Z,1850000,False,,,0,,D. McDermott personal FOUL (1 PF),"[203926, 1626181]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Powell,1626181.0
187,PT11M29.00S,2023-10-30T01:41:08.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,80.73258869908015,47.30392156862745,1610612746,25,17,2023-10-30T01:42:12Z,1870000,False,-13.0,129.0,1,right,N. Powell 12' driving floating Jump Shot (2 PTS) (R. Westbrook 2 AST),"[1626181, 201566]",1610612746.0,LAC,driving floating,,,Powell,N. Powell,,,,,In The Paint (Non-RA),8-16 Center,,,,12.93,Made,,2.0,R. Westbrook,201566.0,2.0,,,,,,,,,,
189,PT11M16.00S,2023-10-30T01:41:21.8Z,2,REGULAR,2pt,Jump Shot,[],1641705,21.20565045992116,63.970588235294116,1610612759,25,17,2023-10-30T01:41:29Z,1890000,False,-70.0,147.0,1,left,MISS V. Wembanyama 16' Jump Shot,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Left Center,,,,16.26,Missed,,,,,,,,,,,,,,,
190,PT11M10.00S,2023-10-30T01:41:27.8Z,2,REGULAR,rebound,defensive,[],203486,,,1610612746,25,17,2023-10-30T01:41:29Z,1900000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:2),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Mid-Range,16-24 Left Center,,,,,,189.0,,,,,,,2.0,2.0,0.0,,,,,
191,PT11M05.00S,2023-10-30T01:41:32.3Z,2,REGULAR,turnover,lost ball,[],1630231,,,1610612746,25,17,2023-10-30T01:41:35Z,1910000,False,,,0,,K. Martin Jr. lost ball TURNOVER (1 TO),"[1630231, 1630200]",1610612746.0,LAC,,,,Martin Jr.,K. Martin Jr.,,,,,In The Paint (Non-RA),0-8 Center,1.0,Jones,1630200.0,,,,,,,,,,,,,,,,,
192,PT11M05.00S,2023-10-30T01:41:32.3Z,2,REGULAR,steal,,[],1630200,,,1610612759,25,17,2023-10-30T01:41:34Z,1920000,False,,,0,,T. Jones STEAL (1 STL),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
193,PT11M00.00S,2023-10-30T01:41:36.9Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631103,17.263469119579497,48.529411764705884,1610612759,25,17,2023-10-30T01:41:44Z,1930000,False,7.0,110.0,1,left,MISS M. Branham 11' driving floating Shot,[1631103],1610612759.0,SAS,driving floating,,,Branham,M. Branham,,,,,In The Paint (Non-RA),8-16 Center,,,,11.0,Missed,,,,,,,,,,,,,,,
194,PT10M56.00S,2023-10-30T01:41:40.9Z,2,REGULAR,rebound,defensive,[],201587,,,1610612746,25,17,2023-10-30T01:41:44Z,1940000,False,,,0,,N. Batum REBOUND (Off:0 Def:2),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,193.0,,,,,,,2.0,2.0,0.0,,,,,
195,PT10M47.00S,2023-10-30T01:41:49.4Z,2,REGULAR,2pt,Jump Shot,[],201566,84.67477003942182,26.225490196078425,1610612746,27,17,2023-10-30T01:41:58Z,1950000,False,-119.0,92.0,1,right,R. Westbrook 15' pullup bank Jump Shot (2 PTS),[201566],1610612746.0,LAC,pullup bank,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Left,,,,15.01,Made,,2.0,,,,,,,,,,,,,
196,PT10M37.00S,2023-10-30T01:42:02.9Z,2,REGULAR,foul,personal,[],201587,,,1610612759,27,17,2023-10-30T01:42:09Z,1960000,False,,,0,,N. Batum personal FOUL (1 PF),"[201587, 1641705]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Wembanyama,1641705.0
198,PT10M26.00S,2023-10-30T01:42:30.0Z,2,REGULAR,3pt,Jump Shot,[],1630200,11.087385019710908,4.901960784313729,1610612759,27,17,2023-10-30T01:42:35Z,1980000,False,225.0,52.0,1,left,MISS T. Jones 3PT,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Right Corner 3,24+ Right,,,,23.14,Missed,,,,,,,,,,,,,,,
199,PT10M23.00S,2023-10-30T01:42:33.0Z,2,REGULAR,rebound,defensive,[],203486,,,1610612746,27,17,2023-10-30T01:42:35Z,1990000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:3),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Right Corner 3,24+ Right,,,,,,198.0,,,,,,,3.0,3.0,0.0,,,,,
200,PT10M20.00S,2023-10-30T01:42:39.6Z,2,REGULAR,foul,personal,['2freethrow'],203926,,,1610612746,27,17,2023-10-30T01:42:44Z,2000000,False,,,0,,D. McDermott shooting personal FOUL (2 PF) (Martin Jr. 2 FT),"[203926, 1630231]",1610612759.0,SAS,shooting,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2534.0,2.0,0.0,Martin Jr.,1630231.0
202,PT10M20.00S,2023-10-30T01:43:10.2Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630231,,,1610612746,27,17,2023-10-30T01:43:10Z,2020000,False,,,0,,MISS K. Martin Jr. Free Throw 1 of 2,[1630231],1610612746.0,LAC,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
203,PT10M20.00S,2023-10-30T01:43:10.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,27,17,2023-10-30T01:43:10Z,2030000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,202.0,,,,,,,,,,,,,,
204,PT10M20.00S,2023-10-30T01:43:11.2Z,2,REGULAR,substitution,out,[],1631103,,,1610612746,27,17,2023-10-30T01:43:16Z,2040000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT10M20.00S,2023-10-30T01:43:11.2Z,2,REGULAR,substitution,out,[],1630200,,,1610612746,27,17,2023-10-30T01:43:16Z,2050000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT10M20.00S,2023-10-30T01:43:11.2Z,2,REGULAR,substitution,in,[],1630170,,,1610612746,27,17,2023-10-30T01:43:16Z,2060000,False,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT10M20.00S,2023-10-30T01:43:11.2Z,2,REGULAR,substitution,in,[],1631110,,,1610612746,27,17,2023-10-30T01:43:16Z,2070000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT10M20.00S,2023-10-30T01:43:34.2Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630231,,,1610612746,28,17,2023-10-30T01:43:34Z,2080000,False,,,0,,K. Martin Jr. Free Throw 2 of 2 (1 PTS),[1630231],1610612746.0,LAC,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,,
210,PT10M05.00S,2023-10-30T01:43:59.2Z,2,REGULAR,substitution,out,[],1630231,,,1610612759,28,17,2023-10-30T01:44:05Z,2100000,False,,,0,,SUB out: K. Martin Jr.,[1630231],1610612746.0,LAC,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT10M05.00S,2023-10-30T01:43:59.2Z,2,REGULAR,substitution,in,[],203496,,,1610612759,28,17,2023-10-30T01:44:05Z,2110000,False,,,0,,SUB in: R. Covington,[203496],1610612746.0,LAC,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT10M01.00S,2023-10-30T01:44:25.7Z,2,REGULAR,turnover,out-of-bounds,[],1641705,,,1610612759,28,17,2023-10-30T01:44:30Z,2120000,False,,,0,,V. Wembanyama bad pass out-of-bounds TURNOVER (4 TO),[1641705],1610612759.0,SAS,bad pass,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Right,4.0,,,,,,,,,,,,,,,203593.0,,,,
213,PT09M44.00S,2023-10-30T01:44:45.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626181,67.85479632063075,29.411764705882348,1610612746,31,17,2023-10-30T01:44:52Z,2130000,False,-103.0,250.0,1,right,N. Powell 27' 3PT  (5 PTS) (N. Batum 1 AST),"[1626181, 201587]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Left Center,,,,27.01,Made,,5.0,N. Batum,201587.0,1.0,,,,,,,,,,
215,PT09M21.00S,2023-10-30T01:45:09.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628380,17.394875164257556,44.85294117647059,1610612759,31,17,2023-10-30T01:45:15Z,2150000,False,26.0,111.0,1,left,MISS Z. Collins 11' driving floating Shot,[1628380],1610612759.0,SAS,driving floating,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,11.39,Missed,,,,,,,,,,,,,,,
216,PT09M19.00S,2023-10-30T01:45:11.5Z,2,REGULAR,rebound,defensive,[],201566,,,1610612746,31,17,2023-10-30T01:45:11Z,2160000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:4),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Center,,,,,,215.0,,,,,,,4.0,4.0,0.0,,,,,
217,PT09M14.00S,2023-10-30T01:45:16.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626181,79.02431011826545,93.13725490196079,1610612746,31,17,2023-10-30T01:45:23Z,2170000,False,216.0,145.0,1,right,MISS N. Powell 25' running 3PT,[1626181],1610612746.0,LAC,running,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,,,,25.97,Missed,,,,,,,,,,,,,,,
218,PT09M10.00S,2023-10-30T01:45:20.7Z,2,REGULAR,rebound,defensive,[],1628380,,,1610612759,31,17,2023-10-30T01:45:23Z,2180000,False,,,0,,Z. Collins REBOUND (Off:0 Def:3),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Right Center,,,,,,217.0,,,,,,,3.0,3.0,0.0,,,,,
219,PT08M58.00S,2023-10-30T01:45:34.1Z,2,REGULAR,turnover,traveling,[],1630170,,,1610612759,31,17,2023-10-30T01:45:38Z,2190000,False,,,0,,D. Vassell traveling TURNOVER (2 TO),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),8-16 Center,2.0,,,,,,,,,,,,,,,203593.0,,,,
220,PT08M48.00S,2023-10-30T01:45:55.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626181,67.9862023653088,69.8529411764706,1610612746,31,17,2023-10-30T01:46:38Z,2200000,False,99.0,248.0,1,right,MISS N. Powell 26' pullup 3PT,[1626181],1610612746.0,LAC,pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,,,,26.75,Missed,,,,,,,,,,,,,,,
221,PT08M43.00S,2023-10-30T01:46:00.6Z,2,REGULAR,rebound,defensive,[],203926,,,1610612759,31,17,2023-10-30T01:46:01Z,2210000,False,,,0,,D. McDermott REBOUND (Off:0 Def:1),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Right Center,,,,,,220.0,,,,,,,1.0,1.0,0.0,,,,,
222,PT08M40.00S,2023-10-30T01:46:05.7Z,2,REGULAR,foul,personal,[],1626181,,,1610612759,31,17,2023-10-30T01:46:16Z,2220000,False,,,0,,N. Powell personal FOUL (1 PF),"[1626181, 1628380]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Collins,1628380.0
224,PT08M33.00S,2023-10-30T01:46:30.2Z,2,REGULAR,turnover,bad pass,[],1631110,,,1610612759,31,17,2023-10-30T01:46:34Z,2240000,False,,,0,,J. Sochan bad pass TURNOVER (2 TO),"[1631110, 201587]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),8-16 Left,2.0,Batum,201587.0,,,,,,,,,,,,,,,,,
225,PT08M33.00S,2023-10-30T01:46:30.2Z,2,REGULAR,steal,,[],201587,,,1610612746,31,17,2023-10-30T01:46:31Z,2250000,False,,,0,,N. Batum STEAL (1 STL),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
226,PT08M26.00S,2023-10-30T01:46:36.5Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",201566,73.50525624178712,16.17647058823529,1610612746,31,17,2023-10-30T01:47:12Z,2260000,False,-169.0,197.0,1,right,MISS R. Westbrook 25' running pullup 3PT,[201566],1610612746.0,LAC,running pullup,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,,,25.93,Missed,,,,,,,,,,,,,,,
227,PT08M23.00S,2023-10-30T01:46:39.5Z,2,REGULAR,rebound,defensive,[],203926,,,1610612759,31,17,2023-10-30T01:46:43Z,2270000,False,,,0,,D. McDermott REBOUND (Off:0 Def:2),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Left Center,,,,,,226.0,,,,,,,2.0,2.0,0.0,,,,,
228,PT08M19.00S,2023-10-30T01:46:46.5Z,2,REGULAR,foul,personal,[],203496,,,1610612759,31,17,2023-10-30T01:47:06Z,2280000,False,,,0,,R. Covington personal FOUL (1 PF),"[203496, 1641705]",1610612746.0,LAC,,,,Covington,R. Covington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,203054.0,1.0,0.0,Wembanyama,1641705.0
230,PT08M11.00S,2023-10-30T01:47:14.2Z,2,REGULAR,3pt,Jump Shot,[],1628380,33.952036793692514,50.245098039215684,1610612759,31,17,2023-10-30T01:47:22Z,2300000,False,-1.0,267.0,1,left,MISS Z. Collins 26' 3PT,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Center,,,,26.66,Missed,,,,,,,,,,,,,,,
231,PT08M09.00S,2023-10-30T01:47:16.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,31,17,2023-10-30T01:47:22Z,2310000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,230.0,,,,,,,,,,,,,,
233,PT08M09.00S,2023-10-30T01:47:33.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,31,17,2023-10-30T01:47:33Z,2330000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M04.00S,2023-10-30T01:50:34.3Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1641705,10.298948751642584,57.1078431372549,1610612759,31,19,2023-10-30T01:50:40Z,2340000,False,-36.0,44.0,1,left,V. Wembanyama turnaround bank Hook (4 PTS),[1641705],1610612759.0,SAS,turnaround bank,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,5.68,Made,,4.0,,,,,,,,,,,,,
235,PT07M50.00S,2023-10-30T01:50:47.9Z,2,REGULAR,2pt,Jump Shot,[],1626181,80.86399474375821,67.8921568627451,1610612746,33,19,2023-10-30T01:50:52Z,2350000,False,89.0,127.0,1,right,N. Powell 15' pullup Jump Shot (7 PTS),[1626181],1610612746.0,LAC,pullup,,,Powell,N. Powell,,,,,Mid-Range,8-16 Right,,,,15.57,Made,,7.0,,,,,,,,,,,,,
237,PT07M40.00S,2023-10-30T01:51:03.6Z,2,REGULAR,substitution,out,[],1626181,,,1610612759,33,19,2023-10-30T01:51:13Z,2370000,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M40.00S,2023-10-30T01:51:03.6Z,2,REGULAR,substitution,out,[],201587,,,1610612759,33,19,2023-10-30T01:51:13Z,2380000,False,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M40.00S,2023-10-30T01:51:03.6Z,2,REGULAR,substitution,out,[],1641705,,,1610612759,33,19,2023-10-30T01:51:13Z,2390000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M40.00S,2023-10-30T01:51:03.6Z,2,REGULAR,substitution,in,[],202695,,,1610612759,33,19,2023-10-30T01:51:13Z,2400000,False,,,0,,SUB in: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M40.00S,2023-10-30T01:51:03.6Z,2,REGULAR,substitution,in,[],202331,,,1610612759,33,19,2023-10-30T01:51:13Z,2410000,False,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M40.00S,2023-10-30T01:51:03.6Z,2,REGULAR,substitution,in,[],1629640,,,1610612759,33,19,2023-10-30T01:51:13Z,2420000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M40.00S,2023-10-30T01:51:18.6Z,2,REGULAR,substitution,out,[],203926,,,1610612759,33,19,2023-10-30T01:51:27Z,2430000,False,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M40.00S,2023-10-30T01:51:18.6Z,2,REGULAR,substitution,in,[],1641705,,,1610612759,33,19,2023-10-30T01:51:27Z,2440000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M37.00S,2023-10-30T01:51:30.3Z,2,REGULAR,foul,offensive,[],1628380,,,1610612759,33,19,2023-10-30T01:51:37Z,2450000,False,,,0,,Z. Collins charge offensive FOUL (1 PF),"[1628380, 201566]",1610612759.0,SAS,charge,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Westbrook,201566.0
247,PT07M37.00S,2023-10-30T01:51:30.3Z,2,REGULAR,turnover,offensive foul,[],1628380,,,1610612759,33,19,2023-10-30T01:51:30Z,2470000,False,,,0,,Z. Collins offensive foul TURNOVER (3 TO),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Center,3.0,,,,,,,,,,,,,,,203593.0,,,,
248,PT07M37.00S,2023-10-30T01:51:40.3Z,2,REGULAR,substitution,out,[],203486,,,1610612746,33,19,2023-10-30T01:51:42Z,2480000,False,,,0,,SUB out: M. Plumlee,[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M37.00S,2023-10-30T01:51:40.3Z,2,REGULAR,substitution,in,[],1627826,,,1610612746,33,19,2023-10-30T01:51:42Z,2490000,False,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M28.00S,2023-10-30T01:52:03.6Z,2,REGULAR,foul,offensive,[],1627826,,,1610612746,33,19,2023-10-30T01:52:30Z,2500000,False,,,0,,I. Zubac offensive FOUL (2 PF),"[1627826, 1630170]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,203593.0,2.0,0.0,Vassell,1630170.0
252,PT07M28.00S,2023-10-30T01:52:03.6Z,2,REGULAR,turnover,offensive foul,[],1627826,,,1610612746,33,19,2023-10-30T01:52:03Z,2520000,False,,,0,,I. Zubac offensive foul TURNOVER (1 TO),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,16-24 Left Center,1.0,,,,,,,,,,,,,,,203593.0,,,,
253,PT07M16.00S,2023-10-30T01:52:24.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628380,8.459264126149804,55.88235294117647,1610612759,33,21,2023-10-30T01:52:34Z,2530000,False,-29.0,27.0,1,left,Z. Collins Layup (2 PTS) (K. Johnson 1 AST),"[1628380, 1629640]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,3.99,Made,,2.0,K. Johnson,1629640.0,1.0,,,,,,,,,,
255,PT07M03.00S,2023-10-30T01:52:37.4Z,2,REGULAR,2pt,Jump Shot,[],202695,79.54993429697765,40.68627450980392,1610612746,33,21,2023-10-30T01:53:18Z,2550000,False,-47.0,140.0,1,right,MISS K. Leonard 14' step back Shot,[202695],1610612746.0,LAC,step back,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Center,,,,14.73,Missed,,,,,,,,,,,,,,,
