actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
16,PT10M46.00S,2023-12-15T03:41:40.4Z,1,REGULAR,block,,[],1627826,,,1610612744,0,3,2023-12-15T03:41:43Z,160000,False,,,0,,I. Zubac BLOCK (1 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
17,PT10M43.00S,2023-12-15T03:41:43.4Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,0,3,2023-12-15T03:41:46Z,170000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,
18,PT10M38.00S,2023-12-15T03:41:49.0Z,1,REGULAR,turnover,bad pass,[],202695,,,1610612746,0,3,2023-12-15T03:41:53Z,180000,False,,,0,,K. Leonard bad pass TURNOVER (1 TO),"[202695, 202691]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Left Center,,,,,,,1.0,Thompson,202691.0,,,,,,,,,,,
19,PT10M38.00S,2023-12-15T03:41:49.0Z,1,REGULAR,steal,,[],202691,,,1610612744,0,3,2023-12-15T03:41:50Z,190000,False,,,0,,K. Thompson STEAL (1 STL),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
20,PT10M29.00S,2023-12-15T03:41:58.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641764,86.7772667542707,96.07843137254902,1610612744,0,3,2023-12-15T03:42:06Z,200000,False,230.0,72.0,1,right,MISS B. Podziemski 24' 3PT,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Right Corner 3,24+ Right,24.13,Missed,,,,,,,,,,,,,,,,,,
21,PT10M25.00S,2023-12-15T03:42:02.3Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,0,3,2023-12-15T03:42:02Z,210000,False,,,0,,K. Looney REBOUND (Off:1 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Right Corner 3,24+ Right,,,,,,,,,,20.0,1.0,0.0,1.0,,,,,,,
22,PT10M24.00S,2023-12-15T03:42:04.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630228,93.74178712220763,45.34313725490197,1610612744,0,3,2023-12-15T03:43:42Z,220000,False,-23.0,6.0,1,right,MISS J. Kuminga driving Layup,[1630228],1610612744.0,GSW,driving,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,2.41,Missed,,,,,,,,,,,,,,,,,,
24,PT10M24.00S,2023-12-15T03:42:04.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,0,3,2023-12-15T03:42:15Z,240000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,22.0,,,,,,,,,,
26,PT10M03.00S,2023-12-15T03:42:46.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201935,7.802233902759525,56.127450980392155,1610612746,0,3,2023-12-15T03:44:18Z,260000,False,-31.0,21.0,1,left,MISS J. Harden driving bank Hook,[201935],1610612746.0,LAC,driving bank,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,3.7,Missed,,,,,,,,,,,,,,,,,,
27,PT10M01.00S,2023-12-15T03:42:48.5Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,0,3,2023-12-15T03:42:52Z,270000,False,,,0,,I. Zubac REBOUND (Off:1 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,26.0,2.0,1.0,1.0,,,,,,,
28,PT10M00.00S,2023-12-15T03:42:48.7Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1627826,8.065045992115643,44.607843137254896,1610612746,0,3,2023-12-15T03:42:54Z,280000,False,27.0,23.0,1,left,MISS I. Zubac turnaround Hook,[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,3.57,Missed,,,,,,,,,,,,,,,,,,
29,PT09M58.00S,2023-12-15T03:42:50.6Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,0,3,2023-12-15T03:42:50Z,290000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,,,,,,,28.0,1.0,1.0,0.0,,,,,,,
30,PT09M51.00S,2023-12-15T03:42:58.4Z,1,REGULAR,2pt,Jump Shot,[],202691,89.4053876478318,28.67647058823529,1610612744,0,3,2023-12-15T03:43:05Z,300000,False,-107.0,47.0,1,right,MISS K. Thompson 11' fadeaway Shot,[202691],1610612744.0,GSW,fadeaway,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Left,11.65,Missed,,,,,,,,,,,,,,,,,,
31,PT09M47.00S,2023-12-15T03:43:02.3Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,0,3,2023-12-15T03:43:02Z,310000,False,,,0,,K. Looney REBOUND (Off:2 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Mid-Range,8-16 Left,,,,,,,,,,30.0,2.0,0.0,2.0,,,,,,,
32,PT09M46.00S,2023-12-15T03:43:04.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202691,93.61038107752957,5.392156862745097,1610612744,0,6,2023-12-15T03:43:08Z,320000,False,-223.0,8.0,1,right,K. Thompson 3PT  (6 PTS) (K. Looney 1 AST),"[202691, 1626172]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Left Corner 3,24+ Left,22.31,Made,6.0,K. Looney,1626172.0,1.0,,,,,,,,,,,,,,
34,PT09M46.00S,2023-12-15T03:43:07.3Z,1,REGULAR,foul,personal,['1freethrow'],1629611,,,1610612744,0,6,2023-12-15T03:43:18Z,340000,False,,,0,,T. Mann shooting personal FOUL (1 PF) (Thompson 1 FT),"[1629611, 202691]",1610612746.0,LAC,shooting,,,Mann,T. Mann,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Thompson,202691.0
36,PT09M46.00S,2023-12-15T03:43:34.2Z,1,REGULAR,foul,technical,['1freethrow'],1629611,,,1610612744,0,6,2023-12-15T03:43:54Z,360000,False,,,0,,T. Mann technical FOUL (1 Tech),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,1146.0,1.0,1.0,,
37,PT09M46.00S,2023-12-15T03:43:55.8Z,1,REGULAR,freethrow,1 of 1,[],202691,,,1610612744,0,7,2023-12-15T03:43:55Z,370000,False,,,0,,K. Thompson technical Free Throw 1 of 1 (7 PTS),[202691],1610612744.0,GSW,technical,,,Thompson,K. Thompson,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
38,PT09M46.00S,2023-12-15T03:44:01.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,0,7,2023-12-15T03:44:01Z,380000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PT09M46.00S,2023-12-15T03:47:09.7Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],202691,,,1610612744,0,8,2023-12-15T03:47:09Z,390000,False,,,0,,K. Thompson Free Throw 1 of 1 (8 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
40,PT09M28.00S,2023-12-15T03:47:29.2Z,1,REGULAR,3pt,Jump Shot,[],1629611,19.628777923784497,94.36274509803921,1610612746,0,8,2023-12-15T03:47:33Z,400000,False,-222.0,132.0,1,left,MISS T. Mann 25' 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,25.81,Missed,,,,,,,,,,,,,,,,,,
41,PT09M25.00S,2023-12-15T03:47:32.2Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,0,8,2023-12-15T03:47:33Z,410000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,40.0,1.0,1.0,0.0,,,,,,,
42,PT09M21.00S,2023-12-15T03:47:37.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201939,66.01511169513799,25.24509803921569,1610612744,0,8,2023-12-15T03:48:03Z,420000,False,-124.0,267.0,1,right,MISS S. Curry 29' running 3PT,[201939],1610612744.0,GSW,running,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,29.43,Missed,,,,,,,,,,,,,,,,,,
43,PT09M18.00S,2023-12-15T03:47:40.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,0,8,2023-12-15T03:47:45Z,430000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,42.0,,,,,,,,,,
45,PT09M02.00S,2023-12-15T03:48:01.1Z,1,REGULAR,foul,personal,['3freethrow'],1641764,,,1610612746,0,8,2023-12-15T03:48:07Z,450000,False,,,0,,B. Podziemski shooting personal FOUL (1 PF) (Harden 3 FT),"[1641764, 201935]",1610612744.0,GSW,shooting,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Harden,201935.0
47,PT09M02.00S,2023-12-15T03:48:33.1Z,1,REGULAR,freethrow,1 of 3,[],201935,,,1610612746,1,8,2023-12-15T03:48:33Z,470000,False,,,0,,J. Harden Free Throw 1 of 3 (1 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
48,PT09M02.00S,2023-12-15T03:48:49.1Z,1,REGULAR,freethrow,2 of 3,[],201935,,,1610612746,2,8,2023-12-15T03:48:49Z,480000,False,,,0,,J. Harden Free Throw 2 of 3 (2 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
49,PT09M02.00S,2023-12-15T03:49:08.5Z,1,REGULAR,freethrow,3 of 3,[],201935,,,1610612746,3,8,2023-12-15T03:49:08Z,490000,False,,,0,,J. Harden Free Throw 3 of 3 (3 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
50,PT08M50.00S,2023-12-15T03:49:22.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202691,82.57227332457293,49.26470588235294,1610612744,3,8,2023-12-15T03:49:27Z,500000,False,-4.0,111.0,1,right,MISS K. Thompson 11' step back Shot,[202691],1610612744.0,GSW,step back,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,11.14,Missed,,,,,,,,,,,,,,,,,,
51,PT08M48.00S,2023-12-15T03:49:24.7Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,3,8,2023-12-15T03:49:27Z,510000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,50.0,1.0,1.0,0.0,,,,,,,
52,PT08M34.00S,2023-12-15T03:49:38.7Z,1,REGULAR,3pt,Jump Shot,[],1629599,23.04533508541394,10.784313725490193,1610612746,3,8,2023-12-15T03:49:43Z,520000,False,196.0,164.0,1,left,MISS A. Coffey 25' 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Right Center,25.57,Missed,,,,,,,,,,,,,,,,,,
53,PT08M30.00S,2023-12-15T03:49:42.7Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,3,8,2023-12-15T03:49:43Z,530000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:2),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,52.0,2.0,2.0,0.0,,,,,,,
54,PT08M25.00S,2023-12-15T03:49:47.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630228,93.87319316688567,53.431372549019606,1610612744,3,10,2023-12-15T03:49:53Z,540000,False,17.0,5.0,1,right,J. Kuminga running Layup (2 PTS),[1630228],1610612744.0,GSW,running,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,1.79,Made,2.0,,,,,,,,,,,,,,,,,
55,PT08M16.00S,2023-12-15T03:49:58.6Z,1,REGULAR,foul,offensive,[],1627826,,,1610612746,3,10,2023-12-15T03:50:05Z,550000,False,,,0,,I. Zubac offensive FOUL (1 PF),"[1627826, 1630228]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Kuminga,1630228.0
57,PT08M16.00S,2023-12-15T03:49:58.6Z,1,REGULAR,turnover,offensive foul,[],1627826,,,1610612746,3,10,2023-12-15T03:49:58Z,570000,False,,,0,,I. Zubac offensive foul TURNOVER (2 TO),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,,,,,2.0,,,,,,,,,1146.0,,,,
58,PT07M52.00S,2023-12-15T03:50:35.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641764,91.63929040735874,59.31372549019608,1610612744,3,10,2023-12-15T03:50:40Z,580000,False,47.0,26.0,1,right,MISS B. Podziemski driving Layup,[1641764],1610612744.0,GSW,driving,,,Podziemski,B. Podziemski,,,,,In The Paint (Non-RA),0-8 Center,5.34,Missed,,,,,,,,,,,,,,,,,,
59,PT07M52.00S,2023-12-15T03:50:35.6Z,1,REGULAR,rebound,offensive,[],1626172,,,1610612744,3,10,2023-12-15T03:50:40Z,590000,False,,,0,,K. Looney REBOUND (Off:3 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,58.0,3.0,0.0,3.0,,,,,,,
60,PT07M52.00S,2023-12-15T03:50:40.9Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612744,3,10,2023-12-15T03:50:48Z,600000,False,,,0,,GSW shot clock Team TURNOVER,[],1610612744.0,GSW,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1146.0,,,,
61,PT07M52.00S,2023-12-15T03:50:45.9Z,1,REGULAR,substitution,out,[],1629611,,,1610612746,3,10,2023-12-15T03:50:53Z,610000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M52.00S,2023-12-15T03:50:45.9Z,1,REGULAR,substitution,in,[],1626181,,,1610612746,3,10,2023-12-15T03:50:53Z,620000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M43.00S,2023-12-15T03:51:05.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1627826,7.013797634691201,50.245098039215684,1610612746,5,10,2023-12-15T03:51:10Z,630000,False,-1.0,13.0,1,left,I. Zubac alley-oop DUNK (2 PTS) (J. Harden 1 AST),"[1627826, 201935]",1610612746.0,LAC,alley-oop,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,1.35,Made,2.0,J. Harden,201935.0,1.0,,,,,,,,,,,,,,
65,PT07M28.00S,2023-12-15T03:51:21.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,93.61038107752957,53.67647058823529,1610612744,5,12,2023-12-15T03:51:29Z,650000,False,18.0,8.0,1,right,K. Looney cutting Layup (2 PTS) (K. Thompson 1 AST),"[1626172, 202691]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,1.99,Made,2.0,K. Thompson,202691.0,1.0,,,,,,,,,,,,,,
67,PT07M09.00S,2023-12-15T03:51:39.3Z,1,REGULAR,3pt,Jump Shot,[],202695,31.586727989487514,35.5392156862745,1610612746,8,12,2023-12-15T03:51:43Z,670000,False,72.0,244.0,1,left,K. Leonard 25' 3PT  (3 PTS) (J. Harden 2 AST),"[202695, 201935]",1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,25.49,Made,3.0,J. Harden,201935.0,2.0,,,,,,,,,,,,,,
69,PT06M53.00S,2023-12-15T03:51:56.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,93.87319316688567,52.450980392156865,1610612744,8,12,2023-12-15T03:52:02Z,690000,False,12.0,5.0,1,right,MISS S. Curry driving Layup - blocked,"[201939, 1627826]",1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,1.33,Missed,,,,,,,,,,,,Zubac,1627826.0,,,,,
70,PT06M53.00S,2023-12-15T03:51:56.0Z,1,REGULAR,block,,[],1627826,,,1610612744,8,12,2023-12-15T03:51:59Z,700000,False,,,0,,I. Zubac BLOCK (2 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
71,PT06M49.00S,2023-12-15T03:52:00.0Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612746,8,12,2023-12-15T03:52:02Z,710000,False,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,,,69.0,1.0,1.0,0.0,,,,,,,
72,PT06M44.00S,2023-12-15T03:52:04.9Z,1,REGULAR,3pt,Jump Shot,[],1629599,9.904730617608408,96.07843137254902,1610612746,11,12,2023-12-15T03:52:12Z,720000,False,-230.0,41.0,1,left,A. Coffey 3PT  (3 PTS) (J. Harden 3 AST),"[1629599, 201935]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Left Corner 3,24+ Left,23.39,Made,3.0,J. Harden,201935.0,3.0,,,,,,,,,,,,,,
74,PT06M42.00S,2023-12-15T03:52:12.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,11,12,2023-12-15T03:52:12Z,740000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M42.00S,2023-12-15T03:54:37.1Z,1,REGULAR,substitution,out,[],1641764,,,1610612744,11,12,2023-12-15T03:55:10Z,750000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M42.00S,2023-12-15T03:54:37.1Z,1,REGULAR,substitution,in,[],101108,,,1610612744,11,12,2023-12-15T03:55:10Z,760000,False,,,0,,SUB in: C. Paul,[101108],1610612744.0,GSW,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M32.00S,2023-12-15T03:55:12.8Z,1,REGULAR,3pt,Jump Shot,[],201939,68.24901445466492,65.93137254901961,1610612744,11,12,2023-12-15T03:55:18Z,770000,False,80.0,246.0,1,right,MISS S. Curry 25' 3PT - blocked,"[201939, 202695]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,25.86,Missed,,,,,,,,,,,,Leonard,202695.0,,,,,
78,PT06M32.00S,2023-12-15T03:55:12.8Z,1,REGULAR,block,,[],202695,,,1610612744,11,12,2023-12-15T03:55:15Z,780000,False,,,0,,K. Leonard BLOCK (1 BLK),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
79,PT06M29.00S,2023-12-15T03:55:15.8Z,1,REGULAR,rebound,defensive,[],201935,,,1610612746,11,12,2023-12-15T03:55:18Z,790000,False,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,,,,,,,77.0,2.0,2.0,0.0,,,,,,,
80,PT06M18.00S,2023-12-15T03:55:27.2Z,1,REGULAR,3pt,Jump Shot,[],1629599,8.327858081471746,4.901960784313729,1610612746,11,12,2023-12-15T03:55:31Z,800000,False,225.0,26.0,1,left,MISS A. Coffey 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Right Corner 3,24+ Right,22.7,Missed,,,,,,,,,,,,,,,,,,
81,PT06M15.00S,2023-12-15T03:55:30.2Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,11,12,2023-12-15T03:55:31Z,810000,False,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Right Corner 3,24+ Right,,,,,,,,,,80.0,2.0,2.0,0.0,,,,,,,
82,PT05M55.00S,2023-12-15T03:55:50.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,92.95335085413929,53.92156862745098,1610612744,11,14,2023-12-15T03:56:54Z,820000,False,20.0,14.0,1,right,K. Looney cutting Layup (4 PTS) (K. Thompson 2 AST),"[1626172, 202691]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,2.39,Made,4.0,K. Thompson,202691.0,2.0,,,,,,,,,,,,,,
84,PT05M38.00S,2023-12-15T03:56:09.6Z,1,REGULAR,2pt,Jump Shot,[],202695,19.760183968462556,18.872549019607845,1610612746,13,14,2023-12-15T03:56:20Z,840000,False,156.0,133.0,1,left,K. Leonard 20' pullup Jump Shot (5 PTS) (J. Harden 4 AST),"[202695, 201935]",1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Right Center,20.48,Made,5.0,J. Harden,201935.0,4.0,,,,,,,,,,,,,,
