actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-01-11T03:40:34.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-11T03:40:34Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-01-11T03:40:37.5Z,1,REGULAR,jumpball,recovered,[],202695,,,1610612746,0,0,2024-01-11T03:40:37Z,40000,False,,,0,,Jump Ball I. Zubac vs. S. Barnes: Tip to K. Leonard,"[202695, 1627826, 1630567]",1610612746.0,LAC,startperiod,K. Leonard,202695.0,Leonard,K. Leonard,Zubac,1627826.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2024-01-11T03:40:50.0Z,1,REGULAR,3pt,Jump Shot,[],1629611,10.298948751642584,3.1862745098039227,1610612746,3,0,2024-01-11T03:40:55Z,70000,False,234.0,44.0,1,left,T. Mann 3PT  (3 PTS) (K. Leonard 1 AST),"[1629611, 202695]",1610612746.0,LAC,,,,Mann,T. Mann,,,,,Right Corner 3,24+ Right,23.83,Made,3.0,K. Leonard,202695.0,1.0,,,,,,,,,,,,,,
9,PT11M25.00S,2024-01-11T03:41:09.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,93.08475689881735,46.81372549019608,1610612761,3,2,2024-01-11T03:41:18Z,90000,False,-16.0,13.0,1,right,S. Barnes cutting Layup (2 PTS) (R. Barrett 1 AST),"[1630567, 1629628]",1610612761.0,TOR,cutting,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,2.02,Made,2.0,R. Barrett,1629628.0,1.0,,,,,,,,,,,,,,
11,PT11M01.00S,2024-01-11T03:41:33.0Z,1,REGULAR,2pt,Jump Shot,[],201935,21.994086727989497,45.58823529411765,1610612746,3,2,2024-01-11T03:41:38Z,110000,False,22.0,154.0,1,left,MISS J. Harden 15' step back Shot,[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Mid-Range,8-16 Center,15.58,Missed,,,,,,,,,,,,,,,,,,
12,PT10M58.00S,2024-01-11T03:41:36.0Z,1,REGULAR,rebound,defensive,[],201152,,,1610612761,3,2,2024-01-11T03:41:38Z,120000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Mid-Range,8-16 Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M46.00S,2024-01-11T03:41:47.9Z,1,REGULAR,2pt,Jump Shot,[],201152,92.16491458607096,16.666666666666657,1610612761,3,4,2024-01-11T03:41:53Z,130000,False,-167.0,21.0,1,right,T. Young 16' Jump Shot (2 PTS) (S. Barnes 1 AST),"[201152, 1630567]",1610612761.0,TOR,,,,Young,T. Young,,,,,Mid-Range,16-24 Left,16.8,Made,2.0,S. Barnes,1630567.0,1.0,,,,,,,,,,,,,,
15,PT10M22.00S,2024-01-11T03:42:11.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,7.670827858081481,62.00980392156863,1610612746,5,4,2024-01-11T03:42:18Z,150000,False,-60.0,20.0,1,left,I. Zubac 6' turnaround Hook (2 PTS) (J. Harden 1 AST),"[1627826, 201935]",1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,6.31,Made,2.0,J. Harden,201935.0,1.0,,,,,,,,,,,,,,
17,PT09M59.00S,2024-01-11T03:42:35.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,89.01116951379764,43.627450980392155,1610612761,5,6,2024-01-11T03:42:39Z,170000,False,-32.0,51.0,1,right,R. Barrett 6' bank Jump Shot (2 PTS) (D. Schroder 1 AST),"[1629628, 203471]",1610612761.0,TOR,bank,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),0-8 Center,6.0,Made,2.0,D. Schroder,203471.0,1.0,,,,,,,,,,,,,,
19,PT09M35.00S,2024-01-11T03:42:59.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,12.927069645203687,50.245098039215684,1610612746,7,6,2024-01-11T03:43:14Z,190000,False,-1.0,69.0,1,left,T. Mann 6' fadeaway Jump Shot (5 PTS),[1629611],1610612746.0,LAC,fadeaway,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,6.9,Made,5.0,,,,,,,,,,,,,,,,,
