actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
72,PT06M44.00S,2023-11-01T02:53:28.8Z,1,REGULAR,3pt,Jump Shot,[],1628976,6.750985545335084,2.4509803921568647,1610612753,2,7,2023-11-01T02:53:37Z,720000,False,238.0,11.0,1,left,MISS W. Carter Jr. 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Right Corner 3,24+ Right,,,,23.8,Missed,,,,,,,,,,,,,,,
73,PT06M40.00S,2023-11-01T02:53:32.8Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,2,7,2023-11-01T02:53:37Z,730000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Right Corner 3,24+ Right,,,,,,72.0,1.0,1.0,0.0,,,,,,,,,,,
74,PT06M36.00S,2023-11-01T02:53:36.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630538,93.61038107752957,4.656862745098039,1610612746,5,7,2023-11-01T02:53:46Z,740000,False,-227.0,8.0,1,right,B. Hyland 3PT running (3 PTS) (K. Leonard 1 AST),"[1630538, 202695]",1610612746.0,LAC,running,,,Hyland,B. Hyland,,,,,Left Corner 3,24+ Left,,,,22.68,Made,,,,,,,,,,,,3.0,K. Leonard,202695.0,1.0
76,PT06M17.00S,2023-11-01T02:53:54.9Z,1,REGULAR,3pt,Jump Shot,[],1630532,24.753613666228645,92.8921568627451,1610612753,5,7,2023-11-01T02:54:00Z,760000,False,-214.0,180.0,1,left,MISS F. Wagner 28' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,,,,28.01,Missed,,,,,,,,,,,,,,,
77,PT06M14.00S,2023-11-01T02:53:57.9Z,1,REGULAR,rebound,defensive,[],201566,,,1610612746,5,7,2023-11-01T02:54:00Z,770000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:3),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,,,,,76.0,3.0,3.0,0.0,,,,,,,,,,,
78,PT06M09.00S,2023-11-01T02:54:03.7Z,1,REGULAR,2pt,Jump Shot,[],202331,75.34494086727989,59.55882352941176,1610612746,5,7,2023-11-01T02:58:05Z,780000,False,48.0,179.0,1,right,MISS P. George 18' pullup Shot,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Mid-Range,16-24 Center,,,,18.56,Missed,,,,,,,,,,,,,,,
79,PT06M06.00S,2023-11-01T02:54:06.7Z,1,REGULAR,rebound,defensive,[],1630591,,,1610612753,5,7,2023-11-01T02:54:12Z,790000,False,,,0,,J. Suggs REBOUND (Off:0 Def:2),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,16-24 Center,,,,,,78.0,2.0,2.0,0.0,,,,,,,,,,,
80,PT05M57.00S,2023-11-01T02:54:16.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,7.145203679369246,44.36274509803921,1610612753,5,7,2023-11-01T02:54:26Z,800000,False,28.0,15.0,1,left,MISS P. Banchero driving Layup,[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,3.18,Missed,,,,,,,,,,,,,,,
81,PT05M52.00S,2023-11-01T02:54:21.7Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,5,7,2023-11-01T03:08:22Z,810000,False,,,0,,K. Leonard REBOUND (Off:0 Def:2),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,,,,80.0,2.0,2.0,0.0,,,,,,,,,,,
82,PT05M33.00S,2023-11-01T02:54:39.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,87.82851511169514,57.35294117647059,1610612746,5,7,2023-11-01T02:54:54Z,820000,False,37.0,62.0,1,right,MISS I. Zubac 7' turnaround Hook,[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,7.2,Missed,,,,,,,,,,,,,,,
83,PT05M31.00S,2023-11-01T02:54:41.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612753,5,7,2023-11-01T02:54:54Z,830000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,82.0,,,,,,,,,,,,,,
85,PT05M31.00S,2023-11-01T02:54:55.3Z,1,REGULAR,substitution,out,[],201566,,,1610612753,5,7,2023-11-01T02:55:19Z,850000,False,,,0,,SUB out: R. Westbrook,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M31.00S,2023-11-01T02:54:55.3Z,1,REGULAR,substitution,out,[],1630532,,,1610612753,5,7,2023-11-01T02:55:19Z,860000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M31.00S,2023-11-01T02:54:55.3Z,1,REGULAR,substitution,in,[],1626181,,,1610612753,5,7,2023-11-01T02:55:19Z,870000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M31.00S,2023-11-01T02:54:55.3Z,1,REGULAR,substitution,in,[],1630175,,,1610612753,5,7,2023-11-01T02:55:19Z,880000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M20.00S,2023-11-01T02:55:23.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628976,14.766754270696453,46.07843137254902,1610612753,5,7,2023-11-01T02:55:31Z,890000,False,20.0,86.0,1,left,MISS W. Carter Jr. 8' Hook,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,8.85,Missed,,,,,,,,,,,,,,,
90,PT05M16.00S,2023-11-01T02:55:27.4Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,5,7,2023-11-01T02:55:31Z,900000,False,,,0,,I. Zubac REBOUND (Off:0 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,,,,89.0,4.0,4.0,0.0,,,,,,,,,,,
91,PT05M08.00S,2023-11-01T02:55:35.9Z,1,REGULAR,turnover,lost ball,[],202331,,,1610612746,5,7,2023-11-01T02:55:42Z,910000,False,,,0,,P. George lost ball TURNOVER (1 TO),"[202331, 1631094]",1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,1.0,Banchero,1631094.0,,,,,,,,,,,,,,,,,
92,PT05M08.00S,2023-11-01T02:55:35.9Z,1,REGULAR,steal,,[],1631094,,,1610612753,5,7,2023-11-01T02:55:39Z,920000,False,,,0,,P. Banchero STEAL (2 STL),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
93,PT05M05.00S,2023-11-01T02:55:42.1Z,1,REGULAR,foul,personal,[],1626181,,,1610612753,5,7,2023-11-01T02:55:48Z,930000,False,,,0,,N. Powell personal FOUL (1 PF),"[1626181, 1631094]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,1628954.0,1.0,0.0,Banchero,1631094.0,,,,
95,PT05M05.00S,2023-11-01T02:55:50.0Z,1,REGULAR,substitution,out,[],1627826,,,1610612753,5,7,2023-11-01T02:55:56Z,950000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M05.00S,2023-11-01T02:55:50.0Z,1,REGULAR,substitution,in,[],203486,,,1610612753,5,7,2023-11-01T02:55:56Z,960000,False,,,0,,SUB in: M. Plumlee,[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M54.00S,2023-11-01T02:56:22.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630591,30.535479632063073,16.666666666666657,1610612753,5,7,2023-11-01T02:56:34Z,970000,False,167.0,235.0,1,left,MISS J. Suggs 28' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,,,,28.77,Missed,,,,,,,,,,,,,,,
98,PT04M52.00S,2023-11-01T02:56:24.4Z,1,REGULAR,rebound,defensive,[],203486,,,1610612746,5,7,2023-11-01T02:57:11Z,980000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Right Center,,,,,,97.0,1.0,1.0,0.0,,,,,,,,,,,
99,PT04M50.00S,2023-11-01T02:56:28.7Z,1,REGULAR,turnover,bad pass,[],203486,,,1610612746,5,7,2023-11-01T02:57:46Z,990000,False,,,0,,M. Plumlee bad pass TURNOVER (1 TO),"[203486, 1630591]",1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Left Center,1.0,Suggs,1630591.0,,,,,,,,,,,,,,,,,
100,PT04M50.00S,2023-11-01T02:56:28.7Z,1,REGULAR,steal,,[],1630591,,,1610612753,5,7,2023-11-01T02:56:30Z,1000000,False,,,0,,J. Suggs STEAL (1 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
102,PT04M47.00S,2023-11-01T02:56:44.8Z,1,REGULAR,turnover,out-of-bounds,[],1630591,,,1610612753,5,7,2023-11-01T02:56:52Z,1020000,False,,,0,,J. Suggs lost ball out-of-bounds TURNOVER (1 TO),[1630591],1610612753.0,ORL,lost ball,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,1179.0,,,,,,,,
103,PT04M32.00S,2023-11-01T02:57:04.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630538,79.02431011826545,91.91176470588235,1610612746,8,7,2023-11-01T02:57:13Z,1030000,False,210.0,145.0,1,right,B. Hyland 25' 3PT  (6 PTS) (P. George 1 AST),"[1630538, 202331]",1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Right Center,,,,25.47,Made,,,,,,,,,,,,6.0,P. George,202331.0,1.0
105,PT04M18.00S,2023-11-01T02:57:18.9Z,1,REGULAR,turnover,lost ball,[],1628365,,,1610612753,8,7,2023-11-01T02:57:23Z,1050000,False,,,0,,M. Fultz lost ball TURNOVER (2 TO),"[1628365, 202695]",1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Mid-Range,8-16 Left,2.0,Leonard,202695.0,,,,,,,,,,,,,,,,,
106,PT04M18.00S,2023-11-01T02:57:18.9Z,1,REGULAR,steal,,[],202695,,,1610612746,8,7,2023-11-01T02:57:20Z,1060000,False,,,0,,K. Leonard STEAL (1 STL),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
107,PT04M11.00S,2023-11-01T02:57:25.3Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630538,91.11366622864652,96.32352941176471,1610612746,8,7,2023-11-01T02:57:31Z,1070000,False,232.0,31.0,1,right,MISS B. Hyland running 3PT,[1630538],1610612746.0,LAC,running,,,Hyland,B. Hyland,,,,,Right Corner 3,24+ Right,,,,23.37,Missed,,,,,,,,,,,,,,,
108,PT04M09.00S,2023-11-01T02:57:27.3Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,8,7,2023-11-01T02:57:34Z,1080000,False,,,0,,W. Carter Jr. REBOUND (Off:0 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Right Corner 3,24+ Right,,,,,,107.0,2.0,2.0,0.0,,,,,,,,,,,
109,PT03M58.00S,2023-11-01T02:57:38.0Z,1,REGULAR,3pt,Jump Shot,[],1630591,9.379106438896187,2.6960784313725554,1610612753,8,7,2023-11-01T02:57:42Z,1090000,False,237.0,36.0,1,left,MISS J. Suggs 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Right Corner 3,24+ Right,,,,23.92,Missed,,,,,,,,,,,,,,,
110,PT03M56.00S,2023-11-01T02:57:40.0Z,1,REGULAR,rebound,defensive,[],203486,,,1610612746,8,7,2023-11-01T02:57:42Z,1100000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:2),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Right Corner 3,24+ Right,,,,,,109.0,2.0,2.0,0.0,,,,,,,,,,,
113,PT03M48.00S,2023-11-01T02:57:48.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,91.24507227332458,48.774509803921575,1610612746,8,7,2023-11-01T02:58:01Z,1110000,False,-6.0,30.0,1,right,MISS M. Plumlee alley-oop DUNK,[203486],1610612746.0,LAC,alley-oop,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,3.04,Missed,,,,,,,,,,,,,,,
114,PT03M46.00S,2023-11-01T02:57:50.5Z,1,REGULAR,rebound,defensive,[],1630175,,,1610612753,8,7,2023-11-01T02:58:01Z,1120000,False,,,0,,C. Anthony REBOUND (Off:0 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Restricted Area,0-8 Center,,,,,,113.0,1.0,1.0,0.0,,,,,,,,,,,
115,PT03M34.00S,2023-11-01T02:58:04.0Z,1,REGULAR,foul,offensive,[],1631094,,,1610612753,8,7,2023-11-01T02:58:16Z,1130000,False,,,0,,P. Banchero charge offensive FOUL (2 PF),"[1631094, 203486]",1610612753.0,ORL,charge,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1179.0,2.0,0.0,Plumlee,203486.0,,,,
117,PT03M34.00S,2023-11-01T02:58:04.0Z,1,REGULAR,turnover,offensive foul,[],1631094,,,1610612753,8,7,2023-11-01T02:58:04Z,1150000,False,,,0,,P. Banchero offensive foul TURNOVER (1 TO),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),8-16 Center,1.0,,,,,,,,,,,1179.0,,,,,,,,
120,PT03M15.00S,2023-11-01T02:58:42.3Z,1,REGULAR,foul,personal,[],1630175,,,1610612746,8,7,2023-11-01T02:58:49Z,1160000,False,,,0,,C. Anthony personal FOUL (1 PF),"[1630175, 1626181]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Mid-Range,24+ Left,,,,,,,,,,,,1179.0,1.0,0.0,Powell,1626181.0,,,,
122,PT03M15.00S,2023-11-01T02:58:47.5Z,1,REGULAR,substitution,out,[],1630591,,,1610612746,8,7,2023-11-01T02:59:03Z,1180000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M15.00S,2023-11-01T02:58:47.5Z,1,REGULAR,substitution,out,[],1631094,,,1610612746,8,7,2023-11-01T02:59:03Z,1190000,False,,,0,,SUB out: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M15.00S,2023-11-01T02:58:47.5Z,1,REGULAR,substitution,out,[],1628976,,,1610612746,8,7,2023-11-01T02:59:03Z,1200000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M15.00S,2023-11-01T02:58:47.5Z,1,REGULAR,substitution,in,[],203914,,,1610612746,8,7,2023-11-01T02:59:03Z,1210000,False,,,0,,SUB in: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M15.00S,2023-11-01T02:58:47.5Z,1,REGULAR,substitution,in,[],1629021,,,1610612746,8,7,2023-11-01T02:59:03Z,1220000,False,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M15.00S,2023-11-01T02:58:47.5Z,1,REGULAR,substitution,in,[],1630532,,,1610612746,8,7,2023-11-01T02:59:03Z,1230000,False,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M15.00S,2023-11-01T02:59:06.8Z,1,REGULAR,substitution,out,[],202695,,,1610612746,8,7,2023-11-01T02:59:11Z,1240000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M15.00S,2023-11-01T02:59:06.8Z,1,REGULAR,substitution,in,[],1629599,,,1610612746,8,7,2023-11-01T02:59:11Z,1250000,False,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M10.00S,2023-11-01T02:59:32.7Z,1,REGULAR,foul,personal,[],1630175,,,1610612746,8,7,2023-11-01T02:59:40Z,1260000,False,,,0,,C. Anthony personal FOUL (2 PF),"[1630175, 1626181]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1628954.0,2.0,0.0,Powell,1626181.0,,,,
132,PT03M06.00S,2023-11-01T02:59:53.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203486,86.38304862023654,51.22549019607843,1610612746,8,7,2023-11-01T03:00:04Z,1280000,False,6.0,75.0,1,right,MISS M. Plumlee 7' driving Layup - blocked,"[203486, 1629021]",1610612746.0,LAC,driving,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,7.57,Missed,,,,,Wagner,1629021.0,,,,,,,,,
133,PT03M06.00S,2023-11-01T02:59:53.1Z,1,REGULAR,block,,[],1629021,,,1610612746,8,7,2023-11-01T03:01:18Z,1290000,False,,,0,,M. Wagner BLOCK (1 BLK),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
134,PT03M03.00S,2023-11-01T02:59:56.1Z,1,REGULAR,rebound,defensive,[],1628365,,,1610612753,8,7,2023-11-01T03:00:04Z,1300000,False,,,0,,M. Fultz REBOUND (Off:0 Def:4),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),0-8 Center,,,,,,132.0,4.0,4.0,0.0,,,,,,,,,,,
135,PT03M02.00S,2023-11-01T02:59:57.8Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1628365,6.225361366622863,50.98039215686275,1610612753,8,9,2023-11-01T03:00:14Z,1310000,False,-5.0,6.0,1,left,M. Fultz running reverse DUNK (2 PTS),[1628365],1610612753.0,ORL,running reverse,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,,,,0.77,Made,,,,,,,,,,,,2.0,,,
136,PT02M46.00S,2023-11-01T03:00:17.2Z,1,REGULAR,foul,offensive,[],1629599,,,1610612746,8,9,2023-11-01T03:00:26Z,1320000,False,,,0,,A. Coffey charge offensive FOUL (1 PF),"[1629599, 1629021]",1610612746.0,LAC,charge,,,Coffey,A. Coffey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,202053.0,1.0,0.0,Wagner,1629021.0,,,,
138,PT02M46.00S,2023-11-01T03:00:17.2Z,1,REGULAR,turnover,offensive foul,[],1629599,,,1610612746,8,9,2023-11-01T03:00:17Z,1340000,False,,,0,,A. Coffey offensive foul TURNOVER (1 TO),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,202053.0,,,,,,,,
139,PT02M46.00S,2023-11-01T03:00:27.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,8,9,2023-11-01T03:00:27Z,1350000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M46.00S,2023-11-01T03:03:01.2Z,1,REGULAR,substitution,out,[],1628365,,,1610612753,8,9,2023-11-01T03:03:16Z,1360000,False,,,0,,SUB out: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M46.00S,2023-11-01T03:03:01.2Z,1,REGULAR,substitution,in,[],204060,,,1610612753,8,9,2023-11-01T03:03:16Z,1370000,False,,,0,,SUB in: J. Ingles,[204060],1610612753.0,ORL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M23.00S,2023-11-01T03:03:45.9Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630175,9.247700394218143,39.70588235294118,1610612753,8,11,2023-11-01T03:03:54Z,1380000,False,51.0,34.0,1,left,C. Anthony 6' driving bank Hook (2 PTS),[1630175],1610612753.0,ORL,driving bank,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,,,,6.19,Made,,,,,,,,,,,,2.0,,,
143,PT02M10.00S,2023-11-01T03:03:58.9Z,1,REGULAR,2pt,Jump Shot,[],202331,83.22930354796321,77.20588235294117,1610612746,8,11,2023-11-01T03:04:06Z,1390000,False,136.0,105.0,1,right,MISS P. George 17' fadeaway Shot,[202331],1610612746.0,LAC,fadeaway,,,George,P. George,,,,,Mid-Range,16-24 Right Center,,,,17.19,Missed,,,,,,,,,,,,,,,
144,PT02M07.00S,2023-11-01T03:04:01.9Z,1,REGULAR,rebound,defensive,[],203914,,,1610612753,8,11,2023-11-01T03:04:06Z,1400000,False,,,0,,G. Harris REBOUND (Off:0 Def:1),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Mid-Range,16-24 Right Center,,,,,,143.0,1.0,1.0,0.0,,,,,,,,,,,
145,PT01M54.00S,2023-11-01T03:04:15.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,7.408015768725363,56.127450980392155,1610612753,8,13,2023-11-01T03:04:20Z,1410000,False,-31.0,17.0,1,left,M. Wagner reverse Layup (2 PTS) (F. Wagner 1 AST),"[1629021, 1630532]",1610612753.0,ORL,reverse,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,,,,3.51,Made,,,,,,,,,,,,2.0,F. Wagner,1630532.0,1.0
147,PT01M41.00S,2023-11-01T03:04:30.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203914,,,1610612746,8,13,2023-11-01T03:04:37Z,1430000,False,,,0,,G. Harris personal FOUL (1 PF) (Powell 2 FT),"[203914, 1626181]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,1179.0,1.0,0.0,Powell,1626181.0,,,,
149,PT01M41.00S,2023-11-01T03:05:03.9Z,1,REGULAR,freethrow,1 of 2,[],1626181,,,1610612746,8,13,2023-11-01T03:05:03Z,1450000,False,,,0,,MISS N. Powell Free Throw 1 of 2,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
150,PT01M41.00S,2023-11-01T03:05:03.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,8,13,2023-11-01T03:05:03Z,1460000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,149.0,,,,,,,,,,,,,,
151,PT01M41.00S,2023-11-01T03:05:07.5Z,1,REGULAR,substitution,out,[],1630538,,,1610612746,8,13,2023-11-01T03:05:25Z,1470000,False,,,0,,SUB out: B. Hyland,[1630538],1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT01M41.00S,2023-11-01T03:05:07.5Z,1,REGULAR,substitution,out,[],202331,,,1610612746,8,13,2023-11-01T03:05:25Z,1480000,False,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT01M41.00S,2023-11-01T03:05:07.5Z,1,REGULAR,substitution,in,[],201566,,,1610612746,8,13,2023-11-01T03:05:25Z,1490000,False,,,0,,SUB in: R. Westbrook,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT01M41.00S,2023-11-01T03:05:07.5Z,1,REGULAR,substitution,in,[],1641738,,,1610612746,8,13,2023-11-01T03:05:25Z,1500000,False,,,0,,SUB in: K. Brown,[1641738],1610612746.0,LAC,,,,Brown,K. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT01M41.00S,2023-11-01T03:05:26.6Z,1,REGULAR,freethrow,2 of 2,[],1626181,,,1610612746,9,13,2023-11-01T03:05:26Z,1510000,False,,,0,,N. Powell Free Throw 2 of 2 (1 PTS),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,Made,,,,,,,,,,,,1.0,,,
156,PT01M15.00S,2023-11-01T03:05:51.7Z,1,REGULAR,3pt,Jump Shot,[],1630532,7.670827858081481,96.81372549019608,1610612753,9,13,2023-11-01T03:06:02Z,1520000,False,-234.0,20.0,1,left,MISS F. Wagner 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Left Corner 3,24+ Left,,,,23.49,Missed,,,,,,,,,,,,,,,
157,PT01M13.00S,2023-11-01T03:05:53.7Z,1,REGULAR,rebound,defensive,[],1641738,,,1610612746,9,13,2023-11-01T03:06:02Z,1530000,False,,,0,,K. Brown REBOUND (Off:0 Def:1),[1641738],1610612746.0,LAC,,,,Brown,K. Brown,,,,,Left Corner 3,24+ Left,,,,,,156.0,1.0,1.0,0.0,,,,,,,,,,,
158,PT01M08.00S,2023-11-01T03:05:59.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,93.74178712220763,49.754901960784316,1610612746,11,13,2023-11-01T03:14:05Z,1540000,False,-1.0,6.0,1,right,M. Plumlee driving reverse DUNK (2 PTS) (K. Brown 1 AST),"[203486, 1641738]",1610612746.0,LAC,driving reverse,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,0.64,Made,,,,,,,,,,,,2.0,K. Brown,1641738.0,1.0
