actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
581,PT07M06.00S,2023-12-17T05:41:05.8Z,4,REGULAR,foul,offensive,[],1628392,,,1610612752,125,106,2023-12-17T05:41:15Z,5650000,False,,,0,,I. Hartenstein offensive FOUL (3 PF),"[1628392, 1629599]",1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202056.0,3.0,0.0,Coffey,1629599.0
583,PT07M06.00S,2023-12-17T05:41:05.8Z,4,REGULAR,turnover,offensive foul,[],1628392,,,1610612752,125,106,2023-12-17T05:41:05Z,5670000,False,,,0,,I. Hartenstein offensive foul TURNOVER (3 TO),[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,3.0,,,202056.0,,,,
584,PT07M06.00S,2023-12-17T05:41:15.3Z,4,REGULAR,substitution,out,[],1630193,,,1610612746,125,106,2023-12-17T05:41:30Z,5680000,False,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT07M06.00S,2023-12-17T05:41:15.3Z,4,REGULAR,substitution,out,[],1629628,,,1610612746,125,106,2023-12-17T05:41:30Z,5690000,False,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT07M06.00S,2023-12-17T05:41:15.3Z,4,REGULAR,substitution,in,[],203944,,,1610612746,125,106,2023-12-17T05:41:30Z,5700000,False,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT07M06.00S,2023-12-17T05:41:15.3Z,4,REGULAR,substitution,in,[],1628973,,,1610612746,125,106,2023-12-17T05:41:30Z,5710000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT06M52.00S,2023-12-17T05:41:45.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626181,7.802233902759525,50.49019607843137,1610612746,127,106,2023-12-17T05:41:49Z,5720000,False,-2.0,21.0,1,left,N. Powell driving Layup (16 PTS) (J. Harden 11 AST),"[1626181, 201935]",1610612746.0,LAC,driving,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,2.09,Made,16.0,J. Harden,201935.0,11.0,,,,,,,,,,,,,,
590,PT06M38.00S,2023-12-17T05:41:58.8Z,4,REGULAR,3pt,Jump Shot,[],203944,73.50525624178712,79.90196078431373,1610612752,127,106,2023-12-17T05:42:03Z,5740000,False,150.0,197.0,1,right,MISS J. Randle 24' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,24.7,Missed,,,,,,,,,,,,,,,,,,
591,PT06M36.00S,2023-12-17T05:42:00.8Z,4,REGULAR,rebound,defensive,[],202331,,,1610612746,127,106,2023-12-17T05:42:03Z,5750000,False,,,0,,P. George REBOUND (Off:0 Def:4),[202331],1610612746.0,LAC,,,,George,P. George,,,,,Above the Break 3,24+ Right Center,,,,,,,,,590.0,4.0,4.0,0.0,,,,,,,,
592,PT06M27.00S,2023-12-17T05:42:10.2Z,4,REGULAR,3pt,Jump Shot,[],1629599,8.196452036793687,3.4313725490196134,1610612746,130,106,2023-12-17T05:42:15Z,5760000,False,233.0,25.0,1,left,A. Coffey 3PT  (3 PTS) (J. Harden 12 AST),"[1629599, 201935]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Right Corner 3,24+ Right,23.41,Made,3.0,J. Harden,201935.0,12.0,,,,,,,,,,,,,,
594,PT06M26.00S,2023-12-17T05:42:18.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,130,106,2023-12-17T05:42:18Z,5780000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT06M26.00S,2023-12-17T05:44:38.9Z,4,REGULAR,substitution,out,[],1628392,,,1610612752,130,106,2023-12-17T05:45:04Z,5790000,False,,,0,,SUB out: I. Hartenstein,[1628392],1610612752.0,NYK,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT06M26.00S,2023-12-17T05:44:38.9Z,4,REGULAR,substitution,out,[],203944,,,1610612752,130,106,2023-12-17T05:45:04Z,5800000,False,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT06M26.00S,2023-12-17T05:44:38.9Z,4,REGULAR,substitution,out,[],1628973,,,1610612752,130,106,2023-12-17T05:45:04Z,5810000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT06M26.00S,2023-12-17T05:44:38.9Z,4,REGULAR,substitution,in,[],1630579,,,1610612752,130,106,2023-12-17T05:45:04Z,5820000,False,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT06M26.00S,2023-12-17T05:44:38.9Z,4,REGULAR,substitution,in,[],201959,,,1610612752,130,106,2023-12-17T05:45:04Z,5840000,False,,,0,,SUB in: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT06M26.00S,2023-12-17T05:44:38.9Z,4,REGULAR,substitution,in,[],1629610,,,1610612752,130,106,2023-12-17T05:45:31Z,5845000,False,,,0,,SUB in: D. Jeffries,[1629610],1610612752.0,NYK,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT06M15.00S,2023-12-17T05:45:14.4Z,4,REGULAR,2pt,Jump Shot,[],1629656,75.34494086727989,52.205882352941174,1610612752,130,106,2023-12-17T05:45:19Z,5850000,False,11.0,179.0,1,right,MISS Q. Grimes 17' pullup Shot,[1629656],1610612752.0,NYK,pullup,,,Grimes,Q. Grimes,,,,,Mid-Range,16-24 Center,17.96,Missed,,,,,,,,,,,,,,,,,,
602,PT06M12.00S,2023-12-17T05:45:17.4Z,4,REGULAR,rebound,defensive,[],1629599,,,1610612746,130,106,2023-12-17T05:45:19Z,5860000,False,,,0,,A. Coffey REBOUND (Off:0 Def:1),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Mid-Range,16-24 Center,,,,,,,,,601.0,1.0,1.0,0.0,,,,,,,,
604,PT05M56.00S,2023-12-17T05:45:33.8Z,4,REGULAR,3pt,Jump Shot,[],201935,33.163600525624176,44.85294117647059,1610612746,130,106,2023-12-17T05:46:36Z,5870000,False,26.0,259.0,1,left,MISS J. Harden 26' step back 3PT,[201935],1610612746.0,LAC,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,26.05,Missed,,,,,,,,,,,,,,,,,,
605,PT05M52.00S,2023-12-17T05:45:37.8Z,4,REGULAR,rebound,defensive,[],1629656,,,1610612752,130,106,2023-12-17T05:45:40Z,5880000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:1),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Center,,,,,,,,,604.0,1.0,1.0,0.0,,,,,,,,
606,PT05M42.00S,2023-12-17T05:45:47.6Z,4,REGULAR,2pt,Jump Shot,[],1630540,78.23587385019711,54.65686274509804,1610612752,130,106,2023-12-17T05:45:51Z,5890000,False,23.0,152.0,1,right,MISS M. McBride 15' pullup Shot,[1630540],1610612752.0,NYK,pullup,,,McBride,M. McBride,,,,,Mid-Range,8-16 Center,15.39,Missed,,,,,,,,,,,,,,,,,,
607,PT05M39.00S,2023-12-17T05:45:50.6Z,4,REGULAR,rebound,defensive,[],1626181,,,1610612746,130,106,2023-12-17T05:45:51Z,5900000,False,,,0,,N. Powell REBOUND (Off:0 Def:2),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Mid-Range,8-16 Center,,,,,,,,,606.0,2.0,2.0,0.0,,,,,,,,
608,PT05M21.00S,2023-12-17T05:46:09.2Z,4,REGULAR,3pt,Jump Shot,[],202331,27.11892247043363,80.88235294117646,1610612746,133,106,2023-12-17T05:47:05Z,5910000,False,-154.0,202.0,1,left,P. George 25' 3PT pullup (25 PTS) (I. Zubac 2 AST),"[202331, 1627826]",1610612746.0,LAC,pullup,,,George,P. George,,,,,Above the Break 3,24+ Left Center,25.46,Made,25.0,I. Zubac,1627826.0,2.0,,,,,,,,,,,,,,
611,PT05M01.00S,2023-12-17T05:46:28.9Z,4,REGULAR,3pt,Jump Shot,[],1629656,94.00459921156373,3.1862745098039227,1610612752,133,109,2023-12-17T05:46:34Z,5940000,False,-234.0,4.0,1,right,Q. Grimes 3PT  (8 PTS) (M. McBride 1 AST),"[1629656, 1630540]",1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,23.41,Made,8.0,M. McBride,1630540.0,1.0,,,,,,,,,,,,,,
612,PT04M59.00S,2023-12-17T05:46:47.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,133,109,2023-12-17T05:46:47Z,5950000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT04M59.00S,2023-12-17T05:49:08.6Z,4,REGULAR,substitution,out,[],201935,,,1610612746,133,109,2023-12-17T05:49:40Z,5960000,False,,,0,,SUB out: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT04M59.00S,2023-12-17T05:49:08.6Z,4,REGULAR,substitution,out,[],1629599,,,1610612746,133,109,2023-12-17T05:49:40Z,5970000,False,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT04M59.00S,2023-12-17T05:49:08.6Z,4,REGULAR,substitution,out,[],202331,,,1610612746,133,109,2023-12-17T05:49:40Z,5980000,False,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT04M59.00S,2023-12-17T05:49:08.6Z,4,REGULAR,substitution,out,[],1626181,,,1610612746,133,109,2023-12-17T05:49:40Z,5990000,False,,,0,,SUB out: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT04M59.00S,2023-12-17T05:49:08.6Z,4,REGULAR,substitution,out,[],1627826,,,1610612746,133,109,2023-12-17T05:49:40Z,6000000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT04M59.00S,2023-12-17T05:49:08.6Z,4,REGULAR,substitution,in,[],1630563,,,1610612746,133,109,2023-12-17T05:49:40Z,6010000,False,,,0,,SUB in: J. Primo,[1630563],1610612746.0,LAC,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT04M59.00S,2023-12-17T05:49:08.6Z,4,REGULAR,substitution,in,[],1630527,,,1610612746,133,109,2023-12-17T05:49:40Z,6020000,False,,,0,,SUB in: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT04M59.00S,2023-12-17T05:49:08.6Z,4,REGULAR,substitution,in,[],1641738,,,1610612746,133,109,2023-12-17T05:49:40Z,6030000,False,,,0,,SUB in: K. Brown,[1641738],1610612746.0,LAC,,,,Brown,K. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT04M59.00S,2023-12-17T05:49:08.6Z,4,REGULAR,substitution,in,[],1629875,,,1610612746,133,109,2023-12-17T05:49:40Z,6040000,False,,,0,,SUB in: X. Moon,[1629875],1610612746.0,LAC,,,,Moon,X. Moon,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT04M59.00S,2023-12-17T05:49:08.6Z,4,REGULAR,substitution,in,[],1641757,,,1610612746,133,109,2023-12-17T05:49:40Z,6050000,False,,,0,,SUB in: J. Miller,[1641757],1610612746.0,LAC,,,,Miller,J. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT04M36.00S,2023-12-17T05:49:49.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630563,6.356767411300922,49.26470588235294,1610612746,135,109,2023-12-17T05:51:20Z,6060000,False,4.0,7.0,1,left,J. Primo cutting Layup (2 PTS) (B. Boston Jr. 1 AST),"[1630563, 1630527]",1610612746.0,LAC,cutting,,,Primo,J. Primo,,,,,Restricted Area,0-8 Center,0.82,Made,2.0,B. Boston Jr.,1630527.0,1.0,,,,,,,,,,,,,,
626,PT04M24.00S,2023-12-17T05:50:02.8Z,4,REGULAR,2pt,Jump Shot,[],1629656,90.01314060446781,7.329963235294116,1610612752,135,109,2023-12-17T05:53:47Z,6080000,False,-213.0,41.0,1,right,MISS Q. Grimes 21' step back Shot,[1629656],1610612752.0,NYK,step back,,,Grimes,Q. Grimes,,,,,Mid-Range,16-24 Left,21.74,Missed,,,,,,,,,,,,,,,,,,
627,PT04M24.00S,2023-12-17T05:50:02.8Z,4,REGULAR,rebound,defensive,[],1629875,,,1610612746,135,109,2023-12-17T05:50:08Z,6090000,False,,,0,,X. Moon REBOUND (Off:0 Def:1),[1629875],1610612746.0,LAC,,,,Moon,X. Moon,,,,,Left Corner 3,24+ Left,,,,,,,,,626.0,1.0,1.0,0.0,,,,,,,,
628,PT04M00.00S,2023-12-17T05:50:26.4Z,4,REGULAR,turnover,lost ball,[],1630563,,,1610612746,135,109,2023-12-17T05:50:30Z,6100000,False,,,0,,J. Primo lost ball TURNOVER (1 TO),"[1630563, 1630579]",1610612746.0,LAC,,,,Primo,J. Primo,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1.0,Sims,1630579.0,,,,,
629,PT04M00.00S,2023-12-17T05:50:26.4Z,4,REGULAR,steal,,[],1630579,,,1610612752,135,109,2023-12-17T05:50:28Z,6110000,False,,,0,,J. Sims STEAL (1 STL),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
630,PT03M48.00S,2023-12-17T05:50:38.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629610,76.7904073587385,89.2156862745098,1610612752,135,109,2023-12-17T05:50:45Z,6120000,False,196.0,166.0,1,right,MISS D. Jeffries 25' 3PT,[1629610],1610612752.0,NYK,,,,Jeffries,D. Jeffries,,,,,Above the Break 3,24+ Right Center,25.67,Missed,,,,,,,,,,,,,,,,,,
631,PT03M42.00S,2023-12-17T05:50:44.0Z,4,REGULAR,rebound,defensive,[],1630527,,,1610612746,135,109,2023-12-17T05:50:45Z,6130000,False,,,0,,B. Boston Jr. REBOUND (Off:0 Def:1),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,630.0,1.0,1.0,0.0,,,,,,,,
632,PT03M34.00S,2023-12-17T05:50:51.5Z,4,REGULAR,3pt,Jump Shot,[],1630527,34.08344283837057,57.35294117647059,1610612746,138,109,2023-12-17T05:50:56Z,6140000,False,-37.0,268.0,1,left,B. Boston Jr. 27' 3PT step back (3 PTS),[1630527],1610612746.0,LAC,step back,,,Boston Jr.,B. Boston Jr.,,,,,Above the Break 3,24+ Center,27.04,Made,3.0,,,,,,,,,,,,,,,,,
633,PT03M23.00S,2023-12-17T05:51:02.6Z,4,REGULAR,3pt,Jump Shot,[],201959,91.77069645203679,4.656862745098039,1610612752,138,109,2023-12-17T05:51:06Z,6150000,False,-227.0,25.0,1,right,MISS T. Gibson 3PT,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,Left Corner 3,24+ Left,22.81,Missed,,,,,,,,,,,,,,,,,,
634,PT03M21.00S,2023-12-17T05:51:04.6Z,4,REGULAR,rebound,defensive,[],1630527,,,1610612746,138,109,2023-12-17T05:51:06Z,6160000,False,,,0,,B. Boston Jr. REBOUND (Off:0 Def:2),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,633.0,2.0,2.0,0.0,,,,,,,,
635,PT03M15.00S,2023-12-17T05:51:11.1Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630527,16.737844940867276,4.411764705882348,1610612746,138,109,2023-12-17T05:55:08Z,6170000,False,228.0,105.0,1,left,MISS B. Boston Jr. 25' running pullup 3PT,[1630527],1610612746.0,LAC,running pullup,,,Boston Jr.,B. Boston Jr.,,,,,Above the Break 3,24+ Right Center,25.08,Missed,,,,,,,,,,,,,,,,,,
636,PT03M10.00S,2023-12-17T05:51:16.1Z,4,REGULAR,rebound,defensive,[],1629610,,,1610612752,138,109,2023-12-17T05:51:17Z,6180000,False,,,0,,D. Jeffries REBOUND (Off:0 Def:1),[1629610],1610612752.0,NYK,,,,Jeffries,D. Jeffries,,,,,Above the Break 3,24+ Right Center,,,,,,,,,635.0,1.0,1.0,0.0,,,,,,,,
637,PT03M07.00S,2023-12-17T05:51:19.1Z,4,REGULAR,3pt,Jump Shot,[],1629656,68.9060446780552,28.92156862745098,1610612752,138,109,2023-12-17T05:51:25Z,6190000,False,-105.0,240.0,1,right,MISS Q. Grimes 26' 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,26.19,Missed,,,,,,,,,,,,,,,,,,
638,PT03M04.00S,2023-12-17T05:51:22.1Z,4,REGULAR,rebound,defensive,[],1641757,,,1610612746,138,109,2023-12-17T05:51:25Z,6200000,False,,,0,,J. Miller REBOUND (Off:0 Def:1),[1641757],1610612746.0,LAC,,,,Miller,J. Miller,,,,,Above the Break 3,24+ Left Center,,,,,,,,,637.0,1.0,1.0,0.0,,,,,,,,
640,PT02M55.00S,2023-12-17T05:51:42.9Z,4,REGULAR,3pt,Jump Shot,[],1641738,30.929697766097235,35.049019607843135,1610612746,141,109,2023-12-17T05:51:47Z,6220000,False,75.0,238.0,1,left,K. Brown 24' 3PT  (3 PTS) (X. Moon 1 AST),"[1641738, 1629875]",1610612746.0,LAC,,,,Brown,K. Brown,,,,,Above the Break 3,24+ Center,24.97,Made,3.0,X. Moon,1629875.0,1.0,,,,,,,,,,,,,,
642,PT02M46.00S,2023-12-17T05:51:53.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630540,90.45663600525624,59.55882352941176,1610612752,141,109,2023-12-17T05:51:57Z,6240000,False,48.0,37.0,1,right,MISS M. McBride 6' driving Layup - blocked,"[1630540, 1630563]",1610612752.0,NYK,driving,,,McBride,M. McBride,,,,,In The Paint (Non-RA),0-8 Center,6.06,Missed,,,,,Primo,1630563.0,,,,,,,,,,,,
643,PT02M46.00S,2023-12-17T05:51:53.0Z,4,REGULAR,block,,[],1630563,,,1610612752,141,109,2023-12-17T05:51:55Z,6250000,False,,,0,,J. Primo BLOCK (1 BLK),[1630563],1610612746.0,LAC,,,,Primo,J. Primo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
644,PT02M46.00S,2023-12-17T05:51:53.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612746,141,109,2023-12-17T05:51:57Z,6260000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,642.0,,,,,,,,,,,
646,PT02M46.00S,2023-12-17T05:51:58.7Z,4,REGULAR,substitution,out,[],1629656,,,1610612746,141,109,2023-12-17T05:52:04Z,6280000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT02M46.00S,2023-12-17T05:51:58.7Z,4,REGULAR,substitution,in,[],1627853,,,1610612746,141,109,2023-12-17T05:52:04Z,6290000,False,,,0,,SUB in: R. Arcidiacono,[1627853],1610612752.0,NYK,,,,Arcidiacono,R. Arcidiacono,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT02M38.00S,2023-12-17T05:52:18.3Z,4,REGULAR,3pt,Jump Shot,[],1630527,31.192509855453352,76.7156862745098,1610612746,141,109,2023-12-17T05:52:23Z,6300000,False,-134.0,241.0,1,left,MISS B. Boston Jr. 27' 3PT,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,Above the Break 3,24+ Left Center,27.53,Missed,,,,,,,,,,,,,,,,,,
649,PT02M35.00S,2023-12-17T05:52:21.3Z,4,REGULAR,rebound,defensive,[],1630540,,,1610612752,141,109,2023-12-17T05:52:23Z,6310000,False,,,0,,M. McBride REBOUND (Off:0 Def:1),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Left Center,,,,,,,,,648.0,1.0,1.0,0.0,,,,,,,,
650,PT02M26.00S,2023-12-17T05:52:32.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630579,91.77069645203679,51.71568627450981,1610612752,141,111,2023-12-17T05:52:46Z,6320000,False,9.0,25.0,1,right,J. Sims driving Layup (2 PTS),[1630579],1610612752.0,NYK,driving,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,2.63,Made,2.0,,,,,,,,,,,,,,,,,
651,PT02M26.00S,2023-12-17T05:52:37.1Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630527,,,1610612752,141,111,2023-12-17T05:52:44Z,6330000,False,,,0,,B. Boston Jr. shooting personal FOUL (1 PF) (Sims 1 FT),"[1630527, 1630579]",1610612746.0,LAC,shooting,,,Boston Jr.,B. Boston Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202056.0,1.0,0.0,Sims,1630579.0
653,PT02M26.00S,2023-12-17T05:52:57.4Z,4,REGULAR,freethrow,1 of 1,[],1630579,,,1610612752,141,112,2023-12-17T05:52:57Z,6350000,False,,,0,,J. Sims Free Throw 1 of 1 (3 PTS),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
654,PT02M11.00S,2023-12-17T05:53:14.3Z,4,REGULAR,3pt,Jump Shot,[],1641738,32.90078843626807,66.91176470588235,1610612746,141,112,2023-12-17T05:53:18Z,6360000,False,-85.0,257.0,1,left,MISS K. Brown 27' 3PT,[1641738],1610612746.0,LAC,,,,Brown,K. Brown,,,,,Above the Break 3,24+ Left Center,27.04,Missed,,,,,,,,,,,,,,,,,,
655,PT02M08.00S,2023-12-17T05:53:17.3Z,4,REGULAR,rebound,defensive,[],1630579,,,1610612752,141,112,2023-12-17T05:53:18Z,6370000,False,,,0,,J. Sims REBOUND (Off:0 Def:2),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,Above the Break 3,24+ Left Center,,,,,,,,,654.0,2.0,2.0,0.0,,,,,,,,
656,PT02M00.00S,2023-12-17T05:53:25.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630579,94.26741130091985,47.79411764705882,1610612752,141,114,2023-12-17T05:53:28Z,6380000,False,-11.0,1.0,1,right,J. Sims alley-oop DUNK (5 PTS) (M. McBride 2 AST),"[1630579, 1630540]",1610612752.0,NYK,alley-oop,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,1.11,Made,5.0,M. McBride,1630540.0,2.0,,,,,,,,,,,,,,
658,PT01M47.00S,2023-12-17T05:53:40.4Z,4,REGULAR,turnover,bad pass,[],1630563,,,1610612746,141,114,2023-12-17T05:53:45Z,6400000,False,,,0,,J. Primo bad pass TURNOVER (2 TO),"[1630563, 1630540]",1610612746.0,LAC,,,,Primo,J. Primo,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,2.0,McBride,1630540.0,,,,,
659,PT01M47.00S,2023-12-17T05:53:40.4Z,4,REGULAR,steal,,[],1630540,,,1610612752,141,114,2023-12-17T05:53:42Z,6410000,False,,,0,,M. McBride STEAL (1 STL),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
660,PT01M45.00S,2023-12-17T05:53:43.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630540,93.34756898817345,48.28431372549019,1610612752,141,116,2023-12-17T05:53:48Z,6420000,False,-9.0,10.0,1,right,M. McBride running finger roll Layup (2 PTS),[1630540],1610612752.0,NYK,running finger roll,,,McBride,M. McBride,,,,,Restricted Area,0-8 Center,1.32,Made,2.0,,,,,,,,,,,,,,,,,
661,PT01M42.00S,2023-12-17T05:53:48.6Z,4,REGULAR,turnover,bad pass,[],1641757,,,1610612746,141,116,2023-12-17T05:53:53Z,6430000,False,,,0,,J. Miller bad pass TURNOVER (1 TO),"[1641757, 1630540]",1610612746.0,LAC,,,,Miller,J. Miller,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,McBride,1630540.0,,,,,
662,PT01M42.00S,2023-12-17T05:53:48.6Z,4,REGULAR,steal,,[],1630540,,,1610612752,141,116,2023-12-17T05:53:50Z,6440000,False,,,0,,M. McBride STEAL (2 STL),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
663,PT01M40.00S,2023-12-17T05:53:51.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630540,93.74178712220763,51.22549019607843,1610612752,141,118,2023-12-17T05:53:57Z,6450000,False,6.0,6.0,1,right,M. McBride Layup (4 PTS),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Restricted Area,0-8 Center,0.88,Made,4.0,,,,,,,,,,,,,,,,,
664,PT01M26.00S,2023-12-17T05:54:07.5Z,4,REGULAR,3pt,Jump Shot,[],1630563,23.308147174770042,8.088235294117652,1610612746,141,118,2023-12-17T05:54:11Z,6460000,False,210.0,167.0,1,left,MISS J. Primo 26' 3PT,[1630563],1610612746.0,LAC,,,,Primo,J. Primo,,,,,Above the Break 3,24+ Right Center,26.77,Missed,,,,,,,,,,,,,,,,,,
665,PT01M24.00S,2023-12-17T05:54:09.5Z,4,REGULAR,rebound,defensive,[],1629610,,,1610612752,141,118,2023-12-17T05:54:11Z,6470000,False,,,0,,D. Jeffries REBOUND (Off:0 Def:2),[1629610],1610612752.0,NYK,,,,Jeffries,D. Jeffries,,,,,Above the Break 3,24+ Right Center,,,,,,,,,664.0,2.0,2.0,0.0,,,,,,,,
