actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
89,PT04M24.00S,2024-04-13T02:54:16.1Z,1,REGULAR,rebound,defensive,[],200782,,,1610612746,25,14,2024-04-13T02:54:16Z,890000,False,,,0,,P. Tucker REBOUND (Off:1 Def:3),[200782],1610612746.0,LAC,,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Left Center,,,,,,,88.0,,,,,4.0,3.0,1.0,,,,,,
90,PT04M13.00S,2024-04-13T02:54:28.6Z,1,REGULAR,turnover,out-of-bounds,[],202331,,,1610612746,25,14,2024-04-13T02:54:36Z,900000,False,,,0,,P. George lost ball out-of-bounds TURNOVER (1 TO),[202331],1610612746.0,LAC,lost ball,,,George,P. George,,,,,Restricted Area,0-8 Center,,,,,,,,203593.0,1.0,,,,,,,,,,,
91,PT04M13.00S,2024-04-13T02:54:31.4Z,1,REGULAR,substitution,out,[],1629677,,,1610612762,25,14,2024-04-13T02:54:38Z,910000,False,,,0,,SUB out: L. Samanic,[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M13.00S,2024-04-13T02:54:31.4Z,1,REGULAR,substitution,in,[],1630554,,,1610612762,25,14,2024-04-13T02:54:38Z,920000,False,,,0,,SUB in: J. Preston,[1630554],1610612762.0,UTA,,,,Preston,J. Preston,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M56.00S,2024-04-13T02:55:08.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630554,84.1491458607096,41.17647058823529,1610612762,25,16,2024-04-13T02:55:12Z,930000,False,-44.0,96.0,1,right,J. Preston 10' pullup Jump Shot (2 PTS),[1630554],1610612762.0,UTA,pullup,,,Preston,J. Preston,,,,,In The Paint (Non-RA),8-16 Center,10.61,Made,2.0,,,,,,,,,,,,,,,,,
94,PT03M36.00S,2024-04-13T02:55:29.5Z,1,REGULAR,foul,personal,['3freethrow'],1631254,,,1610612746,25,16,2024-04-13T02:55:36Z,940000,False,,,0,,K. Lofton Jr. shooting personal FOUL (1 PF) (Harden 3 FT),"[1631254, 201935]",1610612762.0,UTA,shooting,,,Lofton Jr.,K. Lofton Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,1662.0,,1.0,0.0,,,,,,Harden,201935.0,,
96,PT03M36.00S,2024-04-13T02:56:05.4Z,1,REGULAR,freethrow,1 of 3,[],201935,,,1610612746,26,16,2024-04-13T02:56:51Z,960000,False,,,0,,J. Harden Free Throw 1 of 3 (3 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
97,PT03M36.00S,2024-04-13T02:56:05.4Z,1,REGULAR,freethrow,2 of 3,[],201935,,,1610612746,27,16,2024-04-13T02:56:51Z,970000,False,,,0,,J. Harden Free Throw 2 of 3 (4 PTS),[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
98,PT03M36.00S,2024-04-13T02:56:21.2Z,1,REGULAR,substitution,out,[],202331,,,1610612746,27,16,2024-04-13T02:56:29Z,980000,False,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M36.00S,2024-04-13T02:56:21.2Z,1,REGULAR,substitution,out,[],200782,,,1610612746,27,16,2024-04-13T02:56:29Z,990000,False,,,0,,SUB out: P. Tucker,[200782],1610612746.0,LAC,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M36.00S,2024-04-13T02:56:21.2Z,1,REGULAR,substitution,in,[],1629599,,,1610612746,27,16,2024-04-13T02:56:29Z,1000000,False,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M36.00S,2024-04-13T02:56:21.2Z,1,REGULAR,substitution,in,[],1626181,,,1610612746,27,16,2024-04-13T02:56:29Z,1010000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M36.00S,2024-04-13T02:56:05.4Z,1,REGULAR,freethrow,3 of 3,[],201935,,,1610612746,27,16,2024-04-13T02:56:51Z,1020000,False,,,0,,MISS J. Harden Free Throw 3 of 3,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
103,PT03M33.00S,2024-04-13T02:56:08.4Z,1,REGULAR,rebound,defensive,[],1631254,,,1610612762,27,16,2024-04-13T02:56:51Z,1030000,False,,,0,,K. Lofton Jr. REBOUND (Off:0 Def:1),[1631254],1610612762.0,UTA,,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,,,,,,102.0,,,,,1.0,1.0,0.0,,,,,,
104,PT03M19.00S,2024-04-13T02:57:03.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,93.47897503285151,46.07843137254902,1610612762,27,18,2024-04-13T02:57:24Z,1040000,False,-20.0,9.0,1,right,T. Horton-Tucker driving Layup (4 PTS) (B. Sensabaugh 1 AST),"[1629659, 1641729]",1610612762.0,UTA,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,2.15,Made,4.0,B. Sensabaugh,1641729.0,1.0,,,,,,,,,,,,,,
106,PT03M07.00S,2024-04-13T02:57:15.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,7.802233902759525,53.18627450980392,1610612746,29,18,2024-04-13T02:57:19Z,1060000,False,-16.0,21.0,1,left,R. Westbrook driving Layup (2 PTS),[201566],1610612746.0,LAC,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,2.62,Made,2.0,,,,,,,,,,,,,,,,,
108,PT02M57.00S,2024-04-13T02:57:24.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629659,84.93758212877792,62.99019607843137,1610612762,29,20,2024-04-13T02:57:30Z,1080000,False,65.0,89.0,1,right,T. Horton-Tucker 11' fadeaway Jump Shot (6 PTS),[1629659],1610612762.0,UTA,fadeaway,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),8-16 Right,11.03,Made,6.0,,,,,,,,,,,,,,,,,
109,PT02M44.00S,2024-04-13T02:57:38.3Z,1,REGULAR,3pt,Jump Shot,[],201935,35.134691195795014,57.84313725490196,1610612746,29,20,2024-04-13T02:57:43Z,1090000,False,-39.0,278.0,1,left,MISS J. Harden 28' 3PT,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,28.06,Missed,,,,,,,,,,,,,,,,,,
110,PT02M41.00S,2024-04-13T02:57:41.7Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,29,20,2024-04-13T02:57:41Z,1100000,False,,,0,,I. Zubac REBOUND (Off:1 Def:0),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Center,,,,,,,109.0,,,,,1.0,0.0,1.0,,,,,,
111,PT02M38.00S,2024-04-13T02:57:44.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626181,30.66688567674113,24.264705882352942,1610612746,29,20,2024-04-13T02:57:49Z,1110000,False,129.0,236.0,1,left,MISS N. Powell 26' pullup 3PT,[1626181],1610612746.0,LAC,pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,26.86,Missed,,,,,,,,,,,,,,,,,,
112,PT02M35.00S,2024-04-13T02:57:47.2Z,1,REGULAR,rebound,defensive,[],1641729,,,1610612762,29,20,2024-04-13T02:57:49Z,1120000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:1),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,,,,,,,111.0,,,,,1.0,1.0,0.0,,,,,,
113,PT02M25.00S,2024-04-13T02:57:58.3Z,1,REGULAR,3pt,Jump Shot,[],1629659,71.13994743758212,25.980392156862735,1610612762,29,20,2024-04-13T02:58:03Z,1130000,False,-120.0,219.0,1,right,MISS T. Horton-Tucker 24' step back 3PT,[1629659],1610612762.0,UTA,step back,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Left Center,24.96,Missed,,,,,,,,,,,,,,,,,,
114,PT02M20.00S,2024-04-13T02:58:03.3Z,1,REGULAR,rebound,defensive,[],1629599,,,1610612746,29,20,2024-04-13T02:58:03Z,1140000,False,,,0,,A. Coffey REBOUND (Off:0 Def:1),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Above the Break 3,24+ Left Center,,,,,,,113.0,,,,,1.0,1.0,0.0,,,,,,
115,PT02M13.00S,2024-04-13T02:58:10.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,10.95597897503285,50.73529411764706,1610612746,29,20,2024-04-13T02:58:14Z,1150000,False,-4.0,50.0,1,left,MISS J. Harden driving Layup,[201935],1610612746.0,LAC,driving,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,5.06,Missed,,,,,,,,,,,,,,,,,,
116,PT02M10.00S,2024-04-13T02:58:12.7Z,1,REGULAR,rebound,offensive,[],1627826,,,1610612746,29,20,2024-04-13T02:58:12Z,1160000,False,,,0,,I. Zubac REBOUND (Off:2 Def:0),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,115.0,,,,,2.0,0.0,2.0,,,,,,
117,PT02M09.00S,2024-04-13T02:58:14.2Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1627826,12.270039421813408,51.96078431372549,1610612746,31,20,2024-04-13T02:58:17Z,1170000,False,-10.0,63.0,1,left,I. Zubac 6' Hook (10 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),0-8 Center,6.36,Made,10.0,,,,,,,,,,,,,,,,,
118,PT02M02.00S,2024-04-13T02:58:22.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631254,91.90210249671485,53.67647058823529,1610612762,31,22,2024-04-13T02:58:28Z,1180000,False,18.0,24.0,1,right,K. Lofton Jr. Layup (4 PTS) (T. Horton-Tucker 2 AST),"[1631254, 1629659]",1610612762.0,UTA,,,,Lofton Jr.,K. Lofton Jr.,,,,,Restricted Area,0-8 Center,2.99,Made,4.0,T. Horton-Tucker,1629659.0,2.0,,,,,,,,,,,,,,
120,PT02M02.00S,2024-04-13T02:58:26.0Z,1,REGULAR,foul,personal,['1freethrow'],201566,,,1610612762,31,22,2024-04-13T03:01:40Z,1200000,False,,,0,,R. Westbrook shooting personal FOUL (1 PF) (Lofton Jr. 1 FT),"[201566, 1631254]",1610612746.0,LAC,shooting,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,,,203593.0,,1.0,0.0,,,,,,Lofton Jr.,1631254.0,,
122,PT02M02.00S,2024-04-13T02:58:34.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,31,22,2024-04-13T02:58:34Z,1220000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M02.00S,2024-04-13T03:00:59.3Z,1,REGULAR,substitution,out,[],201935,,,1610612762,31,22,2024-04-13T03:01:07Z,1230000,False,,,0,,SUB out: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M02.00S,2024-04-13T03:00:59.3Z,1,REGULAR,substitution,in,[],1630538,,,1610612762,31,22,2024-04-13T03:01:07Z,1240000,False,,,0,,SUB in: B. Hyland,[1630538],1610612746.0,LAC,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M02.00S,2024-04-13T03:01:41.7Z,1,REGULAR,freethrow,1 of 1,[],1631254,,,1610612762,31,23,2024-04-13T03:01:41Z,1250000,False,,,0,,K. Lofton Jr. Free Throw 1 of 1 (5 PTS),[1631254],1610612762.0,UTA,,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
126,PT01M49.00S,2024-04-13T03:01:53.5Z,1,REGULAR,turnover,bad pass,[],201566,,,1610612746,31,23,2024-04-13T03:01:58Z,1260000,False,,,0,,R. Westbrook bad pass TURNOVER (1 TO),"[201566, 1629647]",1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1.0,,,,,,Bazley,1629647.0,,,,
127,PT01M49.00S,2024-04-13T03:01:53.5Z,1,REGULAR,steal,,[],1629647,,,1610612762,31,23,2024-04-13T03:01:55Z,1270000,False,,,0,,D. Bazley STEAL (1 STL),[1629647],1610612762.0,UTA,,,,Bazley,D. Bazley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
128,PT01M44.00S,2024-04-13T03:01:59.1Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1641729,65.88370565045992,53.431372549019606,1610612762,31,23,2024-04-13T03:03:22Z,1280000,False,17.0,268.0,1,right,MISS B. Sensabaugh 26' running pullup 3PT - blocked,"[1641729, 1627826]",1610612762.0,UTA,running pullup,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Center,26.88,Missed,,,,,,,,,,,,,,,,,Zubac,1627826.0
141,PT01M44.00S,2024-04-13T03:01:59.1Z,1,REGULAR,block,,[],1627826,,,1610612762,31,23,2024-04-13T03:03:22Z,1285000,False,,,0,,I. Zubac BLOCK (1 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
129,PT01M41.00S,2024-04-13T03:02:02.1Z,1,REGULAR,rebound,offensive,[],1629647,,,1610612762,31,23,2024-04-13T03:02:10Z,1290000,False,,,0,,D. Bazley REBOUND (Off:1 Def:0),[1629647],1610612762.0,UTA,,,,Bazley,D. Bazley,,,,,Above the Break 3,24+ Center,,,,,,,128.0,,,,,1.0,0.0,1.0,,,,,,
130,PT01M41.00S,2024-04-13T03:02:06.9Z,1,REGULAR,turnover,out-of-bounds,[],1629647,,,1610612762,31,23,2024-04-13T03:02:22Z,1300000,False,,,0,,D. Bazley bad pass out-of-bounds TURNOVER (1 TO),[1629647],1610612762.0,UTA,bad pass,,,Bazley,D. Bazley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1629178.0,1.0,,,,,,,,,,,
131,PT01M41.00S,2024-04-13T03:02:09.9Z,1,REGULAR,substitution,out,[],1627826,,,1610612746,31,23,2024-04-13T03:02:17Z,1310000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M41.00S,2024-04-13T03:02:09.9Z,1,REGULAR,substitution,in,[],203486,,,1610612746,31,23,2024-04-13T03:02:17Z,1320000,False,,,0,,SUB in: M. Plumlee,[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M32.00S,2024-04-13T03:02:28.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201566,10.95597897503285,23.774509803921575,1610612746,33,23,2024-04-13T03:02:34Z,1330000,False,131.0,50.0,1,left,R. Westbrook 14' pullup Jump Shot (4 PTS),[201566],1610612746.0,LAC,pullup,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Right,14.05,Made,4.0,,,,,,,,,,,,,,,,,
134,PT01M19.00S,2024-04-13T03:02:41.2Z,1,REGULAR,3pt,Jump Shot,[],1629647,87.17148488830486,95.58823529411765,1610612762,33,23,2024-04-13T03:02:49Z,1340000,False,228.0,68.0,1,right,MISS D. Bazley 3PT,[1629647],1610612762.0,UTA,,,,Bazley,D. Bazley,,,,,Right Corner 3,24+ Right,23.79,Missed,,,,,,,,,,,,,,,,,,
135,PT01M12.00S,2024-04-13T03:02:48.2Z,1,REGULAR,rebound,defensive,[],1629599,,,1610612746,33,23,2024-04-13T03:02:49Z,1350000,False,,,0,,A. Coffey REBOUND (Off:0 Def:2),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Right Corner 3,24+ Right,,,,,,,134.0,,,,,2.0,2.0,0.0,,,,,,
136,PT01M06.00S,2024-04-13T03:02:55.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,7.670827858081481,42.64705882352941,1610612746,35,23,2024-04-13T03:03:02Z,1360000,False,37.0,20.0,1,left,N. Powell driving reverse Layup (2 PTS) (B. Hyland 1 AST),"[1626181, 1630538]",1610612746.0,LAC,driving reverse,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,4.17,Made,2.0,B. Hyland,1630538.0,1.0,,,,,,,,,,,,,,
138,PT00M55.90S,2024-04-13T03:03:06.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,90.8508541392904,53.431372549019606,1610612762,35,25,2024-04-13T03:03:12Z,1380000,False,17.0,34.0,1,right,D. Bazley cutting finger roll Layup (5 PTS) (J. Preston 1 AST),"[1629647, 1630554]",1610612762.0,UTA,cutting finger roll,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,3.77,Made,5.0,J. Preston,1630554.0,1.0,,,,,,,,,,,,,,
140,PT00M43.30S,2024-04-13T03:03:20.2Z,1,REGULAR,3pt,Jump Shot,[],1629599,8.590670170827863,2.6960784313725554,1610612746,38,25,2024-04-13T03:03:25Z,1400000,False,237.0,28.0,1,left,A. Coffey 3PT  (3 PTS) (N. Powell 1 AST),"[1629599, 1626181]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Right Corner 3,24+ Right,23.82,Made,3.0,N. Powell,1626181.0,1.0,,,,,,,,,,,,,,
143,PT00M35.40S,2024-04-13T03:03:37.2Z,1,REGULAR,3pt,Jump Shot,[],1630554,65.75229960578187,55.14705882352941,1610612762,38,25,2024-04-13T03:04:17Z,1420000,False,26.0,269.0,1,right,MISS J. Preston 27' pullup 3PT,[1630554],1610612762.0,UTA,pullup,,,Preston,J. Preston,,,,,Above the Break 3,24+ Center,27.06,Missed,,,,,,,,,,,,,,,,,,
144,PT00M33.10S,2024-04-13T03:03:39.5Z,1,REGULAR,rebound,defensive,[],203486,,,1610612746,38,25,2024-04-13T03:03:41Z,1430000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612746.0,LAC,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Center,,,,,,,143.0,,,,,1.0,1.0,0.0,,,,,,
145,PT00M29.80S,2024-04-13T03:03:45.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630538,11.48160315374507,54.16666666666667,1610612746,38,25,2024-04-13T03:03:54Z,1440000,False,-21.0,55.0,1,left,MISS B. Hyland running Layup - blocked,"[1630538, 1630554]",1610612746.0,LAC,running,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),0-8 Center,5.92,Missed,,,,,,,,,,,,,,,,,Preston,1630554.0
146,PT00M29.80S,2024-04-13T03:03:45.8Z,1,REGULAR,block,,[],1630554,,,1610612746,38,25,2024-04-13T03:03:48Z,1450000,False,,,0,,J. Preston BLOCK (1 BLK),[1630554],1610612762.0,UTA,,,,Preston,J. Preston,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
147,PT00M29.80S,2024-04-13T03:03:45.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612746,38,25,2024-04-13T03:03:54Z,1460000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,145.0,,,,,,,,,,,,,
149,PT00M28.00S,2024-04-13T03:04:01.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626181,9.773324572930349,95.34313725490196,1610612746,38,25,2024-04-13T03:04:07Z,1480000,False,-227.0,39.0,1,left,MISS N. Powell 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Left Corner 3,24+ Left,23.01,Missed,,,,,,,,,,,,,,,,,,
150,PT00M24.50S,2024-04-13T03:04:04.5Z,1,REGULAR,rebound,defensive,[],1631254,,,1610612762,38,25,2024-04-13T03:04:07Z,1490000,False,,,0,,K. Lofton Jr. REBOUND (Off:0 Def:2),[1631254],1610612762.0,UTA,,,,Lofton Jr.,K. Lofton Jr.,,,,,Left Corner 3,24+ Left,,,,,,,149.0,,,,,2.0,2.0,0.0,,,,,,
151,PT00M05.20S,2024-04-13T03:04:23.8Z,1,REGULAR,3pt,Jump Shot,[],1641729,71.53416557161628,18.872549019607845,1610612762,38,25,2024-04-13T03:04:33Z,1500000,False,-156.0,215.0,1,right,MISS B. Sensabaugh 26' 3PT,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,26.55,Missed,,,,,,,,,,,,,,,,,,
152,PT00M01.70S,2024-04-13T03:04:27.3Z,1,REGULAR,rebound,offensive,[],1631254,,,1610612762,38,25,2024-04-13T03:04:33Z,1510000,False,,,0,,K. Lofton Jr. REBOUND (Off:1 Def:2),[1631254],1610612762.0,UTA,,,,Lofton Jr.,K. Lofton Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,151.0,,,,,3.0,2.0,1.0,,,,,,
153,PT00M01.70S,2024-04-13T03:04:31.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631254,94.40999984741211,50.0,1610612762,38,27,2024-04-13T03:04:31Z,1520000,False,0.0,0.0,1,right,K. Lofton Jr. tip Layup (7 PTS),[1631254],1610612762.0,UTA,tip,,,Lofton Jr.,K. Lofton Jr.,,,,,Mid-Range,8-16 Left,0.0,Made,7.0,,,,,,,,,,,,,,,,,
154,PT00M00.00S,2024-04-13T03:04:36.0Z,1,REGULAR,period,end,[],0,,,1610612746,38,27,2024-04-13T03:04:36Z,1530000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2024-04-13T03:06:50.5Z,2,REGULAR,substitution,out,['startperiod'],1641729,,,1610612746,38,27,2024-04-13T03:07:11Z,1540000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2024-04-13T03:06:50.5Z,2,REGULAR,substitution,in,['startperiod'],1630548,,,1610612746,38,27,2024-04-13T03:07:11Z,1550000,False,,,0,,SUB in: J. Juzang,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2024-04-13T03:07:17.8Z,2,REGULAR,period,start,[],0,,,1610612746,38,27,2024-04-13T03:07:17Z,1560000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT11M50.00S,2024-04-13T03:07:28.7Z,2,REGULAR,foul,personal,['2freethrow'],1630554,,,1610612746,38,27,2024-04-13T03:07:37Z,1570000,False,,,0,,J. Preston shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1630554, 201566]",1610612762.0,UTA,shooting,,,Preston,J. Preston,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,203593.0,,1.0,0.0,,,,,,Westbrook,201566.0,,
160,PT11M50.00S,2024-04-13T03:07:53.3Z,2,REGULAR,freethrow,1 of 2,[],201566,,,1610612746,38,27,2024-04-13T03:07:53Z,1590000,False,,,0,,MISS R. Westbrook Free Throw 1 of 2,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
161,PT11M50.00S,2024-04-13T03:07:53.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,38,27,2024-04-13T03:07:53Z,1600000,False,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,160.0,,,,,,,,,,,,,
162,PT11M50.00S,2024-04-13T03:07:53.3Z,2,REGULAR,freethrow,2 of 2,[],201566,,,1610612746,38,27,2024-04-13T03:08:12Z,1610000,False,,,0,,MISS R. Westbrook Free Throw 2 of 2,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
163,PT11M47.00S,2024-04-13T03:07:56.3Z,2,REGULAR,rebound,defensive,[],1630554,,,1610612762,38,27,2024-04-13T03:08:12Z,1620000,False,,,0,,J. Preston REBOUND (Off:0 Def:1),[1630554],1610612762.0,UTA,,,,Preston,J. Preston,,,,,,,,,,,,,162.0,,,,,1.0,1.0,0.0,,,,,,
164,PT11M34.00S,2024-04-13T03:08:21.6Z,2,REGULAR,foul,personal,['2freethrow'],201566,,,1610612762,38,27,2024-04-13T03:08:27Z,1630000,False,,,0,,R. Westbrook shooting personal FOUL (2 PF) (Lofton Jr. 2 FT),"[201566, 1631254]",1610612746.0,LAC,shooting,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,,,1629178.0,,2.0,0.0,,,,,,Lofton Jr.,1631254.0,,
166,PT11M34.00S,2024-04-13T03:08:52.3Z,2,REGULAR,freethrow,1 of 2,[],1631254,,,1610612762,38,28,2024-04-13T03:08:52Z,1650000,False,,,0,,K. Lofton Jr. Free Throw 1 of 2 (8 PTS),[1631254],1610612762.0,UTA,,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
167,PT11M34.00S,2024-04-13T03:09:08.5Z,2,REGULAR,freethrow,2 of 2,[],1631254,,,1610612762,38,29,2024-04-13T03:09:08Z,1660000,False,,,0,,K. Lofton Jr. Free Throw 2 of 2 (9 PTS),[1631254],1610612762.0,UTA,,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
170,PT11M13.00S,2024-04-13T03:10:09.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629599,17.526281208935615,46.32352941176471,1610612746,40,29,2024-04-13T03:10:14Z,1690000,False,18.0,112.0,1,left,A. Coffey 11' fadeaway Jump Shot (5 PTS) (M. Plumlee 1 AST),"[1629599, 203486]",1610612746.0,LAC,fadeaway,,,Coffey,A. Coffey,,,,,In The Paint (Non-RA),8-16 Center,11.37,Made,5.0,M. Plumlee,203486.0,1.0,,,,,,,,,,,,,,
