actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
37,PT07M48.00S,2024-01-02T03:45:37.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",200768,13.18988173455979,50.245098039215684,1610612748,8,9,2024-01-02T03:45:47Z,370000,False,-1.0,71.0,1,left,K. Lowry 7' driving Hook (4 PTS) (B. Adebayo 1 AST),"[200768, 1628389]",1610612748.0,MIA,driving,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),0-8 Center,7.15,Made,,,,,4.0,B. Adebayo,1628389.0,1.0,,,,,,,,,,
39,PT07M33.00S,2024-01-02T03:45:51.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,85.3318002628121,54.65686274509804,1610612746,8,9,2024-01-02T03:45:57Z,390000,False,23.0,85.0,1,right,MISS K. Leonard 8' fadeaway Shot,[202695],1610612746.0,LAC,fadeaway,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,8.85,Missed,,,,,,,,,,,,,,,,,,
40,PT07M29.00S,2024-01-02T03:45:55.5Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,8,9,2024-01-02T03:45:57Z,400000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,39.0,2.0,2.0,0.0,,,,,,,,,,,,,,
41,PT07M18.00S,2024-01-02T03:46:07.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,6.4881734559789805,38.970588235294116,1610612748,8,9,2024-01-02T03:46:11Z,410000,False,55.0,8.0,1,left,MISS B. Adebayo Hook,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,5.58,Missed,,,,,,,,,,,,,,,,,,
42,PT07M15.00S,2024-01-02T03:46:10.4Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,8,9,2024-01-02T03:46:11Z,420000,False,,,0,,P. George REBOUND (Off:0 Def:3),[202331],1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),0-8 Center,,,41.0,3.0,3.0,0.0,,,,,,,,,,,,,,
43,PT07M10.00S,2024-01-02T03:46:15.6Z,1,REGULAR,2pt,Jump Shot,[],202331,73.242444152431,63.23529411764706,1610612746,8,9,2024-01-02T03:46:21Z,430000,False,66.0,199.0,1,right,MISS P. George 20' pullup Shot,[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,Mid-Range,16-24 Right Center,20.97,Missed,,,,,,,,,,,,,,,,,,
44,PT07M06.00S,2024-01-02T03:46:19.6Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,8,9,2024-01-02T03:46:21Z,440000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Right Center,,,43.0,3.0,3.0,0.0,,,,,,,,,,,,,,
45,PT06M58.00S,2024-01-02T03:46:29.0Z,1,REGULAR,foul,personal,['2freethrow'],1629611,,,1610612748,8,9,2024-01-02T03:46:34Z,450000,False,,,0,,T. Mann shooting personal FOUL (1 PF) (Lowry 2 FT),"[1629611, 200768]",1610612746.0,LAC,shooting,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1204.0,,,,,,1.0,0.0,Lowry,200768.0
47,PT06M58.00S,2024-01-02T03:46:37.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,8,9,2024-01-02T03:46:37Z,470000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT06M58.00S,2024-01-02T03:49:16.5Z,1,REGULAR,substitution,out,[],201935,,,1610612748,8,9,2024-01-02T03:49:33Z,480000,False,,,0,,SUB out: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT06M58.00S,2024-01-02T03:49:16.5Z,1,REGULAR,substitution,in,[],201566,,,1610612748,8,9,2024-01-02T03:49:33Z,490000,False,,,0,,SUB in: R. Westbrook,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT06M58.00S,2024-01-02T03:49:51.8Z,1,REGULAR,freethrow,1 of 2,[],200768,,,1610612748,8,10,2024-01-02T03:49:51Z,500000,False,,,0,,K. Lowry Free Throw 1 of 2 (5 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
52,PT06M58.00S,2024-01-02T03:50:11.4Z,1,REGULAR,freethrow,2 of 2,[],200768,,,1610612748,8,11,2024-01-02T03:50:11Z,510000,False,,,0,,K. Lowry Free Throw 2 of 2 (6 PTS),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
53,PT06M37.00S,2024-01-02T03:50:34.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202331,93.87319316688567,45.833333333333336,1610612746,10,11,2024-01-02T03:50:42Z,520000,False,-21.0,5.0,1,right,P. George driving Layup (2 PTS),[202331],1610612746.0,LAC,driving,,,George,P. George,,,,,Restricted Area,0-8 Center,2.14,Made,,,,,2.0,,,,,,,,,,,,,
54,PT06M17.00S,2024-01-02T03:50:54.6Z,1,REGULAR,turnover,lost ball,[],1629639,,,1610612748,10,11,2024-01-02T03:50:58Z,530000,False,,,0,,T. Herro lost ball TURNOVER (1 TO),"[1629639, 202331]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1.0,George,202331.0,,,,,,
55,PT06M17.00S,2024-01-02T03:50:54.6Z,1,REGULAR,steal,,[],202331,,,1610612746,10,11,2024-01-02T03:50:56Z,540000,False,,,0,,P. George STEAL (1 STL),[202331],1610612746.0,LAC,,,,George,P. George,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
56,PT06M11.00S,2024-01-02T03:51:00.3Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'fromturnover']",202331,82.44086727989487,82.59803921568627,1610612746,12,11,2024-01-02T03:51:09Z,550000,False,163.0,113.0,1,right,P. George 19' running pullup Jump Shot (4 PTS),[202331],1610612746.0,LAC,running pullup,,,George,P. George,,,,,Mid-Range,16-24 Right,19.81,Made,,,,,4.0,,,,,,,,,,,,,
57,PT05M48.00S,2024-01-02T03:51:22.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,17.394875164257556,54.411764705882355,1610612748,12,13,2024-01-02T03:51:29Z,560000,False,-22.0,111.0,1,left,B. Adebayo 11' floating Jump Shot (4 PTS) (T. Herro 2 AST),"[1628389, 1629639]",1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,11.32,Made,,,,,4.0,T. Herro,1629639.0,2.0,,,,,,,,,,
59,PT05M34.00S,2024-01-02T03:51:40.5Z,1,REGULAR,foul,personal,['2freethrow'],1631288,,,1610612746,12,13,2024-01-02T03:51:46Z,580000,False,,,0,,J. Cain shooting personal FOUL (1 PF) (George 2 FT),"[1631288, 202331]",1610612748.0,MIA,shooting,,,Cain,J. Cain,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2530.0,,,,,,1.0,0.0,George,202331.0
61,PT05M34.00S,2024-01-02T03:52:12.4Z,1,REGULAR,freethrow,1 of 2,[],202331,,,1610612746,13,13,2024-01-02T03:52:12Z,600000,False,,,0,,P. George Free Throw 1 of 2 (5 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
62,PT05M34.00S,2024-01-02T03:52:13.3Z,1,REGULAR,substitution,out,[],1629611,,,1610612746,13,13,2024-01-02T03:52:33Z,610000,False,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT05M34.00S,2024-01-02T03:52:13.3Z,1,REGULAR,substitution,out,[],1631170,,,1610612746,13,13,2024-01-02T03:52:33Z,620000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT05M34.00S,2024-01-02T03:52:13.3Z,1,REGULAR,substitution,out,[],1628389,,,1610612746,13,13,2024-01-02T03:52:33Z,630000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M34.00S,2024-01-02T03:52:13.3Z,1,REGULAR,substitution,in,[],1626181,,,1610612746,13,13,2024-01-02T03:52:33Z,640000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M34.00S,2024-01-02T03:52:13.3Z,1,REGULAR,substitution,in,[],1629130,,,1610612746,13,13,2024-01-02T03:52:33Z,650000,False,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M34.00S,2024-01-02T03:52:13.3Z,1,REGULAR,substitution,in,[],201567,,,1610612746,13,13,2024-01-02T03:52:33Z,660000,False,,,0,,SUB in: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M34.00S,2024-01-02T03:52:52.7Z,1,REGULAR,freethrow,2 of 2,[],202331,,,1610612746,14,13,2024-01-02T03:52:52Z,670000,False,,,0,,P. George Free Throw 2 of 2 (6 PTS),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
69,PT05M22.00S,2024-01-02T03:53:05.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201567,6.8823915900131425,54.90196078431372,1610612748,14,15,2024-01-02T03:53:10Z,680000,False,-25.0,12.0,1,left,K. Love driving reverse Layup (2 PTS) (T. Herro 3 AST),"[201567, 1629639]",1610612748.0,MIA,driving reverse,,,Love,K. Love,,,,,Restricted Area,0-8 Center,2.74,Made,,,,,2.0,T. Herro,1629639.0,3.0,,,,,,,,,,
71,PT05M12.00S,2024-01-02T03:53:15.3Z,1,REGULAR,turnover,bad pass,[],201566,,,1610612746,14,15,2024-01-02T03:53:36Z,700000,False,,,0,,R. Westbrook bad pass TURNOVER (1 TO),"[201566, 1629639]",1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,1.0,Herro,1629639.0,,,,,,
72,PT05M12.00S,2024-01-02T03:53:15.3Z,1,REGULAR,steal,,[],1629639,,,1610612748,14,15,2024-01-02T03:53:17Z,710000,False,,,0,,T. Herro STEAL (1 STL),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
73,PT05M06.00S,2024-01-02T03:53:21.0Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631288,6.750985545335084,56.61764705882353,1610612748,14,15,2024-01-02T04:47:47Z,720000,False,-33.0,11.0,1,left,MISS J. Cain running pullup Shot,[1631288],1610612748.0,MIA,running pullup,,,Cain,J. Cain,,,,,Restricted Area,0-8 Center,3.49,Missed,,,,,,,,,,,,,,,,,,
74,PT05M03.00S,2024-01-02T03:53:24.0Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,14,15,2024-01-02T03:53:25Z,730000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,,,73.0,1.0,1.0,0.0,,,,,,,,,,,,,,
75,PT04M57.00S,2024-01-02T03:53:30.1Z,1,REGULAR,2pt,Jump Shot,[],201566,86.12023653088042,78.18627450980392,1610612746,16,15,2024-01-02T03:53:38Z,740000,False,141.0,78.0,1,right,R. Westbrook 16' pullup Jump Shot (2 PTS),[201566],1610612746.0,LAC,pullup,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Right,16.1,Made,,,,,2.0,,,,,,,,,,,,,
76,PT04M38.00S,2024-01-02T03:53:48.0Z,1,REGULAR,3pt,Jump Shot,[],1629130,30.66688567674113,72.79411764705883,1610612748,16,18,2024-01-02T03:53:55Z,750000,False,-114.0,236.0,1,left,D. Robinson 26' 3PT  (3 PTS) (K. Lowry 2 AST),"[1629130, 200768]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,26.19,Made,,,,,3.0,K. Lowry,200768.0,2.0,,,,,,,,,,
79,PT04M18.00S,2024-01-02T03:54:14.0Z,1,REGULAR,substitution,out,[],202695,,,1610612746,16,18,2024-01-02T03:54:18Z,780000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M18.00S,2024-01-02T03:54:14.0Z,1,REGULAR,substitution,in,[],1629599,,,1610612746,16,18,2024-01-02T03:54:18Z,790000,False,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT04M11.00S,2024-01-02T03:54:38.1Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612746,16,18,2024-01-02T03:54:50Z,800000,False,,,0,,LAC shot clock Team TURNOVER,[],1610612746.0,LAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1204.0,,,,,,,,,
82,PT03M53.00S,2024-01-02T03:55:07.9Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",201567,10.561760840998687,50.0,1610612748,16,20,2024-01-02T03:55:12Z,810000,False,0.0,47.0,1,left,K. Love turnaround Hook (4 PTS) (D. Robinson 1 AST),"[201567, 1629130]",1610612748.0,MIA,turnaround,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,4.68,Made,,,,,4.0,D. Robinson,1629130.0,1.0,,,,,,,,,,
84,PT03M37.00S,2024-01-02T03:55:23.7Z,1,REGULAR,3pt,Jump Shot,[],1626181,92.69053876478318,5.14705882352942,1610612746,19,20,2024-01-02T03:55:28Z,830000,False,-224.0,16.0,1,right,N. Powell 3PT  (3 PTS) (P. George 1 AST),"[1626181, 202331]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Left Corner 3,24+ Left,22.49,Made,,,,,3.0,P. George,202331.0,1.0,,,,,,,,,,
86,PT03M22.00S,2024-01-02T03:55:38.8Z,1,REGULAR,turnover,bad pass,[],200768,,,1610612748,19,20,2024-01-02T03:56:30Z,850000,False,,,0,,K. Lowry bad pass TURNOVER (1 TO),"[200768, 1626181]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1.0,Powell,1626181.0,,,,,,
87,PT03M22.00S,2024-01-02T03:55:38.8Z,1,REGULAR,steal,,[],1626181,,,1610612746,19,20,2024-01-02T03:55:40Z,860000,False,,,0,,N. Powell STEAL (1 STL),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
88,PT03M17.00S,2024-01-02T03:55:43.8Z,1,REGULAR,turnover,bad pass,[],1626181,,,1610612746,19,20,2024-01-02T03:55:49Z,870000,False,,,0,,N. Powell bad pass TURNOVER (1 TO),"[1626181, 1629639]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,Herro,1629639.0,,,,,,
